,AGEN
2015-05-22,7.010000228881836
2015-05-26,7.25
2015-05-27,7.820000171661377
2015-05-28,7.619999885559082
2015-05-29,8.180000305175781
2015-06-01,8.0600004196167
2015-06-02,7.949999809265137
2015-06-03,8.270000457763672
2015-06-04,8.199999809265137
2015-06-05,8.90999984741211
2015-06-08,8.989999771118164
2015-06-09,8.84000015258789
2015-06-10,8.920000076293945
2015-06-11,9.380000114440918
2015-06-12,9.479999542236328
2015-06-15,9.670000076293945
2015-06-16,9.680000305175781
2015-06-17,9.779999732971191
2015-06-18,8.649999618530273
2015-06-19,8.630000114440918
2015-06-22,8.319999694824219
2015-06-23,8.600000381469727
2015-06-24,8.479999542236328
2015-06-25,8.430000305175781
2015-06-26,8.09000015258789
2015-06-29,8.0600004196167
2015-06-30,8.630000114440918
2015-07-01,8.779999732971191
2015-07-02,8.609999656677246
2015-07-06,9.170000076293945
2015-07-07,9.289999961853027
2015-07-08,8.609999656677246
2015-07-09,8.859999656677246
2015-07-10,9.170000076293945
2015-07-13,9.220000267028809
2015-07-14,9.319999694824219
2015-07-15,9.119999885559082
2015-07-16,9.34000015258789
2015-07-17,9.380000114440918
2015-07-20,9.4399995803833
2015-07-21,9.170000076293945
2015-07-22,9.239999771118164
2015-07-23,8.949999809265137
2015-07-24,8.5600004196167
2015-07-27,8.390000343322754
2015-07-28,8.329999923706055
2015-07-29,8.239999771118164
2015-07-30,8.390000343322754
2015-07-31,8.539999961853027
2015-08-03,8.260000228881836
2015-08-04,8.100000381469727
2015-08-05,8.229999542236328
2015-08-06,7.900000095367432
2015-08-07,7.730000019073486
2015-08-10,7.860000133514404
2015-08-11,7.510000228881836
2015-08-12,7.519999980926514
2015-08-13,7.28000020980835
2015-08-14,7.269999980926514
2015-08-17,7.75
2015-08-18,7.440000057220459
2015-08-19,7.510000228881836
2015-08-20,7.099999904632568
2015-08-21,7.039999961853027
2015-08-24,6.570000171661377
2015-08-25,6.650000095367432
2015-08-26,6.909999847412109
2015-08-27,6.909999847412109
2015-08-28,7.260000228881836
2015-08-31,7.110000133514404
2015-09-01,6.889999866485596
2015-09-02,7.170000076293945
2015-09-03,6.820000171661377
2015-09-04,6.880000114440918
2015-09-08,7.139999866485596
2015-09-09,6.610000133514404
2015-09-10,6.75
2015-09-11,6.539999961853027
2015-09-14,6.590000152587891
2015-09-15,6.610000133514404
2015-09-16,6.5
2015-09-17,7.039999961853027
2015-09-18,6.539999961853027
2015-09-21,6.179999828338623
2015-09-22,6.0
2015-09-23,5.989999771118164
2015-09-24,5.800000190734863
2015-09-25,5.039999961853027
2015-09-28,4.579999923706055
2015-09-29,4.429999828338623
2015-09-30,4.599999904632568
2015-10-01,4.539999961853027
2015-10-02,4.820000171661377
2015-10-05,4.849999904632568
2015-10-06,4.809999942779541
2015-10-07,4.840000152587891
2015-10-08,4.78000020980835
2015-10-09,4.809999942779541
2015-10-12,4.739999771118164
2015-10-13,4.550000190734863
2015-10-14,4.639999866485596
2015-10-15,5.050000190734863
2015-10-16,5.019999980926514
2015-10-19,4.960000038146973
2015-10-20,4.610000133514404
2015-10-21,4.71999979019165
2015-10-22,5.03000020980835
2015-10-23,5.03000020980835
2015-10-26,4.989999771118164
2015-10-27,4.75
2015-10-28,4.71999979019165
2015-10-29,4.630000114440918
2015-10-30,4.559999942779541
2015-11-02,4.760000228881836
2015-11-03,4.769999980926514
2015-11-04,4.71999979019165
2015-11-05,4.590000152587891
2015-11-06,4.659999847412109
2015-11-09,4.679999828338623
2015-11-10,4.650000095367432
2015-11-11,4.610000133514404
2015-11-12,4.519999980926514
2015-11-13,4.630000114440918
2015-11-16,4.400000095367432
2015-11-17,4.28000020980835
2015-11-18,4.75
2015-11-19,4.659999847412109
2015-11-20,4.510000228881836
2015-11-23,4.429999828338623
2015-11-24,4.800000190734863
2015-11-25,5.130000114440918
2015-11-27,5.130000114440918
2015-11-30,5.110000133514404
2015-12-01,5.119999885559082
2015-12-02,4.989999771118164
2015-12-03,4.690000057220459
2015-12-04,4.659999847412109
2015-12-07,4.360000133514404
2015-12-08,4.369999885559082
2015-12-09,4.21999979019165
2015-12-10,4.409999847412109
2015-12-11,4.139999866485596
2015-12-14,3.880000114440918
2015-12-15,3.9200000762939453
2015-12-16,4.559999942779541
2015-12-17,4.550000190734863
2015-12-18,4.5
2015-12-21,4.5
2015-12-22,4.429999828338623
2015-12-23,4.5
2015-12-24,4.78000020980835
2015-12-28,4.599999904632568
2015-12-29,4.650000095367432
2015-12-30,4.71999979019165
2015-12-31,4.539999961853027
2016-01-04,4.460000038146973
2016-01-05,4.429999828338623
2016-01-06,4.25
2016-01-07,3.890000104904175
2016-01-08,3.7799999713897705
2016-01-11,3.5199999809265137
2016-01-12,3.5899999141693115
2016-01-13,3.2699999809265137
2016-01-14,3.369999885559082
2016-01-15,3.1600000858306885
2016-01-19,3.0299999713897705
2016-01-20,3.1700000762939453
2016-01-21,3.450000047683716
2016-01-22,3.4200000762939453
2016-01-25,3.4100000858306885
2016-01-26,3.359999895095825
2016-01-27,3.140000104904175
2016-01-28,3.0799999237060547
2016-01-29,3.1500000953674316
2016-02-01,3.2100000381469727
2016-02-02,3.0899999141693115
2016-02-03,2.9600000381469727
2016-02-04,3.049999952316284
2016-02-05,3.0
2016-02-08,2.8499999046325684
2016-02-09,2.8499999046325684
2016-02-10,2.7899999618530273
2016-02-11,2.7200000286102295
2016-02-12,2.8299999237060547
2016-02-16,3.009999990463257
2016-02-17,3.1500000953674316
2016-02-18,2.9100000858306885
2016-02-19,3.0
2016-02-22,3.0
2016-02-23,2.819999933242798
2016-02-24,2.8399999141693115
2016-02-25,2.75
2016-02-26,2.859999895095825
2016-02-29,2.7699999809265137
2016-03-01,2.9100000858306885
2016-03-02,3.2100000381469727
2016-03-03,3.4000000953674316
2016-03-04,3.8399999141693115
2016-03-07,4.110000133514404
2016-03-08,4.070000171661377
2016-03-09,3.8499999046325684
2016-03-10,3.700000047683716
2016-03-11,4.0
2016-03-14,4.03000020980835
2016-03-15,3.680000066757202
2016-03-16,3.6500000953674316
2016-03-17,3.740000009536743
2016-03-18,3.7899999618530273
2016-03-21,4.090000152587891
2016-03-22,4.150000095367432
2016-03-23,3.8299999237060547
2016-03-24,3.9100000858306885
2016-03-28,3.8499999046325684
2016-03-29,4.110000133514404
2016-03-30,4.090000152587891
2016-03-31,4.159999847412109
2016-04-01,4.230000019073486
2016-04-04,4.28000020980835
2016-04-05,4.28000020980835
2016-04-06,4.679999828338623
2016-04-07,4.539999961853027
2016-04-08,4.539999961853027
2016-04-11,4.28000020980835
2016-04-12,4.340000152587891
2016-04-13,4.400000095367432
2016-04-14,4.340000152587891
2016-04-15,4.289999961853027
2016-04-18,4.480000019073486
2016-04-19,4.239999771118164
2016-04-20,4.019999980926514
2016-04-21,4.099999904632568
2016-04-22,4.28000020980835
2016-04-25,4.309999942779541
2016-04-26,4.150000095367432
2016-04-27,4.199999809265137
2016-04-28,3.8399999141693115
2016-04-29,3.5199999809265137
2016-05-02,3.690000057220459
2016-05-03,3.5
2016-05-04,3.25
2016-05-05,3.109999895095825
2016-05-06,3.009999990463257
2016-05-09,3.2899999618530273
2016-05-10,3.369999885559082
2016-05-11,3.299999952316284
2016-05-12,3.3399999141693115
2016-05-13,3.450000047683716
2016-05-16,3.549999952316284
2016-05-17,3.509999990463257
2016-05-18,3.4700000286102295
2016-05-19,3.5399999618530273
2016-05-20,3.6500000953674316
2016-05-23,3.7200000286102295
2016-05-24,3.7899999618530273
2016-05-25,3.8499999046325684
2016-05-26,3.9000000953674316
2016-05-27,4.050000190734863
2016-05-31,4.21999979019165
2016-06-01,4.21999979019165
2016-06-02,4.5
2016-06-03,4.380000114440918
2016-06-06,4.449999809265137
2016-06-07,4.369999885559082
2016-06-08,4.260000228881836
2016-06-09,4.190000057220459
2016-06-10,4.0
2016-06-13,4.0
2016-06-14,3.9100000858306885
2016-06-15,3.9100000858306885
2016-06-16,4.039999961853027
2016-06-17,4.03000020980835
2016-06-20,4.21999979019165
2016-06-21,4.119999885559082
2016-06-22,4.050000190734863
2016-06-23,4.199999809265137
2016-06-24,3.9100000858306885
2016-06-27,3.630000114440918
2016-06-28,3.880000114440918
2016-06-29,3.9700000286102295
2016-06-30,4.050000190734863
2016-07-01,4.210000038146973
2016-07-05,4.300000190734863
2016-07-06,4.460000038146973
2016-07-07,4.690000057220459
2016-07-08,4.789999961853027
2016-07-11,4.710000038146973
2016-07-12,4.840000152587891
2016-07-13,4.789999961853027
2016-07-14,4.699999809265137
2016-07-15,4.760000228881836
2016-07-18,4.800000190734863
2016-07-19,4.53000020980835
2016-07-20,4.699999809265137
2016-07-21,4.650000095367432
2016-07-22,4.78000020980835
2016-07-25,4.739999771118164
2016-07-26,4.840000152587891
2016-07-27,4.929999828338623
2016-07-28,5.380000114440918
2016-07-29,5.550000190734863
2016-08-01,5.650000095367432
2016-08-02,5.550000190734863
2016-08-03,5.75
2016-08-04,5.650000095367432
2016-08-05,6.159999847412109
2016-08-08,6.139999866485596
2016-08-09,6.110000133514404
2016-08-10,5.889999866485596
2016-08-11,5.940000057220459
2016-08-12,6.21999979019165
2016-08-15,6.139999866485596
2016-08-16,5.949999809265137
2016-08-17,6.039999961853027
2016-08-18,5.96999979019165
2016-08-19,6.010000228881836
2016-08-22,6.079999923706055
2016-08-23,6.050000190734863
2016-08-24,5.849999904632568
2016-08-25,6.039999961853027
2016-08-26,6.21999979019165
2016-08-29,6.46999979019165
2016-08-30,6.420000076293945
2016-08-31,6.190000057220459
2016-09-01,6.190000057220459
2016-09-02,6.139999866485596
2016-09-06,6.320000171661377
2016-09-07,6.269999980926514
2016-09-08,6.5
2016-09-09,6.119999885559082
2016-09-12,6.429999828338623
2016-09-13,6.21999979019165
2016-09-14,6.519999980926514
2016-09-15,6.599999904632568
2016-09-16,6.769999980926514
2016-09-19,6.769999980926514
2016-09-20,6.960000038146973
2016-09-21,7.099999904632568
2016-09-22,7.0
2016-09-23,6.900000095367432
2016-09-26,7.03000020980835
2016-09-27,7.199999809265137
2016-09-28,7.110000133514404
2016-09-29,6.869999885559082
2016-09-30,7.179999828338623
2016-10-03,7.179999828338623
2016-10-04,7.25
2016-10-05,7.360000133514404
2016-10-06,7.130000114440918
2016-10-07,7.099999904632568
2016-10-10,7.230000019073486
2016-10-11,6.909999847412109
2016-10-12,6.559999942779541
2016-10-13,6.360000133514404
2016-10-14,5.929999828338623
2016-10-17,5.860000133514404
2016-10-18,6.059999942779541
2016-10-19,5.849999904632568
2016-10-20,5.869999885559082
2016-10-21,5.75
2016-10-24,5.590000152587891
2016-10-25,5.420000076293945
2016-10-26,5.230000019073486
2016-10-27,4.329999923706055
2016-10-28,4.090000152587891
2016-10-31,3.9700000286102295
2016-11-01,3.869999885559082
2016-11-02,3.809999942779541
2016-11-03,3.7300000190734863
2016-11-04,4.0
2016-11-07,4.159999847412109
2016-11-08,4.260000228881836
2016-11-09,4.920000076293945
2016-11-10,5.159999847412109
2016-11-11,5.369999885559082
2016-11-14,5.690000057220459
2016-11-15,5.860000133514404
2016-11-16,5.630000114440918
2016-11-17,5.110000133514404
2016-11-18,4.920000076293945
2016-11-21,4.900000095367432
2016-11-22,4.670000076293945
2016-11-23,4.78000020980835
2016-11-25,4.860000133514404
2016-11-28,4.449999809265137
2016-11-29,4.349999904632568
2016-11-30,4.119999885559082
2016-12-01,3.950000047683716
2016-12-02,4.099999904632568
2016-12-05,4.309999942779541
2016-12-06,4.429999828338623
2016-12-07,4.179999828338623
2016-12-08,4.329999923706055
2016-12-09,4.28000020980835
2016-12-12,4.28000020980835
2016-12-13,4.340000152587891
2016-12-14,4.21999979019165
2016-12-15,4.369999885559082
2016-12-16,4.510000228881836
2016-12-19,4.380000114440918
2016-12-20,4.389999866485596
2016-12-21,4.190000057220459
2016-12-22,4.059999942779541
2016-12-23,4.400000095367432
2016-12-27,4.300000190734863
2016-12-28,4.21999979019165
2016-12-29,4.170000076293945
2016-12-30,4.119999885559082
2017-01-03,4.159999847412109
2017-01-04,4.329999923706055
2017-01-05,4.300000190734863
2017-01-06,4.320000171661377
2017-01-09,4.150000095367432
2017-01-10,4.110000133514404
2017-01-11,3.990000009536743
2017-01-12,4.070000171661377
2017-01-13,4.090000152587891
2017-01-17,3.950000047683716
2017-01-18,4.0
2017-01-19,3.809999942779541
2017-01-20,3.7699999809265137
2017-01-23,3.7799999713897705
2017-01-24,3.7899999618530273
2017-01-25,3.759999990463257
2017-01-26,3.7200000286102295
2017-01-27,3.799999952316284
2017-01-30,3.690000057220459
2017-01-31,4.0
2017-02-01,3.9200000762939453
2017-02-02,3.9200000762939453
2017-02-03,4.119999885559082
2017-02-06,4.210000038146973
2017-02-07,3.990000009536743
2017-02-08,3.9600000381469727
2017-02-09,4.039999961853027
2017-02-10,4.090000152587891
2017-02-13,4.119999885559082
2017-02-14,4.400000095367432
2017-02-15,4.46999979019165
2017-02-16,4.230000019073486
2017-02-17,4.510000228881836
2017-02-21,4.539999961853027
2017-02-22,3.799999952316284
2017-02-23,3.8299999237060547
2017-02-24,3.8499999046325684
2017-02-27,4.21999979019165
2017-02-28,4.239999771118164
2017-03-01,4.239999771118164
2017-03-02,4.159999847412109
2017-03-03,4.110000133514404
2017-03-06,4.019999980926514
2017-03-07,3.880000114440918
2017-03-08,3.9700000286102295
2017-03-09,4.059999942779541
2017-03-10,4.130000114440918
2017-03-13,4.199999809265137
2017-03-14,3.9800000190734863
2017-03-15,4.199999809265137
2017-03-16,4.159999847412109
2017-03-17,4.039999961853027
2017-03-20,4.099999904632568
2017-03-21,3.8499999046325684
2017-03-22,3.869999885559082
2017-03-23,3.9200000762939453
2017-03-24,3.880000114440918
2017-03-27,4.019999980926514
2017-03-28,3.9200000762939453
2017-03-29,3.9200000762939453
2017-03-30,3.8399999141693115
2017-03-31,3.7699999809265137
2017-04-03,3.6600000858306885
2017-04-04,3.559999942779541
2017-04-05,3.440000057220459
2017-04-06,3.3499999046325684
2017-04-07,3.380000114440918
2017-04-10,3.2699999809265137
2017-04-11,3.240000009536743
2017-04-12,3.240000009536743
2017-04-13,3.4700000286102295
2017-04-17,3.440000057220459
2017-04-18,3.4100000858306885
2017-04-19,3.390000104904175
2017-04-20,3.5199999809265137
2017-04-21,3.5199999809265137
2017-04-24,3.5999999046325684
2017-04-25,3.700000047683716
2017-04-26,3.7200000286102295
2017-04-27,3.680000066757202
2017-04-28,3.5899999141693115
2017-05-01,3.700000047683716
2017-05-02,3.569999933242798
2017-05-03,3.4200000762939453
2017-05-04,4.079999923706055
2017-05-05,3.7799999713897705
2017-05-08,3.690000057220459
2017-05-09,3.7799999713897705
2017-05-10,3.799999952316284
2017-05-11,3.740000009536743
2017-05-12,3.690000057220459
2017-05-15,3.700000047683716
2017-05-16,3.6500000953674316
2017-05-17,3.549999952316284
2017-05-18,3.609999895095825
2017-05-19,3.4600000381469727
2017-05-22,3.4000000953674316
2017-05-23,3.5299999713897705
2017-05-24,3.559999942779541
2017-05-25,3.5
2017-05-26,3.450000047683716
2017-05-30,3.369999885559082
2017-05-31,3.319999933242798
2017-06-01,3.440000057220459
2017-06-02,3.5
2017-06-05,3.4000000953674316
2017-06-06,3.390000104904175
2017-06-07,3.319999933242798
2017-06-08,3.3299999237060547
2017-06-09,3.359999895095825
2017-06-12,3.509999990463257
2017-06-13,3.4600000381469727
2017-06-14,3.490000009536743
2017-06-15,3.4000000953674316
2017-06-16,3.4600000381469727
2017-06-19,3.5199999809265137
2017-06-20,3.859999895095825
2017-06-21,3.940000057220459
2017-06-22,4.03000020980835
2017-06-23,3.9800000190734863
2017-06-26,4.039999961853027
2017-06-27,3.930000066757202
2017-06-28,3.9700000286102295
2017-06-29,3.950000047683716
2017-06-30,3.9100000858306885
2017-07-03,4.0
2017-07-05,4.0
2017-07-06,3.9700000286102295
2017-07-07,4.110000133514404
2017-07-10,4.480000019073486
2017-07-11,4.349999904632568
2017-07-12,4.349999904632568
2017-07-13,4.389999866485596
2017-07-14,4.380000114440918
2017-07-17,4.599999904632568
2017-07-18,5.0
2017-07-19,4.880000114440918
2017-07-20,5.03000020980835
2017-07-21,5.050000190734863
2017-07-24,5.369999885559082
2017-07-25,5.139999866485596
2017-07-26,5.260000228881836
2017-07-27,4.480000019073486
2017-07-28,4.46999979019165
2017-07-31,4.440000057220459
2017-08-01,4.349999904632568
2017-08-02,4.119999885559082
2017-08-03,4.21999979019165
2017-08-04,4.019999980926514
2017-08-07,3.7899999618530273
2017-08-08,3.8499999046325684
2017-08-09,3.6500000953674316
2017-08-10,3.4800000190734863
2017-08-11,3.549999952316284
2017-08-14,3.7699999809265137
2017-08-15,3.7100000381469727
2017-08-16,3.6500000953674316
2017-08-17,3.509999990463257
2017-08-18,3.569999933242798
2017-08-21,3.609999895095825
2017-08-22,3.5799999237060547
2017-08-23,3.5899999141693115
2017-08-24,3.7100000381469727
2017-08-25,3.6500000953674316
2017-08-28,3.7100000381469727
2017-08-29,3.7300000190734863
2017-08-30,3.680000066757202
2017-08-31,3.690000057220459
2017-09-01,3.7200000286102295
2017-09-05,3.7200000286102295
2017-09-06,3.6700000762939453
2017-09-07,4.039999961853027
2017-09-08,4.159999847412109
2017-09-11,4.130000114440918
2017-09-12,4.110000133514404
2017-09-13,4.260000228881836
2017-09-14,4.099999904632568
2017-09-15,4.119999885559082
2017-09-18,4.110000133514404
2017-09-19,4.230000019073486
2017-09-20,4.190000057220459
2017-09-21,4.099999904632568
2017-09-22,4.099999904632568
2017-09-25,4.130000114440918
2017-09-26,4.159999847412109
2017-09-27,4.360000133514404
2017-09-28,4.420000076293945
2017-09-29,4.409999847412109
2017-10-02,4.730000019073486
2017-10-03,4.610000133514404
2017-10-04,4.699999809265137
2017-10-05,4.710000038146973
2017-10-06,4.710000038146973
2017-10-09,4.559999942779541
2017-10-10,4.739999771118164
2017-10-11,4.78000020980835
2017-10-12,4.650000095367432
2017-10-13,4.639999866485596
2017-10-16,4.659999847412109
2017-10-17,4.670000076293945
2017-10-18,4.710000038146973
2017-10-19,4.46999979019165
2017-10-20,4.329999923706055
2017-10-23,4.260000228881836
2017-10-24,3.7300000190734863
2017-10-25,3.7300000190734863
2017-10-26,3.559999942779541
2017-10-27,3.6700000762939453
2017-10-30,3.549999952316284
2017-10-31,3.6600000858306885
2017-11-01,3.5799999237060547
2017-11-02,3.630000114440918
2017-11-03,3.740000009536743
2017-11-06,3.6700000762939453
2017-11-07,3.5
2017-11-08,3.509999990463257
2017-11-09,3.549999952316284
2017-11-10,3.7300000190734863
2017-11-13,3.6500000953674316
2017-11-14,3.5
2017-11-15,3.6500000953674316
2017-11-16,3.7100000381469727
2017-11-17,3.700000047683716
2017-11-20,3.6500000953674316
2017-11-21,3.75
2017-11-22,4.019999980926514
2017-11-24,3.9200000762939453
2017-11-27,3.8499999046325684
2017-11-28,3.890000104904175
2017-11-29,3.859999895095825
2017-11-30,3.930000066757202
2017-12-01,3.9700000286102295
2017-12-04,3.8399999141693115
2017-12-05,3.7699999809265137
2017-12-06,3.690000057220459
2017-12-07,3.619999885559082
2017-12-08,3.630000114440918
2017-12-11,3.5899999141693115
2017-12-12,3.369999885559082
2017-12-13,3.509999990463257
2017-12-14,3.5199999809265137
2017-12-15,3.559999942779541
2017-12-18,3.5299999713897705
2017-12-19,3.5399999618530273
2017-12-20,3.5299999713897705
2017-12-21,3.5
2017-12-22,3.5399999618530273
2017-12-26,3.440000057220459
2017-12-27,3.390000104904175
2017-12-28,3.359999895095825
2017-12-29,3.259999990463257
2018-01-02,3.5399999618530273
2018-01-03,3.5399999618530273
2018-01-04,3.5199999809265137
2018-01-05,3.509999990463257
2018-01-08,3.9100000858306885
2018-01-09,3.890000104904175
2018-01-10,3.9100000858306885
2018-01-11,3.880000114440918
2018-01-12,3.869999885559082
2018-01-16,3.7899999618530273
2018-01-17,3.9200000762939453
2018-01-18,3.9000000953674316
2018-01-19,3.9700000286102295
2018-01-22,4.079999923706055
2018-01-23,4.079999923706055
2018-01-24,3.990000009536743
2018-01-25,3.75
2018-01-26,3.740000009536743
2018-01-29,3.740000009536743
2018-01-30,3.6500000953674316
2018-01-31,3.609999895095825
2018-02-01,3.5999999046325684
2018-02-02,3.740000009536743
2018-02-05,3.640000104904175
2018-02-06,3.7300000190734863
2018-02-07,3.759999990463257
2018-02-08,3.7100000381469727
2018-02-09,3.6500000953674316
2018-02-12,3.7899999618530273
2018-02-13,3.759999990463257
2018-02-14,3.8399999141693115
2018-02-15,4.210000038146973
2018-02-16,4.349999904632568
2018-02-20,4.699999809265137
2018-02-21,4.800000190734863
2018-02-22,4.849999904632568
2018-02-23,5.059999942779541
2018-02-26,5.190000057220459
2018-02-27,5.28000020980835
2018-02-28,5.389999866485596
2018-03-01,5.440000057220459
2018-03-02,5.650000095367432
2018-03-05,5.989999771118164
2018-03-06,5.809999942779541
2018-03-07,6.039999961853027
2018-03-08,5.869999885559082
2018-03-09,5.75
2018-03-12,5.670000076293945
2018-03-13,5.760000228881836
2018-03-14,5.71999979019165
2018-03-15,5.53000020980835
2018-03-16,5.840000152587891
2018-03-19,5.75
2018-03-20,5.630000114440918
2018-03-21,5.340000152587891
2018-03-22,5.190000057220459
2018-03-23,5.019999980926514
2018-03-26,4.989999771118164
2018-03-27,4.820000171661377
2018-03-28,4.71999979019165
2018-03-29,4.710000038146973
2018-04-02,4.559999942779541
2018-04-03,4.559999942779541
2018-04-04,4.610000133514404
2018-04-05,4.489999771118164
2018-04-06,4.460000038146973
2018-04-09,4.28000020980835
2018-04-10,4.5
2018-04-11,4.610000133514404
2018-04-12,4.550000190734863
2018-04-13,4.650000095367432
2018-04-16,4.110000133514404
2018-04-17,4.090000152587891
2018-04-18,3.950000047683716
2018-04-19,3.759999990463257
2018-04-20,3.7799999713897705
2018-04-23,3.5799999237060547
2018-04-24,3.5999999046325684
2018-04-25,3.569999933242798
2018-04-26,3.549999952316284
2018-04-27,3.5999999046325684
2018-04-30,3.430000066757202
2018-05-01,3.4700000286102295
2018-05-02,3.6700000762939453
2018-05-03,3.5899999141693115
2018-05-04,3.680000066757202
2018-05-07,3.319999933242798
2018-05-08,3.1600000858306885
2018-05-09,3.4100000858306885
2018-05-10,3.4800000190734863
2018-05-11,3.559999942779541
2018-05-14,3.3499999046325684
2018-05-15,3.309999942779541
2018-05-16,3.4000000953674316
2018-05-17,3.3499999046325684
2018-05-18,3.450000047683716
2018-05-21,3.4000000953674316
2018-05-22,3.4800000190734863
2018-05-23,3.4800000190734863
2018-05-24,3.4700000286102295
2018-05-25,3.490000009536743
2018-05-29,3.390000104904175
2018-05-30,3.4100000858306885
2018-05-31,3.3499999046325684
2018-06-01,3.359999895095825
2018-06-04,3.2699999809265137
2018-06-05,3.180000066757202
2018-06-06,3.1500000953674316
2018-06-07,3.0999999046325684
2018-06-08,3.0999999046325684
2018-06-11,2.9100000858306885
2018-06-12,2.869999885559082
2018-06-13,2.8499999046325684
2018-06-14,2.799999952316284
2018-06-15,2.700000047683716
2018-06-18,2.700000047683716
2018-06-19,2.5299999713897705
2018-06-20,2.7699999809265137
2018-06-21,2.5
2018-06-22,2.430000066757202
2018-06-25,2.309999942779541
2018-06-26,2.4600000381469727
2018-06-27,2.259999990463257
2018-06-28,2.309999942779541
2018-06-29,2.2699999809265137
2018-07-02,2.4200000762939453
2018-07-03,2.3499999046325684
2018-07-05,2.4000000953674316
2018-07-06,2.4200000762939453
2018-07-09,2.3499999046325684
2018-07-10,2.25
2018-07-11,2.2200000286102295
2018-07-12,2.2100000381469727
2018-07-13,2.190000057220459
2018-07-16,2.0799999237060547
2018-07-17,2.1500000953674316
2018-07-18,2.140000104904175
2018-07-19,2.240000009536743
2018-07-20,2.119999885559082
2018-07-23,2.059999942779541
2018-07-24,1.940000057220459
2018-07-25,1.8700000047683716
2018-07-26,1.8300000429153442
2018-07-27,1.7699999809265137
2018-07-30,1.8600000143051147
2018-07-31,1.8300000429153442
2018-08-01,1.840000033378601
2018-08-02,1.7599999904632568
2018-08-03,1.7400000095367432
2018-08-06,1.6799999475479126
2018-08-07,1.7200000286102295
2018-08-08,1.7300000190734863
2018-08-09,1.75
2018-08-10,1.809999942779541
2018-08-13,1.75
2018-08-14,1.7899999618530273
2018-08-15,1.690000057220459
2018-08-16,1.7000000476837158
2018-08-17,1.6699999570846558
2018-08-20,1.590000033378601
2018-08-21,1.8799999952316284
2018-08-22,2.059999942779541
2018-08-23,2.009999990463257
2018-08-24,2.069999933242798
2018-08-27,2.1600000858306885
2018-08-28,2.0999999046325684
2018-08-29,2.1500000953674316
2018-08-30,2.0999999046325684
2018-08-31,2.2100000381469727
2018-09-04,2.200000047683716
2018-09-05,2.140000104904175
2018-09-06,2.0199999809265137
2018-09-07,2.0199999809265137
2018-09-10,1.9800000190734863
2018-09-11,1.9700000286102295
2018-09-12,1.9199999570846558
2018-09-13,1.9199999570846558
2018-09-14,1.9700000286102295
2018-09-17,1.8300000429153442
2018-09-18,1.909999966621399
2018-09-19,2.0
2018-09-20,2.0999999046325684
2018-09-21,2.0
2018-09-24,2.1500000953674316
2018-09-25,2.109999895095825
2018-09-26,2.140000104904175
2018-09-27,2.140000104904175
2018-09-28,2.140000104904175
2018-10-01,2.259999990463257
2018-10-02,2.0899999141693115
2018-10-03,2.1500000953674316
2018-10-04,2.140000104904175
2018-10-05,2.130000114440918
2018-10-08,2.059999942779541
2018-10-09,1.9700000286102295
2018-10-10,1.9199999570846558
2018-10-11,2.0
2018-10-12,1.9500000476837158
2018-10-15,1.9800000190734863
2018-10-16,1.9800000190734863
2018-10-17,2.059999942779541
2018-10-18,2.0
2018-10-19,1.9600000381469727
2018-10-22,1.809999942779541
2018-10-23,1.809999942779541
2018-10-24,1.659999966621399
2018-10-25,1.7899999618530273
2018-10-26,1.7200000286102295
2018-10-29,1.6200000047683716
2018-10-30,1.6399999856948853
2018-10-31,1.590000033378601
2018-11-01,1.7899999618530273
2018-11-02,1.8899999856948853
2018-11-05,1.8799999952316284
2018-11-06,1.940000057220459
2018-11-07,2.069999933242798
2018-11-08,2.069999933242798
2018-11-09,1.9900000095367432
2018-11-12,1.9199999570846558
2018-11-13,1.9900000095367432
2018-11-14,2.059999942779541
2018-11-15,2.190000057220459
2018-11-16,2.109999895095825
2018-11-19,2.0899999141693115
2018-11-20,2.1600000858306885
2018-11-21,2.190000057220459
2018-11-23,2.2100000381469727
2018-11-26,2.240000009536743
2018-11-27,2.2200000286102295
2018-11-28,2.4000000953674316
2018-11-29,2.299999952316284
2018-11-30,2.4100000858306885
2018-12-03,2.4800000190734863
2018-12-04,2.309999942779541
2018-12-06,2.3499999046325684
2018-12-07,2.630000114440918
2018-12-10,2.630000114440918
2018-12-11,2.619999885559082
2018-12-12,2.6600000858306885
2018-12-13,2.5
2018-12-14,2.4200000762939453
2018-12-17,2.2100000381469727
2018-12-18,2.0299999713897705
2018-12-19,2.009999990463257
2018-12-20,2.4800000190734863
2018-12-21,2.259999990463257
2018-12-24,2.2200000286102295
2018-12-26,2.5
2018-12-27,2.390000104904175
2018-12-28,2.390000104904175
2018-12-31,2.380000114440918
2019-01-02,2.509999990463257
2019-01-03,2.799999952316284
2019-01-04,2.9700000286102295
2019-01-07,3.25
2019-01-08,3.3399999141693115
2019-01-09,3.2300000190734863
2019-01-10,3.319999933242798
2019-01-11,3.2899999618530273
2019-01-14,3.1700000762939453
2019-01-15,3.140000104904175
2019-01-16,3.190000057220459
2019-01-17,3.7300000190734863
2019-01-18,3.6700000762939453
2019-01-22,3.559999942779541
2019-01-23,3.5399999618530273
2019-01-24,3.490000009536743
2019-01-25,3.5
2019-01-28,3.390000104904175
2019-01-29,3.369999885559082
2019-01-30,3.4800000190734863
2019-01-31,3.369999885559082
