,SAFE
2021-04-05,71.0
2021-04-06,70.88999938964844
2021-04-07,69.80999755859375
2021-04-08,69.45999908447266
2021-04-09,68.97000122070312
2021-04-12,68.02999877929688
2021-04-13,68.27999877929688
2021-04-14,67.05000305175781
2021-04-15,68.27999877929688
2021-04-16,68.8499984741211
2021-04-19,68.38999938964844
2021-04-20,69.41000366210938
2021-04-21,70.41999816894531
2021-04-22,68.12999725341797
2021-04-23,66.98999786376953
2021-04-26,69.98999786376953
2021-04-27,71.52999877929688
2021-04-28,70.0
2021-04-29,70.30000305175781
2021-04-30,70.70999908447266
2021-05-03,70.23999786376953
2021-05-04,71.0
2021-05-05,69.86000061035156
2021-05-06,70.69999694824219
2021-05-07,70.58000183105469
2021-05-10,69.16999816894531
2021-05-11,68.52999877929688
2021-05-12,67.22000122070312
2021-05-13,69.11000061035156
2021-05-14,69.68000030517578
