,FITBP
2019-12-23,27.399999618530273
2019-12-24,27.420000076293945
2019-12-26,27.18000030517578
2019-12-27,27.450000762939453
2019-12-30,27.450000762939453
2019-12-31,27.389999389648438
2020-01-02,27.690000534057617
2020-01-03,27.889999389648438
2020-01-06,27.8799991607666
2020-01-07,27.8700008392334
2020-01-08,27.90999984741211
2020-01-09,27.979999542236328
2020-01-10,28.0
2020-01-13,27.75
2020-01-14,27.350000381469727
2020-01-15,27.43000030517578
2020-01-16,27.3700008392334
2020-01-17,27.25
2020-01-21,27.440000534057617
2020-01-22,27.350000381469727
2020-01-23,27.3700008392334
2020-01-24,27.350000381469727
2020-01-27,27.34000015258789
2020-01-28,27.239999771118164
2020-01-29,27.15999984741211
2020-01-30,27.3700008392334
2020-01-31,27.420000076293945
2020-02-03,27.280000686645508
2020-02-04,27.360000610351562
2020-02-05,27.440000534057617
2020-02-06,27.420000076293945
2020-02-07,27.440000534057617
2020-02-10,27.469999313354492
2020-02-11,27.56999969482422
2020-02-12,27.360000610351562
2020-02-13,27.530000686645508
2020-02-14,27.540000915527344
2020-02-18,27.56999969482422
2020-02-19,27.3700008392334
2020-02-20,27.56999969482422
2020-02-21,27.350000381469727
2020-02-24,27.360000610351562
2020-02-25,26.799999237060547
2020-02-26,26.600000381469727
2020-02-27,26.420000076293945
2020-02-28,26.780000686645508
2020-03-02,26.8700008392334
2020-03-03,26.600000381469727
2020-03-04,26.989999771118164
2020-03-05,26.93000030517578
2020-03-06,26.389999389648438
2020-03-09,25.5
2020-03-10,25.940000534057617
2020-03-11,25.799999237060547
2020-03-12,24.309999465942383
2020-03-13,24.75
2020-03-16,21.299999237060547
2020-03-17,22.530000686645508
2020-03-18,17.950000762939453
2020-03-19,18.75
2020-03-20,20.0
2020-03-23,18.850000381469727
2020-03-24,20.639999389648438
2020-03-25,20.649999618530273
2020-03-26,23.649999618530273
2020-03-27,23.700000762939453
2020-03-30,23.969999313354492
2020-03-31,23.709999084472656
2020-04-01,23.25
2020-04-02,22.90999984741211
2020-04-03,22.799999237060547
2020-04-06,23.469999313354492
2020-04-07,23.8700008392334
2020-04-08,25.290000915527344
2020-04-09,26.3799991607666
2020-04-13,25.56999969482422
2020-04-14,26.059999465942383
2020-04-15,26.020000457763672
2020-04-16,25.600000381469727
2020-04-17,25.6299991607666
2020-04-20,25.3799991607666
2020-04-21,25.299999237060547
2020-04-22,25.31999969482422
2020-04-23,25.420000076293945
2020-04-24,25.770000457763672
2020-04-27,26.31999969482422
2020-04-28,26.760000228881836
2020-04-29,27.020000457763672
2020-04-30,27.290000915527344
2020-05-01,27.0
2020-05-04,26.920000076293945
2020-05-05,26.739999771118164
2020-05-06,26.59000015258789
2020-05-07,26.5
2020-05-08,26.34000015258789
2020-05-11,26.399999618530273
2020-05-12,26.469999313354492
2020-05-13,26.059999465942383
2020-05-14,25.670000076293945
2020-05-15,25.40999984741211
2020-05-18,25.450000762939453
2020-05-19,25.459999084472656
2020-05-20,25.84000015258789
2020-05-21,26.360000610351562
2020-05-22,26.459999084472656
2020-05-26,26.5
2020-05-27,26.770000457763672
2020-05-28,26.8799991607666
2020-05-29,26.8700008392334
2020-06-01,26.65999984741211
2020-06-02,26.780000686645508
2020-06-03,26.68000030517578
2020-06-04,26.399999618530273
2020-06-05,26.6200008392334
2020-06-08,26.829999923706055
2020-06-09,26.709999084472656
2020-06-10,26.940000534057617
2020-06-11,25.700000762939453
2020-06-12,26.040000915527344
2020-06-15,25.790000915527344
2020-06-16,26.18000030517578
2020-06-17,25.90999984741211
2020-06-18,26.100000381469727
2020-06-19,26.229999542236328
2020-06-22,26.270000457763672
2020-06-23,26.25
2020-06-24,26.479999542236328
2020-06-25,26.100000381469727
2020-06-26,26.0
2020-06-29,25.809999465942383
2020-06-30,25.5
2020-07-01,25.610000610351562
2020-07-02,25.979999542236328
2020-07-06,26.049999237060547
2020-07-07,26.020000457763672
2020-07-08,26.100000381469727
2020-07-09,26.0
2020-07-10,26.15999984741211
2020-07-13,26.059999465942383
2020-07-14,26.09000015258789
2020-07-15,26.350000381469727
2020-07-16,26.200000762939453
2020-07-17,26.5
2020-07-20,26.5
2020-07-21,26.489999771118164
2020-07-22,26.5
2020-07-23,26.5
2020-07-24,26.5
2020-07-27,26.770000457763672
2020-07-28,26.719999313354492
2020-07-29,26.780000686645508
2020-07-30,26.790000915527344
2020-07-31,26.799999237060547
2020-08-03,26.600000381469727
2020-08-04,26.739999771118164
2020-08-05,26.3799991607666
2020-08-06,25.989999771118164
2020-08-07,26.010000228881836
2020-08-10,26.1299991607666
2020-08-11,26.34000015258789
2020-08-12,26.440000534057617
2020-08-13,26.65999984741211
2020-08-14,26.75
2020-08-17,26.649999618530273
2020-08-18,26.649999618530273
2020-08-19,26.649999618530273
2020-08-20,26.950000762939453
2020-08-21,26.700000762939453
2020-08-24,26.799999237060547
2020-08-25,26.799999237060547
2020-08-26,26.809999465942383
2020-08-27,26.799999237060547
2020-08-28,26.75
2020-08-31,26.899999618530273
2020-09-01,26.899999618530273
2020-09-02,26.889999389648438
2020-09-03,26.670000076293945
2020-09-04,26.600000381469727
2020-09-08,26.3799991607666
2020-09-09,26.420000076293945
2020-09-10,26.510000228881836
2020-09-11,26.489999771118164
2020-09-14,26.5
2020-09-15,26.479999542236328
2020-09-16,26.540000915527344
2020-09-17,26.5
2020-09-18,26.65999984741211
2020-09-21,26.670000076293945
2020-09-22,26.75
2020-09-23,26.170000076293945
2020-09-24,26.309999465942383
2020-09-25,26.309999465942383
2020-09-28,26.709999084472656
2020-09-29,26.56999969482422
2020-09-30,26.34000015258789
2020-10-01,26.5
2020-10-02,26.639999389648438
2020-10-05,26.489999771118164
2020-10-06,26.649999618530273
2020-10-07,26.690000534057617
2020-10-08,26.649999618530273
2020-10-09,26.649999618530273
2020-10-12,26.649999618530273
2020-10-13,26.3700008392334
2020-10-14,26.520000457763672
2020-10-15,26.59000015258789
2020-10-16,26.34000015258789
2020-10-19,26.309999465942383
2020-10-20,26.389999389648438
2020-10-21,26.469999313354492
2020-10-22,26.610000610351562
2020-10-23,26.700000762939453
2020-10-26,26.649999618530273
2020-10-27,26.639999389648438
2020-10-28,26.239999771118164
2020-10-29,26.260000228881836
2020-10-30,26.559999465942383
2020-11-02,26.600000381469727
2020-11-03,26.6299991607666
2020-11-04,26.899999618530273
2020-11-05,26.8799991607666
2020-11-06,26.780000686645508
2020-11-09,26.979999542236328
2020-11-10,26.920000076293945
2020-11-11,26.940000534057617
2020-11-12,26.899999618530273
2020-11-13,26.899999618530273
2020-11-16,26.950000762939453
2020-11-17,26.979999542236328
2020-11-18,27.18000030517578
2020-11-19,27.139999389648438
2020-11-20,27.1299991607666
2020-11-23,27.149999618530273
2020-11-24,27.329999923706055
2020-11-25,27.31999969482422
2020-11-27,27.25
2020-11-30,27.190000534057617
2020-12-01,27.329999923706055
2020-12-02,27.190000534057617
2020-12-03,27.190000534057617
2020-12-04,27.15999984741211
2020-12-07,27.170000076293945
2020-12-08,27.18000030517578
2020-12-09,27.25
2020-12-10,27.149999618530273
2020-12-11,27.239999771118164
2020-12-14,27.200000762939453
2020-12-15,27.229999542236328
2020-12-16,27.25
2020-12-17,27.25
2020-12-18,27.25
2020-12-21,27.329999923706055
2020-12-22,27.200000762939453
2020-12-23,27.229999542236328
2020-12-24,27.280000686645508
2020-12-28,27.15999984741211
2020-12-29,26.979999542236328
2020-12-30,27.0
2020-12-31,27.0
2021-01-04,26.690000534057617
2021-01-05,26.760000228881836
2021-01-06,26.219999313354492
2021-01-07,26.389999389648438
2021-01-08,26.59000015258789
2021-01-11,26.56999969482422
2021-01-12,26.270000457763672
2021-01-13,26.559999465942383
2021-01-14,26.809999465942383
2021-01-15,26.670000076293945
2021-01-19,26.65999984741211
2021-01-20,26.799999237060547
2021-01-21,26.809999465942383
2021-01-22,26.860000610351562
2021-01-25,26.979999542236328
2021-01-26,26.959999084472656
2021-01-27,26.40999984741211
2021-01-28,26.540000915527344
2021-01-29,26.829999923706055
2021-02-01,26.709999084472656
2021-02-02,26.739999771118164
2021-02-03,26.670000076293945
2021-02-04,26.899999618530273
2021-02-05,26.799999237060547
2021-02-08,26.959999084472656
2021-02-09,27.0
2021-02-10,27.030000686645508
2021-02-11,26.700000762939453
2021-02-12,26.549999237060547
2021-02-16,26.440000534057617
2021-02-17,26.420000076293945
2021-02-18,26.399999618530273
2021-02-19,26.34000015258789
2021-02-22,26.25
2021-02-23,26.389999389648438
2021-02-24,26.350000381469727
2021-02-25,26.31999969482422
2021-02-26,26.350000381469727
2021-03-01,26.520000457763672
2021-03-02,26.549999237060547
2021-03-03,26.399999618530273
2021-03-04,26.559999465942383
2021-03-05,26.75
2021-03-08,26.75
2021-03-09,26.75
2021-03-10,26.75
2021-03-11,26.850000381469727
2021-03-12,26.770000457763672
2021-03-15,26.799999237060547
2021-03-16,26.829999923706055
2021-03-17,26.75
2021-03-18,26.459999084472656
2021-03-19,26.530000686645508
2021-03-22,26.68000030517578
2021-03-23,26.700000762939453
2021-03-24,26.68000030517578
2021-03-25,26.709999084472656
2021-03-26,26.420000076293945
2021-03-29,26.459999084472656
2021-03-30,26.56999969482422
2021-03-31,26.760000228881836
2021-04-01,27.0
2021-04-05,27.030000686645508
2021-04-06,27.149999618530273
2021-04-07,27.190000534057617
2021-04-08,27.219999313354492
2021-04-09,27.389999389648438
2021-04-12,27.299999237060547
2021-04-13,27.3700008392334
2021-04-14,27.459999084472656
2021-04-15,27.329999923706055
2021-04-16,27.31999969482422
2021-04-19,27.0
2021-04-20,27.15999984741211
2021-04-21,27.010000228881836
2021-04-22,26.969999313354492
2021-04-23,27.010000228881836
2021-04-26,26.989999771118164
2021-04-27,26.969999313354492
2021-04-28,26.969999313354492
2021-04-29,26.920000076293945
2021-04-30,26.600000381469727
2021-05-03,26.889999389648438
2021-05-04,26.899999618530273
2021-05-05,26.860000610351562
2021-05-06,26.809999465942383
2021-05-07,26.770000457763672
2021-05-10,26.739999771118164
2021-05-11,26.56999969482422
2021-05-12,26.329999923706055
2021-05-13,26.350000381469727
2021-05-14,26.479999542236328
