,ESGRO
2020-04-27,24.190000534057617
2020-04-28,24.450000762939453
2020-04-29,24.649999618530273
2020-04-30,24.139999389648438
2020-05-01,24.270000457763672
2020-05-04,23.90999984741211
2020-05-05,24.190000534057617
2020-05-06,23.709999084472656
2020-05-07,23.950000762939453
2020-05-08,24.3799991607666
2020-05-11,24.59000015258789
2020-05-12,24.780000686645508
2020-05-13,24.90999984741211
2020-05-14,23.829999923706055
2020-05-15,23.65999984741211
2020-05-18,24.25
2020-05-19,24.34000015258789
2020-05-20,24.56999969482422
2020-05-21,24.350000381469727
2020-05-22,24.600000381469727
2020-05-26,24.739999771118164
2020-05-27,24.969999313354492
2020-05-28,25.100000381469727
2020-05-29,25.329999923706055
2020-06-01,25.360000610351562
2020-06-02,25.5
2020-06-03,25.489999771118164
2020-06-04,25.5
2020-06-05,25.6299991607666
2020-06-08,25.860000610351562
2020-06-09,25.709999084472656
2020-06-10,25.729999542236328
2020-06-11,25.200000762939453
2020-06-12,25.079999923706055
2020-06-15,25.0
2020-06-16,25.25
2020-06-17,25.25
2020-06-18,25.09000015258789
2020-06-19,25.030000686645508
2020-06-22,25.010000228881836
2020-06-23,25.079999923706055
2020-06-24,24.649999618530273
2020-06-25,24.649999618530273
2020-06-26,24.5
2020-06-29,24.549999237060547
2020-06-30,24.799999237060547
2020-07-01,24.84000015258789
2020-07-02,24.969999313354492
2020-07-06,25.1299991607666
2020-07-07,25.149999618530273
2020-07-08,25.0
2020-07-09,25.0
2020-07-10,25.0
2020-07-13,25.0
2020-07-14,25.0
2020-07-15,25.18000030517578
2020-07-16,25.350000381469727
2020-07-17,25.799999237060547
2020-07-20,25.770000457763672
2020-07-21,25.979999542236328
2020-07-22,25.860000610351562
2020-07-23,25.979999542236328
2020-07-24,26.149999618530273
2020-07-27,26.020000457763672
2020-07-28,26.110000610351562
2020-07-29,26.18000030517578
2020-07-30,26.290000915527344
2020-07-31,26.200000762939453
2020-08-03,26.079999923706055
2020-08-04,26.020000457763672
2020-08-05,25.84000015258789
2020-08-06,25.84000015258789
2020-08-07,26.0
2020-08-10,26.729999542236328
2020-08-11,26.81999969482422
2020-08-12,27.450000762939453
2020-08-13,27.229999542236328
2020-08-14,27.1200008392334
2020-08-17,26.899999618530273
2020-08-18,27.270000457763672
2020-08-19,26.93000030517578
2020-08-20,26.950000762939453
2020-08-21,26.799999237060547
2020-08-24,27.0
2020-08-25,27.020000457763672
2020-08-26,26.969999313354492
2020-08-27,27.010000228881836
2020-08-28,27.010000228881836
2020-08-31,26.799999237060547
2020-09-01,26.729999542236328
2020-09-02,26.549999237060547
2020-09-03,26.510000228881836
2020-09-04,26.18000030517578
2020-09-08,26.209999084472656
2020-09-09,26.239999771118164
2020-09-10,26.170000076293945
2020-09-11,26.09000015258789
2020-09-14,26.3799991607666
2020-09-15,26.700000762939453
2020-09-16,26.760000228881836
2020-09-17,26.739999771118164
2020-09-18,26.729999542236328
2020-09-21,26.43000030517578
2020-09-22,26.639999389648438
2020-09-23,26.299999237060547
2020-09-24,26.100000381469727
2020-09-25,26.469999313354492
2020-09-28,26.65999984741211
2020-09-29,26.790000915527344
2020-09-30,26.399999618530273
2020-10-01,26.6200008392334
2020-10-02,26.389999389648438
2020-10-05,26.540000915527344
2020-10-06,26.5
2020-10-07,26.68000030517578
2020-10-08,26.780000686645508
2020-10-09,26.799999237060547
2020-10-12,26.790000915527344
2020-10-13,26.8700008392334
2020-10-14,26.600000381469727
2020-10-15,26.420000076293945
2020-10-16,26.299999237060547
2020-10-19,26.209999084472656
2020-10-20,26.329999923706055
2020-10-21,26.25
2020-10-22,26.450000762939453
2020-10-23,26.610000610351562
2020-10-26,26.489999771118164
2020-10-27,26.530000686645508
2020-10-28,26.209999084472656
2020-10-29,26.270000457763672
2020-10-30,26.399999618530273
2020-11-02,26.600000381469727
2020-11-03,26.6200008392334
2020-11-04,27.020000457763672
2020-11-05,27.030000686645508
2020-11-06,27.010000228881836
2020-11-09,27.270000457763672
2020-11-10,27.290000915527344
2020-11-11,27.389999389648438
2020-11-12,26.75
2020-11-13,26.940000534057617
2020-11-16,27.34000015258789
2020-11-17,27.31999969482422
2020-11-18,27.200000762939453
2020-11-19,27.350000381469727
2020-11-20,27.219999313354492
2020-11-23,27.329999923706055
2020-11-24,27.450000762939453
2020-11-25,27.3700008392334
2020-11-27,27.3700008392334
2020-11-30,27.43000030517578
2020-12-01,27.239999771118164
2020-12-02,27.34000015258789
2020-12-03,27.25
2020-12-04,27.299999237060547
2020-12-07,27.469999313354492
2020-12-08,27.440000534057617
2020-12-09,27.469999313354492
2020-12-10,27.549999237060547
2020-12-11,27.479999542236328
2020-12-14,27.469999313354492
2020-12-15,27.540000915527344
2020-12-16,27.520000457763672
2020-12-17,27.559999465942383
2020-12-18,27.56999969482422
2020-12-21,27.799999237060547
2020-12-22,27.510000228881836
2020-12-23,27.56999969482422
2020-12-24,27.760000228881836
2020-12-28,27.690000534057617
2020-12-29,27.389999389648438
2020-12-30,27.31999969482422
2020-12-31,27.489999771118164
2021-01-04,27.40999984741211
2021-01-05,27.489999771118164
2021-01-06,26.899999618530273
2021-01-07,26.950000762939453
2021-01-08,26.950000762939453
2021-01-11,26.559999465942383
2021-01-12,26.520000457763672
2021-01-13,26.75
2021-01-14,26.969999313354492
2021-01-15,27.149999618530273
2021-01-19,27.1200008392334
2021-01-20,27.440000534057617
2021-01-21,27.31999969482422
2021-01-22,27.350000381469727
2021-01-25,27.239999771118164
2021-01-26,27.1299991607666
2021-01-27,26.670000076293945
2021-01-28,26.799999237060547
2021-01-29,26.84000015258789
2021-02-01,27.200000762939453
2021-02-02,27.15999984741211
2021-02-03,27.049999237060547
2021-02-04,27.299999237060547
2021-02-05,27.25
2021-02-08,27.110000610351562
2021-02-09,27.56999969482422
2021-02-10,27.459999084472656
2021-02-11,26.90999984741211
2021-02-12,26.899999618530273
2021-02-16,26.75
2021-02-17,26.65999984741211
2021-02-18,26.610000610351562
2021-02-19,26.540000915527344
2021-02-22,26.530000686645508
2021-02-23,26.639999389648438
2021-02-24,26.610000610351562
2021-02-25,26.420000076293945
2021-02-26,26.579999923706055
2021-03-01,26.540000915527344
2021-03-02,26.559999465942383
2021-03-03,26.579999923706055
2021-03-04,26.649999618530273
2021-03-05,26.850000381469727
2021-03-08,26.959999084472656
2021-03-09,26.90999984741211
2021-03-10,27.059999465942383
2021-03-11,27.149999618530273
2021-03-12,27.010000228881836
2021-03-15,27.15999984741211
2021-03-16,27.299999237060547
2021-03-17,27.219999313354492
2021-03-18,26.8700008392334
2021-03-19,26.889999389648438
2021-03-22,26.940000534057617
2021-03-23,27.139999389648438
2021-03-24,27.34000015258789
2021-03-25,27.299999237060547
2021-03-26,27.299999237060547
2021-03-29,27.350000381469727
2021-03-30,27.540000915527344
2021-03-31,27.530000686645508
2021-04-01,27.479999542236328
2021-04-05,27.479999542236328
2021-04-06,27.530000686645508
2021-04-07,27.690000534057617
2021-04-08,27.65999984741211
2021-04-09,27.610000610351562
2021-04-12,27.5
2021-04-13,27.559999465942383
2021-04-14,27.719999313354492
2021-04-15,27.700000762939453
2021-04-16,27.75
2021-04-19,27.639999389648438
2021-04-20,27.700000762939453
2021-04-21,27.639999389648438
2021-04-22,27.56999969482422
2021-04-23,27.5
2021-04-26,27.520000457763672
2021-04-27,27.639999389648438
2021-04-28,27.639999389648438
2021-04-29,27.559999465942383
2021-04-30,27.6299991607666
2021-05-03,27.75
2021-05-04,27.850000381469727
2021-05-05,27.90999984741211
2021-05-06,27.90999984741211
2021-05-07,27.940000534057617
2021-05-10,27.8700008392334
2021-05-11,27.540000915527344
2021-05-12,27.649999618530273
2021-05-13,27.450000762939453
2021-05-14,27.540000915527344
