,CMCTP
2019-05-01,25.100000381469727
2019-05-02,25.100000381469727
2019-05-03,25.100000381469727
2019-05-06,25.100000381469727
2019-05-07,25.100000381469727
2019-05-08,25.100000381469727
2019-05-09,25.100000381469727
2019-05-10,25.100000381469727
2019-05-13,25.100000381469727
2019-05-14,25.100000381469727
2019-05-15,25.100000381469727
2019-05-16,25.100000381469727
2019-05-17,25.100000381469727
2019-05-20,25.100000381469727
2019-05-21,25.100000381469727
2019-05-22,25.100000381469727
2019-05-23,25.100000381469727
2019-05-24,25.100000381469727
2019-05-28,25.100000381469727
2019-05-29,25.100000381469727
2019-05-30,25.100000381469727
2019-05-31,25.100000381469727
2019-06-03,25.100000381469727
2019-06-04,25.100000381469727
2019-06-05,25.100000381469727
2019-06-06,25.100000381469727
2019-06-07,25.100000381469727
2019-06-10,25.100000381469727
2019-06-11,25.100000381469727
2019-06-12,25.100000381469727
2019-06-13,25.100000381469727
2019-06-14,25.100000381469727
2019-06-17,25.100000381469727
2019-06-18,25.100000381469727
2019-06-19,25.100000381469727
2019-06-20,25.100000381469727
2019-06-21,25.100000381469727
2019-06-24,25.940000534057617
2019-06-25,25.940000534057617
2019-06-26,25.940000534057617
2019-06-27,25.850000381469727
2019-06-28,26.799999237060547
2019-07-01,26.799999237060547
2019-07-02,26.799999237060547
2019-07-03,26.799999237060547
2019-07-05,26.799999237060547
2019-07-08,26.799999237060547
2019-07-09,26.799999237060547
2019-07-10,25.600000381469727
2019-07-11,25.600000381469727
2019-07-12,25.600000381469727
2019-07-15,25.8700008392334
2019-07-16,25.8700008392334
2019-07-17,25.8700008392334
2019-07-18,25.8700008392334
2019-07-19,25.8700008392334
2019-07-22,25.8700008392334
2019-07-23,25.8700008392334
2019-07-24,25.8700008392334
2019-07-25,25.8700008392334
2019-07-26,25.8700008392334
2019-07-29,25.8700008392334
2019-07-30,25.8700008392334
2019-07-31,25.8700008392334
2019-08-01,25.8700008392334
2019-08-02,25.8700008392334
2019-08-05,25.8700008392334
2019-08-06,25.8700008392334
2019-08-07,25.8700008392334
2019-08-08,25.8700008392334
2019-08-09,25.8700008392334
2019-08-12,25.8700008392334
2019-08-13,26.0
2019-08-14,26.0
2019-08-15,26.0
2019-08-16,26.0
2019-08-19,26.0
2019-08-20,26.0
2019-08-21,26.0
2019-08-22,26.0
2019-08-23,26.0
2019-08-26,26.0
2019-08-27,26.799999237060547
2019-08-28,26.799999237060547
2019-08-29,26.799999237060547
2019-08-30,26.799999237060547
2019-09-03,26.799999237060547
2019-09-04,26.799999237060547
2019-09-05,26.799999237060547
2019-09-06,26.799999237060547
2019-09-09,26.799999237060547
2019-09-10,26.799999237060547
2019-09-11,26.799999237060547
2019-09-12,26.799999237060547
2019-09-13,26.799999237060547
2019-09-16,26.799999237060547
2019-09-17,26.799999237060547
2019-09-18,26.799999237060547
2019-09-19,26.799999237060547
2019-09-20,26.799999237060547
2019-09-23,26.799999237060547
2019-09-24,26.850000381469727
2019-09-25,26.850000381469727
2019-09-26,26.850000381469727
2019-09-27,26.850000381469727
2019-09-30,26.850000381469727
2019-10-01,26.850000381469727
2019-10-02,26.850000381469727
2019-10-03,26.850000381469727
2019-10-04,26.850000381469727
2019-10-07,26.850000381469727
2019-10-08,26.850000381469727
2019-10-09,26.850000381469727
2019-10-10,26.850000381469727
2019-10-11,26.850000381469727
2019-10-14,26.850000381469727
2019-10-15,26.850000381469727
2019-10-16,26.850000381469727
2019-10-17,26.850000381469727
2019-10-18,26.850000381469727
2019-10-21,26.850000381469727
2019-10-22,26.850000381469727
2019-10-23,26.850000381469727
2019-10-24,26.850000381469727
2019-10-25,26.850000381469727
2019-10-28,26.850000381469727
2019-10-29,27.809999465942383
2019-10-30,27.809999465942383
2019-10-31,27.809999465942383
2019-11-01,27.809999465942383
2019-11-04,27.809999465942383
2019-11-05,27.809999465942383
2019-11-06,27.809999465942383
2019-11-07,28.440000534057617
2019-11-08,28.440000534057617
2019-11-11,28.459999084472656
2019-11-12,28.459999084472656
2019-11-13,28.459999084472656
2019-11-14,28.459999084472656
2019-11-15,28.200000762939453
2019-11-18,28.200000762939453
2019-11-19,28.200000762939453
2019-11-20,28.200000762939453
2019-11-21,28.200000762939453
2019-11-22,28.200000762939453
2019-11-25,28.200000762939453
2019-11-26,26.760000228881836
2019-11-27,26.760000228881836
2019-11-29,26.760000228881836
2019-12-02,26.760000228881836
2019-12-03,26.760000228881836
2019-12-04,26.760000228881836
2019-12-05,26.760000228881836
2019-12-06,26.760000228881836
2019-12-09,27.860000610351562
2019-12-10,27.860000610351562
2019-12-11,27.860000610351562
2019-12-12,28.25
2019-12-13,28.850000381469727
2019-12-16,28.530000686645508
2019-12-17,28.530000686645508
2019-12-18,28.200000762939453
2019-12-19,28.68000030517578
2019-12-20,28.65999984741211
2019-12-23,28.790000915527344
2019-12-24,28.790000915527344
2019-12-26,30.200000762939453
2019-12-27,28.5
2019-12-30,26.3799991607666
2019-12-31,26.219999313354492
2020-01-02,26.350000381469727
2020-01-03,26.350000381469727
2020-01-06,26.350000381469727
2020-01-07,26.350000381469727
2020-01-08,26.350000381469727
2020-01-09,26.350000381469727
2020-01-10,26.350000381469727
2020-01-13,26.389999389648438
2020-01-14,26.389999389648438
2020-01-15,26.389999389648438
2020-01-16,26.389999389648438
2020-01-17,26.389999389648438
2020-01-21,26.389999389648438
2020-01-22,26.389999389648438
2020-01-23,26.389999389648438
2020-01-24,26.389999389648438
2020-01-27,26.389999389648438
2020-01-28,26.389999389648438
2020-01-29,26.389999389648438
2020-01-30,26.389999389648438
2020-01-31,26.389999389648438
2020-02-03,26.389999389648438
2020-02-04,26.389999389648438
2020-02-05,26.389999389648438
2020-02-06,26.389999389648438
2020-02-07,26.389999389648438
2020-02-10,26.389999389648438
2020-02-11,26.389999389648438
2020-02-12,26.389999389648438
2020-02-13,26.389999389648438
2020-02-14,26.389999389648438
2020-02-18,26.389999389648438
2020-02-19,26.389999389648438
2020-02-20,26.389999389648438
2020-02-21,26.389999389648438
2020-02-24,26.389999389648438
2020-02-25,26.389999389648438
2020-02-26,25.5
2020-02-27,24.520000457763672
2020-02-28,24.520000457763672
2020-03-02,24.520000457763672
2020-03-03,24.520000457763672
2020-03-04,24.520000457763672
2020-03-05,24.520000457763672
2020-03-06,24.520000457763672
2020-03-09,24.520000457763672
2020-03-10,24.520000457763672
2020-03-11,22.799999237060547
2020-03-12,22.799999237060547
2020-03-13,22.799999237060547
2020-03-16,22.799999237060547
2020-03-17,22.799999237060547
2020-03-18,22.799999237060547
2020-03-19,22.799999237060547
2020-03-20,22.799999237060547
2020-03-23,22.799999237060547
2020-03-24,22.799999237060547
2020-03-25,22.799999237060547
2020-03-26,22.799999237060547
2020-03-27,22.799999237060547
2020-03-30,22.799999237060547
2020-03-31,22.799999237060547
2020-04-01,22.799999237060547
2020-04-02,22.799999237060547
2020-04-03,22.799999237060547
2020-04-06,22.799999237060547
2020-04-07,22.799999237060547
2020-04-08,22.799999237060547
2020-04-09,22.799999237060547
2020-04-13,22.799999237060547
2020-04-14,22.799999237060547
2020-04-15,22.799999237060547
2020-04-16,22.799999237060547
2020-04-17,22.799999237060547
2020-04-20,22.799999237060547
2020-04-21,22.799999237060547
2020-04-22,22.799999237060547
2020-04-23,22.799999237060547
2020-04-24,22.799999237060547
2020-04-27,22.799999237060547
2020-04-28,22.799999237060547
2020-04-29,22.799999237060547
2020-04-30,22.799999237060547
2020-05-01,22.799999237060547
2020-05-04,22.799999237060547
2020-05-05,22.799999237060547
2020-05-06,22.799999237060547
2020-05-07,22.799999237060547
2020-05-08,22.799999237060547
2020-05-11,22.799999237060547
2020-05-12,22.799999237060547
2020-05-13,22.799999237060547
2020-05-14,22.799999237060547
2020-05-15,22.799999237060547
2020-05-18,22.799999237060547
2020-05-19,22.799999237060547
2020-05-20,22.799999237060547
2020-05-21,22.799999237060547
2020-05-22,22.799999237060547
2020-05-26,22.799999237060547
2020-05-27,22.799999237060547
2020-05-28,22.799999237060547
2020-05-29,22.799999237060547
2020-06-01,22.799999237060547
2020-06-02,22.799999237060547
2020-06-03,22.799999237060547
2020-06-04,22.799999237060547
2020-06-05,23.510000228881836
2020-06-08,23.510000228881836
2020-06-09,23.510000228881836
2020-06-10,23.510000228881836
2020-06-11,23.510000228881836
2020-06-12,23.510000228881836
2020-06-15,23.510000228881836
2020-06-16,23.510000228881836
2020-06-17,23.510000228881836
2020-06-18,23.510000228881836
2020-06-19,23.510000228881836
2020-06-22,23.510000228881836
2020-06-23,23.510000228881836
2020-06-24,23.510000228881836
2020-06-25,23.510000228881836
2020-06-26,23.510000228881836
2020-06-29,22.75
2020-06-30,23.700000762939453
2020-07-01,23.700000762939453
2020-07-02,23.700000762939453
2020-07-06,23.700000762939453
2020-07-07,23.700000762939453
2020-07-08,23.700000762939453
2020-07-09,23.700000762939453
2020-07-10,23.700000762939453
2020-07-13,23.700000762939453
2020-07-14,22.079999923706055
2020-07-15,22.079999923706055
2020-07-16,22.079999923706055
2020-07-17,22.079999923706055
2020-07-20,22.079999923706055
2020-07-21,22.079999923706055
2020-07-22,22.079999923706055
2020-07-23,22.079999923706055
2020-07-24,22.079999923706055
2020-07-27,22.079999923706055
2020-07-28,22.079999923706055
2020-07-29,22.079999923706055
2020-07-30,22.079999923706055
2020-07-31,22.079999923706055
2020-08-03,22.079999923706055
2020-08-04,22.079999923706055
2020-08-05,22.079999923706055
2020-08-06,22.079999923706055
2020-08-07,22.079999923706055
2020-08-10,22.079999923706055
2020-08-11,22.079999923706055
2020-08-12,22.079999923706055
2020-08-13,22.079999923706055
2020-08-14,22.079999923706055
2020-08-17,22.079999923706055
2020-08-18,22.079999923706055
2020-08-19,22.079999923706055
2020-08-20,22.079999923706055
2020-08-21,22.079999923706055
2020-08-24,22.079999923706055
2020-08-25,23.25
2020-08-26,23.25
2020-08-27,23.25
2020-08-28,23.25
2020-08-31,23.25
2020-09-01,23.25
2020-09-02,23.25
2020-09-03,23.25
2020-09-04,23.25
2020-09-08,23.25
2020-09-09,23.25
2020-09-10,23.25
2020-09-11,23.25
2020-09-14,23.25
2020-09-15,28.59000015258789
2020-09-16,28.59000015258789
2020-09-17,28.59000015258789
2020-09-18,28.59000015258789
2020-09-21,28.59000015258789
2020-09-22,28.59000015258789
2020-09-23,28.59000015258789
2020-09-24,28.59000015258789
2020-09-25,28.59000015258789
2020-09-28,28.59000015258789
2020-09-29,23.68000030517578
2020-09-30,23.68000030517578
2020-10-01,23.68000030517578
2020-10-02,23.68000030517578
2020-10-05,23.68000030517578
2020-10-06,23.68000030517578
2020-10-07,23.68000030517578
2020-10-08,23.68000030517578
2020-10-09,23.68000030517578
2020-10-12,23.68000030517578
2020-10-13,23.68000030517578
2020-10-14,23.68000030517578
2020-10-15,23.68000030517578
2020-10-16,23.68000030517578
2020-10-19,23.68000030517578
2020-10-20,23.68000030517578
2020-10-21,23.68000030517578
2020-10-22,23.68000030517578
2020-10-23,23.68000030517578
2020-10-26,23.68000030517578
2020-10-27,23.68000030517578
2020-10-28,23.68000030517578
2020-10-29,23.68000030517578
2020-10-30,24.899999618530273
2020-11-02,24.899999618530273
2020-11-03,24.899999618530273
2020-11-04,24.899999618530273
2020-11-05,24.899999618530273
2020-11-06,24.899999618530273
2020-11-09,24.899999618530273
2020-11-10,24.899999618530273
2020-11-11,24.899999618530273
2020-11-12,24.899999618530273
2020-11-13,22.700000762939453
2020-11-16,22.700000762939453
2020-11-17,22.700000762939453
2020-11-18,22.700000762939453
2020-11-19,22.700000762939453
2020-11-20,22.700000762939453
2020-11-23,22.700000762939453
2020-11-24,22.700000762939453
2020-11-25,22.700000762939453
2020-11-27,22.700000762939453
2020-11-30,24.149999618530273
2020-12-01,24.149999618530273
2020-12-02,24.149999618530273
2020-12-03,23.760000228881836
2020-12-04,23.760000228881836
2020-12-07,23.809999465942383
2020-12-08,23.809999465942383
2020-12-09,23.700000762939453
2020-12-10,23.700000762939453
2020-12-11,23.700000762939453
2020-12-14,23.700000762939453
2020-12-15,23.700000762939453
2020-12-16,23.649999618530273
2020-12-17,23.719999313354492
2020-12-18,23.719999313354492
2020-12-21,23.719999313354492
2020-12-22,23.5
2020-12-23,23.5
2020-12-24,23.600000381469727
2020-12-28,24.149999618530273
2020-12-29,23.75
2020-12-30,21.260000228881836
2020-12-31,21.260000228881836
2021-01-04,21.260000228881836
2021-01-05,21.260000228881836
2021-01-06,21.260000228881836
2021-01-07,21.260000228881836
2021-01-08,21.260000228881836
2021-01-11,22.0
2021-01-12,22.0
2021-01-13,22.0
2021-01-14,22.0
2021-01-15,22.0
2021-01-19,22.0
2021-01-20,22.0
2021-01-21,22.0
2021-01-22,22.0
2021-01-25,23.59000015258789
2021-01-26,23.600000381469727
2021-01-27,23.969999313354492
2021-01-28,23.790000915527344
2021-01-29,23.799999237060547
2021-02-01,23.40999984741211
2021-02-02,23.399999618530273
2021-02-03,23.799999237060547
2021-02-04,23.209999084472656
2021-02-05,23.209999084472656
2021-02-08,23.209999084472656
2021-02-09,23.209999084472656
2021-02-10,23.209999084472656
2021-02-11,23.209999084472656
2021-02-12,24.280000686645508
2021-02-16,24.280000686645508
2021-02-17,24.280000686645508
2021-02-18,24.280000686645508
2021-02-19,24.280000686645508
2021-02-22,24.280000686645508
2021-02-23,24.280000686645508
2021-02-24,24.280000686645508
2021-02-25,24.0
2021-02-26,24.0
2021-03-01,23.510000228881836
2021-03-02,23.510000228881836
2021-03-03,23.510000228881836
2021-03-04,23.360000610351562
2021-03-05,23.360000610351562
2021-03-08,23.360000610351562
2021-03-09,23.329999923706055
2021-03-10,23.329999923706055
2021-03-11,23.329999923706055
2021-03-12,23.329999923706055
2021-03-15,23.329999923706055
2021-03-16,23.329999923706055
2021-03-17,23.329999923706055
2021-03-18,23.329999923706055
2021-03-19,23.329999923706055
2021-03-22,23.329999923706055
2021-03-23,23.329999923706055
2021-03-24,23.329999923706055
2021-03-25,23.329999923706055
2021-03-26,23.329999923706055
2021-03-29,23.329999923706055
2021-03-30,23.329999923706055
2021-03-31,23.329999923706055
2021-04-01,23.329999923706055
2021-04-05,23.850000381469727
2021-04-06,23.850000381469727
2021-04-07,23.850000381469727
2021-04-08,23.850000381469727
2021-04-09,23.850000381469727
2021-04-12,23.850000381469727
2021-04-13,23.850000381469727
2021-04-14,23.850000381469727
2021-04-15,23.850000381469727
2021-04-16,23.850000381469727
2021-04-19,24.149999618530273
2021-04-20,24.149999618530273
2021-04-21,24.200000762939453
2021-04-22,24.200000762939453
2021-04-23,24.200000762939453
2021-04-26,24.200000762939453
2021-04-27,24.020000457763672
2021-04-28,24.020000457763672
2021-04-29,24.020000457763672
2021-04-30,24.020000457763672
2021-05-03,24.020000457763672
2021-05-04,24.020000457763672
2021-05-05,24.020000457763672
2021-05-06,24.020000457763672
2021-05-07,24.020000457763672
2021-05-10,24.020000457763672
2021-05-11,27.06999969482422
2021-05-12,27.06999969482422
2021-05-13,27.06999969482422
2021-05-14,27.06999969482422
