,EWI
2008-10-03,40.91999816894531
2008-10-06,38.34000015258789
2008-10-07,36.34000015258789
2008-10-08,35.279998779296875
2008-10-09,33.91999816894531
2008-10-10,32.459999084472656
2008-10-13,37.41999816894531
2008-10-14,37.119998931884766
2008-10-15,33.52000045776367
2008-10-16,34.880001068115234
2008-10-17,34.220001220703125
2008-10-20,35.79999923706055
2008-10-21,33.81999969482422
2008-10-22,31.200000762939453
2008-10-23,32.18000030517578
2008-10-24,29.8799991607666
2008-10-27,28.399999618530273
2008-10-28,30.399999618530273
2008-10-29,31.18000030517578
2008-10-30,32.619998931884766
2008-10-31,32.939998626708984
2008-11-03,33.060001373291016
2008-11-04,36.13999938964844
2008-11-05,34.52000045776367
2008-11-06,32.36000061035156
2008-11-07,33.91999816894531
2008-11-10,33.63999938964844
2008-11-11,31.760000228881836
2008-11-12,30.31999969482422
2008-11-13,33.20000076293945
2008-11-14,31.239999771118164
2008-11-17,30.639999389648438
2008-11-18,30.81999969482422
2008-11-19,29.200000762939453
2008-11-20,27.719999313354492
2008-11-21,29.020000457763672
2008-11-24,31.0
2008-11-25,31.1200008392334
2008-11-26,31.65999984741211
2008-11-28,31.040000915527344
2008-12-01,28.18000030517578
2008-12-02,29.940000534057617
2008-12-03,29.899999618530273
2008-12-04,28.920000076293945
2008-12-05,29.239999771118164
2008-12-08,30.65999984741211
2008-12-09,30.579999923706055
2008-12-10,31.700000762939453
2008-12-11,31.600000381469727
2008-12-12,32.02000045776367
2008-12-15,32.08000183105469
2008-12-16,34.02000045776367
2008-12-17,34.119998931884766
2008-12-18,33.459999084472656
2008-12-19,32.68000030517578
2008-12-22,32.5
2008-12-23,31.3799991607666
2008-12-24,31.479999542236328
2008-12-26,32.220001220703125
2008-12-29,31.8799991607666
2008-12-30,32.779998779296875
2008-12-31,32.779998779296875
2009-01-02,33.08000183105469
2009-01-05,32.7599983215332
2009-01-06,33.060001373291016
2009-01-07,33.13999938964844
2009-01-08,33.880001068115234
2009-01-09,32.060001373291016
2009-01-12,31.440000534057617
2009-01-13,30.739999771118164
2009-01-14,29.34000015258789
2009-01-15,29.34000015258789
2009-01-16,29.700000762939453
2009-01-20,27.6200008392334
2009-01-21,28.219999313354492
2009-01-22,27.34000015258789
2009-01-23,27.219999313354492
2009-01-26,27.899999618530273
2009-01-27,28.059999465942383
2009-01-28,29.299999237060547
2009-01-29,27.799999237060547
2009-01-30,27.31999969482422
2009-02-02,27.040000915527344
2009-02-03,28.18000030517578
2009-02-04,27.280000686645508
2009-02-05,27.65999984741211
2009-02-06,28.6200008392334
2009-02-09,29.200000762939453
2009-02-10,27.700000762939453
2009-02-11,28.0
2009-02-12,27.760000228881836
2009-02-13,27.399999618530273
2009-02-17,25.31999969482422
2009-02-18,25.239999771118164
2009-02-19,25.139999389648438
2009-02-20,24.31999969482422
2009-02-23,23.18000030517578
2009-02-24,24.6200008392334
2009-02-25,23.780000686645508
2009-02-26,23.739999771118164
2009-02-27,23.520000457763672
2009-03-02,21.799999237060547
2009-03-03,21.6200008392334
2009-03-04,22.059999465942383
2009-03-05,20.540000915527344
2009-03-06,20.059999465942383
2009-03-09,19.260000228881836
2009-03-10,21.020000457763672
2009-03-11,21.139999389648438
2009-03-12,22.260000228881836
2009-03-13,22.040000915527344
2009-03-16,22.059999465942383
2009-03-17,22.600000381469727
2009-03-18,23.979999542236328
2009-03-19,24.18000030517578
2009-03-20,24.1200008392334
2009-03-23,26.280000686645508
2009-03-24,25.260000228881836
2009-03-25,26.420000076293945
2009-03-26,26.959999084472656
2009-03-27,25.860000610351562
2009-03-30,24.200000762939453
2009-03-31,25.280000686645508
2009-04-01,25.700000762939453
2009-04-02,26.920000076293945
2009-04-03,27.440000534057617
2009-04-06,26.739999771118164
2009-04-07,26.079999923706055
2009-04-08,26.760000228881836
2009-04-09,27.139999389648438
2009-04-13,27.420000076293945
2009-04-14,27.520000457763672
2009-04-15,28.059999465942383
2009-04-16,28.280000686645508
2009-04-17,28.31999969482422
2009-04-20,27.079999923706055
2009-04-21,27.440000534057617
2009-04-22,27.540000915527344
2009-04-23,28.579999923706055
2009-04-24,29.3799991607666
2009-04-27,28.860000610351562
2009-04-28,28.959999084472656
2009-04-29,29.920000076293945
2009-04-30,30.040000915527344
2009-05-01,30.65999984741211
2009-05-04,31.899999618530273
2009-05-05,31.459999084472656
2009-05-06,32.0
2009-05-07,31.479999542236328
2009-05-08,33.599998474121094
2009-05-11,32.439998626708984
2009-05-12,33.060001373291016
2009-05-13,31.239999771118164
2009-05-14,31.559999465942383
2009-05-15,31.260000228881836
2009-05-18,32.91999816894531
2009-05-19,33.18000030517578
2009-05-20,33.7599983215332
2009-05-21,33.619998931884766
2009-05-22,33.779998779296875
2009-05-26,34.540000915527344
2009-05-27,33.65999984741211
2009-05-28,34.459999084472656
2009-05-29,34.2400016784668
2009-06-01,35.060001373291016
2009-06-02,35.63999938964844
2009-06-03,34.5
2009-06-04,34.63999938964844
2009-06-05,34.040000915527344
2009-06-08,33.939998626708984
2009-06-09,34.29999923706055
2009-06-10,34.34000015258789
2009-06-11,34.91999816894531
2009-06-12,34.599998474121094
2009-06-15,33.29999923706055
2009-06-16,32.65999984741211
2009-06-17,32.18000030517578
2009-06-18,32.400001525878906
2009-06-19,32.70000076293945
2009-06-22,31.479999542236328
2009-06-23,31.479999542236328
2009-06-24,31.579999923706055
2009-06-25,32.20000076293945
2009-06-26,32.099998474121094
2009-06-29,32.2599983215332
2009-06-30,32.47999954223633
2009-07-01,32.959999084472656
2009-07-02,31.959999084472656
2009-07-06,31.780000686645508
2009-07-07,30.780000686645508
2009-07-08,30.3799991607666
2009-07-09,30.81999969482422
2009-07-10,30.18000030517578
2009-07-13,31.079999923706055
2009-07-14,31.18000030517578
2009-07-15,32.720001220703125
2009-07-16,33.2599983215332
2009-07-17,33.099998474121094
2009-07-20,33.7599983215332
2009-07-21,34.119998931884766
2009-07-22,34.040000915527344
2009-07-23,34.70000076293945
2009-07-24,34.91999816894531
2009-07-27,35.13999938964844
2009-07-28,34.619998931884766
2009-07-29,34.540000915527344
2009-07-30,35.08000183105469
2009-07-31,35.20000076293945
2009-08-03,36.29999923706055
2009-08-04,35.97999954223633
2009-08-05,36.15999984741211
2009-08-06,35.91999816894531
2009-08-07,35.939998626708984
2009-08-10,36.099998474121094
2009-08-11,35.7599983215332
2009-08-12,36.29999923706055
2009-08-13,37.02000045776367
2009-08-14,36.560001373291016
2009-08-17,35.20000076293945
2009-08-18,35.79999923706055
2009-08-19,36.060001373291016
2009-08-20,36.400001525878906
2009-08-21,37.36000061035156
2009-08-24,37.720001220703125
2009-08-25,38.13999938964844
2009-08-26,38.2599983215332
2009-08-27,38.599998474121094
2009-08-28,38.41999816894531
2009-08-31,38.20000076293945
2009-09-01,37.040000915527344
2009-09-02,36.68000030517578
2009-09-03,37.29999923706055
2009-09-04,37.939998626708984
2009-09-08,38.900001525878906
2009-09-09,39.36000061035156
2009-09-10,39.900001525878906
2009-09-11,39.81999969482422
2009-09-14,40.18000030517578
2009-09-15,40.439998626708984
2009-09-16,41.279998779296875
2009-09-17,40.939998626708984
2009-09-18,41.040000915527344
2009-09-21,40.31999969482422
2009-09-22,40.58000183105469
2009-09-23,40.47999954223633
2009-09-24,39.91999816894531
2009-09-25,40.13999938964844
2009-09-28,40.7400016784668
2009-09-29,40.79999923706055
2009-09-30,40.81999969482422
2009-10-01,39.65999984741211
2009-10-02,39.2599983215332
2009-10-05,40.02000045776367
2009-10-06,40.81999969482422
2009-10-07,41.060001373291016
2009-10-08,41.52000045776367
2009-10-09,41.560001373291016
2009-10-12,42.13999938964844
2009-10-13,42.279998779296875
2009-10-14,43.279998779296875
2009-10-15,43.52000045776367
2009-10-16,43.0
2009-10-19,43.400001525878906
2009-10-20,42.959999084472656
2009-10-21,42.599998474121094
2009-10-22,43.040000915527344
2009-10-23,42.060001373291016
2009-10-26,40.880001068115234
2009-10-27,40.119998931884766
2009-10-28,38.720001220703125
2009-10-29,40.2599983215332
2009-10-30,38.380001068115234
2009-11-02,38.84000015258789
2009-11-03,38.540000915527344
2009-11-04,39.13999938964844
2009-11-05,39.91999816894531
2009-11-06,40.0
2009-11-09,41.220001220703125
2009-11-10,41.18000030517578
2009-11-11,41.380001068115234
2009-11-12,40.63999938964844
2009-11-13,41.220001220703125
2009-11-16,41.86000061035156
2009-11-17,41.47999954223633
2009-11-18,41.5
2009-11-19,40.599998474121094
2009-11-20,39.91999816894531
2009-11-23,40.68000030517578
2009-11-24,40.5
2009-11-25,41.040000915527344
2009-11-27,39.439998626708984
2009-11-30,39.47999954223633
2009-12-01,40.540000915527344
2009-12-02,40.47999954223633
2009-12-03,40.31999969482422
2009-12-04,40.31999969482422
2009-12-07,40.08000183105469
2009-12-08,39.040000915527344
2009-12-09,39.060001373291016
2009-12-10,39.119998931884766
2009-12-11,39.08000183105469
2009-12-14,39.459999084472656
2009-12-15,38.97999954223633
2009-12-16,39.400001525878906
2009-12-17,38.52000045776367
2009-12-18,38.439998626708984
2009-12-21,38.86000061035156
2009-12-22,38.70000076293945
2009-12-23,39.099998474121094
2009-12-24,39.31999969482422
2009-12-28,39.599998474121094
2009-12-29,39.540000915527344
2009-12-30,39.380001068115234
2009-12-31,39.02000045776367
2010-01-04,39.81999969482422
2010-01-05,39.900001525878906
2010-01-06,40.02000045776367
2010-01-07,40.20000076293945
2010-01-08,40.47999954223633
2010-01-11,40.81999969482422
2010-01-12,40.15999984741211
2010-01-13,40.7400016784668
2010-01-14,40.900001525878906
2010-01-15,39.86000061035156
2010-01-19,40.119998931884766
2010-01-20,38.7599983215332
2010-01-21,37.720001220703125
2010-01-22,36.720001220703125
2010-01-25,37.380001068115234
2010-01-26,37.13999938964844
2010-01-27,36.79999923706055
2010-01-28,35.79999923706055
2010-01-29,35.400001525878906
2010-02-01,36.2599983215332
2010-02-02,37.08000183105469
2010-02-03,36.5
2010-02-04,34.540000915527344
2010-02-05,33.779998779296875
2010-02-08,33.220001220703125
2010-02-09,34.58000183105469
2010-02-10,34.52000045776367
2010-02-11,34.47999954223633
2010-02-12,34.119998931884766
2010-02-16,34.880001068115234
2010-02-17,34.880001068115234
2010-02-18,35.040000915527344
2010-02-19,35.0
2010-02-22,34.84000015258789
2010-02-23,33.91999816894531
2010-02-24,34.20000076293945
2010-02-25,33.7599983215332
2010-02-26,33.959999084472656
2010-03-01,34.119998931884766
2010-03-02,34.380001068115234
2010-03-03,35.0
2010-03-04,35.0
2010-03-05,36.060001373291016
2010-03-08,36.18000030517578
2010-03-09,35.91999816894531
2010-03-10,36.29999923706055
2010-03-11,36.439998626708984
2010-03-12,36.52000045776367
2010-03-15,36.29999923706055
2010-03-16,36.79999923706055
2010-03-17,37.02000045776367
2010-03-18,36.7400016784668
2010-03-19,36.2599983215332
2010-03-22,36.279998779296875
2010-03-23,36.47999954223633
2010-03-24,35.91999816894531
2010-03-25,35.900001525878906
2010-03-26,36.47999954223633
2010-03-29,36.65999984741211
2010-03-30,36.400001525878906
2010-03-31,36.47999954223633
2010-04-01,37.20000076293945
2010-04-05,37.279998779296875
2010-04-06,36.959999084472656
2010-04-07,36.2400016784668
2010-04-08,36.040000915527344
2010-04-09,36.65999984741211
2010-04-12,37.2599983215332
2010-04-13,37.2599983215332
2010-04-14,37.97999954223633
2010-04-15,37.86000061035156
2010-04-16,36.84000015258789
2010-04-19,36.380001068115234
2010-04-20,36.97999954223633
2010-04-21,36.65999984741211
2010-04-22,36.0
2010-04-23,36.220001220703125
2010-04-26,35.81999969482422
2010-04-27,33.79999923706055
2010-04-28,33.41999816894531
2010-04-29,34.02000045776367
2010-04-30,33.52000045776367
2010-05-03,33.900001525878906
2010-05-04,31.8799991607666
2010-05-05,30.68000030517578
2010-05-06,28.18000030517578
2010-05-07,28.5
2010-05-10,31.84000015258789
2010-05-11,31.360000610351562
2010-05-12,31.459999084472656
2010-05-13,30.65999984741211
2010-05-14,29.139999389648438
2010-05-17,29.200000762939453
2010-05-18,28.5
2010-05-19,29.079999923706055
2010-05-20,28.0
2010-05-21,29.3799991607666
2010-05-24,28.079999923706055
2010-05-25,27.959999084472656
2010-05-26,27.200000762939453
2010-05-27,29.479999542236328
2010-05-28,28.559999465942383
2010-06-01,27.81999969482422
2010-06-02,28.760000228881836
2010-06-03,28.65999984741211
2010-06-04,26.739999771118164
2010-06-07,26.459999084472656
2010-06-08,26.899999618530273
2010-06-09,26.899999618530273
2010-06-10,28.459999084472656
2010-06-11,28.8799991607666
2010-06-14,29.420000076293945
2010-06-15,31.1200008392334
2010-06-16,30.799999237060547
2010-06-17,30.940000534057617
2010-06-18,31.139999389648438
2010-06-21,30.81999969482422
2010-06-22,30.1200008392334
2010-06-23,29.940000534057617
2010-06-24,29.059999465942383
2010-06-25,29.459999084472656
2010-06-28,29.200000762939453
2010-06-29,27.760000228881836
2010-06-30,27.600000381469727
2010-07-01,28.399999618530273
2010-07-02,28.399999618530273
2010-07-06,28.920000076293945
2010-07-07,30.520000457763672
2010-07-08,30.860000610351562
2010-07-09,30.979999542236328
2010-07-12,30.8799991607666
2010-07-13,31.459999084472656
2010-07-14,31.360000610351562
2010-07-15,31.579999923706055
2010-07-16,30.579999923706055
2010-07-19,31.1200008392334
2010-07-20,31.0
2010-07-21,30.239999771118164
2010-07-22,31.700000762939453
2010-07-23,31.799999237060547
2010-07-26,32.279998779296875
2010-07-27,32.84000015258789
2010-07-28,32.47999954223633
2010-07-29,32.7599983215332
2010-07-30,32.619998931884766
2010-08-02,33.81999969482422
2010-08-03,33.86000061035156
2010-08-04,33.7400016784668
2010-08-05,33.540000915527344
2010-08-06,33.619998931884766
2010-08-09,33.63999938964844
2010-08-10,33.63999938964844
2010-08-11,31.559999465942383
2010-08-12,31.459999084472656
2010-08-13,31.15999984741211
2010-08-16,31.239999771118164
2010-08-17,31.68000030517578
2010-08-18,31.600000381469727
2010-08-19,30.600000381469727
2010-08-20,30.15999984741211
2010-08-23,30.200000762939453
2010-08-24,29.5
2010-08-25,29.559999465942383
2010-08-26,29.65999984741211
2010-08-27,30.280000686645508
2010-08-30,29.5
2010-08-31,29.719999313354492
2010-09-01,31.0
2010-09-02,31.399999618530273
2010-09-03,31.760000228881836
2010-09-07,30.84000015258789
2010-09-08,31.1200008392334
2010-09-09,31.399999618530273
2010-09-10,31.540000915527344
2010-09-13,32.2599983215332
2010-09-14,32.560001373291016
2010-09-15,32.459999084472656
2010-09-16,32.400001525878906
2010-09-17,31.959999084472656
2010-09-20,32.619998931884766
2010-09-21,32.84000015258789
2010-09-22,32.79999923706055
2010-09-23,32.20000076293945
2010-09-24,33.5
2010-09-27,33.13999938964844
2010-09-28,33.58000183105469
2010-09-29,33.36000061035156
2010-09-30,33.599998474121094
2010-10-01,33.880001068115234
2010-10-04,33.02000045776367
2010-10-05,34.36000061035156
2010-10-06,34.52000045776367
2010-10-07,34.540000915527344
2010-10-08,34.84000015258789
2010-10-11,34.7400016784668
2010-10-12,34.7400016784668
2010-10-13,35.380001068115234
2010-10-14,35.68000030517578
2010-10-15,35.380001068115234
2010-10-18,35.79999923706055
2010-10-19,34.880001068115234
2010-10-20,35.779998779296875
2010-10-21,35.900001525878906
2010-10-22,35.939998626708984
2010-10-25,35.7400016784668
2010-10-26,35.400001525878906
2010-10-27,35.220001220703125
2010-10-28,35.880001068115234
2010-10-29,35.81999969482422
2010-11-01,35.18000030517578
2010-11-02,36.0
2010-11-03,36.20000076293945
2010-11-04,36.7400016784668
2010-11-05,35.779998779296875
2010-11-08,35.63999938964844
2010-11-09,35.439998626708984
2010-11-10,35.2400016784668
2010-11-11,34.52000045776367
2010-11-12,34.36000061035156
2010-11-15,34.20000076293945
2010-11-16,33.439998626708984
2010-11-17,33.5
2010-11-18,34.2400016784668
2010-11-19,34.41999816894531
2010-11-22,33.540000915527344
2010-11-23,32.31999969482422
2010-11-24,32.540000915527344
2010-11-26,31.899999618530273
2010-11-29,31.0
2010-11-30,30.219999313354492
2010-12-01,31.440000534057617
2010-12-02,32.36000061035156
2010-12-03,32.86000061035156
2010-12-06,32.2400016784668
2010-12-07,32.279998779296875
2010-12-08,32.779998779296875
2010-12-09,32.86000061035156
2010-12-10,32.939998626708984
2010-12-13,33.439998626708984
2010-12-14,33.380001068115234
2010-12-15,32.65999984741211
2010-12-16,32.79999923706055
2010-12-17,32.220001220703125
2010-12-20,32.36000061035156
2010-12-21,32.68000030517578
2010-12-22,32.720001220703125
2010-12-23,32.70000076293945
2010-12-27,32.540000915527344
2010-12-28,32.41999816894531
2010-12-29,32.52000045776367
2010-12-30,32.380001068115234
2010-12-31,32.7599983215332
2011-01-03,32.880001068115234
2011-01-04,32.91999816894531
2011-01-05,32.939998626708984
2011-01-06,32.34000015258789
2011-01-07,32.2599983215332
2011-01-10,31.84000015258789
2011-01-11,32.02000045776367
2011-01-12,33.68000030517578
2011-01-13,34.119998931884766
2011-01-14,34.91999816894531
2011-01-18,35.0
2011-01-19,35.2400016784668
2011-01-20,35.560001373291016
2011-01-21,36.2400016784668
2011-01-24,36.52000045776367
2011-01-25,36.15999984741211
2011-01-26,36.279998779296875
2011-01-27,36.86000061035156
2011-01-28,35.599998474121094
2011-01-31,36.2599983215332
2011-02-01,37.439998626708984
2011-02-02,37.220001220703125
2011-02-03,36.91999816894531
2011-02-04,36.900001525878906
2011-02-07,36.900001525878906
2011-02-08,37.2400016784668
2011-02-09,37.2599983215332
2011-02-10,36.900001525878906
2011-02-11,37.119998931884766
2011-02-14,36.939998626708984
2011-02-15,36.900001525878906
2011-02-16,37.619998931884766
2011-02-17,37.81999969482422
2011-02-18,37.84000015258789
2011-02-22,35.720001220703125
2011-02-23,36.040000915527344
2011-02-24,36.20000076293945
2011-02-25,36.7599983215332
2011-02-28,37.02000045776367
2011-03-01,36.34000015258789
2011-03-02,36.97999954223633
2011-03-03,37.29999923706055
2011-03-04,36.880001068115234
2011-03-07,36.84000015258789
2011-03-08,37.15999984741211
2011-03-09,37.31999969482422
2011-03-10,36.20000076293945
2011-03-11,36.439998626708984
2011-03-14,36.459999084472656
2011-03-15,35.84000015258789
2011-03-16,34.279998779296875
2011-03-17,35.380001068115234
2011-03-18,35.900001525878906
2011-03-21,36.91999816894531
2011-03-22,36.720001220703125
2011-03-23,36.79999923706055
2011-03-24,37.540000915527344
2011-03-25,36.97999954223633
2011-03-28,37.02000045776367
2011-03-29,36.91999816894531
2011-03-30,37.5
2011-03-31,37.15999984741211
2011-04-01,37.41999816894531
2011-04-04,37.63999938964844
2011-04-05,37.560001373291016
2011-04-06,38.380001068115234
2011-04-07,38.2400016784668
2011-04-08,38.599998474121094
2011-04-11,38.52000045776367
2011-04-12,38.099998474121094
2011-04-13,38.099998474121094
2011-04-14,38.040000915527344
2011-04-15,37.7599983215332
2011-04-18,36.439998626708984
2011-04-19,36.81999969482422
2011-04-20,37.65999984741211
2011-04-21,38.060001373291016
2011-04-25,38.220001220703125
2011-04-26,38.70000076293945
2011-04-27,39.86000061035156
2011-04-28,40.08000183105469
2011-04-29,40.29999923706055
2011-05-02,39.79999923706055
2011-05-03,39.7400016784668
2011-05-04,39.18000030517578
2011-05-05,37.91999816894531
2011-05-06,37.41999816894531
2011-05-09,37.560001373291016
2011-05-10,38.15999984741211
2011-05-11,37.34000015258789
2011-05-12,37.439998626708984
2011-05-13,36.91999816894531
2011-05-16,36.81999969482422
2011-05-17,36.86000061035156
2011-05-18,37.08000183105469
2011-05-19,37.5
2011-05-20,36.220001220703125
2011-05-23,35.380001068115234
2011-05-24,35.5
2011-05-25,35.86000061035156
2011-05-26,36.040000915527344
2011-05-27,36.18000030517578
2011-05-31,37.279998779296875
2011-06-01,36.279998779296875
2011-06-02,36.7599983215332
2011-06-03,37.2599983215332
2011-06-06,36.2400016784668
2011-06-07,36.65999984741211
2011-06-08,36.040000915527344
2011-06-09,36.31999969482422
2011-06-10,35.15999984741211
2011-06-13,35.2599983215332
2011-06-14,36.08000183105469
2011-06-15,34.279998779296875
2011-06-16,34.2599983215332
2011-06-17,34.959999084472656
2011-06-20,34.68000030517578
2011-06-21,35.720001220703125
2011-06-22,34.34000015258789
2011-06-23,33.779998779296875
2011-06-24,32.68000030517578
2011-06-27,33.31999969482422
2011-06-28,33.7400016784668
2011-06-29,34.36000061035156
2011-06-30,35.220001220703125
2011-07-01,35.779998779296875
2011-07-05,35.08000183105469
2011-07-06,33.939998626708984
2011-07-07,34.15999984741211
2011-07-08,32.86000061035156
2011-07-11,30.81999969482422
2011-07-12,31.040000915527344
2011-07-13,31.780000686645508
2011-07-14,31.459999084472656
2011-07-15,31.479999542236328
2011-07-18,30.559999465942383
2011-07-19,31.299999237060547
2011-07-20,32.15999984741211
2011-07-21,33.65999984741211
2011-07-22,33.540000915527344
2011-07-25,32.81999969482422
2011-07-26,33.220001220703125
2011-07-27,31.739999771118164
2011-07-28,31.600000381469727
2011-07-29,31.579999923706055
2011-08-01,30.440000534057617
2011-08-02,29.260000228881836
2011-08-03,29.540000915527344
2011-08-04,27.059999465942383
2011-08-05,28.559999465942383
2011-08-08,26.020000457763672
2011-08-09,27.5
2011-08-10,25.219999313354492
2011-08-11,26.700000762939453
2011-08-12,27.479999542236328
2011-08-15,28.079999923706055
2011-08-16,27.360000610351562
2011-08-17,27.68000030517578
2011-08-18,25.8799991607666
2011-08-19,25.1200008392334
2011-08-22,25.780000686645508
2011-08-23,26.360000610351562
2011-08-24,26.360000610351562
2011-08-25,25.84000015258789
2011-08-26,26.079999923706055
2011-08-29,26.81999969482422
2011-08-30,26.579999923706055
2011-08-31,27.219999313354492
2011-09-01,26.780000686645508
2011-09-02,25.68000030517578
2011-09-06,24.34000015258789
2011-09-07,25.280000686645508
2011-09-08,24.760000228881836
2011-09-09,23.18000030517578
2011-09-12,22.700000762939453
2011-09-13,23.200000762939453
2011-09-14,23.979999542236328
2011-09-15,24.940000534057617
2011-09-16,24.520000457763672
2011-09-19,23.68000030517578
2011-09-20,23.700000762939453
2011-09-21,22.979999542236328
2011-09-22,22.219999313354492
2011-09-23,22.579999923706055
2011-09-26,23.420000076293945
2011-09-27,24.15999984741211
2011-09-28,23.84000015258789
2011-09-29,24.719999313354492
2011-09-30,23.760000228881836
2011-10-03,23.0
2011-10-04,23.68000030517578
2011-10-05,24.200000762939453
2011-10-06,25.059999465942383
2011-10-07,25.0
2011-10-10,26.65999984741211
2011-10-11,27.020000457763672
2011-10-12,27.540000915527344
2011-10-13,26.920000076293945
2011-10-14,27.799999237060547
2011-10-17,26.479999542236328
2011-10-18,27.34000015258789
2011-10-19,27.079999923706055
2011-10-20,26.68000030517578
2011-10-21,27.459999084472656
2011-10-24,27.739999771118164
2011-10-25,27.239999771118164
2011-10-26,27.600000381469727
2011-10-27,29.700000762939453
2011-10-28,28.920000076293945
2011-10-31,27.0
2011-11-01,25.1200008392334
2011-11-02,25.600000381469727
2011-11-03,27.0
2011-11-04,26.020000457763672
2011-11-07,26.5
2011-11-08,27.15999984741211
2011-11-09,24.600000381469727
2011-11-10,25.420000076293945
2011-11-11,26.479999542236328
2011-11-14,25.579999923706055
2011-11-15,25.520000457763672
2011-11-16,25.079999923706055
2011-11-17,24.700000762939453
2011-11-18,25.020000457763672
2011-11-21,24.200000762939453
2011-11-22,23.899999618530273
2011-11-23,22.81999969482422
2011-11-25,22.600000381469727
2011-11-28,24.0
2011-11-29,24.0
2011-11-30,25.5
2011-12-01,25.3799991607666
2011-12-02,25.520000457763672
2011-12-05,26.239999771118164
2011-12-06,26.299999237060547
2011-12-07,26.219999313354492
2011-12-08,24.6200008392334
2011-12-09,25.639999389648438
2011-12-12,24.3799991607666
2011-12-13,23.760000228881836
2011-12-14,23.260000228881836
2011-12-15,23.440000534057617
2011-12-16,23.34000015258789
2011-12-19,23.260000228881836
2011-12-20,24.0
2011-12-21,23.81999969482422
2011-12-22,24.239999771118164
2011-12-23,24.200000762939453
2011-12-27,23.959999084472656
2011-12-28,23.459999084472656
2011-12-29,24.0
2011-12-30,23.979999542236328
2012-01-03,25.0
2012-01-04,24.459999084472656
2012-01-05,23.360000610351562
2012-01-06,22.719999313354492
2012-01-09,22.579999923706055
2012-01-10,23.18000030517578
2012-01-11,23.239999771118164
2012-01-12,23.81999969482422
2012-01-13,23.260000228881836
2012-01-17,23.739999771118164
2012-01-18,24.1200008392334
2012-01-19,24.8799991607666
2012-01-20,24.959999084472656
2012-01-23,25.360000610351562
2012-01-24,25.600000381469727
2012-01-25,26.020000457763672
2012-01-26,26.059999465942383
2012-01-27,25.959999084472656
2012-01-30,25.639999389648438
2012-01-31,25.899999618530273
2012-02-01,26.459999084472656
2012-02-02,26.520000457763672
2012-02-03,26.940000534057617
2012-02-06,26.520000457763672
2012-02-07,26.920000076293945
2012-02-08,27.34000015258789
2012-02-09,27.3799991607666
2012-02-10,26.579999923706055
2012-02-13,26.739999771118164
2012-02-14,26.520000457763672
2012-02-15,26.34000015258789
2012-02-16,26.719999313354492
2012-02-17,26.959999084472656
2012-02-21,27.1200008392334
2012-02-22,26.940000534057617
2012-02-23,26.920000076293945
2012-02-24,27.299999237060547
2012-02-27,26.8799991607666
2012-02-28,27.040000915527344
2012-02-29,26.739999771118164
2012-03-01,27.6200008392334
2012-03-02,27.34000015258789
2012-03-05,27.299999237060547
2012-03-06,26.020000457763672
2012-03-07,26.440000534057617
2012-03-08,27.200000762939453
2012-03-09,26.579999923706055
2012-03-12,26.700000762939453
2012-03-13,27.260000228881836
2012-03-14,26.959999084472656
2012-03-15,27.34000015258789
2012-03-16,27.520000457763672
2012-03-19,27.920000076293945
2012-03-20,27.5
2012-03-21,27.020000457763672
2012-03-22,26.65999984741211
2012-03-23,26.65999984741211
2012-03-26,27.219999313354492
2012-03-27,26.8799991607666
2012-03-28,26.700000762939453
2012-03-29,26.020000457763672
2012-03-30,26.15999984741211
2012-04-02,26.239999771118164
2012-04-03,25.479999542236328
2012-04-04,24.700000762939453
2012-04-05,24.31999969482422
2012-04-09,23.959999084472656
2012-04-10,23.020000457763672
2012-04-11,23.600000381469727
2012-04-12,24.139999389648438
2012-04-13,23.219999313354492
2012-04-16,23.31999969482422
2012-04-17,24.219999313354492
2012-04-18,23.479999542236328
2012-04-19,23.040000915527344
2012-04-20,23.459999084472656
2012-04-23,22.639999389648438
2012-04-24,23.020000457763672
2012-04-25,23.84000015258789
2012-04-26,23.940000534057617
2012-04-27,24.239999771118164
2012-04-30,24.0
2012-05-01,24.1200008392334
2012-05-02,23.34000015258789
2012-05-03,22.940000534057617
2012-05-04,22.559999465942383
2012-05-07,23.219999313354492
2012-05-08,22.780000686645508
2012-05-09,22.15999984741211
2012-05-10,22.440000534057617
2012-05-11,22.399999618530273
2012-05-14,21.760000228881836
2012-05-15,20.979999542236328
2012-05-16,20.799999237060547
2012-05-17,20.520000457763672
2012-05-18,20.639999389648438
2012-05-21,21.280000686645508
2012-05-22,21.34000015258789
2012-05-23,20.979999542236328
2012-05-24,20.780000686645508
2012-05-25,20.780000686645508
2012-05-29,20.780000686645508
2012-05-30,20.059999465942383
2012-05-31,20.239999771118164
2012-06-01,19.920000076293945
2012-06-04,20.540000915527344
2012-06-05,20.559999465942383
2012-06-06,21.420000076293945
2012-06-07,21.459999084472656
2012-06-08,21.399999618530273
2012-06-11,20.5
2012-06-12,20.65999984741211
2012-06-13,20.479999542236328
2012-06-14,20.959999084472656
2012-06-15,21.5
2012-06-18,20.920000076293945
2012-06-19,21.719999313354492
2012-06-20,22.1200008392334
2012-06-21,21.040000915527344
2012-06-22,21.3799991607666
2012-06-25,20.31999969482422
2012-06-26,20.31999969482422
2012-06-27,20.68000030517578
2012-06-28,20.860000610351562
2012-06-29,22.6200008392334
2012-07-02,22.600000381469727
2012-07-03,22.81999969482422
