,ANY
2014-04-01,1209.199951171875
2014-04-02,1271.0
2014-04-03,1418.0
2014-04-04,1394.0
2014-04-07,1429.199951171875
2014-04-08,1443.800048828125
2014-04-09,1419.5999755859375
2014-04-10,1399.800048828125
2014-04-11,1434.0
2014-04-14,1262.0
2014-04-15,1269.4000244140625
2014-04-16,1326.800048828125
2014-04-17,1469.199951171875
2014-04-21,1515.800048828125
2014-04-22,1561.4000244140625
2014-04-23,1538.4000244140625
2014-04-24,1633.800048828125
2014-04-25,1729.199951171875
2014-04-28,1599.0
2014-04-29,1560.0
2014-04-30,1587.5999755859375
2014-05-01,1604.0
2014-05-02,1744.5999755859375
2014-05-05,1582.0
2014-05-06,1730.0
2014-05-07,1736.199951171875
2014-05-08,1680.0
2014-05-09,1710.199951171875
2014-05-12,1678.199951171875
2014-05-13,1703.0
2014-05-14,1740.0
2014-05-15,1729.800048828125
2014-05-16,1729.800048828125
2014-05-19,1729.800048828125
2014-05-20,1668.4000244140625
2014-05-21,1668.0
2014-05-22,1640.0
2014-05-23,1654.0
2014-05-27,1684.800048828125
2014-05-28,1729.0
2014-05-29,1702.0
2014-05-30,1680.0
2014-06-02,1650.0
2014-06-03,1621.5999755859375
2014-06-04,1604.0
2014-06-05,1620.0
2014-06-06,1666.0
2014-06-09,1645.4000244140625
2014-06-10,1638.0
2014-06-11,1670.800048828125
2014-06-12,1644.0
2014-06-13,1618.0
2014-06-16,1598.0
2014-06-17,1571.4000244140625
2014-06-18,1534.0
2014-06-19,1544.0
2014-06-20,1564.0
2014-06-23,1650.0
2014-06-24,1644.0
2014-06-25,1678.5999755859375
2014-06-26,1739.5999755859375
2014-06-27,1810.0
2014-06-30,2046.0
2014-07-01,2240.0
2014-07-02,2084.39990234375
2014-07-03,2050.0
2014-07-07,1979.5999755859375
2014-07-08,2000.0
2014-07-09,1956.0
2014-07-10,1870.0
2014-07-11,1836.0
2014-07-14,1722.4000244140625
2014-07-15,1670.0
2014-07-16,1760.0
2014-07-17,1782.800048828125
2014-07-18,1798.0
2014-07-21,1786.0
2014-07-22,1700.0
2014-07-23,1636.0
2014-07-24,1562.0
2014-07-25,1462.0
2014-07-28,1468.0
2014-07-29,1400.0
2014-07-30,1372.0
2014-07-31,1289.800048828125
2014-08-01,1344.0
2014-08-04,1492.0
2014-08-05,1470.0
2014-08-06,1268.0
2014-08-07,1272.0
2014-08-08,1310.0
2014-08-11,1324.0
2014-08-12,1334.0
2014-08-13,1266.0
2014-08-14,1230.0
2014-08-15,1236.5999755859375
2014-08-18,1347.800048828125
2014-08-19,1356.0
2014-08-20,1407.199951171875
2014-08-21,1419.0
2014-08-22,1464.0
2014-08-25,1514.0
2014-08-26,1460.0
2014-08-27,1404.0
2014-08-28,1396.0
2014-08-29,1402.0
2014-09-02,1376.0
2014-09-03,1378.0
2014-09-04,1376.0
2014-09-05,1336.0
2014-09-08,1310.0
2014-09-09,1318.0
2014-09-10,1324.0
2014-09-11,1274.0
2014-09-12,1342.0
2014-09-15,1348.0
2014-09-16,1324.0
2014-09-17,1400.0
2014-09-18,1398.0
2014-09-19,1410.0
2014-09-22,1390.0
2014-09-23,1430.0
2014-09-24,1448.0
2014-09-25,1374.0
2014-09-26,1369.0
2014-09-29,1370.0
2014-09-30,1361.0
2014-10-01,1282.0
2014-10-02,1432.0
2014-10-03,1328.4000244140625
2014-10-06,1306.0
2014-10-07,1309.800048828125
2014-10-08,1278.0
2014-10-09,1164.0
2014-10-10,1140.0
2014-10-13,1150.199951171875
2014-10-14,1076.0
2014-10-15,1068.0
2014-10-16,1062.0
2014-10-17,1080.0
2014-10-20,1134.0
2014-10-21,1136.0
2014-10-22,1120.0
2014-10-23,1084.0
2014-10-24,1088.0
2014-10-27,1124.0
2014-10-28,1076.0
2014-10-29,1077.800048828125
2014-10-30,1134.0
2014-10-31,1132.0
2014-11-03,1130.0
2014-11-04,1278.0
2014-11-05,1466.0
2014-11-06,1638.0
2014-11-07,1712.0
2014-11-10,1706.0
2014-11-11,1750.0
2014-11-12,1790.0
2014-11-13,1899.800048828125
2014-11-14,1830.0
2014-11-17,1820.0
2014-11-18,1840.0
2014-11-19,1678.0
2014-11-20,1596.0
2014-11-21,1636.0
2014-11-24,1590.0
2014-11-25,1538.0
2014-11-26,1604.0
2014-11-28,1570.0
2014-12-01,1542.0
2014-12-02,1510.0
2014-12-03,1470.0
2014-12-04,1426.0
2014-12-05,1280.0
2014-12-08,1214.0
2014-12-09,1232.0
2014-12-10,1182.0
2014-12-11,1190.0
2014-12-12,1228.0
2014-12-15,1101.5999755859375
2014-12-16,1072.199951171875
2014-12-17,1132.0
2014-12-18,1042.0
2014-12-19,1070.0
2014-12-22,1122.0
2014-12-23,1126.0
2014-12-24,1198.0
2014-12-26,1200.0
2014-12-29,1234.0
2014-12-30,1200.0
2014-12-31,1050.0
2015-01-02,1084.0
2015-01-05,1070.0
2015-01-06,1060.0
2015-01-07,1082.0
2015-01-08,1200.0
2015-01-09,1158.0
2015-01-12,1124.0
2015-01-13,1020.0
2015-01-14,986.0
2015-01-15,960.0
2015-01-16,960.0
2015-01-20,870.0
2015-01-21,866.0
2015-01-22,896.0
2015-01-23,826.0
2015-01-26,866.0
2015-01-27,812.0
2015-01-28,810.0
2015-01-29,798.0
2015-01-30,760.0
2015-02-02,724.0
2015-02-03,726.0
2015-02-04,820.0
2015-02-05,824.0
2015-02-06,808.4000244140625
2015-02-09,762.0
2015-02-10,732.0
2015-02-11,722.0
2015-02-12,694.0
2015-02-13,704.0
2015-02-17,832.0
2015-02-18,930.0
2015-02-19,818.0
2015-02-20,862.0
2015-02-23,932.0
2015-02-24,932.0
2015-02-25,888.0
2015-02-26,850.0
2015-02-27,902.0
2015-03-02,1032.0
2015-03-03,1216.0
2015-03-04,1268.0
2015-03-05,1310.0
2015-03-06,1400.0
2015-03-09,1426.0
2015-03-10,1220.0
2015-03-11,1054.0
2015-03-12,1150.0
2015-03-13,1108.0
2015-03-16,982.0
2015-03-17,1062.0
2015-03-18,1014.0
2015-03-19,972.0
2015-03-20,912.0
2015-03-23,984.0
2015-03-24,998.0
2015-03-25,926.0
2015-03-26,884.0
2015-03-27,892.0
2015-03-30,874.0
2015-03-31,740.0
2015-04-01,714.0
2015-04-02,766.0
2015-04-06,758.0
2015-04-07,745.0
2015-04-08,726.0
2015-04-09,706.0
2015-04-10,710.0
2015-04-13,700.0
2015-04-14,708.0
2015-04-15,678.0
2015-04-16,688.0
2015-04-17,681.5999755859375
2015-04-20,718.0
2015-04-21,698.0
2015-04-22,666.0
2015-04-23,854.0
2015-04-24,816.0
2015-04-27,728.0
2015-04-28,706.0
2015-04-29,675.2000122070312
2015-04-30,628.0
2015-05-01,664.0
2015-05-04,674.0
2015-05-05,678.0
2015-05-06,710.0
2015-05-07,714.0
2015-05-08,712.0
2015-05-11,712.0
2015-05-12,716.0
2015-05-13,744.0
2015-05-14,706.0
2015-05-15,768.0
2015-05-18,844.0
2015-05-19,840.0
2015-05-20,812.0
2015-05-21,836.0
2015-05-22,836.0
2015-05-26,838.0
2015-05-27,802.4000244140625
2015-05-28,782.0
2015-05-29,746.0
2015-06-01,732.0
2015-06-02,760.0
2015-06-03,806.0
2015-06-04,794.0
2015-06-05,818.0
2015-06-08,854.0
2015-06-09,868.0
2015-06-10,896.0
2015-06-11,876.0
2015-06-12,882.0
2015-06-15,854.0
2015-06-16,848.0
2015-06-17,868.0
2015-06-18,900.0
2015-06-19,988.0
2015-06-22,1034.0
2015-06-23,1014.0
2015-06-24,966.0
2015-06-25,968.0
2015-06-26,950.0
2015-06-29,992.0
2015-06-30,1014.0
2015-07-01,1006.0
2015-07-02,1016.0
2015-07-06,1052.0
2015-07-07,1098.0
2015-07-08,1072.0
2015-07-09,1050.0
2015-07-10,1108.0
2015-07-13,1096.0
2015-07-14,1142.0
2015-07-15,1110.0
2015-07-16,1080.0
2015-07-17,1066.0
2015-07-20,1036.0
2015-07-21,1070.0
2015-07-22,1104.0
2015-07-23,1100.0
2015-07-24,1094.0
2015-07-27,1080.0
2015-07-28,1068.0
2015-07-29,1042.0
2015-07-30,1006.0
2015-07-31,990.0
2015-08-03,972.0
2015-08-04,936.0
2015-08-05,896.0
2015-08-06,824.0
2015-08-07,790.0
2015-08-10,804.0
2015-08-11,762.0
2015-08-12,756.0
2015-08-13,642.0
2015-08-14,642.0
2015-08-17,682.0
2015-08-18,662.0
2015-08-19,624.0
2015-08-20,644.0
2015-08-21,636.0
2015-08-24,606.0
2015-08-25,550.0
2015-08-26,542.0
2015-08-27,566.0
2015-08-28,594.0
2015-08-31,590.0
2015-09-01,524.7999877929688
2015-09-02,499.79998779296875
2015-09-03,472.0
2015-09-04,458.0
2015-09-08,494.0
2015-09-09,496.0
2015-09-10,510.0
2015-09-11,518.0
2015-09-14,510.0
2015-09-15,500.0
2015-09-16,522.0
2015-09-17,536.0
2015-09-18,494.0
2015-09-21,466.0
2015-09-22,488.0
2015-09-23,492.0
2015-09-24,480.0
2015-09-25,464.0
2015-09-28,398.0
2015-09-29,412.0
2015-09-30,422.0
2015-10-01,410.0
2015-10-02,544.0
2015-10-05,538.0
2015-10-06,550.0
2015-10-07,624.0
2015-10-08,642.0
2015-10-09,610.0
2015-10-12,598.0
2015-10-13,556.0
2015-10-14,632.0
2015-10-15,672.0
2015-10-16,618.0
2015-10-19,546.0
2015-10-20,500.0
2015-10-21,454.0
2015-10-22,456.0
2015-10-23,528.0
2015-10-26,600.0
2015-10-27,558.0
2015-10-28,552.0
2015-10-29,548.0
2015-10-30,530.0
2015-11-02,546.0
2015-11-03,550.0
2015-11-04,532.0
2015-11-05,520.0
2015-11-06,534.0
2015-11-09,494.0
2015-11-10,494.0
2015-11-11,482.0
2015-11-12,480.0
2015-11-13,446.0
2015-11-16,422.0
2015-11-17,410.0
2015-11-18,390.0
2015-11-19,370.0
2015-11-20,362.0
2015-11-23,378.0
2015-11-24,366.0
2015-11-25,362.0
2015-11-27,358.0
2015-11-30,362.0
2015-12-01,366.0
2015-12-02,354.0
2015-12-03,328.0
2015-12-04,302.0
2015-12-07,312.0
2015-12-08,304.0
2015-12-09,294.0
2015-12-10,300.0
2015-12-11,306.0
2015-12-14,273.0
2015-12-15,284.0
2015-12-16,296.0
2015-12-17,266.0
2015-12-18,280.0
2015-12-21,310.0
2015-12-22,340.0
2015-12-23,308.0
2015-12-24,313.20001220703125
2015-12-28,308.0
2015-12-29,312.0
2015-12-30,306.0
2015-12-31,303.0
2016-01-04,272.0
2016-01-05,264.0
2016-01-06,246.0
2016-01-07,246.0
2016-01-08,231.8000030517578
2016-01-11,274.0
2016-01-12,272.0
2016-01-13,260.0
2016-01-14,250.0
2016-01-15,230.0
2016-01-19,292.0
2016-01-20,279.0
2016-01-21,248.0
2016-01-22,260.0
2016-01-25,250.0
2016-01-26,254.0
2016-01-27,250.0
2016-01-28,248.0
2016-01-29,280.0
2016-02-01,281.0
2016-02-02,254.0
2016-02-03,252.0
2016-02-04,298.0
2016-02-05,307.0
2016-02-08,340.0
2016-02-09,336.0
2016-02-10,320.0
2016-02-11,262.0
2016-02-12,256.0
2016-02-16,282.0
2016-02-17,294.0
2016-02-18,270.0
2016-02-19,272.0
2016-02-22,306.0
2016-02-23,284.0
2016-02-24,282.0
2016-02-25,294.0
2016-02-26,324.0
2016-02-29,368.0
2016-03-01,394.0
2016-03-02,344.0
2016-03-03,324.0
2016-03-04,310.0
2016-03-07,276.0
2016-03-08,264.0
2016-03-09,282.0
2016-03-10,280.0
2016-03-11,286.0
2016-03-14,288.0
2016-03-15,268.0
2016-03-16,266.0
2016-03-17,278.0
2016-03-18,278.0
2016-03-21,278.0
2016-03-22,282.0
2016-03-23,266.0
2016-03-24,284.20001220703125
2016-03-28,266.0
2016-03-29,272.0
2016-03-30,258.0
2016-03-31,248.0
2016-04-01,245.39999389648438
2016-04-04,222.0
2016-04-05,210.0
2016-04-06,242.0
2016-04-07,268.0
2016-04-08,264.0
2016-04-11,260.0
2016-04-12,250.0
2016-04-13,238.0
2016-04-14,238.0
2016-04-15,258.0
2016-04-18,254.0
2016-04-19,248.0
2016-04-20,235.60000610351562
2016-04-21,244.0
2016-04-22,238.0
2016-04-25,234.0
2016-04-26,248.0
2016-04-27,256.0
2016-04-28,250.0
2016-04-29,230.0
2016-05-02,236.0
2016-05-03,246.0
2016-05-04,246.0
2016-05-05,232.0
2016-05-06,228.0
2016-05-09,230.0
2016-05-10,236.0
2016-05-11,228.0
2016-05-12,238.0
2016-05-13,236.0
2016-05-16,240.0
2016-05-17,242.0
2016-05-18,260.0
2016-05-19,232.0
2016-05-20,204.0
2016-05-23,220.0
2016-05-24,212.0
2016-05-25,222.0
2016-05-26,216.8000030517578
2016-05-27,210.0
2016-05-31,204.0
2016-06-01,210.0
2016-06-02,206.0
2016-06-03,200.0
2016-06-06,202.0
2016-06-07,210.39999389648438
2016-06-08,214.0
2016-06-09,220.0
2016-06-10,212.0
2016-06-13,211.0
2016-06-14,210.0
2016-06-15,208.0
2016-06-16,204.0
2016-06-17,186.0
2016-06-20,168.0
2016-06-21,160.0
2016-06-22,146.0
2016-06-23,162.0
2016-06-24,155.0
2016-06-27,143.60000610351562
2016-06-28,141.60000610351562
2016-06-29,149.0
2016-06-30,160.0
2016-07-01,160.0
2016-07-05,174.0
2016-07-06,172.0
2016-07-07,166.1999969482422
2016-07-08,172.0
2016-07-11,182.0
2016-07-12,180.0
2016-07-13,170.0
2016-07-14,174.0
2016-07-15,172.0
2016-07-18,170.0
2016-07-19,172.0
2016-07-20,174.0
2016-07-21,184.0
2016-07-22,176.0
2016-07-25,170.0
2016-07-26,163.0
2016-07-27,154.0
2016-07-28,154.0
2016-07-29,164.0
2016-08-01,164.0
2016-08-02,152.0
2016-08-03,162.8000030517578
2016-08-04,166.0
2016-08-05,181.0
2016-08-08,181.39999389648438
2016-08-09,173.1999969482422
2016-08-10,154.39999389648438
2016-08-11,163.60000610351562
2016-08-12,140.0
2016-08-15,134.0
2016-08-16,132.1999969482422
2016-08-17,136.0
2016-08-18,140.0
2016-08-19,150.0
2016-08-22,152.0
2016-08-23,142.60000610351562
2016-08-24,138.0
2016-08-25,128.0
2016-08-26,126.80000305175781
2016-08-29,136.1999969482422
2016-08-30,131.60000610351562
2016-08-31,126.0
2016-09-01,126.0
2016-09-02,126.0
2016-09-06,132.1999969482422
2016-09-07,122.0
2016-09-08,121.5999984741211
2016-09-09,126.0
2016-09-12,119.5999984741211
2016-09-13,126.0
2016-09-14,125.5999984741211
2016-09-15,124.0
2016-09-16,120.0
2016-09-19,116.0
2016-09-20,109.5999984741211
2016-09-21,106.0
2016-09-22,100.0
2016-09-23,90.19999694824219
2016-09-26,93.0
2016-09-27,100.0
2016-09-28,102.0
2016-09-29,98.0
2016-09-30,94.19999694824219
2016-10-03,98.0
2016-10-04,114.0
2016-10-05,110.80000305175781
2016-10-06,106.19999694824219
2016-10-07,104.0
2016-10-10,103.4000015258789
2016-10-11,92.5999984741211
2016-10-12,98.0
2016-10-13,108.4000015258789
2016-10-14,108.0
2016-10-17,107.0
2016-10-18,106.0
2016-10-19,104.0
2016-10-20,100.0
2016-10-21,106.0
2016-10-24,110.0
2016-10-25,121.5999984741211
2016-10-26,124.0
2016-10-27,126.0
2016-10-28,131.60000610351562
2016-10-31,116.0
2016-11-01,99.80000305175781
2016-11-02,94.0
2016-11-03,88.19999694824219
2016-11-04,91.80000305175781
2016-11-07,112.0
2016-11-08,112.0
2016-11-09,118.0
2016-11-10,114.0
2016-11-11,122.0
2016-11-14,134.39999389648438
2016-11-15,118.19999694824219
2016-11-16,113.5999984741211
2016-11-17,106.0
2016-11-18,109.80000305175781
2016-11-21,116.0
2016-11-22,124.0
2016-11-23,124.0
2016-11-25,140.0
2016-11-28,162.8000030517578
2016-11-29,168.0
2016-11-30,160.0
2016-12-01,156.0
2016-12-02,119.0
2016-12-05,120.0
2016-12-06,110.19999694824219
2016-12-07,114.5999984741211
2016-12-08,132.0
2016-12-09,100.0
2016-12-12,102.0
2016-12-13,95.80000305175781
2016-12-14,80.0
2016-12-15,66.0
2016-12-16,72.19999694824219
2016-12-19,52.0
2016-12-20,40.0
2016-12-21,72.0
2016-12-22,71.19999694824219
2016-12-23,62.0
2016-12-27,52.0
2016-12-28,58.0
2016-12-29,66.19999694824219
2016-12-30,60.0
2017-01-03,57.599998474121094
2017-01-04,56.20000076293945
2017-01-05,54.0
2017-01-06,57.599998474121094
2017-01-09,58.20000076293945
2017-01-10,57.20000076293945
2017-01-11,57.79999923706055
2017-01-12,58.0
2017-01-13,59.0
2017-01-17,63.400001525878906
2017-01-18,60.0
2017-01-19,73.0
2017-01-20,69.4000015258789
2017-01-23,65.5999984741211
2017-01-24,65.80000305175781
2017-01-25,67.80000305175781
2017-01-26,72.19999694824219
2017-01-27,70.0
2017-01-30,74.0
2017-01-31,64.4000015258789
2017-02-01,69.80000305175781
2017-02-02,67.5999984741211
2017-02-03,64.80000305175781
2017-02-06,62.0
2017-02-07,62.0
2017-02-08,57.400001525878906
2017-02-09,56.400001525878906
2017-02-10,57.79999923706055
2017-02-13,60.0
2017-02-14,60.0
2017-02-15,60.0
2017-02-16,63.20000076293945
2017-02-17,62.0
2017-02-21,65.0
2017-02-22,64.0
2017-02-23,64.80000305175781
2017-02-24,64.0
2017-02-27,64.5999984741211
2017-02-28,59.599998474121094
2017-03-01,61.79999923706055
2017-03-02,58.20000076293945
2017-03-03,59.20000076293945
2017-03-06,57.0
2017-03-07,56.400001525878906
2017-03-08,56.20000076293945
2017-03-09,56.0
2017-03-10,56.0
2017-03-13,57.0
2017-03-14,59.400001525878906
2017-03-15,58.599998474121094
2017-03-16,59.599998474121094
2017-03-17,62.400001525878906
2017-03-20,60.0
2017-03-21,59.79999923706055
2017-03-22,56.0
2017-03-23,58.0
2017-03-24,44.400001525878906
2017-03-27,42.79999923706055
2017-03-28,43.599998474121094
2017-03-29,44.20000076293945
2017-03-30,49.20000076293945
2017-03-31,43.20000076293945
2017-04-03,43.400001525878906
2017-04-04,41.0
2017-04-05,38.20000076293945
2017-04-06,40.0
2017-04-07,41.79999923706055
2017-04-10,43.0
2017-04-11,41.599998474121094
2017-04-12,40.599998474121094
2017-04-13,40.0
2017-04-17,39.599998474121094
2017-04-18,38.79999923706055
2017-04-19,38.0
2017-04-20,39.0
2017-04-21,38.599998474121094
2017-04-24,38.0
2017-04-25,36.0
2017-04-26,36.599998474121094
2017-04-27,38.400001525878906
2017-04-28,37.20000076293945
2017-05-01,35.79999923706055
2017-05-02,36.599998474121094
2017-05-03,36.0
2017-05-04,36.79999923706055
2017-05-05,36.20000076293945
2017-05-08,35.20000076293945
2017-05-09,37.0
2017-05-10,38.599998474121094
2017-05-11,45.79999923706055
2017-05-12,40.599998474121094
2017-05-15,36.20000076293945
2017-05-16,35.0
2017-05-17,33.0
2017-05-18,35.20000076293945
2017-05-19,34.599998474121094
2017-05-22,35.599998474121094
2017-05-23,34.400001525878906
2017-05-24,34.400001525878906
2017-05-25,34.599998474121094
2017-05-26,30.0
2017-05-30,27.200000762939453
2017-05-31,24.799999237060547
2017-06-01,22.399999618530273
2017-06-02,24.399999618530273
2017-06-05,27.0
2017-06-06,24.799999237060547
2017-06-07,25.399999618530273
2017-06-08,24.600000381469727
2017-06-09,24.600000381469727
2017-06-12,24.600000381469727
2017-06-13,24.600000381469727
2017-06-14,26.0
2017-06-15,25.799999237060547
2017-06-16,26.0
2017-06-19,25.200000762939453
2017-06-20,30.399999618530273
2017-06-21,32.400001525878906
2017-06-22,51.20000076293945
2017-06-23,34.20000076293945
2017-06-26,39.79999923706055
2017-06-27,38.400001525878906
2017-06-28,44.20000076293945
2017-06-29,41.0
2017-06-30,38.599998474121094
2017-07-03,38.0
2017-07-05,36.0
2017-07-06,33.599998474121094
2017-07-07,32.0
2017-07-10,31.399999618530273
2017-07-11,26.200000762939453
2017-07-12,23.760000228881836
2017-07-13,39.279998779296875
2017-07-14,36.47999954223633
2017-07-17,31.440000534057617
2017-07-18,31.200000762939453
2017-07-19,33.36800003051758
2017-07-20,34.880001068115234
2017-07-21,36.720001220703125
2017-07-24,34.959999084472656
2017-07-25,34.79999923706055
2017-07-26,37.279998779296875
2017-07-27,37.119998931884766
2017-07-28,40.04800033569336
2017-07-31,40.79999923706055
2017-08-01,42.400001525878906
2017-08-02,40.63999938964844
2017-08-03,40.0
2017-08-04,38.79999923706055
2017-08-07,41.7599983215332
2017-08-08,38.47999954223633
2017-08-09,38.880001068115234
2017-08-10,37.599998474121094
2017-08-11,34.63999938964844
2017-08-14,35.36000061035156
2017-08-15,32.08000183105469
2017-08-16,30.959999084472656
2017-08-17,30.559999465942383
2017-08-18,28.399999618530273
2017-08-21,28.559999465942383
2017-08-22,31.200000762939453
2017-08-23,30.440000534057617
2017-08-24,31.84000015258789
2017-08-25,33.20000076293945
2017-08-28,33.040000915527344
2017-08-29,33.52000045776367
2017-08-30,33.599998474121094
2017-08-31,33.91999816894531
2017-09-01,35.119998931884766
2017-09-05,35.7599983215332
2017-09-06,36.400001525878906
2017-09-07,36.08000183105469
2017-09-08,36.47999954223633
2017-09-11,36.0
2017-09-12,34.31999969482422
2017-09-13,30.8799991607666
2017-09-14,29.920000076293945
2017-09-15,29.520000457763672
2017-09-18,28.399999618530273
2017-09-19,27.200000762939453
2017-09-20,28.15999984741211
2017-09-21,28.719999313354492
2017-09-22,27.520000457763672
2017-09-25,26.31999969482422
2017-09-26,25.84000015258789
2017-09-27,23.68000030517578
2017-09-28,18.0
2017-09-29,17.68000030517578
2017-10-02,17.84000015258789
2017-10-03,17.920000076293945
2017-10-04,17.920000076293945
2017-10-05,18.0
2017-10-06,20.15999984741211
2017-10-09,23.1200008392334
2017-10-10,22.559999465942383
2017-10-11,22.399999618530273
2017-10-12,20.079999923706055
2017-10-13,18.8799991607666
2017-10-16,18.079999923706055
2017-10-17,18.799999237060547
2017-10-18,19.280000686645508
2017-10-19,18.959999084472656
2017-10-20,18.799999237060547
2017-10-23,18.719999313354492
2017-10-24,18.31999969482422
2017-10-25,18.239999771118164
2017-10-26,18.479999542236328
2017-10-27,18.15999984741211
2017-10-30,19.280000686645508
2017-10-31,19.84000015258789
2017-11-01,19.84000015258789
2017-11-02,22.0
2017-11-03,21.68000030517578
2017-11-06,21.68000030517578
2017-11-07,20.959999084472656
2017-11-08,22.079999923706055
2017-11-09,23.84000015258789
2017-11-10,24.399999618530273
2017-11-13,24.239999771118164
2017-11-14,22.15999984741211
2017-11-15,21.280000686645508
2017-11-16,22.239999771118164
2017-11-17,22.799999237060547
2017-11-20,22.8799991607666
2017-11-21,23.040000915527344
2017-11-22,23.520000457763672
2017-11-24,23.280000686645508
2017-11-27,23.200000762939453
2017-11-28,21.75200080871582
2017-11-29,21.360000610351562
2017-11-30,20.959999084472656
2017-12-01,19.84000015258789
2017-12-04,18.799999237060547
2017-12-05,17.920000076293945
2017-12-06,19.600000381469727
2017-12-07,19.360000610351562
2017-12-08,18.535999298095703
2017-12-11,18.719999313354492
2017-12-12,15.279999732971191
2017-12-13,17.520000457763672
2017-12-14,18.15999984741211
2017-12-15,19.760000228881836
2017-12-18,19.520000457763672
2017-12-19,18.799999237060547
2017-12-20,18.559999465942383
2017-12-21,19.280000686645508
2017-12-22,18.799999237060547
2017-12-26,18.959999084472656
2017-12-27,18.799999237060547
