,FLGT
2020-07-01,15.890000343322754
2020-07-02,16.209999084472656
2020-07-06,18.329999923706055
2020-07-07,18.399999618530273
2020-07-08,18.8700008392334
2020-07-09,19.56999969482422
2020-07-10,18.920000076293945
2020-07-13,19.729999542236328
2020-07-14,20.0
2020-07-15,20.559999465942383
2020-07-16,20.170000076293945
2020-07-17,19.030000686645508
2020-07-20,18.989999771118164
2020-07-21,19.309999465942383
2020-07-22,19.559999465942383
2020-07-23,20.530000686645508
2020-07-24,19.510000228881836
2020-07-27,26.459999084472656
2020-07-28,25.68000030517578
2020-07-29,25.65999984741211
2020-07-30,26.1200008392334
2020-07-31,26.350000381469727
2020-08-03,28.420000076293945
2020-08-04,29.690000534057617
2020-08-05,36.13999938964844
2020-08-06,36.650001525878906
2020-08-07,35.84000015258789
2020-08-10,43.4900016784668
2020-08-11,40.90999984741211
2020-08-12,41.630001068115234
2020-08-13,46.18000030517578
2020-08-14,42.02000045776367
2020-08-17,43.4900016784668
2020-08-18,44.189998626708984
2020-08-19,44.0099983215332
2020-08-20,50.5099983215332
2020-08-21,48.0
2020-08-24,45.63999938964844
2020-08-25,45.93000030517578
2020-08-26,44.79999923706055
2020-08-27,32.220001220703125
2020-08-28,30.25
2020-08-31,29.559999465942383
2020-09-01,28.920000076293945
2020-09-02,28.829999923706055
2020-09-03,32.18000030517578
2020-09-04,28.290000915527344
2020-09-08,27.290000915527344
2020-09-09,29.31999969482422
2020-09-10,29.860000610351562
2020-09-11,28.809999465942383
2020-09-14,30.25
2020-09-15,30.290000915527344
2020-09-16,32.349998474121094
2020-09-17,31.719999313354492
2020-09-18,34.38999938964844
2020-09-21,37.59000015258789
2020-09-22,40.25
2020-09-23,39.86000061035156
2020-09-24,39.52000045776367
2020-09-25,39.380001068115234
2020-09-28,38.939998626708984
2020-09-29,41.810001373291016
2020-09-30,40.040000915527344
2020-10-01,40.619998931884766
2020-10-02,39.970001220703125
2020-10-05,46.97999954223633
2020-10-06,44.52000045776367
2020-10-07,44.97999954223633
2020-10-08,44.869998931884766
2020-10-09,44.0
2020-10-12,43.68000030517578
2020-10-13,41.91999816894531
2020-10-14,38.16999816894531
2020-10-15,36.970001220703125
2020-10-16,35.709999084472656
2020-10-19,36.81999969482422
2020-10-20,35.56999969482422
2020-10-21,35.290000915527344
2020-10-22,35.349998474121094
2020-10-23,35.849998474121094
2020-10-26,34.349998474121094
2020-10-27,36.349998474121094
2020-10-28,34.59000015258789
2020-10-29,34.189998626708984
2020-10-30,32.529998779296875
2020-11-02,34.2400016784668
2020-11-03,35.56999969482422
2020-11-04,37.02000045776367
2020-11-05,38.720001220703125
2020-11-06,40.02000045776367
2020-11-09,31.010000228881836
2020-11-10,33.220001220703125
2020-11-11,32.75
2020-11-12,38.45000076293945
2020-11-13,42.79999923706055
2020-11-16,46.04999923706055
2020-11-17,44.43000030517578
2020-11-18,43.41999816894531
2020-11-19,41.65999984741211
2020-11-20,43.0
2020-11-23,43.599998474121094
2020-11-24,36.939998626708984
2020-11-25,36.5099983215332
2020-11-27,40.630001068115234
2020-11-30,44.91999816894531
2020-12-01,45.849998474121094
2020-12-02,47.08000183105469
2020-12-03,42.65999984741211
2020-12-04,43.54999923706055
2020-12-07,45.630001068115234
2020-12-08,48.56999969482422
2020-12-09,48.0099983215332
2020-12-10,51.08000183105469
2020-12-11,49.869998931884766
2020-12-14,44.77000045776367
2020-12-15,45.18000030517578
2020-12-16,43.380001068115234
2020-12-17,43.43000030517578
2020-12-18,44.36000061035156
2020-12-21,49.720001220703125
2020-12-22,49.790000915527344
2020-12-23,46.939998626708984
2020-12-24,45.77000045776367
2020-12-28,46.75
2020-12-29,50.79499816894531
2020-12-30,50.72999954223633
2020-12-31,52.099998474121094
2021-01-04,59.29999923706055
2021-01-05,63.650001525878906
2021-01-06,66.86000061035156
2021-01-07,70.83999633789062
2021-01-08,63.34000015258789
2021-01-11,62.06999969482422
2021-01-12,69.88999938964844
2021-01-13,69.83999633789062
2021-01-14,69.06999969482422
2021-01-15,70.72000122070312
2021-01-19,76.73999786376953
2021-01-20,69.4800033569336
2021-01-21,66.2300033569336
2021-01-22,69.23999786376953
2021-01-25,70.0
2021-01-26,75.61000061035156
2021-01-27,85.86000061035156
2021-01-28,92.48999786376953
2021-01-29,110.48999786376953
2021-02-01,137.91000366210938
2021-02-02,112.83000183105469
2021-02-03,126.66000366210938
2021-02-04,119.19999694824219
2021-02-05,141.52000427246094
2021-02-08,161.97000122070312
2021-02-09,183.85000610351562
2021-02-10,172.47000122070312
2021-02-11,170.97999572753906
2021-02-12,161.08999633789062
2021-02-16,150.0
2021-02-17,141.58999633789062
2021-02-18,137.08999633789062
2021-02-19,133.02000427246094
2021-02-22,105.41999816894531
2021-02-23,108.69999694824219
2021-02-24,110.37999725341797
2021-02-25,102.75
2021-02-26,101.26000213623047
2021-03-01,111.37999725341797
2021-03-02,103.73999786376953
2021-03-03,92.79000091552734
2021-03-04,85.52999877929688
2021-03-05,92.33999633789062
2021-03-08,94.55999755859375
2021-03-09,109.55999755859375
2021-03-10,97.19999694824219
2021-03-11,102.29000091552734
2021-03-12,95.5999984741211
2021-03-15,104.2699966430664
2021-03-16,109.36000061035156
2021-03-17,120.58999633789062
2021-03-18,106.37000274658203
2021-03-19,105.95999908447266
2021-03-22,109.77999877929688
2021-03-23,108.55000305175781
2021-03-24,100.22000122070312
2021-03-25,104.0999984741211
2021-03-26,95.2300033569336
2021-03-29,98.20999908447266
2021-03-30,92.33999633789062
2021-03-31,96.62000274658203
2021-04-01,100.44999694824219
2021-04-05,96.5999984741211
2021-04-06,93.06999969482422
2021-04-07,85.5999984741211
2021-04-08,85.23999786376953
2021-04-09,85.41000366210938
2021-04-12,82.30000305175781
2021-04-13,87.75
2021-04-14,88.94999694824219
2021-04-15,90.41999816894531
2021-04-16,90.5
2021-04-19,85.62000274658203
2021-04-20,82.91000366210938
2021-04-21,87.6500015258789
2021-04-22,86.77999877929688
2021-04-23,84.77999877929688
2021-04-26,87.69999694824219
2021-04-27,87.19000244140625
2021-04-28,87.63999938964844
2021-04-29,79.58999633789062
2021-04-30,77.0199966430664
2021-05-03,76.4800033569336
2021-05-04,74.13999938964844
2021-05-05,71.8499984741211
2021-05-06,73.01000213623047
2021-05-07,74.63999938964844
2021-05-10,68.47000122070312
2021-05-11,70.0199966430664
2021-05-12,66.80000305175781
2021-05-13,67.44999694824219
2021-05-14,70.33999633789062
