,ACLS
2011-12-14,5.039999961853027
2011-12-15,5.159999847412109
2011-12-16,5.159999847412109
2011-12-19,4.800000190734863
2011-12-20,5.0
2011-12-21,5.079999923706055
2011-12-22,5.440000057220459
2011-12-23,5.519999980926514
2011-12-27,5.440000057220459
2011-12-28,5.159999847412109
2011-12-29,5.320000171661377
2011-12-30,5.320000171661377
2012-01-03,5.559999942779541
2012-01-04,5.440000057220459
2012-01-05,6.159999847412109
2012-01-06,6.800000190734863
2012-01-09,6.599999904632568
2012-01-10,6.440000057220459
2012-01-11,6.440000057220459
2012-01-12,6.400000095367432
2012-01-13,6.239999771118164
2012-01-17,6.360000133514404
2012-01-18,6.960000038146973
2012-01-19,7.320000171661377
2012-01-20,7.119999885559082
2012-01-23,7.119999885559082
2012-01-24,7.0
2012-01-25,7.519999980926514
2012-01-26,7.480000019073486
2012-01-27,7.440000057220459
2012-01-30,6.880000114440918
2012-01-31,7.199999809265137
2012-02-01,7.079999923706055
2012-02-02,7.440000057220459
2012-02-03,7.199999809265137
2012-02-06,7.28000020980835
2012-02-07,7.119999885559082
2012-02-08,6.679999828338623
2012-02-09,6.800000190734863
2012-02-10,6.800000190734863
2012-02-13,6.800000190734863
2012-02-14,6.639999866485596
2012-02-15,6.480000019073486
2012-02-16,6.679999828338623
2012-02-17,7.159999847412109
2012-02-21,6.800000190734863
2012-02-22,6.920000076293945
2012-02-23,7.079999923706055
2012-02-24,6.800000190734863
2012-02-27,6.840000152587891
2012-02-28,6.880000114440918
2012-02-29,6.639999866485596
2012-03-01,6.71999979019165
2012-03-02,6.599999904632568
2012-03-05,6.28000020980835
2012-03-06,6.239999771118164
2012-03-07,6.199999809265137
2012-03-08,6.559999942779541
2012-03-09,6.519999980926514
2012-03-12,6.519999980926514
2012-03-13,6.320000171661377
2012-03-14,6.440000057220459
2012-03-15,6.599999904632568
2012-03-16,6.639999866485596
2012-03-19,7.079999923706055
2012-03-20,7.039999961853027
2012-03-21,6.920000076293945
2012-03-22,7.159999847412109
2012-03-23,7.119999885559082
2012-03-26,7.28000020980835
2012-03-27,7.119999885559082
2012-03-28,6.760000228881836
2012-03-29,6.800000190734863
2012-03-30,6.880000114440918
2012-04-02,7.039999961853027
2012-04-03,6.71999979019165
2012-04-04,6.480000019073486
2012-04-05,6.28000020980835
2012-04-09,6.159999847412109
2012-04-10,6.079999923706055
2012-04-11,6.079999923706055
2012-04-12,6.320000171661377
2012-04-13,6.039999961853027
2012-04-16,6.079999923706055
2012-04-17,6.119999885559082
2012-04-18,5.760000228881836
2012-04-19,5.639999866485596
2012-04-20,5.599999904632568
2012-04-23,5.639999866485596
2012-04-24,5.920000076293945
2012-04-25,6.039999961853027
2012-04-26,5.71999979019165
2012-04-27,5.599999904632568
2012-04-30,5.440000057220459
2012-05-01,5.559999942779541
2012-05-02,5.360000133514404
2012-05-03,4.840000152587891
2012-05-04,5.0
2012-05-07,4.920000076293945
2012-05-08,4.880000114440918
2012-05-09,4.840000152587891
2012-05-10,4.880000114440918
2012-05-11,4.71999979019165
2012-05-14,4.639999866485596
2012-05-15,4.599999904632568
2012-05-16,4.28000020980835
2012-05-17,4.320000171661377
2012-05-18,4.199999809265137
2012-05-21,4.159999847412109
2012-05-22,4.0
2012-05-23,4.119999885559082
2012-05-24,4.039999961853027
2012-05-25,4.480000019073486
2012-05-29,4.639999866485596
2012-05-30,4.519999980926514
2012-05-31,4.440000057220459
2012-06-01,4.360000133514404
2012-06-04,4.480000019073486
2012-06-05,4.480000019073486
2012-06-06,4.840000152587891
2012-06-07,4.840000152587891
2012-06-08,4.760000228881836
2012-06-11,4.519999980926514
2012-06-12,4.639999866485596
2012-06-13,4.559999942779541
2012-06-14,4.599999904632568
2012-06-15,4.800000190734863
2012-06-18,4.880000114440918
2012-06-19,5.0
2012-06-20,5.0
2012-06-21,4.71999979019165
2012-06-22,4.920000076293945
2012-06-25,4.800000190734863
2012-06-26,4.760000228881836
2012-06-27,4.760000228881836
2012-06-28,4.480000019073486
2012-06-29,4.800000190734863
2012-07-02,4.800000190734863
2012-07-03,4.800000190734863
2012-07-05,4.679999828338623
2012-07-06,4.519999980926514
2012-07-09,4.320000171661377
2012-07-10,4.119999885559082
2012-07-11,4.079999923706055
2012-07-12,3.880000114440918
2012-07-13,3.880000114440918
2012-07-16,3.7200000286102295
2012-07-17,3.559999942779541
2012-07-18,3.5999999046325684
2012-07-19,3.640000104904175
2012-07-20,3.680000066757202
2012-07-23,3.559999942779541
2012-07-24,3.5199999809265137
2012-07-25,3.5199999809265137
2012-07-26,3.559999942779541
2012-07-27,3.559999942779541
2012-07-30,3.440000057220459
2012-07-31,3.4000000953674316
2012-08-01,3.1600000858306885
2012-08-02,3.119999885559082
2012-08-03,3.559999942779541
2012-08-06,3.640000104904175
2012-08-07,3.759999990463257
2012-08-08,3.9600000381469727
2012-08-09,4.159999847412109
2012-08-10,4.119999885559082
2012-08-13,4.119999885559082
2012-08-14,4.039999961853027
2012-08-15,4.119999885559082
2012-08-16,4.199999809265137
2012-08-17,4.159999847412109
2012-08-20,4.079999923706055
2012-08-21,4.0
2012-08-22,3.9600000381469727
2012-08-23,3.880000114440918
2012-08-24,3.9600000381469727
2012-08-27,4.0
2012-08-28,4.039999961853027
2012-08-29,4.28000020980835
2012-08-30,4.159999847412109
2012-08-31,4.199999809265137
2012-09-04,4.119999885559082
2012-09-05,4.0
2012-09-06,3.9600000381469727
2012-09-07,4.0
2012-09-10,3.9600000381469727
2012-09-11,4.079999923706055
2012-09-12,4.079999923706055
2012-09-13,4.199999809265137
2012-09-14,4.28000020980835
2012-09-17,4.239999771118164
2012-09-18,4.28000020980835
2012-09-19,4.360000133514404
2012-09-20,4.320000171661377
2012-09-21,4.559999942779541
2012-09-24,4.440000057220459
2012-09-25,4.599999904632568
2012-09-26,4.360000133514404
2012-09-27,4.28000020980835
2012-09-28,4.199999809265137
2012-10-01,4.199999809265137
2012-10-02,4.199999809265137
2012-10-03,4.199999809265137
2012-10-04,4.199999809265137
2012-10-05,4.199999809265137
2012-10-08,4.079999923706055
2012-10-09,3.880000114440918
2012-10-10,3.8399999141693115
2012-10-11,3.9200000762939453
2012-10-12,3.799999952316284
2012-10-15,3.9200000762939453
2012-10-16,3.9200000762939453
2012-10-17,3.9600000381469727
2012-10-18,3.799999952316284
2012-10-19,3.7200000286102295
2012-10-22,3.799999952316284
2012-10-23,3.680000066757202
2012-10-24,3.640000104904175
2012-10-25,3.640000104904175
2012-10-26,3.5999999046325684
2012-10-31,3.680000066757202
2012-11-01,3.799999952316284
2012-11-02,3.8399999141693115
2012-11-05,3.9200000762939453
2012-11-06,3.9200000762939453
2012-11-07,3.640000104904175
2012-11-08,3.5999999046325684
2012-11-09,3.559999942779541
2012-11-12,3.4800000190734863
2012-11-13,3.359999895095825
2012-11-14,3.4000000953674316
2012-11-15,3.4000000953674316
2012-11-16,3.4000000953674316
2012-11-19,3.680000066757202
2012-11-20,3.640000104904175
2012-11-21,3.680000066757202
2012-11-23,3.8399999141693115
2012-11-26,3.880000114440918
2012-11-27,3.880000114440918
2012-11-28,3.9200000762939453
2012-11-29,4.0
2012-11-30,3.9600000381469727
2012-12-03,4.0
2012-12-04,4.320000171661377
2012-12-05,4.840000152587891
2012-12-06,4.920000076293945
2012-12-07,4.840000152587891
2012-12-10,4.71999979019165
2012-12-11,4.800000190734863
2012-12-12,4.840000152587891
2012-12-13,4.71999979019165
2012-12-14,4.760000228881836
2012-12-17,4.760000228881836
2012-12-18,5.320000171661377
2012-12-19,5.28000020980835
2012-12-20,5.239999771118164
2012-12-21,5.400000095367432
2012-12-24,5.480000019073486
2012-12-26,5.599999904632568
2012-12-27,5.559999942779541
2012-12-28,5.440000057220459
2012-12-31,5.519999980926514
2013-01-02,5.480000019073486
2013-01-03,5.559999942779541
2013-01-04,5.559999942779541
2013-01-07,5.639999866485596
2013-01-08,5.480000019073486
2013-01-09,5.519999980926514
2013-01-10,5.440000057220459
2013-01-11,5.440000057220459
2013-01-14,5.239999771118164
2013-01-15,5.079999923706055
2013-01-16,5.0
2013-01-17,5.159999847412109
2013-01-18,5.079999923706055
2013-01-22,5.079999923706055
2013-01-23,5.039999961853027
2013-01-24,5.440000057220459
2013-01-25,5.519999980926514
2013-01-28,5.440000057220459
2013-01-29,5.599999904632568
2013-01-30,5.400000095367432
2013-01-31,5.400000095367432
2013-02-01,5.519999980926514
2013-02-04,5.400000095367432
2013-02-05,5.360000133514404
2013-02-06,5.440000057220459
2013-02-07,5.239999771118164
2013-02-08,5.28000020980835
2013-02-11,5.159999847412109
2013-02-12,5.199999809265137
2013-02-13,5.079999923706055
2013-02-14,5.159999847412109
2013-02-15,5.119999885559082
2013-02-19,5.079999923706055
2013-02-20,4.880000114440918
2013-02-21,4.840000152587891
2013-02-22,5.039999961853027
2013-02-25,4.71999979019165
2013-02-26,4.920000076293945
2013-02-27,4.880000114440918
2013-02-28,4.559999942779541
2013-03-01,4.599999904632568
2013-03-04,4.440000057220459
2013-03-05,4.400000095367432
2013-03-06,4.360000133514404
2013-03-07,4.400000095367432
2013-03-08,4.400000095367432
2013-03-11,4.400000095367432
2013-03-12,4.559999942779541
2013-03-13,4.599999904632568
2013-03-14,4.840000152587891
2013-03-15,4.920000076293945
2013-03-18,5.119999885559082
2013-03-19,4.960000038146973
2013-03-20,4.800000190734863
2013-03-21,4.800000190734863
2013-03-22,4.800000190734863
2013-03-25,4.920000076293945
2013-03-26,4.679999828338623
2013-03-27,4.800000190734863
2013-03-28,5.0
2013-04-01,5.0
2013-04-02,4.840000152587891
2013-04-03,4.800000190734863
2013-04-04,4.639999866485596
2013-04-05,4.639999866485596
2013-04-08,4.599999904632568
2013-04-09,4.519999980926514
2013-04-10,4.679999828338623
2013-04-11,4.880000114440918
2013-04-12,5.079999923706055
2013-04-15,4.840000152587891
2013-04-16,4.960000038146973
2013-04-17,4.760000228881836
2013-04-18,4.760000228881836
2013-04-19,4.679999828338623
2013-04-22,4.71999979019165
2013-04-23,5.0
2013-04-24,4.920000076293945
2013-04-25,5.039999961853027
2013-04-26,5.039999961853027
2013-04-29,5.239999771118164
2013-04-30,5.199999809265137
2013-05-01,4.880000114440918
2013-05-02,5.320000171661377
2013-05-03,5.480000019073486
2013-05-06,5.480000019073486
2013-05-07,5.28000020980835
2013-05-08,5.199999809265137
2013-05-09,5.28000020980835
2013-05-10,5.400000095367432
2013-05-13,5.400000095367432
2013-05-14,5.559999942779541
2013-05-15,5.71999979019165
2013-05-16,5.559999942779541
2013-05-17,5.960000038146973
2013-05-20,6.119999885559082
2013-05-21,6.0
2013-05-22,5.800000190734863
2013-05-23,6.0
2013-05-24,6.360000133514404
2013-05-28,6.400000095367432
2013-05-29,6.480000019073486
2013-05-30,6.400000095367432
2013-05-31,6.400000095367432
2013-06-03,6.559999942779541
2013-06-04,6.360000133514404
2013-06-05,6.440000057220459
2013-06-06,6.679999828338623
2013-06-07,7.159999847412109
2013-06-10,7.199999809265137
2013-06-11,6.800000190734863
2013-06-12,7.0
2013-06-13,7.159999847412109
2013-06-14,6.840000152587891
2013-06-17,6.920000076293945
2013-06-18,7.159999847412109
2013-06-19,7.039999961853027
2013-06-20,6.800000190734863
2013-06-21,6.800000190734863
2013-06-24,6.800000190734863
2013-06-25,7.079999923706055
2013-06-26,7.119999885559082
2013-06-27,7.159999847412109
2013-06-28,7.28000020980835
2013-07-01,7.199999809265137
2013-07-02,7.159999847412109
2013-07-03,7.159999847412109
2013-07-05,7.400000095367432
2013-07-08,7.360000133514404
2013-07-09,7.559999942779541
2013-07-10,7.840000152587891
2013-07-11,7.800000190734863
2013-07-12,7.679999828338623
2013-07-15,7.960000038146973
2013-07-16,8.0
2013-07-17,8.239999771118164
2013-07-18,8.239999771118164
2013-07-19,8.119999885559082
2013-07-22,7.960000038146973
2013-07-23,7.71999979019165
2013-07-24,7.760000228881836
2013-07-25,8.039999961853027
2013-07-26,8.199999809265137
2013-07-29,8.199999809265137
2013-07-30,8.760000228881836
2013-07-31,8.720000267028809
2013-08-01,8.84000015258789
2013-08-02,8.520000457763672
2013-08-05,8.039999961853027
2013-08-06,7.71999979019165
2013-08-07,7.599999904632568
2013-08-08,7.559999942779541
2013-08-09,7.400000095367432
2013-08-12,7.840000152587891
2013-08-13,8.15999984741211
2013-08-14,7.920000076293945
2013-08-15,7.71999979019165
2013-08-16,7.71999979019165
2013-08-19,7.480000019073486
2013-08-20,7.559999942779541
2013-08-21,7.519999980926514
2013-08-22,7.880000114440918
2013-08-23,7.800000190734863
2013-08-26,7.880000114440918
2013-08-27,7.480000019073486
2013-08-28,7.559999942779541
2013-08-29,7.960000038146973
2013-08-30,7.920000076293945
2013-09-03,7.800000190734863
2013-09-04,8.079999923706055
2013-09-05,8.239999771118164
2013-09-06,8.199999809265137
2013-09-09,8.84000015258789
2013-09-10,8.960000038146973
2013-09-11,9.039999961853027
2013-09-12,8.960000038146973
2013-09-13,9.079999923706055
2013-09-16,8.920000076293945
2013-09-17,9.039999961853027
2013-09-18,8.920000076293945
2013-09-19,8.920000076293945
2013-09-20,8.760000228881836
2013-09-23,8.520000457763672
2013-09-24,8.479999542236328
2013-09-25,8.84000015258789
2013-09-26,8.84000015258789
2013-09-27,8.600000381469727
2013-09-30,8.4399995803833
2013-10-01,8.720000267028809
2013-10-02,8.880000114440918
2013-10-03,8.960000038146973
2013-10-04,9.359999656677246
2013-10-07,9.079999923706055
2013-10-08,9.0
2013-10-09,9.039999961853027
2013-10-10,9.479999542236328
2013-10-11,9.279999732971191
2013-10-14,9.5600004196167
2013-10-15,9.199999809265137
2013-10-16,9.359999656677246
2013-10-17,9.359999656677246
2013-10-18,9.319999694824219
2013-10-21,9.039999961853027
2013-10-22,9.640000343322754
2013-10-23,9.520000457763672
2013-10-24,9.4399995803833
2013-10-25,9.359999656677246
2013-10-28,9.119999885559082
2013-10-29,9.4399995803833
2013-10-30,8.720000267028809
2013-10-31,8.680000305175781
2013-11-01,8.680000305175781
2013-11-04,8.84000015258789
2013-11-05,8.880000114440918
2013-11-06,9.039999961853027
2013-11-07,9.319999694824219
2013-11-08,9.479999542236328
2013-11-11,9.15999984741211
2013-11-12,9.079999923706055
2013-11-13,9.319999694824219
2013-11-14,9.0
2013-11-15,8.720000267028809
2013-11-18,8.239999771118164
2013-11-19,8.239999771118164
2013-11-20,8.84000015258789
2013-11-21,9.0
2013-11-22,8.920000076293945
2013-11-25,8.960000038146973
2013-11-26,8.84000015258789
2013-11-27,8.760000228881836
2013-11-29,8.880000114440918
2013-12-02,8.720000267028809
2013-12-03,8.920000076293945
2013-12-04,9.199999809265137
2013-12-05,8.960000038146973
2013-12-06,8.880000114440918
2013-12-09,8.479999542236328
2013-12-10,8.640000343322754
2013-12-11,8.4399995803833
2013-12-12,8.479999542236328
2013-12-13,8.84000015258789
2013-12-16,8.800000190734863
2013-12-17,9.0
2013-12-18,8.920000076293945
2013-12-19,8.920000076293945
2013-12-20,9.359999656677246
2013-12-23,9.640000343322754
2013-12-24,9.960000038146973
2013-12-26,9.920000076293945
2013-12-27,9.640000343322754
2013-12-30,9.720000267028809
2013-12-31,9.760000228881836
2014-01-02,9.520000457763672
2014-01-03,9.760000228881836
2014-01-06,9.640000343322754
2014-01-07,9.520000457763672
2014-01-08,9.520000457763672
2014-01-09,9.880000114440918
2014-01-10,9.199999809265137
2014-01-13,9.199999809265137
2014-01-14,9.399999618530273
2014-01-15,9.359999656677246
2014-01-16,9.479999542236328
2014-01-17,9.479999542236328
2014-01-21,9.800000190734863
2014-01-22,10.0
2014-01-23,10.039999961853027
2014-01-24,9.600000381469727
2014-01-27,9.319999694824219
2014-01-28,9.239999771118164
2014-01-29,9.15999984741211
2014-01-30,9.600000381469727
2014-01-31,9.680000305175781
2014-02-03,9.279999732971191
2014-02-04,9.640000343322754
2014-02-05,8.84000015258789
2014-02-06,8.720000267028809
2014-02-07,8.520000457763672
2014-02-10,8.800000190734863
2014-02-11,8.600000381469727
2014-02-12,8.600000381469727
2014-02-13,8.720000267028809
2014-02-14,8.760000228881836
2014-02-18,8.760000228881836
2014-02-19,8.800000190734863
2014-02-20,9.039999961853027
2014-02-21,8.920000076293945
2014-02-24,9.079999923706055
2014-02-25,9.079999923706055
2014-02-26,9.039999961853027
2014-02-27,9.119999885559082
2014-02-28,8.920000076293945
2014-03-03,8.800000190734863
2014-03-04,9.199999809265137
2014-03-05,9.079999923706055
2014-03-06,8.960000038146973
2014-03-07,9.0
2014-03-10,9.039999961853027
2014-03-11,9.479999542236328
2014-03-12,9.520000457763672
2014-03-13,9.399999618530273
2014-03-14,9.279999732971191
2014-03-17,9.4399995803833
2014-03-18,9.600000381469727
2014-03-19,9.399999618530273
2014-03-20,9.319999694824219
2014-03-21,9.239999771118164
2014-03-24,9.15999984741211
2014-03-25,9.119999885559082
2014-03-26,8.800000190734863
2014-03-27,8.600000381469727
2014-03-28,8.4399995803833
2014-03-31,8.600000381469727
2014-04-01,9.0
2014-04-02,8.960000038146973
2014-04-03,8.720000267028809
2014-04-04,8.359999656677246
2014-04-07,8.079999923706055
2014-04-08,8.199999809265137
2014-04-09,8.239999771118164
2014-04-10,8.0
2014-04-11,7.679999828338623
2014-04-14,7.400000095367432
2014-04-15,7.599999904632568
2014-04-16,7.599999904632568
2014-04-17,7.800000190734863
2014-04-21,7.639999866485596
2014-04-22,7.760000228881836
2014-04-23,7.679999828338623
2014-04-24,7.679999828338623
2014-04-25,7.199999809265137
2014-04-28,7.159999847412109
2014-04-29,7.199999809265137
2014-04-30,7.159999847412109
2014-05-01,7.079999923706055
2014-05-02,6.920000076293945
2014-05-05,7.039999961853027
2014-05-06,7.079999923706055
2014-05-07,6.440000057220459
2014-05-08,6.159999847412109
2014-05-09,6.480000019073486
2014-05-12,6.760000228881836
2014-05-13,6.559999942779541
2014-05-14,6.239999771118164
2014-05-15,6.239999771118164
2014-05-16,6.400000095367432
2014-05-19,6.440000057220459
2014-05-20,6.71999979019165
2014-05-21,6.71999979019165
2014-05-22,6.960000038146973
2014-05-23,7.039999961853027
2014-05-27,7.360000133514404
2014-05-28,7.239999771118164
2014-05-29,7.400000095367432
2014-05-30,7.519999980926514
2014-06-02,7.360000133514404
2014-06-03,7.320000171661377
2014-06-04,7.28000020980835
2014-06-05,7.360000133514404
2014-06-06,7.639999866485596
2014-06-09,7.71999979019165
2014-06-10,7.679999828338623
2014-06-11,7.679999828338623
2014-06-12,7.599999904632568
2014-06-13,7.639999866485596
2014-06-16,7.760000228881836
2014-06-17,7.760000228881836
2014-06-18,7.920000076293945
2014-06-19,8.0
2014-06-20,7.960000038146973
2014-06-23,8.039999961853027
2014-06-24,7.800000190734863
2014-06-25,7.960000038146973
2014-06-26,7.599999904632568
2014-06-27,7.840000152587891
2014-06-30,8.0
2014-07-01,8.039999961853027
2014-07-02,8.119999885559082
2014-07-03,8.239999771118164
2014-07-07,7.840000152587891
2014-07-08,7.0
2014-07-09,7.039999961853027
2014-07-10,7.119999885559082
2014-07-11,7.239999771118164
2014-07-14,7.239999771118164
2014-07-15,7.199999809265137
2014-07-16,7.239999771118164
2014-07-17,7.239999771118164
2014-07-18,7.28000020980835
2014-07-21,7.28000020980835
2014-07-22,7.199999809265137
2014-07-23,7.039999961853027
2014-07-24,7.039999961853027
2014-07-25,6.920000076293945
2014-07-28,6.920000076293945
2014-07-29,6.880000114440918
2014-07-30,7.039999961853027
2014-07-31,7.0
2014-08-01,7.0
2014-08-04,6.920000076293945
2014-08-05,6.920000076293945
2014-08-06,6.920000076293945
2014-08-07,6.840000152587891
2014-08-08,7.0
2014-08-11,7.079999923706055
2014-08-12,7.039999961853027
2014-08-13,7.079999923706055
2014-08-14,7.119999885559082
2014-08-15,7.039999961853027
2014-08-18,7.119999885559082
2014-08-19,7.28000020980835
2014-08-20,7.239999771118164
2014-08-21,7.480000019073486
2014-08-22,7.519999980926514
2014-08-25,7.639999866485596
2014-08-26,7.639999866485596
2014-08-27,8.039999961853027
2014-08-28,8.0
2014-08-29,8.079999923706055
2014-09-02,8.15999984741211
2014-09-03,7.960000038146973
2014-09-04,7.960000038146973
2014-09-05,7.960000038146973
2014-09-08,7.920000076293945
2014-09-09,7.960000038146973
2014-09-10,8.0
2014-09-11,8.039999961853027
2014-09-12,7.920000076293945
2014-09-15,7.840000152587891
2014-09-16,7.800000190734863
2014-09-17,7.800000190734863
2014-09-18,8.479999542236328
2014-09-19,8.4399995803833
2014-09-22,8.079999923706055
2014-09-23,8.0
2014-09-24,8.0
2014-09-25,7.760000228881836
2014-09-26,7.679999828338623
2014-09-29,7.800000190734863
2014-09-30,7.960000038146973
2014-10-01,8.039999961853027
2014-10-02,8.279999732971191
2014-10-03,8.279999732971191
2014-10-06,8.279999732971191
2014-10-07,7.840000152587891
2014-10-08,8.079999923706055
2014-10-09,7.71999979019165
2014-10-10,7.199999809265137
2014-10-13,7.239999771118164
2014-10-14,7.400000095367432
2014-10-15,7.559999942779541
2014-10-16,7.760000228881836
2014-10-17,7.760000228881836
2014-10-20,7.679999828338623
2014-10-21,7.840000152587891
2014-10-22,7.559999942779541
2014-10-23,7.880000114440918
2014-10-24,7.920000076293945
2014-10-27,7.840000152587891
2014-10-28,8.4399995803833
2014-10-29,8.680000305175781
2014-10-30,8.760000228881836
2014-10-31,8.720000267028809
2014-11-03,8.640000343322754
2014-11-04,8.680000305175781
2014-11-05,9.319999694824219
2014-11-06,8.5600004196167
2014-11-07,8.520000457763672
2014-11-10,8.600000381469727
2014-11-11,8.600000381469727
2014-11-12,8.5600004196167
2014-11-13,8.600000381469727
2014-11-14,8.760000228881836
2014-11-17,8.680000305175781
2014-11-18,8.760000228881836
2014-11-19,8.600000381469727
2014-11-20,8.600000381469727
2014-11-21,8.5600004196167
2014-11-24,8.640000343322754
2014-11-25,8.680000305175781
2014-11-26,8.800000190734863
2014-11-28,8.600000381469727
2014-12-01,8.680000305175781
2014-12-02,8.880000114440918
2014-12-03,8.960000038146973
2014-12-04,8.920000076293945
2014-12-05,9.119999885559082
2014-12-08,8.960000038146973
2014-12-09,9.319999694824219
2014-12-10,9.279999732971191
2014-12-11,9.399999618530273
2014-12-12,9.399999618530273
2014-12-15,9.279999732971191
2014-12-16,9.279999732971191
2014-12-17,9.479999542236328
2014-12-18,9.600000381469727
2014-12-19,9.640000343322754
2014-12-22,9.920000076293945
2014-12-23,9.720000267028809
2014-12-24,9.880000114440918
2014-12-26,9.960000038146973
2014-12-29,9.960000038146973
2014-12-30,10.079999923706055
2014-12-31,10.239999771118164
2015-01-02,10.199999809265137
2015-01-05,10.0
2015-01-06,9.600000381469727
2015-01-07,9.720000267028809
2015-01-08,9.920000076293945
2015-01-09,10.079999923706055
2015-01-12,9.800000190734863
2015-01-13,9.600000381469727
2015-01-14,9.600000381469727
2015-01-15,9.600000381469727
2015-01-16,9.960000038146973
2015-01-20,10.0
2015-01-21,9.880000114440918
2015-01-22,10.079999923706055
2015-01-23,9.960000038146973
2015-01-26,9.920000076293945
2015-01-27,9.720000267028809
2015-01-28,9.760000228881836
2015-01-29,10.079999923706055
2015-01-30,9.600000381469727
2015-02-02,9.84000015258789
2015-02-03,9.800000190734863
2015-02-04,10.0
2015-02-05,10.279999732971191
2015-02-06,10.680000305175781
2015-02-09,10.5600004196167
2015-02-10,10.640000343322754
2015-02-11,10.640000343322754
2015-02-12,11.079999923706055
2015-02-13,11.239999771118164
2015-02-17,11.079999923706055
2015-02-18,11.199999809265137
2015-02-19,11.119999885559082
2015-02-20,10.800000190734863
2015-02-23,10.399999618530273
2015-02-24,10.960000038146973
2015-02-25,11.319999694824219
2015-02-26,11.4399995803833
2015-02-27,11.199999809265137
2015-03-02,11.520000457763672
2015-03-03,11.319999694824219
2015-03-04,11.199999809265137
2015-03-05,11.199999809265137
2015-03-06,10.84000015258789
2015-03-09,10.84000015258789
2015-03-10,10.520000457763672
2015-03-11,10.479999542236328
2015-03-12,10.760000228881836
2015-03-13,10.880000114440918
2015-03-16,10.880000114440918
2015-03-17,10.84000015258789
2015-03-18,10.119999885559082
2015-03-19,10.15999984741211
2015-03-20,9.880000114440918
2015-03-23,10.079999923706055
2015-03-24,10.039999961853027
2015-03-25,9.600000381469727
2015-03-26,9.399999618530273
2015-03-27,9.399999618530273
2015-03-30,9.600000381469727
2015-03-31,9.520000457763672
2015-04-01,10.399999618530273
2015-04-02,10.319999694824219
2015-04-06,10.119999885559082
2015-04-07,10.399999618530273
2015-04-08,10.4399995803833
2015-04-09,10.4399995803833
2015-04-10,10.640000343322754
2015-04-13,10.5600004196167
2015-04-14,10.5600004196167
2015-04-15,10.600000381469727
2015-04-16,10.4399995803833
2015-04-17,9.960000038146973
2015-04-20,10.079999923706055
2015-04-21,10.5600004196167
2015-04-22,10.5600004196167
2015-04-23,10.600000381469727
2015-04-24,10.479999542236328
2015-04-27,10.319999694824219
2015-04-28,10.520000457763672
2015-04-29,10.4399995803833
2015-04-30,10.079999923706055
2015-05-01,10.319999694824219
2015-05-04,10.399999618530273
2015-05-05,10.359999656677246
2015-05-06,11.079999923706055
2015-05-07,11.800000190734863
2015-05-08,11.680000305175781
2015-05-11,12.119999885559082
2015-05-12,12.319999694824219
2015-05-13,12.4399995803833
2015-05-14,12.640000343322754
2015-05-15,12.600000381469727
2015-05-18,12.84000015258789
2015-05-19,12.5600004196167
2015-05-20,12.5600004196167
2015-05-21,12.520000457763672
2015-05-22,12.520000457763672
2015-05-26,12.600000381469727
2015-05-27,12.960000038146973
2015-05-28,12.84000015258789
2015-05-29,12.800000190734863
2015-06-01,12.84000015258789
2015-06-02,12.600000381469727
2015-06-03,12.680000305175781
2015-06-04,12.399999618530273
2015-06-05,12.5600004196167
2015-06-08,12.319999694824219
2015-06-09,12.079999923706055
2015-06-10,12.359999656677246
2015-06-11,12.199999809265137
2015-06-12,12.239999771118164
2015-06-15,12.039999961853027
2015-06-16,12.039999961853027
2015-06-17,12.079999923706055
2015-06-18,12.119999885559082
2015-06-19,12.15999984741211
2015-06-22,11.960000038146973
2015-06-23,12.119999885559082
2015-06-24,12.479999542236328
2015-06-25,12.5600004196167
2015-06-26,12.079999923706055
2015-06-29,11.600000381469727
2015-06-30,11.84000015258789
2015-07-01,12.119999885559082
2015-07-02,12.4399995803833
2015-07-06,12.359999656677246
2015-07-07,12.199999809265137
2015-07-08,11.359999656677246
2015-07-09,11.359999656677246
2015-07-10,11.84000015258789
2015-07-13,11.880000114440918
2015-07-14,11.960000038146973
2015-07-15,12.039999961853027
2015-07-16,12.0
2015-07-17,11.84000015258789
2015-07-20,11.800000190734863
2015-07-21,11.880000114440918
2015-07-22,11.880000114440918
2015-07-23,11.399999618530273
2015-07-24,11.0
2015-07-27,11.279999732971191
2015-07-28,11.359999656677246
2015-07-29,11.039999961853027
2015-07-30,11.720000267028809
2015-07-31,11.800000190734863
2015-08-03,11.680000305175781
2015-08-04,11.479999542236328
2015-08-05,12.720000267028809
2015-08-06,12.720000267028809
2015-08-07,12.84000015258789
2015-08-10,13.119999885559082
2015-08-11,12.920000076293945
2015-08-12,12.84000015258789
2015-08-13,12.800000190734863
2015-08-14,12.84000015258789
2015-08-17,12.84000015258789
2015-08-18,12.720000267028809
2015-08-19,13.319999694824219
2015-08-20,13.399999618530273
2015-08-21,13.15999984741211
2015-08-24,12.279999732971191
2015-08-25,12.039999961853027
2015-08-26,12.319999694824219
2015-08-27,12.600000381469727
2015-08-28,12.680000305175781
2015-08-31,13.039999961853027
2015-09-01,12.640000343322754
2015-09-02,12.960000038146973
2015-09-03,12.880000114440918
2015-09-04,12.920000076293945
2015-09-08,13.640000343322754
2015-09-09,13.239999771118164
2015-09-10,13.479999542236328
2015-09-11,13.399999618530273
2015-09-14,13.199999809265137
