,BBBY
2015-02-24,76.16000366210938
2015-02-25,74.87999725341797
2015-02-26,73.75
2015-02-27,74.66000366210938
2015-03-02,75.66999816894531
2015-03-03,74.83999633789062
2015-03-04,74.36000061035156
2015-03-05,74.38999938964844
2015-03-06,73.66000366210938
2015-03-09,74.83000183105469
2015-03-10,73.97000122070312
2015-03-11,73.88999938964844
2015-03-12,74.97000122070312
2015-03-13,75.05000305175781
2015-03-16,76.77999877929688
2015-03-17,76.13999938964844
2015-03-18,75.87000274658203
2015-03-19,75.61000061035156
2015-03-20,74.87000274658203
2015-03-23,75.30999755859375
2015-03-24,75.37000274658203
2015-03-25,75.0199966430664
2015-03-26,73.77999877929688
2015-03-27,75.45999908447266
2015-03-30,76.43000030517578
2015-03-31,76.77999877929688
2015-04-01,76.33000183105469
2015-04-02,76.80000305175781
2015-04-06,77.48999786376953
2015-04-07,76.69999694824219
2015-04-08,77.68000030517578
2015-04-09,73.45999908447266
2015-04-10,73.43000030517578
2015-04-13,73.19999694824219
2015-04-14,73.37999725341797
2015-04-15,73.0199966430664
2015-04-16,72.62000274658203
2015-04-17,71.45999908447266
2015-04-20,72.30999755859375
2015-04-21,72.48999786376953
2015-04-22,72.37999725341797
2015-04-23,72.80000305175781
2015-04-24,72.52999877929688
2015-04-27,71.05000305175781
2015-04-28,71.19000244140625
2015-04-29,70.97000122070312
2015-04-30,70.45999908447266
2015-05-01,71.41000366210938
2015-05-04,72.01000213623047
2015-05-05,71.05999755859375
2015-05-06,70.48999786376953
2015-05-07,70.5999984741211
2015-05-08,71.44000244140625
2015-05-11,70.30000305175781
2015-05-12,70.13999938964844
2015-05-13,69.76000213623047
2015-05-14,69.6500015258789
2015-05-15,73.3499984741211
2015-05-18,73.7699966430664
2015-05-19,72.97000122070312
2015-05-20,71.44000244140625
2015-05-21,71.69000244140625
2015-05-22,71.76000213623047
2015-05-26,70.66999816894531
2015-05-27,71.1500015258789
2015-05-28,71.76000213623047
2015-05-29,71.31999969482422
2015-06-01,71.52999877929688
2015-06-02,71.06999969482422
2015-06-03,70.58999633789062
2015-06-04,70.11000061035156
2015-06-05,69.80999755859375
2015-06-08,69.43000030517578
2015-06-09,68.8499984741211
2015-06-10,69.7699966430664
2015-06-11,69.79000091552734
2015-06-12,69.95999908447266
2015-06-15,69.30000305175781
2015-06-16,69.68000030517578
2015-06-17,70.06999969482422
2015-06-18,71.0999984741211
2015-06-19,70.73999786376953
2015-06-22,70.51000213623047
2015-06-23,70.75
2015-06-24,70.33999633789062
2015-06-25,69.2300033569336
2015-06-26,71.11000061035156
2015-06-29,68.7699966430664
2015-06-30,68.9800033569336
2015-07-01,69.44999694824219
2015-07-02,69.05000305175781
2015-07-06,68.72000122070312
2015-07-07,69.13999938964844
2015-07-08,68.08999633789062
2015-07-09,67.37000274658203
2015-07-10,67.91999816894531
2015-07-13,69.0999984741211
2015-07-14,68.80000305175781
2015-07-15,69.02999877929688
2015-07-16,69.45999908447266
2015-07-17,68.25
2015-07-20,67.93000030517578
2015-07-21,67.41000366210938
2015-07-22,67.62999725341797
2015-07-23,67.2699966430664
2015-07-24,65.80000305175781
2015-07-27,65.08999633789062
2015-07-28,65.30000305175781
2015-07-29,64.94000244140625
2015-07-30,65.2300033569336
2015-07-31,65.2300033569336
2015-08-03,64.37000274658203
2015-08-04,64.44000244140625
2015-08-05,64.05999755859375
2015-08-06,63.189998626708984
2015-08-07,63.29999923706055
2015-08-10,64.0
2015-08-11,63.84000015258789
2015-08-12,63.90999984741211
2015-08-13,63.66999816894531
2015-08-14,63.310001373291016
2015-08-17,63.27000045776367
2015-08-18,63.5099983215332
2015-08-19,63.529998779296875
2015-08-20,62.779998779296875
2015-08-21,61.869998931884766
2015-08-24,59.93000030517578
2015-08-25,60.06999969482422
2015-08-26,61.209999084472656
2015-08-27,62.5
2015-08-28,62.31999969482422
2015-08-31,62.11000061035156
2015-09-01,60.86000061035156
2015-09-02,62.0
2015-09-03,62.29999923706055
2015-09-04,62.09000015258789
2015-09-08,63.33000183105469
2015-09-09,62.619998931884766
2015-09-10,62.15999984741211
2015-09-11,61.5
2015-09-14,61.13999938964844
2015-09-15,61.84000015258789
2015-09-16,62.13999938964844
2015-09-17,61.880001068115234
2015-09-18,59.970001220703125
2015-09-21,60.4900016784668
2015-09-22,60.06999969482422
2015-09-23,59.84000015258789
2015-09-24,59.33000183105469
2015-09-25,59.790000915527344
2015-09-28,57.150001525878906
2015-09-29,56.52000045776367
2015-09-30,57.02000045776367
2015-10-01,57.61000061035156
2015-10-02,57.38999938964844
2015-10-05,59.400001525878906
2015-10-06,59.70000076293945
2015-10-07,58.939998626708984
2015-10-08,59.220001220703125
2015-10-09,58.97999954223633
2015-10-12,58.90999984741211
2015-10-13,58.08000183105469
2015-10-14,57.349998474121094
2015-10-15,57.90999984741211
2015-10-16,58.290000915527344
2015-10-19,58.650001525878906
2015-10-20,58.459999084472656
2015-10-21,57.720001220703125
2015-10-22,58.689998626708984
2015-10-23,59.209999084472656
2015-10-26,59.04999923706055
2015-10-27,57.65999984741211
2015-10-28,58.15999984741211
2015-10-29,57.68000030517578
2015-10-30,59.630001068115234
2015-11-02,59.95000076293945
2015-11-03,61.31999969482422
2015-11-04,60.22999954223633
2015-11-05,60.939998626708984
2015-11-06,61.25
2015-11-09,60.11000061035156
2015-11-10,59.54999923706055
2015-11-11,57.04999923706055
2015-11-12,56.66999816894531
2015-11-13,53.529998779296875
2015-11-16,53.36000061035156
2015-11-17,53.06999969482422
2015-11-18,54.09000015258789
2015-11-19,53.810001373291016
2015-11-20,53.619998931884766
2015-11-23,52.88999938964844
2015-11-24,54.130001068115234
2015-11-25,55.130001068115234
2015-11-27,55.43000030517578
2015-11-30,54.52000045776367
2015-12-01,53.880001068115234
2015-12-02,53.7400016784668
2015-12-03,53.36000061035156
2015-12-04,54.38999938964844
2015-12-07,54.31999969482422
2015-12-08,53.849998474121094
2015-12-09,53.41999816894531
2015-12-10,53.880001068115234
2015-12-11,52.630001068115234
2015-12-14,52.20000076293945
2015-12-15,52.790000915527344
2015-12-16,53.58000183105469
2015-12-17,51.709999084472656
2015-12-18,50.15999984741211
2015-12-21,50.36000061035156
2015-12-22,51.31999969482422
2015-12-23,48.970001220703125
2015-12-24,48.95000076293945
2015-12-28,48.72999954223633
2015-12-29,48.88999938964844
2015-12-30,48.61000061035156
2015-12-31,48.25
2016-01-04,48.470001220703125
2016-01-05,49.040000915527344
2016-01-06,47.02000045776367
2016-01-07,46.5099983215332
2016-01-08,46.63999938964844
2016-01-11,46.13999938964844
2016-01-12,45.630001068115234
2016-01-13,44.439998626708984
2016-01-14,44.22999954223633
2016-01-15,44.38999938964844
2016-01-19,43.220001220703125
2016-01-20,42.91999816894531
2016-01-21,43.36000061035156
2016-01-22,43.689998626708984
2016-01-25,43.38999938964844
2016-01-26,44.060001373291016
2016-01-27,43.060001373291016
2016-01-28,41.939998626708984
2016-01-29,43.16999816894531
2016-02-01,43.65999984741211
2016-02-02,42.40999984741211
2016-02-03,42.709999084472656
2016-02-04,43.25
2016-02-05,43.41999816894531
2016-02-08,43.7400016784668
2016-02-09,43.66999816894531
2016-02-10,43.470001220703125
2016-02-11,42.189998626708984
2016-02-12,42.939998626708984
2016-02-16,44.61000061035156
2016-02-17,45.72999954223633
2016-02-18,47.02000045776367
2016-02-19,46.4900016784668
2016-02-22,47.709999084472656
2016-02-23,47.5099983215332
2016-02-24,48.34000015258789
2016-02-25,48.2400016784668
2016-02-26,48.9900016784668
2016-02-29,47.95000076293945
2016-03-01,49.439998626708984
2016-03-02,49.119998931884766
2016-03-03,50.650001525878906
2016-03-04,51.31999969482422
2016-03-07,52.09000015258789
2016-03-08,51.2599983215332
2016-03-09,51.130001068115234
2016-03-10,50.099998474121094
2016-03-11,50.68000030517578
2016-03-14,50.119998931884766
2016-03-15,49.22999954223633
2016-03-16,49.619998931884766
2016-03-17,49.33000183105469
2016-03-18,50.5
2016-03-21,50.439998626708984
2016-03-22,50.16999816894531
2016-03-23,49.459999084472656
2016-03-24,49.400001525878906
2016-03-28,49.20000076293945
2016-03-29,49.529998779296875
2016-03-30,49.59000015258789
2016-03-31,49.63999938964844
2016-04-01,49.5099983215332
2016-04-04,49.27000045776367
2016-04-05,49.060001373291016
2016-04-06,48.810001373291016
2016-04-07,48.970001220703125
2016-04-08,46.9900016784668
2016-04-11,46.400001525878906
2016-04-12,47.13999938964844
2016-04-13,47.91999816894531
2016-04-14,47.84000015258789
2016-04-15,48.040000915527344
2016-04-18,47.900001525878906
2016-04-19,48.02000045776367
2016-04-20,48.61000061035156
2016-04-21,48.7599983215332
2016-04-22,49.13999938964844
2016-04-25,48.209999084472656
2016-04-26,49.31999969482422
2016-04-27,50.09000015258789
2016-04-28,48.2400016784668
2016-04-29,47.220001220703125
2016-05-02,46.54999923706055
2016-05-03,46.06999969482422
2016-05-04,45.779998779296875
2016-05-05,45.369998931884766
2016-05-06,45.2599983215332
2016-05-09,45.310001373291016
2016-05-10,45.7400016784668
2016-05-11,43.61000061035156
2016-05-12,43.25
2016-05-13,42.290000915527344
2016-05-16,42.84000015258789
2016-05-17,43.040000915527344
2016-05-18,42.0
2016-05-19,42.22999954223633
2016-05-20,42.66999816894531
2016-05-23,42.52000045776367
2016-05-24,43.06999969482422
2016-05-25,44.54999923706055
2016-05-26,43.97999954223633
2016-05-27,44.529998779296875
2016-05-31,44.75
2016-06-01,44.52000045776367
2016-06-02,44.939998626708984
2016-06-03,44.45000076293945
2016-06-06,45.33000183105469
2016-06-07,45.41999816894531
2016-06-08,45.529998779296875
2016-06-09,44.0
2016-06-10,43.529998779296875
2016-06-13,43.0
2016-06-14,42.810001373291016
2016-06-15,42.939998626708984
2016-06-16,42.45000076293945
2016-06-17,43.849998474121094
2016-06-20,44.06999969482422
2016-06-21,43.33000183105469
2016-06-22,43.18000030517578
2016-06-23,43.83000183105469
2016-06-24,43.310001373291016
2016-06-27,41.86000061035156
2016-06-28,42.59000015258789
2016-06-29,42.900001525878906
2016-06-30,43.220001220703125
2016-07-01,43.56999969482422
2016-07-05,42.2599983215332
2016-07-06,43.54999923706055
2016-07-07,43.38999938964844
2016-07-08,44.459999084472656
2016-07-11,45.150001525878906
2016-07-12,45.83000183105469
2016-07-13,45.040000915527344
2016-07-14,44.95000076293945
2016-07-15,44.369998931884766
2016-07-18,44.34000015258789
2016-07-19,44.220001220703125
2016-07-20,44.439998626708984
2016-07-21,44.119998931884766
2016-07-22,44.47999954223633
2016-07-25,44.209999084472656
2016-07-26,44.459999084472656
2016-07-27,43.939998626708984
2016-07-28,44.06999969482422
2016-07-29,44.95000076293945
2016-08-01,45.04999923706055
2016-08-02,43.58000183105469
2016-08-03,43.709999084472656
2016-08-04,43.40999984741211
2016-08-05,44.810001373291016
2016-08-08,44.959999084472656
2016-08-09,44.54999923706055
2016-08-10,44.13999938964844
2016-08-11,45.72999954223633
2016-08-12,46.130001068115234
2016-08-15,46.5
2016-08-16,45.849998474121094
2016-08-17,45.220001220703125
2016-08-18,45.599998474121094
2016-08-19,45.4900016784668
2016-08-22,44.97999954223633
2016-08-23,45.810001373291016
2016-08-24,45.86000061035156
2016-08-25,46.36000061035156
2016-08-26,45.45000076293945
2016-08-29,45.66999816894531
2016-08-30,45.970001220703125
2016-08-31,46.369998931884766
2016-09-01,45.88999938964844
2016-09-02,46.189998626708984
2016-09-06,46.22999954223633
2016-09-07,46.349998474121094
2016-09-08,45.38999938964844
2016-09-09,43.47999954223633
2016-09-12,43.849998474121094
2016-09-13,43.27000045776367
2016-09-14,42.93000030517578
2016-09-15,43.099998474121094
2016-09-16,43.20000076293945
2016-09-19,43.34000015258789
2016-09-20,43.04999923706055
2016-09-21,43.11000061035156
2016-09-22,43.43000030517578
2016-09-23,43.5
2016-09-26,42.209999084472656
2016-09-27,42.15999984741211
2016-09-28,42.290000915527344
2016-09-29,42.18000030517578
2016-09-30,43.11000061035156
2016-10-03,42.9900016784668
2016-10-04,44.0
2016-10-05,44.79999923706055
2016-10-06,45.060001373291016
2016-10-07,44.34000015258789
2016-10-10,43.93000030517578
2016-10-11,42.529998779296875
2016-10-12,42.65999984741211
2016-10-13,41.65999984741211
2016-10-14,41.189998626708984
2016-10-17,40.41999816894531
2016-10-18,40.2400016784668
2016-10-19,40.290000915527344
2016-10-20,40.29999923706055
2016-10-21,40.45000076293945
2016-10-24,40.97999954223633
2016-10-25,40.720001220703125
2016-10-26,40.56999969482422
2016-10-27,40.130001068115234
2016-10-28,40.369998931884766
2016-10-31,40.41999816894531
2016-11-01,39.97999954223633
2016-11-02,39.369998931884766
2016-11-03,39.279998779296875
2016-11-04,38.66999816894531
2016-11-07,39.61000061035156
2016-11-08,39.709999084472656
2016-11-09,41.15999984741211
2016-11-10,43.709999084472656
2016-11-11,43.900001525878906
2016-11-14,45.84000015258789
2016-11-15,45.029998779296875
2016-11-16,44.83000183105469
2016-11-17,44.91999816894531
2016-11-18,44.41999816894531
2016-11-21,44.84000015258789
2016-11-22,45.72999954223633
2016-11-23,45.40999984741211
2016-11-25,45.52000045776367
2016-11-28,45.25
2016-11-29,45.060001373291016
2016-11-30,44.810001373291016
2016-12-01,45.40999984741211
2016-12-02,44.77000045776367
2016-12-05,45.91999816894531
2016-12-06,46.02000045776367
2016-12-07,47.68000030517578
2016-12-08,48.0099983215332
2016-12-09,48.08000183105469
2016-12-12,47.5
2016-12-13,47.720001220703125
2016-12-14,46.95000076293945
2016-12-15,47.70000076293945
2016-12-16,47.27000045776367
2016-12-19,47.09000015258789
2016-12-20,46.20000076293945
2016-12-21,45.560001373291016
2016-12-22,41.380001068115234
2016-12-23,40.77000045776367
2016-12-27,40.9900016784668
2016-12-28,40.58000183105469
2016-12-29,40.869998931884766
2016-12-30,40.63999938964844
2017-01-03,40.90999984741211
2017-01-04,42.13999938964844
2017-01-05,41.15999984741211
2017-01-06,40.61000061035156
2017-01-09,40.439998626708984
2017-01-10,40.75
2017-01-11,40.599998474121094
2017-01-12,40.88999938964844
2017-01-13,40.91999816894531
2017-01-17,41.13999938964844
2017-01-18,41.09000015258789
2017-01-19,40.88999938964844
2017-01-20,40.68000030517578
2017-01-23,39.970001220703125
2017-01-24,40.209999084472656
2017-01-25,40.529998779296875
2017-01-26,40.400001525878906
2017-01-27,39.7400016784668
2017-01-30,40.0
2017-01-31,40.349998474121094
2017-02-01,39.790000915527344
2017-02-02,40.040000915527344
2017-02-03,40.06999969482422
2017-02-06,39.65999984741211
2017-02-07,39.2599983215332
2017-02-08,39.529998779296875
2017-02-09,40.33000183105469
2017-02-10,40.25
2017-02-13,40.15999984741211
2017-02-14,41.02000045776367
2017-02-15,41.279998779296875
2017-02-16,40.880001068115234
2017-02-17,41.13999938964844
2017-02-21,41.459999084472656
2017-02-22,41.13999938964844
2017-02-23,40.400001525878906
2017-02-24,41.040000915527344
2017-02-27,41.900001525878906
2017-02-28,40.400001525878906
2017-03-01,40.720001220703125
2017-03-02,40.61000061035156
2017-03-03,40.2400016784668
2017-03-06,39.63999938964844
2017-03-07,39.0099983215332
2017-03-08,39.63999938964844
2017-03-09,39.439998626708984
2017-03-10,39.77000045776367
2017-03-13,39.52000045776367
2017-03-14,39.47999954223633
2017-03-15,39.54999923706055
2017-03-16,39.66999816894531
2017-03-17,39.68000030517578
2017-03-20,39.150001525878906
2017-03-21,38.029998779296875
2017-03-22,38.33000183105469
2017-03-23,38.38999938964844
2017-03-24,38.290000915527344
2017-03-27,38.31999969482422
2017-03-28,39.099998474121094
2017-03-29,39.369998931884766
2017-03-30,39.93000030517578
2017-03-31,39.459999084472656
2017-04-03,39.279998779296875
2017-04-04,38.97999954223633
2017-04-05,37.79999923706055
2017-04-06,39.08000183105469
2017-04-07,39.4900016784668
2017-04-10,39.380001068115234
2017-04-11,39.20000076293945
2017-04-12,38.459999084472656
2017-04-13,38.38999938964844
2017-04-17,38.43000030517578
2017-04-18,38.41999816894531
2017-04-19,39.11000061035156
2017-04-20,39.93000030517578
2017-04-21,39.79999923706055
2017-04-24,39.689998626708984
2017-04-25,39.36000061035156
2017-04-26,39.38999938964844
2017-04-27,39.18000030517578
2017-04-28,38.75
2017-05-01,37.43000030517578
2017-05-02,38.189998626708984
2017-05-03,37.68000030517578
2017-05-04,37.099998474121094
2017-05-05,37.34000015258789
2017-05-08,37.209999084472656
2017-05-09,37.540000915527344
2017-05-10,37.65999984741211
2017-05-11,36.65999984741211
2017-05-12,36.099998474121094
2017-05-15,35.970001220703125
2017-05-16,35.47999954223633
2017-05-17,35.5
2017-05-18,35.150001525878906
2017-05-19,35.33000183105469
2017-05-22,35.31999969482422
2017-05-23,34.70000076293945
2017-05-24,34.709999084472656
2017-05-25,34.77000045776367
2017-05-26,34.849998474121094
2017-05-30,34.7400016784668
2017-05-31,34.40999984741211
2017-06-01,35.34000015258789
2017-06-02,35.20000076293945
2017-06-05,34.84000015258789
2017-06-06,34.08000183105469
2017-06-07,33.83000183105469
2017-06-08,33.81999969482422
2017-06-09,35.63999938964844
2017-06-12,36.4900016784668
2017-06-13,36.189998626708984
2017-06-14,36.130001068115234
2017-06-15,35.93000030517578
2017-06-16,35.33000183105469
2017-06-19,35.150001525878906
2017-06-20,34.13999938964844
2017-06-21,33.65999984741211
2017-06-22,33.7400016784668
2017-06-23,29.649999618530273
2017-06-26,30.09000015258789
2017-06-27,30.719999313354492
2017-06-28,30.190000534057617
2017-06-29,30.450000762939453
2017-06-30,30.399999618530273
2017-07-03,31.149999618530273
2017-07-05,30.799999237060547
2017-07-06,29.649999618530273
2017-07-07,29.690000534057617
2017-07-10,28.84000015258789
2017-07-11,28.639999389648438
2017-07-12,28.5
2017-07-13,29.209999084472656
2017-07-14,29.18000030517578
2017-07-17,29.209999084472656
2017-07-18,28.739999771118164
2017-07-19,29.190000534057617
2017-07-20,29.540000915527344
2017-07-21,29.260000228881836
2017-07-24,28.170000076293945
2017-07-25,28.309999465942383
2017-07-26,29.239999771118164
2017-07-27,30.420000076293945
2017-07-28,29.299999237060547
2017-07-31,29.899999618530273
2017-08-01,30.100000381469727
2017-08-02,29.829999923706055
2017-08-03,30.540000915527344
2017-08-04,30.100000381469727
2017-08-07,30.639999389648438
2017-08-08,30.3799991607666
2017-08-09,29.780000686645508
2017-08-10,28.399999618530273
2017-08-11,28.780000686645508
2017-08-14,29.09000015258789
2017-08-15,27.56999969482422
2017-08-16,27.760000228881836
2017-08-17,27.479999542236328
2017-08-18,27.270000457763672
2017-08-21,27.209999084472656
2017-08-22,27.3700008392334
2017-08-23,27.530000686645508
2017-08-24,27.479999542236328
2017-08-25,27.940000534057617
2017-08-28,28.0
2017-08-29,27.940000534057617
2017-08-30,27.8700008392334
2017-08-31,27.59000015258789
2017-09-01,27.84000015258789
2017-09-05,28.010000228881836
2017-09-06,27.889999389648438
2017-09-07,27.649999618530273
2017-09-08,28.299999237060547
2017-09-11,27.65999984741211
2017-09-12,29.010000228881836
2017-09-13,29.5
2017-09-14,28.860000610351562
2017-09-15,28.670000076293945
2017-09-18,27.299999237060547
2017-09-19,27.030000686645508
2017-09-20,22.739999771118164
2017-09-21,22.25
2017-09-22,22.510000228881836
2017-09-25,23.059999465942383
2017-09-26,22.940000534057617
2017-09-27,23.25
2017-09-28,23.469999313354492
2017-09-29,23.469999313354492
2017-10-02,23.600000381469727
2017-10-03,23.270000457763672
2017-10-04,23.25
2017-10-05,23.25
2017-10-06,22.90999984741211
2017-10-09,22.299999237060547
2017-10-10,22.18000030517578
2017-10-11,21.989999771118164
2017-10-12,21.290000915527344
2017-10-13,21.229999542236328
2017-10-16,21.219999313354492
2017-10-17,21.09000015258789
2017-10-18,21.1299991607666
2017-10-19,21.200000762939453
2017-10-20,21.469999313354492
2017-10-23,21.059999465942383
2017-10-24,21.420000076293945
2017-10-25,20.950000762939453
2017-10-26,21.0
2017-10-27,20.309999465942383
2017-10-30,19.93000030517578
2017-10-31,19.899999618530273
2017-11-01,20.329999923706055
2017-11-02,19.719999313354492
2017-11-03,19.559999465942383
2017-11-06,19.979999542236328
2017-11-07,19.260000228881836
2017-11-08,19.489999771118164
2017-11-09,20.149999618530273
2017-11-10,20.020000457763672
2017-11-13,19.719999313354492
2017-11-14,20.219999313354492
2017-11-15,19.950000762939453
2017-11-16,20.530000686645508
2017-11-17,21.020000457763672
2017-11-20,20.860000610351562
2017-11-21,20.270000457763672
2017-11-22,21.059999465942383
2017-11-24,20.65999984741211
2017-11-27,20.739999771118164
2017-11-28,21.979999542236328
2017-11-29,23.059999465942383
2017-11-30,22.389999389648438
2017-12-01,22.420000076293945
2017-12-04,24.399999618530273
2017-12-05,23.56999969482422
2017-12-06,23.09000015258789
2017-12-07,22.56999969482422
2017-12-08,23.079999923706055
2017-12-11,23.260000228881836
2017-12-12,23.18000030517578
2017-12-13,23.559999465942383
2017-12-14,22.459999084472656
2017-12-15,22.6200008392334
2017-12-18,23.610000610351562
2017-12-19,23.969999313354492
2017-12-20,24.56999969482422
2017-12-21,21.510000228881836
2017-12-22,22.43000030517578
2017-12-26,23.139999389648438
2017-12-27,22.93000030517578
2017-12-28,22.68000030517578
2017-12-29,21.989999771118164
2018-01-02,22.290000915527344
2018-01-03,21.8799991607666
2018-01-04,21.639999389648438
2018-01-05,21.34000015258789
2018-01-08,21.440000534057617
2018-01-09,21.360000610351562
2018-01-10,21.309999465942383
2018-01-11,21.989999771118164
2018-01-12,22.81999969482422
2018-01-16,23.010000228881836
2018-01-17,23.399999618530273
2018-01-18,23.209999084472656
2018-01-19,23.719999313354492
2018-01-22,23.84000015258789
2018-01-23,23.959999084472656
2018-01-24,23.479999542236328
2018-01-25,23.030000686645508
2018-01-26,22.530000686645508
2018-01-29,22.709999084472656
2018-01-30,22.989999771118164
2018-01-31,23.079999923706055
2018-02-01,22.709999084472656
2018-02-02,21.68000030517578
2018-02-05,20.520000457763672
2018-02-06,21.139999389648438
2018-02-07,22.18000030517578
2018-02-08,21.81999969482422
2018-02-09,21.760000228881836
2018-02-12,21.68000030517578
2018-02-13,21.68000030517578
2018-02-14,22.790000915527344
2018-02-15,22.950000762939453
2018-02-16,22.899999618530273
2018-02-20,22.059999465942383
2018-02-21,22.190000534057617
2018-02-22,21.6299991607666
2018-02-23,21.969999313354492
2018-02-26,21.709999084472656
2018-02-27,21.360000610351562
2018-02-28,21.440000534057617
2018-03-01,21.06999969482422
2018-03-02,21.829999923706055
2018-03-05,21.940000534057617
2018-03-06,22.40999984741211
2018-03-07,21.889999389648438
2018-03-08,21.75
2018-03-09,22.459999084472656
2018-03-12,22.670000076293945
2018-03-13,22.5
2018-03-14,22.329999923706055
2018-03-15,21.8700008392334
2018-03-16,22.25
2018-03-19,22.260000228881836
2018-03-20,21.75
2018-03-21,21.889999389648438
2018-03-22,21.31999969482422
2018-03-23,21.299999237060547
2018-03-26,21.06999969482422
2018-03-27,20.25
2018-03-28,20.610000610351562
2018-03-29,20.989999771118164
2018-04-02,20.239999771118164
2018-04-03,20.600000381469727
2018-04-04,21.5
2018-04-05,21.540000915527344
2018-04-06,21.0
2018-04-09,20.81999969482422
2018-04-10,21.229999542236328
2018-04-11,21.5
2018-04-12,17.209999084472656
2018-04-13,17.280000686645508
2018-04-16,17.489999771118164
2018-04-17,17.479999542236328
2018-04-18,18.1200008392334
2018-04-19,17.700000762939453
2018-04-20,17.139999389648438
2018-04-23,17.360000610351562
2018-04-24,17.510000228881836
2018-04-25,17.729999542236328
2018-04-26,17.690000534057617
2018-04-27,18.219999313354492
2018-04-30,17.459999084472656
2018-05-01,17.3700008392334
2018-05-02,17.5
2018-05-03,16.81999969482422
2018-05-04,17.09000015258789
2018-05-07,16.979999542236328
2018-05-08,16.84000015258789
2018-05-09,16.719999313354492
2018-05-10,16.90999984741211
2018-05-11,16.809999465942383
2018-05-14,17.06999969482422
2018-05-15,17.489999771118164
2018-05-16,17.600000381469727
2018-05-17,17.850000381469727
2018-05-18,18.049999237060547
2018-05-21,18.010000228881836
2018-05-22,17.709999084472656
2018-05-23,17.84000015258789
2018-05-24,17.959999084472656
2018-05-25,18.0
2018-05-29,17.959999084472656
2018-05-30,18.15999984741211
2018-05-31,18.15999984741211
2018-06-01,17.829999923706055
2018-06-04,18.350000381469727
2018-06-05,18.829999923706055
2018-06-06,18.889999389648438
2018-06-07,19.110000610351562
2018-06-08,19.559999465942383
2018-06-11,20.350000381469727
2018-06-12,20.389999389648438
2018-06-13,20.049999237060547
2018-06-14,19.81999969482422
2018-06-15,20.190000534057617
2018-06-18,20.15999984741211
2018-06-19,20.209999084472656
2018-06-20,20.40999984741211
2018-06-21,20.1200008392334
2018-06-22,20.06999969482422
2018-06-25,19.690000534057617
2018-06-26,20.040000915527344
2018-06-27,20.18000030517578
2018-06-28,19.40999984741211
2018-06-29,19.93000030517578
2018-07-02,19.329999923706055
2018-07-03,20.030000686645508
2018-07-05,20.809999465942383
2018-07-06,21.06999969482422
2018-07-09,21.229999542236328
2018-07-10,20.700000762939453
2018-07-11,20.260000228881836
2018-07-12,19.860000610351562
2018-07-13,19.8700008392334
2018-07-16,19.290000915527344
2018-07-17,19.1299991607666
2018-07-18,18.719999313354492
2018-07-19,19.229999542236328
2018-07-20,18.780000686645508
2018-07-23,19.170000076293945
2018-07-24,19.040000915527344
2018-07-25,18.860000610351562
2018-07-26,18.989999771118164
2018-07-27,18.81999969482422
2018-07-30,19.399999618530273
2018-07-31,18.729999542236328
2018-08-01,18.350000381469727
2018-08-02,18.200000762939453
2018-08-03,18.530000686645508
2018-08-06,18.549999237060547
2018-08-07,18.579999923706055
2018-08-08,18.530000686645508
2018-08-09,18.440000534057617
2018-08-10,18.139999389648438
2018-08-13,18.1200008392334
2018-08-14,18.40999984741211
2018-08-15,18.479999542236328
2018-08-16,18.280000686645508
2018-08-17,18.389999389648438
2018-08-20,18.190000534057617
2018-08-21,18.389999389648438
2018-08-22,18.610000610351562
2018-08-23,18.68000030517578
2018-08-24,18.959999084472656
2018-08-27,18.270000457763672
2018-08-28,18.350000381469727
2018-08-29,17.940000534057617
2018-08-30,17.65999984741211
2018-08-31,17.940000534057617
2018-09-04,18.110000610351562
2018-09-05,18.309999465942383
2018-09-06,18.149999618530273
2018-09-07,18.149999618530273
2018-09-10,18.6299991607666
2018-09-11,18.520000457763672
2018-09-12,18.81999969482422
2018-09-13,17.530000686645508
2018-09-14,18.06999969482422
2018-09-17,19.149999618530273
2018-09-18,18.559999465942383
2018-09-19,18.979999542236328
2018-09-20,19.1299991607666
2018-09-21,19.1299991607666
2018-09-24,19.059999465942383
2018-09-25,18.899999618530273
2018-09-26,18.809999465942383
2018-09-27,14.859999656677246
2018-09-28,15.0
2018-10-01,14.75
2018-10-02,14.029999732971191
2018-10-03,13.960000038146973
2018-10-04,14.220000267028809
2018-10-05,13.899999618530273
2018-10-08,14.069999694824219
2018-10-09,13.920000076293945
2018-10-10,13.970000267028809
2018-10-11,13.949999809265137
2018-10-12,13.529999732971191
2018-10-15,13.9399995803833
2018-10-16,14.149999618530273
2018-10-17,13.729999542236328
2018-10-18,13.399999618530273
2018-10-19,13.149999618530273
2018-10-22,13.279999732971191
2018-10-23,13.529999732971191
2018-10-24,13.140000343322754
2018-10-25,13.4399995803833
2018-10-26,13.239999771118164
2018-10-29,13.670000076293945
2018-10-30,14.380000114440918
2018-10-31,13.739999771118164
2018-11-01,14.199999809265137
2018-11-02,14.710000038146973
2018-11-05,14.260000228881836
2018-11-06,14.449999809265137
2018-11-07,14.170000076293945
2018-11-08,14.329999923706055
2018-11-09,14.020000457763672
2018-11-12,13.84000015258789
2018-11-13,14.109999656677246
2018-11-14,13.630000114440918
2018-11-15,13.329999923706055
2018-11-16,12.6899995803833
2018-11-19,12.5
2018-11-20,12.380000114440918
