,AMTB
2019-11-06,21.329999923706055
2019-11-07,21.469999313354492
2019-11-08,21.079999923706055
2019-11-11,21.209999084472656
2019-11-12,21.670000076293945
2019-11-13,21.479999542236328
2019-11-14,20.889999389648438
2019-11-15,20.700000762939453
2019-11-18,21.06999969482422
2019-11-19,21.100000381469727
2019-11-20,21.1200008392334
2019-11-21,21.18000030517578
2019-11-22,21.40999984741211
2019-11-25,22.09000015258789
2019-11-26,22.06999969482422
2019-11-27,22.139999389648438
2019-11-29,22.040000915527344
2019-12-02,21.760000228881836
2019-12-03,21.309999465942383
2019-12-04,21.450000762939453
2019-12-05,21.290000915527344
2019-12-06,21.579999923706055
2019-12-09,21.889999389648438
2019-12-10,21.700000762939453
2019-12-11,22.0
2019-12-12,22.389999389648438
2019-12-13,22.5
2019-12-16,23.020000457763672
2019-12-17,22.56999969482422
2019-12-18,22.149999618530273
2019-12-19,22.360000610351562
2019-12-20,22.0
2019-12-23,21.829999923706055
2019-12-24,21.690000534057617
2019-12-26,21.950000762939453
2019-12-27,21.75
2019-12-30,21.940000534057617
2019-12-31,21.790000915527344
2020-01-02,21.600000381469727
2020-01-03,21.31999969482422
2020-01-06,20.959999084472656
2020-01-07,20.6200008392334
2020-01-08,20.670000076293945
2020-01-09,20.90999984741211
2020-01-10,20.6299991607666
2020-01-13,20.979999542236328
2020-01-14,20.600000381469727
2020-01-15,20.559999465942383
2020-01-16,20.389999389648438
2020-01-17,20.260000228881836
2020-01-21,20.329999923706055
2020-01-22,20.329999923706055
2020-01-23,20.360000610351562
2020-01-24,20.149999618530273
2020-01-27,19.610000610351562
2020-01-28,19.790000915527344
2020-01-29,19.700000762939453
2020-01-30,20.450000762939453
2020-01-31,18.6299991607666
2020-02-03,18.639999389648438
2020-02-04,19.0
2020-02-05,19.59000015258789
2020-02-06,19.270000457763672
2020-02-07,18.520000457763672
2020-02-10,19.270000457763672
2020-02-11,19.209999084472656
2020-02-12,19.469999313354492
2020-02-13,19.489999771118164
2020-02-14,19.299999237060547
2020-02-18,19.440000534057617
2020-02-19,19.520000457763672
2020-02-20,19.440000534057617
2020-02-21,19.65999984741211
2020-02-24,18.90999984741211
2020-02-25,18.3700008392334
2020-02-26,18.479999542236328
2020-02-27,17.770000457763672
2020-02-28,18.459999084472656
2020-03-02,18.81999969482422
2020-03-03,18.34000015258789
2020-03-04,18.5
2020-03-05,17.979999542236328
2020-03-06,16.309999465942383
2020-03-09,14.140000343322754
2020-03-10,15.359999656677246
2020-03-11,14.5
2020-03-12,13.550000190734863
2020-03-13,14.720000267028809
2020-03-16,11.829999923706055
2020-03-17,14.119999885559082
2020-03-18,12.15999984741211
2020-03-19,14.470000267028809
2020-03-20,14.710000038146973
2020-03-23,15.100000381469727
2020-03-24,15.520000457763672
2020-03-25,15.170000076293945
2020-03-26,15.699999809265137
2020-03-27,14.479999542236328
2020-03-30,15.300000190734863
2020-03-31,15.390000343322754
2020-04-01,13.229999542236328
2020-04-02,13.65999984741211
2020-04-03,13.619999885559082
2020-04-06,14.229999542236328
2020-04-07,14.170000076293945
2020-04-08,14.449999809265137
2020-04-09,14.75
2020-04-13,14.289999961853027
2020-04-14,14.039999961853027
2020-04-15,12.359999656677246
2020-04-16,12.34000015258789
2020-04-17,12.489999771118164
2020-04-20,12.149999618530273
2020-04-21,11.90999984741211
2020-04-22,12.180000305175781
2020-04-23,12.420000076293945
2020-04-24,12.420000076293945
2020-04-27,12.4399995803833
2020-04-28,13.600000381469727
2020-04-29,14.489999771118164
2020-04-30,13.520000457763672
2020-05-01,13.270000457763672
2020-05-04,13.319999694824219
2020-05-05,12.399999618530273
2020-05-06,11.550000190734863
2020-05-07,11.430000305175781
2020-05-08,11.850000381469727
2020-05-11,11.3100004196167
2020-05-12,10.760000228881836
2020-05-13,11.3100004196167
2020-05-14,10.640000343322754
2020-05-15,10.930000305175781
2020-05-18,12.9399995803833
2020-05-19,12.050000190734863
2020-05-20,12.119999885559082
2020-05-21,11.859999656677246
2020-05-22,11.649999618530273
2020-05-26,12.489999771118164
2020-05-27,12.949999809265137
2020-05-28,12.649999618530273
2020-05-29,13.039999961853027
2020-06-01,12.760000228881836
2020-06-02,12.899999618530273
2020-06-03,13.449999809265137
2020-06-04,15.010000228881836
2020-06-05,15.9399995803833
2020-06-08,16.260000228881836
2020-06-09,16.81999969482422
2020-06-10,15.529999732971191
2020-06-11,13.390000343322754
2020-06-12,14.34000015258789
2020-06-15,15.130000114440918
2020-06-16,15.800000190734863
2020-06-17,15.229999542236328
2020-06-18,15.649999618530273
2020-06-19,15.9399995803833
2020-06-22,16.06999969482422
2020-06-23,16.3799991607666
2020-06-24,14.3100004196167
2020-06-25,15.020000457763672
2020-06-26,14.09000015258789
2020-06-29,15.0
2020-06-30,15.039999961853027
2020-07-01,14.319999694824219
2020-07-02,14.270000457763672
2020-07-06,14.529999732971191
2020-07-07,12.930000305175781
2020-07-08,12.90999984741211
2020-07-09,12.279999732971191
2020-07-10,13.140000343322754
2020-07-13,13.050000190734863
2020-07-14,13.0
2020-07-15,14.180000305175781
2020-07-16,14.020000457763672
2020-07-17,13.449999809265137
2020-07-20,13.850000381469727
2020-07-21,14.25
2020-07-22,13.539999961853027
2020-07-23,13.600000381469727
2020-07-24,13.079999923706055
2020-07-27,12.25
2020-07-28,12.289999961853027
2020-07-29,13.130000114440918
2020-07-30,13.220000267028809
2020-07-31,13.350000381469727
2020-08-03,13.609999656677246
2020-08-04,13.6899995803833
2020-08-05,13.75
2020-08-06,13.40999984741211
2020-08-07,14.079999923706055
2020-08-10,14.149999618530273
2020-08-11,14.34000015258789
2020-08-12,13.890000343322754
2020-08-13,13.760000228881836
2020-08-14,14.100000381469727
2020-08-17,13.989999771118164
2020-08-18,13.680000305175781
2020-08-19,13.739999771118164
2020-08-20,13.65999984741211
2020-08-21,13.140000343322754
2020-08-24,13.529999732971191
2020-08-25,13.760000228881836
2020-08-26,13.09000015258789
2020-08-27,13.109999656677246
2020-08-28,13.300000190734863
2020-08-31,13.149999618530273
2020-09-01,12.829999923706055
2020-09-02,13.149999618530273
2020-09-03,13.130000114440918
2020-09-04,12.9399995803833
2020-09-08,12.15999984741211
2020-09-09,12.0600004196167
2020-09-10,11.779999732971191
2020-09-11,11.170000076293945
2020-09-14,11.680000305175781
2020-09-15,11.779999732971191
2020-09-16,11.579999923706055
2020-09-17,11.59000015258789
2020-09-18,11.489999771118164
2020-09-21,10.5600004196167
2020-09-22,10.390000343322754
2020-09-23,9.880000114440918
2020-09-24,9.920000076293945
2020-09-25,10.050000190734863
2020-09-28,10.15999984741211
2020-09-29,9.880000114440918
2020-09-30,9.3100004196167
2020-10-01,9.8100004196167
2020-10-02,9.930000305175781
2020-10-05,10.319999694824219
2020-10-06,10.300000190734863
2020-10-07,10.4399995803833
2020-10-08,10.569999694824219
2020-10-09,10.680000305175781
2020-10-12,10.9399995803833
2020-10-13,10.5
2020-10-14,10.1899995803833
2020-10-15,10.390000343322754
2020-10-16,10.680000305175781
2020-10-19,10.350000381469727
2020-10-20,10.4399995803833
2020-10-21,10.569999694824219
2020-10-22,10.770000457763672
2020-10-23,11.1899995803833
2020-10-26,10.6899995803833
2020-10-27,10.260000228881836
2020-10-28,9.420000076293945
2020-10-29,10.319999694824219
2020-10-30,10.069999694824219
2020-11-02,10.350000381469727
2020-11-03,11.0
2020-11-04,10.260000228881836
2020-11-05,10.829999923706055
2020-11-06,10.329999923706055
2020-11-09,12.59000015258789
2020-11-10,13.119999885559082
2020-11-11,12.65999984741211
2020-11-12,12.029999732971191
2020-11-13,12.729999542236328
2020-11-16,13.350000381469727
2020-11-17,13.279999732971191
2020-11-18,12.90999984741211
2020-11-19,12.930000305175781
2020-11-20,13.0
2020-11-23,13.579999923706055
2020-11-24,15.640000343322754
2020-11-25,15.729999542236328
2020-11-27,15.460000038146973
2020-11-30,14.850000381469727
2020-12-01,15.539999961853027
2020-12-02,15.770000457763672
2020-12-03,15.720000267028809
2020-12-04,16.110000610351562
2020-12-07,15.920000076293945
2020-12-08,15.949999809265137
2020-12-09,15.9399995803833
2020-12-10,16.0
2020-12-11,16.0
2020-12-14,15.609999656677246
2020-12-15,16.739999771118164
2020-12-16,15.930000305175781
2020-12-17,16.059999465942383
2020-12-18,15.609999656677246
2020-12-21,14.729999542236328
2020-12-22,14.579999923706055
2020-12-23,15.119999885559082
2020-12-24,15.1899995803833
2020-12-28,15.510000228881836
2020-12-29,15.039999961853027
2020-12-30,14.65999984741211
2020-12-31,15.199999809265137
2021-01-04,15.0600004196167
2021-01-05,15.3100004196167
2021-01-06,17.31999969482422
2021-01-07,16.1299991607666
2021-01-08,15.930000305175781
2021-01-11,15.84000015258789
2021-01-12,16.0
2021-01-13,15.210000038146973
2021-01-14,16.0
2021-01-15,15.170000076293945
2021-01-19,15.239999771118164
2021-01-20,14.9399995803833
2021-01-21,14.119999885559082
2021-01-22,15.300000190734863
2021-01-25,14.989999771118164
2021-01-26,15.010000228881836
2021-01-27,14.460000038146973
2021-01-28,14.550000190734863
2021-01-29,14.260000228881836
2021-02-01,14.569999694824219
2021-02-02,15.4399995803833
2021-02-03,15.5
2021-02-04,15.579999923706055
2021-02-05,15.579999923706055
2021-02-08,16.350000381469727
2021-02-09,16.5
2021-02-10,16.280000686645508
2021-02-11,16.1200008392334
2021-02-12,16.579999923706055
2021-02-16,16.649999618530273
2021-02-17,16.65999984741211
2021-02-18,16.110000610351562
2021-02-19,16.440000534057617
2021-02-22,17.020000457763672
2021-02-23,17.040000915527344
2021-02-24,17.34000015258789
2021-02-25,16.989999771118164
2021-02-26,16.469999313354492
2021-03-01,16.43000030517578
2021-03-02,16.40999984741211
2021-03-03,17.389999389648438
2021-03-04,17.399999618530273
2021-03-05,17.75
2021-03-08,18.5
2021-03-09,18.520000457763672
2021-03-10,19.170000076293945
2021-03-11,19.100000381469727
2021-03-12,19.200000762939453
2021-03-15,18.950000762939453
2021-03-16,18.56999969482422
2021-03-17,18.610000610351562
2021-03-18,18.700000762939453
2021-03-19,19.229999542236328
2021-03-22,18.209999084472656
2021-03-23,17.799999237060547
2021-03-24,17.75
2021-03-25,17.729999542236328
2021-03-26,18.309999465942383
2021-03-29,18.0
2021-03-30,18.559999465942383
2021-03-31,18.56999969482422
2021-04-01,18.940000534057617
2021-04-05,19.200000762939453
2021-04-06,19.0
2021-04-07,18.56999969482422
2021-04-08,19.040000915527344
2021-04-09,18.90999984741211
2021-04-12,18.969999313354492
2021-04-13,18.75
2021-04-14,19.040000915527344
2021-04-15,19.06999969482422
2021-04-16,18.719999313354492
2021-04-19,18.389999389648438
2021-04-20,17.610000610351562
2021-04-21,17.989999771118164
2021-04-22,17.709999084472656
2021-04-23,18.229999542236328
2021-04-26,18.030000686645508
2021-04-27,17.920000076293945
2021-04-28,17.940000534057617
2021-04-29,18.170000076293945
2021-04-30,18.950000762939453
2021-05-03,19.860000610351562
2021-05-04,20.0
2021-05-05,20.610000610351562
2021-05-06,20.93000030517578
2021-05-07,21.0
2021-05-10,20.75
2021-05-11,20.43000030517578
2021-05-12,20.809999465942383
2021-05-13,21.649999618530273
2021-05-14,23.010000228881836
