,EWBC
2014-08-15,33.47999954223633
2014-08-18,33.939998626708984
2014-08-19,33.959999084472656
2014-08-20,34.0
2014-08-21,34.47999954223633
2014-08-22,34.65999984741211
2014-08-25,34.880001068115234
2014-08-26,35.029998779296875
2014-08-27,34.77000045776367
2014-08-28,34.650001525878906
2014-08-29,34.84000015258789
2014-09-02,35.33000183105469
2014-09-03,35.18000030517578
2014-09-04,35.08000183105469
2014-09-05,35.20000076293945
2014-09-08,35.36000061035156
2014-09-09,34.9900016784668
2014-09-10,35.400001525878906
2014-09-11,35.349998474121094
2014-09-12,35.41999816894531
2014-09-15,35.150001525878906
2014-09-16,34.709999084472656
2014-09-17,34.81999969482422
2014-09-18,35.2400016784668
2014-09-19,34.880001068115234
2014-09-22,34.439998626708984
2014-09-23,34.02000045776367
2014-09-24,34.119998931884766
2014-09-25,33.77000045776367
2014-09-26,34.0099983215332
2014-09-29,34.02000045776367
2014-09-30,34.0
2014-10-01,33.650001525878906
2014-10-02,33.869998931884766
2014-10-03,34.2400016784668
2014-10-06,33.869998931884766
2014-10-07,33.25
2014-10-08,33.75
2014-10-09,32.70000076293945
2014-10-10,32.25
2014-10-13,32.08000183105469
2014-10-14,32.279998779296875
2014-10-15,31.649999618530273
2014-10-16,32.130001068115234
2014-10-17,32.20000076293945
2014-10-20,32.209999084472656
2014-10-21,34.040000915527344
2014-10-22,34.22999954223633
2014-10-23,34.77000045776367
2014-10-24,34.7400016784668
2014-10-27,34.900001525878906
2014-10-28,35.689998626708984
2014-10-29,36.18000030517578
2014-10-30,35.810001373291016
2014-10-31,36.7599983215332
2014-11-03,36.869998931884766
2014-11-04,37.0099983215332
2014-11-05,37.31999969482422
2014-11-06,37.25
2014-11-07,37.16999816894531
2014-11-10,37.36000061035156
2014-11-11,37.31999969482422
2014-11-12,37.790000915527344
2014-11-13,37.27000045776367
2014-11-14,36.91999816894531
2014-11-17,36.709999084472656
2014-11-18,36.59000015258789
2014-11-19,36.66999816894531
2014-11-20,36.86000061035156
2014-11-21,36.380001068115234
2014-11-24,37.06999969482422
2014-11-25,37.209999084472656
2014-11-26,37.349998474121094
2014-11-28,36.77000045776367
2014-12-01,36.060001373291016
2014-12-02,36.630001068115234
2014-12-03,37.45000076293945
2014-12-04,37.470001220703125
2014-12-05,38.84000015258789
2014-12-08,38.70000076293945
2014-12-09,38.7400016784668
2014-12-10,37.36000061035156
2014-12-11,37.709999084472656
2014-12-12,37.439998626708984
2014-12-15,37.220001220703125
2014-12-16,37.09000015258789
2014-12-17,37.84000015258789
2014-12-18,38.79999923706055
2014-12-19,38.060001373291016
2014-12-22,38.15999984741211
2014-12-23,38.79999923706055
2014-12-24,38.88999938964844
2014-12-26,38.779998779296875
2014-12-29,39.290000915527344
2014-12-30,39.310001373291016
2014-12-31,38.709999084472656
2015-01-02,38.40999984741211
2015-01-05,37.529998779296875
2015-01-06,36.7599983215332
2015-01-07,37.20000076293945
2015-01-08,38.33000183105469
2015-01-09,37.220001220703125
2015-01-12,36.83000183105469
2015-01-13,37.310001373291016
2015-01-14,36.41999816894531
2015-01-15,35.939998626708984
2015-01-16,36.68000030517578
2015-01-20,35.939998626708984
2015-01-21,35.959999084472656
2015-01-22,38.08000183105469
2015-01-23,37.7400016784668
2015-01-26,38.09000015258789
2015-01-27,37.52000045776367
2015-01-28,36.08000183105469
2015-01-29,36.720001220703125
2015-01-30,36.18000030517578
2015-02-02,37.529998779296875
2015-02-03,38.349998474121094
2015-02-04,38.22999954223633
2015-02-05,38.810001373291016
2015-02-06,39.459999084472656
2015-02-09,39.0099983215332
2015-02-10,39.380001068115234
2015-02-11,39.540000915527344
2015-02-12,40.22999954223633
2015-02-13,40.599998474121094
2015-02-17,40.880001068115234
2015-02-18,40.09000015258789
2015-02-19,40.04999923706055
2015-02-20,40.529998779296875
2015-02-23,40.189998626708984
2015-02-24,40.2400016784668
2015-02-25,40.31999969482422
2015-02-26,40.41999816894531
2015-02-27,39.95000076293945
2015-03-02,40.5099983215332
2015-03-03,40.15999984741211
2015-03-04,40.09000015258789
2015-03-05,40.2599983215332
2015-03-06,40.4900016784668
2015-03-09,40.41999816894531
2015-03-10,39.90999984741211
2015-03-11,40.439998626708984
2015-03-12,40.97999954223633
2015-03-13,40.70000076293945
2015-03-16,40.709999084472656
2015-03-17,40.97999954223633
2015-03-18,40.91999816894531
2015-03-19,40.79999923706055
2015-03-20,41.130001068115234
2015-03-23,40.88999938964844
2015-03-24,40.689998626708984
2015-03-25,39.9900016784668
2015-03-26,40.119998931884766
2015-03-27,40.029998779296875
2015-03-30,40.880001068115234
2015-03-31,40.459999084472656
2015-04-01,40.41999816894531
2015-04-02,40.72999954223633
2015-04-06,40.880001068115234
2015-04-07,40.84000015258789
2015-04-08,41.08000183105469
2015-04-09,41.029998779296875
2015-04-10,41.29999923706055
2015-04-13,41.7599983215332
2015-04-14,41.5099983215332
2015-04-15,41.810001373291016
2015-04-16,41.93000030517578
2015-04-17,41.40999984741211
2015-04-20,41.7400016784668
2015-04-21,41.9900016784668
2015-04-22,41.970001220703125
2015-04-23,41.650001525878906
2015-04-24,41.11000061035156
2015-04-27,40.45000076293945
2015-04-28,40.939998626708984
2015-04-29,41.36000061035156
2015-04-30,40.59000015258789
2015-05-01,40.36000061035156
2015-05-04,40.81999969482422
2015-05-05,40.79999923706055
2015-05-06,41.040000915527344
2015-05-07,41.02000045776367
2015-05-08,41.369998931884766
2015-05-11,41.7400016784668
2015-05-12,42.75
2015-05-13,43.02000045776367
2015-05-14,43.31999969482422
2015-05-15,42.56999969482422
2015-05-18,43.45000076293945
2015-05-19,43.56999969482422
2015-05-20,43.470001220703125
2015-05-21,43.38999938964844
2015-05-22,43.31999969482422
2015-05-26,42.75
2015-05-27,43.20000076293945
2015-05-28,43.02000045776367
2015-05-29,42.900001525878906
2015-06-01,42.849998474121094
2015-06-02,43.310001373291016
2015-06-03,43.95000076293945
2015-06-04,43.66999816894531
2015-06-05,44.540000915527344
2015-06-08,44.25
2015-06-09,44.95000076293945
2015-06-10,45.02000045776367
2015-06-11,45.0099983215332
2015-06-12,45.2599983215332
2015-06-15,44.9900016784668
2015-06-16,45.41999816894531
2015-06-17,44.45000076293945
2015-06-18,44.650001525878906
2015-06-19,44.5
2015-06-22,45.38999938964844
2015-06-23,45.880001068115234
2015-06-24,45.47999954223633
2015-06-25,45.619998931884766
2015-06-26,45.77000045776367
2015-06-29,44.63999938964844
2015-06-30,44.81999969482422
2015-07-01,44.9900016784668
2015-07-02,44.45000076293945
2015-07-06,44.650001525878906
2015-07-07,44.04999923706055
2015-07-08,43.66999816894531
2015-07-09,44.31999969482422
2015-07-10,44.970001220703125
2015-07-13,45.22999954223633
2015-07-14,45.4900016784668
2015-07-15,45.72999954223633
2015-07-16,44.619998931884766
2015-07-17,44.33000183105469
2015-07-20,44.61000061035156
2015-07-21,44.650001525878906
2015-07-22,45.34000015258789
2015-07-23,45.09000015258789
2015-07-24,44.599998474121094
2015-07-27,44.0099983215332
2015-07-28,44.150001525878906
2015-07-29,44.38999938964844
2015-07-30,44.59000015258789
2015-07-31,44.7599983215332
2015-08-03,44.72999954223633
2015-08-04,44.68000030517578
2015-08-05,45.33000183105469
2015-08-06,44.83000183105469
2015-08-07,44.880001068115234
2015-08-10,45.61000061035156
2015-08-11,45.189998626708984
2015-08-12,43.93000030517578
2015-08-13,44.349998474121094
2015-08-14,45.13999938964844
2015-08-17,45.20000076293945
2015-08-18,45.060001373291016
2015-08-19,44.25
2015-08-20,42.400001525878906
2015-08-21,41.40999984741211
2015-08-24,38.439998626708984
2015-08-25,37.5
2015-08-26,38.58000183105469
2015-08-27,40.150001525878906
2015-08-28,40.36000061035156
2015-08-31,40.40999984741211
2015-09-01,38.619998931884766
2015-09-02,39.029998779296875
2015-09-03,39.25
2015-09-04,38.849998474121094
2015-09-08,39.939998626708984
2015-09-09,39.40999984741211
2015-09-10,39.84000015258789
2015-09-11,39.81999969482422
2015-09-14,39.91999816894531
2015-09-15,40.27000045776367
2015-09-16,40.61000061035156
2015-09-17,39.38999938964844
2015-09-18,38.22999954223633
2015-09-21,38.650001525878906
2015-09-22,38.369998931884766
2015-09-23,38.400001525878906
2015-09-24,38.77000045776367
2015-09-25,38.720001220703125
2015-09-28,37.65999984741211
2015-09-29,37.59000015258789
2015-09-30,38.41999816894531
2015-10-01,38.52000045776367
2015-10-02,37.529998779296875
2015-10-05,38.279998779296875
2015-10-06,37.77000045776367
2015-10-07,38.779998779296875
2015-10-08,39.08000183105469
2015-10-09,38.790000915527344
2015-10-12,39.130001068115234
2015-10-13,38.810001373291016
2015-10-14,38.0
2015-10-15,38.720001220703125
2015-10-16,38.75
2015-10-19,39.02000045776367
2015-10-20,39.54999923706055
2015-10-21,38.849998474121094
2015-10-22,39.0
2015-10-23,40.38999938964844
2015-10-26,40.22999954223633
2015-10-27,39.77000045776367
2015-10-28,41.59000015258789
2015-10-29,41.349998474121094
2015-10-30,40.38999938964844
2015-11-02,41.06999969482422
2015-11-03,40.869998931884766
2015-11-04,41.0099983215332
2015-11-05,41.68000030517578
2015-11-06,43.4900016784668
2015-11-09,43.25
2015-11-10,41.77000045776367
2015-11-11,41.79999923706055
2015-11-12,40.849998474121094
2015-11-13,40.599998474121094
2015-11-16,40.97999954223633
2015-11-17,41.22999954223633
2015-11-18,42.16999816894531
2015-11-19,42.209999084472656
2015-11-20,42.540000915527344
2015-11-23,42.72999954223633
2015-11-24,43.20000076293945
2015-11-25,43.29999923706055
2015-11-27,43.349998474121094
2015-11-30,43.380001068115234
2015-12-01,43.619998931884766
2015-12-02,43.08000183105469
2015-12-03,42.47999954223633
2015-12-04,43.56999969482422
2015-12-07,42.72999954223633
2015-12-08,42.34000015258789
2015-12-09,41.84000015258789
2015-12-10,42.290000915527344
2015-12-11,41.529998779296875
2015-12-14,41.099998474121094
2015-12-15,42.06999969482422
2015-12-16,42.81999969482422
2015-12-17,42.290000915527344
2015-12-18,41.029998779296875
2015-12-21,41.36000061035156
2015-12-22,41.47999954223633
2015-12-23,42.02000045776367
2015-12-24,42.25
2015-12-28,42.119998931884766
2015-12-29,42.45000076293945
2015-12-30,41.93000030517578
2015-12-31,41.560001373291016
2016-01-04,40.56999969482422
2016-01-05,40.38999938964844
2016-01-06,39.95000076293945
2016-01-07,38.27000045776367
2016-01-08,37.52000045776367
2016-01-11,37.209999084472656
2016-01-12,37.4900016784668
2016-01-13,35.58000183105469
2016-01-14,36.220001220703125
2016-01-15,35.650001525878906
2016-01-19,34.97999954223633
2016-01-20,34.59000015258789
2016-01-21,33.720001220703125
2016-01-22,34.45000076293945
2016-01-25,32.95000076293945
2016-01-26,33.83000183105469
2016-01-27,34.0
2016-01-28,31.8700008392334
2016-01-29,32.41999816894531
2016-02-01,32.7599983215332
2016-02-02,31.600000381469727
2016-02-03,31.34000015258789
2016-02-04,32.06999969482422
2016-02-05,30.940000534057617
2016-02-08,29.729999542236328
2016-02-09,29.149999618530273
2016-02-10,28.93000030517578
2016-02-11,27.520000457763672
2016-02-12,28.889999389648438
2016-02-16,30.059999465942383
2016-02-17,29.829999923706055
2016-02-18,29.059999465942383
2016-02-19,29.170000076293945
2016-02-22,29.8700008392334
2016-02-23,29.059999465942383
2016-02-24,29.360000610351562
2016-02-25,30.040000915527344
2016-02-26,30.489999771118164
2016-02-29,29.969999313354492
2016-03-01,31.209999084472656
2016-03-02,31.600000381469727
2016-03-03,31.68000030517578
2016-03-04,32.13999938964844
2016-03-07,32.06999969482422
2016-03-08,31.329999923706055
2016-03-09,31.170000076293945
2016-03-10,31.43000030517578
2016-03-11,32.61000061035156
2016-03-14,32.33000183105469
2016-03-15,32.0
2016-03-16,32.06999969482422
2016-03-17,32.25
2016-03-18,33.31999969482422
2016-03-21,33.40999984741211
2016-03-22,33.2599983215332
2016-03-23,32.560001373291016
2016-03-24,32.4900016784668
2016-03-28,32.54999923706055
2016-03-29,32.52000045776367
2016-03-30,32.56999969482422
2016-03-31,32.47999954223633
2016-04-01,32.970001220703125
2016-04-04,32.79999923706055
2016-04-05,32.18000030517578
2016-04-06,32.619998931884766
2016-04-07,31.6200008392334
2016-04-08,31.739999771118164
2016-04-11,32.060001373291016
2016-04-12,32.810001373291016
2016-04-13,34.52000045776367
2016-04-14,35.130001068115234
2016-04-15,34.939998626708984
2016-04-18,35.029998779296875
2016-04-19,35.619998931884766
2016-04-20,36.2400016784668
2016-04-21,37.41999816894531
2016-04-22,38.29999923706055
2016-04-25,37.9900016784668
2016-04-26,38.47999954223633
2016-04-27,38.4900016784668
2016-04-28,37.90999984741211
2016-04-29,37.4900016784668
2016-05-02,37.86000061035156
2016-05-03,36.81999969482422
2016-05-04,36.08000183105469
2016-05-05,35.9900016784668
2016-05-06,36.060001373291016
2016-05-09,35.970001220703125
2016-05-10,36.619998931884766
2016-05-11,36.369998931884766
2016-05-12,36.06999969482422
2016-05-13,35.560001373291016
2016-05-16,36.099998474121094
2016-05-17,35.83000183105469
2016-05-18,37.81999969482422
2016-05-19,37.22999954223633
2016-05-20,37.540000915527344
2016-05-23,37.209999084472656
2016-05-24,37.970001220703125
2016-05-25,38.61000061035156
2016-05-26,38.18000030517578
2016-05-27,38.75
2016-05-31,38.599998474121094
2016-06-01,38.84000015258789
2016-06-02,39.34000015258789
2016-06-03,37.689998626708984
2016-06-06,38.5099983215332
2016-06-07,38.4900016784668
2016-06-08,38.470001220703125
2016-06-09,37.72999954223633
2016-06-10,36.88999938964844
2016-06-13,36.400001525878906
2016-06-14,35.40999984741211
2016-06-15,35.939998626708984
2016-06-16,35.380001068115234
2016-06-17,35.5099983215332
2016-06-20,36.029998779296875
2016-06-21,35.970001220703125
2016-06-22,35.790000915527344
2016-06-23,37.33000183105469
2016-06-24,33.86000061035156
2016-06-27,31.559999465942383
2016-06-28,32.68000030517578
2016-06-29,33.47999954223633
2016-06-30,34.18000030517578
2016-07-01,33.56999969482422
2016-07-05,32.20000076293945
2016-07-06,32.20000076293945
2016-07-07,33.11000061035156
2016-07-08,33.540000915527344
2016-07-11,34.20000076293945
2016-07-12,35.150001525878906
2016-07-13,35.02000045776367
2016-07-14,35.63999938964844
2016-07-15,35.900001525878906
2016-07-18,36.0099983215332
2016-07-19,35.86000061035156
2016-07-20,35.90999984741211
2016-07-21,34.400001525878906
2016-07-22,35.029998779296875
2016-07-25,34.529998779296875
2016-07-26,34.900001525878906
2016-07-27,34.619998931884766
2016-07-28,34.439998626708984
2016-07-29,34.220001220703125
2016-08-01,33.66999816894531
2016-08-02,33.209999084472656
2016-08-03,33.59000015258789
2016-08-04,33.5099983215332
2016-08-05,35.220001220703125
2016-08-08,35.060001373291016
2016-08-09,35.16999816894531
2016-08-10,34.33000183105469
2016-08-11,34.2599983215332
2016-08-12,34.08000183105469
2016-08-15,34.61000061035156
2016-08-16,34.439998626708984
2016-08-17,34.290000915527344
2016-08-18,34.439998626708984
2016-08-19,34.27000045776367
2016-08-22,34.47999954223633
2016-08-23,34.59000015258789
2016-08-24,34.61000061035156
2016-08-25,35.09000015258789
2016-08-26,35.560001373291016
2016-08-29,36.20000076293945
2016-08-30,36.869998931884766
2016-08-31,37.13999938964844
2016-09-01,36.91999816894531
2016-09-02,37.459999084472656
2016-09-06,36.4900016784668
2016-09-07,36.540000915527344
2016-09-08,36.59000015258789
2016-09-09,36.61000061035156
2016-09-12,36.5
2016-09-13,35.75
2016-09-14,35.650001525878906
2016-09-15,36.0
2016-09-16,35.7599983215332
2016-09-19,36.02000045776367
2016-09-20,35.970001220703125
2016-09-21,36.380001068115234
2016-09-22,36.529998779296875
2016-09-23,36.58000183105469
2016-09-26,36.06999969482422
2016-09-27,36.119998931884766
2016-09-28,36.58000183105469
2016-09-29,36.02000045776367
2016-09-30,36.709999084472656
2016-10-03,36.5099983215332
2016-10-04,37.38999938964844
2016-10-05,38.86000061035156
2016-10-06,39.060001373291016
2016-10-07,39.11000061035156
2016-10-10,39.33000183105469
2016-10-11,39.0099983215332
2016-10-12,39.400001525878906
2016-10-13,38.11000061035156
2016-10-14,38.560001373291016
2016-10-17,38.34000015258789
2016-10-18,38.529998779296875
2016-10-19,39.0099983215332
2016-10-20,39.81999969482422
2016-10-21,39.790000915527344
2016-10-24,40.15999984741211
2016-10-25,39.81999969482422
2016-10-26,39.599998474121094
2016-10-27,39.79999923706055
2016-10-28,39.36000061035156
2016-10-31,39.5099983215332
2016-11-01,39.290000915527344
2016-11-02,38.47999954223633
2016-11-03,38.400001525878906
2016-11-04,38.650001525878906
2016-11-07,40.15999984741211
2016-11-08,40.060001373291016
2016-11-09,41.779998779296875
2016-11-10,43.540000915527344
2016-11-11,44.84000015258789
2016-11-14,46.77000045776367
2016-11-15,46.93000030517578
2016-11-16,45.63999938964844
2016-11-17,46.720001220703125
2016-11-18,46.709999084472656
2016-11-21,46.540000915527344
2016-11-22,47.27000045776367
2016-11-23,47.65999984741211
2016-11-25,47.619998931884766
2016-11-28,46.529998779296875
2016-11-29,47.25
2016-11-30,47.880001068115234
2016-12-01,48.97999954223633
2016-12-02,48.58000183105469
2016-12-05,49.15999984741211
2016-12-06,49.400001525878906
2016-12-07,49.7400016784668
2016-12-08,50.58000183105469
2016-12-09,50.650001525878906
2016-12-12,49.2400016784668
2016-12-13,49.25
2016-12-14,48.880001068115234
2016-12-15,50.02000045776367
2016-12-16,49.599998474121094
2016-12-19,50.15999984741211
2016-12-20,50.97999954223633
2016-12-21,50.939998626708984
2016-12-22,51.15999984741211
2016-12-23,51.43000030517578
2016-12-27,51.54999923706055
2016-12-28,51.0
2016-12-29,50.79999923706055
2016-12-30,50.83000183105469
2017-01-03,50.7599983215332
2017-01-04,51.849998474121094
2017-01-05,50.61000061035156
2017-01-06,50.72999954223633
2017-01-09,50.220001220703125
2017-01-10,50.95000076293945
2017-01-11,51.52000045776367
2017-01-12,50.34000015258789
2017-01-13,51.20000076293945
2017-01-17,49.11000061035156
2017-01-18,49.70000076293945
2017-01-19,49.349998474121094
2017-01-20,49.54999923706055
2017-01-23,49.33000183105469
2017-01-24,50.36000061035156
2017-01-25,51.54999923706055
2017-01-26,54.0099983215332
2017-01-27,52.650001525878906
2017-01-30,51.849998474121094
2017-01-31,51.439998626708984
2017-02-01,51.58000183105469
2017-02-02,50.459999084472656
2017-02-03,52.720001220703125
2017-02-06,52.349998474121094
2017-02-07,52.0099983215332
2017-02-08,51.720001220703125
2017-02-09,52.63999938964844
2017-02-10,52.650001525878906
2017-02-13,52.91999816894531
2017-02-14,54.099998474121094
2017-02-15,54.11000061035156
2017-02-16,54.119998931884766
2017-02-17,53.810001373291016
2017-02-21,54.439998626708984
2017-02-22,54.630001068115234
2017-02-23,54.52000045776367
2017-02-24,53.68000030517578
2017-02-27,54.400001525878906
2017-02-28,54.119998931884766
2017-03-01,56.529998779296875
2017-03-02,54.599998474121094
2017-03-03,54.95000076293945
2017-03-06,54.619998931884766
2017-03-07,54.869998931884766
2017-03-08,55.06999969482422
2017-03-09,54.97999954223633
2017-03-10,54.81999969482422
2017-03-13,55.11000061035156
2017-03-14,55.13999938964844
2017-03-15,54.59000015258789
2017-03-16,54.81999969482422
2017-03-17,54.720001220703125
2017-03-20,53.72999954223633
2017-03-21,50.189998626708984
2017-03-22,49.93000030517578
2017-03-23,50.459999084472656
2017-03-24,50.47999954223633
2017-03-27,50.15999984741211
2017-03-28,50.9900016784668
2017-03-29,50.7599983215332
2017-03-30,52.459999084472656
2017-03-31,51.61000061035156
2017-04-03,51.4900016784668
2017-04-04,51.400001525878906
2017-04-05,50.68000030517578
2017-04-06,51.5099983215332
2017-04-07,51.65999984741211
2017-04-10,51.16999816894531
2017-04-11,51.349998474121094
2017-04-12,50.939998626708984
2017-04-13,49.43000030517578
2017-04-17,50.650001525878906
2017-04-18,50.119998931884766
2017-04-19,51.119998931884766
2017-04-20,53.459999084472656
2017-04-21,54.09000015258789
2017-04-24,56.0
2017-04-25,56.4900016784668
2017-04-26,56.75
2017-04-27,55.81999969482422
2017-04-28,54.27000045776367
2017-05-01,55.279998779296875
2017-05-02,54.81999969482422
2017-05-03,55.279998779296875
2017-05-04,55.650001525878906
2017-05-05,55.70000076293945
2017-05-08,55.54999923706055
2017-05-09,55.5099983215332
2017-05-10,55.65999984741211
2017-05-11,55.0
2017-05-12,54.9900016784668
2017-05-15,55.47999954223633
2017-05-16,56.349998474121094
2017-05-17,53.529998779296875
2017-05-18,54.06999969482422
2017-05-19,54.45000076293945
2017-05-22,54.7599983215332
2017-05-23,55.70000076293945
2017-05-24,55.33000183105469
2017-05-25,55.54999923706055
2017-05-26,54.88999938964844
2017-05-30,54.7599983215332
2017-05-31,54.72999954223633
2017-06-01,54.939998626708984
2017-06-02,54.189998626708984
2017-06-05,54.02000045776367
2017-06-06,53.81999969482422
2017-06-07,54.380001068115234
2017-06-08,56.43000030517578
2017-06-09,58.43000030517578
2017-06-12,58.779998779296875
2017-06-13,59.310001373291016
2017-06-14,59.119998931884766
2017-06-15,58.93000030517578
2017-06-16,59.150001525878906
2017-06-19,58.939998626708984
2017-06-20,57.650001525878906
2017-06-21,56.58000183105469
2017-06-22,56.29999923706055
2017-06-23,56.209999084472656
2017-06-26,56.900001525878906
2017-06-27,57.25
2017-06-28,58.25
2017-06-29,58.459999084472656
2017-06-30,58.58000183105469
2017-07-03,59.93000030517578
2017-07-05,60.060001373291016
2017-07-06,59.54999923706055
2017-07-07,59.380001068115234
2017-07-10,58.9900016784668
2017-07-11,58.43000030517578
2017-07-12,58.2599983215332
2017-07-13,58.459999084472656
2017-07-14,57.40999984741211
2017-07-17,57.47999954223633
2017-07-18,57.34000015258789
2017-07-19,57.310001373291016
2017-07-20,57.40999984741211
2017-07-21,57.0
2017-07-24,57.709999084472656
2017-07-25,58.86000061035156
2017-07-26,57.380001068115234
2017-07-27,57.060001373291016
2017-07-28,56.619998931884766
2017-07-31,56.97999954223633
2017-08-01,57.9900016784668
2017-08-02,57.2599983215332
2017-08-03,56.970001220703125
2017-08-04,58.060001373291016
2017-08-07,57.779998779296875
2017-08-08,57.79999923706055
2017-08-09,57.08000183105469
2017-08-10,55.08000183105469
2017-08-11,55.0099983215332
2017-08-14,56.31999969482422
2017-08-15,56.599998474121094
2017-08-16,56.310001373291016
2017-08-17,54.70000076293945
2017-08-18,54.52000045776367
2017-08-21,54.66999816894531
2017-08-22,55.18000030517578
2017-08-23,55.099998474121094
2017-08-24,55.43000030517578
2017-08-25,55.66999816894531
2017-08-28,55.18000030517578
2017-08-29,55.119998931884766
2017-08-30,55.599998474121094
2017-08-31,55.369998931884766
2017-09-01,56.060001373291016
2017-09-05,54.29999923706055
2017-09-06,54.91999816894531
2017-09-07,53.029998779296875
2017-09-08,53.529998779296875
2017-09-11,55.099998474121094
2017-09-12,56.599998474121094
2017-09-13,56.4900016784668
2017-09-14,55.45000076293945
2017-09-15,55.970001220703125
2017-09-18,55.95000076293945
2017-09-19,56.220001220703125
2017-09-20,57.41999816894531
2017-09-21,57.15999984741211
2017-09-22,57.41999816894531
2017-09-25,56.97999954223633
2017-09-26,57.20000076293945
2017-09-27,58.47999954223633
2017-09-28,59.209999084472656
2017-09-29,59.779998779296875
2017-10-02,60.36000061035156
2017-10-03,59.849998474121094
2017-10-04,58.720001220703125
2017-10-05,59.66999816894531
2017-10-06,60.0099983215332
2017-10-09,59.81999969482422
2017-10-10,60.40999984741211
2017-10-11,59.86000061035156
2017-10-12,59.52000045776367
2017-10-13,58.630001068115234
2017-10-16,58.630001068115234
2017-10-17,57.09000015258789
2017-10-18,57.459999084472656
2017-10-19,59.470001220703125
2017-10-20,61.369998931884766
2017-10-23,60.90999984741211
2017-10-24,60.779998779296875
2017-10-25,60.189998626708984
2017-10-26,61.220001220703125
2017-10-27,61.189998626708984
2017-10-30,60.34000015258789
2017-10-31,59.84000015258789
2017-11-01,59.72999954223633
2017-11-02,59.88999938964844
2017-11-03,59.720001220703125
2017-11-06,59.18000030517578
2017-11-07,57.63999938964844
2017-11-08,57.33000183105469
2017-11-09,56.77000045776367
2017-11-10,56.65999984741211
2017-11-13,57.029998779296875
2017-11-14,57.22999954223633
2017-11-15,57.400001525878906
2017-11-16,57.220001220703125
2017-11-17,57.900001525878906
2017-11-20,58.119998931884766
2017-11-21,58.2400016784668
2017-11-22,58.0099983215332
2017-11-24,57.63999938964844
2017-11-27,57.83000183105469
2017-11-28,59.220001220703125
2017-11-29,61.560001373291016
2017-11-30,61.540000915527344
2017-12-01,61.33000183105469
2017-12-04,62.18000030517578
2017-12-05,60.43000030517578
2017-12-06,59.75
2017-12-07,60.20000076293945
2017-12-08,60.349998474121094
2017-12-11,59.72999954223633
2017-12-12,60.029998779296875
2017-12-13,59.27000045776367
2017-12-14,58.90999984741211
2017-12-15,60.689998626708984
2017-12-18,61.5
2017-12-19,61.13999938964844
2017-12-20,60.959999084472656
2017-12-21,61.40999984741211
2017-12-22,61.810001373291016
2017-12-26,61.0
2017-12-27,60.7400016784668
2017-12-28,61.31999969482422
2017-12-29,60.83000183105469
2018-01-02,61.31999969482422
2018-01-03,60.93000030517578
2018-01-04,61.209999084472656
2018-01-05,62.5
2018-01-08,62.459999084472656
2018-01-09,64.45999908447266
2018-01-10,65.9000015258789
2018-01-11,67.13999938964844
2018-01-12,67.31999969482422
2018-01-16,66.86000061035156
2018-01-17,67.20999908447266
2018-01-18,66.9000015258789
2018-01-19,67.9800033569336
2018-01-22,68.16999816894531
2018-01-23,68.22000122070312
2018-01-24,68.41999816894531
2018-01-25,68.30999755859375
2018-01-26,68.47000122070312
2018-01-29,67.66999816894531
2018-01-30,66.44000244140625
2018-01-31,65.91000366210938
2018-02-01,66.88999938964844
2018-02-02,65.80000305175781
2018-02-05,62.5099983215332
2018-02-06,64.02999877929688
2018-02-07,65.19999694824219
2018-02-08,62.52000045776367
2018-02-09,64.18000030517578
2018-02-12,64.25
2018-02-13,64.75
2018-02-14,66.94999694824219
2018-02-15,66.81999969482422
2018-02-16,66.8499984741211
2018-02-20,66.37999725341797
2018-02-21,67.38999938964844
2018-02-22,65.47000122070312
2018-02-23,66.2699966430664
2018-02-26,67.08999633789062
2018-02-27,66.33999633789062
2018-02-28,65.55000305175781
2018-03-01,66.5999984741211
2018-03-02,67.48999786376953
2018-03-05,68.08999633789062
2018-03-06,69.06999969482422
2018-03-07,68.38999938964844
2018-03-08,67.58999633789062
2018-03-09,68.12999725341797
2018-03-12,67.41000366210938
2018-03-13,66.69000244140625
2018-03-14,65.30999755859375
2018-03-15,65.13999938964844
2018-03-16,65.66000366210938
2018-03-19,65.11000061035156
2018-03-20,65.05999755859375
2018-03-21,65.20999908447266
2018-03-22,62.97999954223633
2018-03-23,60.5
2018-03-26,62.810001373291016
2018-03-27,60.779998779296875
2018-03-28,61.81999969482422
2018-03-29,62.540000915527344
2018-04-02,60.709999084472656
2018-04-03,61.7400016784668
2018-04-04,62.13999938964844
2018-04-05,62.060001373291016
2018-04-06,60.40999984741211
2018-04-09,60.29999923706055
2018-04-10,61.58000183105469
2018-04-11,61.279998779296875
2018-04-12,62.13999938964844
2018-04-13,61.529998779296875
2018-04-16,61.810001373291016
2018-04-17,61.400001525878906
2018-04-18,61.40999984741211
2018-04-19,65.06999969482422
2018-04-20,65.54000091552734
2018-04-23,66.43000030517578
2018-04-24,66.61000061035156
2018-04-25,66.08000183105469
2018-04-26,66.5199966430664
2018-04-27,67.44000244140625
2018-04-30,66.62000274658203
2018-05-01,67.58999633789062
2018-05-02,67.61000061035156
2018-05-03,66.70999908447266
2018-05-04,67.4000015258789
2018-05-07,67.81999969482422
2018-05-08,68.37999725341797
2018-05-09,69.41000366210938
2018-05-10,69.54000091552734
2018-05-11,69.61000061035156
2018-05-14,70.27999877929688
