,BLU
2004-06-30,2267.8701171875
2004-07-01,2167.14794921875
2004-07-02,2310.1083984375
2004-07-06,2323.104736328125
2004-07-07,2433.573974609375
2004-07-08,2357.76171875
2004-07-09,2409.747314453125
2004-07-12,2444.404296875
2004-07-13,2450.902587890625
2004-07-14,2450.902587890625
2004-07-15,2431.407958984375
2004-07-16,2406.498291015625
2004-07-19,2027.436767578125
2004-07-20,2042.5992431640625
2004-07-21,1931.046875
2004-07-22,1948.37548828125
2004-07-23,1896.389892578125
2004-07-26,1837.9061279296875
2004-07-27,1905.05419921875
2004-07-28,1858.4837646484375
2004-07-29,1883.3935546875
2004-07-30,1884.4765625
2004-08-02,1844.404296875
2004-08-03,1811.913330078125
2004-08-04,1624.5487060546875
2004-08-05,1592.0577392578125
2004-08-06,1456.6787109375
2004-08-09,1378.7003173828125
2004-08-10,1415.5234375
2004-08-11,1489.169677734375
2004-08-12,1458.8447265625
2004-08-13,1407.9422607421875
2004-08-16,1363.5379638671875
2004-08-17,1347.2923583984375
2004-08-18,1344.0433349609375
2004-08-19,1327.7978515625
2004-08-20,1537.9061279296875
2004-08-23,1568.2310791015625
2004-08-24,1537.9061279296875
2004-08-25,1516.2454833984375
2004-08-26,1546.5704345703125
2004-08-27,1541.1552734375
2004-08-30,1540.0721435546875
2004-08-31,1551.985595703125
2004-09-01,1568.2310791015625
2004-09-02,1606.13720703125
2004-09-03,1647.2923583984375
2004-09-07,1688.4476318359375
2004-09-08,1730.6859130859375
2004-09-09,1752.3465576171875
2004-09-10,1772.9241943359375
2004-09-13,1751.2635498046875
2004-09-14,1766.426025390625
2004-09-15,1744.765380859375
2004-09-16,1771.8411865234375
2004-09-17,1908.30322265625
2004-09-20,1964.6209716796875
2004-09-21,1994.94580078125
2004-09-22,1958.122802734375
2004-09-23,2003.610107421875
2004-09-24,1990.61376953125
2004-09-27,1972.2021484375
2004-09-28,1996.0289306640625
2004-09-29,1966.7869873046875
2004-09-30,1858.4837646484375
2004-10-01,1888.8087158203125
2004-10-04,1908.30322265625
2004-10-05,1864.98193359375
2004-10-06,1929.9638671875
2004-10-07,1895.306884765625
2004-10-08,1843.3212890625
2004-10-11,1811.913330078125
2004-10-12,1746.931396484375
2004-10-13,1699.2779541015625
2004-10-14,1733.93505859375
2004-10-15,1822.74365234375
2004-10-18,1887.7255859375
2004-10-19,1899.6390380859375
2004-10-20,1888.8087158203125
2004-10-21,1898.555908203125
2004-10-22,1751.2635498046875
2004-10-25,1763.1768798828125
2004-10-26,1766.426025390625
2004-10-27,1807.5811767578125
2004-10-28,1795.6678466796875
2004-10-29,1771.8411865234375
2004-11-01,1898.555908203125
2004-11-02,1933.2130126953125
2004-11-03,1975.4512939453125
2004-11-04,2028.5198974609375
2004-11-05,1994.94580078125
2004-11-08,1901.8050537109375
2004-11-09,1955.9566650390625
2004-11-10,2014.4404296875
2004-11-11,1991.69677734375
2004-11-12,1992.77978515625
2004-11-15,2046.931396484375
2004-11-16,2097.833984375
2004-11-17,2133.573974609375
2004-11-18,2107.581298828125
2004-11-19,2048.014404296875
2004-11-22,2032.8519287109375
2004-11-23,2030.6859130859375
2004-11-24,2052.3466796875
2004-11-26,2095.66796875
2004-11-29,2154.151611328125
2004-11-30,2160.64990234375
2004-12-01,2180.144287109375
2004-12-02,2177.978271484375
2004-12-03,2211.55224609375
2004-12-06,2141.1552734375
2004-12-07,2032.8519287109375
2004-12-08,1944.0433349609375
2004-12-09,1932.1300048828125
2004-12-10,1942.9603271484375
2004-12-13,1938.628173828125
2004-12-14,1927.7978515625
2004-12-15,1907.22021484375
2004-12-16,1922.3826904296875
2004-12-17,1872.563232421875
2004-12-20,1819.49462890625
2004-12-21,1844.404296875
2004-12-22,1884.4765625
2004-12-23,1967.8699951171875
2004-12-27,1869.3140869140625
2004-12-28,1928.880859375
2004-12-29,1984.115478515625
2004-12-30,1979.783447265625
2004-12-31,1898.555908203125
2005-01-03,1868.2310791015625
2005-01-04,1769.675048828125
2005-01-05,1759.9278564453125
2005-01-06,1772.9241943359375
2005-01-07,1733.93505859375
2005-01-10,1782.6715087890625
2005-01-11,1765.343017578125
2005-01-12,1757.76171875
2005-01-13,1756.6787109375
2005-01-14,1791.335693359375
2005-01-18,1853.068603515625
2005-01-19,1814.0794677734375
2005-01-20,1832.490966796875
2005-01-21,1887.7255859375
2005-01-24,1841.1552734375
2005-01-25,1924.5487060546875
2005-01-26,1926.71484375
2005-01-27,1907.22021484375
2005-01-28,1945.1263427734375
2005-01-31,1981.949462890625
2005-02-01,2010.1082763671875
2005-02-02,2010.1082763671875
2005-02-03,2042.5992431640625
2005-02-04,2120.57763671875
2005-02-07,2157.400634765625
2005-02-08,2176.895263671875
2005-02-09,2170.397216796875
2005-02-10,2196.389892578125
2005-02-11,2228.880859375
2005-02-14,2231.046875
2005-02-15,2224.548828125
2005-02-16,2161.73291015625
2005-02-17,2071.841064453125
2005-02-18,2046.931396484375
2005-02-22,2027.436767578125
2005-02-23,1942.9603271484375
2005-02-24,1729.6029052734375
2005-02-25,1658.122802734375
2005-02-28,1624.5487060546875
2005-03-01,1609.38623046875
2005-03-02,1481.5885009765625
2005-03-03,1661.371826171875
2005-03-04,1629.9638671875
2005-03-07,1573.646240234375
2005-03-08,1635.3790283203125
2005-03-09,1618.050537109375
2005-03-10,1556.3177490234375
2005-03-11,1570.3970947265625
2005-03-14,1623.4656982421875
2005-03-15,1562.81591796875
2005-03-16,1541.1552734375
2005-03-17,1549.8194580078125
2005-03-18,1545.4873046875
2005-03-21,1487.003662109375
2005-03-22,1483.7545166015625
2005-03-23,1463.1768798828125
2005-03-24,1435.01806640625
2005-03-28,1407.9422607421875
2005-03-29,1345.1263427734375
2005-03-30,1314.8013916015625
2005-03-31,1289.8917236328125
2005-04-01,1318.050537109375
2005-04-04,1277.9783935546875
2005-04-05,1255.234619140625
2005-04-06,1256.3177490234375
2005-04-07,1159.9278564453125
2005-04-08,1166.426025390625
2005-04-11,1231.407958984375
2005-04-12,1422.0216064453125
2005-04-13,1338.628173828125
2005-04-14,1290.9747314453125
2005-04-15,1198.9169921875
2005-04-18,857.76171875
2005-04-19,829.6029052734375
2005-04-20,823.1046752929688
2005-04-21,833.9349975585938
2005-04-22,818.7725830078125
2005-04-25,817.6895141601562
2005-04-26,801.4440307617188
2005-04-27,792.77978515625
2005-04-28,768.9530639648438
2005-04-29,785.1985473632812
2005-05-02,787.3646240234375
2005-05-03,794.9458618164062
2005-05-04,862.0938720703125
2005-05-05,876.1732788085938
2005-05-06,888.086669921875
2005-05-09,906.4981689453125
2005-05-10,909.747314453125
2005-05-11,892.4187622070312
2005-05-12,904.3321533203125
2005-05-13,904.3321533203125
2005-05-16,919.4945678710938
2005-05-17,925.9927978515625
2005-05-18,923.8267211914062
2005-05-19,909.747314453125
2005-05-20,903.2490844726562
2005-05-23,884.8375244140625
2005-05-24,900.0
2005-05-25,892.4187622070312
2005-05-26,930.3248901367188
2005-05-27,912.9963989257812
2005-05-31,894.5848388671875
2005-06-01,928.1588745117188
2005-06-02,1001.8050537109375
2005-06-03,1014.8014526367188
2005-06-06,979.0614013671875
2005-06-07,930.3248901367188
2005-06-08,916.2454833984375
2005-06-09,947.6534423828125
2005-06-10,929.2418823242188
2005-06-13,943.3212890625
2005-06-14,904.3321533203125
2005-06-15,893.5018310546875
2005-06-16,912.9963989257812
2005-06-17,911.913330078125
2005-06-20,1013.7183837890625
2005-06-21,1115.5234375
2005-06-22,1202.166015625
2005-06-23,1243.3212890625
2005-06-24,1183.7545166015625
2005-06-27,1096.0289306640625
2005-06-28,1093.86279296875
2005-06-29,1092.77978515625
2005-06-30,1088.4476318359375
2005-07-01,1083.032470703125
2005-07-05,1085.1986083984375
2005-07-06,1119.8555908203125
2005-07-07,1150.1805419921875
2005-07-08,1194.5848388671875
2005-07-11,1240.0721435546875
2005-07-12,1212.996337890625
2005-07-13,1195.6678466796875
2005-07-14,1221.66064453125
2005-07-15,1243.3212890625
2005-07-18,1260.6497802734375
2005-07-19,1255.234619140625
2005-07-20,1296.389892578125
2005-07-21,1305.05419921875
2005-07-22,1309.38623046875
2005-07-25,1294.223876953125
2005-07-26,1266.06494140625
2005-07-27,1218.4114990234375
2005-07-28,1223.82666015625
2005-07-29,1205.4151611328125
2005-08-01,1211.913330078125
2005-08-02,1227.0758056640625
2005-08-03,1233.573974609375
2005-08-04,1222.74365234375
2005-08-05,1204.3321533203125
2005-08-08,1181.5885009765625
2005-08-09,1184.8375244140625
2005-08-10,1206.4981689453125
2005-08-11,1192.4188232421875
2005-08-12,1105.776123046875
2005-08-15,1146.931396484375
2005-08-16,1189.169677734375
2005-08-17,1176.17333984375
2005-08-18,1178.33935546875
2005-08-19,1187.003662109375
2005-08-22,1195.6678466796875
2005-08-23,1195.6678466796875
2005-08-24,1223.82666015625
2005-08-25,1236.8231201171875
2005-08-26,1234.656982421875
2005-08-29,1234.656982421875
2005-08-30,1228.1588134765625
2005-08-31,1231.407958984375
2005-09-01,1242.23828125
2005-09-02,1229.2418212890625
2005-09-06,1230.324951171875
2005-09-07,1201.0830078125
2005-09-08,1208.664306640625
2005-09-09,1201.0830078125
2005-09-12,1191.335693359375
2005-09-13,1189.169677734375
2005-09-14,1200.0
2005-09-15,1184.8375244140625
2005-09-16,1188.086669921875
2005-09-19,1215.1624755859375
2005-09-20,1223.82666015625
2005-09-21,1215.1624755859375
2005-09-22,1215.1624755859375
2005-09-23,1254.151611328125
2005-09-26,1267.1480712890625
2005-09-27,1279.0614013671875
2005-09-28,1329.9638671875
2005-09-29,1383.032470703125
2005-09-30,1380.866455078125
2005-10-03,1431.7689208984375
2005-10-04,1417.6895751953125
2005-10-05,1389.5306396484375
2005-10-06,1362.454833984375
2005-10-07,1404.693115234375
2005-10-10,1360.288818359375
2005-10-11,1409.0252685546875
2005-10-12,1389.5306396484375
2005-10-13,1364.6209716796875
2005-10-14,1384.115478515625
2005-10-17,1381.949462890625
2005-10-18,1450.1805419921875
2005-10-19,1481.5885009765625
2005-10-20,1476.17333984375
2005-10-21,1402.527099609375
2005-10-24,1450.1805419921875
2005-10-25,1483.7545166015625
2005-10-26,1533.573974609375
2005-10-27,1586.642578125
2005-10-28,1590.9747314453125
2005-10-31,1651.62451171875
2005-11-01,1584.4765625
2005-11-02,1574.729248046875
2005-11-03,1553.068603515625
2005-11-04,1537.9061279296875
2005-11-07,1558.4837646484375
2005-11-08,1590.9747314453125
2005-11-09,1597.472900390625
2005-11-10,1603.9710693359375
2005-11-11,1626.71484375
2005-11-14,1576.895263671875
2005-11-15,1584.4765625
2005-11-16,1611.5523681640625
2005-11-17,1612.6353759765625
2005-11-18,1587.7255859375
2005-11-21,1588.8087158203125
2005-11-22,1584.4765625
2005-11-23,1589.8917236328125
2005-11-25,1556.3177490234375
2005-11-28,1558.4837646484375
2005-11-29,1504.3321533203125
2005-11-30,1503.2491455078125
2005-12-01,1451.2635498046875
2005-12-02,1431.7689208984375
2005-12-05,1417.6895751953125
2005-12-06,1389.5306396484375
2005-12-07,1322.3826904296875
2005-12-08,1397.1119384765625
2005-12-09,1420.9385986328125
2005-12-12,1402.527099609375
2005-12-13,1389.5306396484375
2005-12-14,1370.0361328125
2005-12-15,1403.610107421875
2005-12-16,1425.270751953125
2005-12-19,1407.9422607421875
2005-12-20,1431.7689208984375
2005-12-21,1475.0902099609375
2005-12-22,1495.6678466796875
2005-12-23,1488.086669921875
2005-12-27,1563.89892578125
2005-12-28,1548.7364501953125
2005-12-29,1559.5667724609375
2005-12-30,1540.0721435546875
2006-01-03,1530.324951171875
2006-01-04,1585.5595703125
2006-01-05,1550.902587890625
2006-01-06,1602.8880615234375
2006-01-09,1608.30322265625
2006-01-10,1615.884521484375
2006-01-11,1649.45849609375
2006-01-12,1648.37548828125
2006-01-13,1679.783447265625
2006-01-17,1696.0289306640625
2006-01-18,1672.2021484375
2006-01-19,1689.5306396484375
2006-01-20,1696.0289306640625
2006-01-23,1621.2996826171875
2006-01-24,1606.13720703125
2006-01-25,1589.8917236328125
2006-01-26,1587.7255859375
2006-01-27,1593.1407470703125
2006-01-30,1602.8880615234375
2006-01-31,1556.3177490234375
2006-02-01,1520.57763671875
2006-02-02,1509.747314453125
2006-02-03,1534.656982421875
2006-02-06,1733.93505859375
2006-02-07,1676.5343017578125
2006-02-08,1609.38623046875
2006-02-09,1535.7401123046875
2006-02-10,1537.9061279296875
2006-02-13,1628.880859375
2006-02-14,1661.371826171875
2006-02-15,1653.7906494140625
2006-02-16,1678.7003173828125
2006-02-17,1659.205810546875
2006-02-21,1665.7039794921875
2006-02-22,1665.7039794921875
2006-02-23,1668.953125
2006-02-24,1694.94580078125
2006-02-27,1635.3790283203125
2006-02-28,1626.71484375
2006-03-01,1623.4656982421875
2006-03-02,1627.7978515625
2006-03-03,1611.5523681640625
2006-03-06,1606.13720703125
2006-03-07,1606.13720703125
2006-03-08,1586.642578125
2006-03-09,1570.3970947265625
2006-03-10,1609.38623046875
2006-03-13,1632.1300048828125
2006-03-14,1611.5523681640625
2006-03-15,1644.0433349609375
2006-03-16,1610.4693603515625
2006-03-17,1573.646240234375
2006-03-20,1575.812255859375
2006-03-21,1510.830322265625
2006-03-22,1504.3321533203125
2006-03-23,1525.9927978515625
2006-03-24,1558.4837646484375
2006-03-27,1589.8917236328125
2006-03-28,1590.9747314453125
2006-03-29,1570.3970947265625
2006-03-30,1615.884521484375
2006-03-31,1518.4114990234375
2006-04-03,1506.4981689453125
2006-04-04,1507.5811767578125
2006-04-05,1492.4188232421875
2006-04-06,1428.5198974609375
2006-04-07,1439.3502197265625
2006-04-10,1427.436767578125
2006-04-11,1400.3609619140625
2006-04-12,1390.61376953125
2006-04-13,1402.527099609375
2006-04-17,1361.371826171875
2006-04-18,1387.3646240234375
2006-04-19,1411.1912841796875
2006-04-20,1422.0216064453125
2006-04-21,1440.4332275390625
2006-04-24,1436.10107421875
2006-04-25,1407.9422607421875
2006-04-26,1467.509033203125
2006-04-27,1479.42236328125
2006-04-28,1572.563232421875
2006-05-01,1579.0614013671875
2006-05-02,1508.664306640625
2006-05-03,1590.9747314453125
2006-05-04,1562.81591796875
2006-05-05,1599.6390380859375
2006-05-08,1540.0721435546875
2006-05-09,1538.9891357421875
2006-05-10,1592.0577392578125
2006-05-11,1576.895263671875
2006-05-12,1512.996337890625
2006-05-15,1535.7401123046875
2006-05-16,1534.656982421875
2006-05-17,1507.5811767578125
2006-05-18,1479.42236328125
2006-05-19,1463.1768798828125
2006-05-22,1389.5306396484375
2006-05-23,1391.69677734375
2006-05-24,1385.1986083984375
2006-05-25,1441.5162353515625
2006-05-26,1451.2635498046875
2006-05-30,1431.7689208984375
2006-05-31,1400.3609619140625
2006-06-01,1385.1986083984375
2006-06-02,1385.1986083984375
2006-06-05,1358.122802734375
2006-06-06,1315.884521484375
2006-06-07,1315.884521484375
2006-06-08,1332.1300048828125
2006-06-09,1335.3790283203125
2006-06-12,1259.5667724609375
2006-06-13,1220.57763671875
2006-06-14,1240.0721435546875
2006-06-15,1285.5595703125
2006-06-16,1288.8087158203125
2006-06-19,1299.6390380859375
2006-06-20,1192.4188232421875
2006-06-21,1187.003662109375
2006-06-22,1158.8447265625
2006-06-23,1177.25634765625
2006-06-26,1146.931396484375
2006-06-27,1132.8519287109375
2006-06-28,1128.5198974609375
2006-06-29,1144.765380859375
2006-06-30,1140.4332275390625
2006-07-03,1126.353759765625
2006-07-05,1146.931396484375
2006-07-06,1137.18408203125
2006-07-07,1142.5992431640625
2006-07-10,1091.69677734375
2006-07-11,1079.783447265625
2006-07-12,1104.693115234375
2006-07-13,1071.119140625
2006-07-14,1093.86279296875
2006-07-17,1094.94580078125
2006-07-18,1094.94580078125
2006-07-19,1135.01806640625
2006-07-20,1153.4295654296875
2006-07-21,1119.8555908203125
2006-07-24,1129.6029052734375
2006-07-25,1135.01806640625
2006-07-26,1131.7689208984375
2006-07-27,1144.765380859375
2006-07-28,1105.776123046875
2006-07-31,1126.353759765625
2006-08-01,1145.848388671875
2006-08-02,1193.5018310546875
2006-08-03,1168.592041015625
2006-08-04,1179.42236328125
2006-08-07,1105.776123046875
2006-08-08,1116.6064453125
2006-08-09,1128.5198974609375
2006-08-10,1070.0361328125
2006-08-11,1027.7978515625
2006-08-14,1269.3140869140625
2006-08-15,1305.05419921875
2006-08-16,1398.1949462890625
2006-08-17,1515.1624755859375
2006-08-18,1467.509033203125
2006-08-21,1437.18408203125
2006-08-22,1474.0072021484375
2006-08-23,1525.9927978515625
2006-08-24,1574.729248046875
2006-08-25,1648.37548828125
2006-08-28,1699.2779541015625
2006-08-29,1751.2635498046875
2006-08-30,1908.30322265625
2006-08-31,1926.71484375
2006-09-01,1779.42236328125
2006-09-05,1624.5487060546875
2006-09-06,1731.7689208984375
2006-09-07,1716.6064453125
2006-09-08,1700.3609619140625
2006-09-11,1664.6209716796875
2006-09-12,1763.1768798828125
2006-09-13,1707.9422607421875
2006-09-14,1690.61376953125
2006-09-15,1727.436767578125
2006-09-18,1818.4114990234375
2006-09-19,1863.89892578125
2006-09-20,1897.472900390625
2006-09-21,1867.1480712890625
2006-09-22,1919.133544921875
2006-09-25,1950.54150390625
2006-09-26,1992.77978515625
2006-09-27,2123.82666015625
2006-09-28,2106.498291015625
2006-09-29,2006.8592529296875
2006-10-02,1889.8917236328125
2006-10-03,1915.884521484375
2006-10-04,1961.371826171875
2006-10-05,1922.3826904296875
2006-10-06,1931.046875
2006-10-09,1963.5379638671875
2006-10-10,1971.119140625
2006-10-11,1989.5306396484375
2006-10-12,2068.592041015625
2006-10-13,2041.5162353515625
2006-10-16,1963.5379638671875
2006-10-17,1857.4007568359375
2006-10-18,1834.656982421875
2006-10-19,1823.82666015625
2006-10-20,1838.9891357421875
2006-10-23,1767.509033203125
2006-10-24,1775.0902099609375
2006-10-25,1787.003662109375
2006-10-26,1841.1552734375
2006-10-27,1787.003662109375
2006-10-30,1814.0794677734375
2006-10-31,1751.2635498046875
2006-11-01,1788.086669921875
2006-11-02,1765.343017578125
2006-11-03,1784.8375244140625
2006-11-06,1854.151611328125
2006-11-07,1870.3970947265625
2006-11-08,1831.407958984375
2006-11-09,1819.49462890625
2006-11-10,1822.74365234375
2006-11-13,1856.3177490234375
2006-11-14,1894.223876953125
2006-11-15,1966.7869873046875
2006-11-16,2087.003662109375
2006-11-17,2234.296142578125
2006-11-20,2395.66796875
2006-11-21,2326.353759765625
2006-11-22,2350.180419921875
2006-11-24,2396.7509765625
2006-11-27,2418.41162109375
2006-11-28,2626.353759765625
2006-11-29,2658.8447265625
2006-11-30,2755.234619140625
2006-12-01,2743.3212890625
2006-12-04,2709.747314453125
2006-12-05,2746.5703125
2006-12-06,2777.978271484375
2006-12-07,2723.82666015625
2006-12-08,2708.664306640625
2006-12-11,2600.361083984375
2006-12-12,2681.58837890625
2006-12-13,2732.490966796875
2006-12-14,2670.758056640625
2006-12-15,2689.169677734375
2006-12-18,2706.498291015625
2006-12-19,2678.33935546875
2006-12-20,2568.953125
2006-12-21,2432.490966796875
2006-12-22,2555.956787109375
2006-12-26,2449.819580078125
2006-12-27,2456.317626953125
2006-12-28,2387.003662109375
2006-12-29,2325.270751953125
2007-01-03,2193.140869140625
2007-01-04,1974.3682861328125
2007-01-05,1787.003662109375
2007-01-08,1858.4837646484375
2007-01-09,1940.794189453125
2007-01-10,1991.69677734375
2007-01-11,2002.527099609375
2007-01-12,1970.0361328125
2007-01-16,1933.2130126953125
2007-01-17,1955.9566650390625
2007-01-18,1935.3790283203125
2007-01-19,1923.4656982421875
2007-01-22,1978.7003173828125
2007-01-23,1931.046875
2007-01-24,1916.967529296875
2007-01-25,1834.656982421875
2007-01-26,1824.9097900390625
2007-01-29,1785.9205322265625
2007-01-30,1812.996337890625
2007-01-31,1860.6497802734375
2007-02-01,1833.573974609375
2007-02-02,1833.573974609375
2007-02-05,1846.5704345703125
2007-02-06,1843.3212890625
2007-02-07,1846.5704345703125
2007-02-08,1838.9891357421875
2007-02-09,1897.472900390625
2007-02-12,1871.4801025390625
2007-02-13,1765.343017578125
2007-02-14,1812.996337890625
2007-02-15,1829.2418212890625
2007-02-16,1877.9783935546875
2007-02-20,1808.664306640625
2007-02-21,1830.324951171875
2007-02-22,1749.097412109375
2007-02-23,1809.747314453125
2007-02-26,1764.2598876953125
2007-02-27,1601.8050537109375
2007-02-28,1586.642578125
2007-03-01,1598.555908203125
2007-03-02,1556.3177490234375
2007-03-05,1574.729248046875
2007-03-06,1580.1444091796875
2007-03-07,1532.490966796875
2007-03-08,1546.5704345703125
2007-03-09,1509.747314453125
2007-03-12,1519.49462890625
2007-03-13,1508.664306640625
2007-03-14,1542.23828125
2007-03-15,1588.8087158203125
2007-03-16,1615.884521484375
2007-03-19,1731.7689208984375
2007-03-20,1693.86279296875
2007-03-21,1671.119140625
2007-03-22,1690.61376953125
2007-03-23,1700.3609619140625
2007-03-26,1609.38623046875
2007-03-27,1664.6209716796875
2007-03-28,1693.86279296875
2007-03-29,1670.0361328125
2007-03-30,1633.2130126953125
2007-04-02,1519.49462890625
2007-04-03,1554.151611328125
2007-04-04,1574.729248046875
2007-04-05,1732.8519287109375
2007-04-09,1651.62451171875
2007-04-10,1624.5487060546875
2007-04-11,1433.93505859375
2007-04-12,1456.6787109375
2007-04-13,1422.0216064453125
2007-04-16,1338.628173828125
2007-04-17,1300.7220458984375
2007-04-18,1352.7076416015625
2007-04-19,1320.216552734375
2007-04-20,1284.4765625
2007-04-23,1403.610107421875
2007-04-24,1414.4404296875
2007-04-25,1474.0072021484375
2007-04-26,1504.3321533203125
2007-04-27,1381.949462890625
2007-04-30,1257.4007568359375
2007-05-01,1255.234619140625
2007-05-02,985.5595703125
2007-05-03,1008.30322265625
2007-05-04,1049.45849609375
2007-05-07,1018.050537109375
2007-05-08,925.9927978515625
2007-05-09,856.6787109375
2007-05-10,768.9530639648438
