,APTO
2005-12-30,90.0
2006-01-03,90.0
2006-01-04,100.80000305175781
2006-01-05,93.5999984741211
2006-01-06,97.19999694824219
2006-01-09,97.19999694824219
2006-01-10,147.60000610351562
2006-01-11,115.19999694824219
2006-01-12,118.80000305175781
2006-01-13,118.80000305175781
2006-01-17,104.4000015258789
2006-01-18,104.4000015258789
2006-01-19,108.0
2006-01-20,104.4000015258789
2006-01-23,104.4000015258789
2006-01-24,108.0
2006-01-25,115.19999694824219
2006-01-26,104.4000015258789
2006-01-27,104.4000015258789
2006-01-30,111.5999984741211
2006-01-31,108.0
2006-02-01,126.0
2006-02-02,126.0
2006-02-03,126.0
2006-02-06,115.19999694824219
2006-02-07,126.0
2006-02-08,126.0
2006-02-09,118.80000305175781
2006-02-10,118.80000305175781
2006-02-13,126.0
2006-02-14,126.0
2006-02-15,122.4000015258789
2006-02-16,115.19999694824219
2006-02-17,115.19999694824219
2006-02-21,111.5999984741211
2006-02-22,115.19999694824219
2006-02-23,118.80000305175781
2006-02-24,122.4000015258789
2006-02-27,126.0
2006-02-28,126.0
2006-03-01,126.0
2006-03-02,126.0
2006-03-03,126.0
2006-03-06,122.4000015258789
2006-03-07,118.80000305175781
2006-03-08,115.19999694824219
2006-03-09,118.80000305175781
2006-03-10,122.4000015258789
2006-03-13,115.19999694824219
2006-03-14,126.0
2006-03-15,122.4000015258789
2006-03-16,118.80000305175781
2006-03-17,115.19999694824219
2006-03-20,115.19999694824219
2006-03-21,115.19999694824219
2006-03-22,118.80000305175781
2006-03-23,115.19999694824219
2006-03-24,115.19999694824219
2006-03-27,108.0
2006-03-28,111.5999984741211
2006-03-29,108.0
2006-03-30,108.0
2006-03-31,108.0
2006-04-03,126.0
2006-04-04,122.4000015258789
2006-04-05,111.5999984741211
2006-04-06,111.5999984741211
2006-04-07,115.19999694824219
2006-04-10,111.5999984741211
2006-04-11,115.19999694824219
2006-04-12,111.5999984741211
2006-04-13,111.5999984741211
2006-04-17,111.5999984741211
2006-04-18,126.0
2006-04-19,122.4000015258789
2006-04-20,118.80000305175781
2006-04-21,122.4000015258789
2006-04-24,118.80000305175781
2006-04-25,122.4000015258789
2006-04-26,115.19999694824219
2006-04-27,115.19999694824219
2006-04-28,115.19999694824219
2006-05-01,115.19999694824219
2006-05-02,115.19999694824219
2006-05-03,115.19999694824219
2006-05-04,115.19999694824219
2006-05-05,122.4000015258789
2006-05-08,115.19999694824219
2006-05-09,115.19999694824219
2006-05-10,111.5999984741211
2006-05-11,118.80000305175781
2006-05-12,115.19999694824219
2006-05-15,118.80000305175781
2006-05-16,115.19999694824219
2006-05-17,115.19999694824219
2006-05-18,115.19999694824219
2006-05-19,115.19999694824219
2006-05-22,108.0
2006-05-23,118.80000305175781
2006-05-24,111.5999984741211
2006-05-25,111.5999984741211
2006-05-26,111.5999984741211
2006-05-30,111.5999984741211
2006-05-31,118.80000305175781
2006-06-01,111.5999984741211
2006-06-02,115.19999694824219
2006-06-05,111.5999984741211
2006-06-06,111.5999984741211
2006-06-07,108.0
2006-06-08,104.4000015258789
2006-06-09,108.0
2006-06-12,108.0
2006-06-13,104.4000015258789
2006-06-14,108.0
2006-06-15,104.4000015258789
2006-06-16,104.4000015258789
2006-06-19,104.4000015258789
2006-06-20,111.5999984741211
2006-06-21,111.5999984741211
2006-06-22,108.0
2006-06-23,104.4000015258789
2006-06-26,108.0
2006-06-27,108.0
2006-06-28,104.4000015258789
2006-06-29,100.80000305175781
2006-06-30,104.4000015258789
2006-07-03,108.0
2006-07-05,111.5999984741211
2006-07-06,104.4000015258789
2006-07-07,104.4000015258789
2006-07-10,108.0
2006-07-11,108.0
2006-07-12,108.0
2006-07-13,108.0
2006-07-14,108.0
2006-07-17,108.0
2006-07-18,108.0
2006-07-19,100.80000305175781
2006-07-20,104.4000015258789
2006-07-21,100.80000305175781
2006-07-24,100.80000305175781
2006-07-25,100.80000305175781
2006-07-26,108.0
2006-07-27,104.4000015258789
2006-07-28,104.4000015258789
2006-07-31,100.80000305175781
2006-08-01,97.19999694824219
2006-08-02,100.80000305175781
2006-08-03,104.4000015258789
2006-08-04,97.19999694824219
2006-08-07,100.80000305175781
2006-08-08,100.80000305175781
2006-08-09,100.80000305175781
2006-08-10,93.5999984741211
2006-08-11,97.19999694824219
2006-08-14,93.5999984741211
2006-08-15,100.80000305175781
2006-08-16,118.80000305175781
2006-08-17,115.19999694824219
2006-08-18,115.19999694824219
2006-08-21,104.4000015258789
2006-08-22,100.80000305175781
2006-08-23,108.0
2006-08-24,108.0
2006-08-25,104.4000015258789
2006-08-28,104.4000015258789
2006-08-29,104.4000015258789
2006-08-30,108.0
2006-08-31,104.4000015258789
2006-09-01,111.5999984741211
2006-09-05,108.0
2006-09-06,108.0
2006-09-07,104.4000015258789
2006-09-08,104.4000015258789
2006-09-11,104.4000015258789
2006-09-12,97.19999694824219
2006-09-13,100.80000305175781
2006-09-14,100.80000305175781
2006-09-15,104.4000015258789
2006-09-18,100.80000305175781
2006-09-19,100.80000305175781
2006-09-20,97.19999694824219
2006-09-21,100.80000305175781
2006-09-22,100.80000305175781
2006-09-25,100.80000305175781
2006-09-26,100.80000305175781
2006-09-27,100.80000305175781
2006-09-28,97.19999694824219
2006-09-29,90.0
2006-10-02,93.5999984741211
2006-10-03,90.0
2006-10-04,90.0
2006-10-05,86.4000015258789
2006-10-06,86.4000015258789
2006-10-09,82.80000305175781
2006-10-10,86.4000015258789
2006-10-11,82.80000305175781
2006-10-12,82.80000305175781
2006-10-13,82.80000305175781
2006-10-16,82.80000305175781
2006-10-17,82.80000305175781
2006-10-18,79.19999694824219
2006-10-19,82.80000305175781
2006-10-20,79.19999694824219
2006-10-23,79.19999694824219
2006-10-24,79.19999694824219
2006-10-25,75.5999984741211
2006-10-26,72.0
2006-10-27,79.19999694824219
2006-10-30,75.5999984741211
2006-10-31,79.19999694824219
2006-11-01,86.4000015258789
2006-11-02,79.19999694824219
2006-11-03,82.80000305175781
2006-11-06,75.5999984741211
2006-11-07,79.19999694824219
2006-11-08,79.19999694824219
2006-11-09,79.19999694824219
2006-11-10,75.5999984741211
2006-11-13,79.19999694824219
2006-11-14,75.5999984741211
2006-11-15,75.5999984741211
2006-11-16,72.0
2006-11-17,68.4000015258789
2006-11-20,72.0
2006-11-21,68.4000015258789
2006-11-22,72.0
2006-11-24,75.5999984741211
2006-11-27,75.5999984741211
2006-11-28,72.0
2006-11-29,68.4000015258789
2006-11-30,75.5999984741211
2006-12-01,72.0
2006-12-04,68.4000015258789
2006-12-05,72.0
2006-12-06,72.0
2006-12-07,68.4000015258789
2006-12-08,68.4000015258789
2006-12-11,75.5999984741211
2006-12-12,82.80000305175781
2006-12-13,79.19999694824219
2006-12-14,75.5999984741211
2006-12-15,79.19999694824219
2006-12-18,75.5999984741211
2006-12-19,72.0
2006-12-20,75.5999984741211
2006-12-21,72.0
2006-12-22,72.0
2006-12-26,72.0
2006-12-27,79.19999694824219
2006-12-28,79.19999694824219
2006-12-29,79.19999694824219
2007-01-03,75.5999984741211
2007-01-04,79.19999694824219
2007-01-05,75.5999984741211
2007-01-08,75.5999984741211
2007-01-09,75.5999984741211
2007-01-10,75.5999984741211
2007-01-11,72.0
2007-01-12,75.5999984741211
2007-01-16,75.5999984741211
2007-01-17,72.0
2007-01-18,72.0
2007-01-19,72.0
2007-01-22,75.5999984741211
2007-01-23,72.0
2007-01-24,72.0
2007-01-25,72.0
2007-01-26,97.19999694824219
2007-01-29,90.0
2007-01-30,82.80000305175781
2007-01-31,86.4000015258789
2007-02-01,93.5999984741211
2007-02-02,90.0
2007-02-05,93.5999984741211
2007-02-06,90.0
2007-02-07,90.0
2007-02-08,90.0
2007-02-09,97.19999694824219
2007-02-12,97.19999694824219
2007-02-13,100.80000305175781
2007-02-14,111.5999984741211
2007-02-15,104.4000015258789
2007-02-16,115.19999694824219
2007-02-20,108.0
2007-02-21,97.19999694824219
2007-02-22,93.5999984741211
2007-02-23,97.19999694824219
2007-02-26,93.5999984741211
2007-02-27,93.5999984741211
2007-02-28,93.5999984741211
2007-03-01,100.80000305175781
2007-03-02,93.5999984741211
2007-03-05,90.0
2007-03-06,90.0
2007-03-07,86.4000015258789
2007-03-08,90.0
2007-03-09,90.0
2007-03-12,90.0
2007-03-13,90.0
2007-03-14,86.4000015258789
2007-03-15,82.80000305175781
2007-03-16,82.80000305175781
2007-03-19,86.4000015258789
2007-03-20,90.0
2007-03-21,86.4000015258789
2007-03-22,86.4000015258789
2007-03-23,86.4000015258789
2007-03-26,82.80000305175781
2007-03-27,82.80000305175781
2007-03-28,86.4000015258789
2007-03-29,86.4000015258789
2007-03-30,82.80000305175781
2007-04-02,86.4000015258789
2007-04-03,82.80000305175781
2007-04-04,86.4000015258789
2007-04-05,86.4000015258789
2007-04-09,82.80000305175781
2007-04-10,100.80000305175781
2007-04-11,93.5999984741211
2007-04-12,90.0
2007-04-13,93.5999984741211
2007-04-16,90.0
2007-04-17,100.80000305175781
2007-04-18,93.5999984741211
2007-04-19,90.0
2007-04-20,90.0
2007-04-23,86.4000015258789
2007-04-24,82.80000305175781
2007-04-25,82.80000305175781
2007-04-26,79.19999694824219
2007-04-27,86.4000015258789
2007-04-30,86.4000015258789
2007-05-01,79.19999694824219
2007-05-02,90.0
2007-05-03,90.0
2007-05-04,90.0
2007-05-07,93.5999984741211
2007-05-08,90.0
2007-05-09,90.0
2007-05-10,86.4000015258789
2007-05-11,86.4000015258789
2007-05-14,90.0
2007-05-15,90.0
2007-05-16,90.0
2007-05-17,90.0
2007-05-18,93.5999984741211
2007-05-21,93.5999984741211
2007-05-22,90.0
2007-05-23,82.80000305175781
2007-05-24,86.4000015258789
2007-05-25,90.0
2007-05-29,86.4000015258789
2007-05-30,82.80000305175781
2007-05-31,82.80000305175781
2007-06-01,82.80000305175781
2007-06-04,82.80000305175781
2007-06-05,82.80000305175781
2007-06-06,86.4000015258789
2007-06-07,90.0
2007-06-08,82.80000305175781
2007-06-11,86.4000015258789
2007-06-12,82.80000305175781
2007-06-13,82.80000305175781
2007-06-14,82.80000305175781
2007-06-15,86.4000015258789
2007-06-18,82.80000305175781
2007-06-19,82.80000305175781
2007-06-20,82.80000305175781
2007-06-21,79.19999694824219
2007-06-22,82.80000305175781
2007-06-25,82.80000305175781
2007-06-26,82.80000305175781
2007-06-27,75.5999984741211
2007-06-28,82.80000305175781
2007-06-29,75.5999984741211
2007-07-02,75.5999984741211
2007-07-03,75.5999984741211
2007-07-05,75.5999984741211
2007-07-06,75.5999984741211
2007-07-09,79.19999694824219
2007-07-10,79.19999694824219
2007-07-11,82.80000305175781
2007-07-12,82.80000305175781
2007-07-13,82.80000305175781
2007-07-16,75.5999984741211
2007-07-17,82.80000305175781
2007-07-18,82.80000305175781
2007-07-19,82.80000305175781
2007-07-20,82.80000305175781
2007-07-23,82.80000305175781
2007-07-24,82.80000305175781
2007-07-25,82.80000305175781
2007-07-26,79.19999694824219
2007-07-27,75.5999984741211
2007-07-30,75.5999984741211
2007-07-31,72.0
2007-08-01,72.0
2007-08-02,72.0
2007-08-03,72.0
2007-08-06,68.4000015258789
2007-08-07,72.0
2007-08-08,72.0
2007-08-09,72.0
2007-08-10,68.4000015258789
2007-08-13,68.4000015258789
2007-08-14,68.4000015258789
2007-08-15,61.20000076293945
2007-08-16,61.20000076293945
2007-08-17,61.20000076293945
2007-08-20,61.20000076293945
2007-08-21,64.80000305175781
2007-08-22,57.599998474121094
2007-08-23,64.80000305175781
2007-08-24,79.19999694824219
2007-08-27,75.5999984741211
2007-08-28,68.4000015258789
2007-08-29,64.80000305175781
2007-08-30,68.4000015258789
2007-08-31,75.5999984741211
2007-09-04,75.5999984741211
2007-09-05,68.4000015258789
2007-09-06,64.80000305175781
2007-09-07,72.0
2007-09-10,75.5999984741211
2007-09-11,79.19999694824219
2007-09-12,79.19999694824219
2007-09-13,79.19999694824219
2007-09-14,79.19999694824219
2007-09-17,75.5999984741211
2007-09-18,72.0
2007-09-19,72.0
2007-09-20,79.19999694824219
2007-09-21,72.0
2007-09-24,75.5999984741211
2007-09-25,72.0
2007-09-26,72.0
2007-09-27,68.4000015258789
2007-09-28,64.80000305175781
2007-10-01,68.4000015258789
2007-10-02,72.0
2007-10-03,68.4000015258789
2007-10-04,68.4000015258789
2007-10-05,72.0
2007-10-08,75.5999984741211
2007-10-09,64.80000305175781
2007-10-10,68.4000015258789
2007-10-11,61.20000076293945
2007-10-12,61.20000076293945
2007-10-15,64.80000305175781
2007-10-16,64.80000305175781
2007-10-17,68.4000015258789
2007-10-18,64.80000305175781
2007-10-19,68.4000015258789
2007-10-22,72.0
2007-10-23,75.5999984741211
2007-10-24,79.19999694824219
2007-10-25,82.80000305175781
2007-10-26,86.4000015258789
2007-10-29,93.5999984741211
2007-10-30,90.0
2007-10-31,90.0
2007-11-01,86.4000015258789
2007-11-02,86.4000015258789
2007-11-05,75.5999984741211
2007-11-06,86.4000015258789
2007-11-07,82.80000305175781
2007-11-08,82.80000305175781
2007-11-09,75.5999984741211
2007-11-12,75.5999984741211
2007-11-13,72.0
2007-11-14,75.5999984741211
2007-11-15,75.5999984741211
2007-11-16,72.0
2007-11-19,72.0
2007-11-20,75.5999984741211
2007-11-21,79.19999694824219
2007-11-23,75.5999984741211
2007-11-26,75.5999984741211
2007-11-27,68.4000015258789
2007-11-28,75.5999984741211
2007-11-29,68.4000015258789
2007-11-30,68.4000015258789
2007-12-03,68.4000015258789
2007-12-04,61.20000076293945
2007-12-05,72.0
2007-12-06,68.4000015258789
2007-12-07,72.0
2007-12-10,64.80000305175781
2007-12-11,68.4000015258789
2007-12-12,64.80000305175781
2007-12-13,64.80000305175781
2007-12-14,57.599998474121094
2007-12-17,64.80000305175781
2007-12-18,68.4000015258789
2007-12-19,68.4000015258789
2007-12-20,64.80000305175781
2007-12-21,61.20000076293945
2007-12-24,64.80000305175781
2007-12-26,61.20000076293945
2007-12-27,64.80000305175781
2007-12-28,64.80000305175781
2007-12-31,64.80000305175781
2008-01-02,68.4000015258789
2008-01-03,72.0
2008-01-04,68.4000015258789
2008-01-07,64.80000305175781
2008-01-08,64.80000305175781
2008-01-09,61.20000076293945
2008-01-10,61.20000076293945
2008-01-11,61.20000076293945
2008-01-14,68.4000015258789
2008-01-15,64.80000305175781
2008-01-16,61.20000076293945
2008-01-17,57.599998474121094
2008-01-18,68.4000015258789
2008-01-22,61.20000076293945
2008-01-23,57.599998474121094
2008-01-24,61.20000076293945
2008-01-25,61.20000076293945
2008-01-28,61.20000076293945
2008-01-29,61.20000076293945
2008-01-30,72.0
2008-01-31,64.80000305175781
2008-02-01,68.4000015258789
2008-02-04,64.80000305175781
2008-02-05,72.0
2008-02-06,72.0
2008-02-07,61.20000076293945
2008-02-08,64.80000305175781
2008-02-11,64.80000305175781
2008-02-12,64.80000305175781
2008-02-13,61.20000076293945
2008-02-14,61.20000076293945
2008-02-15,61.20000076293945
2008-02-19,57.599998474121094
2008-02-20,61.20000076293945
2008-02-21,61.20000076293945
2008-02-22,61.20000076293945
2008-02-25,57.599998474121094
2008-02-26,61.20000076293945
2008-02-27,64.80000305175781
2008-02-28,57.599998474121094
2008-02-29,57.599998474121094
2008-03-03,64.80000305175781
2008-03-04,64.80000305175781
2008-03-05,61.20000076293945
2008-03-06,64.80000305175781
2008-03-07,64.80000305175781
2008-03-10,61.20000076293945
2008-03-11,61.20000076293945
2008-03-12,57.599998474121094
2008-03-13,61.20000076293945
2008-03-14,61.20000076293945
2008-03-17,54.0
2008-03-18,64.80000305175781
2008-03-19,54.0
2008-03-20,54.0
2008-03-24,61.20000076293945
2008-03-25,61.20000076293945
2008-03-26,54.0
2008-03-27,61.20000076293945
2008-03-28,57.599998474121094
2008-03-31,57.599998474121094
2008-04-01,64.80000305175781
2008-04-02,68.4000015258789
2008-04-03,64.80000305175781
2008-04-04,61.20000076293945
2008-04-07,50.400001525878906
2008-04-08,57.599998474121094
2008-04-09,68.4000015258789
2008-04-10,64.80000305175781
2008-04-11,72.0
2008-04-14,61.20000076293945
2008-04-15,57.599998474121094
2008-04-16,61.20000076293945
2008-04-17,61.20000076293945
2008-04-18,57.599998474121094
2008-04-21,64.80000305175781
2008-04-22,57.599998474121094
2008-04-23,54.0
2008-04-24,54.0
2008-04-25,54.0
2008-04-28,54.0
2008-04-29,57.599998474121094
2008-04-30,54.0
2008-05-01,61.20000076293945
2008-05-02,57.599998474121094
2008-05-05,57.599998474121094
2008-05-06,54.0
2008-05-07,57.599998474121094
2008-05-08,54.0
2008-05-09,57.599998474121094
2008-05-12,54.0
2008-05-13,54.0
2008-05-14,54.0
2008-05-15,54.0
2008-05-16,57.599998474121094
2008-05-19,54.0
2008-05-20,54.0
2008-05-21,50.400001525878906
2008-05-22,57.599998474121094
2008-05-23,57.599998474121094
2008-05-27,54.0
2008-05-28,54.0
2008-05-29,57.599998474121094
2008-05-30,57.599998474121094
2008-06-02,50.400001525878906
2008-06-03,54.0
2008-06-04,54.0
2008-06-05,50.400001525878906
2008-06-06,50.400001525878906
2008-06-09,46.79999923706055
2008-06-10,46.79999923706055
2008-06-11,46.79999923706055
2008-06-12,46.79999923706055
2008-06-13,54.0
2008-06-16,46.79999923706055
2008-06-17,43.20000076293945
2008-06-18,43.20000076293945
2008-06-19,43.20000076293945
2008-06-20,43.20000076293945
2008-06-23,43.20000076293945
2008-06-24,50.400001525878906
2008-06-25,54.0
2008-06-26,54.0
2008-06-27,50.400001525878906
2008-06-30,43.20000076293945
2008-07-01,36.0
2008-07-02,43.20000076293945
2008-07-03,43.20000076293945
2008-07-07,46.79999923706055
2008-07-08,39.599998474121094
2008-07-09,46.79999923706055
2008-07-10,46.79999923706055
2008-07-11,50.400001525878906
2008-07-14,50.400001525878906
2008-07-15,43.20000076293945
2008-07-16,50.400001525878906
2008-07-17,39.599998474121094
2008-07-18,43.20000076293945
2008-07-21,43.20000076293945
2008-07-22,43.20000076293945
2008-07-23,39.599998474121094
2008-07-24,39.599998474121094
2008-07-25,39.599998474121094
2008-07-28,43.20000076293945
2008-07-29,39.599998474121094
2008-07-30,43.20000076293945
2008-07-31,36.0
2008-08-01,43.20000076293945
2008-08-04,39.599998474121094
2008-08-05,46.79999923706055
2008-08-06,46.79999923706055
2008-08-07,39.599998474121094
2008-08-08,46.79999923706055
2008-08-11,43.20000076293945
2008-08-12,39.599998474121094
2008-08-13,39.599998474121094
2008-08-14,39.599998474121094
2008-08-15,39.599998474121094
2008-08-18,32.400001525878906
2008-08-19,32.400001525878906
2008-08-20,32.400001525878906
2008-08-21,32.400001525878906
2008-08-22,32.400001525878906
2008-08-25,28.799999237060547
2008-08-26,32.400001525878906
2008-08-27,32.400001525878906
2008-08-28,32.400001525878906
2008-08-29,36.0
2008-09-02,32.400001525878906
2008-09-03,28.799999237060547
2008-09-04,25.200000762939453
2008-09-05,28.799999237060547
2008-09-08,32.400001525878906
2008-09-09,32.400001525878906
2008-09-10,32.400001525878906
2008-09-11,32.400001525878906
2008-09-12,28.799999237060547
2008-09-15,25.200000762939453
2008-09-16,28.799999237060547
2008-09-17,32.400001525878906
2008-09-18,28.799999237060547
2008-09-19,28.799999237060547
2008-09-22,32.400001525878906
2008-09-23,32.400001525878906
2008-09-24,28.799999237060547
2008-09-25,32.400001525878906
2008-09-26,32.400001525878906
2008-09-29,32.400001525878906
2008-09-30,32.400001525878906
2008-10-01,28.799999237060547
2008-10-02,28.799999237060547
2008-10-03,25.200000762939453
2008-10-06,21.600000381469727
2008-10-07,21.600000381469727
2008-10-08,21.600000381469727
2008-10-09,25.200000762939453
2008-10-10,21.600000381469727
2008-10-13,10.800000190734863
2008-10-14,25.200000762939453
2008-10-15,25.200000762939453
2008-10-16,25.200000762939453
2008-10-17,18.0
2008-10-20,25.200000762939453
2008-10-21,21.600000381469727
2008-10-22,18.0
2008-10-23,18.0
2008-10-24,21.600000381469727
2008-10-27,18.0
2008-10-28,14.399999618530273
2008-10-29,18.0
2008-10-30,18.0
2008-10-31,14.399999618530273
2008-11-03,14.399999618530273
2008-11-04,14.399999618530273
2008-11-05,21.600000381469727
2008-11-06,14.399999618530273
2008-11-07,14.399999618530273
2008-11-10,18.0
2008-11-11,14.399999618530273
2008-11-12,21.600000381469727
2008-11-13,18.0
2008-11-14,14.399999618530273
2008-11-17,14.399999618530273
2008-11-18,14.399999618530273
2008-11-19,14.399999618530273
2008-11-20,14.399999618530273
2008-11-21,14.399999618530273
2008-11-24,14.399999618530273
2008-11-25,14.399999618530273
2008-11-26,14.399999618530273
2008-11-28,14.399999618530273
2008-12-01,14.399999618530273
2008-12-02,18.0
2008-12-03,14.399999618530273
2008-12-04,14.399999618530273
2008-12-05,18.0
2008-12-08,14.399999618530273
2008-12-09,14.399999618530273
2008-12-10,18.0
2008-12-11,18.0
2008-12-12,14.399999618530273
2008-12-15,14.399999618530273
2008-12-16,14.399999618530273
2008-12-17,14.399999618530273
2008-12-18,14.399999618530273
2008-12-19,14.399999618530273
2008-12-22,14.399999618530273
2008-12-23,10.800000190734863
2008-12-24,18.0
2008-12-26,7.199999809265137
2008-12-29,10.800000190734863
2008-12-30,14.399999618530273
2008-12-31,10.800000190734863
2009-01-02,10.800000190734863
2009-01-05,18.0
2009-01-06,18.0
2009-01-07,18.0
2009-01-08,21.600000381469727
2009-01-09,21.600000381469727
2009-01-12,21.600000381469727
2009-01-13,18.0
2009-01-14,14.399999618530273
2009-01-15,10.800000190734863
2009-01-16,14.399999618530273
2009-01-20,10.800000190734863
2009-01-21,10.800000190734863
2009-01-22,10.800000190734863
2009-01-23,10.800000190734863
2009-01-26,10.800000190734863
2009-01-27,14.399999618530273
2009-01-28,10.800000190734863
2009-01-29,14.399999618530273
2009-01-30,14.399999618530273
2009-02-02,14.399999618530273
2009-02-03,10.800000190734863
2009-02-04,10.800000190734863
2009-02-05,10.800000190734863
2009-02-06,10.800000190734863
2009-02-09,14.399999618530273
2009-02-10,10.800000190734863
2009-02-11,10.800000190734863
2009-02-12,10.800000190734863
2009-02-13,10.800000190734863
2009-02-17,10.800000190734863
2009-02-18,10.800000190734863
2009-02-19,10.800000190734863
2009-02-20,10.800000190734863
2009-02-23,10.800000190734863
2009-02-24,10.800000190734863
2009-02-25,10.800000190734863
2009-02-26,10.800000190734863
2009-02-27,14.399999618530273
2009-03-02,10.800000190734863
2009-03-03,10.800000190734863
2009-03-04,10.800000190734863
2009-03-05,10.800000190734863
2009-03-06,10.800000190734863
2009-03-09,10.800000190734863
2009-03-10,10.800000190734863
2009-03-11,10.800000190734863
2009-03-12,7.199999809265137
2009-03-13,7.199999809265137
2009-03-16,10.800000190734863
2009-03-17,7.199999809265137
2009-03-18,7.199999809265137
2009-03-19,7.199999809265137
2009-03-20,7.199999809265137
2009-03-23,7.199999809265137
2009-03-24,14.399999618530273
2009-03-25,18.0
2009-03-26,14.399999618530273
2009-03-27,10.800000190734863
2009-03-30,10.800000190734863
2009-03-31,14.399999618530273
2009-04-01,10.800000190734863
2009-04-02,10.800000190734863
2009-04-03,10.800000190734863
2009-04-06,10.800000190734863
2009-04-07,10.800000190734863
2009-04-08,10.800000190734863
2009-04-09,10.800000190734863
2009-04-13,18.0
2009-04-14,10.800000190734863
2009-04-15,10.800000190734863
2009-04-16,18.0
2009-04-17,18.0
2009-04-20,18.0
2009-04-21,18.0
2009-04-22,21.600000381469727
2009-04-23,21.600000381469727
2009-04-24,18.0
2009-04-27,18.0
2009-04-28,18.0
2009-04-29,21.600000381469727
2009-04-30,25.200000762939453
2009-05-01,18.0
2009-05-04,18.0
2009-05-05,18.0
2009-05-06,18.0
2009-05-07,21.600000381469727
2009-05-08,21.600000381469727
2009-05-11,18.0
2009-05-12,18.0
2009-05-13,18.0
2009-05-14,18.0
2009-05-15,21.600000381469727
2009-05-18,21.600000381469727
2009-05-19,21.600000381469727
2009-05-20,25.200000762939453
2009-05-21,18.0
2009-05-22,18.0
2009-05-26,18.0
2009-05-27,21.600000381469727
2009-05-28,25.200000762939453
2009-05-29,25.200000762939453
2009-06-01,21.600000381469727
2009-06-02,25.200000762939453
2009-06-03,25.200000762939453
2009-06-04,25.200000762939453
2009-06-05,25.200000762939453
2009-06-08,18.0
2009-06-09,21.600000381469727
2009-06-10,25.200000762939453
2009-06-11,21.600000381469727
2009-06-12,21.600000381469727
2009-06-15,21.600000381469727
2009-06-16,21.600000381469727
2009-06-17,21.600000381469727
2009-06-18,21.600000381469727
2009-06-19,21.600000381469727
2009-06-22,21.600000381469727
2009-06-23,21.600000381469727
2009-06-24,21.600000381469727
2009-06-25,21.600000381469727
2009-06-26,18.0
2009-06-29,25.200000762939453
2009-06-30,25.200000762939453
2009-07-01,25.200000762939453
2009-07-02,25.200000762939453
2009-07-06,25.200000762939453
2009-07-07,25.200000762939453
2009-07-08,21.600000381469727
2009-07-09,21.600000381469727
2009-07-10,21.600000381469727
2009-07-13,21.600000381469727
2009-07-14,25.200000762939453
2009-07-15,21.600000381469727
2009-07-16,21.600000381469727
2009-07-17,21.600000381469727
2009-07-20,25.200000762939453
2009-07-21,25.200000762939453
2009-07-22,25.200000762939453
2009-07-23,25.200000762939453
2009-07-24,25.200000762939453
2009-07-27,25.200000762939453
2009-07-28,25.200000762939453
2009-07-29,21.600000381469727
2009-07-30,25.200000762939453
2009-07-31,28.799999237060547
2009-08-03,28.799999237060547
2009-08-04,28.799999237060547
2009-08-05,25.200000762939453
2009-08-06,25.200000762939453
2009-08-07,25.200000762939453
2009-08-10,28.799999237060547
2009-08-11,28.799999237060547
2009-08-12,21.600000381469727
2009-08-13,25.200000762939453
2009-08-14,25.200000762939453
2009-08-17,25.200000762939453
2009-08-18,21.600000381469727
2009-08-19,21.600000381469727
2009-08-20,21.600000381469727
2009-08-21,25.200000762939453
2009-08-24,25.200000762939453
2009-08-25,32.400001525878906
2009-08-26,28.799999237060547
2009-08-27,25.200000762939453
2009-08-28,25.200000762939453
2009-08-31,25.200000762939453
2009-09-01,25.200000762939453
2009-09-02,21.600000381469727
2009-09-03,21.600000381469727
2009-09-04,21.600000381469727
2009-09-08,21.600000381469727
2009-09-09,25.200000762939453
2009-09-10,32.400001525878906
2009-09-11,32.400001525878906
2009-09-14,32.400001525878906
2009-09-15,25.200000762939453
2009-09-16,25.200000762939453
2009-09-17,25.200000762939453
2009-09-18,25.200000762939453
2009-09-21,28.799999237060547
2009-09-22,28.799999237060547
2009-09-23,28.799999237060547
2009-09-24,28.799999237060547
2009-09-25,28.799999237060547
2009-09-28,28.799999237060547
2009-09-29,32.400001525878906
2009-09-30,32.400001525878906
2009-10-01,32.400001525878906
2009-10-02,28.799999237060547
2009-10-05,25.200000762939453
2009-10-06,32.400001525878906
2009-10-07,32.400001525878906
2009-10-08,28.799999237060547
2009-10-09,28.799999237060547
2009-10-12,28.799999237060547
2009-10-13,28.799999237060547
2009-10-14,28.799999237060547
2009-10-15,28.799999237060547
2009-10-16,25.200000762939453
2009-10-19,25.200000762939453
2009-10-20,25.200000762939453
2009-10-21,28.799999237060547
2009-10-22,28.799999237060547
2009-10-23,28.799999237060547
2009-10-26,28.799999237060547
2009-10-27,25.200000762939453
2009-10-28,32.400001525878906
2009-10-29,28.799999237060547
2009-10-30,25.200000762939453
2009-11-02,28.799999237060547
2009-11-03,28.799999237060547
2009-11-04,28.799999237060547
2009-11-05,28.799999237060547
2009-11-06,28.799999237060547
2009-11-09,25.200000762939453
2009-11-10,25.200000762939453
2009-11-11,18.0
2009-11-12,18.0
2009-11-13,18.0
2009-11-16,18.0
2009-11-17,18.0
2009-11-18,21.600000381469727
2009-11-19,18.0
2009-11-20,18.0
2009-11-23,18.0
2009-11-24,18.0
2009-11-25,18.0
2009-11-27,18.0
2009-11-30,28.799999237060547
