,APYX
2019-04-25,4.730000019073486
2019-04-26,4.869999885559082
2019-04-29,5.070000171661377
2019-04-30,4.989999771118164
2019-05-01,5.519999980926514
2019-05-02,5.400000095367432
2019-05-03,5.340000152587891
2019-05-06,5.769999980926514
2019-05-07,5.619999885559082
2019-05-08,5.71999979019165
2019-05-09,6.179999828338623
2019-05-10,5.744999885559082
2019-05-13,5.75
2019-05-14,5.75
2019-05-15,5.789999961853027
2019-05-16,6.03000020980835
2019-05-17,5.980000019073486
2019-05-20,6.039999961853027
2019-05-21,5.889999866485596
2019-05-22,5.909999847412109
2019-05-23,5.570000171661377
2019-05-24,5.829999923706055
2019-05-28,6.010000228881836
2019-05-29,6.179999828338623
2019-05-30,6.369999885559082
2019-05-31,6.03000020980835
2019-06-03,5.980000019073486
2019-06-04,6.099999904632568
2019-06-05,6.090000152587891
2019-06-06,5.789999961853027
2019-06-07,5.789999961853027
2019-06-10,5.789999961853027
2019-06-11,6.079999923706055
2019-06-12,6.190000057220459
2019-06-13,6.079999923706055
2019-06-14,6.269999980926514
2019-06-17,6.650000095367432
2019-06-18,6.789999961853027
2019-06-19,6.650000095367432
2019-06-20,6.519999980926514
2019-06-21,6.380000114440918
2019-06-24,6.230000019073486
2019-06-25,5.880000114440918
2019-06-26,5.739999771118164
2019-06-27,5.980000019073486
2019-06-28,6.71999979019165
2019-07-01,6.949999809265137
2019-07-02,6.960000038146973
2019-07-03,7.139999866485596
2019-07-05,7.239999771118164
2019-07-08,7.130000114440918
2019-07-09,7.0
2019-07-10,7.039999961853027
2019-07-11,7.170000076293945
2019-07-12,7.0
2019-07-15,6.960000038146973
2019-07-16,6.730000019073486
2019-07-17,6.590000152587891
2019-07-18,6.320000171661377
2019-07-19,6.309999942779541
2019-07-22,6.650000095367432
2019-07-23,6.480000019073486
2019-07-24,6.800000190734863
2019-07-25,6.710000038146973
2019-07-26,6.889999866485596
2019-07-29,7.110000133514404
2019-07-30,7.369999885559082
2019-07-31,7.239999771118164
2019-08-01,7.28000020980835
2019-08-02,7.409999847412109
2019-08-05,6.679999828338623
2019-08-06,6.429999828338623
2019-08-07,6.300000190734863
2019-08-08,7.260000228881836
2019-08-09,7.320000171661377
2019-08-12,7.590000152587891
2019-08-13,7.900000095367432
2019-08-14,7.610000133514404
2019-08-15,7.300000190734863
2019-08-16,7.409999847412109
2019-08-19,7.679999828338623
2019-08-20,7.599999904632568
2019-08-21,7.820000171661377
2019-08-22,7.360000133514404
2019-08-23,6.800000190734863
2019-08-26,6.96999979019165
2019-08-27,6.789999961853027
2019-08-28,6.840000152587891
2019-08-29,7.110000133514404
2019-08-30,7.110000133514404
2019-09-03,6.880000114440918
2019-09-04,6.980000019073486
2019-09-05,7.53000020980835
2019-09-06,7.519999980926514
2019-09-09,6.809999942779541
2019-09-10,7.289999961853027
2019-09-11,7.489999771118164
2019-09-12,7.53000020980835
2019-09-13,7.550000190734863
2019-09-16,7.170000076293945
2019-09-17,7.150000095367432
2019-09-18,7.039999961853027
2019-09-19,7.269999980926514
2019-09-20,7.329999923706055
2019-09-23,7.389999866485596
2019-09-24,7.190000057220459
2019-09-25,7.239999771118164
2019-09-26,7.03000020980835
2019-09-27,6.579999923706055
2019-09-30,6.769999980926514
2019-10-01,6.409999847412109
2019-10-02,6.289999961853027
2019-10-03,6.409999847412109
2019-10-04,6.489999771118164
2019-10-07,6.429999828338623
2019-10-08,6.309999942779541
2019-10-09,6.610000133514404
2019-10-10,6.570000171661377
2019-10-11,6.940000057220459
2019-10-14,6.789999961853027
2019-10-15,6.570000171661377
2019-10-16,6.550000190734863
2019-10-17,6.900000095367432
2019-10-18,6.75
2019-10-21,6.769999980926514
2019-10-22,6.590000152587891
2019-10-23,6.550000190734863
2019-10-24,6.460000038146973
2019-10-25,6.349999904632568
2019-10-28,6.440000057220459
2019-10-29,6.480000019073486
2019-10-30,6.570000171661377
2019-10-31,6.599999904632568
2019-11-01,6.71999979019165
2019-11-04,6.78000020980835
2019-11-05,6.78000020980835
2019-11-06,6.820000171661377
2019-11-07,6.840000152587891
2019-11-08,7.010000228881836
2019-11-11,7.21999979019165
2019-11-12,8.0
2019-11-13,7.889999866485596
2019-11-14,7.849999904632568
2019-11-15,7.389999866485596
2019-11-18,6.989999771118164
2019-11-19,6.75
2019-11-20,7.079999923706055
2019-11-21,7.179999828338623
2019-11-22,7.059999942779541
2019-11-25,7.5
2019-11-26,7.760000228881836
2019-11-27,7.815000057220459
2019-11-29,7.980000019073486
2019-12-02,7.440000057220459
2019-12-03,7.329999923706055
2019-12-04,7.940000057220459
2019-12-05,7.760000228881836
2019-12-06,8.03499984741211
2019-12-09,7.920000076293945
2019-12-10,7.980000019073486
2019-12-11,7.989999771118164
2019-12-12,8.050000190734863
2019-12-13,8.079999923706055
2019-12-16,7.900000095367432
2019-12-17,7.789999961853027
2019-12-18,7.795000076293945
2019-12-19,7.71999979019165
2019-12-20,7.619999885559082
2019-12-23,7.804999828338623
2019-12-24,7.840000152587891
2019-12-26,8.100000381469727
2019-12-27,8.229999542236328
2019-12-30,8.319999694824219
2019-12-31,8.460000038146973
2020-01-02,8.510000228881836
2020-01-03,8.470000267028809
2020-01-06,8.289999961853027
2020-01-07,8.270000457763672
2020-01-08,8.229999542236328
2020-01-09,8.100000381469727
2020-01-10,8.119999885559082
2020-01-13,8.199999809265137
2020-01-14,8.024999618530273
2020-01-15,8.180000305175781
2020-01-16,8.380000114440918
2020-01-17,8.119999885559082
2020-01-21,8.210000038146973
2020-01-22,8.28499984741211
2020-01-23,8.234999656677246
2020-01-24,8.010000228881836
2020-01-27,7.820000171661377
2020-01-28,7.730000019073486
2020-01-29,7.590000152587891
2020-01-30,7.559999942779541
2020-01-31,7.590000152587891
2020-02-03,7.400000095367432
2020-02-04,7.53000020980835
2020-02-05,7.5
2020-02-06,7.550000190734863
2020-02-07,7.550000190734863
2020-02-10,7.889999866485596
2020-02-11,8.020000457763672
2020-02-12,7.900000095367432
2020-02-13,7.909999847412109
2020-02-14,7.829999923706055
2020-02-18,7.570000171661377
2020-02-19,7.599999904632568
2020-02-20,7.579999923706055
2020-02-21,7.619999885559082
2020-02-24,7.21999979019165
2020-02-25,7.099999904632568
2020-02-26,6.960000038146973
2020-02-27,6.599999904632568
2020-02-28,6.050000190734863
2020-03-02,6.409999847412109
2020-03-03,6.550000190734863
2020-03-04,6.980000019073486
2020-03-05,6.570000171661377
2020-03-06,6.300000190734863
2020-03-09,5.730000019073486
2020-03-10,5.53000020980835
2020-03-11,5.059999942779541
2020-03-12,4.659999847412109
2020-03-13,5.539999961853027
2020-03-16,4.590000152587891
2020-03-17,4.360000133514404
2020-03-18,4.079999923706055
2020-03-19,3.8399999141693115
2020-03-20,3.5299999713897705
2020-03-23,3.240000009536743
2020-03-24,3.4600000381469727
2020-03-25,3.6700000762939453
2020-03-26,3.950000047683716
2020-03-27,3.630000114440918
2020-03-30,3.569999933242798
2020-03-31,3.5899999141693115
2020-04-01,3.490000009536743
2020-04-02,3.740000009536743
2020-04-03,3.5799999237060547
2020-04-06,3.7300000190734863
2020-04-07,3.7899999618530273
2020-04-08,3.880000114440918
2020-04-09,3.9700000286102295
2020-04-13,3.5899999141693115
2020-04-14,3.630000114440918
2020-04-15,3.490000009536743
2020-04-16,3.2200000286102295
2020-04-17,3.619999885559082
2020-04-20,3.559999942779541
2020-04-21,3.4700000286102295
2020-04-22,3.490000009536743
2020-04-23,3.3299999237060547
2020-04-24,3.369999885559082
2020-04-27,3.25
2020-04-28,3.390000104904175
2020-04-29,3.7300000190734863
2020-04-30,3.4000000953674316
2020-05-01,3.2300000190734863
2020-05-04,3.1700000762939453
2020-05-05,3.25
2020-05-06,2.890000104904175
2020-05-07,2.869999885559082
2020-05-08,3.25
2020-05-11,3.6500000953674316
2020-05-12,3.2200000286102295
2020-05-13,3.2899999618530273
2020-05-14,3.619999885559082
2020-05-15,3.609999895095825
2020-05-18,4.204999923706055
2020-05-19,4.070000171661377
2020-05-20,4.889999866485596
2020-05-21,4.860000133514404
2020-05-22,4.579999923706055
2020-05-26,4.679999828338623
2020-05-27,4.440000057220459
2020-05-28,4.420000076293945
2020-05-29,4.440000057220459
2020-06-01,4.070000171661377
2020-06-02,4.380000114440918
2020-06-03,4.550000190734863
2020-06-04,4.519999980926514
2020-06-05,4.909999847412109
2020-06-08,5.03000020980835
2020-06-09,5.420000076293945
2020-06-10,5.289999961853027
2020-06-11,5.059999942779541
2020-06-12,4.869999885559082
2020-06-15,4.739999771118164
2020-06-16,5.070000171661377
2020-06-17,4.989999771118164
2020-06-18,4.789999961853027
2020-06-19,4.679999828338623
2020-06-22,4.78000020980835
2020-06-23,5.829999923706055
2020-06-24,5.690000057220459
2020-06-25,5.539999961853027
2020-06-26,5.420000076293945
2020-06-29,5.300000190734863
2020-06-30,5.550000190734863
2020-07-01,5.300000190734863
2020-07-02,5.420000076293945
2020-07-06,5.320000171661377
2020-07-07,5.010000228881836
2020-07-08,4.809999942779541
2020-07-09,4.610000133514404
2020-07-10,4.78000020980835
2020-07-13,4.789999961853027
2020-07-14,4.920000076293945
2020-07-15,5.300000190734863
2020-07-16,5.289999961853027
2020-07-17,5.46999979019165
2020-07-20,5.230000019073486
2020-07-21,5.440000057220459
2020-07-22,5.239999771118164
2020-07-23,5.150000095367432
2020-07-24,5.110000133514404
2020-07-27,5.130000114440918
2020-07-28,5.409999847412109
2020-07-29,4.980000019073486
2020-07-30,4.730000019073486
2020-07-31,4.489999771118164
2020-08-03,4.650000095367432
2020-08-04,4.909999847412109
2020-08-05,5.010000228881836
2020-08-06,4.980000019073486
2020-08-07,5.0
2020-08-10,5.139999866485596
2020-08-11,5.190000057220459
2020-08-12,5.21999979019165
2020-08-13,5.139999866485596
2020-08-14,5.070000171661377
2020-08-17,5.059999942779541
2020-08-18,5.0
2020-08-19,5.210000038146973
2020-08-20,5.389999866485596
2020-08-21,5.070000171661377
2020-08-24,4.800000190734863
2020-08-25,4.989999771118164
2020-08-26,4.760000228881836
2020-08-27,4.630000114440918
2020-08-28,4.46999979019165
2020-08-31,4.590000152587891
2020-09-01,5.010000228881836
2020-09-02,5.0
2020-09-03,4.900000095367432
2020-09-04,4.730000019073486
2020-09-08,4.710000038146973
2020-09-09,4.760000228881836
2020-09-10,4.739999771118164
2020-09-11,4.789999961853027
2020-09-14,5.010000228881836
2020-09-15,5.010000228881836
2020-09-16,5.090000152587891
2020-09-17,4.980000019073486
2020-09-18,4.949999809265137
2020-09-21,4.630000114440918
2020-09-22,4.460000038146973
2020-09-23,4.380000114440918
2020-09-24,4.5
2020-09-25,4.75
2020-09-28,4.929999828338623
2020-09-29,4.690000057220459
2020-09-30,4.710000038146973
2020-10-01,4.849999904632568
2020-10-02,5.159999847412109
2020-10-05,5.269999980926514
2020-10-06,5.210000038146973
2020-10-07,5.449999809265137
2020-10-08,5.590000152587891
2020-10-09,5.570000171661377
2020-10-12,5.570000171661377
2020-10-13,5.539999961853027
2020-10-14,5.53000020980835
2020-10-15,5.840000152587891
2020-10-16,5.920000076293945
2020-10-19,5.75
2020-10-20,5.840000152587891
2020-10-21,5.860000133514404
2020-10-22,6.199999809265137
2020-10-23,6.25
2020-10-26,6.03000020980835
2020-10-27,5.940000057220459
2020-10-28,5.78000020980835
2020-10-29,5.860000133514404
2020-10-30,6.019999980926514
2020-11-02,6.110000133514404
2020-11-03,6.289999961853027
2020-11-04,6.170000076293945
2020-11-05,6.159999847412109
2020-11-06,5.980000019073486
2020-11-09,6.320000171661377
2020-11-10,7.099999904632568
2020-11-11,7.150000095367432
2020-11-12,6.599999904632568
2020-11-13,6.710000038146973
2020-11-16,7.010000228881836
2020-11-17,6.789999961853027
2020-11-18,7.03000020980835
2020-11-19,6.980000019073486
2020-11-20,6.769999980926514
2020-11-23,6.880000114440918
2020-11-24,7.559999942779541
2020-11-25,7.630000114440918
2020-11-27,7.730000019073486
2020-11-30,7.650000095367432
2020-12-01,7.420000076293945
2020-12-02,7.789999961853027
2020-12-03,7.519999980926514
2020-12-04,7.809999942779541
2020-12-07,7.869999885559082
2020-12-08,8.1899995803833
2020-12-09,8.0600004196167
2020-12-10,8.15999984741211
2020-12-11,7.900000095367432
2020-12-14,6.940000057220459
2020-12-15,6.670000076293945
2020-12-16,7.070000171661377
2020-12-17,7.400000095367432
2020-12-18,6.880000114440918
2020-12-21,6.789999961853027
2020-12-22,6.949999809265137
2020-12-23,7.159999847412109
2020-12-24,7.039999961853027
2020-12-28,7.150000095367432
2020-12-29,7.070000171661377
2020-12-30,7.480000019073486
2020-12-31,7.199999809265137
2021-01-04,6.909999847412109
2021-01-05,7.070000171661377
2021-01-06,7.900000095367432
2021-01-07,7.900000095367432
2021-01-08,7.949999809265137
2021-01-11,7.710000038146973
2021-01-12,7.989999771118164
2021-01-13,7.820000171661377
2021-01-14,9.260000228881836
2021-01-15,9.920000076293945
2021-01-19,10.164999961853027
2021-01-20,10.569999694824219
2021-01-21,10.550000190734863
2021-01-22,10.970000267028809
2021-01-25,10.699999809265137
2021-01-26,10.529999732971191
2021-01-27,9.579999923706055
2021-01-28,9.470000267028809
2021-01-29,9.289999961853027
2021-02-01,9.079999923706055
2021-02-02,9.180000305175781
2021-02-03,9.100000381469727
2021-02-04,10.029999732971191
2021-02-05,10.270000457763672
2021-02-08,10.5600004196167
2021-02-09,10.729999542236328
2021-02-10,10.510000228881836
2021-02-11,10.239999771118164
2021-02-12,10.069999694824219
2021-02-16,10.399999618530273
2021-02-17,10.170000076293945
2021-02-18,9.680000305175781
2021-02-19,10.0600004196167
2021-02-22,10.239999771118164
2021-02-23,10.420000076293945
2021-02-24,11.59000015258789
2021-02-25,10.510000228881836
2021-02-26,10.449999809265137
2021-03-01,10.770000457763672
2021-03-02,10.369999885559082
2021-03-03,10.880000114440918
2021-03-04,10.399999618530273
2021-03-05,10.920000076293945
2021-03-08,10.739999771118164
2021-03-09,11.319999694824219
2021-03-10,11.479999542236328
2021-03-11,11.8100004196167
2021-03-12,11.489999771118164
2021-03-15,11.539999961853027
2021-03-16,11.0600004196167
2021-03-17,10.9399995803833
2021-03-18,10.489999771118164
2021-03-19,10.630000114440918
2021-03-22,10.859999656677246
2021-03-23,10.029999732971191
2021-03-24,9.75
2021-03-25,10.09000015258789
2021-03-26,9.829999923706055
2021-03-29,9.670000076293945
2021-03-30,9.880000114440918
2021-03-31,9.65999984741211
2021-04-01,9.760000228881836
2021-04-05,9.399999618530273
2021-04-06,9.319999694824219
2021-04-07,9.020000457763672
2021-04-08,9.149999618530273
2021-04-09,9.5
2021-04-12,9.380000114440918
2021-04-13,9.380000114440918
2021-04-14,9.4399995803833
2021-04-15,9.789999961853027
2021-04-16,9.640000343322754
2021-04-19,9.640000343322754
2021-04-20,9.880000114440918
2021-04-21,10.020000457763672
2021-04-22,9.890000343322754
2021-04-23,10.0
2021-04-26,10.119999885559082
2021-04-27,10.079999923706055
2021-04-28,9.920000076293945
2021-04-29,10.140000343322754
2021-04-30,10.130000114440918
2021-05-03,10.109999656677246
2021-05-04,9.420000076293945
2021-05-05,9.329999923706055
2021-05-06,9.34000015258789
2021-05-07,9.600000381469727
2021-05-10,9.09000015258789
2021-05-11,9.539999961853027
2021-05-12,9.359999656677246
2021-05-13,9.699999809265137
2021-05-14,9.760000228881836
