,MYI
2014-11-18,13.880000114440918
2014-11-19,13.75
2014-11-20,13.75
2014-11-21,13.779999732971191
2014-11-24,13.800000190734863
2014-11-25,13.800000190734863
2014-11-26,13.890000343322754
2014-11-28,13.84000015258789
2014-12-01,13.859999656677246
2014-12-02,13.949999809265137
2014-12-03,14.020000457763672
2014-12-04,14.180000305175781
2014-12-05,14.069999694824219
2014-12-08,14.100000381469727
2014-12-09,14.109999656677246
2014-12-10,14.109999656677246
2014-12-11,14.100000381469727
2014-12-12,14.149999618530273
2014-12-15,14.09000015258789
2014-12-16,14.119999885559082
2014-12-17,14.09000015258789
2014-12-18,14.15999984741211
2014-12-19,14.199999809265137
2014-12-22,14.15999984741211
2014-12-23,14.109999656677246
2014-12-24,14.130000114440918
2014-12-26,14.170000076293945
2014-12-29,14.130000114440918
2014-12-30,14.149999618530273
2014-12-31,14.069999694824219
2015-01-02,14.25
2015-01-05,14.369999885559082
2015-01-06,14.520000457763672
2015-01-07,14.579999923706055
2015-01-08,14.350000381469727
2015-01-09,14.479999542236328
2015-01-12,14.529999732971191
2015-01-13,14.460000038146973
2015-01-14,14.550000190734863
2015-01-15,14.5600004196167
2015-01-16,14.510000228881836
2015-01-20,14.550000190734863
2015-01-21,14.4399995803833
2015-01-22,14.449999809265137
2015-01-23,14.510000228881836
2015-01-26,14.5
2015-01-27,14.59000015258789
2015-01-28,14.630000114440918
2015-01-29,14.720000267028809
2015-01-30,14.760000228881836
2015-02-02,14.899999618530273
2015-02-03,14.779999732971191
2015-02-04,14.800000190734863
2015-02-05,14.779999732971191
2015-02-06,14.619999885559082
2015-02-09,14.579999923706055
2015-02-10,14.470000267028809
2015-02-11,14.3100004196167
2015-02-12,14.279999732971191
2015-02-13,14.3100004196167
2015-02-17,14.039999961853027
2015-02-18,14.180000305175781
2015-02-19,14.109999656677246
2015-02-20,14.15999984741211
2015-02-23,14.210000038146973
2015-02-24,14.270000457763672
2015-02-25,14.239999771118164
2015-02-26,14.180000305175781
2015-02-27,14.270000457763672
2015-03-02,14.210000038146973
2015-03-03,14.210000038146973
2015-03-04,14.289999961853027
2015-03-05,14.289999961853027
2015-03-06,14.079999923706055
2015-03-09,14.100000381469727
2015-03-10,14.15999984741211
2015-03-11,14.09000015258789
2015-03-12,14.09000015258789
2015-03-13,14.0600004196167
2015-03-16,13.9399995803833
2015-03-17,13.850000381469727
2015-03-18,14.050000190734863
2015-03-19,13.9399995803833
2015-03-20,14.09000015258789
2015-03-23,14.039999961853027
2015-03-24,14.140000343322754
2015-03-25,14.119999885559082
2015-03-26,14.069999694824219
2015-03-27,14.119999885559082
2015-03-30,14.119999885559082
2015-03-31,14.199999809265137
2015-04-01,14.1899995803833
2015-04-02,14.100000381469727
2015-04-06,14.140000343322754
2015-04-07,14.199999809265137
2015-04-08,14.270000457763672
2015-04-09,14.229999542236328
2015-04-10,14.279999732971191
2015-04-13,14.229999542236328
2015-04-14,14.300000190734863
2015-04-15,14.289999961853027
2015-04-16,14.300000190734863
2015-04-17,14.329999923706055
2015-04-20,14.3100004196167
2015-04-21,14.34000015258789
2015-04-22,14.289999961853027
2015-04-23,14.279999732971191
2015-04-24,14.319999694824219
2015-04-27,14.369999885559082
2015-04-28,14.380000114440918
2015-04-29,14.359999656677246
2015-04-30,14.460000038146973
2015-05-01,14.3100004196167
2015-05-04,14.289999961853027
2015-05-05,14.239999771118164
2015-05-06,14.050000190734863
2015-05-07,14.029999732971191
2015-05-08,14.079999923706055
2015-05-11,13.970000267028809
2015-05-12,14.0600004196167
2015-05-13,13.9399995803833
2015-05-14,14.039999961853027
2015-05-15,14.170000076293945
2015-05-18,14.069999694824219
2015-05-19,14.050000190734863
2015-05-20,13.960000038146973
2015-05-21,14.0
2015-05-22,14.0
2015-05-26,13.979999542236328
2015-05-27,13.979999542236328
2015-05-28,14.029999732971191
2015-05-29,14.010000228881836
2015-06-01,14.15999984741211
2015-06-02,14.100000381469727
2015-06-03,14.010000228881836
2015-06-04,13.989999771118164
2015-06-05,13.920000076293945
2015-06-08,13.819999694824219
2015-06-09,13.680000305175781
2015-06-10,13.670000076293945
2015-06-11,13.890000343322754
2015-06-12,13.819999694824219
2015-06-15,13.869999885559082
2015-06-16,13.90999984741211
2015-06-17,13.930000305175781
2015-06-18,13.869999885559082
2015-06-19,13.930000305175781
2015-06-22,13.930000305175781
2015-06-23,13.960000038146973
2015-06-24,13.970000267028809
2015-06-25,13.970000267028809
2015-06-26,13.880000114440918
2015-06-29,13.770000457763672
2015-06-30,13.75
2015-07-01,13.680000305175781
2015-07-02,13.880000114440918
2015-07-06,13.930000305175781
2015-07-07,14.069999694824219
2015-07-08,14.079999923706055
2015-07-09,14.0
2015-07-10,14.039999961853027
2015-07-13,13.850000381469727
2015-07-14,13.90999984741211
2015-07-15,14.050000190734863
2015-07-16,13.90999984741211
2015-07-17,13.859999656677246
2015-07-20,13.920000076293945
2015-07-21,13.880000114440918
2015-07-22,13.819999694824219
2015-07-23,13.930000305175781
2015-07-24,14.09000015258789
2015-07-27,14.020000457763672
2015-07-28,13.960000038146973
2015-07-29,13.9399995803833
2015-07-30,13.90999984741211
2015-07-31,14.039999961853027
2015-08-03,14.109999656677246
2015-08-04,14.069999694824219
2015-08-05,14.0
2015-08-06,14.029999732971191
2015-08-07,14.029999732971191
2015-08-10,14.140000343322754
2015-08-11,14.220000267028809
2015-08-12,14.140000343322754
2015-08-13,14.100000381469727
2015-08-14,14.15999984741211
2015-08-17,14.069999694824219
2015-08-18,14.079999923706055
2015-08-19,14.130000114440918
2015-08-20,14.100000381469727
2015-08-21,14.029999732971191
2015-08-24,13.960000038146973
2015-08-25,13.850000381469727
2015-08-26,13.770000457763672
2015-08-27,14.050000190734863
2015-08-28,14.020000457763672
2015-08-31,14.0600004196167
2015-09-01,14.109999656677246
2015-09-02,14.170000076293945
2015-09-03,14.239999771118164
2015-09-04,14.25
2015-09-08,14.149999618530273
2015-09-09,14.140000343322754
2015-09-10,14.029999732971191
2015-09-11,13.859999656677246
2015-09-14,13.829999923706055
2015-09-15,13.760000228881836
2015-09-16,13.8100004196167
2015-09-17,14.029999732971191
2015-09-18,14.050000190734863
2015-09-21,13.920000076293945
2015-09-22,14.039999961853027
2015-09-23,14.010000228881836
2015-09-24,13.979999542236328
2015-09-25,13.989999771118164
2015-09-28,14.020000457763672
2015-09-29,14.050000190734863
2015-09-30,13.970000267028809
2015-10-01,14.0
2015-10-02,14.100000381469727
2015-10-05,14.0
2015-10-06,14.050000190734863
2015-10-07,14.020000457763672
2015-10-08,14.039999961853027
2015-10-09,14.029999732971191
2015-10-12,14.170000076293945
2015-10-13,14.140000343322754
2015-10-14,14.220000267028809
2015-10-15,14.149999618530273
2015-10-16,14.170000076293945
2015-10-19,14.170000076293945
2015-10-20,14.199999809265137
2015-10-21,14.25
2015-10-22,14.289999961853027
2015-10-23,14.329999923706055
2015-10-26,14.25
2015-10-27,14.15999984741211
2015-10-28,14.149999618530273
2015-10-29,14.180000305175781
2015-10-30,14.279999732971191
2015-11-02,14.329999923706055
2015-11-03,14.300000190734863
2015-11-04,14.319999694824219
2015-11-05,14.3100004196167
2015-11-06,14.25
2015-11-09,14.010000228881836
2015-11-10,14.109999656677246
2015-11-11,14.119999885559082
2015-11-12,14.119999885559082
2015-11-13,14.149999618530273
2015-11-16,14.289999961853027
2015-11-17,14.279999732971191
2015-11-18,14.279999732971191
2015-11-19,14.329999923706055
2015-11-20,14.279999732971191
2015-11-23,14.329999923706055
2015-11-24,14.329999923706055
2015-11-25,14.40999984741211
2015-11-27,14.430000305175781
2015-11-30,14.5
2015-12-01,14.550000190734863
2015-12-02,14.5600004196167
2015-12-03,14.34000015258789
2015-12-04,14.420000076293945
2015-12-07,14.489999771118164
2015-12-08,14.600000381469727
2015-12-09,14.609999656677246
2015-12-10,14.479999542236328
2015-12-11,14.460000038146973
2015-12-14,14.279999732971191
2015-12-15,14.380000114440918
2015-12-16,14.380000114440918
2015-12-17,14.470000267028809
2015-12-18,14.5
2015-12-21,14.5
2015-12-22,14.489999771118164
2015-12-23,14.5600004196167
2015-12-24,14.569999694824219
2015-12-28,14.680000305175781
2015-12-29,14.579999923706055
2015-12-30,14.630000114440918
2015-12-31,14.729999542236328
2016-01-04,14.789999961853027
2016-01-05,14.850000381469727
2016-01-06,14.9399995803833
2016-01-07,14.8100004196167
2016-01-08,14.90999984741211
2016-01-11,14.890000343322754
2016-01-12,14.890000343322754
2016-01-13,14.6899995803833
2016-01-14,14.75
2016-01-15,14.779999732971191
2016-01-19,14.84000015258789
2016-01-20,14.729999542236328
2016-01-21,14.800000190734863
2016-01-22,14.90999984741211
2016-01-25,14.6899995803833
2016-01-26,14.720000267028809
2016-01-27,14.699999809265137
2016-01-28,14.789999961853027
2016-01-29,14.9399995803833
2016-02-01,15.010000228881836
2016-02-02,15.0
2016-02-03,14.850000381469727
2016-02-04,14.90999984741211
2016-02-05,14.890000343322754
2016-02-08,14.979999542236328
2016-02-09,15.0
2016-02-10,15.0600004196167
2016-02-11,14.930000305175781
2016-02-12,14.90999984741211
2016-02-16,14.729999542236328
2016-02-17,14.729999542236328
2016-02-18,14.850000381469727
2016-02-19,14.760000228881836
2016-02-22,14.859999656677246
2016-02-23,14.890000343322754
2016-02-24,14.84000015258789
2016-02-25,14.880000114440918
2016-02-26,14.75
2016-02-29,14.8100004196167
2016-03-01,14.800000190734863
2016-03-02,14.779999732971191
2016-03-03,14.75
2016-03-04,14.770000457763672
2016-03-07,14.850000381469727
2016-03-08,14.930000305175781
2016-03-09,14.970000267028809
2016-03-10,14.9399995803833
2016-03-11,14.770000457763672
2016-03-14,14.84000015258789
2016-03-15,14.770000457763672
2016-03-16,14.899999618530273
2016-03-17,14.970000267028809
2016-03-18,15.0
2016-03-21,14.979999542236328
2016-03-22,15.0600004196167
2016-03-23,14.979999542236328
2016-03-24,14.979999542236328
2016-03-28,15.0
2016-03-29,15.010000228881836
2016-03-30,14.989999771118164
2016-03-31,15.079999923706055
2016-04-01,15.140000343322754
2016-04-04,15.1899995803833
2016-04-05,15.3100004196167
2016-04-06,15.359999656677246
2016-04-07,15.329999923706055
2016-04-08,15.399999618530273
2016-04-11,15.4399995803833
2016-04-12,15.59000015258789
2016-04-13,15.399999618530273
2016-04-14,15.289999961853027
2016-04-15,15.390000343322754
2016-04-18,15.380000114440918
2016-04-19,15.25
2016-04-20,15.210000038146973
2016-04-21,15.180000305175781
2016-04-22,15.210000038146973
2016-04-25,15.109999656677246
2016-04-26,15.079999923706055
2016-04-27,15.180000305175781
2016-04-28,15.210000038146973
2016-04-29,15.289999961853027
2016-05-02,15.359999656677246
2016-05-03,15.470000267028809
2016-05-04,15.4399995803833
2016-05-05,15.4399995803833
2016-05-06,15.609999656677246
2016-05-09,15.529999732971191
2016-05-10,15.4399995803833
2016-05-11,15.550000190734863
2016-05-12,15.550000190734863
2016-05-13,15.5600004196167
2016-05-16,15.609999656677246
2016-05-17,15.569999694824219
2016-05-18,15.4399995803833
2016-05-19,15.1899995803833
2016-05-20,15.180000305175781
2016-05-23,15.220000267028809
2016-05-24,15.390000343322754
2016-05-25,15.34000015258789
2016-05-26,15.359999656677246
2016-05-27,15.3100004196167
2016-05-31,15.220000267028809
2016-06-01,15.380000114440918
2016-06-02,15.4399995803833
2016-06-03,15.539999961853027
2016-06-06,15.539999961853027
2016-06-07,15.539999961853027
2016-06-08,15.449999809265137
2016-06-09,15.430000305175781
2016-06-10,15.470000267028809
2016-06-13,15.390000343322754
2016-06-14,15.34000015258789
2016-06-15,15.369999885559082
2016-06-16,15.4399995803833
2016-06-17,15.40999984741211
2016-06-20,15.399999618530273
2016-06-21,15.460000038146973
2016-06-22,15.420000076293945
2016-06-23,15.489999771118164
2016-06-24,15.550000190734863
2016-06-27,15.649999618530273
2016-06-28,15.670000076293945
2016-06-29,15.739999771118164
2016-06-30,15.65999984741211
2016-07-01,15.670000076293945
2016-07-05,15.619999885559082
2016-07-06,15.699999809265137
2016-07-07,15.829999923706055
2016-07-08,15.859999656677246
2016-07-11,15.800000190734863
2016-07-12,15.670000076293945
2016-07-13,15.420000076293945
2016-07-14,15.0600004196167
2016-07-15,15.1899995803833
2016-07-18,15.380000114440918
2016-07-19,15.399999618530273
2016-07-20,15.510000228881836
2016-07-21,15.6899995803833
2016-07-22,15.699999809265137
2016-07-25,15.649999618530273
2016-07-26,15.609999656677246
2016-07-27,15.65999984741211
2016-07-28,15.609999656677246
2016-07-29,15.649999618530273
2016-08-01,15.609999656677246
2016-08-02,15.489999771118164
2016-08-03,15.600000381469727
2016-08-04,15.670000076293945
2016-08-05,15.569999694824219
2016-08-08,15.65999984741211
2016-08-09,15.6899995803833
2016-08-10,15.800000190734863
2016-08-11,15.670000076293945
2016-08-12,15.800000190734863
2016-08-15,15.6899995803833
2016-08-16,15.710000038146973
2016-08-17,15.720000267028809
2016-08-18,15.729999542236328
2016-08-19,15.699999809265137
2016-08-22,15.720000267028809
2016-08-23,15.760000228881836
2016-08-24,15.6899995803833
2016-08-25,15.699999809265137
2016-08-26,15.619999885559082
2016-08-29,15.680000305175781
2016-08-30,15.579999923706055
2016-08-31,15.539999961853027
2016-09-01,15.539999961853027
2016-09-02,15.529999732971191
2016-09-06,15.640000343322754
2016-09-07,15.539999961853027
2016-09-08,15.550000190734863
2016-09-09,15.180000305175781
2016-09-12,15.199999809265137
2016-09-13,15.0600004196167
2016-09-14,15.170000076293945
2016-09-15,15.149999618530273
2016-09-16,15.029999732971191
2016-09-19,14.970000267028809
2016-09-20,15.039999961853027
2016-09-21,15.100000381469727
2016-09-22,15.149999618530273
2016-09-23,15.100000381469727
2016-09-26,15.199999809265137
2016-09-27,15.180000305175781
2016-09-28,15.319999694824219
2016-09-29,15.199999809265137
2016-09-30,15.220000267028809
2016-10-03,15.119999885559082
2016-10-04,15.0
2016-10-05,14.899999618530273
2016-10-06,14.930000305175781
2016-10-07,14.920000076293945
2016-10-10,14.899999618530273
2016-10-11,14.899999618530273
2016-10-12,14.59000015258789
2016-10-13,14.479999542236328
2016-10-14,14.25
2016-10-17,14.09000015258789
2016-10-18,14.3100004196167
2016-10-19,14.4399995803833
2016-10-20,14.520000457763672
2016-10-21,14.579999923706055
2016-10-24,14.479999542236328
2016-10-25,14.550000190734863
2016-10-26,14.369999885559082
2016-10-27,14.34000015258789
2016-10-28,14.3100004196167
2016-10-31,14.170000076293945
2016-11-01,14.25
2016-11-02,14.369999885559082
2016-11-03,14.289999961853027
2016-11-04,14.300000190734863
2016-11-07,14.289999961853027
2016-11-08,14.3100004196167
2016-11-09,14.130000114440918
2016-11-10,13.640000343322754
2016-11-11,13.699999809265137
2016-11-14,13.350000381469727
2016-11-15,13.550000190734863
2016-11-16,13.5
2016-11-17,13.5
2016-11-18,13.390000343322754
2016-11-21,13.539999961853027
2016-11-22,13.59000015258789
2016-11-23,13.520000457763672
2016-11-25,13.529999732971191
2016-11-28,13.529999732971191
2016-11-29,13.449999809265137
2016-11-30,13.420000076293945
2016-12-01,13.300000190734863
2016-12-02,13.399999618530273
2016-12-05,13.390000343322754
2016-12-06,13.619999885559082
2016-12-07,13.930000305175781
2016-12-08,13.65999984741211
2016-12-09,13.460000038146973
2016-12-12,13.479999542236328
2016-12-13,13.59000015258789
2016-12-14,13.649999618530273
2016-12-15,13.489999771118164
2016-12-16,13.470000267028809
2016-12-19,13.5
2016-12-20,13.479999542236328
2016-12-21,13.520000457763672
2016-12-22,13.479999542236328
2016-12-23,13.5
2016-12-27,13.479999542236328
2016-12-28,13.529999732971191
2016-12-29,13.579999923706055
2016-12-30,13.649999618530273
2017-01-03,13.699999809265137
2017-01-04,13.75
2017-01-05,13.739999771118164
2017-01-06,13.720000267028809
2017-01-09,13.850000381469727
2017-01-10,13.869999885559082
2017-01-11,13.880000114440918
2017-01-12,13.949999809265137
2017-01-13,13.890000343322754
2017-01-17,13.930000305175781
2017-01-18,13.9399995803833
2017-01-19,13.8100004196167
2017-01-20,13.800000190734863
2017-01-23,13.859999656677246
2017-01-24,13.880000114440918
2017-01-25,13.84000015258789
2017-01-26,13.84000015258789
2017-01-27,13.880000114440918
2017-01-30,13.90999984741211
2017-01-31,13.949999809265137
2017-02-01,13.84000015258789
2017-02-02,13.880000114440918
2017-02-03,13.850000381469727
2017-02-06,13.899999618530273
2017-02-07,13.899999618530273
2017-02-08,13.9399995803833
2017-02-09,13.949999809265137
2017-02-10,13.949999809265137
2017-02-13,13.850000381469727
2017-02-14,13.75
2017-02-15,13.579999923706055
2017-02-16,13.630000114440918
2017-02-17,13.65999984741211
2017-02-21,13.710000038146973
2017-02-22,13.739999771118164
2017-02-23,13.789999961853027
2017-02-24,13.84000015258789
2017-02-27,13.739999771118164
2017-02-28,13.850000381469727
2017-03-01,13.789999961853027
2017-03-02,13.8100004196167
2017-03-03,13.800000190734863
2017-03-06,13.720000267028809
2017-03-07,13.739999771118164
2017-03-08,13.6899995803833
2017-03-09,13.510000228881836
2017-03-10,13.539999961853027
2017-03-13,13.5
2017-03-14,13.460000038146973
2017-03-15,13.670000076293945
2017-03-16,13.609999656677246
2017-03-17,13.670000076293945
2017-03-20,13.6899995803833
2017-03-21,13.789999961853027
2017-03-22,13.819999694824219
2017-03-23,13.75
2017-03-24,13.720000267028809
2017-03-27,13.800000190734863
2017-03-28,13.859999656677246
2017-03-29,13.890000343322754
2017-03-30,13.970000267028809
2017-03-31,13.930000305175781
2017-04-03,13.989999771118164
2017-04-04,13.850000381469727
2017-04-05,13.890000343322754
2017-04-06,13.970000267028809
2017-04-07,14.029999732971191
2017-04-10,14.130000114440918
2017-04-11,14.050000190734863
2017-04-12,14.119999885559082
2017-04-13,14.130000114440918
2017-04-17,14.039999961853027
2017-04-18,14.15999984741211
2017-04-19,14.210000038146973
2017-04-20,14.149999618530273
2017-04-21,14.109999656677246
2017-04-24,14.020000457763672
2017-04-25,13.920000076293945
2017-04-26,14.0
2017-04-27,14.050000190734863
2017-04-28,14.020000457763672
2017-05-01,14.130000114440918
2017-05-02,14.109999656677246
2017-05-03,14.210000038146973
2017-05-04,14.199999809265137
2017-05-05,14.239999771118164
2017-05-08,14.170000076293945
2017-05-09,14.220000267028809
2017-05-10,14.3100004196167
2017-05-11,14.199999809265137
2017-05-12,14.319999694824219
2017-05-15,14.350000381469727
2017-05-16,14.399999618530273
2017-05-17,14.25
2017-05-18,14.15999984741211
2017-05-19,14.170000076293945
2017-05-22,14.220000267028809
2017-05-23,14.289999961853027
2017-05-24,14.34000015258789
2017-05-25,14.34000015258789
2017-05-26,14.4399995803833
2017-05-30,14.369999885559082
2017-05-31,14.40999984741211
2017-06-01,14.5
2017-06-02,14.479999542236328
2017-06-05,14.380000114440918
2017-06-06,14.470000267028809
2017-06-07,14.479999542236328
2017-06-08,14.489999771118164
2017-06-09,14.399999618530273
2017-06-12,14.34000015258789
2017-06-13,14.3100004196167
2017-06-14,14.289999961853027
2017-06-15,14.279999732971191
2017-06-16,14.34000015258789
2017-06-19,14.329999923706055
2017-06-20,14.399999618530273
2017-06-21,14.470000267028809
2017-06-22,14.449999809265137
2017-06-23,14.5
2017-06-26,14.40999984741211
2017-06-27,14.399999618530273
2017-06-28,14.34000015258789
2017-06-29,14.270000457763672
2017-06-30,14.289999961853027
2017-07-03,14.329999923706055
2017-07-05,14.289999961853027
2017-07-06,14.210000038146973
2017-07-07,14.260000228881836
2017-07-10,14.390000343322754
2017-07-11,14.479999542236328
2017-07-12,14.390000343322754
2017-07-13,14.359999656677246
2017-07-14,14.479999542236328
2017-07-17,14.420000076293945
2017-07-18,14.399999618530273
2017-07-19,14.380000114440918
2017-07-20,14.380000114440918
2017-07-21,14.449999809265137
2017-07-24,14.390000343322754
2017-07-25,14.350000381469727
2017-07-26,14.430000305175781
2017-07-27,14.380000114440918
2017-07-28,14.5600004196167
2017-07-31,14.65999984741211
2017-08-01,14.739999771118164
2017-08-02,14.729999542236328
2017-08-03,14.720000267028809
2017-08-04,14.640000343322754
2017-08-07,14.5600004196167
2017-08-08,14.420000076293945
2017-08-09,14.390000343322754
2017-08-10,14.390000343322754
2017-08-11,14.369999885559082
2017-08-14,14.350000381469727
2017-08-15,14.369999885559082
2017-08-16,14.40999984741211
2017-08-17,14.449999809265137
2017-08-18,14.449999809265137
2017-08-21,14.5
2017-08-22,14.529999732971191
2017-08-23,14.640000343322754
2017-08-24,14.5600004196167
2017-08-25,14.529999732971191
2017-08-28,14.510000228881836
2017-08-29,14.569999694824219
2017-08-30,14.609999656677246
2017-08-31,14.579999923706055
2017-09-01,14.630000114440918
2017-09-05,14.649999618530273
2017-09-06,14.729999542236328
2017-09-07,14.789999961853027
2017-09-08,14.8100004196167
2017-09-11,14.819999694824219
2017-09-12,14.8100004196167
2017-09-13,14.859999656677246
2017-09-14,14.789999961853027
2017-09-15,14.779999732971191
2017-09-18,14.670000076293945
2017-09-19,14.600000381469727
2017-09-20,14.529999732971191
2017-09-21,14.449999809265137
2017-09-22,14.479999542236328
2017-09-25,14.520000457763672
2017-09-26,14.460000038146973
2017-09-27,14.380000114440918
2017-09-28,14.350000381469727
2017-09-29,14.329999923706055
2017-10-02,14.350000381469727
2017-10-03,14.329999923706055
2017-10-04,14.260000228881836
2017-10-05,14.329999923706055
2017-10-06,14.34000015258789
2017-10-09,14.350000381469727
2017-10-10,14.350000381469727
2017-10-11,14.34000015258789
2017-10-12,14.350000381469727
2017-10-13,14.329999923706055
2017-10-16,14.359999656677246
2017-10-17,14.369999885559082
2017-10-18,14.350000381469727
2017-10-19,14.460000038146973
2017-10-20,14.40999984741211
2017-10-23,14.300000190734863
2017-10-24,14.289999961853027
2017-10-25,14.149999618530273
2017-10-26,14.130000114440918
2017-10-27,13.970000267028809
2017-10-30,14.050000190734863
2017-10-31,14.050000190734863
2017-11-01,14.119999885559082
2017-11-02,14.180000305175781
2017-11-03,14.170000076293945
2017-11-06,14.260000228881836
2017-11-07,14.329999923706055
2017-11-08,14.279999732971191
2017-11-09,14.199999809265137
2017-11-10,14.130000114440918
2017-11-13,14.1899995803833
2017-11-14,14.119999885559082
2017-11-15,14.1899995803833
2017-11-16,14.1899995803833
2017-11-17,14.119999885559082
2017-11-20,14.050000190734863
2017-11-21,14.140000343322754
2017-11-22,14.039999961853027
2017-11-24,14.069999694824219
2017-11-27,14.029999732971191
2017-11-28,14.069999694824219
2017-11-29,13.989999771118164
2017-11-30,14.050000190734863
2017-12-01,14.100000381469727
2017-12-04,14.050000190734863
2017-12-05,14.15999984741211
2017-12-06,14.210000038146973
2017-12-07,14.279999732971191
2017-12-08,14.210000038146973
2017-12-11,14.229999542236328
2017-12-12,14.079999923706055
2017-12-13,14.010000228881836
2017-12-14,13.989999771118164
2017-12-15,13.970000267028809
2017-12-18,13.899999618530273
2017-12-19,13.880000114440918
2017-12-20,13.800000190734863
2017-12-21,13.770000457763672
2017-12-22,13.819999694824219
2017-12-26,13.770000457763672
2017-12-27,13.829999923706055
2017-12-28,13.859999656677246
2017-12-29,13.8100004196167
2018-01-02,13.789999961853027
2018-01-03,13.920000076293945
2018-01-04,13.819999694824219
2018-01-05,13.789999961853027
2018-01-08,13.770000457763672
2018-01-09,13.6899995803833
2018-01-10,13.600000381469727
2018-01-11,13.630000114440918
2018-01-12,13.489999771118164
2018-01-16,13.449999809265137
2018-01-17,13.420000076293945
2018-01-18,13.399999618530273
2018-01-19,13.369999885559082
2018-01-22,13.329999923706055
2018-01-23,13.350000381469727
2018-01-24,13.279999732971191
2018-01-25,13.239999771118164
2018-01-26,13.100000381469727
2018-01-29,12.899999618530273
2018-01-30,12.8100004196167
2018-01-31,12.770000457763672
2018-02-01,12.819999694824219
2018-02-02,12.739999771118164
2018-02-05,12.640000343322754
2018-02-06,12.739999771118164
2018-02-07,12.850000381469727
2018-02-08,12.819999694824219
2018-02-09,12.739999771118164
2018-02-12,12.770000457763672
2018-02-13,12.819999694824219
2018-02-14,12.739999771118164
2018-02-15,12.75
2018-02-16,12.779999732971191
2018-02-20,12.75
2018-02-21,12.680000305175781
2018-02-22,12.680000305175781
2018-02-23,12.6899995803833
2018-02-26,12.720000267028809
2018-02-27,12.6899995803833
2018-02-28,12.699999809265137
2018-03-01,12.649999618530273
2018-03-02,12.6899995803833
2018-03-05,12.729999542236328
2018-03-06,12.75
2018-03-07,12.710000038146973
2018-03-08,12.720000267028809
2018-03-09,12.720000267028809
2018-03-12,12.699999809265137
2018-03-13,12.720000267028809
2018-03-14,12.640000343322754
2018-03-15,12.609999656677246
2018-03-16,12.579999923706055
2018-03-19,12.529999732971191
2018-03-20,12.529999732971191
2018-03-21,12.529999732971191
2018-03-22,12.529999732971191
2018-03-23,12.529999732971191
2018-03-26,12.520000457763672
2018-03-27,12.550000190734863
2018-03-28,12.569999694824219
2018-03-29,12.640000343322754
2018-04-02,12.600000381469727
2018-04-03,12.579999923706055
2018-04-04,12.640000343322754
2018-04-05,12.609999656677246
2018-04-06,12.640000343322754
2018-04-09,12.699999809265137
2018-04-10,12.619999885559082
2018-04-11,12.670000076293945
2018-04-12,12.600000381469727
2018-04-13,12.539999961853027
2018-04-16,12.5600004196167
2018-04-17,12.5
2018-04-18,12.510000228881836
2018-04-19,12.460000038146973
2018-04-20,12.470000267028809
2018-04-23,12.4399995803833
2018-04-24,12.40999984741211
2018-04-25,12.369999885559082
2018-04-26,12.399999618530273
2018-04-27,12.40999984741211
2018-04-30,12.40999984741211
2018-05-01,12.460000038146973
2018-05-02,12.489999771118164
2018-05-03,12.529999732971191
2018-05-04,12.510000228881836
2018-05-07,12.529999732971191
2018-05-08,12.489999771118164
2018-05-09,12.489999771118164
2018-05-10,12.510000228881836
2018-05-11,12.520000457763672
2018-05-14,12.420000076293945
2018-05-15,12.399999618530273
2018-05-16,12.430000305175781
2018-05-17,12.359999656677246
2018-05-18,12.399999618530273
2018-05-21,12.399999618530273
2018-05-22,12.380000114440918
2018-05-23,12.420000076293945
2018-05-24,12.449999809265137
2018-05-25,12.470000267028809
2018-05-29,12.5600004196167
2018-05-30,12.609999656677246
2018-05-31,12.619999885559082
2018-06-01,12.609999656677246
2018-06-04,12.670000076293945
2018-06-05,12.699999809265137
2018-06-06,12.640000343322754
2018-06-07,12.649999618530273
2018-06-08,12.670000076293945
2018-06-11,12.619999885559082
2018-06-12,12.600000381469727
2018-06-13,12.569999694824219
2018-06-14,12.460000038146973
2018-06-15,12.529999732971191
2018-06-18,12.5
2018-06-19,12.5600004196167
2018-06-20,12.5600004196167
2018-06-21,12.579999923706055
2018-06-22,12.550000190734863
2018-06-25,12.539999961853027
2018-06-26,12.529999732971191
2018-06-27,12.550000190734863
2018-06-28,12.579999923706055
2018-06-29,12.600000381469727
2018-07-02,12.65999984741211
2018-07-03,12.460000038146973
2018-07-05,12.5
2018-07-06,12.539999961853027
2018-07-09,12.479999542236328
2018-07-10,12.550000190734863
2018-07-11,12.550000190734863
2018-07-12,12.59000015258789
2018-07-13,12.5600004196167
2018-07-16,12.600000381469727
2018-07-17,12.649999618530273
2018-07-18,12.649999618530273
2018-07-19,12.699999809265137
2018-07-20,12.670000076293945
2018-07-23,12.699999809265137
2018-07-24,12.65999984741211
2018-07-25,12.649999618530273
2018-07-26,12.609999656677246
2018-07-27,12.550000190734863
2018-07-30,12.5
2018-07-31,12.460000038146973
2018-08-01,12.470000267028809
2018-08-02,12.5
2018-08-03,12.510000228881836
2018-08-06,12.5600004196167
2018-08-07,12.5600004196167
2018-08-08,12.550000190734863
2018-08-09,12.569999694824219
2018-08-10,12.569999694824219
2018-08-13,12.489999771118164
2018-08-14,12.420000076293945
2018-08-15,12.4399995803833
2018-08-16,12.40999984741211
2018-08-17,12.420000076293945
2018-08-20,12.40999984741211
2018-08-21,12.390000343322754
