,ESQ
2021-05-03,23.139999389648438
2021-05-04,23.0
2021-05-05,23.06999969482422
2021-05-06,23.0
2021-05-07,23.020000457763672
2021-05-10,23.135000228881836
2021-05-11,22.90999984741211
2021-05-12,22.920000076293945
2021-05-13,23.530000686645508
2021-05-14,23.3799991607666
