,ADPT
2020-04-02,28.1299991607666
2020-04-03,25.719999313354492
2020-04-06,28.100000381469727
2020-04-07,24.950000762939453
2020-04-08,25.030000686645508
2020-04-09,25.770000457763672
2020-04-13,26.8799991607666
2020-04-14,28.15999984741211
2020-04-15,28.43000030517578
2020-04-16,28.260000228881836
2020-04-17,27.979999542236328
2020-04-20,29.540000915527344
2020-04-21,29.639999389648438
2020-04-22,30.299999237060547
2020-04-23,28.5
2020-04-24,29.100000381469727
2020-04-27,32.02000045776367
2020-04-28,31.979999542236328
2020-04-29,32.52000045776367
2020-04-30,32.0099983215332
2020-05-01,30.520000457763672
2020-05-04,32.45000076293945
2020-05-05,33.02000045776367
2020-05-06,33.86000061035156
2020-05-07,36.060001373291016
2020-05-08,36.040000915527344
2020-05-11,38.119998931884766
2020-05-12,38.060001373291016
2020-05-13,35.56999969482422
2020-05-14,34.06999969482422
2020-05-15,38.040000915527344
2020-05-18,39.29999923706055
2020-05-19,40.06999969482422
2020-05-20,40.33000183105469
2020-05-21,40.040000915527344
2020-05-22,41.72999954223633
2020-05-26,39.38999938964844
2020-05-27,39.08000183105469
2020-05-28,38.91999816894531
2020-05-29,38.70000076293945
2020-06-01,39.06999969482422
2020-06-02,38.81999969482422
2020-06-03,39.65999984741211
2020-06-04,39.20000076293945
2020-06-05,38.72999954223633
2020-06-08,39.41999816894531
2020-06-09,41.5
2020-06-10,43.72999954223633
2020-06-11,41.900001525878906
2020-06-12,42.709999084472656
2020-06-15,44.47999954223633
2020-06-16,43.650001525878906
2020-06-17,44.20000076293945
2020-06-18,44.56999969482422
2020-06-19,44.72999954223633
2020-06-22,46.0
2020-06-23,46.959999084472656
2020-06-24,45.83000183105469
2020-06-25,47.189998626708984
2020-06-26,46.290000915527344
2020-06-29,46.060001373291016
2020-06-30,48.380001068115234
2020-07-01,47.779998779296875
2020-07-02,47.4900016784668
2020-07-06,46.970001220703125
2020-07-07,46.54999923706055
2020-07-08,48.810001373291016
2020-07-09,48.540000915527344
2020-07-10,45.93000030517578
2020-07-13,44.18000030517578
2020-07-14,43.25
2020-07-15,43.59000015258789
2020-07-16,39.849998474121094
2020-07-17,39.88999938964844
2020-07-20,40.41999816894531
2020-07-21,38.72999954223633
2020-07-22,38.15999984741211
2020-07-23,37.060001373291016
2020-07-24,36.33000183105469
2020-07-27,37.849998474121094
2020-07-28,37.45000076293945
2020-07-29,38.38999938964844
2020-07-30,37.9900016784668
2020-07-31,37.31999969482422
2020-08-03,39.43000030517578
2020-08-04,40.2400016784668
2020-08-05,39.81999969482422
2020-08-06,40.09000015258789
2020-08-07,38.220001220703125
2020-08-10,37.599998474121094
2020-08-11,36.779998779296875
2020-08-12,38.36000061035156
2020-08-13,39.5
2020-08-14,39.29999923706055
2020-08-17,41.040000915527344
2020-08-18,41.4900016784668
2020-08-19,43.150001525878906
2020-08-20,43.369998931884766
2020-08-21,43.2400016784668
2020-08-24,41.599998474121094
2020-08-25,41.81999969482422
2020-08-26,41.0099983215332
2020-08-27,40.880001068115234
2020-08-28,40.810001373291016
2020-08-31,41.61000061035156
2020-09-01,41.720001220703125
2020-09-02,41.790000915527344
2020-09-03,36.7400016784668
2020-09-04,35.790000915527344
2020-09-08,36.2400016784668
2020-09-09,38.290000915527344
2020-09-10,39.16999816894531
2020-09-11,40.22999954223633
2020-09-14,42.56999969482422
2020-09-15,45.95000076293945
2020-09-16,45.7400016784668
2020-09-17,44.869998931884766
2020-09-18,46.349998474121094
2020-09-21,47.119998931884766
2020-09-22,48.06999969482422
2020-09-23,48.209999084472656
2020-09-24,45.81999969482422
2020-09-25,48.290000915527344
2020-09-28,48.369998931884766
2020-09-29,48.040000915527344
2020-09-30,48.630001068115234
2020-10-01,49.43000030517578
2020-10-02,48.279998779296875
2020-10-05,49.06999969482422
2020-10-06,48.81999969482422
2020-10-07,50.43000030517578
2020-10-08,50.779998779296875
2020-10-09,52.119998931884766
2020-10-12,52.869998931884766
2020-10-13,53.150001525878906
2020-10-14,51.88999938964844
2020-10-15,51.439998626708984
2020-10-16,51.689998626708984
2020-10-19,49.70000076293945
2020-10-20,48.22999954223633
2020-10-21,46.94499969482422
2020-10-22,46.93000030517578
2020-10-23,49.5
2020-10-26,49.95000076293945
2020-10-27,51.220001220703125
2020-10-28,50.9900016784668
2020-10-29,51.84000015258789
2020-10-30,46.08000183105469
2020-11-02,45.84000015258789
2020-11-03,48.220001220703125
2020-11-04,49.9900016784668
2020-11-05,50.959999084472656
2020-11-06,51.29999923706055
2020-11-09,48.08000183105469
2020-11-10,47.06999969482422
2020-11-11,51.93000030517578
2020-11-12,48.689998626708984
2020-11-13,49.099998474121094
2020-11-16,46.70000076293945
2020-11-17,45.81999969482422
2020-11-18,48.470001220703125
2020-11-19,45.5099983215332
2020-11-20,46.400001525878906
2020-11-23,45.83000183105469
2020-11-24,45.0099983215332
2020-11-25,45.83000183105469
2020-11-27,47.0
2020-11-30,48.220001220703125
2020-12-01,48.88999938964844
2020-12-02,47.689998626708984
2020-12-03,47.86000061035156
2020-12-04,47.779998779296875
2020-12-07,53.34000015258789
2020-12-08,52.59000015258789
2020-12-09,51.790000915527344
2020-12-10,55.22999954223633
2020-12-11,56.04999923706055
2020-12-14,57.18000030517578
2020-12-15,56.0099983215332
2020-12-16,56.66999816894531
2020-12-17,57.5
2020-12-18,59.58000183105469
2020-12-21,62.349998474121094
2020-12-22,65.38999938964844
2020-12-23,65.47000122070312
2020-12-24,62.529998779296875
2020-12-28,61.0
2020-12-29,59.34000015258789
2020-12-30,59.400001525878906
2020-12-31,59.130001068115234
2021-01-04,55.83000183105469
2021-01-05,55.75
2021-01-06,55.91999816894531
2021-01-07,59.09000015258789
2021-01-08,60.279998779296875
2021-01-11,62.790000915527344
2021-01-12,62.459999084472656
2021-01-13,63.4900016784668
2021-01-14,65.6500015258789
2021-01-15,65.08999633789062
2021-01-19,67.33999633789062
2021-01-20,66.86000061035156
2021-01-21,67.01000213623047
2021-01-22,67.73999786376953
2021-01-25,65.51000213623047
2021-01-26,62.13999938964844
2021-01-27,54.63999938964844
2021-01-28,57.099998474121094
2021-01-29,55.470001220703125
2021-02-01,56.189998626708984
2021-02-02,60.38999938964844
2021-02-03,59.619998931884766
2021-02-04,59.310001373291016
2021-02-05,61.36000061035156
2021-02-08,61.36000061035156
2021-02-09,62.150001525878906
2021-02-10,62.779998779296875
2021-02-11,64.37000274658203
2021-02-12,66.5
2021-02-16,64.20999908447266
2021-02-17,62.119998931884766
2021-02-18,61.29999923706055
2021-02-19,63.209999084472656
2021-02-22,56.720001220703125
2021-02-23,56.7599983215332
2021-02-24,58.38999938964844
2021-02-25,55.310001373291016
2021-02-26,56.56999969482422
2021-03-01,57.88999938964844
2021-03-02,53.11000061035156
2021-03-03,50.15999984741211
2021-03-04,43.68000030517578
2021-03-05,42.22999954223633
2021-03-08,38.130001068115234
2021-03-09,41.119998931884766
2021-03-10,40.29999923706055
2021-03-11,43.34000015258789
2021-03-12,41.4900016784668
2021-03-15,42.869998931884766
2021-03-16,44.2599983215332
2021-03-17,45.0099983215332
2021-03-18,41.66999816894531
2021-03-19,41.88999938964844
2021-03-22,42.900001525878906
2021-03-23,41.959999084472656
2021-03-24,38.970001220703125
2021-03-25,38.68000030517578
2021-03-26,38.15999984741211
2021-03-29,37.2599983215332
2021-03-30,37.58000183105469
2021-03-31,40.2599983215332
2021-04-01,40.77000045776367
2021-04-05,41.09000015258789
2021-04-06,42.5099983215332
2021-04-07,40.630001068115234
2021-04-08,42.04999923706055
2021-04-09,40.41999816894531
2021-04-12,40.16999816894531
2021-04-13,43.38999938964844
2021-04-14,42.59000015258789
2021-04-15,43.029998779296875
2021-04-16,42.029998779296875
2021-04-19,41.33000183105469
2021-04-20,40.29999923706055
2021-04-21,42.15999984741211
2021-04-22,43.439998626708984
2021-04-23,43.06999969482422
2021-04-26,44.52000045776367
2021-04-27,44.59000015258789
2021-04-28,43.38999938964844
2021-04-29,42.84000015258789
2021-04-30,41.599998474121094
2021-05-03,38.02000045776367
2021-05-04,36.279998779296875
2021-05-05,35.459999084472656
2021-05-06,36.599998474121094
2021-05-07,34.9900016784668
2021-05-10,32.220001220703125
2021-05-11,33.13999938964844
2021-05-12,32.90999984741211
2021-05-13,33.619998931884766
2021-05-14,34.540000915527344
