,CHRW
2006-01-06,38.08000183105469
2006-01-09,37.31999969482422
2006-01-10,36.90999984741211
2006-01-11,36.58000183105469
2006-01-12,36.47999954223633
2006-01-13,36.540000915527344
2006-01-17,36.33000183105469
2006-01-18,36.97999954223633
2006-01-19,37.959999084472656
2006-01-20,36.83000183105469
2006-01-23,37.0
2006-01-24,39.04999923706055
2006-01-25,38.849998474121094
2006-01-26,40.38999938964844
2006-01-27,40.439998626708984
2006-01-30,40.43000030517578
2006-01-31,40.459999084472656
2006-02-01,39.75
2006-02-02,39.650001525878906
2006-02-03,39.61000061035156
2006-02-06,40.41999816894531
2006-02-07,40.709999084472656
2006-02-08,42.0099983215332
2006-02-09,41.939998626708984
2006-02-10,41.959999084472656
2006-02-13,41.619998931884766
2006-02-14,42.68000030517578
2006-02-15,42.95000076293945
2006-02-16,42.83000183105469
2006-02-17,43.119998931884766
2006-02-21,42.47999954223633
2006-02-22,44.02000045776367
2006-02-23,44.25
2006-02-24,44.2599983215332
2006-02-27,45.349998474121094
2006-02-28,44.81999969482422
2006-03-01,45.810001373291016
2006-03-02,45.5
2006-03-03,45.27000045776367
2006-03-06,44.88999938964844
2006-03-07,44.54999923706055
2006-03-08,44.08000183105469
2006-03-09,44.08000183105469
2006-03-10,44.849998474121094
2006-03-13,44.59000015258789
2006-03-14,45.84000015258789
2006-03-15,46.2599983215332
2006-03-16,45.459999084472656
2006-03-17,45.290000915527344
2006-03-20,45.72999954223633
2006-03-21,45.83000183105469
2006-03-22,47.29999923706055
2006-03-23,46.970001220703125
2006-03-24,47.029998779296875
2006-03-27,49.369998931884766
2006-03-28,49.400001525878906
2006-03-29,49.599998474121094
2006-03-30,49.470001220703125
2006-03-31,49.09000015258789
2006-04-03,49.380001068115234
2006-04-04,50.11000061035156
2006-04-05,51.439998626708984
2006-04-06,52.15999984741211
2006-04-07,52.290000915527344
2006-04-10,52.279998779296875
2006-04-11,52.380001068115234
2006-04-12,52.5
2006-04-13,51.43000030517578
2006-04-17,49.09000015258789
2006-04-18,48.77000045776367
2006-04-19,49.38999938964844
2006-04-20,49.790000915527344
2006-04-21,48.720001220703125
2006-04-24,48.68000030517578
2006-04-25,50.040000915527344
2006-04-26,45.88999938964844
2006-04-27,45.189998626708984
2006-04-28,44.349998474121094
2006-05-01,45.20000076293945
2006-05-02,46.29999923706055
2006-05-03,46.09000015258789
2006-05-04,48.2400016784668
2006-05-05,48.65999984741211
2006-05-08,49.70000076293945
2006-05-09,49.61000061035156
2006-05-10,49.4900016784668
2006-05-11,48.86000061035156
2006-05-12,47.20000076293945
2006-05-15,46.70000076293945
2006-05-16,46.45000076293945
2006-05-17,45.70000076293945
2006-05-18,44.56999969482422
2006-05-19,44.06999969482422
2006-05-22,44.959999084472656
2006-05-23,44.83000183105469
2006-05-24,45.0
2006-05-25,45.20000076293945
2006-05-26,45.150001525878906
2006-05-30,44.029998779296875
2006-05-31,44.040000915527344
2006-06-01,45.650001525878906
2006-06-02,45.9900016784668
2006-06-05,44.33000183105469
2006-06-06,43.40999984741211
2006-06-07,43.970001220703125
2006-06-08,43.349998474121094
2006-06-09,43.59000015258789
2006-06-12,42.79999923706055
2006-06-13,43.09000015258789
2006-06-14,43.209999084472656
2006-06-15,45.68000030517578
2006-06-16,46.599998474121094
2006-06-19,46.939998626708984
2006-06-20,47.0
2006-06-21,49.220001220703125
2006-06-22,47.93000030517578
2006-06-23,48.7599983215332
2006-06-26,49.380001068115234
2006-06-27,48.279998779296875
2006-06-28,48.209999084472656
2006-06-29,51.939998626708984
2006-06-30,53.29999923706055
2006-07-03,54.790000915527344
2006-07-05,52.75
2006-07-06,53.04999923706055
2006-07-07,51.90999984741211
2006-07-10,51.86000061035156
2006-07-11,51.720001220703125
2006-07-12,50.81999969482422
2006-07-13,48.34000015258789
2006-07-14,46.5
2006-07-17,46.36000061035156
2006-07-18,46.650001525878906
2006-07-19,47.970001220703125
2006-07-20,44.130001068115234
2006-07-21,44.52000045776367
2006-07-24,46.27000045776367
2006-07-25,45.689998626708984
2006-07-26,45.290000915527344
2006-07-27,43.790000915527344
2006-07-28,46.400001525878906
2006-07-31,45.779998779296875
2006-08-01,44.56999969482422
2006-08-02,45.56999969482422
2006-08-03,47.7599983215332
2006-08-04,47.0099983215332
2006-08-07,46.459999084472656
2006-08-08,45.459999084472656
2006-08-09,43.63999938964844
2006-08-10,46.04999923706055
2006-08-11,44.810001373291016
2006-08-14,45.11000061035156
2006-08-15,47.060001373291016
2006-08-16,47.900001525878906
2006-08-17,48.130001068115234
2006-08-18,47.91999816894531
2006-08-21,47.97999954223633
2006-08-22,47.060001373291016
2006-08-23,45.529998779296875
2006-08-24,45.720001220703125
2006-08-25,45.06999969482422
2006-08-28,46.84000015258789
2006-08-29,46.70000076293945
2006-08-30,45.369998931884766
2006-08-31,45.81999969482422
2006-09-01,46.040000915527344
2006-09-05,45.0099983215332
2006-09-06,43.29999923706055
2006-09-07,43.720001220703125
2006-09-08,43.22999954223633
2006-09-11,44.130001068115234
2006-09-12,45.77000045776367
2006-09-13,46.63999938964844
2006-09-14,45.36000061035156
2006-09-15,45.52000045776367
2006-09-18,44.650001525878906
2006-09-19,44.939998626708984
2006-09-20,45.04999923706055
2006-09-21,44.33000183105469
2006-09-22,43.40999984741211
2006-09-25,43.66999816894531
2006-09-26,44.88999938964844
2006-09-27,45.29999923706055
2006-09-28,44.5
2006-09-29,44.58000183105469
2006-10-02,42.9900016784668
2006-10-03,43.58000183105469
2006-10-04,45.0
2006-10-05,45.59000015258789
2006-10-06,44.11000061035156
2006-10-09,43.83000183105469
2006-10-10,44.40999984741211
2006-10-11,43.099998474121094
2006-10-12,43.25
2006-10-13,43.11000061035156
2006-10-16,43.650001525878906
2006-10-17,41.810001373291016
2006-10-18,40.70000076293945
2006-10-19,43.13999938964844
2006-10-20,43.459999084472656
2006-10-23,42.720001220703125
2006-10-24,42.560001373291016
2006-10-25,43.869998931884766
2006-10-26,43.720001220703125
2006-10-27,42.7599983215332
2006-10-30,42.959999084472656
2006-10-31,41.7400016784668
2006-11-01,41.47999954223633
2006-11-02,41.2599983215332
2006-11-03,41.209999084472656
2006-11-06,42.02000045776367
2006-11-07,42.209999084472656
2006-11-08,41.810001373291016
2006-11-09,41.0
2006-11-10,41.61000061035156
2006-11-13,42.65999984741211
2006-11-14,42.45000076293945
2006-11-15,42.900001525878906
2006-11-16,44.04999923706055
2006-11-17,43.59000015258789
2006-11-20,42.75
2006-11-21,42.81999969482422
2006-11-22,42.70000076293945
2006-11-24,42.619998931884766
2006-11-27,44.18000030517578
2006-11-28,44.27000045776367
2006-11-29,44.22999954223633
2006-11-30,44.0099983215332
2006-12-01,43.470001220703125
2006-12-04,43.0
2006-12-05,42.9900016784668
2006-12-06,42.880001068115234
2006-12-07,42.470001220703125
2006-12-08,42.08000183105469
2006-12-11,42.529998779296875
2006-12-12,42.63999938964844
2006-12-13,42.20000076293945
2006-12-14,43.369998931884766
2006-12-15,42.970001220703125
2006-12-18,41.54999923706055
2006-12-19,41.0
2006-12-20,41.029998779296875
2006-12-21,40.70000076293945
2006-12-22,39.439998626708984
2006-12-26,40.5099983215332
2006-12-27,40.779998779296875
2006-12-28,40.91999816894531
2006-12-29,40.88999938964844
2007-01-03,43.29999923706055
2007-01-04,43.4900016784668
2007-01-05,43.04999923706055
2007-01-08,43.310001373291016
2007-01-09,43.439998626708984
2007-01-10,43.20000076293945
2007-01-11,44.04999923706055
2007-01-12,44.599998474121094
2007-01-16,44.40999984741211
2007-01-17,44.18000030517578
2007-01-18,44.06999969482422
2007-01-19,44.529998779296875
2007-01-22,43.66999816894531
2007-01-23,43.5
2007-01-24,43.81999969482422
2007-01-25,42.88999938964844
2007-01-26,42.939998626708984
2007-01-29,43.06999969482422
2007-01-30,43.7599983215332
2007-01-31,53.20000076293945
2007-02-01,52.599998474121094
2007-02-02,52.88999938964844
2007-02-05,52.150001525878906
2007-02-06,51.97999954223633
2007-02-07,52.849998474121094
2007-02-08,52.5
2007-02-09,51.790000915527344
2007-02-12,51.41999816894531
2007-02-13,51.66999816894531
2007-02-14,53.119998931884766
2007-02-15,52.529998779296875
2007-02-16,52.709999084472656
2007-02-20,54.029998779296875
2007-02-21,54.380001068115234
2007-02-22,53.9900016784668
2007-02-23,53.90999984741211
2007-02-26,52.400001525878906
2007-02-27,51.650001525878906
2007-02-28,50.959999084472656
2007-03-01,50.970001220703125
2007-03-02,49.970001220703125
2007-03-05,49.970001220703125
2007-03-06,50.459999084472656
2007-03-07,50.56999969482422
2007-03-08,51.09000015258789
2007-03-09,48.619998931884766
2007-03-12,48.439998626708984
2007-03-13,46.7400016784668
2007-03-14,47.11000061035156
2007-03-15,47.540000915527344
2007-03-16,47.47999954223633
2007-03-19,47.599998474121094
2007-03-20,47.70000076293945
2007-03-21,49.150001525878906
2007-03-22,48.58000183105469
2007-03-23,49.369998931884766
2007-03-26,48.959999084472656
2007-03-27,48.369998931884766
2007-03-28,47.65999984741211
2007-03-29,47.58000183105469
2007-03-30,48.04999923706055
2007-04-02,47.5
2007-04-03,49.119998931884766
2007-04-04,49.0
2007-04-05,48.84000015258789
2007-04-09,48.75
2007-04-10,48.689998626708984
2007-04-11,47.849998474121094
2007-04-12,49.099998474121094
2007-04-13,49.83000183105469
2007-04-16,51.5
2007-04-17,50.81999969482422
2007-04-18,51.11000061035156
2007-04-19,51.310001373291016
2007-04-20,51.849998474121094
2007-04-23,51.7599983215332
2007-04-24,51.150001525878906
2007-04-25,56.7599983215332
2007-04-26,55.52000045776367
2007-04-27,55.209999084472656
2007-04-30,53.459999084472656
2007-05-01,53.900001525878906
2007-05-02,55.2599983215332
2007-05-03,55.56999969482422
2007-05-04,55.310001373291016
2007-05-07,55.75
2007-05-08,56.310001373291016
2007-05-09,55.7599983215332
2007-05-10,53.630001068115234
2007-05-11,53.599998474121094
2007-05-14,53.130001068115234
2007-05-15,52.72999954223633
2007-05-16,53.099998474121094
2007-05-17,52.130001068115234
2007-05-18,52.36000061035156
2007-05-21,52.459999084472656
2007-05-22,52.09000015258789
2007-05-23,52.150001525878906
2007-05-24,51.0
2007-05-25,51.09000015258789
2007-05-29,51.630001068115234
2007-05-30,52.41999816894531
2007-05-31,54.18000030517578
2007-06-01,54.279998779296875
2007-06-04,53.650001525878906
2007-06-05,52.63999938964844
2007-06-06,51.72999954223633
2007-06-07,51.29999923706055
2007-06-08,52.400001525878906
2007-06-11,52.66999816894531
2007-06-12,51.5
2007-06-13,53.02000045776367
2007-06-14,54.08000183105469
2007-06-15,54.7599983215332
2007-06-18,53.33000183105469
2007-06-19,53.560001373291016
2007-06-20,53.040000915527344
2007-06-21,53.9900016784668
2007-06-22,53.31999969482422
2007-06-25,53.09000015258789
2007-06-26,53.099998474121094
2007-06-27,53.2599983215332
2007-06-28,53.15999984741211
2007-06-29,52.52000045776367
2007-07-02,52.630001068115234
2007-07-03,53.25
2007-07-05,52.0
2007-07-06,52.0
2007-07-09,51.869998931884766
2007-07-10,51.380001068115234
2007-07-11,52.04999923706055
2007-07-12,52.25
2007-07-13,52.279998779296875
2007-07-16,53.27000045776367
2007-07-17,53.54999923706055
2007-07-18,53.720001220703125
2007-07-19,54.529998779296875
2007-07-20,54.02000045776367
2007-07-23,53.86000061035156
2007-07-24,52.5099983215332
2007-07-25,50.029998779296875
2007-07-26,49.70000076293945
2007-07-27,49.290000915527344
2007-07-30,50.20000076293945
2007-07-31,48.650001525878906
2007-08-01,49.15999984741211
2007-08-02,49.540000915527344
2007-08-03,47.040000915527344
2007-08-06,49.13999938964844
2007-08-07,49.5
2007-08-08,51.41999816894531
2007-08-09,51.599998474121094
2007-08-10,49.720001220703125
2007-08-13,49.130001068115234
2007-08-14,47.369998931884766
2007-08-15,46.650001525878906
2007-08-16,47.09000015258789
2007-08-17,48.27000045776367
2007-08-20,48.209999084472656
2007-08-21,47.560001373291016
2007-08-22,49.18000030517578
2007-08-23,48.79999923706055
2007-08-24,49.59000015258789
2007-08-27,48.79999923706055
2007-08-28,47.59000015258789
2007-08-29,48.77000045776367
2007-08-30,48.36000061035156
2007-08-31,49.040000915527344
2007-09-04,50.099998474121094
2007-09-05,49.349998474121094
2007-09-06,50.130001068115234
2007-09-07,48.150001525878906
2007-09-10,48.70000076293945
2007-09-11,50.529998779296875
2007-09-12,50.20000076293945
2007-09-13,50.61000061035156
2007-09-14,51.75
2007-09-17,50.7599983215332
2007-09-18,53.189998626708984
2007-09-19,54.0
2007-09-20,53.09000015258789
2007-09-21,53.95000076293945
2007-09-24,53.970001220703125
2007-09-25,55.29999923706055
2007-09-26,55.13999938964844
2007-09-27,55.31999969482422
2007-09-28,54.290000915527344
2007-10-01,55.029998779296875
2007-10-02,55.33000183105469
2007-10-03,53.65999984741211
2007-10-04,53.08000183105469
2007-10-05,54.25
2007-10-08,53.09000015258789
2007-10-09,53.5099983215332
2007-10-10,52.130001068115234
2007-10-11,51.959999084472656
2007-10-12,53.720001220703125
2007-10-15,53.439998626708984
2007-10-16,52.900001525878906
2007-10-17,53.2400016784668
2007-10-18,54.09000015258789
2007-10-19,51.7599983215332
2007-10-22,53.08000183105469
2007-10-23,51.84000015258789
2007-10-24,51.15999984741211
2007-10-25,50.9900016784668
2007-10-26,50.540000915527344
2007-10-29,49.400001525878906
2007-10-30,49.08000183105469
2007-10-31,49.91999816894531
2007-11-01,47.47999954223633
2007-11-02,47.439998626708984
2007-11-05,47.33000183105469
2007-11-06,47.36000061035156
2007-11-07,46.400001525878906
2007-11-08,47.4900016784668
2007-11-09,46.0
2007-11-12,45.16999816894531
2007-11-13,46.400001525878906
2007-11-14,46.52000045776367
2007-11-15,46.77000045776367
2007-11-16,46.619998931884766
2007-11-19,45.849998474121094
2007-11-20,45.90999984741211
2007-11-21,46.400001525878906
2007-11-23,46.88999938964844
2007-11-26,46.439998626708984
2007-11-27,48.189998626708984
2007-11-28,50.58000183105469
2007-11-29,50.27000045776367
2007-11-30,51.54999923706055
2007-12-03,51.220001220703125
2007-12-04,53.029998779296875
2007-12-05,53.459999084472656
2007-12-06,53.040000915527344
2007-12-07,53.880001068115234
2007-12-10,54.25
2007-12-11,52.279998779296875
2007-12-12,52.689998626708984
2007-12-13,52.5
2007-12-14,51.52000045776367
2007-12-17,51.5
2007-12-18,51.939998626708984
2007-12-19,51.68000030517578
2007-12-20,52.95000076293945
2007-12-21,54.0
2007-12-24,54.099998474121094
2007-12-26,54.4900016784668
2007-12-27,53.77000045776367
2007-12-28,54.02000045776367
2007-12-31,54.119998931884766
2008-01-02,51.880001068115234
2008-01-03,51.95000076293945
2008-01-04,49.970001220703125
2008-01-07,50.619998931884766
2008-01-08,47.36000061035156
2008-01-09,48.09000015258789
2008-01-10,48.43000030517578
2008-01-11,47.45000076293945
2008-01-14,48.36000061035156
2008-01-15,47.83000183105469
2008-01-16,49.0
2008-01-17,47.369998931884766
2008-01-18,48.560001373291016
2008-01-22,47.40999984741211
2008-01-23,51.0099983215332
2008-01-24,49.7400016784668
2008-01-25,49.619998931884766
2008-01-28,50.29999923706055
2008-01-29,50.810001373291016
2008-01-30,53.95000076293945
2008-01-31,55.540000915527344
2008-02-01,56.27000045776367
2008-02-04,54.849998474121094
2008-02-05,54.75
2008-02-06,54.13999938964844
2008-02-07,55.599998474121094
2008-02-08,54.060001373291016
2008-02-11,54.439998626708984
2008-02-12,54.63999938964844
2008-02-13,55.0
2008-02-14,54.029998779296875
2008-02-15,53.83000183105469
2008-02-19,53.88999938964844
2008-02-20,54.290000915527344
2008-02-21,52.650001525878906
2008-02-22,52.459999084472656
2008-02-25,53.02000045776367
2008-02-26,53.5099983215332
2008-02-27,53.849998474121094
2008-02-28,52.95000076293945
2008-02-29,50.77000045776367
2008-03-03,51.400001525878906
2008-03-04,51.63999938964844
2008-03-05,52.79999923706055
2008-03-06,52.08000183105469
2008-03-07,51.9900016784668
2008-03-10,49.86000061035156
2008-03-11,52.68000030517578
2008-03-12,52.79999923706055
2008-03-13,53.66999816894531
2008-03-14,52.65999984741211
2008-03-17,51.529998779296875
2008-03-18,54.5
2008-03-19,53.20000076293945
2008-03-20,55.02000045776367
2008-03-24,57.849998474121094
2008-03-25,57.029998779296875
2008-03-26,56.2400016784668
2008-03-27,55.060001373291016
2008-03-28,54.59000015258789
2008-03-31,54.400001525878906
2008-04-01,57.2400016784668
2008-04-02,58.619998931884766
2008-04-03,57.439998626708984
2008-04-04,58.95000076293945
2008-04-07,59.83000183105469
2008-04-08,58.66999816894531
2008-04-09,57.959999084472656
2008-04-10,57.75
2008-04-11,57.38999938964844
2008-04-14,57.58000183105469
2008-04-15,58.25
2008-04-16,59.83000183105469
2008-04-17,58.560001373291016
2008-04-18,60.209999084472656
2008-04-21,59.2400016784668
2008-04-22,59.36000061035156
2008-04-23,62.33000183105469
2008-04-24,63.130001068115234
2008-04-25,62.31999969482422
2008-04-28,62.470001220703125
2008-04-29,62.66999816894531
2008-04-30,62.68000030517578
2008-05-01,65.61000061035156
2008-05-02,65.45999908447266
2008-05-05,65.75
2008-05-06,67.2699966430664
2008-05-07,63.790000915527344
2008-05-08,64.33999633789062
2008-05-09,63.91999816894531
2008-05-12,64.91999816894531
2008-05-13,65.08000183105469
2008-05-14,65.69000244140625
2008-05-15,65.47000122070312
2008-05-16,64.1500015258789
2008-05-19,65.56999969482422
2008-05-20,64.81999969482422
2008-05-21,63.56999969482422
2008-05-22,64.08999633789062
2008-05-23,62.380001068115234
2008-05-27,63.290000915527344
2008-05-28,63.54999923706055
2008-05-29,64.7300033569336
2008-05-30,64.5
2008-06-02,63.209999084472656
2008-06-03,62.7599983215332
2008-06-04,63.5099983215332
2008-06-05,64.05000305175781
2008-06-06,61.06999969482422
2008-06-09,61.310001373291016
2008-06-10,61.58000183105469
2008-06-11,58.81999969482422
2008-06-12,59.27000045776367
2008-06-13,60.150001525878906
2008-06-16,59.939998626708984
2008-06-17,59.5099983215332
2008-06-18,59.060001373291016
2008-06-19,61.380001068115234
2008-06-20,58.880001068115234
2008-06-23,57.52000045776367
2008-06-24,56.970001220703125
2008-06-25,57.380001068115234
2008-06-26,55.880001068115234
2008-06-27,55.2599983215332
2008-06-30,54.84000015258789
2008-07-01,54.349998474121094
2008-07-02,52.5099983215332
2008-07-03,52.369998931884766
2008-07-07,53.2599983215332
2008-07-08,55.70000076293945
2008-07-09,55.36000061035156
2008-07-10,55.2400016784668
2008-07-11,54.650001525878906
2008-07-14,54.619998931884766
2008-07-15,53.790000915527344
2008-07-16,56.900001525878906
2008-07-17,55.84000015258789
2008-07-18,57.099998474121094
2008-07-21,56.91999816894531
2008-07-22,58.75
2008-07-23,49.560001373291016
2008-07-24,48.02000045776367
2008-07-25,49.810001373291016
2008-07-28,47.84000015258789
2008-07-29,49.47999954223633
2008-07-30,48.58000183105469
2008-07-31,48.20000076293945
2008-08-01,47.79999923706055
2008-08-04,47.9900016784668
2008-08-05,51.09000015258789
2008-08-06,50.470001220703125
2008-08-07,50.209999084472656
2008-08-08,51.97999954223633
2008-08-11,51.56999969482422
2008-08-12,51.5
2008-08-13,51.54999923706055
2008-08-14,52.52000045776367
2008-08-15,51.880001068115234
2008-08-18,51.4900016784668
2008-08-19,50.790000915527344
2008-08-20,50.2400016784668
2008-08-21,49.81999969482422
2008-08-22,51.279998779296875
2008-08-25,50.599998474121094
2008-08-26,50.84000015258789
2008-08-27,51.4900016784668
2008-08-28,53.0099983215332
2008-08-29,52.11000061035156
2008-09-02,52.040000915527344
2008-09-03,51.650001525878906
2008-09-04,50.400001525878906
2008-09-05,49.849998474121094
2008-09-08,50.5
2008-09-09,50.849998474121094
2008-09-10,52.97999954223633
2008-09-11,55.2599983215332
2008-09-12,55.529998779296875
2008-09-15,54.619998931884766
2008-09-16,55.11000061035156
2008-09-17,52.34000015258789
2008-09-18,56.0099983215332
2008-09-19,56.290000915527344
2008-09-22,53.369998931884766
2008-09-23,52.79999923706055
2008-09-24,52.91999816894531
2008-09-25,52.689998626708984
2008-09-26,52.189998626708984
2008-09-29,48.70000076293945
2008-09-30,50.959999084472656
2008-10-01,50.9900016784668
2008-10-02,46.84000015258789
2008-10-03,46.7599983215332
2008-10-06,46.869998931884766
2008-10-07,45.29999923706055
2008-10-08,44.189998626708984
2008-10-09,39.880001068115234
2008-10-10,41.38999938964844
2008-10-13,43.95000076293945
2008-10-14,45.34000015258789
2008-10-15,40.0
2008-10-16,42.5
2008-10-17,40.650001525878906
2008-10-20,42.13999938964844
2008-10-21,40.06999969482422
2008-10-22,43.88999938964844
2008-10-23,45.150001525878906
2008-10-24,44.15999984741211
2008-10-27,44.75
2008-10-28,48.63999938964844
2008-10-29,48.63999938964844
2008-10-30,50.84000015258789
2008-10-31,51.779998779296875
2008-11-03,53.58000183105469
2008-11-04,55.650001525878906
2008-11-05,52.09000015258789
2008-11-06,50.540000915527344
2008-11-07,51.7599983215332
2008-11-10,52.349998474121094
2008-11-11,52.45000076293945
2008-11-12,50.869998931884766
2008-11-13,53.63999938964844
2008-11-14,50.779998779296875
2008-11-17,51.400001525878906
2008-11-18,51.380001068115234
2008-11-19,47.25
2008-11-20,44.0099983215332
2008-11-21,48.13999938964844
2008-11-24,50.29999923706055
2008-11-25,49.709999084472656
2008-11-26,51.31999969482422
2008-11-28,51.08000183105469
2008-12-01,45.75
2008-12-02,46.79999923706055
2008-12-03,49.25
2008-12-04,47.040000915527344
2008-12-05,48.38999938964844
2008-12-08,50.7599983215332
2008-12-09,50.18000030517578
2008-12-10,51.20000076293945
2008-12-11,48.810001373291016
2008-12-12,49.15999984741211
2008-12-15,48.66999816894531
2008-12-16,51.400001525878906
2008-12-17,51.75
2008-12-18,50.70000076293945
2008-12-19,51.779998779296875
2008-12-22,51.7400016784668
2008-12-23,51.470001220703125
2008-12-24,51.540000915527344
2008-12-26,51.900001525878906
2008-12-29,50.86000061035156
2008-12-30,53.310001373291016
2008-12-31,55.029998779296875
2009-01-02,55.849998474121094
2009-01-05,53.75
2009-01-06,53.5
2009-01-07,51.810001373291016
2009-01-08,51.310001373291016
2009-01-09,49.290000915527344
2009-01-12,48.459999084472656
2009-01-13,48.619998931884766
2009-01-14,47.0099983215332
2009-01-15,48.779998779296875
2009-01-16,47.2400016784668
2009-01-20,44.93000030517578
2009-01-21,46.060001373291016
2009-01-22,45.130001068115234
2009-01-23,43.790000915527344
2009-01-26,43.63999938964844
2009-01-27,44.56999969482422
2009-01-28,46.310001373291016
2009-01-29,45.209999084472656
2009-01-30,45.97999954223633
2009-02-02,45.0
2009-02-03,47.09000015258789
2009-02-04,46.939998626708984
2009-02-05,48.349998474121094
2009-02-06,50.0
2009-02-09,49.70000076293945
2009-02-10,48.0099983215332
2009-02-11,47.06999969482422
2009-02-12,47.45000076293945
2009-02-13,47.29999923706055
2009-02-17,45.33000183105469
2009-02-18,45.040000915527344
2009-02-19,44.939998626708984
2009-02-20,44.720001220703125
2009-02-23,42.63999938964844
2009-02-24,43.150001525878906
2009-02-25,41.77000045776367
2009-02-26,40.72999954223633
2009-02-27,41.380001068115234
2009-03-02,39.689998626708984
2009-03-03,39.18000030517578
2009-03-04,40.08000183105469
2009-03-05,38.38999938964844
2009-03-06,38.060001373291016
2009-03-09,38.04999923706055
2009-03-10,40.459999084472656
2009-03-11,40.72999954223633
2009-03-12,42.4900016784668
2009-03-13,42.720001220703125
2009-03-16,44.029998779296875
2009-03-17,45.209999084472656
2009-03-18,46.0
2009-03-19,45.36000061035156
2009-03-20,43.81999969482422
2009-03-23,47.779998779296875
2009-03-24,45.189998626708984
2009-03-25,44.4900016784668
2009-03-26,47.7400016784668
2009-03-27,46.29999923706055
2009-03-30,44.68000030517578
2009-03-31,45.61000061035156
2009-04-01,45.349998474121094
2009-04-02,48.09000015258789
2009-04-03,48.31999969482422
2009-04-06,47.36000061035156
2009-04-07,45.099998474121094
2009-04-08,46.029998779296875
2009-04-09,48.25
2009-04-13,47.0
2009-04-14,47.560001373291016
2009-04-15,48.349998474121094
2009-04-16,49.560001373291016
2009-04-17,49.709999084472656
2009-04-20,48.0099983215332
2009-04-21,49.09000015258789
2009-04-22,52.709999084472656
2009-04-23,53.27000045776367
2009-04-24,53.349998474121094
2009-04-27,51.68000030517578
2009-04-28,51.97999954223633
2009-04-29,52.9900016784668
2009-04-30,53.15999984741211
2009-05-01,52.810001373291016
2009-05-04,54.77000045776367
2009-05-05,54.869998931884766
2009-05-06,55.06999969482422
2009-05-07,53.369998931884766
2009-05-08,52.5099983215332
2009-05-11,52.220001220703125
2009-05-12,51.95000076293945
2009-05-13,50.2599983215332
2009-05-14,50.81999969482422
2009-05-15,50.72999954223633
2009-05-18,52.02000045776367
2009-05-19,51.540000915527344
2009-05-20,50.880001068115234
2009-05-21,48.75
2009-05-22,48.59000015258789
2009-05-26,50.95000076293945
2009-05-27,49.22999954223633
2009-05-28,50.08000183105469
2009-05-29,50.81999969482422
2009-06-01,52.97999954223633
2009-06-02,53.52000045776367
2009-06-03,52.560001373291016
2009-06-04,52.189998626708984
2009-06-05,52.5
2009-06-08,52.900001525878906
2009-06-09,53.79999923706055
2009-06-10,53.88999938964844
2009-06-11,53.81999969482422
2009-06-12,52.41999816894531
2009-06-15,51.060001373291016
2009-06-16,49.7599983215332
2009-06-17,49.7400016784668
2009-06-18,50.18000030517578
2009-06-19,50.459999084472656
2009-06-22,49.400001525878906
2009-06-23,49.72999954223633
2009-06-24,50.16999816894531
2009-06-25,51.9900016784668
2009-06-26,51.86000061035156
2009-06-29,52.630001068115234
2009-06-30,52.150001525878906
2009-07-01,52.709999084472656
2009-07-02,50.79999923706055
2009-07-06,51.54999923706055
2009-07-07,50.09000015258789
2009-07-08,50.099998474121094
2009-07-09,50.16999816894531
2009-07-10,50.86000061035156
2009-07-13,50.58000183105469
2009-07-14,51.16999816894531
2009-07-15,51.119998931884766
2009-07-16,52.540000915527344
2009-07-17,52.599998474121094
2009-07-20,53.04999923706055
2009-07-21,52.40999984741211
2009-07-22,53.33000183105469
2009-07-23,54.59000015258789
2009-07-24,53.970001220703125
2009-07-27,53.83000183105469
2009-07-28,53.650001525878906
2009-07-29,53.31999969482422
2009-07-30,54.43000030517578
2009-07-31,54.529998779296875
2009-08-03,54.790000915527344
2009-08-04,54.540000915527344
2009-08-05,53.540000915527344
2009-08-06,53.0
2009-08-07,54.77000045776367
2009-08-10,54.369998931884766
2009-08-11,54.65999984741211
2009-08-12,55.52000045776367
2009-08-13,55.47999954223633
2009-08-14,54.77000045776367
2009-08-17,53.779998779296875
2009-08-18,54.880001068115234
2009-08-19,55.599998474121094
2009-08-20,55.72999954223633
2009-08-21,57.56999969482422
2009-08-24,57.470001220703125
2009-08-25,57.599998474121094
2009-08-26,57.349998474121094
2009-08-27,57.04999923706055
2009-08-28,56.7599983215332
2009-08-31,56.2599983215332
2009-09-01,55.369998931884766
2009-09-02,55.38999938964844
2009-09-03,56.04999923706055
2009-09-04,57.09000015258789
2009-09-08,56.93000030517578
2009-09-09,56.619998931884766
2009-09-10,57.400001525878906
2009-09-11,58.720001220703125
2009-09-14,58.599998474121094
2009-09-15,58.40999984741211
2009-09-16,58.83000183105469
2009-09-17,58.689998626708984
2009-09-18,58.689998626708984
2009-09-21,58.619998931884766
2009-09-22,59.099998474121094
2009-09-23,58.279998779296875
2009-09-24,57.959999084472656
2009-09-25,57.56999969482422
2009-09-28,58.27000045776367
2009-09-29,57.5
2009-09-30,57.75
2009-10-01,56.13999938964844
2009-10-02,56.27000045776367
2009-10-05,57.650001525878906
2009-10-06,57.65999984741211
2009-10-07,57.5099983215332
2009-10-08,57.779998779296875
2009-10-09,58.40999984741211
2009-10-12,58.77000045776367
2009-10-13,59.119998931884766
2009-10-14,60.720001220703125
2009-10-15,60.97999954223633
