,ALEC
2020-05-13,30.06999969482422
2020-05-14,26.84000015258789
2020-05-15,27.700000762939453
2020-05-18,28.329999923706055
2020-05-19,28.809999465942383
2020-05-20,30.600000381469727
2020-05-21,31.610000610351562
2020-05-22,33.099998474121094
2020-05-26,31.639999389648438
2020-05-27,32.7400016784668
2020-05-28,31.469999313354492
2020-05-29,32.70000076293945
2020-06-01,33.11000061035156
2020-06-02,32.900001525878906
2020-06-03,30.559999465942383
2020-06-04,30.309999465942383
2020-06-05,29.989999771118164
2020-06-08,30.8799991607666
2020-06-09,31.06999969482422
2020-06-10,31.18000030517578
2020-06-11,29.049999237060547
2020-06-12,29.280000686645508
2020-06-15,29.75
2020-06-16,30.2450008392334
2020-06-17,31.899999618530273
2020-06-18,31.1200008392334
2020-06-19,30.579999923706055
2020-06-22,30.200000762939453
2020-06-23,31.020000457763672
2020-06-24,29.40999984741211
2020-06-25,28.270000457763672
2020-06-26,24.290000915527344
2020-06-29,23.5
2020-06-30,24.440000534057617
2020-07-01,24.959999084472656
2020-07-02,23.809999465942383
2020-07-06,22.780000686645508
2020-07-07,23.510000228881836
2020-07-08,24.290000915527344
2020-07-09,24.049999237060547
2020-07-10,23.299999237060547
2020-07-13,22.549999237060547
2020-07-14,22.5
2020-07-15,22.795000076293945
2020-07-16,22.549999237060547
2020-07-17,23.510000228881836
2020-07-20,23.709999084472656
2020-07-21,21.3799991607666
2020-07-22,22.729999542236328
2020-07-23,22.290000915527344
2020-07-24,22.18000030517578
2020-07-27,23.3700008392334
2020-07-28,21.34000015258789
2020-07-29,16.309999465942383
2020-07-30,16.780000686645508
2020-07-31,15.670000076293945
2020-08-03,15.479999542236328
2020-08-04,15.020000457763672
2020-08-05,14.569999694824219
2020-08-06,15.15999984741211
2020-08-07,14.850000381469727
2020-08-10,14.529999732971191
2020-08-11,14.350000381469727
2020-08-12,13.529999732971191
2020-08-13,13.699999809265137
2020-08-14,13.449999809265137
2020-08-17,14.039999961853027
2020-08-18,12.960000038146973
2020-08-19,13.0
2020-08-20,12.989999771118164
2020-08-21,12.34000015258789
2020-08-24,12.8100004196167
2020-08-25,13.260000228881836
2020-08-26,12.5600004196167
2020-08-27,12.680000305175781
2020-08-28,12.75
2020-08-31,12.920000076293945
2020-09-01,12.40999984741211
2020-09-02,12.350000381469727
2020-09-03,12.65999984741211
2020-09-04,12.40999984741211
2020-09-08,12.479999542236328
2020-09-09,13.0
2020-09-10,12.569999694824219
2020-09-11,13.0
2020-09-14,13.699999809265137
2020-09-15,14.029999732971191
2020-09-16,14.140000343322754
2020-09-17,14.100000381469727
2020-09-18,14.069999694824219
2020-09-21,12.489999771118164
2020-09-22,12.430000305175781
2020-09-23,11.220000267028809
2020-09-24,11.180000305175781
2020-09-25,11.289999961853027
2020-09-28,10.989999771118164
2020-09-29,10.795000076293945
2020-09-30,10.53499984741211
2020-10-01,10.239999771118164
2020-10-02,10.119999885559082
2020-10-05,10.819999694824219
2020-10-06,10.300000190734863
2020-10-07,10.529999732971191
2020-10-08,10.289999961853027
2020-10-09,10.119999885559082
2020-10-12,10.5
2020-10-13,10.600000381469727
2020-10-14,10.020000457763672
2020-10-15,9.6899995803833
2020-10-16,10.289999961853027
2020-10-19,9.6899995803833
2020-10-20,9.399999618530273
2020-10-21,9.40999984741211
2020-10-22,9.479999542236328
2020-10-23,9.489999771118164
2020-10-26,9.8100004196167
2020-10-27,9.960000038146973
2020-10-28,9.710000038146973
2020-10-29,9.529999732971191
2020-10-30,9.40999984741211
2020-11-02,9.65999984741211
2020-11-03,9.979999542236328
2020-11-04,11.329999923706055
2020-11-05,11.4399995803833
2020-11-06,11.369999885559082
2020-11-09,12.010000228881836
2020-11-10,12.300000190734863
2020-11-11,12.0600004196167
2020-11-12,12.6899995803833
2020-11-13,12.869999885559082
2020-11-16,12.729999542236328
2020-11-17,13.079999923706055
2020-11-18,12.09000015258789
2020-11-19,12.350000381469727
2020-11-20,12.630000114440918
2020-11-23,13.069999694824219
2020-11-24,13.229999542236328
2020-11-25,13.289999961853027
2020-11-27,13.289999961853027
2020-11-30,13.109999656677246
2020-12-01,13.5600004196167
2020-12-02,13.869999885559082
2020-12-03,13.65999984741211
2020-12-04,14.550000190734863
2020-12-07,14.09000015258789
2020-12-08,15.229999542236328
2020-12-09,14.859999656677246
2020-12-10,15.039999961853027
2020-12-11,14.470000267028809
2020-12-14,15.079999923706055
2020-12-15,15.239999771118164
2020-12-16,14.859999656677246
2020-12-17,15.680000305175781
2020-12-18,15.779999732971191
2020-12-21,15.859999656677246
2020-12-22,16.700000762939453
2020-12-23,16.34000015258789
2020-12-24,15.34000015258789
2020-12-28,15.470000267028809
2020-12-29,15.300000190734863
2020-12-30,15.279999732971191
2020-12-31,15.130000114440918
2021-01-04,14.979999542236328
2021-01-05,14.84000015258789
2021-01-06,15.020000457763672
2021-01-07,15.579999923706055
2021-01-08,15.399999618530273
2021-01-11,15.59000015258789
2021-01-12,15.59000015258789
2021-01-13,15.289999961853027
2021-01-14,15.539999961853027
2021-01-15,16.8700008392334
2021-01-19,17.93000030517578
2021-01-20,17.440000534057617
2021-01-21,16.209999084472656
2021-01-22,16.59000015258789
2021-01-25,18.149999618530273
2021-01-26,17.5
2021-01-27,17.209999084472656
2021-01-28,16.770000457763672
2021-01-29,16.84000015258789
2021-02-01,18.0
2021-02-02,19.510000228881836
2021-02-03,19.329999923706055
2021-02-04,20.3799991607666
2021-02-05,20.760000228881836
2021-02-08,21.079999923706055
2021-02-09,20.799999237060547
2021-02-10,20.5
2021-02-11,20.540000915527344
2021-02-12,21.049999237060547
2021-02-16,21.0
2021-02-17,20.850000381469727
2021-02-18,17.479999542236328
2021-02-19,17.690000534057617
2021-02-22,17.209999084472656
2021-02-23,17.350000381469727
2021-02-24,19.079999923706055
2021-02-25,17.75
2021-02-26,18.18000030517578
2021-03-01,17.43000030517578
2021-03-02,17.030000686645508
2021-03-03,16.40999984741211
2021-03-04,16.25
2021-03-05,17.06999969482422
2021-03-08,17.049999237060547
2021-03-09,18.1299991607666
2021-03-10,17.5
2021-03-11,19.049999237060547
2021-03-12,19.030000686645508
2021-03-15,18.65999984741211
2021-03-16,18.40999984741211
2021-03-17,18.709999084472656
2021-03-18,17.940000534057617
2021-03-19,21.020000457763672
2021-03-22,22.229999542236328
2021-03-23,19.780000686645508
2021-03-24,17.020000457763672
2021-03-25,15.890000343322754
2021-03-26,16.350000381469727
2021-03-29,17.06999969482422
2021-03-30,17.520000457763672
2021-03-31,20.139999389648438
2021-04-01,20.0
2021-04-05,19.75
2021-04-06,19.540000915527344
2021-04-07,19.239999771118164
2021-04-08,19.6299991607666
2021-04-09,17.3700008392334
2021-04-12,16.799999237060547
2021-04-13,17.530000686645508
2021-04-14,17.56999969482422
2021-04-15,18.479999542236328
2021-04-16,17.799999237060547
2021-04-19,17.850000381469727
2021-04-20,18.0
2021-04-21,18.110000610351562
2021-04-22,18.899999618530273
2021-04-23,18.760000228881836
2021-04-26,19.469999313354492
2021-04-27,18.459999084472656
2021-04-28,18.8700008392334
2021-04-29,19.219999313354492
2021-04-30,19.5
2021-05-03,18.8799991607666
2021-05-04,18.40999984741211
2021-05-05,15.710000038146973
2021-05-06,16.969999313354492
2021-05-07,16.350000381469727
2021-05-10,16.1200008392334
2021-05-11,16.719999313354492
2021-05-12,16.790000915527344
2021-05-13,15.5
2021-05-14,17.0
