,CPLP
2009-04-30,62.650001525878906
2009-05-01,63.84000015258789
2009-05-04,69.72000122070312
2009-05-05,65.30999755859375
2009-05-06,64.75
2009-05-07,63.70000076293945
2009-05-08,64.88999938964844
2009-05-11,61.38999938964844
2009-05-12,59.9900016784668
2009-05-13,57.119998931884766
2009-05-14,61.38999938964844
2009-05-15,58.45000076293945
2009-05-18,62.5099983215332
2009-05-19,63.209999084472656
2009-05-20,64.54000091552734
2009-05-21,64.26000213623047
2009-05-22,63.84000015258789
2009-05-26,65.44999694824219
2009-05-27,64.95999908447266
2009-05-28,65.66000366210938
2009-05-29,69.79000091552734
2009-06-01,72.44999694824219
2009-06-02,72.02999877929688
2009-06-03,71.19000244140625
2009-06-04,70.41999816894531
2009-06-05,69.30000305175781
2009-06-08,68.80999755859375
2009-06-09,69.79000091552734
2009-06-10,70.20999908447266
2009-06-11,70.06999969482422
2009-06-12,70.0
2009-06-15,67.76000213623047
2009-06-16,65.5199966430664
2009-06-17,63.84000015258789
2009-06-18,64.12000274658203
2009-06-19,63.4900016784668
2009-06-22,60.900001525878906
2009-06-23,60.40999984741211
2009-06-24,60.47999954223633
2009-06-25,62.650001525878906
2009-06-26,63.0
2009-06-29,63.06999969482422
2009-06-30,63.0
2009-07-01,66.22000122070312
2009-07-02,63.84000015258789
2009-07-06,63.06999969482422
2009-07-07,61.7400016784668
2009-07-08,62.93000030517578
2009-07-09,64.33000183105469
2009-07-10,64.47000122070312
2009-07-13,65.7300033569336
2009-07-14,64.4000015258789
2009-07-15,67.41000366210938
2009-07-16,69.30000305175781
2009-07-17,69.93000030517578
2009-07-20,70.48999786376953
2009-07-21,70.55999755859375
2009-07-22,70.20999908447266
2009-07-23,69.86000061035156
2009-07-24,74.41000366210938
2009-07-27,77.3499984741211
2009-07-28,76.86000061035156
2009-07-29,75.87999725341797
2009-07-30,78.47000122070312
2009-07-31,73.77999877929688
2009-08-03,68.11000061035156
2009-08-04,60.54999923706055
2009-08-05,57.959999084472656
2009-08-06,56.90999984741211
2009-08-07,55.790000915527344
2009-08-10,55.5099983215332
2009-08-11,53.20000076293945
2009-08-12,53.47999954223633
2009-08-13,53.27000045776367
2009-08-14,54.040000915527344
2009-08-17,52.849998474121094
2009-08-18,53.47999954223633
2009-08-19,53.83000183105469
2009-08-20,55.58000183105469
2009-08-21,55.790000915527344
2009-08-24,55.5099983215332
2009-08-25,55.650001525878906
2009-08-26,55.439998626708984
2009-08-27,55.22999954223633
2009-08-28,55.02000045776367
2009-08-31,55.369998931884766
2009-09-01,54.38999938964844
2009-09-02,53.40999984741211
2009-09-03,55.02000045776367
2009-09-04,54.95000076293945
2009-09-08,55.58000183105469
2009-09-09,55.439998626708984
2009-09-10,55.02000045776367
2009-09-11,55.369998931884766
2009-09-14,55.22999954223633
2009-09-15,54.95000076293945
2009-09-16,55.369998931884766
2009-09-17,55.439998626708984
2009-09-18,58.65999984741211
2009-09-21,60.27000045776367
2009-09-22,61.38999938964844
2009-09-23,62.02000045776367
2009-09-24,64.54000091552734
2009-09-25,63.209999084472656
2009-09-28,63.90999984741211
2009-09-29,63.84000015258789
2009-09-30,64.19000244140625
2009-10-01,64.75
2009-10-02,63.349998474121094
2009-10-05,65.58999633789062
2009-10-06,65.58999633789062
2009-10-07,66.98999786376953
2009-10-08,69.16000366210938
2009-10-09,68.5999984741211
2009-10-12,67.97000122070312
2009-10-13,68.11000061035156
2009-10-14,68.18000030517578
2009-10-15,68.66999816894531
2009-10-16,69.6500015258789
2009-10-19,70.62999725341797
2009-10-20,71.4000015258789
2009-10-21,73.08000183105469
2009-10-22,72.16999816894531
2009-10-23,71.12000274658203
2009-10-26,71.33000183105469
2009-10-27,72.02999877929688
2009-10-28,68.73999786376953
2009-10-29,64.12000274658203
2009-10-30,64.4000015258789
2009-11-02,57.959999084472656
2009-11-03,54.529998779296875
2009-11-04,54.18000030517578
2009-11-05,55.22999954223633
2009-11-06,55.29999923706055
2009-11-09,53.40999984741211
2009-11-10,54.7400016784668
2009-11-11,53.689998626708984
2009-11-12,54.66999816894531
2009-11-13,52.91999816894531
2009-11-16,53.130001068115234
2009-11-17,53.54999923706055
2009-11-18,54.529998779296875
2009-11-19,53.900001525878906
2009-11-20,52.9900016784668
2009-11-23,52.709999084472656
2009-11-24,52.779998779296875
2009-11-25,54.11000061035156
2009-11-27,54.18000030517578
2009-11-30,53.20000076293945
2009-12-01,53.34000015258789
2009-12-02,53.54999923706055
2009-12-03,54.880001068115234
2009-12-04,55.29999923706055
2009-12-07,55.22999954223633
2009-12-08,55.02000045776367
2009-12-09,54.459999084472656
2009-12-10,54.599998474121094
2009-12-11,55.29999923706055
2009-12-14,58.59000015258789
2009-12-15,62.29999923706055
2009-12-16,62.29999923706055
2009-12-17,62.09000015258789
2009-12-18,61.529998779296875
2009-12-21,61.599998474121094
2009-12-22,61.040000915527344
2009-12-23,60.130001068115234
2009-12-24,60.40999984741211
2009-12-28,61.11000061035156
2009-12-29,63.209999084472656
2009-12-30,63.90999984741211
2009-12-31,64.33000183105469
2010-01-04,65.23999786376953
2010-01-05,68.66999816894531
2010-01-06,66.1500015258789
2010-01-07,66.63999938964844
2010-01-08,68.73999786376953
2010-01-11,70.06999969482422
2010-01-12,68.94999694824219
2010-01-13,68.94999694824219
2010-01-14,69.16000366210938
2010-01-15,67.76000213623047
2010-01-19,68.5999984741211
2010-01-20,68.5999984741211
2010-01-21,68.31999969482422
2010-01-22,66.01000213623047
2010-01-25,64.61000061035156
2010-01-26,64.33000183105469
2010-01-27,63.279998779296875
2010-01-28,62.22999954223633
2010-01-29,62.5099983215332
2010-02-01,65.37999725341797
2010-02-02,65.16999816894531
2010-02-03,65.66000366210938
2010-02-04,58.52000045776367
2010-02-05,58.72999954223633
2010-02-08,59.63999938964844
2010-02-09,60.619998931884766
2010-02-10,59.0099983215332
2010-02-11,61.529998779296875
2010-02-12,61.040000915527344
2010-02-16,60.970001220703125
2010-02-17,61.599998474121094
2010-02-18,63.13999938964844
2010-02-19,64.68000030517578
2010-02-22,66.08000183105469
2010-02-23,61.38999938964844
2010-02-24,60.7599983215332
2010-02-25,61.040000915527344
2010-02-26,60.7599983215332
2010-03-01,60.27000045776367
2010-03-02,59.779998779296875
2010-03-03,60.619998931884766
2010-03-04,60.7599983215332
2010-03-05,61.18000030517578
2010-03-08,61.459999084472656
2010-03-09,61.25
2010-03-10,60.7599983215332
2010-03-11,61.31999969482422
2010-03-12,61.7400016784668
2010-03-15,61.459999084472656
2010-03-16,61.95000076293945
2010-03-17,61.459999084472656
2010-03-18,61.31999969482422
2010-03-19,59.9900016784668
2010-03-22,60.47999954223633
2010-03-23,60.27000045776367
2010-03-24,59.5
2010-03-25,59.709999084472656
2010-03-26,59.0099983215332
2010-03-29,59.779998779296875
2010-03-30,59.709999084472656
2010-03-31,59.5
2010-04-01,60.130001068115234
2010-04-05,60.83000183105469
2010-04-06,60.54999923706055
2010-04-07,60.130001068115234
2010-04-08,59.9900016784668
2010-04-09,59.9900016784668
2010-04-12,60.83000183105469
2010-04-13,61.11000061035156
2010-04-14,61.529998779296875
2010-04-15,61.810001373291016
2010-04-16,61.95000076293945
2010-04-19,62.22999954223633
2010-04-20,62.439998626708984
2010-04-21,62.439998626708984
2010-04-22,61.599998474121094
2010-04-23,62.02000045776367
2010-04-26,62.58000183105469
2010-04-27,61.599998474121094
2010-04-28,63.349998474121094
2010-04-29,62.720001220703125
2010-04-30,63.70000076293945
2010-05-03,63.06999969482422
2010-05-04,59.709999084472656
2010-05-05,57.470001220703125
2010-05-06,54.040000915527344
2010-05-07,52.63999938964844
2010-05-10,56.279998779296875
2010-05-11,56.06999969482422
2010-05-12,58.099998474121094
2010-05-13,57.400001525878906
2010-05-14,57.189998626708984
2010-05-17,55.93000030517578
2010-05-18,56.13999938964844
2010-05-19,53.900001525878906
2010-05-20,49.70000076293945
2010-05-21,50.68000030517578
2010-05-24,49.97999954223633
2010-05-25,48.15999984741211
2010-05-26,50.61000061035156
2010-05-27,52.36000061035156
2010-05-28,52.56999969482422
2010-06-01,51.45000076293945
2010-06-02,52.150001525878906
2010-06-03,52.5
2010-06-04,51.869998931884766
2010-06-07,51.52000045776367
2010-06-08,50.75
2010-06-09,51.45000076293945
2010-06-10,52.849998474121094
2010-06-11,54.529998779296875
2010-06-14,54.599998474121094
2010-06-15,55.86000061035156
2010-06-16,55.58000183105469
2010-06-17,55.5099983215332
2010-06-18,56.13999938964844
2010-06-21,56.560001373291016
2010-06-22,56.77000045776367
2010-06-23,56.630001068115234
2010-06-24,56.560001373291016
2010-06-25,57.540000915527344
2010-06-28,56.84000015258789
2010-06-29,56.41999816894531
2010-06-30,56.209999084472656
2010-07-01,55.93000030517578
2010-07-02,56.0
2010-07-06,56.97999954223633
2010-07-07,57.2599983215332
2010-07-08,58.310001373291016
2010-07-09,59.36000061035156
2010-07-12,59.0099983215332
2010-07-13,59.9900016784668
2010-07-14,59.849998474121094
2010-07-15,61.040000915527344
2010-07-16,60.47999954223633
2010-07-19,59.5
2010-07-20,61.040000915527344
2010-07-21,60.900001525878906
2010-07-22,60.970001220703125
2010-07-23,61.66999816894531
2010-07-26,62.29999923706055
2010-07-27,62.5099983215332
2010-07-28,62.5099983215332
2010-07-29,62.29999923706055
2010-07-30,62.790000915527344
2010-08-02,64.12000274658203
2010-08-03,63.630001068115234
2010-08-04,63.06999969482422
2010-08-05,63.13999938964844
2010-08-06,63.13999938964844
2010-08-09,63.90999984741211
2010-08-10,59.709999084472656
2010-08-11,57.959999084472656
2010-08-12,58.65999984741211
2010-08-13,58.2400016784668
2010-08-16,57.2599983215332
2010-08-17,59.709999084472656
2010-08-18,58.099998474121094
2010-08-19,57.119998931884766
2010-08-20,59.150001525878906
2010-08-23,56.97999954223633
2010-08-24,56.349998474121094
2010-08-25,56.560001373291016
2010-08-26,56.41999816894531
2010-08-27,57.2599983215332
2010-08-30,56.77000045776367
2010-08-31,56.41999816894531
2010-09-01,57.81999969482422
2010-09-02,57.88999938964844
2010-09-03,57.68000030517578
2010-09-07,56.630001068115234
2010-09-08,56.77000045776367
2010-09-09,56.70000076293945
2010-09-10,56.70000076293945
2010-09-13,57.75
2010-09-14,57.75
2010-09-15,57.540000915527344
2010-09-16,57.470001220703125
2010-09-17,58.45000076293945
2010-09-20,58.2400016784668
2010-09-21,57.959999084472656
2010-09-22,57.959999084472656
2010-09-23,57.81999969482422
2010-09-24,57.75
2010-09-27,58.099998474121094
2010-09-28,58.099998474121094
2010-09-29,57.68000030517578
2010-09-30,57.88999938964844
2010-10-01,58.310001373291016
2010-10-04,58.16999816894531
2010-10-05,59.5
2010-10-06,60.130001068115234
2010-10-07,59.849998474121094
2010-10-08,59.849998474121094
2010-10-11,60.34000015258789
2010-10-12,61.529998779296875
2010-10-13,62.02000045776367
2010-10-14,61.31999969482422
2010-10-15,61.25
2010-10-18,60.970001220703125
2010-10-19,60.060001373291016
2010-10-20,60.900001525878906
2010-10-21,60.619998931884766
2010-10-22,60.619998931884766
2010-10-25,60.900001525878906
2010-10-26,61.529998779296875
2010-10-27,62.29999923706055
2010-10-28,62.29999923706055
2010-10-29,61.95000076293945
2010-11-01,62.09000015258789
2010-11-02,62.369998931884766
2010-11-03,60.40999984741211
2010-11-04,60.34000015258789
2010-11-05,60.900001525878906
2010-11-08,60.34000015258789
2010-11-09,60.060001373291016
2010-11-10,60.7599983215332
2010-11-11,60.47999954223633
2010-11-12,60.130001068115234
2010-11-15,59.290000915527344
2010-11-16,57.33000183105469
2010-11-17,57.75
2010-11-18,59.43000030517578
2010-11-19,59.290000915527344
2010-11-22,59.150001525878906
2010-11-23,58.79999923706055
2010-11-24,59.36000061035156
2010-11-26,58.2400016784668
2010-11-29,58.79999923706055
2010-11-30,58.869998931884766
2010-12-01,59.08000183105469
2010-12-02,58.16999816894531
2010-12-03,58.79999923706055
2010-12-06,60.47999954223633
2010-12-07,61.599998474121094
2010-12-08,61.31999969482422
2010-12-09,61.66999816894531
2010-12-10,62.09000015258789
2010-12-13,62.439998626708984
2010-12-14,62.650001525878906
2010-12-15,62.58000183105469
2010-12-16,65.7300033569336
2010-12-17,64.47000122070312
2010-12-20,65.44999694824219
2010-12-21,65.94000244140625
2010-12-22,66.8499984741211
2010-12-23,66.36000061035156
2010-12-27,66.5
2010-12-28,67.33999633789062
2010-12-29,67.97000122070312
2010-12-30,68.25
2010-12-31,67.76000213623047
2011-01-03,67.2699966430664
2011-01-04,68.38999938964844
2011-01-05,68.80999755859375
2011-01-06,69.2300033569336
2011-01-07,69.08999633789062
2011-01-10,68.66999816894531
