,AXLA
2020-02-28,3.765000104904175
2020-03-02,3.799999952316284
2020-03-03,3.380000114440918
2020-03-04,3.450000047683716
2020-03-05,3.5799999237060547
2020-03-06,3.759999990463257
2020-03-09,3.309999942779541
2020-03-10,3.2699999809265137
2020-03-11,3.319999933242798
2020-03-12,2.859999895095825
2020-03-13,3.0799999237060547
2020-03-16,2.490000009536743
2020-03-17,2.4000000953674316
2020-03-18,2.25
2020-03-19,2.390000104904175
2020-03-20,3.0
2020-03-23,2.700000047683716
2020-03-24,2.950000047683716
2020-03-25,2.799999952316284
2020-03-26,2.9800000190734863
2020-03-27,2.609999895095825
2020-03-30,3.4000000953674316
2020-03-31,3.4200000762939453
2020-04-01,2.940000057220459
2020-04-02,3.240000009536743
2020-04-03,3.380000114440918
2020-04-06,3.5
2020-04-07,3.4200000762939453
2020-04-08,3.4600000381469727
2020-04-09,3.490000009536743
2020-04-13,3.4200000762939453
2020-04-14,3.440000057220459
2020-04-15,3.25
2020-04-16,3.4700000286102295
2020-04-17,3.5
2020-04-20,3.799999952316284
2020-04-21,3.9200000762939453
2020-04-22,4.179999828338623
2020-04-23,4.380000114440918
2020-04-24,4.369999885559082
2020-04-27,4.900000095367432
2020-04-28,4.71999979019165
2020-04-29,4.880000114440918
2020-04-30,4.659999847412109
2020-05-01,4.829999923706055
2020-05-04,4.78000020980835
2020-05-05,4.860000133514404
2020-05-06,5.650000095367432
2020-05-07,6.699999809265137
2020-05-08,7.329999923706055
2020-05-11,7.699999809265137
2020-05-12,5.989999771118164
2020-05-13,5.340000152587891
2020-05-14,4.389999866485596
2020-05-15,3.9700000286102295
2020-05-18,4.110000133514404
2020-05-19,4.21999979019165
2020-05-20,4.199999809265137
2020-05-21,5.25
2020-05-22,6.199999809265137
2020-05-26,5.449999809265137
2020-05-27,5.170000076293945
2020-05-28,5.670000076293945
2020-05-29,6.0
2020-06-01,6.03000020980835
2020-06-02,5.960000038146973
2020-06-03,5.789999961853027
2020-06-04,5.5
2020-06-05,5.329999923706055
2020-06-08,5.590000152587891
2020-06-09,5.630000114440918
2020-06-10,5.320000171661377
2020-06-11,4.829999923706055
2020-06-12,5.019999980926514
2020-06-15,5.440000057220459
2020-06-16,5.389999866485596
2020-06-17,5.53000020980835
2020-06-18,5.75
2020-06-19,5.829999923706055
2020-06-22,5.699999809265137
2020-06-23,5.389999866485596
2020-06-24,5.0
2020-06-25,5.289999961853027
2020-06-26,5.079999923706055
2020-06-29,5.21999979019165
2020-06-30,5.53000020980835
2020-07-01,5.480000019073486
2020-07-02,5.289999961853027
2020-07-06,5.079999923706055
2020-07-07,5.039999961853027
2020-07-08,5.150000095367432
2020-07-09,5.139999866485596
2020-07-10,5.090000152587891
2020-07-13,4.489999771118164
2020-07-14,4.289999961853027
2020-07-15,4.434999942779541
2020-07-16,4.690000057220459
2020-07-17,5.110000133514404
2020-07-20,4.949999809265137
2020-07-21,4.800000190734863
2020-07-22,4.619999885559082
2020-07-23,4.510000228881836
2020-07-24,4.409999847412109
2020-07-27,4.199999809265137
2020-07-28,4.5
2020-07-29,4.510000228881836
2020-07-30,4.610000133514404
2020-07-31,4.489999771118164
2020-08-03,4.980000019073486
2020-08-04,5.21999979019165
2020-08-05,5.300000190734863
2020-08-06,5.230000019073486
2020-08-07,5.15500020980835
2020-08-10,5.239999771118164
2020-08-11,5.480000019073486
2020-08-12,5.889999866485596
2020-08-13,5.429999828338623
2020-08-14,5.710000038146973
2020-08-17,5.909999847412109
2020-08-18,5.760000228881836
2020-08-19,5.730000019073486
2020-08-20,5.690000057220459
2020-08-21,5.320000171661377
2020-08-24,5.25
2020-08-25,5.340000152587891
2020-08-26,5.320000171661377
2020-08-27,5.170000076293945
2020-08-28,5.074999809265137
2020-08-31,5.0
2020-09-01,4.889999866485596
2020-09-02,4.670000076293945
2020-09-03,4.480000019073486
2020-09-04,4.420000076293945
2020-09-08,4.670000076293945
2020-09-09,4.679999828338623
2020-09-10,4.679999828338623
2020-09-11,4.550000190734863
2020-09-14,4.860000133514404
2020-09-15,4.730000019073486
2020-09-16,4.724999904632568
2020-09-17,4.775000095367432
2020-09-18,4.809999942779541
2020-09-21,4.659999847412109
2020-09-22,4.699999809265137
2020-09-23,4.289999961853027
2020-09-24,4.119999885559082
2020-09-25,4.710000038146973
2020-09-28,4.639999866485596
2020-09-29,4.690000057220459
2020-09-30,4.619999885559082
2020-10-01,4.699999809265137
2020-10-02,4.710000038146973
2020-10-05,4.829999923706055
2020-10-06,4.789999961853027
2020-10-07,4.960000038146973
2020-10-08,5.059999942779541
2020-10-09,4.929999828338623
2020-10-12,4.929999828338623
2020-10-13,5.070000171661377
2020-10-14,4.940000057220459
2020-10-15,4.840000152587891
2020-10-16,4.820000171661377
2020-10-19,4.619999885559082
2020-10-20,4.53000020980835
2020-10-21,4.46999979019165
2020-10-22,4.5
2020-10-23,4.449999809265137
2020-10-26,4.429999828338623
2020-10-27,4.75
2020-10-28,4.400000095367432
2020-10-29,4.420000076293945
2020-10-30,4.239999771118164
2020-11-02,4.510000228881836
2020-11-03,4.630000114440918
2020-11-04,4.809999942779541
2020-11-05,4.75
2020-11-06,4.610000133514404
2020-11-09,4.789999961853027
2020-11-10,5.039999961853027
2020-11-11,5.329999923706055
2020-11-12,5.150000095367432
2020-11-13,5.289999961853027
2020-11-16,5.329999923706055
2020-11-17,5.210000038146973
2020-11-18,5.28000020980835
2020-11-19,5.409999847412109
2020-11-20,5.349999904632568
2020-11-23,5.389999866485596
2020-11-24,5.96999979019165
2020-11-25,5.650000095367432
2020-11-27,5.739999771118164
2020-11-30,5.699999809265137
2020-12-01,5.309999942779541
2020-12-02,5.460000038146973
2020-12-03,5.400000095367432
2020-12-04,5.570000171661377
2020-12-07,5.519999980926514
2020-12-08,5.599999904632568
2020-12-09,5.380000114440918
2020-12-10,5.639999866485596
2020-12-11,5.5
2020-12-14,5.659999847412109
2020-12-15,5.920000076293945
2020-12-16,5.659999847412109
2020-12-17,5.769999980926514
2020-12-18,5.829999923706055
2020-12-21,5.730000019073486
2020-12-22,5.71999979019165
2020-12-23,5.449999809265137
2020-12-24,5.429999828338623
2020-12-28,5.269999980926514
2020-12-29,5.190000057220459
2020-12-30,5.340000152587891
2020-12-31,5.190000057220459
2021-01-04,5.039999961853027
2021-01-05,5.110000133514404
2021-01-06,5.179999828338623
2021-01-07,5.239999771118164
2021-01-08,5.300000190734863
2021-01-11,5.239999771118164
2021-01-12,5.260000228881836
2021-01-13,5.210000038146973
2021-01-14,5.739999771118164
2021-01-15,5.690000057220459
2021-01-19,5.710000038146973
2021-01-20,5.829999923706055
2021-01-21,5.730000019073486
2021-01-22,5.989999771118164
2021-01-25,5.849999904632568
2021-01-26,5.78000020980835
2021-01-27,5.480000019073486
2021-01-28,5.570000171661377
2021-01-29,5.440000057220459
2021-02-01,5.480000019073486
2021-02-02,5.630000114440918
2021-02-03,5.730000019073486
2021-02-04,6.119999885559082
2021-02-05,6.510000228881836
2021-02-08,6.659999847412109
2021-02-09,6.590000152587891
2021-02-10,6.71999979019165
2021-02-11,6.409999847412109
2021-02-12,6.329999923706055
2021-02-16,6.489999771118164
2021-02-17,6.309999942779541
2021-02-18,6.239999771118164
2021-02-19,6.480000019073486
2021-02-22,6.340000152587891
2021-02-23,5.920000076293945
2021-02-24,5.840000152587891
2021-02-25,5.889999866485596
2021-02-26,5.699999809265137
2021-03-01,5.690000057220459
2021-03-02,5.699999809265137
2021-03-03,5.679999828338623
2021-03-04,5.510000228881836
2021-03-05,5.360000133514404
2021-03-08,5.28000020980835
2021-03-09,5.349999904632568
2021-03-10,5.510000228881836
2021-03-11,5.800000190734863
2021-03-12,5.849999904632568
2021-03-15,5.769999980926514
2021-03-16,5.789999961853027
2021-03-17,5.570000171661377
2021-03-18,5.429999828338623
2021-03-19,5.420000076293945
2021-03-22,5.340000152587891
2021-03-23,4.920000076293945
2021-03-24,4.550000190734863
2021-03-25,5.050000190734863
2021-03-26,4.869999885559082
2021-03-29,4.599999904632568
2021-03-30,4.630000114440918
2021-03-31,4.760000228881836
2021-04-01,4.829999923706055
2021-04-05,4.630000114440918
2021-04-06,4.519999980926514
2021-04-07,4.320000171661377
2021-04-08,4.579999923706055
2021-04-09,4.340000152587891
2021-04-12,4.230000019073486
2021-04-13,4.659999847412109
2021-04-14,4.349999904632568
2021-04-15,4.260000228881836
2021-04-16,4.25
2021-04-19,4.5
2021-04-20,4.25
2021-04-21,4.28000020980835
2021-04-22,4.28000020980835
2021-04-23,4.269999980926514
2021-04-26,4.289999961853027
2021-04-27,4.449999809265137
2021-04-28,4.559999942779541
2021-04-29,4.349999904632568
2021-04-30,4.139999866485596
2021-05-03,3.9800000190734863
2021-05-04,3.9200000762939453
2021-05-05,3.930000066757202
2021-05-06,3.7100000381469727
2021-05-07,3.6700000762939453
2021-05-10,3.440000057220459
2021-05-11,3.4700000286102295
2021-05-12,3.4100000858306885
2021-05-13,3.3299999237060547
2021-05-14,3.359999895095825
