,CVLG
2011-07-15,6.940000057220459
2011-07-18,6.809999942779541
2011-07-19,6.570000171661377
2011-07-20,6.25
2011-07-21,6.170000076293945
2011-07-22,6.019999980926514
2011-07-25,6.119999885559082
2011-07-26,6.019999980926514
2011-07-27,5.860000133514404
2011-07-28,5.949999809265137
2011-07-29,5.869999885559082
2011-08-01,5.860000133514404
2011-08-02,5.539999961853027
2011-08-03,5.699999809265137
2011-08-04,5.260000228881836
2011-08-05,5.03000020980835
2011-08-08,4.5
2011-08-09,4.75
2011-08-10,4.5
2011-08-11,4.539999961853027
2011-08-12,4.420000076293945
2011-08-15,4.130000114440918
2011-08-16,3.990000009536743
2011-08-17,4.070000171661377
2011-08-18,3.819999933242798
2011-08-19,3.869999885559082
2011-08-22,3.8499999046325684
2011-08-23,3.9600000381469727
2011-08-24,4.010000228881836
2011-08-25,3.859999895095825
2011-08-26,3.880000114440918
2011-08-29,4.71999979019165
2011-08-30,4.889999866485596
2011-08-31,4.860000133514404
2011-09-01,4.670000076293945
2011-09-02,4.190000057220459
2011-09-06,4.21999979019165
2011-09-07,4.389999866485596
2011-09-08,4.5
2011-09-09,4.590000152587891
2011-09-12,4.519999980926514
2011-09-13,4.53000020980835
2011-09-14,4.619999885559082
2011-09-15,4.909999847412109
2011-09-16,4.929999828338623
2011-09-19,4.650000095367432
2011-09-20,4.289999961853027
2011-09-21,4.059999942779541
2011-09-22,3.9700000286102295
2011-09-23,4.039999961853027
2011-09-26,4.03000020980835
2011-09-27,4.130000114440918
2011-09-28,3.869999885559082
2011-09-29,3.8299999237060547
2011-09-30,3.6500000953674316
2011-10-03,3.369999885559082
2011-10-04,3.4000000953674316
2011-10-05,3.3299999237060547
2011-10-06,3.3499999046325684
2011-10-07,2.7300000190734863
2011-10-10,3.009999990463257
2011-10-11,3.2699999809265137
2011-10-12,3.3499999046325684
2011-10-13,3.3499999046325684
2011-10-14,3.299999952316284
2011-10-17,3.009999990463257
2011-10-18,3.119999885559082
2011-10-19,2.9600000381469727
2011-10-20,2.9200000762939453
2011-10-21,2.9800000190734863
2011-10-24,3.0
2011-10-25,2.859999895095825
2011-10-26,2.9000000953674316
2011-10-27,3.4100000858306885
2011-10-28,3.299999952316284
2011-10-31,3.2100000381469727
2011-11-01,3.049999952316284
2011-11-02,3.009999990463257
2011-11-03,3.200000047683716
2011-11-04,3.2699999809265137
2011-11-07,3.2899999618530273
2011-11-08,3.369999885559082
2011-11-09,3.130000114440918
2011-11-10,3.1700000762939453
2011-11-11,3.3499999046325684
2011-11-14,3.2699999809265137
2011-11-15,3.299999952316284
2011-11-16,3.2100000381469727
2011-11-17,3.190000057220459
2011-11-18,3.109999895095825
2011-11-21,3.130000114440918
2011-11-22,2.9600000381469727
2011-11-23,2.9000000953674316
2011-11-25,2.890000104904175
2011-11-28,2.950000047683716
2011-11-29,2.940000057220459
2011-11-30,3.069999933242798
2011-12-01,2.950000047683716
2011-12-02,2.990000009536743
2011-12-05,3.059999942779541
2011-12-06,3.0799999237060547
2011-12-07,2.990000009536743
2011-12-08,2.9700000286102295
2011-12-09,2.9600000381469727
2011-12-12,2.9200000762939453
2011-12-13,2.8499999046325684
2011-12-14,2.7799999713897705
2011-12-15,2.7799999713897705
2011-12-16,2.9000000953674316
2011-12-19,2.880000114440918
2011-12-20,3.049999952316284
2011-12-21,3.059999942779541
2011-12-22,3.049999952316284
2011-12-23,2.9800000190734863
2011-12-27,2.9800000190734863
2011-12-28,2.9600000381469727
2011-12-29,2.940000057220459
2011-12-30,2.9700000286102295
2012-01-03,3.0899999141693115
2012-01-04,2.9800000190734863
2012-01-05,3.0
2012-01-06,3.009999990463257
2012-01-09,3.1700000762939453
2012-01-10,3.2200000286102295
2012-01-11,3.200000047683716
2012-01-12,3.2200000286102295
2012-01-13,3.119999885559082
2012-01-17,3.299999952316284
2012-01-18,3.4100000858306885
2012-01-19,3.390000104904175
2012-01-20,3.4100000858306885
2012-01-23,3.430000066757202
2012-01-24,3.5199999809265137
2012-01-25,3.4000000953674316
2012-01-26,3.569999933242798
2012-01-27,3.609999895095825
2012-01-30,3.440000057220459
2012-01-31,3.299999952316284
2012-02-01,3.5799999237060547
2012-02-02,3.5299999713897705
2012-02-03,3.6700000762939453
2012-02-06,3.700000047683716
2012-02-07,3.509999990463257
2012-02-08,3.5999999046325684
2012-02-09,3.549999952316284
2012-02-10,3.440000057220459
2012-02-13,3.569999933242798
2012-02-14,3.559999942779541
2012-02-15,3.509999990463257
2012-02-16,3.5899999141693115
2012-02-17,3.509999990463257
2012-02-21,3.5
2012-02-22,3.5
2012-02-23,3.549999952316284
2012-02-24,3.4800000190734863
2012-02-27,3.4600000381469727
2012-02-28,3.3499999046325684
2012-02-29,3.25
2012-03-01,3.4800000190734863
2012-03-02,3.2799999713897705
2012-03-05,3.5
2012-03-06,3.2799999713897705
2012-03-07,3.4100000858306885
2012-03-08,3.369999885559082
2012-03-09,3.2899999618530273
2012-03-12,3.25
2012-03-13,3.4700000286102295
2012-03-14,3.2699999809265137
2012-03-15,3.319999933242798
2012-03-16,3.25
2012-03-19,3.2799999713897705
2012-03-20,3.25
2012-03-21,3.259999990463257
2012-03-22,3.259999990463257
2012-03-23,3.3499999046325684
2012-03-26,3.3399999141693115
2012-03-27,3.299999952316284
2012-03-28,3.25
2012-03-29,3.25
2012-03-30,3.200000047683716
2012-04-02,3.2200000286102295
2012-04-03,3.2200000286102295
2012-04-04,3.1500000953674316
2012-04-05,3.1500000953674316
2012-04-09,3.049999952316284
2012-04-10,3.0
2012-04-11,3.140000104904175
2012-04-12,3.2699999809265137
2012-04-13,3.1500000953674316
2012-04-16,3.2200000286102295
2012-04-17,3.2699999809265137
2012-04-18,3.1500000953674316
2012-04-19,3.0899999141693115
2012-04-20,3.4600000381469727
2012-04-23,3.259999990463257
2012-04-24,3.319999933242798
2012-04-25,3.2100000381469727
2012-04-26,3.2899999618530273
2012-04-27,3.3399999141693115
2012-04-30,3.309999942779541
2012-05-01,3.2100000381469727
2012-05-02,3.2200000286102295
2012-05-03,3.1500000953674316
2012-05-04,3.0299999713897705
2012-05-07,3.0299999713897705
2012-05-08,2.990000009536743
2012-05-09,3.049999952316284
2012-05-10,3.2699999809265137
2012-05-11,3.25
2012-05-14,3.049999952316284
2012-05-15,3.2300000190734863
2012-05-16,3.299999952316284
2012-05-17,3.130000114440918
2012-05-18,3.1600000858306885
2012-05-21,3.299999952316284
2012-05-22,3.25
2012-05-23,3.5
2012-05-24,3.380000114440918
2012-05-25,3.6700000762939453
2012-05-29,3.890000104904175
2012-05-30,3.799999952316284
2012-05-31,3.7699999809265137
2012-06-01,3.5
2012-06-04,3.369999885559082
2012-06-05,3.4600000381469727
2012-06-06,3.75
2012-06-07,3.380000114440918
2012-06-08,3.309999942779541
2012-06-11,3.240000009536743
2012-06-12,3.309999942779541
2012-06-13,3.119999885559082
2012-06-14,3.1600000858306885
2012-06-15,3.200000047683716
2012-06-18,3.2300000190734863
2012-06-19,3.259999990463257
2012-06-20,3.25
2012-06-21,3.200000047683716
2012-06-22,3.3499999046325684
2012-06-25,3.4000000953674316
2012-06-26,3.509999990463257
2012-06-27,3.430000066757202
2012-06-28,3.369999885559082
2012-06-29,3.740000009536743
2012-07-02,3.950000047683716
2012-07-03,3.9800000190734863
2012-07-05,3.9700000286102295
2012-07-06,4.0
2012-07-09,4.289999961853027
2012-07-10,4.25
2012-07-11,4.360000133514404
2012-07-12,4.150000095367432
2012-07-13,4.230000019073486
2012-07-16,4.380000114440918
2012-07-17,4.260000228881836
2012-07-18,4.239999771118164
2012-07-19,4.25
2012-07-20,4.199999809265137
2012-07-23,4.170000076293945
2012-07-24,4.179999828338623
2012-07-25,3.799999952316284
2012-07-26,4.889999866485596
2012-07-27,4.900000095367432
2012-07-30,4.900000095367432
2012-07-31,4.96999979019165
2012-08-01,5.019999980926514
2012-08-02,5.190000057220459
2012-08-03,5.25
2012-08-06,5.449999809265137
2012-08-07,5.699999809265137
2012-08-08,5.699999809265137
2012-08-09,5.400000095367432
2012-08-10,5.329999923706055
2012-08-13,5.590000152587891
2012-08-14,5.539999961853027
2012-08-15,5.78000020980835
2012-08-16,5.889999866485596
2012-08-17,5.869999885559082
2012-08-20,5.949999809265137
2012-08-21,5.960000038146973
2012-08-22,5.980000019073486
2012-08-23,5.949999809265137
2012-08-24,5.880000114440918
2012-08-27,5.230000019073486
2012-08-28,5.079999923706055
2012-08-29,4.920000076293945
2012-08-30,5.0
2012-08-31,4.909999847412109
2012-09-04,4.860000133514404
2012-09-05,5.0
2012-09-06,4.860000133514404
2012-09-07,4.849999904632568
2012-09-10,4.880000114440918
2012-09-11,4.889999866485596
2012-09-12,4.860000133514404
2012-09-13,4.889999866485596
2012-09-14,4.909999847412109
2012-09-17,4.900000095367432
2012-09-18,4.849999904632568
2012-09-19,4.800000190734863
2012-09-20,4.619999885559082
2012-09-21,4.599999904632568
2012-09-24,4.610000133514404
2012-09-25,4.579999923706055
2012-09-26,4.570000171661377
2012-09-27,4.599999904632568
2012-09-28,4.599999904632568
2012-10-01,4.449999809265137
2012-10-02,4.460000038146973
2012-10-03,4.460000038146973
2012-10-04,4.5
2012-10-05,4.579999923706055
2012-10-08,4.519999980926514
2012-10-09,4.519999980926514
2012-10-10,4.449999809265137
2012-10-11,4.510000228881836
2012-10-12,4.5
2012-10-15,4.460000038146973
2012-10-16,4.570000171661377
2012-10-17,4.510000228881836
2012-10-18,4.570000171661377
2012-10-19,4.539999961853027
2012-10-22,4.550000190734863
2012-10-23,4.579999923706055
2012-10-24,4.619999885559082
2012-10-25,4.570000171661377
2012-10-26,4.550000190734863
2012-10-31,4.639999866485596
2012-11-01,4.75
2012-11-02,4.769999980926514
2012-11-05,4.769999980926514
2012-11-06,4.650000095367432
2012-11-07,4.53000020980835
2012-11-08,4.610000133514404
2012-11-09,4.889999866485596
2012-11-12,4.920000076293945
2012-11-13,4.920000076293945
2012-11-14,4.880000114440918
2012-11-15,4.829999923706055
2012-11-16,4.820000171661377
2012-11-19,4.900000095367432
2012-11-20,4.820000171661377
2012-11-21,4.860000133514404
2012-11-23,4.860000133514404
2012-11-26,4.940000057220459
2012-11-27,4.920000076293945
2012-11-28,5.110000133514404
2012-11-29,5.119999885559082
2012-11-30,5.130000114440918
2012-12-03,5.230000019073486
2012-12-04,5.210000038146973
2012-12-05,5.119999885559082
2012-12-06,5.190000057220459
2012-12-07,5.389999866485596
2012-12-10,5.429999828338623
2012-12-11,5.420000076293945
2012-12-12,5.25
2012-12-13,5.099999904632568
2012-12-14,5.010000228881836
2012-12-17,5.019999980926514
2012-12-18,5.360000133514404
2012-12-19,5.340000152587891
2012-12-20,5.329999923706055
2012-12-21,5.869999885559082
2012-12-24,5.460000038146973
2012-12-26,5.460000038146973
2012-12-27,5.440000057220459
2012-12-28,5.360000133514404
2012-12-31,5.53000020980835
2013-01-02,5.53000020980835
2013-01-03,5.699999809265137
2013-01-04,5.659999847412109
2013-01-07,5.550000190734863
2013-01-08,5.650000095367432
2013-01-09,5.690000057220459
2013-01-10,5.610000133514404
2013-01-11,5.650000095367432
2013-01-14,5.599999904632568
2013-01-15,5.610000133514404
2013-01-16,5.550000190734863
2013-01-17,5.579999923706055
2013-01-18,5.559999942779541
2013-01-22,5.690000057220459
2013-01-23,5.639999866485596
2013-01-24,5.820000171661377
2013-01-25,6.230000019073486
2013-01-28,6.409999847412109
2013-01-29,6.28000020980835
2013-01-30,6.429999828338623
2013-01-31,6.309999942779541
2013-02-01,6.130000114440918
2013-02-04,5.650000095367432
2013-02-05,5.789999961853027
2013-02-06,5.889999866485596
2013-02-07,5.659999847412109
2013-02-08,5.760000228881836
2013-02-11,5.789999961853027
2013-02-12,5.75
2013-02-13,5.829999923706055
2013-02-14,5.710000038146973
2013-02-15,5.679999828338623
2013-02-19,5.599999904632568
2013-02-20,5.519999980926514
2013-02-21,5.550000190734863
2013-02-22,5.650000095367432
2013-02-25,5.570000171661377
2013-02-26,5.71999979019165
2013-02-27,5.800000190734863
2013-02-28,5.889999866485596
2013-03-01,6.03000020980835
2013-03-04,6.0
2013-03-05,6.099999904632568
2013-03-06,6.070000171661377
2013-03-07,6.110000133514404
2013-03-08,6.420000076293945
2013-03-11,6.300000190734863
2013-03-12,6.21999979019165
2013-03-13,6.21999979019165
2013-03-14,5.96999979019165
2013-03-15,5.730000019073486
2013-03-18,5.429999828338623
2013-03-19,5.400000095367432
2013-03-20,5.599999904632568
2013-03-21,5.550000190734863
2013-03-22,5.710000038146973
2013-03-25,5.739999771118164
2013-03-26,5.820000171661377
2013-03-27,5.920000076293945
2013-03-28,6.039999961853027
2013-04-01,6.059999942779541
2013-04-02,6.059999942779541
2013-04-03,5.909999847412109
2013-04-04,5.96999979019165
2013-04-05,6.150000095367432
2013-04-08,6.119999885559082
2013-04-09,6.090000152587891
2013-04-10,6.119999885559082
2013-04-11,5.900000095367432
2013-04-12,5.800000190734863
2013-04-15,5.849999904632568
2013-04-16,5.730000019073486
2013-04-17,5.539999961853027
2013-04-18,5.5
2013-04-19,5.489999771118164
2013-04-22,5.5
2013-04-23,5.519999980926514
2013-04-24,5.650000095367432
2013-04-25,5.690000057220459
2013-04-26,5.46999979019165
2013-04-29,5.460000038146973
2013-04-30,5.440000057220459
2013-05-01,5.409999847412109
2013-05-02,5.269999980926514
2013-05-03,5.429999828338623
2013-05-06,5.440000057220459
2013-05-07,5.46999979019165
2013-05-08,5.349999904632568
2013-05-09,5.0
2013-05-10,4.889999866485596
2013-05-13,4.989999771118164
2013-05-14,5.059999942779541
2013-05-15,5.050000190734863
2013-05-16,5.25
2013-05-17,5.110000133514404
2013-05-20,5.25
2013-05-21,5.25
2013-05-22,5.340000152587891
2013-05-23,5.289999961853027
2013-05-24,5.429999828338623
2013-05-28,5.590000152587891
2013-05-29,5.539999961853027
2013-05-30,5.670000076293945
2013-05-31,5.639999866485596
2013-06-03,5.989999771118164
2013-06-04,6.139999866485596
2013-06-05,5.989999771118164
2013-06-06,5.949999809265137
2013-06-07,6.0
2013-06-10,6.010000228881836
2013-06-11,5.920000076293945
2013-06-12,5.769999980926514
2013-06-13,5.96999979019165
2013-06-14,5.980000019073486
2013-06-17,6.070000171661377
2013-06-18,6.090000152587891
2013-06-19,6.099999904632568
2013-06-20,6.070000171661377
2013-06-21,6.059999942779541
2013-06-24,6.019999980926514
2013-06-25,6.110000133514404
2013-06-26,6.150000095367432
2013-06-27,6.170000076293945
2013-06-28,6.239999771118164
2013-07-01,6.099999904632568
2013-07-02,6.150000095367432
2013-07-03,6.199999809265137
2013-07-05,6.400000095367432
2013-07-08,6.409999847412109
2013-07-09,6.409999847412109
2013-07-10,6.739999771118164
2013-07-11,6.929999828338623
2013-07-12,6.989999771118164
2013-07-15,7.389999866485596
2013-07-16,6.789999961853027
2013-07-17,6.849999904632568
2013-07-18,6.900000095367432
2013-07-19,6.820000171661377
2013-07-22,6.679999828338623
2013-07-23,6.349999904632568
2013-07-24,6.239999771118164
2013-07-25,6.5
2013-07-26,6.599999904632568
2013-07-29,6.599999904632568
2013-07-30,6.599999904632568
2013-07-31,6.409999847412109
2013-08-01,6.53000020980835
2013-08-02,6.320000171661377
2013-08-05,6.150000095367432
2013-08-06,6.449999809265137
2013-08-07,6.239999771118164
2013-08-08,6.090000152587891
2013-08-09,6.150000095367432
2013-08-12,6.059999942779541
2013-08-13,5.960000038146973
2013-08-14,5.849999904632568
2013-08-15,5.800000190734863
2013-08-16,5.71999979019165
2013-08-19,5.739999771118164
2013-08-20,5.760000228881836
2013-08-21,5.789999961853027
2013-08-22,5.849999904632568
2013-08-23,5.849999904632568
2013-08-26,5.829999923706055
2013-08-27,5.760000228881836
2013-08-28,5.590000152587891
2013-08-29,5.630000114440918
2013-08-30,5.349999904632568
2013-09-03,5.510000228881836
2013-09-04,5.550000190734863
2013-09-05,5.429999828338623
2013-09-06,5.380000114440918
2013-09-09,5.510000228881836
2013-09-10,5.690000057220459
2013-09-11,5.699999809265137
2013-09-12,5.599999904632568
2013-09-13,5.480000019073486
2013-09-16,6.03000020980835
2013-09-17,5.949999809265137
2013-09-18,6.03000020980835
2013-09-19,6.019999980926514
2013-09-20,6.340000152587891
2013-09-23,5.929999828338623
2013-09-24,6.03000020980835
2013-09-25,5.949999809265137
2013-09-26,6.369999885559082
2013-09-27,6.28000020980835
2013-09-30,6.340000152587891
2013-10-01,6.420000076293945
2013-10-02,6.71999979019165
2013-10-03,6.639999866485596
2013-10-04,6.699999809265137
2013-10-07,6.429999828338623
2013-10-08,6.21999979019165
2013-10-09,6.300000190734863
2013-10-10,6.429999828338623
2013-10-11,6.510000228881836
2013-10-14,6.440000057220459
2013-10-15,6.380000114440918
2013-10-16,6.269999980926514
2013-10-17,6.369999885559082
2013-10-18,6.590000152587891
2013-10-21,6.320000171661377
2013-10-22,6.300000190734863
2013-10-23,6.28000020980835
2013-10-24,6.5
2013-10-25,6.400000095367432
2013-10-28,6.519999980926514
2013-10-29,6.53000020980835
2013-10-30,6.5
2013-10-31,6.53000020980835
2013-11-01,6.440000057220459
2013-11-04,6.489999771118164
2013-11-05,6.369999885559082
2013-11-06,6.429999828338623
2013-11-07,6.420000076293945
2013-11-08,6.329999923706055
2013-11-11,6.360000133514404
2013-11-12,6.46999979019165
2013-11-13,6.639999866485596
2013-11-14,6.679999828338623
2013-11-15,7.289999961853027
2013-11-18,7.199999809265137
2013-11-19,7.119999885559082
2013-11-20,7.170000076293945
2013-11-21,7.599999904632568
2013-11-22,7.670000076293945
2013-11-25,8.010000228881836
2013-11-26,8.130000114440918
2013-11-27,8.15999984741211
2013-11-29,8.220000267028809
2013-12-02,8.289999961853027
2013-12-03,8.15999984741211
2013-12-04,7.860000133514404
2013-12-05,7.690000057220459
2013-12-06,7.889999866485596
2013-12-09,7.909999847412109
2013-12-10,7.789999961853027
2013-12-11,7.659999847412109
2013-12-12,7.699999809265137
2013-12-13,7.900000095367432
2013-12-16,7.659999847412109
2013-12-17,7.619999885559082
2013-12-18,7.800000190734863
2013-12-19,7.860000133514404
2013-12-20,7.550000190734863
2013-12-23,7.860000133514404
2013-12-24,7.849999904632568
2013-12-26,8.0
2013-12-27,8.210000038146973
2013-12-30,8.220000267028809
2013-12-31,8.210000038146973
2014-01-02,7.960000038146973
2014-01-03,8.149999618530273
2014-01-06,8.15999984741211
2014-01-07,8.069999694824219
2014-01-08,8.119999885559082
2014-01-09,8.220000267028809
2014-01-10,8.130000114440918
2014-01-13,7.849999904632568
2014-01-14,9.170000076293945
2014-01-15,8.880000114440918
2014-01-16,9.0600004196167
2014-01-17,8.970000267028809
2014-01-21,8.989999771118164
2014-01-22,9.1899995803833
2014-01-23,9.170000076293945
2014-01-24,8.90999984741211
2014-01-27,8.680000305175781
2014-01-28,8.770000457763672
2014-01-29,8.930000305175781
2014-01-30,8.890000343322754
2014-01-31,8.760000228881836
2014-02-03,8.84000015258789
2014-02-04,8.979999542236328
2014-02-05,8.779999732971191
2014-02-06,8.8100004196167
2014-02-07,8.960000038146973
2014-02-10,8.90999984741211
2014-02-11,9.149999618530273
2014-02-12,9.180000305175781
2014-02-13,9.609999656677246
2014-02-14,9.75
2014-02-18,9.930000305175781
2014-02-19,9.970000267028809
2014-02-20,9.989999771118164
2014-02-21,10.130000114440918
2014-02-24,10.220000267028809
2014-02-25,9.649999618530273
2014-02-26,9.739999771118164
2014-02-27,9.720000267028809
2014-02-28,9.960000038146973
2014-03-03,10.109999656677246
2014-03-04,10.350000381469727
2014-03-05,10.84000015258789
2014-03-06,11.399999618530273
2014-03-07,11.489999771118164
2014-03-10,12.25
2014-03-11,11.529999732971191
2014-03-12,10.569999694824219
2014-03-13,11.010000228881836
2014-03-14,11.1899995803833
2014-03-17,11.220000267028809
2014-03-18,11.220000267028809
2014-03-19,11.350000381469727
2014-03-20,11.25
2014-03-21,11.329999923706055
2014-03-24,11.520000457763672
2014-03-25,11.210000038146973
2014-03-26,11.010000228881836
2014-03-27,10.180000305175781
2014-03-28,10.300000190734863
2014-03-31,10.100000381469727
2014-04-01,10.25
2014-04-02,10.0600004196167
2014-04-03,9.670000076293945
2014-04-04,9.430000305175781
2014-04-07,9.350000381469727
2014-04-08,9.760000228881836
2014-04-09,9.779999732971191
2014-04-10,9.75
2014-04-11,9.239999771118164
2014-04-14,9.539999961853027
2014-04-15,9.779999732971191
2014-04-16,9.699999809265137
2014-04-17,9.789999961853027
2014-04-21,10.4399995803833
2014-04-22,10.65999984741211
2014-04-23,10.859999656677246
2014-04-24,10.779999732971191
2014-04-25,10.239999771118164
2014-04-28,9.970000267028809
2014-04-29,9.930000305175781
2014-04-30,10.25
2014-05-01,10.130000114440918
2014-05-02,10.079999923706055
2014-05-05,9.899999618530273
2014-05-06,9.739999771118164
2014-05-07,9.6899995803833
2014-05-08,9.84000015258789
2014-05-09,9.600000381469727
2014-05-12,9.75
2014-05-13,9.699999809265137
2014-05-14,9.539999961853027
2014-05-15,9.760000228881836
2014-05-16,9.65999984741211
2014-05-19,9.829999923706055
2014-05-20,9.829999923706055
2014-05-21,10.84000015258789
2014-05-22,11.0
2014-05-23,10.989999771118164
2014-05-27,10.979999542236328
2014-05-28,10.920000076293945
2014-05-29,10.479999542236328
2014-05-30,10.640000343322754
2014-06-02,11.100000381469727
2014-06-03,11.289999961853027
2014-06-04,11.229999542236328
2014-06-05,11.109999656677246
2014-06-06,11.390000343322754
2014-06-09,11.970000267028809
2014-06-10,11.710000038146973
2014-06-11,11.779999732971191
2014-06-12,12.029999732971191
2014-06-13,11.760000228881836
2014-06-16,11.770000457763672
2014-06-17,11.430000305175781
2014-06-18,11.680000305175781
2014-06-19,12.319999694824219
2014-06-20,12.59000015258789
2014-06-23,12.699999809265137
2014-06-24,12.649999618530273
2014-06-25,12.619999885559082
2014-06-26,12.739999771118164
2014-06-27,12.800000190734863
2014-06-30,12.880000114440918
2014-07-01,12.9399995803833
2014-07-02,13.050000190734863
2014-07-03,13.180000305175781
2014-07-07,13.1899995803833
2014-07-08,13.130000114440918
2014-07-09,13.170000076293945
2014-07-10,13.100000381469727
2014-07-11,13.09000015258789
2014-07-14,12.989999771118164
2014-07-15,13.0
2014-07-16,13.0
2014-07-17,12.84000015258789
2014-07-18,12.75
2014-07-21,12.920000076293945
2014-07-22,12.84000015258789
2014-07-23,13.09000015258789
2014-07-24,13.789999961853027
2014-07-25,13.569999694824219
2014-07-28,13.489999771118164
2014-07-29,12.520000457763672
2014-07-30,12.109999656677246
2014-07-31,11.890000343322754
2014-08-01,11.5
2014-08-04,11.680000305175781
2014-08-05,11.630000114440918
2014-08-06,11.430000305175781
2014-08-07,11.260000228881836
2014-08-08,11.619999885559082
2014-08-11,11.65999984741211
2014-08-12,12.050000190734863
2014-08-13,11.979999542236328
2014-08-14,12.520000457763672
2014-08-15,12.699999809265137
2014-08-18,12.920000076293945
2014-08-19,12.949999809265137
2014-08-20,13.460000038146973
2014-08-21,13.569999694824219
2014-08-22,13.680000305175781
2014-08-25,13.9399995803833
2014-08-26,13.869999885559082
2014-08-27,14.170000076293945
2014-08-28,14.069999694824219
2014-08-29,13.899999618530273
2014-09-02,12.789999961853027
2014-09-03,12.640000343322754
2014-09-04,12.550000190734863
2014-09-05,12.949999809265137
2014-09-08,13.880000114440918
2014-09-09,14.380000114440918
2014-09-10,14.729999542236328
2014-09-11,14.399999618530273
2014-09-12,15.479999542236328
2014-09-15,15.869999885559082
2014-09-16,16.06999969482422
2014-09-17,16.3700008392334
2014-09-18,16.610000610351562
2014-09-19,16.770000457763672
2014-09-22,16.8700008392334
2014-09-23,16.860000610351562
2014-09-24,16.709999084472656
2014-09-25,16.799999237060547
2014-09-26,17.360000610351562
2014-09-29,18.049999237060547
2014-09-30,18.59000015258789
2014-10-01,18.43000030517578
2014-10-02,17.770000457763672
2014-10-03,18.479999542236328
2014-10-06,18.290000915527344
2014-10-07,18.389999389648438
2014-10-08,17.899999618530273
2014-10-09,17.780000686645508
2014-10-10,17.979999542236328
2014-10-13,17.3700008392334
2014-10-14,17.100000381469727
2014-10-15,16.459999084472656
2014-10-16,16.780000686645508
2014-10-17,17.360000610351562
2014-10-20,17.450000762939453
2014-10-21,18.899999618530273
2014-10-22,20.729999542236328
2014-10-23,21.420000076293945
2014-10-24,22.290000915527344
2014-10-27,20.649999618530273
2014-10-28,21.739999771118164
2014-10-29,21.639999389648438
2014-10-30,21.049999237060547
2014-10-31,20.739999771118164
2014-11-03,20.920000076293945
2014-11-04,20.809999465942383
2014-11-05,20.920000076293945
2014-11-06,21.139999389648438
2014-11-07,21.440000534057617
2014-11-10,22.31999969482422
2014-11-11,23.030000686645508
2014-11-12,22.790000915527344
2014-11-13,22.170000076293945
2014-11-14,22.0
2014-11-17,22.889999389648438
2014-11-18,22.510000228881836
2014-11-19,23.420000076293945
2014-11-20,24.65999984741211
2014-11-21,24.479999542236328
2014-11-24,25.079999923706055
2014-11-25,25.770000457763672
2014-11-26,27.1299991607666
2014-11-28,26.280000686645508
2014-12-01,26.0
2014-12-02,26.760000228881836
2014-12-03,26.290000915527344
2014-12-04,26.520000457763672
2014-12-05,26.309999465942383
2014-12-08,25.280000686645508
2014-12-09,25.260000228881836
2014-12-10,24.459999084472656
2014-12-11,28.040000915527344
2014-12-12,27.889999389648438
2014-12-15,26.709999084472656
2014-12-16,27.06999969482422
2014-12-17,26.780000686645508
2014-12-18,27.0
2014-12-19,26.200000762939453
2014-12-22,26.6299991607666
2014-12-23,26.1299991607666
2014-12-24,26.18000030517578
2014-12-26,26.65999984741211
2014-12-29,26.610000610351562
2014-12-30,26.959999084472656
2014-12-31,27.110000610351562
2015-01-02,27.799999237060547
2015-01-05,28.739999771118164
2015-01-06,26.68000030517578
2015-01-07,28.049999237060547
2015-01-08,27.899999618530273
2015-01-09,28.309999465942383
2015-01-12,28.610000610351562
2015-01-13,27.309999465942383
2015-01-14,27.68000030517578
2015-01-15,27.25
2015-01-16,27.770000457763672
2015-01-20,26.059999465942383
2015-01-21,24.760000228881836
2015-01-22,24.850000381469727
2015-01-23,28.170000076293945
2015-01-26,28.959999084472656
2015-01-27,29.760000228881836
2015-01-28,29.260000228881836
2015-01-29,28.600000381469727
2015-01-30,28.299999237060547
2015-02-02,28.729999542236328
2015-02-03,29.020000457763672
2015-02-04,29.81999969482422
2015-02-05,29.040000915527344
2015-02-06,27.770000457763672
2015-02-09,27.389999389648438
2015-02-10,27.790000915527344
2015-02-11,28.329999923706055
2015-02-12,29.770000457763672
2015-02-13,29.639999389648438
2015-02-17,29.420000076293945
2015-02-18,29.100000381469727
2015-02-19,30.200000762939453
2015-02-20,29.649999618530273
2015-02-23,30.0
2015-02-24,31.170000076293945
2015-02-25,31.829999923706055
2015-02-26,31.739999771118164
2015-02-27,31.850000381469727
2015-03-02,30.729999542236328
2015-03-03,30.790000915527344
2015-03-04,30.520000457763672
2015-03-05,31.079999923706055
2015-03-06,31.579999923706055
2015-03-09,31.530000686645508
2015-03-10,30.90999984741211
2015-03-11,35.650001525878906
2015-03-12,36.59000015258789
2015-03-13,36.54999923706055
2015-03-16,34.709999084472656
2015-03-17,34.869998931884766
2015-03-18,34.599998474121094
2015-03-19,34.72999954223633
2015-03-20,35.02000045776367
2015-03-23,34.150001525878906
2015-03-24,34.65999984741211
2015-03-25,32.88999938964844
2015-03-26,32.630001068115234
2015-03-27,32.959999084472656
2015-03-30,32.880001068115234
2015-03-31,33.15999984741211
2015-04-01,33.15999984741211
2015-04-02,32.630001068115234
2015-04-06,31.899999618530273
2015-04-07,31.700000762939453
2015-04-08,32.310001373291016
2015-04-09,32.04999923706055
2015-04-10,32.75
2015-04-13,33.439998626708984
2015-04-14,32.16999816894531
2015-04-15,32.869998931884766
