,CMBM
2020-06-16,6.25
2020-06-17,6.900000095367432
2020-06-18,7.03000020980835
2020-06-19,7.010000228881836
2020-06-22,7.0
2020-06-23,6.980000019073486
2020-06-24,6.869999885559082
2020-06-25,6.800000190734863
2020-06-26,6.880000114440918
2020-06-29,7.139999866485596
2020-06-30,7.360000133514404
2020-07-01,6.889999866485596
2020-07-02,7.650000095367432
2020-07-06,7.909999847412109
2020-07-07,7.519999980926514
2020-07-08,9.039999961853027
2020-07-09,9.489999771118164
2020-07-10,10.680000305175781
2020-07-13,10.4399995803833
2020-07-14,10.819999694824219
2020-07-15,10.630000114440918
2020-07-16,10.989999771118164
2020-07-17,11.25
2020-07-20,11.970000267028809
2020-07-21,11.5
2020-07-22,12.239999771118164
2020-07-23,12.420000076293945
2020-07-24,12.619999885559082
2020-07-27,12.789999961853027
2020-07-28,11.59000015258789
2020-07-29,12.09000015258789
2020-07-30,12.149999618530273
2020-07-31,12.100000381469727
2020-08-03,12.609999656677246
2020-08-04,12.390000343322754
2020-08-05,12.380000114440918
2020-08-06,12.380000114440918
2020-08-07,11.789999961853027
2020-08-10,12.289999961853027
2020-08-11,11.970000267028809
2020-08-12,12.84000015258789
2020-08-13,12.850000381469727
2020-08-14,12.880000114440918
2020-08-17,15.59000015258789
2020-08-18,13.40999984741211
2020-08-19,13.720000267028809
2020-08-20,13.220000267028809
2020-08-21,14.449999809265137
2020-08-24,15.180000305175781
2020-08-25,14.720000267028809
2020-08-26,14.039999961853027
2020-08-27,12.489999771118164
2020-08-28,13.289999961853027
2020-08-31,13.050000190734863
2020-09-01,14.170000076293945
2020-09-02,13.930000305175781
2020-09-03,12.979999542236328
2020-09-04,13.039999961853027
2020-09-08,13.829999923706055
2020-09-09,13.8100004196167
2020-09-10,13.789999961853027
2020-09-11,13.949999809265137
2020-09-14,15.350000381469727
2020-09-15,16.65999984741211
2020-09-16,15.880000114440918
2020-09-17,16.440000534057617
2020-09-18,16.469999313354492
2020-09-21,18.1299991607666
2020-09-22,18.770000457763672
2020-09-23,16.229999542236328
2020-09-24,16.260000228881836
2020-09-25,16.459999084472656
2020-09-28,16.709999084472656
2020-09-29,17.920000076293945
2020-09-30,16.8700008392334
2020-10-01,17.239999771118164
2020-10-02,16.719999313354492
2020-10-05,17.100000381469727
2020-10-06,17.030000686645508
2020-10-07,17.280000686645508
2020-10-08,17.170000076293945
2020-10-09,17.190000534057617
2020-10-12,16.68000030517578
2020-10-13,17.8700008392334
2020-10-14,17.639999389648438
2020-10-15,19.079999923706055
2020-10-16,22.229999542236328
2020-10-19,22.889999389648438
2020-10-20,20.450000762939453
2020-10-21,23.575000762939453
2020-10-22,24.149999618530273
2020-10-23,23.280000686645508
2020-10-26,21.850000381469727
2020-10-27,22.190000534057617
2020-10-28,21.43000030517578
2020-10-29,22.34000015258789
2020-10-30,23.040000915527344
2020-11-02,21.299999237060547
2020-11-03,20.829999923706055
2020-11-04,22.079999923706055
2020-11-05,22.780000686645508
2020-11-06,25.325000762939453
2020-11-09,21.020000457763672
2020-11-10,22.020000457763672
2020-11-11,23.889999389648438
2020-11-12,22.799999237060547
2020-11-13,22.34000015258789
2020-11-16,22.15999984741211
2020-11-17,22.93000030517578
2020-11-18,21.81999969482422
2020-11-19,21.469999313354492
2020-11-20,22.360000610351562
2020-11-23,23.81999969482422
2020-11-24,25.3700008392334
2020-11-25,27.829999923706055
2020-11-27,26.959999084472656
2020-11-30,27.059999465942383
2020-12-01,26.940000534057617
2020-12-02,29.309999465942383
2020-12-03,30.1299991607666
2020-12-04,25.264999389648438
2020-12-07,25.799999237060547
2020-12-08,27.15999984741211
2020-12-09,25.09000015258789
2020-12-10,24.15999984741211
2020-12-11,24.670000076293945
2020-12-14,24.360000610351562
2020-12-15,24.309999465942383
2020-12-16,25.739999771118164
2020-12-17,25.600000381469727
2020-12-18,26.6200008392334
2020-12-21,25.959999084472656
2020-12-22,27.65999984741211
2020-12-23,27.1200008392334
2020-12-24,26.790000915527344
2020-12-28,25.93000030517578
2020-12-29,24.950000762939453
2020-12-30,25.030000686645508
2020-12-31,25.079999923706055
2021-01-04,23.540000915527344
2021-01-05,24.600000381469727
2021-01-06,25.530000686645508
2021-01-07,26.610000610351562
2021-01-08,26.65999984741211
2021-01-11,26.979999542236328
2021-01-12,28.850000381469727
2021-01-13,28.469999313354492
2021-01-14,29.5
2021-01-15,28.600000381469727
2021-01-19,29.360000610351562
2021-01-20,30.3799991607666
2021-01-21,31.639999389648438
2021-01-22,34.45000076293945
2021-01-25,34.029998779296875
2021-01-26,38.0099983215332
2021-01-27,38.2400016784668
2021-01-28,36.5099983215332
2021-01-29,36.75
2021-02-01,38.20000076293945
2021-02-02,36.279998779296875
2021-02-03,36.22999954223633
2021-02-04,38.08000183105469
2021-02-05,40.11000061035156
2021-02-08,42.540000915527344
2021-02-09,41.81999969482422
2021-02-10,40.27000045776367
2021-02-11,39.560001373291016
2021-02-12,41.869998931884766
2021-02-16,43.04999923706055
2021-02-17,41.59000015258789
2021-02-18,40.95000076293945
2021-02-19,43.040000915527344
2021-02-22,44.81999969482422
2021-02-23,43.369998931884766
2021-02-24,45.16999816894531
2021-02-25,41.7599983215332
2021-02-26,42.290000915527344
2021-03-01,46.5
2021-03-02,44.630001068115234
2021-03-03,44.619998931884766
2021-03-04,40.95000076293945
2021-03-05,40.130001068115234
2021-03-08,39.0099983215332
2021-03-09,44.90999984741211
2021-03-10,45.709999084472656
2021-03-11,47.4900016784668
2021-03-12,49.70000076293945
2021-03-15,51.83000183105469
2021-03-16,51.119998931884766
2021-03-17,52.08000183105469
2021-03-18,48.04999923706055
2021-03-19,49.47999954223633
2021-03-22,51.95000076293945
2021-03-23,46.189998626708984
2021-03-24,41.599998474121094
2021-03-25,43.790000915527344
2021-03-26,45.869998931884766
2021-03-29,42.52000045776367
2021-03-30,43.7400016784668
2021-03-31,46.720001220703125
2021-04-01,48.47999954223633
2021-04-05,54.900001525878906
2021-04-06,56.810001373291016
2021-04-07,57.68000030517578
2021-04-08,63.709999084472656
2021-04-09,62.529998779296875
2021-04-12,64.91999816894531
2021-04-13,60.2599983215332
2021-04-14,61.52000045776367
2021-04-15,59.45000076293945
2021-04-16,59.18000030517578
2021-04-19,56.75
2021-04-20,53.849998474121094
2021-04-21,57.099998474121094
2021-04-22,56.95000076293945
2021-04-23,60.77000045776367
2021-04-26,62.84000015258789
2021-04-27,61.79999923706055
2021-04-28,60.93000030517578
2021-04-29,59.810001373291016
2021-04-30,60.0
2021-05-03,57.290000915527344
2021-05-04,57.0
2021-05-05,56.790000915527344
2021-05-06,56.38999938964844
2021-05-07,58.61000061035156
2021-05-10,49.09000015258789
2021-05-11,49.290000915527344
2021-05-12,45.59000015258789
2021-05-13,45.279998779296875
2021-05-14,48.83000183105469
