,BCEL
2019-12-31,15.470000267028809
2020-01-02,14.239999771118164
2020-01-03,13.550000190734863
2020-01-06,13.75
2020-01-07,13.5600004196167
2020-01-08,14.239999771118164
2020-01-09,16.18000030517578
2020-01-10,14.609999656677246
2020-01-13,14.630000114440918
2020-01-14,14.449999809265137
2020-01-15,14.949999809265137
2020-01-16,15.84000015258789
2020-01-17,14.84000015258789
2020-01-21,15.0
2020-01-22,16.110000610351562
2020-01-23,16.219999313354492
2020-01-24,18.479999542236328
2020-01-27,18.8700008392334
2020-01-28,18.510000228881836
2020-01-29,18.84000015258789
2020-01-30,18.3700008392334
2020-01-31,18.3799991607666
2020-02-03,18.950000762939453
2020-02-04,19.06999969482422
2020-02-05,19.770000457763672
2020-02-06,20.559999465942383
2020-02-07,22.700000762939453
2020-02-10,22.200000762939453
2020-02-11,20.260000228881836
2020-02-12,21.190000534057617
2020-02-13,20.329999923706055
2020-02-14,20.979999542236328
2020-02-18,22.020000457763672
2020-02-19,21.68000030517578
2020-02-20,23.459999084472656
2020-02-21,22.40999984741211
2020-02-24,21.389999389648438
2020-02-25,20.739999771118164
2020-02-26,22.06999969482422
2020-02-27,21.40999984741211
2020-02-28,23.639999389648438
2020-03-02,22.8700008392334
2020-03-03,22.989999771118164
2020-03-04,27.280000686645508
2020-03-05,24.799999237060547
2020-03-06,24.850000381469727
2020-03-09,21.25
2020-03-10,19.639999389648438
2020-03-11,17.6200008392334
2020-03-12,13.619999885559082
2020-03-13,16.969999313354492
2020-03-16,12.170000076293945
2020-03-17,12.0
2020-03-18,11.399999618530273
2020-03-19,13.069999694824219
2020-03-20,16.360000610351562
2020-03-23,14.199999809265137
2020-03-24,16.420000076293945
2020-03-25,15.430000305175781
2020-03-26,15.699999809265137
2020-03-27,15.34000015258789
2020-03-30,15.210000038146973
2020-03-31,16.549999237060547
2020-04-01,13.989999771118164
2020-04-02,13.510000228881836
2020-04-03,12.520000457763672
2020-04-06,13.479999542236328
2020-04-07,13.920000076293945
2020-04-08,15.039999961853027
2020-04-09,15.520000457763672
2020-04-13,16.59000015258789
2020-04-14,17.389999389648438
2020-04-15,17.239999771118164
2020-04-16,15.779999732971191
2020-04-17,15.40999984741211
2020-04-20,15.0
2020-04-21,14.079999923706055
2020-04-22,15.010000228881836
2020-04-23,17.110000610351562
2020-04-24,18.420000076293945
2020-04-27,17.920000076293945
2020-04-28,16.639999389648438
2020-04-29,17.3799991607666
2020-04-30,15.279999732971191
2020-05-01,17.1299991607666
2020-05-04,17.329999923706055
2020-05-05,16.420000076293945
2020-05-06,16.979999542236328
2020-05-07,17.399999618530273
2020-05-08,17.829999923706055
2020-05-11,18.299999237060547
2020-05-12,17.31999969482422
2020-05-13,17.100000381469727
2020-05-14,16.530000686645508
2020-05-15,19.1299991607666
2020-05-18,18.649999618530273
2020-05-19,18.110000610351562
2020-05-20,18.40999984741211
2020-05-21,18.799999237060547
2020-05-22,18.360000610351562
2020-05-26,18.959999084472656
2020-05-27,19.899999618530273
2020-05-28,18.68000030517578
2020-05-29,18.469999313354492
2020-06-01,18.18000030517578
2020-06-02,18.18000030517578
2020-06-03,18.3799991607666
2020-06-04,18.25
2020-06-05,18.34000015258789
2020-06-08,18.110000610351562
2020-06-09,17.8700008392334
2020-06-10,17.8700008392334
2020-06-11,16.329999923706055
2020-06-12,17.440000534057617
2020-06-15,19.149999618530273
2020-06-16,18.829999923706055
2020-06-17,18.260000228881836
2020-06-18,19.979999542236328
2020-06-19,19.950000762939453
2020-06-22,21.1200008392334
2020-06-23,22.200000762939453
2020-06-24,23.450000762939453
2020-06-25,21.479999542236328
2020-06-26,20.770000457763672
2020-06-29,20.6200008392334
2020-06-30,21.280000686645508
2020-07-01,22.100000381469727
2020-07-02,22.709999084472656
2020-07-06,23.190000534057617
2020-07-07,21.1299991607666
2020-07-08,20.56999969482422
2020-07-09,20.190000534057617
2020-07-10,20.65999984741211
2020-07-13,19.139999389648438
2020-07-14,18.1299991607666
2020-07-15,18.420000076293945
2020-07-16,14.890000343322754
2020-07-17,14.960000038146973
2020-07-20,15.100000381469727
2020-07-21,15.15999984741211
2020-07-22,15.029999732971191
2020-07-23,14.630000114440918
2020-07-24,13.880000114440918
2020-07-27,13.369999885559082
2020-07-28,12.8100004196167
2020-07-29,13.119999885559082
2020-07-30,13.1899995803833
2020-07-31,12.949999809265137
2020-08-03,13.050000190734863
2020-08-04,13.640000343322754
2020-08-05,13.489999771118164
2020-08-06,13.600000381469727
2020-08-07,13.34000015258789
2020-08-10,14.010000228881836
2020-08-11,13.789999961853027
2020-08-12,14.109999656677246
2020-08-13,13.850000381469727
2020-08-14,15.279999732971191
2020-08-17,14.619999885559082
2020-08-18,14.119999885559082
2020-08-19,14.420000076293945
2020-08-20,14.300000190734863
2020-08-21,14.489999771118164
2020-08-24,14.079999923706055
2020-08-25,14.5
2020-08-26,13.729999542236328
2020-08-27,13.050000190734863
2020-08-28,13.619999885559082
2020-08-31,14.220000267028809
2020-09-01,13.239999771118164
2020-09-02,13.479999542236328
2020-09-03,12.930000305175781
2020-09-04,12.670000076293945
2020-09-08,13.600000381469727
2020-09-09,13.920000076293945
2020-09-10,13.430000305175781
2020-09-11,13.369999885559082
2020-09-14,14.319999694824219
2020-09-15,13.890000343322754
2020-09-16,14.300000190734863
2020-09-17,14.59000015258789
2020-09-18,14.90999984741211
2020-09-21,13.710000038146973
2020-09-22,13.449999809265137
2020-09-23,12.680000305175781
2020-09-24,12.699999809265137
2020-09-25,12.960000038146973
2020-09-28,13.619999885559082
2020-09-29,14.149999618530273
2020-09-30,13.970000267028809
2020-10-01,14.430000305175781
2020-10-02,13.59000015258789
2020-10-05,14.670000076293945
2020-10-06,14.8149995803833
2020-10-07,15.270000457763672
2020-10-08,15.229999542236328
2020-10-09,14.960000038146973
2020-10-12,15.510000228881836
2020-10-13,15.789999961853027
2020-10-14,14.770000457763672
2020-10-15,14.680000305175781
2020-10-16,14.960000038146973
2020-10-19,14.619999885559082
2020-10-20,14.289999961853027
2020-10-21,13.9399995803833
2020-10-22,14.569999694824219
2020-10-23,14.510000228881836
2020-10-26,14.119999885559082
2020-10-27,14.359999656677246
2020-10-28,13.869999885559082
2020-10-29,13.630000114440918
2020-10-30,13.359999656677246
2020-11-02,13.34000015258789
2020-11-03,13.510000228881836
2020-11-04,13.40999984741211
2020-11-05,13.489999771118164
2020-11-06,13.029999732971191
2020-11-09,14.069999694824219
2020-11-10,15.289999961853027
2020-11-11,14.949999809265137
2020-11-12,14.510000228881836
2020-11-13,14.619999885559082
2020-11-16,15.260000228881836
2020-11-17,14.869999885559082
2020-11-18,14.0600004196167
2020-11-19,14.539999961853027
2020-11-20,14.770000457763672
2020-11-23,14.350000381469727
2020-11-24,14.670000076293945
2020-11-25,14.699999809265137
2020-11-27,15.729999542236328
2020-11-30,15.539999961853027
2020-12-01,15.5
2020-12-02,15.029999732971191
2020-12-03,15.109999656677246
2020-12-04,15.520000457763672
2020-12-07,15.539999961853027
2020-12-08,15.819999694824219
2020-12-09,15.680000305175781
2020-12-10,15.84000015258789
2020-12-11,15.979999542236328
2020-12-14,16.809999465942383
2020-12-15,17.09000015258789
2020-12-16,16.84000015258789
2020-12-17,16.81999969482422
2020-12-18,16.079999923706055
2020-12-21,15.75
2020-12-22,16.239999771118164
2020-12-23,15.789999961853027
2020-12-24,15.550000190734863
2020-12-28,15.449999809265137
2020-12-29,15.739999771118164
2020-12-30,16.75
2020-12-31,16.149999618530273
2021-01-04,15.770000457763672
2021-01-05,14.989999771118164
2021-01-06,14.960000038146973
2021-01-07,15.380000114440918
2021-01-08,15.289999961853027
2021-01-11,15.079999923706055
2021-01-12,15.0
2021-01-13,14.770000457763672
2021-01-14,15.34000015258789
2021-01-15,15.0600004196167
2021-01-19,15.5
2021-01-20,15.75
2021-01-21,14.899999618530273
2021-01-22,15.09000015258789
2021-01-25,15.470000267028809
2021-01-26,15.300000190734863
2021-01-27,13.970000267028809
2021-01-28,13.619999885559082
2021-01-29,13.0
2021-02-01,13.8149995803833
2021-02-02,14.40999984741211
2021-02-03,14.649999618530273
2021-02-04,14.930000305175781
2021-02-05,14.930000305175781
2021-02-08,17.93000030517578
2021-02-09,18.43000030517578
2021-02-10,18.75
2021-02-11,19.34000015258789
2021-02-12,19.09000015258789
2021-02-16,19.200000762939453
2021-02-17,18.780000686645508
2021-02-18,17.139999389648438
2021-02-19,17.950000762939453
2021-02-22,17.600000381469727
2021-02-23,17.420000076293945
2021-02-24,18.389999389648438
2021-02-25,17.75
2021-02-26,17.350000381469727
2021-03-01,18.350000381469727
2021-03-02,17.8799991607666
2021-03-03,18.15999984741211
2021-03-04,17.420000076293945
2021-03-05,18.149999618530273
2021-03-08,16.90999984741211
2021-03-09,17.75
2021-03-10,18.049999237060547
2021-03-11,18.459999084472656
2021-03-12,16.989999771118164
2021-03-15,16.770000457763672
2021-03-16,17.440000534057617
2021-03-17,16.850000381469727
2021-03-18,15.149999618530273
2021-03-19,15.989999771118164
2021-03-22,16.0
2021-03-23,14.640000343322754
2021-03-24,13.9399995803833
2021-03-25,15.050000190734863
2021-03-26,14.979999542236328
2021-03-29,14.170000076293945
2021-03-30,14.260000228881836
2021-03-31,15.329999923706055
2021-04-01,13.6899995803833
2021-04-05,13.800000190734863
2021-04-06,13.399999618530273
2021-04-07,12.6899995803833
2021-04-08,12.710000038146973
2021-04-09,12.289999961853027
2021-04-12,11.479999542236328
2021-04-13,11.630000114440918
2021-04-14,12.420000076293945
2021-04-15,12.239999771118164
2021-04-16,11.8100004196167
2021-04-19,11.449999809265137
2021-04-20,11.40999984741211
2021-04-21,11.960000038146973
2021-04-22,11.979999542236328
2021-04-23,11.960000038146973
2021-04-26,12.5
2021-04-27,12.470000267028809
2021-04-28,12.210000038146973
2021-04-29,12.029999732971191
2021-04-30,11.9399995803833
2021-05-03,11.399999618530273
2021-05-04,10.800000190734863
2021-05-05,10.40999984741211
2021-05-06,9.779999732971191
2021-05-07,9.779999732971191
2021-05-10,9.710000038146973
2021-05-11,10.100000381469727
2021-05-12,9.819999694824219
2021-05-13,8.90999984741211
2021-05-14,9.579999923706055
