,PAG
2009-01-26,7.71999979019165
2009-01-27,7.570000171661377
2009-01-28,8.130000114440918
2009-01-29,7.619999885559082
2009-01-30,7.420000076293945
2009-02-02,7.269999980926514
2009-02-03,6.989999771118164
2009-02-04,7.039999961853027
2009-02-05,7.610000133514404
2009-02-06,8.470000267028809
2009-02-09,8.59000015258789
2009-02-10,8.520000457763672
2009-02-11,8.029999732971191
2009-02-12,7.480000019073486
2009-02-13,7.260000228881836
2009-02-17,5.96999979019165
2009-02-18,5.440000057220459
2009-02-19,5.059999942779541
2009-02-20,5.119999885559082
2009-02-23,5.300000190734863
2009-02-24,6.010000228881836
2009-02-25,6.190000057220459
2009-02-26,5.789999961853027
2009-02-27,5.659999847412109
2009-03-02,5.400000095367432
2009-03-03,5.269999980926514
2009-03-04,5.579999923706055
2009-03-05,5.25
2009-03-06,5.03000020980835
2009-03-09,4.840000152587891
2009-03-10,5.75
2009-03-11,5.860000133514404
2009-03-12,6.78000020980835
2009-03-13,6.929999828338623
2009-03-16,7.320000171661377
2009-03-17,7.460000038146973
2009-03-18,8.859999656677246
2009-03-19,8.65999984741211
2009-03-20,8.739999771118164
2009-03-23,9.869999885559082
2009-03-24,9.510000228881836
2009-03-25,9.960000038146973
2009-03-26,10.229999542236328
2009-03-27,9.800000190734863
2009-03-30,9.149999618530273
2009-03-31,9.329999923706055
2009-04-01,9.199999809265137
2009-04-02,10.470000267028809
2009-04-03,11.34000015258789
2009-04-06,10.899999618530273
2009-04-07,9.550000190734863
2009-04-08,9.869999885559082
2009-04-09,11.15999984741211
2009-04-13,10.59000015258789
2009-04-14,10.649999618530273
2009-04-15,10.869999885559082
2009-04-16,11.930000305175781
2009-04-17,12.3100004196167
2009-04-20,11.15999984741211
2009-04-21,11.050000190734863
2009-04-22,11.930000305175781
2009-04-23,12.109999656677246
2009-04-24,12.170000076293945
2009-04-27,11.789999961853027
2009-04-28,12.5
2009-04-29,13.239999771118164
2009-04-30,13.25
2009-05-01,13.390000343322754
2009-05-04,13.5600004196167
2009-05-05,13.470000267028809
2009-05-06,12.789999961853027
2009-05-07,12.050000190734863
2009-05-08,13.15999984741211
2009-05-11,12.859999656677246
2009-05-12,12.050000190734863
2009-05-13,10.850000381469727
2009-05-14,11.180000305175781
2009-05-15,10.90999984741211
2009-05-18,12.0600004196167
2009-05-19,12.09000015258789
2009-05-20,12.180000305175781
2009-05-21,11.550000190734863
2009-05-22,11.260000228881836
2009-05-26,11.829999923706055
2009-05-27,11.329999923706055
2009-05-28,11.640000343322754
2009-05-29,12.239999771118164
2009-06-01,14.5
2009-06-02,14.989999771118164
2009-06-03,14.600000381469727
2009-06-04,14.600000381469727
2009-06-05,14.649999618530273
2009-06-08,14.720000267028809
2009-06-09,16.479999542236328
2009-06-10,16.329999923706055
2009-06-11,16.040000915527344
2009-06-12,16.190000534057617
2009-06-15,15.420000076293945
2009-06-16,15.390000343322754
2009-06-17,15.4399995803833
2009-06-18,15.399999618530273
2009-06-19,16.15999984741211
2009-06-22,15.640000343322754
2009-06-23,14.960000038146973
2009-06-24,15.520000457763672
2009-06-25,16.420000076293945
2009-06-26,16.860000610351562
2009-06-29,17.139999389648438
2009-06-30,16.639999389648438
2009-07-01,17.059999465942383
2009-07-02,16.049999237060547
2009-07-06,15.899999618530273
2009-07-07,15.260000228881836
2009-07-08,14.930000305175781
2009-07-09,14.6899995803833
2009-07-10,15.0
2009-07-13,16.139999389648438
2009-07-14,16.670000076293945
2009-07-15,17.6299991607666
2009-07-16,18.270000457763672
2009-07-17,18.219999313354492
2009-07-20,18.459999084472656
2009-07-21,18.8799991607666
2009-07-22,18.81999969482422
2009-07-23,18.75
2009-07-24,18.25
2009-07-27,18.729999542236328
2009-07-28,19.209999084472656
2009-07-29,19.450000762939453
2009-07-30,20.0
2009-07-31,20.68000030517578
2009-08-03,21.200000762939453
2009-08-04,20.780000686645508
2009-08-05,19.469999313354492
2009-08-06,19.0
2009-08-07,19.489999771118164
2009-08-10,20.389999389648438
2009-08-11,19.09000015258789
2009-08-12,18.920000076293945
2009-08-13,19.1200008392334
2009-08-14,18.579999923706055
2009-08-17,18.0
2009-08-18,17.940000534057617
2009-08-19,17.739999771118164
2009-08-20,17.959999084472656
2009-08-21,18.0
2009-08-24,17.6200008392334
2009-08-25,18.510000228881836
2009-08-26,18.170000076293945
2009-08-27,17.940000534057617
2009-08-28,17.770000457763672
2009-08-31,17.690000534057617
2009-09-01,17.280000686645508
2009-09-02,16.18000030517578
2009-09-03,17.06999969482422
2009-09-04,16.989999771118164
2009-09-08,17.600000381469727
2009-09-09,18.020000457763672
2009-09-10,17.780000686645508
2009-09-11,16.8700008392334
2009-09-14,16.649999618530273
2009-09-15,17.190000534057617
2009-09-16,16.940000534057617
2009-09-17,16.719999313354492
2009-09-18,16.049999237060547
2009-09-21,16.43000030517578
2009-09-22,16.969999313354492
2009-09-23,17.40999984741211
2009-09-24,16.530000686645508
2009-09-25,16.809999465942383
2009-09-28,17.079999923706055
2009-09-29,17.860000610351562
2009-09-30,19.18000030517578
2009-10-01,16.1200008392334
2009-10-02,15.149999618530273
2009-10-05,15.1899995803833
2009-10-06,15.300000190734863
2009-10-07,15.539999961853027
2009-10-08,15.819999694824219
2009-10-09,15.949999809265137
2009-10-12,15.699999809265137
2009-10-13,15.460000038146973
2009-10-14,16.270000457763672
2009-10-15,17.31999969482422
2009-10-16,17.049999237060547
2009-10-19,18.200000762939453
2009-10-20,18.1200008392334
2009-10-21,18.079999923706055
2009-10-22,18.770000457763672
2009-10-23,18.350000381469727
2009-10-26,18.15999984741211
2009-10-27,17.100000381469727
2009-10-28,16.18000030517578
2009-10-29,16.989999771118164
2009-10-30,15.65999984741211
2009-11-02,15.619999885559082
2009-11-03,16.399999618530273
2009-11-04,15.84000015258789
2009-11-05,16.09000015258789
2009-11-06,16.420000076293945
2009-11-09,16.989999771118164
2009-11-10,16.670000076293945
2009-11-11,16.979999542236328
2009-11-12,16.459999084472656
2009-11-13,16.5
2009-11-16,16.6299991607666
2009-11-17,16.3799991607666
2009-11-18,16.170000076293945
2009-11-19,15.640000343322754
2009-11-20,15.6899995803833
2009-11-23,15.600000381469727
2009-11-24,15.180000305175781
2009-11-25,15.210000038146973
2009-11-27,14.899999618530273
2009-11-30,14.779999732971191
2009-12-01,15.399999618530273
2009-12-02,15.489999771118164
2009-12-03,15.149999618530273
2009-12-04,15.979999542236328
2009-12-07,15.989999771118164
2009-12-08,16.3700008392334
2009-12-09,16.3799991607666
2009-12-10,16.299999237060547
2009-12-11,16.100000381469727
2009-12-14,16.09000015258789
2009-12-15,15.880000114440918
2009-12-16,15.920000076293945
2009-12-17,15.880000114440918
2009-12-18,15.720000267028809
2009-12-21,16.030000686645508
2009-12-22,16.100000381469727
2009-12-23,15.960000038146973
2009-12-24,15.819999694824219
2009-12-28,15.789999961853027
2009-12-29,15.579999923706055
2009-12-30,15.489999771118164
2009-12-31,15.180000305175781
2010-01-04,15.289999961853027
2010-01-05,15.779999732971191
2010-01-06,15.970000267028809
2010-01-07,16.690000534057617
2010-01-08,16.719999313354492
2010-01-11,17.360000610351562
2010-01-12,16.989999771118164
2010-01-13,17.049999237060547
2010-01-14,16.579999923706055
2010-01-15,16.239999771118164
2010-01-19,16.5
2010-01-20,16.43000030517578
2010-01-21,16.329999923706055
2010-01-22,14.829999923706055
2010-01-25,15.079999923706055
2010-01-26,14.829999923706055
2010-01-27,14.09000015258789
2010-01-28,13.890000343322754
2010-01-29,14.0600004196167
2010-02-01,14.039999961853027
2010-02-02,14.380000114440918
2010-02-03,14.710000038146973
2010-02-04,14.449999809265137
2010-02-05,14.739999771118164
2010-02-08,14.850000381469727
2010-02-09,15.350000381469727
2010-02-10,15.100000381469727
2010-02-11,14.979999542236328
2010-02-12,15.020000457763672
2010-02-16,15.380000114440918
2010-02-17,15.359999656677246
2010-02-18,15.350000381469727
2010-02-19,15.380000114440918
2010-02-22,14.850000381469727
2010-02-23,14.5600004196167
2010-02-24,14.420000076293945
2010-02-25,14.430000305175781
2010-02-26,14.550000190734863
2010-03-01,14.829999923706055
2010-03-02,14.770000457763672
2010-03-03,14.399999618530273
2010-03-04,15.039999961853027
2010-03-05,15.420000076293945
2010-03-08,15.470000267028809
2010-03-09,15.279999732971191
2010-03-10,15.970000267028809
2010-03-11,15.4399995803833
2010-03-12,15.279999732971191
2010-03-15,15.539999961853027
2010-03-16,15.630000114440918
2010-03-17,15.800000190734863
2010-03-18,15.65999984741211
2010-03-19,15.6899995803833
2010-03-22,15.529999732971191
2010-03-23,16.040000915527344
2010-03-24,15.640000343322754
2010-03-25,15.180000305175781
2010-03-26,15.079999923706055
2010-03-29,14.649999618530273
2010-03-30,14.699999809265137
2010-03-31,14.420000076293945
2010-04-01,15.199999809265137
2010-04-05,15.65999984741211
2010-04-06,15.84000015258789
2010-04-07,15.720000267028809
2010-04-08,15.170000076293945
2010-04-09,14.970000267028809
2010-04-12,15.010000228881836
2010-04-13,15.380000114440918
2010-04-14,15.930000305175781
2010-04-15,15.8100004196167
2010-04-16,15.420000076293945
2010-04-19,15.050000190734863
2010-04-20,15.40999984741211
2010-04-21,16.030000686645508
2010-04-22,16.399999618530273
2010-04-23,16.219999313354492
2010-04-26,15.930000305175781
2010-04-27,15.40999984741211
2010-04-28,15.130000114440918
2010-04-29,15.779999732971191
2010-04-30,14.979999542236328
2010-05-03,15.399999618530273
2010-05-04,14.739999771118164
2010-05-05,13.920000076293945
2010-05-06,13.510000228881836
2010-05-07,13.3100004196167
2010-05-10,14.319999694824219
2010-05-11,14.279999732971191
2010-05-12,14.4399995803833
2010-05-13,13.789999961853027
2010-05-14,13.5600004196167
2010-05-17,13.680000305175781
2010-05-18,13.140000343322754
2010-05-19,13.199999809265137
2010-05-20,12.680000305175781
2010-05-21,13.0
2010-05-24,12.6899995803833
2010-05-25,12.960000038146973
2010-05-26,12.65999984741211
2010-05-27,13.210000038146973
2010-05-28,13.0600004196167
2010-06-01,12.4399995803833
2010-06-02,12.890000343322754
2010-06-03,13.319999694824219
2010-06-04,12.670000076293945
2010-06-07,12.109999656677246
2010-06-08,12.270000457763672
2010-06-09,12.149999618530273
2010-06-10,12.539999961853027
2010-06-11,12.760000228881836
2010-06-14,13.069999694824219
2010-06-15,13.529999732971191
2010-06-16,13.300000190734863
2010-06-17,12.739999771118164
2010-06-18,12.6899995803833
2010-06-21,12.489999771118164
2010-06-22,12.149999618530273
2010-06-23,12.470000267028809
2010-06-24,12.1899995803833
2010-06-25,12.5
2010-06-28,12.329999923706055
2010-06-29,11.760000228881836
2010-06-30,11.359999656677246
2010-07-01,11.619999885559082
2010-07-02,11.229999542236328
2010-07-06,10.9399995803833
2010-07-07,11.319999694824219
2010-07-08,11.369999885559082
2010-07-09,11.609999656677246
2010-07-12,11.460000038146973
2010-07-13,11.84000015258789
2010-07-14,12.300000190734863
2010-07-15,12.470000267028809
2010-07-16,12.229999542236328
2010-07-19,12.229999542236328
2010-07-20,12.539999961853027
2010-07-21,12.180000305175781
2010-07-22,13.020000457763672
2010-07-23,13.529999732971191
2010-07-26,13.859999656677246
2010-07-27,13.6899995803833
2010-07-28,13.5
2010-07-29,13.8100004196167
2010-07-30,14.0
2010-08-02,14.40999984741211
2010-08-03,14.220000267028809
2010-08-04,14.25
2010-08-05,14.1899995803833
2010-08-06,14.010000228881836
2010-08-09,14.319999694824219
2010-08-10,13.739999771118164
2010-08-11,13.069999694824219
2010-08-12,12.930000305175781
2010-08-13,12.59000015258789
2010-08-16,12.4399995803833
2010-08-17,12.640000343322754
2010-08-18,12.680000305175781
2010-08-19,12.239999771118164
2010-08-20,12.260000228881836
2010-08-23,12.1899995803833
2010-08-24,12.079999923706055
2010-08-25,12.329999923706055
2010-08-26,12.100000381469727
2010-08-27,12.5
2010-08-30,12.180000305175781
2010-08-31,12.010000228881836
2010-09-01,12.390000343322754
2010-09-02,12.819999694824219
2010-09-03,13.210000038146973
2010-09-07,13.15999984741211
2010-09-08,12.649999618530273
2010-09-09,12.260000228881836
2010-09-10,12.140000343322754
2010-09-13,12.039999961853027
2010-09-14,12.0
2010-09-15,12.050000190734863
2010-09-16,12.149999618530273
2010-09-17,11.979999542236328
2010-09-20,12.460000038146973
2010-09-21,12.319999694824219
2010-09-22,12.229999542236328
2010-09-23,12.319999694824219
2010-09-24,12.880000114440918
2010-09-27,12.84000015258789
2010-09-28,12.979999542236328
2010-09-29,13.069999694824219
2010-09-30,13.199999809265137
2010-10-01,13.279999732971191
2010-10-04,12.9399995803833
2010-10-05,13.350000381469727
2010-10-06,13.229999542236328
2010-10-07,13.1899995803833
2010-10-08,13.319999694824219
2010-10-11,13.319999694824219
2010-10-12,13.329999923706055
2010-10-13,13.760000228881836
2010-10-14,13.989999771118164
2010-10-15,13.75
2010-10-18,13.869999885559082
2010-10-19,13.489999771118164
2010-10-20,13.760000228881836
2010-10-21,13.670000076293945
2010-10-22,13.25
2010-10-25,13.359999656677246
2010-10-26,13.609999656677246
2010-10-27,13.289999961853027
2010-10-28,13.1899995803833
2010-10-29,13.449999809265137
2010-11-01,13.710000038146973
2010-11-02,14.010000228881836
2010-11-03,14.520000457763672
2010-11-04,14.899999618530273
2010-11-05,15.270000457763672
2010-11-08,15.520000457763672
2010-11-09,15.300000190734863
2010-11-10,15.579999923706055
2010-11-11,15.430000305175781
2010-11-12,15.020000457763672
2010-11-15,15.050000190734863
2010-11-16,14.850000381469727
2010-11-17,15.020000457763672
2010-11-18,15.109999656677246
2010-11-19,15.100000381469727
2010-11-22,15.199999809265137
2010-11-23,15.15999984741211
2010-11-24,15.430000305175781
2010-11-26,15.180000305175781
2010-11-29,15.329999923706055
2010-11-30,15.09000015258789
2010-12-01,15.399999618530273
2010-12-02,15.859999656677246
2010-12-03,16.18000030517578
2010-12-06,16.1299991607666
2010-12-07,16.309999465942383
2010-12-08,16.190000534057617
2010-12-09,16.459999084472656
2010-12-10,16.559999465942383
2010-12-13,16.420000076293945
2010-12-14,16.860000610351562
2010-12-15,16.5
2010-12-16,16.850000381469727
2010-12-17,16.889999389648438
2010-12-20,17.040000915527344
2010-12-21,17.079999923706055
2010-12-22,17.1200008392334
2010-12-23,17.06999969482422
2010-12-27,17.329999923706055
2010-12-28,17.15999984741211
2010-12-29,17.18000030517578
2010-12-30,17.420000076293945
2010-12-31,17.420000076293945
2011-01-03,17.100000381469727
2011-01-04,16.899999618530273
2011-01-05,17.079999923706055
2011-01-06,16.899999618530273
2011-01-07,16.469999313354492
2011-01-10,16.739999771118164
2011-01-11,16.81999969482422
2011-01-12,16.90999984741211
2011-01-13,16.81999969482422
2011-01-14,16.920000076293945
2011-01-18,16.969999313354492
2011-01-19,16.579999923706055
2011-01-20,16.610000610351562
2011-01-21,16.56999969482422
2011-01-24,17.010000228881836
2011-01-25,16.959999084472656
2011-01-26,17.31999969482422
2011-01-27,17.670000076293945
2011-01-28,16.93000030517578
2011-01-31,16.899999618530273
2011-02-01,16.93000030517578
2011-02-02,16.649999618530273
2011-02-03,17.280000686645508
2011-02-04,17.959999084472656
2011-02-07,18.600000381469727
2011-02-08,19.100000381469727
2011-02-09,19.049999237060547
2011-02-10,19.030000686645508
2011-02-11,19.450000762939453
2011-02-14,19.540000915527344
2011-02-15,20.149999618530273
2011-02-16,21.0
2011-02-17,20.809999465942383
2011-02-18,21.1299991607666
2011-02-22,20.6200008392334
2011-02-23,20.1200008392334
2011-02-24,19.969999313354492
2011-02-25,20.270000457763672
2011-02-28,20.3700008392334
2011-03-01,19.700000762939453
2011-03-02,20.100000381469727
2011-03-03,20.190000534057617
2011-03-04,19.8700008392334
2011-03-07,19.479999542236328
2011-03-08,19.940000534057617
2011-03-09,20.399999618530273
2011-03-10,20.290000915527344
2011-03-11,20.729999542236328
2011-03-14,19.440000534057617
2011-03-15,19.290000915527344
2011-03-16,18.760000228881836
2011-03-17,19.0
2011-03-18,18.690000534057617
2011-03-21,19.100000381469727
2011-03-22,18.8700008392334
2011-03-23,19.360000610351562
2011-03-24,19.549999237060547
2011-03-25,19.90999984741211
2011-03-28,19.59000015258789
2011-03-29,19.829999923706055
2011-03-30,20.40999984741211
2011-03-31,20.020000457763672
2011-04-01,20.40999984741211
2011-04-04,19.989999771118164
2011-04-05,20.6299991607666
2011-04-06,20.93000030517578
2011-04-07,21.059999465942383
2011-04-08,20.520000457763672
2011-04-11,20.3700008392334
2011-04-12,19.559999465942383
2011-04-13,19.360000610351562
2011-04-14,19.520000457763672
2011-04-15,19.280000686645508
2011-04-18,19.360000610351562
2011-04-19,19.100000381469727
2011-04-20,19.989999771118164
2011-04-21,20.3799991607666
2011-04-25,20.170000076293945
2011-04-26,20.309999465942383
2011-04-27,20.540000915527344
2011-04-28,23.059999465942383
2011-04-29,22.479999542236328
2011-05-02,21.950000762939453
2011-05-03,21.81999969482422
2011-05-04,21.809999465942383
2011-05-05,21.75
2011-05-06,21.649999618530273
2011-05-09,21.770000457763672
2011-05-10,22.020000457763672
2011-05-11,21.690000534057617
2011-05-12,22.25
2011-05-13,21.670000076293945
2011-05-16,21.139999389648438
2011-05-17,20.989999771118164
2011-05-18,21.190000534057617
2011-05-19,20.989999771118164
2011-05-20,19.979999542236328
2011-05-23,19.860000610351562
2011-05-24,19.899999618530273
2011-05-25,19.920000076293945
2011-05-26,20.079999923706055
2011-05-27,20.280000686645508
2011-05-31,20.760000228881836
2011-06-01,20.079999923706055
2011-06-02,19.979999542236328
2011-06-03,19.969999313354492
2011-06-06,19.739999771118164
2011-06-07,19.989999771118164
2011-06-08,19.809999465942383
2011-06-09,20.1299991607666
2011-06-10,19.829999923706055
2011-06-13,19.25
2011-06-14,19.670000076293945
2011-06-15,19.079999923706055
2011-06-16,18.84000015258789
2011-06-17,19.329999923706055
2011-06-20,19.920000076293945
2011-06-21,20.850000381469727
2011-06-22,21.200000762939453
2011-06-23,21.6299991607666
2011-06-24,21.530000686645508
2011-06-27,21.770000457763672
2011-06-28,22.31999969482422
2011-06-29,22.56999969482422
2011-06-30,22.739999771118164
2011-07-01,22.979999542236328
2011-07-05,22.700000762939453
2011-07-06,22.40999984741211
2011-07-07,23.6299991607666
2011-07-08,23.280000686645508
2011-07-11,22.8799991607666
2011-07-12,23.1299991607666
2011-07-13,23.260000228881836
2011-07-14,23.0
2011-07-15,23.479999542236328
2011-07-18,23.049999237060547
2011-07-19,23.459999084472656
2011-07-20,23.399999618530273
2011-07-21,23.25
2011-07-22,23.299999237060547
2011-07-25,23.15999984741211
2011-07-26,23.959999084472656
2011-07-27,23.020000457763672
2011-07-28,22.540000915527344
2011-07-29,22.1299991607666
2011-08-01,21.469999313354492
2011-08-02,20.5
2011-08-03,20.3700008392334
2011-08-04,19.079999923706055
2011-08-05,19.18000030517578
2011-08-08,17.65999984741211
2011-08-09,18.459999084472656
2011-08-10,16.969999313354492
2011-08-11,17.940000534057617
2011-08-12,17.899999618530273
2011-08-15,18.219999313354492
2011-08-16,17.670000076293945
2011-08-17,17.459999084472656
2011-08-18,16.25
2011-08-19,16.1200008392334
2011-08-22,15.899999618530273
2011-08-23,16.809999465942383
2011-08-24,17.030000686645508
2011-08-25,16.270000457763672
2011-08-26,16.8799991607666
2011-08-29,17.760000228881836
2011-08-30,17.959999084472656
2011-08-31,18.239999771118164
2011-09-01,17.809999465942383
2011-09-02,16.799999237060547
2011-09-06,17.09000015258789
2011-09-07,18.56999969482422
2011-09-08,17.639999389648438
2011-09-09,17.469999313354492
2011-09-12,17.68000030517578
2011-09-13,18.31999969482422
2011-09-14,18.59000015258789
2011-09-15,18.579999923706055
2011-09-16,19.18000030517578
2011-09-19,18.389999389648438
2011-09-20,17.829999923706055
2011-09-21,16.68000030517578
2011-09-22,15.59000015258789
2011-09-23,15.989999771118164
2011-09-26,16.280000686645508
2011-09-27,17.1200008392334
2011-09-28,16.270000457763672
2011-09-29,16.450000762939453
2011-09-30,16.0
2011-10-03,15.0600004196167
2011-10-04,16.979999542236328
2011-10-05,17.360000610351562
2011-10-06,17.959999084472656
2011-10-07,17.639999389648438
2011-10-10,18.489999771118164
2011-10-11,18.510000228881836
2011-10-12,18.989999771118164
2011-10-13,18.65999984741211
2011-10-14,19.049999237060547
2011-10-17,18.290000915527344
2011-10-18,18.81999969482422
2011-10-19,18.600000381469727
2011-10-20,19.020000457763672
2011-10-21,20.06999969482422
2011-10-24,21.100000381469727
2011-10-25,20.700000762939453
2011-10-26,20.700000762939453
2011-10-27,21.440000534057617
2011-10-28,21.030000686645508
2011-10-31,20.389999389648438
2011-11-01,19.799999237060547
2011-11-02,21.690000534057617
2011-11-03,21.520000457763672
2011-11-04,21.450000762939453
2011-11-07,21.540000915527344
2011-11-08,21.639999389648438
2011-11-09,20.170000076293945
2011-11-10,20.049999237060547
2011-11-11,20.899999618530273
2011-11-14,20.56999969482422
2011-11-15,20.770000457763672
2011-11-16,20.059999465942383
2011-11-17,19.889999389648438
2011-11-18,19.950000762939453
2011-11-21,19.459999084472656
2011-11-22,19.719999313354492
2011-11-23,18.540000915527344
2011-11-25,18.0
2011-11-28,18.920000076293945
2011-11-29,19.06999969482422
2011-11-30,20.290000915527344
2011-12-01,20.139999389648438
2011-12-02,20.209999084472656
2011-12-05,20.8700008392334
2011-12-06,20.6200008392334
2011-12-07,20.700000762939453
2011-12-08,20.229999542236328
2011-12-09,20.84000015258789
2011-12-12,20.6200008392334
2011-12-13,19.739999771118164
2011-12-14,19.43000030517578
2011-12-15,19.549999237060547
2011-12-16,19.81999969482422
2011-12-19,18.479999542236328
2011-12-20,19.440000534057617
2011-12-21,19.399999618530273
2011-12-22,19.329999923706055
2011-12-23,19.389999389648438
2011-12-27,19.399999618530273
2011-12-28,19.059999465942383
2011-12-29,19.299999237060547
2011-12-30,19.25
2012-01-03,19.559999465942383
2012-01-04,19.260000228881836
2012-01-05,19.010000228881836
2012-01-06,18.579999923706055
2012-01-09,19.299999237060547
2012-01-10,19.899999618530273
2012-01-11,19.809999465942383
2012-01-12,20.190000534057617
2012-01-13,21.040000915527344
2012-01-17,21.110000610351562
2012-01-18,22.100000381469727
2012-01-19,22.1299991607666
2012-01-20,21.899999618530273
2012-01-23,22.1299991607666
2012-01-24,22.040000915527344
2012-01-25,22.40999984741211
2012-01-26,22.59000015258789
2012-01-27,23.06999969482422
2012-01-30,22.920000076293945
2012-01-31,22.3799991607666
2012-02-01,22.90999984741211
2012-02-02,22.90999984741211
2012-02-03,23.90999984741211
2012-02-06,24.079999923706055
2012-02-07,24.030000686645508
2012-02-08,23.940000534057617
2012-02-09,24.1299991607666
2012-02-10,23.690000534057617
2012-02-13,24.15999984741211
2012-02-14,24.770000457763672
2012-02-15,23.579999923706055
2012-02-16,24.149999618530273
2012-02-17,24.030000686645508
2012-02-21,23.780000686645508
2012-02-22,23.799999237060547
2012-02-23,24.030000686645508
2012-02-24,24.139999389648438
2012-02-27,24.530000686645508
2012-02-28,24.639999389648438
2012-02-29,24.079999923706055
2012-03-01,24.520000457763672
2012-03-02,24.510000228881836
2012-03-05,24.43000030517578
2012-03-06,23.850000381469727
2012-03-07,23.799999237060547
2012-03-08,24.110000610351562
2012-03-09,24.34000015258789
2012-03-12,23.8799991607666
2012-03-13,24.399999618530273
2012-03-14,25.09000015258789
2012-03-15,25.399999618530273
2012-03-16,24.549999237060547
2012-03-19,24.469999313354492
2012-03-20,24.530000686645508
2012-03-21,24.600000381469727
2012-03-22,24.43000030517578
2012-03-23,24.440000534057617
2012-03-26,25.25
2012-03-27,25.030000686645508
2012-03-28,25.110000610351562
2012-03-29,24.959999084472656
2012-03-30,24.6299991607666
2012-04-02,24.700000762939453
2012-04-03,25.889999389648438
2012-04-04,26.049999237060547
2012-04-05,25.940000534057617
2012-04-09,25.8700008392334
2012-04-10,24.93000030517578
2012-04-11,25.65999984741211
2012-04-12,25.809999465942383
2012-04-13,25.5
2012-04-16,25.920000076293945
2012-04-17,26.530000686645508
2012-04-18,26.670000076293945
2012-04-19,26.860000610351562
2012-04-20,27.1299991607666
2012-04-23,26.520000457763672
2012-04-24,26.559999465942383
2012-04-25,26.84000015258789
2012-04-26,26.850000381469727
2012-04-27,27.15999984741211
2012-04-30,26.440000534057617
2012-05-01,27.06999969482422
2012-05-02,27.190000534057617
2012-05-03,26.75
2012-05-04,26.18000030517578
2012-05-07,26.420000076293945
2012-05-08,25.68000030517578
2012-05-09,25.719999313354492
2012-05-10,26.1299991607666
2012-05-11,25.93000030517578
2012-05-14,25.239999771118164
2012-05-15,25.389999389648438
2012-05-16,25.350000381469727
2012-05-17,24.219999313354492
2012-05-18,24.079999923706055
2012-05-21,24.690000534057617
2012-05-22,24.829999923706055
2012-05-23,24.969999313354492
2012-05-24,25.1299991607666
2012-05-25,24.809999465942383
2012-05-29,25.149999618530273
2012-05-30,24.420000076293945
2012-05-31,24.579999923706055
2012-06-01,23.489999771118164
2012-06-04,23.1200008392334
2012-06-05,23.18000030517578
2012-06-06,23.84000015258789
2012-06-07,23.56999969482422
2012-06-08,23.81999969482422
2012-06-11,23.399999618530273
2012-06-12,23.790000915527344
2012-06-13,23.18000030517578
2012-06-14,23.559999465942383
2012-06-15,23.760000228881836
2012-06-18,23.6299991607666
2012-06-19,23.989999771118164
2012-06-20,23.65999984741211
2012-06-21,23.229999542236328
2012-06-22,22.610000610351562
2012-06-25,21.299999237060547
2012-06-26,20.8700008392334
2012-06-27,20.969999313354492
2012-06-28,20.940000534057617
2012-06-29,21.239999771118164
2012-07-02,21.8700008392334
2012-07-03,22.719999313354492
2012-07-05,23.489999771118164
2012-07-06,23.299999237060547
2012-07-09,23.079999923706055
2012-07-10,23.299999237060547
2012-07-11,23.329999923706055
2012-07-12,23.399999618530273
2012-07-13,23.979999542236328
2012-07-16,23.719999313354492
2012-07-17,23.84000015258789
2012-07-18,24.280000686645508
2012-07-19,24.68000030517578
2012-07-20,24.530000686645508
2012-07-23,24.219999313354492
2012-07-24,22.700000762939453
2012-07-25,22.899999618530273
2012-07-26,22.969999313354492
2012-07-27,24.09000015258789
2012-07-30,23.649999618530273
2012-07-31,23.899999618530273
2012-08-01,23.489999771118164
2012-08-02,23.639999389648438
2012-08-03,24.770000457763672
2012-08-06,24.719999313354492
2012-08-07,25.020000457763672
2012-08-08,25.100000381469727
2012-08-09,24.979999542236328
2012-08-10,25.059999465942383
2012-08-13,25.030000686645508
2012-08-14,25.030000686645508
2012-08-15,25.3700008392334
2012-08-16,25.59000015258789
2012-08-17,25.93000030517578
2012-08-20,25.81999969482422
2012-08-21,25.700000762939453
2012-08-22,25.690000534057617
2012-08-23,25.649999618530273
2012-08-24,25.75
2012-08-27,25.850000381469727
2012-08-28,26.139999389648438
2012-08-29,26.399999618530273
2012-08-30,26.399999618530273
2012-08-31,26.639999389648438
2012-09-04,27.15999984741211
2012-09-05,27.399999618530273
2012-09-06,28.5
2012-09-07,28.790000915527344
2012-09-10,28.860000610351562
2012-09-11,29.25
2012-09-12,29.309999465942383
2012-09-13,29.940000534057617
2012-09-14,30.18000030517578
2012-09-17,30.31999969482422
2012-09-18,30.190000534057617
2012-09-19,30.6200008392334
2012-09-20,30.459999084472656
2012-09-21,30.65999984741211
2012-09-24,30.700000762939453
2012-09-25,30.610000610351562
2012-09-26,30.010000228881836
2012-09-27,30.34000015258789
2012-09-28,30.09000015258789
2012-10-01,29.979999542236328
2012-10-02,30.239999771118164
2012-10-03,30.850000381469727
2012-10-04,31.790000915527344
2012-10-05,31.65999984741211
2012-10-08,32.11000061035156
2012-10-09,31.860000610351562
2012-10-10,31.1299991607666
2012-10-11,30.729999542236328
2012-10-12,30.700000762939453
2012-10-15,30.729999542236328
2012-10-16,30.579999923706055
2012-10-17,29.989999771118164
2012-10-18,30.920000076293945
2012-10-19,30.8799991607666
