,BLDE
2020-03-25,9.979999542236328
2020-03-26,9.979999542236328
2020-03-27,9.960000038146973
2020-03-30,9.680000305175781
2020-03-31,9.670000076293945
2020-04-01,10.0
2020-04-02,9.845000267028809
2020-04-03,9.845000267028809
2020-04-06,9.850000381469727
2020-04-07,9.850000381469727
2020-04-08,9.850000381469727
2020-04-09,9.850000381469727
2020-04-13,9.890000343322754
2020-04-14,9.84000015258789
2020-04-15,9.84000015258789
2020-04-16,9.84000015258789
2020-04-17,9.774999618530273
2020-04-20,9.774999618530273
2020-04-21,9.774999618530273
2020-04-22,9.774999618530273
2020-04-23,9.774999618530273
2020-04-24,9.800000190734863
2020-04-27,9.800000190734863
2020-04-28,9.800000190734863
2020-04-29,9.78499984741211
2020-04-30,9.720000267028809
2020-05-01,9.729999542236328
2020-05-04,9.779999732971191
2020-05-05,9.779999732971191
2020-05-06,9.779999732971191
2020-05-07,9.800000190734863
2020-05-08,9.699999809265137
2020-05-11,9.699999809265137
2020-05-12,9.699999809265137
2020-05-13,9.699999809265137
2020-05-14,9.800000190734863
2020-05-15,9.800000190734863
2020-05-18,9.800000190734863
2020-05-19,9.800000190734863
2020-05-20,9.789999961853027
2020-05-21,9.779999732971191
2020-05-22,9.800000190734863
2020-05-26,9.770000457763672
2020-05-27,9.770000457763672
2020-05-28,9.770000457763672
2020-05-29,9.75
2020-06-01,9.774999618530273
2020-06-02,9.800000190734863
2020-06-03,9.800000190734863
2020-06-04,9.770000457763672
2020-06-05,9.84000015258789
2020-06-08,9.829999923706055
2020-06-09,9.829999923706055
2020-06-10,9.829999923706055
2020-06-11,9.829999923706055
2020-06-12,9.829999923706055
2020-06-15,9.850000381469727
2020-06-16,9.859999656677246
2020-06-17,9.859999656677246
2020-06-18,9.859999656677246
2020-06-19,9.869999885559082
2020-06-22,9.880000114440918
2020-06-23,9.880000114440918
2020-06-24,9.899999618530273
2020-06-25,9.979999542236328
2020-06-26,9.899999618530273
2020-06-29,9.899999618530273
2020-06-30,9.970000267028809
2020-07-01,10.039999961853027
2020-07-02,9.960000038146973
2020-07-06,10.069999694824219
2020-07-07,10.039999961853027
2020-07-08,10.050000190734863
2020-07-09,10.050000190734863
2020-07-10,10.050000190734863
2020-07-13,10.119999885559082
2020-07-14,10.119999885559082
2020-07-15,10.119999885559082
2020-07-16,10.1899995803833
2020-07-17,10.149999618530273
2020-07-20,10.149999618530273
2020-07-21,10.25
2020-07-22,10.199999809265137
2020-07-23,10.149999618530273
2020-07-24,10.130000114440918
2020-07-27,10.345999717712402
2020-07-28,10.430000305175781
2020-07-29,10.430000305175781
2020-07-30,10.199999809265137
2020-07-31,10.100000381469727
2020-08-03,10.156999588012695
2020-08-04,10.156999588012695
2020-08-05,10.100000381469727
2020-08-06,10.100000381469727
2020-08-07,10.100000381469727
2020-08-10,10.09000015258789
2020-08-11,10.069999694824219
2020-08-12,10.100000381469727
2020-08-13,10.100000381469727
2020-08-14,10.100000381469727
2020-08-17,10.100000381469727
2020-08-18,10.079999923706055
2020-08-19,10.010000228881836
2020-08-20,10.020000457763672
2020-08-21,10.029999732971191
2020-08-24,10.029999732971191
2020-08-25,10.029999732971191
2020-08-26,10.079999923706055
2020-08-27,9.949999809265137
2020-08-28,9.989999771118164
2020-08-31,9.960000038146973
2020-09-01,10.029999732971191
2020-09-02,10.029999732971191
2020-09-03,10.0
2020-09-04,10.079999923706055
2020-09-08,10.050000190734863
2020-09-09,10.079999923706055
2020-09-10,10.079999923706055
2020-09-11,10.09000015258789
2020-09-14,10.100000381469727
2020-09-15,10.100000381469727
2020-09-16,10.100000381469727
2020-09-17,10.100000381469727
2020-09-18,10.109999656677246
2020-09-21,10.100000381469727
2020-09-22,10.100000381469727
2020-09-23,10.100000381469727
2020-09-24,10.100000381469727
2020-09-25,10.100000381469727
2020-09-28,10.100000381469727
2020-09-29,10.109999656677246
2020-09-30,10.050000190734863
2020-10-01,10.170000076293945
2020-10-02,10.0600004196167
2020-10-05,10.0600004196167
2020-10-06,10.079999923706055
2020-10-07,10.074999809265137
2020-10-08,10.010000228881836
2020-10-09,10.020000457763672
2020-10-12,10.020000457763672
2020-10-13,10.0
2020-10-14,10.010000228881836
2020-10-15,9.989999771118164
2020-10-16,9.989999771118164
2020-10-19,9.989999771118164
2020-10-20,9.989999771118164
2020-10-21,9.989999771118164
2020-10-22,9.989999771118164
2020-10-23,9.989999771118164
2020-10-26,9.979999542236328
2020-10-27,9.970000267028809
2020-10-28,9.970000267028809
2020-10-29,9.970000267028809
2020-10-30,9.899999618530273
2020-11-02,9.899999618530273
2020-11-03,9.949999809265137
2020-11-04,9.949999809265137
2020-11-05,9.949999809265137
2020-11-06,9.949999809265137
2020-11-09,9.930000305175781
2020-11-10,9.930000305175781
2020-11-11,9.920000076293945
2020-11-12,9.920000076293945
2020-11-13,9.920000076293945
2020-11-16,9.949999809265137
2020-11-17,9.9399995803833
2020-11-18,9.9399995803833
2020-11-19,9.960000038146973
2020-11-20,9.949999809265137
2020-11-23,9.949999809265137
2020-11-24,9.989999771118164
2020-11-25,10.069999694824219
2020-11-27,10.0
2020-11-30,9.970000267028809
2020-12-01,10.100000381469727
2020-12-02,10.100000381469727
2020-12-03,10.149999618530273
2020-12-04,10.079999923706055
2020-12-07,10.079999923706055
2020-12-08,10.175000190734863
2020-12-09,10.154999732971191
2020-12-10,10.239999771118164
2020-12-11,10.220000267028809
2020-12-14,10.229999542236328
2020-12-15,10.390000343322754
2020-12-16,10.350000381469727
2020-12-17,10.260000228881836
2020-12-18,10.65999984741211
2020-12-21,10.75
2020-12-22,10.800000190734863
2020-12-23,10.75
2020-12-24,10.970000267028809
2020-12-28,11.220000267028809
2020-12-29,11.300000190734863
2020-12-30,11.260000228881836
2020-12-31,11.079999923706055
2021-01-04,11.199999809265137
2021-01-05,10.989999771118164
2021-01-06,11.180000305175781
2021-01-07,11.180000305175781
2021-01-08,12.270000457763672
2021-01-11,12.850000381469727
2021-01-12,14.449999809265137
2021-01-13,14.130000114440918
2021-01-14,14.640000343322754
2021-01-15,14.130000114440918
2021-01-19,14.239999771118164
2021-01-20,14.0600004196167
2021-01-21,15.15999984741211
2021-01-22,14.880000114440918
2021-01-25,14.609999656677246
2021-01-26,14.550000190734863
2021-01-27,14.0
2021-01-28,14.859999656677246
2021-01-29,14.75
2021-02-01,15.460000038146973
2021-02-02,15.5
2021-02-03,15.1899995803833
2021-02-04,14.960000038146973
2021-02-05,15.119999885559082
2021-02-08,15.25
2021-02-09,15.9399995803833
2021-02-10,16.84000015258789
2021-02-11,17.40999984741211
2021-02-12,18.399999618530273
2021-02-16,18.600000381469727
2021-02-17,17.979999542236328
2021-02-18,17.40999984741211
2021-02-19,17.950000762939453
2021-02-22,16.899999618530273
2021-02-23,16.3700008392334
2021-02-24,16.5
2021-02-25,15.260000228881836
2021-02-26,15.270000457763672
2021-03-01,15.3100004196167
2021-03-02,14.40999984741211
2021-03-03,13.680000305175781
2021-03-04,12.90999984741211
2021-03-05,12.600000381469727
2021-03-08,11.510000228881836
2021-03-09,11.789999961853027
2021-03-10,11.350000381469727
2021-03-11,13.399999618530273
2021-03-12,12.979999542236328
2021-03-15,13.180000305175781
2021-03-16,12.350000381469727
2021-03-17,12.199999809265137
2021-03-18,11.8100004196167
2021-03-19,11.920000076293945
2021-03-22,11.8100004196167
2021-03-23,11.449999809265137
2021-03-24,10.8100004196167
2021-03-25,10.640000343322754
2021-03-26,10.739999771118164
2021-03-29,10.390000343322754
2021-03-30,10.5600004196167
2021-03-31,10.289999961853027
2021-04-01,10.529999732971191
2021-04-05,10.710000038146973
2021-04-06,10.720000267028809
2021-04-07,10.399999618530273
2021-04-08,10.4399995803833
2021-04-09,10.399999618530273
2021-04-12,10.34000015258789
2021-04-13,10.3100004196167
2021-04-14,10.520000457763672
2021-04-15,10.270000457763672
2021-04-16,9.970000267028809
2021-04-19,10.020000457763672
2021-04-20,9.989999771118164
2021-04-21,9.989999771118164
2021-04-22,10.0
2021-04-23,10.0600004196167
2021-04-26,10.050000190734863
2021-04-27,10.039999961853027
2021-04-28,10.039999961853027
2021-04-29,10.050000190734863
2021-04-30,9.949999809265137
2021-05-03,9.989999771118164
2021-05-04,10.0
2021-05-05,9.720000267028809
2021-05-06,9.010000228881836
2021-05-07,8.699999809265137
2021-05-10,7.71999979019165
2021-05-11,7.789999961853027
2021-05-12,7.320000171661377
2021-05-13,6.940000057220459
2021-05-14,7.070000171661377
