,AIRG
2020-05-18,8.300000190734863
2020-05-19,8.029999732971191
2020-05-20,7.78000020980835
2020-05-21,8.140000343322754
2020-05-22,8.109999656677246
2020-05-26,8.5600004196167
2020-05-27,9.390000343322754
2020-05-28,8.880000114440918
2020-05-29,9.029999732971191
2020-06-01,9.149999618530273
2020-06-02,9.300000190734863
2020-06-03,9.319999694824219
2020-06-04,9.34000015258789
2020-06-05,9.300000190734863
2020-06-08,9.649999618530273
2020-06-09,11.3100004196167
2020-06-10,10.600000381469727
2020-06-11,10.359999656677246
2020-06-12,10.3100004196167
2020-06-15,9.859999656677246
2020-06-16,10.229999542236328
2020-06-17,9.930000305175781
2020-06-18,10.010000228881836
2020-06-19,9.989999771118164
2020-06-22,9.960000038146973
2020-06-23,10.3100004196167
2020-06-24,9.850000381469727
2020-06-25,9.960000038146973
2020-06-26,10.930000305175781
2020-06-29,10.649999618530273
2020-06-30,10.739999771118164
2020-07-01,10.75
2020-07-02,11.109999656677246
2020-07-06,10.770000457763672
2020-07-07,10.470000267028809
2020-07-08,10.350000381469727
2020-07-09,10.829999923706055
2020-07-10,10.34000015258789
2020-07-13,10.335000038146973
2020-07-14,10.40999984741211
2020-07-15,10.3100004196167
2020-07-16,10.479999542236328
2020-07-17,11.010000228881836
2020-07-20,12.140000343322754
2020-07-21,11.970000267028809
2020-07-22,12.279999732971191
2020-07-23,13.15999984741211
2020-07-24,13.149999618530273
2020-07-27,13.239999771118164
2020-07-28,12.760000228881836
2020-07-29,12.960000038146973
2020-07-30,12.9399995803833
2020-07-31,12.800000190734863
2020-08-03,13.989999771118164
2020-08-04,14.069999694824219
2020-08-05,13.789999961853027
2020-08-06,13.729999542236328
2020-08-07,13.350000381469727
2020-08-10,13.65999984741211
2020-08-11,13.40999984741211
2020-08-12,13.579999923706055
2020-08-13,13.949999809265137
2020-08-14,13.6899995803833
2020-08-17,13.760000228881836
2020-08-18,13.75
2020-08-19,13.699999809265137
2020-08-20,13.550000190734863
2020-08-21,13.229999542236328
2020-08-24,13.520000457763672
2020-08-25,13.619999885559082
2020-08-26,13.699999809265137
2020-08-27,13.75
2020-08-28,13.770000457763672
2020-08-31,13.300000190734863
2020-09-01,13.710000038146973
2020-09-02,13.680000305175781
2020-09-03,13.319999694824219
2020-09-04,13.520000457763672
2020-09-08,12.829999923706055
2020-09-09,13.199999809265137
2020-09-10,13.180000305175781
2020-09-11,13.380000114440918
2020-09-14,13.34000015258789
2020-09-15,13.34000015258789
2020-09-16,13.289999961853027
2020-09-17,13.289999961853027
2020-09-18,13.180000305175781
2020-09-21,13.199999809265137
2020-09-22,13.039999961853027
2020-09-23,13.210000038146973
2020-09-24,13.180000305175781
2020-09-25,13.079999923706055
2020-09-28,13.619999885559082
2020-09-29,13.489999771118164
2020-09-30,13.34000015258789
2020-10-01,13.529999732971191
2020-10-02,13.380000114440918
2020-10-05,13.630000114440918
2020-10-06,13.539999961853027
2020-10-07,13.859999656677246
2020-10-08,13.9399995803833
2020-10-09,14.1899995803833
2020-10-12,13.710000038146973
2020-10-13,13.859999656677246
2020-10-14,14.119999885559082
2020-10-15,14.100000381469727
2020-10-16,13.630000114440918
2020-10-19,13.630000114440918
2020-10-20,13.369999885559082
2020-10-21,13.350000381469727
2020-10-22,13.199999809265137
2020-10-23,13.260000228881836
2020-10-26,13.460000038146973
2020-10-27,13.350000381469727
2020-10-28,13.460000038146973
2020-10-29,13.25
2020-10-30,13.819999694824219
2020-11-02,13.220000267028809
2020-11-03,13.289999961853027
2020-11-04,13.210000038146973
2020-11-05,13.720000267028809
2020-11-06,12.800000190734863
2020-11-09,12.819999694824219
2020-11-10,12.800000190734863
2020-11-11,13.25
2020-11-12,12.960000038146973
2020-11-13,13.079999923706055
2020-11-16,13.140000343322754
2020-11-17,13.029999732971191
2020-11-18,12.930000305175781
2020-11-19,13.180000305175781
2020-11-20,13.289999961853027
2020-11-23,13.470000267028809
2020-11-24,13.449999809265137
2020-11-25,13.359999656677246
2020-11-27,13.470000267028809
2020-11-30,13.279999732971191
2020-12-01,13.329999923706055
2020-12-02,13.449999809265137
2020-12-03,13.5
2020-12-04,13.619999885559082
2020-12-07,13.920000076293945
2020-12-08,13.829999923706055
2020-12-09,13.829999923706055
2020-12-10,14.095000267028809
2020-12-11,13.864999771118164
2020-12-14,14.029999732971191
2020-12-15,13.970000267028809
2020-12-16,14.90999984741211
2020-12-17,14.550000190734863
2020-12-18,14.350000381469727
2020-12-21,14.930000305175781
2020-12-22,15.279999732971191
2020-12-23,15.40999984741211
2020-12-24,15.170000076293945
2020-12-28,17.81999969482422
2020-12-29,17.68000030517578
2020-12-30,17.940000534057617
2020-12-31,17.780000686645508
2021-01-04,17.09000015258789
2021-01-05,17.329999923706055
2021-01-06,17.270000457763672
2021-01-07,17.190000534057617
2021-01-08,17.84000015258789
2021-01-11,18.299999237060547
2021-01-12,18.75
2021-01-13,20.110000610351562
2021-01-14,20.829999923706055
2021-01-15,19.34000015258789
2021-01-19,25.809999465942383
2021-01-20,23.40999984741211
2021-01-21,23.770000457763672
2021-01-22,22.729999542236328
2021-01-25,23.5
2021-01-26,23.260000228881836
2021-01-27,21.399999618530273
2021-01-28,24.18000030517578
2021-01-29,22.81999969482422
2021-02-01,23.90999984741211
2021-02-02,23.489999771118164
2021-02-03,24.489999771118164
2021-02-04,24.65999984741211
2021-02-05,24.219999313354492
2021-02-08,25.0
2021-02-09,26.989999771118164
2021-02-10,25.75
2021-02-11,26.6200008392334
2021-02-12,26.530000686645508
2021-02-16,28.0
2021-02-17,26.3799991607666
2021-02-18,25.809999465942383
2021-02-19,26.90999984741211
2021-02-22,26.100000381469727
2021-02-23,23.489999771118164
2021-02-24,24.3700008392334
2021-02-25,22.690000534057617
2021-02-26,23.420000076293945
2021-03-01,24.190000534057617
2021-03-02,23.8799991607666
2021-03-03,23.8700008392334
2021-03-04,21.0
2021-03-05,20.350000381469727
2021-03-08,19.829999923706055
2021-03-09,20.790000915527344
2021-03-10,21.09000015258789
2021-03-11,22.6200008392334
2021-03-12,23.139999389648438
2021-03-15,23.719999313354492
2021-03-16,23.139999389648438
2021-03-17,22.989999771118164
2021-03-18,21.889999389648438
2021-03-19,22.809999465942383
2021-03-22,22.690000534057617
2021-03-23,21.34000015258789
2021-03-24,20.59000015258789
2021-03-25,20.43000030517578
2021-03-26,21.6299991607666
2021-03-29,20.309999465942383
2021-03-30,20.190000534057617
2021-03-31,21.190000534057617
2021-04-01,21.989999771118164
2021-04-05,22.219999313354492
2021-04-06,21.940000534057617
2021-04-07,21.920000076293945
2021-04-08,22.229999542236328
2021-04-09,21.579999923706055
2021-04-12,20.979999542236328
2021-04-13,20.81999969482422
2021-04-14,20.5
2021-04-15,20.719999313354492
2021-04-16,20.940000534057617
2021-04-19,20.809999465942383
2021-04-20,20.3799991607666
2021-04-21,20.350000381469727
2021-04-22,20.43000030517578
2021-04-23,20.420000076293945
2021-04-26,21.239999771118164
2021-04-27,21.299999237060547
2021-04-28,21.290000915527344
2021-04-29,21.479999542236328
2021-04-30,23.6299991607666
2021-05-03,23.489999771118164
2021-05-04,22.979999542236328
2021-05-05,22.719999313354492
2021-05-06,22.459999084472656
2021-05-07,21.510000228881836
2021-05-10,18.579999923706055
2021-05-11,18.31999969482422
2021-05-12,18.040000915527344
2021-05-13,18.149999618530273
2021-05-14,18.639999389648438
