,AKTX
2015-04-02,7.400000095367432
2015-04-06,7.25
2015-04-07,7.400000095367432
2015-04-08,7.300000190734863
2015-04-09,7.239999771118164
2015-04-10,6.849999904632568
2015-04-13,7.0
2015-04-14,6.949999809265137
2015-04-15,7.900000095367432
2015-04-16,7.769999980926514
2015-04-17,7.400000095367432
2015-04-20,7.800000190734863
2015-04-21,7.5
2015-04-22,7.400000095367432
2015-04-23,7.5
2015-04-24,7.599999904632568
2015-04-27,7.800000190734863
2015-04-28,7.619999885559082
2015-04-29,7.800000190734863
2015-04-30,7.5
2015-05-01,7.5
2015-05-04,7.0
2015-05-05,6.900000095367432
2015-05-06,7.099999904632568
2015-05-07,6.699999809265137
2015-05-08,6.239999771118164
2015-05-11,5.800000190734863
2015-05-12,5.869999885559082
2015-05-13,5.510000228881836
2015-05-14,5.400000095367432
2015-05-15,5.46999979019165
2015-05-18,5.400000095367432
2015-05-19,5.380000114440918
2015-05-20,4.800000190734863
2015-05-21,4.5
2015-05-22,4.400000095367432
2015-05-26,4.099999904632568
2015-05-27,4.579999923706055
2015-05-28,4.400000095367432
2015-05-29,4.380000114440918
2015-06-01,4.300000190734863
2015-06-02,4.900000095367432
2015-06-03,6.800000190734863
2015-06-04,6.5
2015-06-05,6.5
2015-06-08,6.489999771118164
2015-06-09,6.400000095367432
2015-06-10,5.800000190734863
2015-06-11,6.199999809265137
2015-06-12,6.179999828338623
2015-06-15,5.900000095367432
2015-06-16,6.369999885559082
2015-06-17,6.0
2015-06-18,6.099999904632568
2015-06-19,6.099999904632568
2015-06-22,6.099999904632568
2015-06-23,6.349999904632568
2015-06-24,6.199999809265137
2015-06-25,6.400000095367432
2015-06-26,6.5
2015-06-29,5.900000095367432
2015-06-30,5.800000190734863
2015-07-01,5.800000190734863
2015-07-02,6.199999809265137
2015-07-06,5.96999979019165
2015-07-07,5.900000095367432
2015-07-08,5.599999904632568
2015-07-09,5.099999904632568
2015-07-10,4.900000095367432
2015-07-13,6.5
2015-07-14,6.900000095367432
2015-07-15,6.320000171661377
2015-07-16,6.0
2015-07-17,6.400000095367432
2015-07-20,6.099999904632568
2015-07-21,5.650000095367432
2015-07-22,6.0
2015-07-23,6.099999904632568
2015-07-24,5.639999866485596
2015-07-27,5.25
2015-07-28,5.699999809265137
2015-07-29,5.900000095367432
2015-07-30,5.800000190734863
2015-07-31,5.699999809265137
2015-08-03,5.400000095367432
2015-08-04,5.539999961853027
2015-08-05,5.400000095367432
2015-08-06,5.5
2015-08-07,6.400000095367432
2015-08-10,6.769999980926514
2015-08-11,6.5
2015-08-12,6.489999771118164
2015-08-13,6.400000095367432
2015-08-14,5.829999923706055
2015-08-17,6.099999904632568
2015-08-18,10.199999809265137
2015-08-19,39.54999923706055
2015-08-20,31.100000381469727
2015-08-21,29.0
2015-08-24,27.799999237060547
2015-08-25,26.0
2015-08-26,22.600000381469727
2015-08-27,22.299999237060547
2015-08-28,24.200000762939453
2015-08-31,25.5
2015-09-01,25.0
2015-09-02,21.399999618530273
2015-09-03,19.100000381469727
2015-09-04,19.799999237060547
2015-09-08,19.600000381469727
2015-09-09,19.899999618530273
2015-09-10,21.200000762939453
2015-09-11,21.799999237060547
2015-09-14,21.0
2015-09-15,20.200000762939453
2015-09-16,20.799999237060547
2015-09-17,19.674999237060547
2015-09-18,36.0099983215332
2015-09-21,31.5
2015-09-22,24.25
2015-09-23,28.6299991607666
2015-09-24,26.200000762939453
2015-09-25,24.510000228881836
2015-09-28,24.75
2015-09-29,23.09000015258789
2015-09-30,23.9950008392334
2015-10-01,22.239999771118164
2015-10-02,19.25
2015-10-05,19.420000076293945
2015-10-06,19.389999389648438
2015-10-07,20.09000015258789
2015-10-08,19.634000778198242
2015-10-09,20.30299949645996
2015-10-12,21.25
2015-10-13,18.299999237060547
2015-10-14,18.989999771118164
2015-10-15,18.600000381469727
2015-10-16,18.549999237060547
2015-10-19,18.549999237060547
2015-10-20,18.530000686645508
2015-10-21,19.100000381469727
2015-10-22,18.989999771118164
2015-10-23,19.200000762939453
2015-10-26,19.940000534057617
2015-10-27,18.100000381469727
2015-10-28,18.790000915527344
2015-10-29,18.472999572753906
2015-10-30,19.100000381469727
2015-11-02,19.290000915527344
2015-11-03,19.110000610351562
2015-11-04,19.100000381469727
2015-11-05,19.200000762939453
2015-11-06,19.591999053955078
2015-11-09,19.299999237060547
2015-11-10,19.125
2015-11-11,19.030000686645508
2015-11-12,19.030000686645508
2015-11-13,19.15999984741211
2015-11-16,19.0
2015-11-17,19.09000015258789
2015-11-18,19.209999084472656
2015-11-19,19.399999618530273
2015-11-20,19.200000762939453
2015-11-23,19.25
2015-11-24,19.260000228881836
2015-11-25,19.165000915527344
2015-11-27,19.34000015258789
2015-11-30,19.39900016784668
2015-12-01,19.190000534057617
2015-12-02,19.131000518798828
2015-12-03,19.19499969482422
2015-12-04,18.940000534057617
2015-12-07,19.114999771118164
2015-12-08,19.100000381469727
2015-12-09,19.0
2015-12-10,18.520000457763672
2015-12-11,17.959999084472656
2015-12-14,16.799999237060547
2015-12-15,15.75
2015-12-16,16.260000228881836
2015-12-17,16.260000228881836
2015-12-18,16.719999313354492
2015-12-21,16.989999771118164
2015-12-22,16.90999984741211
2015-12-23,16.0
2015-12-24,16.209999084472656
2015-12-28,15.550000190734863
2015-12-29,14.0600004196167
2015-12-30,14.5
2015-12-31,14.5
2016-01-04,13.649999618530273
2016-01-05,15.899999618530273
2016-01-06,17.56999969482422
2016-01-07,16.989999771118164
2016-01-08,17.09000015258789
2016-01-11,16.899999618530273
2016-01-12,17.06999969482422
2016-01-13,17.030000686645508
2016-01-14,16.889999389648438
2016-01-15,15.899999618530273
2016-01-19,16.75
2016-01-20,16.099000930786133
2016-01-21,15.649999618530273
2016-01-22,16.0
2016-01-25,15.899999618530273
2016-01-26,15.5
2016-01-27,15.59000015258789
2016-01-28,14.600000381469727
2016-01-29,13.838000297546387
2016-02-01,13.670000076293945
2016-02-02,13.329999923706055
2016-02-03,12.710000038146973
2016-02-04,12.444999694824219
2016-02-05,12.444999694824219
2016-02-08,12.444999694824219
2016-02-09,12.444999694824219
2016-02-10,12.279999732971191
2016-02-11,12.0
2016-02-12,10.859999656677246
2016-02-16,11.489999771118164
2016-02-17,11.489999771118164
2016-02-18,10.449999809265137
2016-02-19,10.34000015258789
2016-02-22,10.300999641418457
2016-02-23,10.300999641418457
2016-02-24,10.041999816894531
2016-02-25,9.680000305175781
2016-02-26,9.720000267028809
2016-02-29,9.65999984741211
2016-03-01,9.65999984741211
2016-03-02,9.5
2016-03-03,9.489999771118164
2016-03-04,8.539999961853027
2016-03-07,8.029999732971191
2016-03-08,8.25
2016-03-09,8.25
2016-03-10,8.550000190734863
2016-03-11,10.0
2016-03-14,10.5
2016-03-15,10.760000228881836
2016-03-16,11.550000190734863
2016-03-17,11.779999732971191
2016-03-18,12.25
2016-03-21,14.180000305175781
2016-03-22,13.970000267028809
2016-03-23,14.100000381469727
2016-03-24,14.0
2016-03-28,14.0
2016-03-29,13.949999809265137
2016-03-30,14.0
2016-03-31,14.0
2016-04-01,17.246000289916992
2016-04-04,18.625
2016-04-05,17.3700008392334
2016-04-06,18.25
2016-04-07,18.899999618530273
2016-04-08,18.899999618530273
2016-04-11,18.0
2016-04-12,18.350000381469727
2016-04-13,18.010000228881836
2016-04-14,17.540000915527344
2016-04-15,17.940000534057617
2016-04-18,17.440000534057617
2016-04-19,17.809999465942383
2016-04-20,18.0
2016-04-21,17.700000762939453
2016-04-22,17.959999084472656
2016-04-25,17.149999618530273
2016-04-26,17.0
2016-04-27,17.0
2016-04-28,17.0
2016-04-29,17.200000762939453
2016-05-02,17.100000381469727
2016-05-03,16.003000259399414
2016-05-04,17.059999465942383
2016-05-05,16.200000762939453
2016-05-06,15.970000267028809
2016-05-09,15.5
2016-05-10,15.729999542236328
2016-05-11,16.579999923706055
2016-05-12,16.0
2016-05-13,15.800000190734863
2016-05-16,16.5
2016-05-17,16.139999389648438
2016-05-18,16.139999389648438
2016-05-19,16.360000610351562
2016-05-20,14.713000297546387
2016-05-23,14.010000228881836
2016-05-24,14.260000228881836
2016-05-25,15.656999588012695
2016-05-26,14.300000190734863
2016-05-27,14.539999961853027
2016-05-31,15.100000381469727
2016-06-01,15.100000381469727
2016-06-02,14.1850004196167
2016-06-03,14.0
2016-06-06,14.609999656677246
2016-06-07,14.609999656677246
2016-06-08,15.40999984741211
2016-06-09,15.0
2016-06-10,15.0
2016-06-13,14.800000190734863
2016-06-14,14.609999656677246
2016-06-15,14.609999656677246
2016-06-16,14.609999656677246
2016-06-17,14.609999656677246
2016-06-20,14.609999656677246
2016-06-21,14.0
2016-06-22,15.0
2016-06-23,14.050000190734863
2016-06-24,13.4399995803833
2016-06-27,14.550000190734863
2016-06-28,14.538999557495117
2016-06-29,14.538999557495117
2016-06-30,13.489999771118164
2016-07-01,13.489999771118164
2016-07-05,12.0
2016-07-06,12.170999526977539
2016-07-07,10.75
2016-07-08,12.029000282287598
2016-07-11,11.050000190734863
2016-07-12,11.199999809265137
2016-07-13,11.600000381469727
2016-07-14,11.229999542236328
2016-07-15,9.807000160217285
2016-07-18,10.399999618530273
2016-07-19,9.199999809265137
2016-07-20,9.079999923706055
2016-07-21,8.84000015258789
2016-07-22,8.789999961853027
2016-07-25,9.479999542236328
2016-07-26,8.800000190734863
2016-07-27,8.899999618530273
2016-07-28,8.850000381469727
2016-07-29,9.300000190734863
2016-08-01,11.5
2016-08-02,12.050000190734863
2016-08-03,11.5
2016-08-04,10.626999855041504
2016-08-05,10.5
2016-08-08,9.569999694824219
2016-08-09,10.180000305175781
2016-08-10,10.010000228881836
2016-08-11,9.75
2016-08-12,9.199999809265137
2016-08-15,9.350000381469727
2016-08-16,9.815999984741211
2016-08-17,9.815999984741211
2016-08-18,11.0
2016-08-19,10.571999549865723
2016-08-22,10.571999549865723
2016-08-23,10.571999549865723
2016-08-24,10.210000038146973
2016-08-25,10.09000015258789
2016-08-26,9.600000381469727
2016-08-29,9.600000381469727
2016-08-30,9.510000228881836
2016-08-31,9.460000038146973
2016-09-01,9.300000190734863
2016-09-02,9.100000381469727
2016-09-06,8.847999572753906
2016-09-07,9.204999923706055
2016-09-08,8.59000015258789
2016-09-09,8.510000228881836
2016-09-12,8.930000305175781
2016-09-13,9.050000190734863
2016-09-14,8.989999771118164
2016-09-15,8.949999809265137
2016-09-16,8.800000190734863
2016-09-19,9.819999694824219
2016-09-20,9.0
2016-09-21,8.949999809265137
2016-09-22,8.84000015258789
2016-09-23,8.970000267028809
2016-09-26,9.0
2016-09-27,8.979999542236328
2016-09-28,8.899999618530273
2016-09-29,8.279999732971191
2016-09-30,8.510000228881836
2016-10-03,8.470000267028809
2016-10-04,8.470000267028809
2016-10-05,8.569999694824219
2016-10-06,8.5
2016-10-07,8.5
2016-10-10,8.454999923706055
2016-10-11,8.446000099182129
2016-10-12,8.430000305175781
2016-10-13,8.062000274658203
2016-10-14,8.539999961853027
2016-10-17,8.5600004196167
2016-10-18,9.199999809265137
2016-10-19,9.09000015258789
2016-10-20,8.100000381469727
2016-10-21,8.100000381469727
2016-10-24,8.199999809265137
2016-10-25,9.050000190734863
2016-10-26,9.0600004196167
2016-10-27,9.180000305175781
2016-10-28,8.630000114440918
2016-10-31,9.449999809265137
2016-11-01,9.0
2016-11-02,9.0
2016-11-03,9.380000114440918
2016-11-04,8.746000289916992
2016-11-07,8.529999732971191
2016-11-08,8.819999694824219
2016-11-09,8.5
2016-11-10,8.510000228881836
2016-11-11,8.510000228881836
2016-11-14,8.510000228881836
2016-11-15,8.59000015258789
2016-11-16,8.289999961853027
2016-11-17,7.699999809265137
2016-11-18,7.409999847412109
2016-11-21,7.78000020980835
2016-11-22,8.380000114440918
2016-11-23,7.989999771118164
2016-11-25,8.5
2016-11-28,8.5
2016-11-29,7.409999847412109
2016-11-30,7.150000095367432
2016-12-01,6.920000076293945
2016-12-02,7.300000190734863
2016-12-05,7.300000190734863
2016-12-06,7.511000156402588
2016-12-07,7.980000019073486
2016-12-08,7.889999866485596
2016-12-09,7.010000228881836
2016-12-12,7.420000076293945
2016-12-13,7.420000076293945
2016-12-14,7.420000076293945
2016-12-15,7.329999923706055
2016-12-16,7.28000020980835
2016-12-19,7.329999923706055
2016-12-20,7.261000156402588
2016-12-21,7.269999980926514
2016-12-22,7.199999809265137
2016-12-23,7.349999904632568
2016-12-27,7.139999866485596
2016-12-28,7.139999866485596
2016-12-29,6.730000019073486
2016-12-30,7.039999961853027
2017-01-03,7.5
2017-01-04,7.550000190734863
2017-01-05,7.199999809265137
2017-01-06,7.900000095367432
2017-01-09,7.820000171661377
2017-01-10,7.820000171661377
2017-01-11,7.400000095367432
2017-01-12,7.800000190734863
2017-01-13,7.800000190734863
2017-01-17,8.342000007629395
2017-01-18,8.0
2017-01-19,8.0
2017-01-20,7.46999979019165
2017-01-23,7.46999979019165
2017-01-24,6.800000190734863
2017-01-25,6.800000190734863
2017-01-26,6.800000190734863
2017-01-27,6.800000190734863
2017-01-30,6.800000190734863
2017-01-31,8.0
2017-02-01,7.0
2017-02-02,7.0
2017-02-03,7.0
2017-02-06,7.0
2017-02-07,7.0
2017-02-08,7.039999961853027
2017-02-09,7.0
2017-02-10,7.0
2017-02-13,7.0
2017-02-14,7.010000228881836
2017-02-15,6.900000095367432
2017-02-16,7.0
2017-02-17,7.0
2017-02-21,6.800000190734863
2017-02-22,6.619999885559082
2017-02-23,6.758999824523926
2017-02-24,6.409999847412109
2017-02-27,6.400000095367432
2017-02-28,6.510000228881836
2017-03-01,6.409999847412109
2017-03-02,6.400000095367432
2017-03-03,6.699999809265137
2017-03-06,6.699999809265137
2017-03-07,6.599999904632568
2017-03-08,6.5
2017-03-09,6.5
2017-03-10,6.5
2017-03-13,6.5
2017-03-14,6.519999980926514
2017-03-15,6.550000190734863
2017-03-16,6.489999771118164
2017-03-17,7.0
2017-03-20,6.864999771118164
2017-03-21,6.5
2017-03-22,6.519999980926514
2017-03-23,6.445000171661377
2017-03-24,6.5
2017-03-27,6.5
2017-03-28,6.519999980926514
2017-03-29,6.650000095367432
2017-03-30,6.984000205993652
2017-03-31,11.069999694824219
2017-04-03,11.710000038146973
2017-04-04,11.619999885559082
2017-04-05,11.699999809265137
2017-04-06,14.600000381469727
2017-04-07,18.5
2017-04-10,19.700000762939453
2017-04-11,17.15999984741211
2017-04-12,16.420000076293945
2017-04-13,16.020000457763672
2017-04-17,13.3100004196167
2017-04-18,14.970000267028809
2017-04-19,13.789999961853027
2017-04-20,16.3700008392334
2017-04-21,20.5
2017-04-24,17.489999771118164
2017-04-25,15.25
2017-04-26,16.459999084472656
2017-04-27,15.0
2017-04-28,14.989999771118164
2017-05-01,15.09000015258789
2017-05-02,15.0600004196167
2017-05-03,14.9399995803833
2017-05-04,14.430000305175781
2017-05-05,13.180000305175781
2017-05-08,11.630000114440918
2017-05-09,11.180000305175781
2017-05-10,11.0
2017-05-11,11.489999771118164
2017-05-12,9.029999732971191
2017-05-15,9.109999656677246
2017-05-16,8.069999694824219
2017-05-17,7.679999828338623
2017-05-18,7.420000076293945
2017-05-19,7.269999980926514
2017-05-22,7.639999866485596
2017-05-23,7.170000076293945
2017-05-24,6.510000228881836
2017-05-25,6.690000057220459
2017-05-26,6.610000133514404
2017-05-30,5.889999866485596
2017-05-31,6.130000114440918
2017-06-01,6.230000019073486
2017-06-02,6.71999979019165
2017-06-05,6.079999923706055
2017-06-06,5.989999771118164
2017-06-07,5.679999828338623
2017-06-08,5.590000152587891
2017-06-09,5.289999961853027
2017-06-12,4.949999809265137
2017-06-13,4.889999866485596
2017-06-14,4.670000076293945
2017-06-15,4.159999847412109
2017-06-16,4.78000020980835
2017-06-19,4.5
2017-06-20,4.75
2017-06-21,5.03000020980835
2017-06-22,4.769999980926514
2017-06-23,5.159999847412109
2017-06-26,5.28000020980835
2017-06-27,5.010000228881836
2017-06-28,5.039999961853027
2017-06-29,4.789999961853027
2017-06-30,4.610000133514404
2017-07-03,4.769999980926514
2017-07-05,4.769999980926514
2017-07-06,4.659999847412109
2017-07-07,4.21999979019165
2017-07-10,4.570000171661377
2017-07-11,4.550000190734863
2017-07-12,4.789999961853027
2017-07-13,4.599999904632568
2017-07-14,4.550000190734863
2017-07-17,4.699999809265137
2017-07-18,5.119999885559082
2017-07-19,4.920000076293945
2017-07-20,4.690000057220459
2017-07-21,4.630000114440918
2017-07-24,4.579999923706055
2017-07-25,4.610000133514404
2017-07-26,4.570000171661377
2017-07-27,4.5
2017-07-28,4.630000114440918
2017-07-31,4.650000095367432
2017-08-01,4.25
2017-08-02,4.090000152587891
2017-08-03,4.039999961853027
2017-08-04,3.75
2017-08-07,3.7799999713897705
2017-08-08,3.869999885559082
2017-08-09,3.880000114440918
2017-08-10,3.619999885559082
2017-08-11,3.447999954223633
2017-08-14,3.9000000953674316
2017-08-15,4.079999923706055
2017-08-16,4.090000152587891
2017-08-17,4.050000190734863
2017-08-18,4.050000190734863
2017-08-21,4.0
2017-08-22,3.8399999141693115
2017-08-23,3.5399999618530273
2017-08-24,3.6600000858306885
2017-08-25,3.5299999713897705
2017-08-28,3.4200000762939453
2017-08-29,3.7300000190734863
2017-08-30,3.6500000953674316
2017-08-31,3.549999952316284
2017-09-01,3.5989999771118164
2017-09-05,3.559999942779541
2017-09-06,3.609999895095825
2017-09-07,3.5899999141693115
2017-09-08,4.0
2017-09-11,4.809999942779541
2017-09-12,5.849999904632568
2017-09-13,6.489999771118164
2017-09-14,5.849999904632568
2017-09-15,5.409999847412109
2017-09-18,5.650000095367432
2017-09-19,5.730000019073486
2017-09-20,5.590000152587891
2017-09-21,8.739999771118164
2017-09-22,8.180000305175781
2017-09-25,7.28000020980835
2017-09-26,7.110000133514404
2017-09-27,6.869999885559082
2017-09-28,6.309999942779541
2017-09-29,6.139999866485596
2017-10-02,6.429999828338623
2017-10-03,5.880000114440918
2017-10-04,5.989999771118164
2017-10-05,5.889999866485596
2017-10-06,6.039999961853027
2017-10-09,5.730000019073486
2017-10-10,6.03000020980835
2017-10-11,7.400000095367432
2017-10-12,6.960000038146973
2017-10-13,6.340000152587891
2017-10-16,6.480000019073486
2017-10-17,6.400000095367432
2017-10-18,4.5
2017-10-19,4.320000171661377
2017-10-20,4.539999961853027
2017-10-23,4.300000190734863
2017-10-24,4.110000133514404
2017-10-25,4.25
2017-10-26,4.099999904632568
2017-10-27,4.309999942779541
2017-10-30,4.639999866485596
2017-10-31,4.289999961853027
2017-11-01,4.289999961853027
2017-11-02,4.139999866485596
2017-11-03,4.25
2017-11-06,4.150000095367432
2017-11-07,4.079999923706055
2017-11-08,4.130000114440918
2017-11-09,4.25
2017-11-10,4.480000019073486
2017-11-13,4.460000038146973
2017-11-14,4.28000020980835
2017-11-15,4.400000095367432
2017-11-16,4.380000114440918
2017-11-17,4.650000095367432
2017-11-20,4.380000114440918
2017-11-21,4.510000228881836
2017-11-22,4.949999809265137
2017-11-24,4.829999923706055
2017-11-27,4.699999809265137
2017-11-28,4.860000133514404
2017-11-29,4.980000019073486
2017-11-30,4.860000133514404
2017-12-01,4.840000152587891
2017-12-04,4.800000190734863
2017-12-05,5.050000190734863
2017-12-06,4.909999847412109
2017-12-07,5.039999961853027
2017-12-08,4.900000095367432
2017-12-11,4.659999847412109
2017-12-12,4.239999771118164
2017-12-13,4.260000228881836
2017-12-14,4.130000114440918
2017-12-15,4.170000076293945
2017-12-18,4.300000190734863
2017-12-19,4.300000190734863
2017-12-20,4.360000133514404
2017-12-21,4.429999828338623
2017-12-22,4.420000076293945
2017-12-26,4.429999828338623
2017-12-27,4.639999866485596
2017-12-28,4.53000020980835
2017-12-29,4.329999923706055
2018-01-02,4.389999866485596
2018-01-03,4.230000019073486
