,FOXA
2020-07-07,25.690000534057617
2020-07-08,25.299999237060547
2020-07-09,24.3700008392334
2020-07-10,25.31999969482422
2020-07-13,24.959999084472656
2020-07-14,25.030000686645508
2020-07-15,26.059999465942383
2020-07-16,26.170000076293945
2020-07-17,25.280000686645508
2020-07-20,24.760000228881836
2020-07-21,25.399999618530273
2020-07-22,25.90999984741211
2020-07-23,26.239999771118164
2020-07-24,26.65999984741211
2020-07-27,25.719999313354492
2020-07-28,25.739999771118164
2020-07-29,25.860000610351562
2020-07-30,25.81999969482422
2020-07-31,25.770000457763672
2020-08-03,26.360000610351562
2020-08-04,26.670000076293945
2020-08-05,24.725000381469727
2020-08-06,24.989999771118164
2020-08-07,24.670000076293945
2020-08-10,24.399999618530273
2020-08-11,24.65999984741211
2020-08-12,24.920000076293945
2020-08-13,25.56999969482422
2020-08-14,25.739999771118164
2020-08-17,25.559999465942383
2020-08-18,25.635000228881836
2020-08-19,25.850000381469727
2020-08-20,25.889999389648438
2020-08-21,26.0
2020-08-24,26.979999542236328
2020-08-25,26.899999618530273
2020-08-26,27.149999618530273
2020-08-27,27.56999969482422
2020-08-28,27.815000534057617
2020-08-31,27.860000610351562
2020-09-01,27.440000534057617
2020-09-02,27.8799991607666
2020-09-03,27.350000381469727
2020-09-04,27.65999984741211
2020-09-08,27.690000534057617
2020-09-09,28.200000762939453
2020-09-10,28.190000534057617
2020-09-11,28.139999389648438
2020-09-14,28.65999984741211
2020-09-15,28.610000610351562
2020-09-16,29.34000015258789
2020-09-17,28.6299991607666
2020-09-18,27.959999084472656
2020-09-21,26.780000686645508
2020-09-22,26.770000457763672
2020-09-23,25.90999984741211
2020-09-24,26.200000762939453
2020-09-25,26.700000762939453
2020-09-28,27.84000015258789
2020-09-29,27.770000457763672
2020-09-30,27.829999923706055
2020-10-01,28.020000457763672
2020-10-02,28.079999923706055
2020-10-05,28.709999084472656
2020-10-06,27.920000076293945
2020-10-07,28.969999313354492
2020-10-08,29.559999465942383
2020-10-09,29.190000534057617
2020-10-12,28.940000534057617
2020-10-13,27.229999542236328
2020-10-14,26.93000030517578
2020-10-15,26.93000030517578
2020-10-16,26.860000610351562
2020-10-19,26.020000457763672
2020-10-20,26.049999237060547
2020-10-21,26.56999969482422
2020-10-22,27.459999084472656
2020-10-23,27.079999923706055
2020-10-26,26.40999984741211
2020-10-27,26.184999465942383
2020-10-28,25.309999465942383
2020-10-29,25.56999969482422
2020-10-30,26.520000457763672
2020-11-02,27.399999618530273
2020-11-03,27.040000915527344
2020-11-04,25.6299991607666
2020-11-05,26.610000610351562
2020-11-06,25.950000762939453
2020-11-09,26.25
2020-11-10,26.850000381469727
2020-11-11,27.459999084472656
2020-11-12,25.639999389648438
2020-11-13,26.635000228881836
2020-11-16,27.18000030517578
2020-11-17,28.15999984741211
2020-11-18,27.65999984741211
2020-11-19,27.709999084472656
2020-11-20,27.829999923706055
2020-11-23,28.530000686645508
2020-11-24,29.479999542236328
2020-11-25,29.299999237060547
2020-11-27,29.15999984741211
2020-11-30,28.84000015258789
2020-12-01,30.139999389648438
2020-12-02,30.600000381469727
2020-12-03,30.31999969482422
2020-12-04,29.84000015258789
2020-12-07,29.68000030517578
2020-12-08,29.2549991607666
2020-12-09,29.239999771118164
2020-12-10,29.110000610351562
2020-12-11,29.31999969482422
2020-12-14,28.780000686645508
2020-12-15,28.579999923706055
2020-12-16,28.450000762939453
2020-12-17,28.540000915527344
2020-12-18,28.15999984741211
2020-12-21,27.719999313354492
2020-12-22,27.270000457763672
2020-12-23,28.110000610351562
2020-12-24,28.309999465942383
2020-12-28,29.139999389648438
2020-12-29,29.020000457763672
2020-12-30,29.09000015258789
2020-12-31,29.1200008392334
2021-01-04,28.809999465942383
2021-01-05,29.44499969482422
2021-01-06,32.0099983215332
2021-01-07,30.940000534057617
2021-01-08,30.09000015258789
2021-01-11,30.329999923706055
2021-01-12,29.770000457763672
2021-01-13,29.959999084472656
2021-01-14,31.270000457763672
2021-01-15,31.489999771118164
2021-01-19,30.010000228881836
2021-01-20,31.020000457763672
2021-01-21,31.040000915527344
2021-01-22,30.15999984741211
2021-01-25,32.09000015258789
2021-01-26,34.93000030517578
2021-01-27,34.380001068115234
2021-01-28,31.899999618530273
2021-01-29,31.18000030517578
2021-02-01,31.8799991607666
2021-02-02,30.510000228881836
2021-02-03,30.280000686645508
2021-02-04,30.420000076293945
2021-02-05,31.420000076293945
2021-02-08,32.689998626708984
2021-02-09,30.729999542236328
2021-02-10,31.780000686645508
2021-02-11,32.0
2021-02-12,32.59000015258789
2021-02-16,31.729999542236328
2021-02-17,31.75
2021-02-18,32.17499923706055
2021-02-19,33.779998779296875
2021-02-22,34.689998626708984
2021-02-23,34.119998931884766
2021-02-24,34.040000915527344
2021-02-25,33.040000915527344
2021-02-26,33.310001373291016
2021-03-01,34.790000915527344
2021-03-02,37.95000076293945
2021-03-03,39.33000183105469
2021-03-04,39.09000015258789
2021-03-05,41.290000915527344
2021-03-08,42.33000183105469
2021-03-09,40.31999969482422
2021-03-10,41.459999084472656
2021-03-11,41.845001220703125
2021-03-12,42.779998779296875
2021-03-15,42.70000076293945
2021-03-16,44.18000030517578
2021-03-17,42.91999816894531
2021-03-18,42.880001068115234
2021-03-19,42.92499923706055
2021-03-22,43.650001525878906
2021-03-23,41.810001373291016
2021-03-24,40.119998931884766
2021-03-25,40.29999923706055
2021-03-26,37.79999923706055
2021-03-29,37.22999954223633
2021-03-30,37.11000061035156
2021-03-31,36.11000061035156
2021-04-01,36.310001373291016
2021-04-05,36.400001525878906
2021-04-06,37.04999923706055
2021-04-07,37.310001373291016
2021-04-08,37.0
2021-04-09,37.459999084472656
2021-04-12,37.41999816894531
2021-04-13,37.470001220703125
2021-04-14,37.22999954223633
2021-04-15,37.8849983215332
2021-04-16,37.94499969482422
2021-04-19,37.68000030517578
2021-04-20,37.79999923706055
2021-04-21,38.61000061035156
2021-04-22,38.119998931884766
2021-04-23,38.40999984741211
2021-04-26,38.20000076293945
2021-04-27,38.279998779296875
2021-04-28,37.81999969482422
2021-04-29,37.77000045776367
2021-04-30,37.41999816894531
2021-05-03,36.61000061035156
2021-05-04,36.7400016784668
2021-05-05,36.34000015258789
2021-05-06,37.56999969482422
2021-05-07,38.31999969482422
2021-05-10,38.83000183105469
2021-05-11,38.505001068115234
2021-05-12,37.935001373291016
2021-05-13,38.7400016784668
2021-05-14,37.2599983215332
