,CLOU
2020-10-09,25.68000030517578
2020-10-12,25.989999771118164
2020-10-13,26.3700008392334
2020-10-14,25.989999771118164
2020-10-15,26.010000228881836
2020-10-16,26.149999618530273
2020-10-19,25.989999771118164
2020-10-20,25.610000610351562
2020-10-21,25.1299991607666
2020-10-22,25.1200008392334
2020-10-23,25.290000915527344
2020-10-26,24.920000076293945
2020-10-27,25.110000610351562
2020-10-28,24.31999969482422
2020-10-29,24.219999313354492
2020-10-30,23.450000762939453
2020-11-02,23.200000762939453
2020-11-03,23.59000015258789
2020-11-04,24.93000030517578
2020-11-05,25.59000015258789
2020-11-06,25.540000915527344
2020-11-09,24.280000686645508
2020-11-10,23.43000030517578
2020-11-11,24.229999542236328
2020-11-12,24.360000610351562
2020-11-13,24.209999084472656
2020-11-16,24.110000610351562
2020-11-17,24.399999618530273
2020-11-18,24.31999969482422
2020-11-19,24.739999771118164
2020-11-20,24.81999969482422
2020-11-23,24.829999923706055
2020-11-24,24.8700008392334
2020-11-25,25.360000610351562
2020-11-27,25.799999237060547
2020-11-30,25.8799991607666
2020-12-01,25.639999389648438
2020-12-02,25.350000381469727
2020-12-03,25.770000457763672
2020-12-04,25.920000076293945
2020-12-07,26.010000228881836
2020-12-08,26.450000762939453
2020-12-09,25.65999984741211
2020-12-10,26.170000076293945
2020-12-11,26.260000228881836
2020-12-14,26.639999389648438
2020-12-15,26.6200008392334
2020-12-16,26.959999084472656
2020-12-17,27.799999237060547
2020-12-18,28.309999465942383
2020-12-21,28.290000915527344
2020-12-22,29.209999084472656
2020-12-23,28.780000686645508
2020-12-24,28.610000610351562
2020-12-28,28.149999618530273
2020-12-29,27.90999984741211
2020-12-30,27.979999542236328
2020-12-31,27.899999618530273
2021-01-04,27.350000381469727
2021-01-05,27.489999771118164
2021-01-06,26.700000762939453
2021-01-07,27.479999542236328
2021-01-08,27.950000762939453
2021-01-11,27.6299991607666
2021-01-12,27.729999542236328
2021-01-13,27.6200008392334
2021-01-14,27.760000228881836
2021-01-15,27.530000686645508
2021-01-19,27.989999771118164
2021-01-20,28.520000457763672
2021-01-21,28.479999542236328
2021-01-22,28.600000381469727
2021-01-25,28.479999542236328
2021-01-26,28.110000610351562
2021-01-27,27.719999313354492
2021-01-28,27.889999389648438
2021-01-29,27.510000228881836
2021-02-01,28.25
2021-02-02,28.940000534057617
2021-02-03,28.799999237060547
2021-02-04,29.149999618530273
2021-02-05,29.549999237060547
2021-02-08,29.780000686645508
2021-02-09,30.15999984741211
2021-02-10,29.979999542236328
2021-02-11,29.809999465942383
2021-02-12,29.899999618530273
2021-02-16,29.549999237060547
2021-02-17,29.5
2021-02-18,29.299999237060547
2021-02-19,29.479999542236328
2021-02-22,28.489999771118164
2021-02-23,28.139999389648438
2021-02-24,28.219999313354492
2021-02-25,27.100000381469727
2021-02-26,27.040000915527344
2021-03-01,27.84000015258789
2021-03-02,27.15999984741211
2021-03-03,25.829999923706055
2021-03-04,25.219999313354492
2021-03-05,25.459999084472656
2021-03-08,24.760000228881836
2021-03-09,26.0
2021-03-10,25.780000686645508
2021-03-11,26.770000457763672
2021-03-12,26.56999969482422
2021-03-15,26.799999237060547
2021-03-16,26.68000030517578
2021-03-17,26.75
2021-03-18,25.579999923706055
2021-03-19,25.8799991607666
2021-03-22,26.360000610351562
2021-03-23,26.360000610351562
2021-03-24,25.420000076293945
2021-03-25,25.290000915527344
2021-03-26,25.6200008392334
2021-03-29,25.190000534057617
2021-03-30,25.15999984741211
2021-03-31,25.739999771118164
2021-04-01,26.459999084472656
2021-04-05,26.6200008392334
2021-04-06,26.809999465942383
2021-04-07,26.489999771118164
2021-04-08,26.860000610351562
2021-04-09,26.81999969482422
2021-04-12,26.920000076293945
2021-04-13,27.440000534057617
2021-04-14,27.100000381469727
2021-04-15,27.540000915527344
2021-04-16,27.34000015258789
2021-04-19,27.0
2021-04-20,26.579999923706055
2021-04-21,26.75
2021-04-22,26.799999237060547
2021-04-23,27.18000030517578
2021-04-26,28.110000610351562
2021-04-27,27.989999771118164
2021-04-28,28.010000228881836
2021-04-29,27.5
2021-04-30,27.219999313354492
2021-05-03,26.6200008392334
2021-05-04,25.979999542236328
2021-05-05,25.780000686645508
2021-05-06,25.260000228881836
2021-05-07,25.3700008392334
2021-05-10,25.1200008392334
2021-05-11,25.420000076293945
2021-05-12,24.829999923706055
2021-05-13,24.489999771118164
2021-05-14,25.100000381469727
