,CACG
2021-01-28,44.0890007019043
2021-01-29,43.56999969482422
2021-02-01,44.358001708984375
2021-02-02,45.03200149536133
2021-02-03,44.73099899291992
2021-02-04,45.06800079345703
2021-02-05,45.233001708984375
2021-02-08,45.604000091552734
2021-02-09,45.790000915527344
2021-02-10,45.935001373291016
2021-02-11,46.17100143432617
2021-02-12,46.49399948120117
2021-02-16,46.380001068115234
2021-02-17,46.37200164794922
2021-02-18,46.18899917602539
2021-02-19,46.084999084472656
2021-02-22,45.68299865722656
2021-02-23,45.650001525878906
2021-02-24,45.821998596191406
2021-02-25,44.58000183105469
2021-02-26,45.02000045776367
2021-03-01,45.75400161743164
2021-03-02,45.332000732421875
2021-03-03,44.60499954223633
2021-03-04,43.54999923706055
2021-03-05,44.66999816894531
2021-03-08,43.95899963378906
2021-03-09,44.82600021362305
2021-03-10,44.88100051879883
2021-03-11,45.755001068115234
2021-03-12,45.57500076293945
2021-03-15,46.07099914550781
2021-03-16,46.15999984741211
2021-03-17,46.21900177001953
2021-03-18,45.33300018310547
2021-03-19,45.62099838256836
2021-03-22,45.97999954223633
2021-03-23,45.37799835205078
2021-03-24,44.80500030517578
2021-03-25,44.790000915527344
2021-03-26,45.18000030517578
2021-03-29,45.36899948120117
2021-03-30,45.09400177001953
2021-03-31,45.667999267578125
2021-04-01,46.308998107910156
2021-04-05,46.85300064086914
2021-04-06,46.84000015258789
2021-04-07,46.86199951171875
2021-04-08,47.12099838256836
2021-04-09,47.45600128173828
2021-04-12,47.599998474121094
2021-04-13,47.816001892089844
2021-04-14,47.41999816894531
2021-04-15,48.16899871826172
2021-04-16,48.21500015258789
2021-04-19,47.643001556396484
2021-04-20,47.29800033569336
2021-04-21,47.79499816894531
2021-04-22,47.38199996948242
2021-04-23,48.09000015258789
2021-04-26,48.34700012207031
2021-04-27,48.43299865722656
2021-04-28,48.279998779296875
2021-04-29,48.435001373291016
2021-04-30,47.987998962402344
2021-05-03,47.810001373291016
2021-05-04,47.18899917602539
2021-05-05,47.0099983215332
2021-05-06,47.13999938964844
2021-05-07,47.58399963378906
2021-05-10,46.768001556396484
2021-05-11,46.65399932861328
2021-05-12,45.54399871826172
2021-05-13,45.90599822998047
2021-05-14,46.91400146484375
