,CFB
2020-05-15,8.329999923706055
2020-05-18,9.510000228881836
2020-05-19,8.354999542236328
2020-05-20,9.300000190734863
2020-05-21,9.270000457763672
2020-05-22,9.420000076293945
2020-05-26,9.845000267028809
2020-05-27,9.960000038146973
2020-05-28,9.470000267028809
2020-05-29,9.729999542236328
2020-06-01,9.350000381469727
2020-06-02,9.369999885559082
2020-06-03,9.489999771118164
2020-06-04,9.569999694824219
2020-06-05,10.25
2020-06-08,10.710000038146973
2020-06-09,10.539999961853027
2020-06-10,9.680000305175781
2020-06-11,8.729999542236328
2020-06-12,8.899999618530273
2020-06-15,9.829999923706055
2020-06-16,10.020000457763672
2020-06-17,9.319999694824219
2020-06-18,9.890000343322754
2020-06-19,10.149999618530273
2020-06-22,9.970000267028809
2020-06-23,9.850000381469727
2020-06-24,9.029999732971191
2020-06-25,9.5600004196167
2020-06-26,9.40999984741211
2020-06-29,9.819999694824219
2020-06-30,9.779999732971191
2020-07-01,9.529999732971191
2020-07-02,9.420000076293945
2020-07-06,9.5
2020-07-07,9.050000190734863
2020-07-08,9.220000267028809
2020-07-09,8.949999809265137
2020-07-10,9.350000381469727
2020-07-13,9.430000305175781
2020-07-14,9.529999732971191
2020-07-15,10.020000457763672
2020-07-16,9.829999923706055
2020-07-17,9.350000381469727
2020-07-20,9.479999542236328
2020-07-21,10.09000015258789
2020-07-22,9.550000190734863
2020-07-23,10.0
2020-07-24,9.710000038146973
2020-07-27,9.539999961853027
2020-07-28,9.640000343322754
2020-07-29,9.859999656677246
2020-07-30,9.779999732971191
2020-07-31,9.170000076293945
2020-08-03,9.25
2020-08-04,9.479999542236328
2020-08-05,9.84000015258789
2020-08-06,9.800000190734863
2020-08-07,9.899999618530273
2020-08-10,9.890000343322754
2020-08-11,9.920000076293945
2020-08-12,10.199999809265137
2020-08-13,10.109999656677246
2020-08-14,9.890000343322754
2020-08-17,10.050000190734863
2020-08-18,9.390000343322754
2020-08-19,9.550000190734863
2020-08-20,9.460000038146973
2020-08-21,9.140000343322754
2020-08-24,9.460000038146973
2020-08-25,9.539999961853027
2020-08-26,9.180000305175781
2020-08-27,9.369999885559082
2020-08-28,9.420000076293945
2020-08-31,9.229999542236328
2020-09-01,9.135000228881836
2020-09-02,9.140000343322754
2020-09-03,9.15999984741211
2020-09-04,9.329999923706055
2020-09-08,9.3100004196167
2020-09-09,9.489999771118164
2020-09-10,9.460000038146973
2020-09-11,9.359999656677246
2020-09-14,9.779999732971191
2020-09-15,9.670000076293945
2020-09-16,9.829999923706055
2020-09-17,9.960000038146973
2020-09-18,9.630000114440918
2020-09-21,8.489999771118164
2020-09-22,8.460000038146973
2020-09-23,8.0
2020-09-24,8.180000305175781
2020-09-25,8.180000305175781
2020-09-28,8.614999771118164
2020-09-29,8.539999961853027
2020-09-30,8.6899995803833
2020-10-01,8.84000015258789
2020-10-02,9.149999618530273
2020-10-05,9.430000305175781
2020-10-06,9.4399995803833
2020-10-07,9.729999542236328
2020-10-08,9.90999984741211
2020-10-09,9.779999732971191
2020-10-12,9.9399995803833
2020-10-13,9.75
2020-10-14,9.479999542236328
2020-10-15,9.399999618530273
2020-10-16,9.479999542236328
2020-10-19,9.359999656677246
2020-10-20,9.279999732971191
2020-10-21,9.1899995803833
2020-10-22,9.350000381469727
2020-10-23,9.3100004196167
2020-10-26,9.199999809265137
2020-10-27,8.930000305175781
2020-10-28,8.600000381469727
2020-10-29,8.600000381469727
2020-10-30,8.350000381469727
2020-11-02,8.6899995803833
2020-11-03,8.920000076293945
2020-11-04,8.399999618530273
2020-11-05,8.680000305175781
2020-11-06,8.25
2020-11-09,9.279999732971191
2020-11-10,9.539999961853027
2020-11-11,9.420000076293945
2020-11-12,9.239999771118164
2020-11-13,9.34000015258789
2020-11-16,9.6899995803833
2020-11-17,9.619999885559082
2020-11-18,9.579999923706055
2020-11-19,9.550000190734863
2020-11-20,9.479999542236328
2020-11-23,9.75
2020-11-24,9.989999771118164
2020-11-25,9.710000038146973
2020-11-27,9.510000228881836
2020-11-30,9.100000381469727
2020-12-01,9.329999923706055
2020-12-02,9.460000038146973
2020-12-03,9.430000305175781
2020-12-04,9.720000267028809
2020-12-07,10.010000228881836
2020-12-08,9.880000114440918
2020-12-09,9.920000076293945
2020-12-10,10.079999923706055
2020-12-11,9.960000038146973
2020-12-14,9.890000343322754
2020-12-15,10.149999618530273
2020-12-16,10.199999809265137
2020-12-17,10.489999771118164
2020-12-18,10.529999732971191
2020-12-21,10.520000457763672
2020-12-22,10.199999809265137
2020-12-23,10.869999885559082
2020-12-24,10.630000114440918
2020-12-28,10.899999618530273
2020-12-29,10.869999885559082
2020-12-30,10.829999923706055
2020-12-31,10.75
2021-01-04,10.699999809265137
2021-01-05,10.869999885559082
2021-01-06,11.430000305175781
2021-01-07,11.619999885559082
2021-01-08,11.6899995803833
2021-01-11,11.8100004196167
2021-01-12,12.109999656677246
2021-01-13,11.90999984741211
2021-01-14,12.220000267028809
2021-01-15,11.949999809265137
2021-01-19,11.920000076293945
2021-01-20,11.960000038146973
2021-01-21,11.789999961853027
2021-01-22,12.15999984741211
2021-01-25,11.970000267028809
2021-01-26,11.779999732971191
2021-01-27,11.630000114440918
2021-01-28,11.550000190734863
2021-01-29,11.5
2021-02-01,11.649999618530273
2021-02-02,11.6899995803833
2021-02-03,11.760000228881836
2021-02-04,12.0600004196167
2021-02-05,11.9399995803833
2021-02-08,12.350000381469727
2021-02-09,12.319999694824219
2021-02-10,12.010000228881836
2021-02-11,11.949999809265137
2021-02-12,12.140000343322754
2021-02-16,12.380000114440918
2021-02-17,12.289999961853027
2021-02-18,12.25
2021-02-19,12.5
2021-02-22,12.649999618530273
2021-02-23,12.720000267028809
2021-02-24,12.869999885559082
2021-02-25,13.3100004196167
2021-02-26,13.350000381469727
2021-03-01,13.640000343322754
2021-03-02,13.539999961853027
2021-03-03,14.050000190734863
2021-03-04,13.760000228881836
2021-03-05,14.289999961853027
2021-03-08,15.220000267028809
2021-03-09,15.170000076293945
2021-03-10,15.539999961853027
2021-03-11,15.010000228881836
2021-03-12,15.100000381469727
2021-03-15,14.579999923706055
2021-03-16,14.529999732971191
2021-03-17,14.609999656677246
2021-03-18,14.699999809265137
2021-03-19,14.470000267028809
2021-03-22,14.029999732971191
2021-03-23,13.4399995803833
2021-03-24,13.739999771118164
2021-03-25,14.0600004196167
2021-03-26,14.270000457763672
2021-03-29,13.720000267028809
2021-03-30,13.960000038146973
2021-03-31,13.789999961853027
2021-04-01,14.180000305175781
2021-04-05,13.979999542236328
2021-04-06,13.8100004196167
2021-04-07,13.510000228881836
2021-04-08,14.149999618530273
2021-04-09,14.3100004196167
2021-04-12,14.069999694824219
2021-04-13,13.680000305175781
2021-04-14,13.8100004196167
2021-04-15,13.789999961853027
2021-04-16,13.720000267028809
2021-04-19,13.649999618530273
2021-04-20,13.380000114440918
2021-04-21,13.539999961853027
2021-04-22,13.34000015258789
2021-04-23,13.899999618530273
2021-04-26,14.640000343322754
2021-04-27,14.520000457763672
2021-04-28,14.600000381469727
2021-04-29,14.680000305175781
2021-04-30,14.739999771118164
2021-05-03,14.90999984741211
2021-05-04,14.930000305175781
2021-05-05,14.869999885559082
2021-05-06,15.0
2021-05-07,14.880000114440918
2021-05-10,14.430000305175781
2021-05-11,14.319999694824219
2021-05-12,14.069999694824219
2021-05-13,14.670000076293945
2021-05-14,14.9399995803833
