,DAKT
2006-10-19,22.420000076293945
2006-10-20,22.079999923706055
2006-10-23,22.020000457763672
2006-10-24,22.09000015258789
2006-10-25,22.649999618530273
2006-10-26,23.360000610351562
2006-10-27,23.469999313354492
2006-10-30,23.329999923706055
2006-10-31,23.709999084472656
2006-11-01,22.59000015258789
2006-11-02,23.1200008392334
2006-11-03,23.34000015258789
2006-11-06,23.889999389648438
2006-11-07,24.350000381469727
2006-11-08,24.649999618530273
2006-11-09,25.690000534057617
2006-11-10,26.350000381469727
2006-11-13,26.829999923706055
2006-11-14,26.670000076293945
2006-11-15,33.599998474121094
2006-11-16,33.560001373291016
2006-11-17,33.619998931884766
2006-11-20,35.380001068115234
2006-11-21,37.72999954223633
2006-11-22,37.40999984741211
2006-11-24,37.2599983215332
2006-11-27,35.369998931884766
2006-11-28,35.959999084472656
2006-11-29,36.849998474121094
2006-11-30,36.18000030517578
2006-12-01,35.880001068115234
2006-12-04,38.34000015258789
2006-12-05,37.9900016784668
2006-12-06,37.70000076293945
2006-12-07,37.2599983215332
2006-12-08,38.099998474121094
2006-12-11,36.90999984741211
2006-12-12,37.61000061035156
2006-12-13,37.310001373291016
2006-12-14,39.459999084472656
2006-12-15,38.369998931884766
2006-12-18,38.040000915527344
2006-12-19,37.380001068115234
2006-12-20,37.5
2006-12-21,36.400001525878906
2006-12-22,36.13999938964844
2006-12-26,36.560001373291016
2006-12-27,37.540000915527344
2006-12-28,37.13999938964844
2006-12-29,36.849998474121094
2007-01-03,35.91999816894531
2007-01-04,35.369998931884766
2007-01-05,34.90999984741211
2007-01-08,35.4900016784668
2007-01-09,35.02000045776367
2007-01-10,35.06999969482422
2007-01-11,36.45000076293945
2007-01-12,37.2400016784668
2007-01-16,36.5099983215332
2007-01-17,36.04999923706055
2007-01-18,34.63999938964844
2007-01-19,34.439998626708984
2007-01-22,33.619998931884766
2007-01-23,34.93000030517578
2007-01-24,36.2599983215332
2007-01-25,35.2400016784668
2007-01-26,34.91999816894531
2007-01-29,35.13999938964844
2007-01-30,34.25
2007-01-31,34.56999969482422
2007-02-01,34.439998626708984
2007-02-02,34.470001220703125
2007-02-05,35.189998626708984
2007-02-06,36.689998626708984
2007-02-07,37.33000183105469
2007-02-08,37.38999938964844
2007-02-09,36.599998474121094
2007-02-12,38.779998779296875
2007-02-13,38.09000015258789
2007-02-14,30.09000015258789
2007-02-15,29.31999969482422
2007-02-16,29.649999618530273
2007-02-20,29.360000610351562
2007-02-21,29.469999313354492
2007-02-22,29.309999465942383
2007-02-23,28.360000610351562
2007-02-26,28.139999389648438
2007-02-27,27.200000762939453
2007-02-28,26.670000076293945
2007-03-01,26.1299991607666
2007-03-02,26.170000076293945
2007-03-05,24.420000076293945
2007-03-06,24.959999084472656
2007-03-07,25.450000762939453
2007-03-08,24.8700008392334
2007-03-09,25.309999465942383
2007-03-12,25.239999771118164
2007-03-13,24.520000457763672
2007-03-14,24.469999313354492
2007-03-15,24.549999237060547
2007-03-16,24.469999313354492
2007-03-19,24.600000381469727
2007-03-20,24.40999984741211
2007-03-21,26.040000915527344
2007-03-22,26.530000686645508
2007-03-23,26.899999618530273
2007-03-26,27.010000228881836
2007-03-27,26.25
2007-03-28,26.40999984741211
2007-03-29,26.90999984741211
2007-03-30,27.440000534057617
2007-04-02,27.68000030517578
2007-04-03,27.739999771118164
2007-04-04,28.010000228881836
2007-04-05,27.90999984741211
2007-04-09,22.1299991607666
2007-04-10,22.600000381469727
2007-04-11,23.010000228881836
2007-04-12,23.489999771118164
2007-04-13,23.780000686645508
2007-04-16,24.350000381469727
2007-04-17,24.290000915527344
2007-04-18,24.100000381469727
2007-04-19,24.260000228881836
2007-04-20,24.75
2007-04-23,24.549999237060547
2007-04-24,24.219999313354492
2007-04-25,24.0
2007-04-26,24.479999542236328
2007-04-27,23.920000076293945
2007-04-30,22.780000686645508
2007-05-01,22.40999984741211
2007-05-02,22.549999237060547
2007-05-03,22.200000762939453
2007-05-04,22.690000534057617
2007-05-07,22.489999771118164
2007-05-08,22.200000762939453
2007-05-09,22.40999984741211
2007-05-10,22.059999465942383
2007-05-11,22.290000915527344
2007-05-14,22.040000915527344
2007-05-15,22.40999984741211
2007-05-16,22.34000015258789
2007-05-17,21.989999771118164
2007-05-18,22.93000030517578
2007-05-21,23.469999313354492
2007-05-22,24.18000030517578
2007-05-23,24.420000076293945
2007-05-24,23.899999618530273
2007-05-25,24.479999542236328
2007-05-29,25.1299991607666
2007-05-30,24.59000015258789
2007-05-31,23.959999084472656
2007-06-01,23.860000610351562
2007-06-04,23.540000915527344
2007-06-05,23.31999969482422
2007-06-06,23.190000534057617
2007-06-07,22.530000686645508
2007-06-08,22.1299991607666
2007-06-11,21.40999984741211
2007-06-12,20.739999771118164
2007-06-13,20.829999923706055
2007-06-14,21.100000381469727
2007-06-15,20.940000534057617
2007-06-18,20.899999618530273
2007-06-19,21.239999771118164
2007-06-20,21.110000610351562
2007-06-21,21.34000015258789
2007-06-22,21.229999542236328
2007-06-25,20.850000381469727
2007-06-26,20.59000015258789
2007-06-27,20.90999984741211
2007-06-28,21.260000228881836
2007-06-29,21.479999542236328
2007-07-02,21.459999084472656
2007-07-03,21.709999084472656
2007-07-05,21.299999237060547
2007-07-06,22.15999984741211
2007-07-09,22.459999084472656
2007-07-10,22.170000076293945
2007-07-11,23.149999618530273
2007-07-12,23.549999237060547
2007-07-13,23.399999618530273
2007-07-16,24.209999084472656
2007-07-17,24.049999237060547
2007-07-18,23.510000228881836
2007-07-19,23.829999923706055
2007-07-20,23.68000030517578
2007-07-23,23.530000686645508
2007-07-24,22.790000915527344
2007-07-25,22.770000457763672
2007-07-26,22.260000228881836
2007-07-27,21.639999389648438
2007-07-30,21.829999923706055
2007-07-31,21.260000228881836
2007-08-01,21.690000534057617
2007-08-02,21.969999313354492
2007-08-03,21.850000381469727
2007-08-06,22.709999084472656
2007-08-07,25.0
2007-08-08,26.469999313354492
2007-08-09,27.899999618530273
2007-08-10,26.09000015258789
2007-08-13,26.229999542236328
2007-08-14,24.799999237060547
2007-08-15,24.889999389648438
2007-08-16,25.1299991607666
2007-08-17,24.920000076293945
2007-08-20,25.920000076293945
2007-08-21,26.309999465942383
2007-08-22,26.84000015258789
2007-08-23,26.559999465942383
2007-08-24,26.739999771118164
2007-08-27,26.510000228881836
2007-08-28,26.479999542236328
2007-08-29,27.3799991607666
2007-08-30,26.799999237060547
2007-08-31,27.5
2007-09-04,27.530000686645508
2007-09-05,28.549999237060547
2007-09-06,28.469999313354492
2007-09-07,27.299999237060547
2007-09-10,27.270000457763672
2007-09-11,27.690000534057617
2007-09-12,28.0
2007-09-13,27.729999542236328
2007-09-14,27.899999618530273
2007-09-17,27.649999618530273
2007-09-18,27.760000228881836
2007-09-19,28.90999984741211
2007-09-20,27.959999084472656
2007-09-21,28.0
2007-09-24,27.670000076293945
2007-09-25,27.540000915527344
2007-09-26,27.510000228881836
2007-09-27,27.75
2007-09-28,27.219999313354492
2007-10-01,28.239999771118164
2007-10-02,29.290000915527344
2007-10-03,32.099998474121094
2007-10-04,31.15999984741211
2007-10-05,31.889999389648438
2007-10-08,31.170000076293945
2007-10-09,31.399999618530273
2007-10-10,30.899999618530273
2007-10-11,30.270000457763672
2007-10-12,30.270000457763672
2007-10-15,30.270000457763672
2007-10-16,29.649999618530273
2007-10-17,29.559999465942383
2007-10-18,28.829999923706055
2007-10-19,27.639999389648438
2007-10-22,27.84000015258789
2007-10-23,28.1299991607666
2007-10-24,27.850000381469727
2007-10-25,27.530000686645508
2007-10-26,28.229999542236328
2007-10-29,29.0
2007-10-30,29.139999389648438
2007-10-31,29.81999969482422
2007-11-01,28.010000228881836
2007-11-02,27.93000030517578
2007-11-05,27.440000534057617
2007-11-06,28.440000534057617
2007-11-07,28.3700008392334
2007-11-08,28.81999969482422
2007-11-09,27.8799991607666
2007-11-12,27.299999237060547
2007-11-13,28.56999969482422
2007-11-14,19.889999389648438
2007-11-15,20.06999969482422
2007-11-16,20.93000030517578
2007-11-19,21.110000610351562
2007-11-20,21.350000381469727
2007-11-21,20.530000686645508
2007-11-23,21.1299991607666
2007-11-26,21.8700008392334
2007-11-27,21.700000762939453
2007-11-28,22.639999389648438
2007-11-29,23.079999923706055
2007-11-30,23.329999923706055
2007-12-03,22.899999618530273
2007-12-04,22.6200008392334
2007-12-05,23.06999969482422
2007-12-06,23.850000381469727
2007-12-07,23.719999313354492
2007-12-10,24.15999984741211
2007-12-11,23.030000686645508
2007-12-12,22.520000457763672
2007-12-13,22.56999969482422
2007-12-14,21.989999771118164
2007-12-17,21.049999237060547
2007-12-18,22.520000457763672
2007-12-19,22.649999618530273
2007-12-20,23.049999237060547
2007-12-21,24.170000076293945
2007-12-24,24.139999389648438
2007-12-26,24.350000381469727
2007-12-27,23.309999465942383
2007-12-28,23.709999084472656
2007-12-31,22.56999969482422
2008-01-02,22.43000030517578
2008-01-03,22.510000228881836
2008-01-04,21.610000610351562
2008-01-07,22.170000076293945
2008-01-08,22.020000457763672
2008-01-09,22.600000381469727
2008-01-10,22.700000762939453
2008-01-11,22.270000457763672
2008-01-14,21.989999771118164
2008-01-15,21.3799991607666
2008-01-16,20.549999237060547
2008-01-17,19.979999542236328
2008-01-18,19.440000534057617
2008-01-22,19.020000457763672
2008-01-23,19.219999313354492
2008-01-24,18.670000076293945
2008-01-25,19.15999984741211
2008-01-28,19.329999923706055
2008-01-29,20.149999618530273
2008-01-30,20.010000228881836
2008-01-31,20.489999771118164
2008-02-01,20.780000686645508
2008-02-04,20.190000534057617
2008-02-05,19.549999237060547
2008-02-06,19.25
2008-02-07,19.389999389648438
2008-02-08,19.360000610351562
2008-02-11,19.079999923706055
2008-02-12,19.479999542236328
2008-02-13,17.540000915527344
2008-02-14,16.959999084472656
2008-02-15,17.219999313354492
2008-02-19,17.610000610351562
2008-02-20,17.280000686645508
2008-02-21,17.34000015258789
2008-02-22,17.229999542236328
2008-02-25,17.520000457763672
2008-02-26,17.469999313354492
2008-02-27,17.649999618530273
2008-02-28,17.479999542236328
2008-02-29,17.280000686645508
2008-03-03,16.299999237060547
2008-03-04,16.049999237060547
2008-03-05,16.860000610351562
2008-03-06,16.200000762939453
2008-03-07,16.010000228881836
2008-03-10,15.539999961853027
2008-03-11,15.699999809265137
2008-03-12,15.890000343322754
2008-03-13,15.600000381469727
2008-03-14,15.149999618530273
2008-03-17,14.75
2008-03-18,15.760000228881836
2008-03-19,15.609999656677246
2008-03-20,16.6299991607666
2008-03-24,17.209999084472656
2008-03-25,17.0
2008-03-26,17.09000015258789
2008-03-27,16.8799991607666
2008-03-28,17.459999084472656
2008-03-31,17.90999984741211
2008-04-01,18.8799991607666
2008-04-02,18.68000030517578
2008-04-03,18.43000030517578
2008-04-04,19.510000228881836
2008-04-07,20.239999771118164
2008-04-08,20.010000228881836
2008-04-09,19.09000015258789
2008-04-10,19.520000457763672
2008-04-11,18.84000015258789
2008-04-14,18.56999969482422
2008-04-15,18.3700008392334
2008-04-16,19.479999542236328
2008-04-17,19.219999313354492
2008-04-18,19.479999542236328
2008-04-21,19.290000915527344
2008-04-22,18.889999389648438
2008-04-23,14.369999885559082
2008-04-24,14.619999885559082
2008-04-25,14.789999961853027
2008-04-28,15.020000457763672
2008-04-29,14.899999618530273
2008-04-30,14.789999961853027
2008-05-01,15.640000343322754
2008-05-02,15.550000190734863
2008-05-05,15.510000228881836
2008-05-06,16.190000534057617
2008-05-07,15.65999984741211
2008-05-08,15.800000190734863
2008-05-09,15.710000038146973
2008-05-12,16.829999923706055
2008-05-13,17.040000915527344
2008-05-14,16.8700008392334
2008-05-15,16.75
2008-05-16,16.68000030517578
2008-05-19,17.059999465942383
2008-05-20,16.809999465942383
2008-05-21,16.649999618530273
2008-05-22,16.6200008392334
2008-05-23,16.309999465942383
2008-05-27,16.549999237060547
2008-05-28,18.59000015258789
2008-05-29,18.899999618530273
2008-05-30,20.190000534057617
2008-06-02,19.360000610351562
2008-06-03,19.719999313354492
2008-06-04,19.799999237060547
2008-06-05,20.31999969482422
2008-06-06,19.34000015258789
2008-06-09,19.790000915527344
2008-06-10,19.5
2008-06-11,19.34000015258789
2008-06-12,19.709999084472656
2008-06-13,19.989999771118164
2008-06-16,20.0
2008-06-17,19.84000015258789
2008-06-18,19.719999313354492
2008-06-19,19.950000762939453
2008-06-20,19.68000030517578
2008-06-23,19.899999618530273
2008-06-24,19.899999618530273
2008-06-25,20.510000228881836
2008-06-26,20.360000610351562
2008-06-27,20.799999237060547
2008-06-30,20.170000076293945
2008-07-01,20.440000534057617
2008-07-02,19.899999618530273
2008-07-03,19.75
2008-07-07,20.1200008392334
2008-07-08,20.68000030517578
2008-07-09,20.75
2008-07-10,19.780000686645508
2008-07-11,18.770000457763672
2008-07-14,17.270000457763672
2008-07-15,17.040000915527344
2008-07-16,17.84000015258789
2008-07-17,18.09000015258789
2008-07-18,18.09000015258789
2008-07-21,17.600000381469727
2008-07-22,17.389999389648438
2008-07-23,18.270000457763672
2008-07-24,18.209999084472656
2008-07-25,17.899999618530273
2008-07-28,17.600000381469727
2008-07-29,18.1299991607666
2008-07-30,18.149999618530273
2008-07-31,17.850000381469727
2008-08-01,17.959999084472656
2008-08-04,18.09000015258789
2008-08-05,18.989999771118164
2008-08-06,19.100000381469727
2008-08-07,19.360000610351562
2008-08-08,19.0
2008-08-11,19.31999969482422
2008-08-12,19.149999618530273
2008-08-13,19.059999465942383
2008-08-14,19.0
2008-08-15,19.0
2008-08-18,18.8700008392334
2008-08-19,18.6299991607666
2008-08-20,18.700000762939453
2008-08-21,18.25
2008-08-22,18.700000762939453
2008-08-25,18.110000610351562
2008-08-26,17.559999465942383
2008-08-27,18.3700008392334
2008-08-28,17.81999969482422
2008-08-29,17.530000686645508
2008-09-02,16.6200008392334
2008-09-03,16.530000686645508
2008-09-04,16.239999771118164
2008-09-05,16.15999984741211
2008-09-08,16.670000076293945
2008-09-09,16.75
2008-09-10,16.950000762939453
2008-09-11,16.809999465942383
2008-09-12,16.479999542236328
2008-09-15,16.030000686645508
2008-09-16,17.0
2008-09-17,16.3799991607666
2008-09-18,17.969999313354492
2008-09-19,18.799999237060547
2008-09-22,17.520000457763672
2008-09-23,17.280000686645508
2008-09-24,16.65999984741211
2008-09-25,16.8700008392334
2008-09-26,17.1299991607666
2008-09-29,16.299999237060547
2008-09-30,16.65999984741211
2008-10-01,16.260000228881836
2008-10-02,15.140000343322754
2008-10-03,14.979999542236328
2008-10-06,14.619999885559082
2008-10-07,13.899999618530273
2008-10-08,13.710000038146973
2008-10-09,12.640000343322754
2008-10-10,12.899999618530273
2008-10-13,13.779999732971191
2008-10-14,12.670000076293945
2008-10-15,11.270000457763672
2008-10-16,11.770000457763672
2008-10-17,11.979999542236328
2008-10-20,12.680000305175781
2008-10-21,12.729999542236328
2008-10-22,10.989999771118164
2008-10-23,10.029999732971191
2008-10-24,9.300000190734863
2008-10-27,9.470000267028809
2008-10-28,10.109999656677246
2008-10-29,10.079999923706055
2008-10-30,10.539999961853027
2008-10-31,9.960000038146973
2008-11-03,10.100000381469727
2008-11-04,10.5600004196167
2008-11-05,10.119999885559082
2008-11-06,8.850000381469727
2008-11-07,9.140000343322754
2008-11-10,8.880000114440918
2008-11-11,8.199999809265137
2008-11-12,7.989999771118164
2008-11-13,8.5
2008-11-14,7.849999904632568
2008-11-17,6.949999809265137
2008-11-18,6.559999942779541
2008-11-19,6.519999980926514
2008-11-20,6.349999904632568
2008-11-21,6.230000019073486
2008-11-24,6.760000228881836
2008-11-25,8.100000381469727
2008-11-26,9.119999885559082
2008-11-28,9.109999656677246
2008-12-01,8.239999771118164
2008-12-02,8.760000228881836
2008-12-03,8.579999923706055
2008-12-04,8.289999961853027
2008-12-05,9.0600004196167
2008-12-08,9.069999694824219
2008-12-09,9.180000305175781
2008-12-10,9.25
2008-12-11,8.960000038146973
2008-12-12,9.0
2008-12-15,8.229999542236328
2008-12-16,8.8100004196167
2008-12-17,9.270000457763672
2008-12-18,9.15999984741211
2008-12-19,9.119999885559082
2008-12-22,9.170000076293945
2008-12-23,9.130000114440918
2008-12-24,8.75
2008-12-26,8.899999618530273
2008-12-29,8.90999984741211
2008-12-30,9.039999961853027
2008-12-31,9.359999656677246
2009-01-02,9.84000015258789
2009-01-05,9.960000038146973
2009-01-06,10.579999923706055
2009-01-07,9.9399995803833
2009-01-08,10.09000015258789
2009-01-09,9.529999732971191
2009-01-12,9.5
2009-01-13,9.760000228881836
2009-01-14,9.380000114440918
2009-01-15,9.449999809265137
2009-01-16,9.369999885559082
2009-01-20,9.0
2009-01-21,9.65999984741211
2009-01-22,8.739999771118164
2009-01-23,8.979999542236328
2009-01-26,8.760000228881836
2009-01-27,9.020000457763672
2009-01-28,9.25
2009-01-29,8.729999542236328
2009-01-30,8.630000114440918
2009-02-02,8.699999809265137
2009-02-03,8.84000015258789
2009-02-04,8.670000076293945
2009-02-05,8.619999885559082
2009-02-06,8.649999618530273
2009-02-09,8.449999809265137
2009-02-10,8.300000190734863
2009-02-11,8.420000076293945
2009-02-12,8.510000228881836
2009-02-13,8.529999732971191
2009-02-17,8.470000267028809
2009-02-18,8.520000457763672
2009-02-19,8.529999732971191
2009-02-20,7.980000019073486
2009-02-23,7.809999942779541
2009-02-24,7.210000038146973
2009-02-25,6.769999980926514
2009-02-26,6.5
2009-02-27,6.860000133514404
2009-03-02,6.550000190734863
2009-03-03,6.380000114440918
2009-03-04,6.460000038146973
2009-03-05,6.150000095367432
2009-03-06,6.260000228881836
2009-03-09,5.980000019073486
2009-03-10,6.360000133514404
2009-03-11,6.139999866485596
2009-03-12,6.380000114440918
2009-03-13,6.559999942779541
2009-03-16,6.570000171661377
2009-03-17,6.920000076293945
2009-03-18,7.0
2009-03-19,7.170000076293945
2009-03-20,6.760000228881836
2009-03-23,7.239999771118164
2009-03-24,6.940000057220459
2009-03-25,6.840000152587891
2009-03-26,6.949999809265137
2009-03-27,6.860000133514404
2009-03-30,6.639999866485596
2009-03-31,6.550000190734863
2009-04-01,6.610000133514404
2009-04-02,7.369999885559082
2009-04-03,7.869999885559082
2009-04-06,7.650000095367432
2009-04-07,7.739999771118164
2009-04-08,7.730000019073486
2009-04-09,8.630000114440918
2009-04-13,8.069999694824219
2009-04-14,7.639999866485596
2009-04-15,7.690000057220459
2009-04-16,8.130000114440918
2009-04-17,8.329999923706055
2009-04-20,7.650000095367432
2009-04-21,8.4399995803833
2009-04-22,8.59000015258789
2009-04-23,8.550000190734863
2009-04-24,8.729999542236328
2009-04-27,8.729999542236328
2009-04-28,8.699999809265137
2009-04-29,9.199999809265137
2009-04-30,9.039999961853027
2009-05-01,8.960000038146973
2009-05-04,9.680000305175781
2009-05-05,9.720000267028809
2009-05-06,9.569999694824219
2009-05-07,8.729999542236328
2009-05-08,9.119999885559082
2009-05-11,9.220000267028809
2009-05-12,9.039999961853027
2009-05-13,8.359999656677246
2009-05-14,8.369999885559082
2009-05-15,8.59000015258789
2009-05-18,8.649999618530273
2009-05-19,8.65999984741211
2009-05-20,8.989999771118164
2009-05-21,8.350000381469727
2009-05-22,8.319999694824219
2009-05-26,8.989999771118164
2009-05-27,8.630000114440918
2009-05-28,8.4399995803833
2009-05-29,8.569999694824219
2009-06-01,9.220000267028809
2009-06-02,8.020000457763672
2009-06-03,7.139999866485596
2009-06-04,7.300000190734863
2009-06-05,7.28000020980835
2009-06-08,7.309999942779541
2009-06-09,7.659999847412109
2009-06-10,7.610000133514404
2009-06-11,7.769999980926514
2009-06-12,7.75
2009-06-15,7.420000076293945
2009-06-16,7.320000171661377
2009-06-17,7.679999828338623
2009-06-18,7.619999885559082
2009-06-19,7.539999961853027
2009-06-22,7.349999904632568
2009-06-23,7.150000095367432
2009-06-24,7.21999979019165
2009-06-25,7.449999809265137
2009-06-26,7.619999885559082
2009-06-29,7.489999771118164
2009-06-30,7.699999809265137
2009-07-01,7.920000076293945
2009-07-02,7.5
2009-07-06,7.369999885559082
2009-07-07,7.269999980926514
2009-07-08,7.230000019073486
2009-07-09,7.070000171661377
2009-07-10,7.210000038146973
2009-07-13,7.329999923706055
2009-07-14,7.380000114440918
2009-07-15,7.539999961853027
2009-07-16,8.020000457763672
2009-07-17,8.149999618530273
2009-07-20,8.239999771118164
2009-07-21,8.260000228881836
2009-07-22,8.25
2009-07-23,8.550000190734863
2009-07-24,8.75
2009-07-27,8.699999809265137
2009-07-28,8.5600004196167
2009-07-29,8.300000190734863
2009-07-30,8.5
2009-07-31,8.380000114440918
2009-08-03,8.479999542236328
2009-08-04,8.640000343322754
2009-08-05,8.430000305175781
2009-08-06,8.390000343322754
2009-08-07,8.699999809265137
2009-08-10,8.850000381469727
2009-08-11,8.84000015258789
2009-08-12,9.010000228881836
2009-08-13,9.039999961853027
2009-08-14,8.699999809265137
2009-08-17,8.449999809265137
2009-08-18,8.829999923706055
2009-08-19,8.960000038146973
2009-08-20,9.170000076293945
2009-08-21,9.020000457763672
2009-08-24,8.890000343322754
2009-08-25,8.479999542236328
2009-08-26,8.25
2009-08-27,8.289999961853027
2009-08-28,8.210000038146973
2009-08-31,8.069999694824219
2009-09-01,7.869999885559082
2009-09-02,7.820000171661377
2009-09-03,7.940000057220459
2009-09-04,8.020000457763672
2009-09-08,7.980000019073486
2009-09-09,8.0
2009-09-10,7.949999809265137
2009-09-11,7.849999904632568
2009-09-14,7.949999809265137
2009-09-15,8.149999618530273
2009-09-16,8.420000076293945
2009-09-17,8.319999694824219
2009-09-18,8.109999656677246
2009-09-21,7.989999771118164
2009-09-22,7.960000038146973
2009-09-23,8.0
2009-09-24,8.050000190734863
2009-09-25,8.180000305175781
2009-09-28,8.5
2009-09-29,8.520000457763672
2009-09-30,8.569999694824219
2009-10-01,8.380000114440918
2009-10-02,8.359999656677246
2009-10-05,8.399999618530273
2009-10-06,8.680000305175781
2009-10-07,8.640000343322754
2009-10-08,8.829999923706055
2009-10-09,8.729999542236328
2009-10-12,8.760000228881836
2009-10-13,8.65999984741211
2009-10-14,8.869999885559082
2009-10-15,9.0
2009-10-16,8.829999923706055
2009-10-19,8.880000114440918
2009-10-20,8.550000190734863
2009-10-21,8.420000076293945
2009-10-22,8.15999984741211
2009-10-23,7.929999828338623
2009-10-26,7.78000020980835
2009-10-27,7.739999771118164
2009-10-28,7.380000114440918
2009-10-29,7.550000190734863
2009-10-30,7.519999980926514
2009-11-02,7.71999979019165
2009-11-03,7.940000057220459
2009-11-04,7.610000133514404
2009-11-05,8.15999984741211
2009-11-06,8.170000076293945
2009-11-09,8.470000267028809
2009-11-10,8.430000305175781
2009-11-11,8.3100004196167
2009-11-12,7.96999979019165
2009-11-13,8.0600004196167
2009-11-16,8.300000190734863
2009-11-17,8.260000228881836
2009-11-18,8.289999961853027
2009-11-19,8.020000457763672
2009-11-20,8.069999694824219
2009-11-23,8.390000343322754
2009-11-24,8.369999885559082
2009-11-25,8.609999656677246
2009-11-27,8.260000228881836
2009-11-30,8.470000267028809
2009-12-01,8.699999809265137
2009-12-02,8.84000015258789
2009-12-03,8.649999618530273
2009-12-04,8.800000190734863
2009-12-07,8.760000228881836
2009-12-08,8.84000015258789
2009-12-09,8.850000381469727
2009-12-10,8.90999984741211
2009-12-11,8.979999542236328
2009-12-14,9.0
2009-12-15,8.989999771118164
2009-12-16,9.079999923706055
2009-12-17,8.920000076293945
2009-12-18,8.970000267028809
2009-12-21,9.0
2009-12-22,9.199999809265137
2009-12-23,9.140000343322754
2009-12-24,9.170000076293945
2009-12-28,9.069999694824219
2009-12-29,9.220000267028809
2009-12-30,9.25
2009-12-31,9.210000038146973
2010-01-04,9.460000038146973
2010-01-05,9.260000228881836
2010-01-06,9.199999809265137
2010-01-07,9.260000228881836
2010-01-08,9.5600004196167
2010-01-11,9.350000381469727
2010-01-12,8.75
2010-01-13,8.850000381469727
2010-01-14,8.850000381469727
2010-01-15,8.430000305175781
2010-01-19,8.420000076293945
2010-01-20,8.279999732971191
2010-01-21,8.329999923706055
2010-01-22,8.170000076293945
2010-01-25,8.109999656677246
2010-01-26,8.069999694824219
2010-01-27,8.15999984741211
2010-01-28,7.980000019073486
2010-01-29,7.809999942779541
2010-02-01,7.730000019073486
2010-02-02,7.71999979019165
2010-02-03,7.679999828338623
2010-02-04,7.420000076293945
2010-02-05,7.380000114440918
2010-02-08,7.239999771118164
2010-02-09,7.369999885559082
2010-02-10,7.269999980926514
2010-02-11,7.409999847412109
2010-02-12,7.409999847412109
2010-02-16,7.510000228881836
2010-02-17,7.539999961853027
2010-02-18,7.320000171661377
2010-02-19,7.440000057220459
2010-02-22,7.440000057220459
2010-02-23,7.28000020980835
2010-02-24,7.829999923706055
2010-02-25,7.789999961853027
2010-02-26,7.570000171661377
2010-03-01,7.650000095367432
2010-03-02,7.71999979019165
2010-03-03,7.769999980926514
2010-03-04,7.800000190734863
2010-03-05,7.940000057220459
2010-03-08,7.940000057220459
2010-03-09,8.069999694824219
2010-03-10,8.050000190734863
2010-03-11,8.010000228881836
2010-03-12,8.229999542236328
2010-03-15,8.260000228881836
2010-03-16,8.279999732971191
2010-03-17,8.079999923706055
2010-03-18,7.960000038146973
2010-03-19,7.940000057220459
2010-03-22,8.039999961853027
2010-03-23,7.940000057220459
2010-03-24,7.760000228881836
2010-03-25,7.659999847412109
2010-03-26,7.809999942779541
2010-03-29,7.71999979019165
2010-03-30,7.610000133514404
2010-03-31,7.619999885559082
2010-04-01,7.599999904632568
2010-04-05,7.769999980926514
2010-04-06,7.710000038146973
2010-04-07,7.75
2010-04-08,7.739999771118164
2010-04-09,7.710000038146973
2010-04-12,7.739999771118164
2010-04-13,7.699999809265137
2010-04-14,8.029999732971191
2010-04-15,8.029999732971191
2010-04-16,8.170000076293945
2010-04-19,8.210000038146973
2010-04-20,8.59000015258789
2010-04-21,8.670000076293945
2010-04-22,9.020000457763672
2010-04-23,9.229999542236328
2010-04-26,9.020000457763672
2010-04-27,8.739999771118164
2010-04-28,8.600000381469727
2010-04-29,8.890000343322754
2010-04-30,8.369999885559082
2010-05-03,8.5600004196167
2010-05-04,7.980000019073486
2010-05-05,8.010000228881836
2010-05-06,8.130000114440918
2010-05-07,8.289999961853027
2010-05-10,8.680000305175781
2010-05-11,8.600000381469727
2010-05-12,8.869999885559082
2010-05-13,8.779999732971191
2010-05-14,8.550000190734863
2010-05-17,8.729999542236328
2010-05-18,8.460000038146973
2010-05-19,8.329999923706055
2010-05-20,8.079999923706055
2010-05-21,8.020000457763672
2010-05-24,8.0
2010-05-25,8.140000343322754
2010-05-26,7.869999885559082
2010-05-27,8.569999694824219
2010-05-28,8.420000076293945
2010-06-01,8.079999923706055
2010-06-02,8.119999885559082
2010-06-03,8.1899995803833
2010-06-04,7.880000114440918
2010-06-07,7.699999809265137
2010-06-08,7.590000152587891
2010-06-09,7.579999923706055
2010-06-10,7.960000038146973
2010-06-11,8.1899995803833
2010-06-14,8.300000190734863
2010-06-15,8.470000267028809
2010-06-16,8.449999809265137
2010-06-17,8.520000457763672
2010-06-18,8.350000381469727
2010-06-21,8.09000015258789
2010-06-22,7.909999847412109
2010-06-23,7.909999847412109
2010-06-24,7.78000020980835
2010-06-25,8.050000190734863
2010-06-28,7.840000152587891
2010-06-29,7.650000095367432
2010-06-30,7.5
2010-07-01,7.630000114440918
2010-07-02,7.690000057220459
2010-07-06,7.420000076293945
2010-07-07,7.670000076293945
2010-07-08,7.960000038146973
2010-07-09,8.039999961853027
2010-07-12,8.020000457763672
2010-07-13,8.380000114440918
2010-07-14,8.510000228881836
2010-07-15,8.40999984741211
2010-07-16,8.0
2010-07-19,8.0600004196167
2010-07-20,8.40999984741211
2010-07-21,8.119999885559082
2010-07-22,8.449999809265137
2010-07-23,8.6899995803833
2010-07-26,8.75
