,FOX
2021-02-26,31.93000030517578
2021-03-01,33.38999938964844
2021-03-02,36.04999923706055
2021-03-03,37.09000015258789
2021-03-04,36.709999084472656
2021-03-05,39.040000915527344
2021-03-08,40.02000045776367
2021-03-09,38.2400016784668
2021-03-10,38.959999084472656
2021-03-11,39.40999984741211
2021-03-12,40.0
2021-03-15,40.099998474121094
2021-03-16,41.439998626708984
2021-03-17,40.45000076293945
2021-03-18,40.400001525878906
2021-03-19,40.349998474121094
2021-03-22,41.150001525878906
2021-03-23,39.209999084472656
2021-03-24,37.95000076293945
2021-03-25,38.41999816894531
2021-03-26,36.16999816894531
2021-03-29,35.81999969482422
2021-03-30,35.84000015258789
2021-03-31,34.93000030517578
2021-04-01,35.0
2021-04-05,35.130001068115234
2021-04-06,35.77000045776367
2021-04-07,35.90999984741211
2021-04-08,35.630001068115234
2021-04-09,36.08000183105469
2021-04-12,36.099998474121094
2021-04-13,36.349998474121094
2021-04-14,36.150001525878906
2021-04-15,36.77000045776367
2021-04-16,36.720001220703125
2021-04-19,36.59000015258789
2021-04-20,36.650001525878906
2021-04-21,37.36000061035156
2021-04-22,37.099998474121094
2021-04-23,37.34000015258789
2021-04-26,37.06999969482422
2021-04-27,37.25
2021-04-28,36.880001068115234
2021-04-29,36.83000183105469
2021-04-30,36.380001068115234
2021-05-03,35.779998779296875
2021-05-04,35.79999923706055
2021-05-05,35.540000915527344
2021-05-06,36.70000076293945
2021-05-07,37.16999816894531
2021-05-10,37.25
2021-05-11,37.38999938964844
2021-05-12,36.4900016784668
2021-05-13,37.06999969482422
2021-05-14,36.27000045776367
