,FLIR
2015-02-19,31.860000610351562
2015-02-20,32.119998931884766
2015-02-23,32.099998474121094
2015-02-24,32.150001525878906
2015-02-25,32.2599983215332
2015-02-26,32.18000030517578
2015-02-27,32.279998779296875
2015-03-02,32.81999969482422
2015-03-03,32.72999954223633
2015-03-04,31.790000915527344
2015-03-05,31.950000762939453
2015-03-06,31.670000076293945
2015-03-09,31.8700008392334
2015-03-10,31.270000457763672
2015-03-11,31.1200008392334
2015-03-12,31.510000228881836
2015-03-13,31.200000762939453
2015-03-16,32.279998779296875
2015-03-17,31.940000534057617
2015-03-18,31.510000228881836
2015-03-19,31.270000457763672
2015-03-20,31.81999969482422
2015-03-23,31.889999389648438
2015-03-24,31.389999389648438
2015-03-25,30.8799991607666
2015-03-26,30.959999084472656
2015-03-27,31.1299991607666
2015-03-30,31.56999969482422
2015-03-31,31.280000686645508
2015-04-01,31.15999984741211
2015-04-02,30.969999313354492
2015-04-06,31.139999389648438
2015-04-07,31.18000030517578
2015-04-08,30.90999984741211
2015-04-09,31.280000686645508
2015-04-10,31.200000762939453
2015-04-13,30.600000381469727
2015-04-14,30.829999923706055
2015-04-15,31.239999771118164
2015-04-16,30.639999389648438
2015-04-17,30.09000015258789
2015-04-20,30.219999313354492
2015-04-21,30.219999313354492
2015-04-22,30.450000762939453
2015-04-23,30.90999984741211
2015-04-24,30.530000686645508
2015-04-27,30.889999389648438
2015-04-28,31.149999618530273
2015-04-29,30.989999771118164
2015-04-30,30.889999389648438
2015-05-01,31.260000228881836
2015-05-04,31.520000457763672
2015-05-05,31.260000228881836
2015-05-06,31.0
2015-05-07,31.280000686645508
2015-05-08,31.549999237060547
2015-05-11,31.530000686645508
2015-05-12,31.610000610351562
2015-05-13,31.799999237060547
2015-05-14,31.920000076293945
2015-05-15,31.719999313354492
2015-05-18,31.93000030517578
2015-05-19,31.860000610351562
2015-05-20,31.799999237060547
2015-05-21,31.639999389648438
2015-05-22,31.600000381469727
2015-05-26,31.0
2015-05-27,31.06999969482422
2015-05-28,30.969999313354492
2015-05-29,30.549999237060547
2015-06-01,30.530000686645508
2015-06-02,30.489999771118164
2015-06-03,31.020000457763672
2015-06-04,30.579999923706055
2015-06-05,30.719999313354492
2015-06-08,30.68000030517578
2015-06-09,30.8700008392334
2015-06-10,31.350000381469727
2015-06-11,31.31999969482422
2015-06-12,31.149999618530273
2015-06-15,30.959999084472656
2015-06-16,30.940000534057617
2015-06-17,31.059999465942383
2015-06-18,31.450000762939453
2015-06-19,31.399999618530273
2015-06-22,31.25
2015-06-23,31.059999465942383
2015-06-24,30.8700008392334
2015-06-25,31.25
2015-06-26,31.549999237060547
2015-06-29,31.209999084472656
2015-06-30,30.81999969482422
2015-07-01,31.06999969482422
2015-07-02,30.850000381469727
2015-07-06,30.889999389648438
2015-07-07,31.040000915527344
2015-07-08,30.3799991607666
2015-07-09,30.079999923706055
2015-07-10,30.56999969482422
2015-07-13,31.09000015258789
2015-07-14,31.030000686645508
2015-07-15,30.719999313354492
2015-07-16,30.639999389648438
2015-07-17,30.200000762939453
2015-07-20,30.15999984741211
2015-07-21,29.729999542236328
2015-07-22,29.8700008392334
2015-07-23,29.8700008392334
2015-07-24,30.770000457763672
2015-07-27,30.25
2015-07-28,30.309999465942383
2015-07-29,30.610000610351562
2015-07-30,30.829999923706055
2015-07-31,30.790000915527344
2015-08-03,30.719999313354492
2015-08-04,30.440000534057617
2015-08-05,30.75
2015-08-06,30.75
2015-08-07,31.06999969482422
2015-08-10,31.989999771118164
2015-08-11,31.309999465942383
2015-08-12,30.690000534057617
2015-08-13,30.440000534057617
2015-08-14,30.540000915527344
2015-08-17,30.56999969482422
2015-08-18,30.3700008392334
2015-08-19,30.030000686645508
2015-08-20,29.600000381469727
2015-08-21,28.75
2015-08-24,27.5
2015-08-25,27.059999465942383
2015-08-26,27.6299991607666
2015-08-27,28.6200008392334
2015-08-28,28.56999969482422
2015-08-31,28.6299991607666
2015-09-01,28.020000457763672
2015-09-02,28.290000915527344
2015-09-03,28.3799991607666
2015-09-04,27.899999618530273
2015-09-08,28.969999313354492
2015-09-09,28.65999984741211
2015-09-10,28.579999923706055
2015-09-11,28.40999984741211
2015-09-14,28.209999084472656
2015-09-15,28.56999969482422
2015-09-16,28.760000228881836
2015-09-17,28.65999984741211
2015-09-18,28.360000610351562
2015-09-21,28.309999465942383
2015-09-22,27.809999465942383
2015-09-23,27.760000228881836
2015-09-24,27.459999084472656
2015-09-25,27.579999923706055
2015-09-28,27.100000381469727
2015-09-29,27.450000762939453
2015-09-30,27.989999771118164
2015-10-01,27.559999465942383
2015-10-02,28.200000762939453
2015-10-05,28.6200008392334
2015-10-06,28.420000076293945
2015-10-07,28.56999969482422
2015-10-08,28.770000457763672
2015-10-09,28.670000076293945
2015-10-12,28.540000915527344
2015-10-13,28.229999542236328
2015-10-14,28.040000915527344
2015-10-15,28.270000457763672
2015-10-16,27.81999969482422
2015-10-19,27.649999618530273
2015-10-20,27.700000762939453
2015-10-21,27.450000762939453
2015-10-22,27.700000762939453
2015-10-23,27.670000076293945
2015-10-26,27.459999084472656
2015-10-27,27.0
2015-10-28,26.010000228881836
2015-10-29,26.469999313354492
2015-10-30,26.670000076293945
2015-11-02,27.520000457763672
2015-11-03,27.399999618530273
2015-11-04,27.31999969482422
2015-11-05,27.34000015258789
2015-11-06,27.579999923706055
2015-11-09,26.709999084472656
2015-11-10,26.719999313354492
2015-11-11,26.780000686645508
2015-11-12,26.219999313354492
2015-11-13,26.030000686645508
2015-11-16,28.719999313354492
2015-11-17,29.100000381469727
2015-11-18,29.639999389648438
2015-11-19,29.850000381469727
2015-11-20,29.889999389648438
2015-11-23,29.90999984741211
2015-11-24,30.170000076293945
2015-11-25,30.209999084472656
2015-11-27,30.270000457763672
2015-11-30,30.559999465942383
2015-12-01,30.559999465942383
2015-12-02,30.399999618530273
2015-12-03,29.93000030517578
2015-12-04,30.43000030517578
2015-12-07,29.8700008392334
2015-12-08,29.700000762939453
2015-12-09,29.489999771118164
2015-12-10,29.350000381469727
2015-12-11,29.170000076293945
2015-12-14,28.530000686645508
2015-12-15,29.020000457763672
2015-12-16,29.239999771118164
2015-12-17,28.450000762939453
2015-12-18,27.979999542236328
2015-12-21,28.200000762939453
2015-12-22,28.6299991607666
2015-12-23,28.979999542236328
2015-12-24,28.670000076293945
2015-12-28,28.450000762939453
2015-12-29,28.670000076293945
2015-12-30,28.34000015258789
2015-12-31,28.06999969482422
2016-01-04,28.75
2016-01-05,30.309999465942383
2016-01-06,30.450000762939453
2016-01-07,30.020000457763672
2016-01-08,30.280000686645508
2016-01-11,31.15999984741211
2016-01-12,31.100000381469727
2016-01-13,31.280000686645508
2016-01-14,31.739999771118164
2016-01-15,31.260000228881836
2016-01-19,30.219999313354492
2016-01-20,30.18000030517578
2016-01-21,29.81999969482422
2016-01-22,30.420000076293945
2016-01-25,30.170000076293945
2016-01-26,29.510000228881836
2016-01-27,28.889999389648438
2016-01-28,28.489999771118164
2016-01-29,29.239999771118164
2016-02-01,29.350000381469727
2016-02-02,28.579999923706055
2016-02-03,28.489999771118164
2016-02-04,28.68000030517578
2016-02-05,28.360000610351562
2016-02-08,27.600000381469727
2016-02-09,28.760000228881836
2016-02-10,28.530000686645508
2016-02-11,28.6200008392334
2016-02-12,29.299999237060547
2016-02-16,30.260000228881836
2016-02-17,30.8799991607666
2016-02-18,30.469999313354492
2016-02-19,30.829999923706055
2016-02-22,31.18000030517578
2016-02-23,31.149999618530273
2016-02-24,31.239999771118164
2016-02-25,31.020000457763672
2016-02-26,31.049999237060547
2016-02-29,30.959999084472656
2016-03-01,31.920000076293945
2016-03-02,31.799999237060547
2016-03-03,32.29999923706055
2016-03-04,32.36000061035156
2016-03-07,32.43000030517578
2016-03-08,31.56999969482422
2016-03-09,32.0
2016-03-10,31.3799991607666
2016-03-11,32.06999969482422
2016-03-14,31.950000762939453
2016-03-15,31.75
2016-03-16,32.02000045776367
2016-03-17,32.400001525878906
2016-03-18,32.459999084472656
2016-03-21,33.36000061035156
2016-03-22,33.709999084472656
2016-03-23,33.369998931884766
2016-03-24,33.11000061035156
2016-03-28,33.290000915527344
2016-03-29,33.130001068115234
2016-03-30,33.779998779296875
2016-03-31,32.95000076293945
2016-04-01,32.97999954223633
2016-04-04,32.630001068115234
2016-04-05,32.400001525878906
2016-04-06,32.689998626708984
2016-04-07,32.119998931884766
2016-04-08,32.060001373291016
2016-04-11,32.38999938964844
2016-04-12,32.47999954223633
2016-04-13,32.91999816894531
2016-04-14,32.81999969482422
2016-04-15,32.68000030517578
2016-04-18,32.83000183105469
2016-04-19,32.970001220703125
2016-04-20,33.0
2016-04-21,32.779998779296875
2016-04-22,33.310001373291016
2016-04-25,33.91999816894531
2016-04-26,31.309999465942383
2016-04-27,30.829999923706055
2016-04-28,30.75
2016-04-29,30.209999084472656
2016-05-02,30.559999465942383
2016-05-03,31.15999984741211
2016-05-04,30.40999984741211
2016-05-05,30.479999542236328
2016-05-06,30.3799991607666
2016-05-09,30.56999969482422
2016-05-10,30.690000534057617
2016-05-11,30.610000610351562
2016-05-12,30.350000381469727
2016-05-13,30.229999542236328
2016-05-16,30.479999542236328
2016-05-17,29.579999923706055
2016-05-18,29.559999465942383
2016-05-19,29.739999771118164
2016-05-20,29.940000534057617
2016-05-23,30.010000228881836
2016-05-24,30.6299991607666
2016-05-25,30.579999923706055
2016-05-26,30.639999389648438
2016-05-27,30.889999389648438
2016-05-31,31.149999618530273
2016-06-01,30.979999542236328
2016-06-02,31.229999542236328
2016-06-03,31.100000381469727
2016-06-06,31.239999771118164
2016-06-07,31.56999969482422
2016-06-08,31.530000686645508
2016-06-09,31.40999984741211
2016-06-10,30.969999313354492
2016-06-13,31.350000381469727
2016-06-14,31.229999542236328
2016-06-15,31.1200008392334
2016-06-16,31.25
2016-06-17,30.559999465942383
2016-06-20,30.760000228881836
2016-06-21,30.899999618530273
2016-06-22,31.15999984741211
2016-06-23,31.549999237060547
2016-06-24,29.829999923706055
2016-06-27,29.079999923706055
2016-06-28,29.690000534057617
2016-06-29,30.170000076293945
2016-06-30,30.950000762939453
2016-07-01,31.049999237060547
2016-07-05,30.959999084472656
2016-07-06,31.34000015258789
2016-07-07,31.440000534057617
2016-07-08,31.799999237060547
2016-07-11,32.02000045776367
2016-07-12,32.61000061035156
2016-07-13,32.099998474121094
2016-07-14,32.06999969482422
2016-07-15,32.029998779296875
2016-07-18,32.56999969482422
2016-07-19,32.630001068115234
2016-07-20,32.86000061035156
2016-07-21,32.849998474121094
2016-07-22,33.22999954223633
2016-07-25,32.27000045776367
2016-07-26,32.7400016784668
2016-07-27,32.439998626708984
2016-07-28,32.900001525878906
2016-07-29,32.58000183105469
2016-08-01,32.2599983215332
2016-08-02,31.8700008392334
2016-08-03,31.600000381469727
2016-08-04,31.649999618530273
2016-08-05,31.799999237060547
2016-08-08,31.420000076293945
2016-08-09,31.540000915527344
2016-08-10,31.59000015258789
2016-08-11,31.360000610351562
2016-08-12,30.920000076293945
2016-08-15,30.979999542236328
2016-08-16,30.549999237060547
2016-08-17,30.639999389648438
2016-08-18,30.40999984741211
2016-08-19,30.8799991607666
2016-08-22,30.68000030517578
2016-08-23,30.6200008392334
2016-08-24,31.299999237060547
2016-08-25,31.149999618530273
2016-08-26,31.06999969482422
2016-08-29,31.229999542236328
2016-08-30,30.84000015258789
2016-08-31,30.829999923706055
2016-09-01,30.860000610351562
2016-09-02,31.049999237060547
2016-09-06,31.100000381469727
2016-09-07,31.049999237060547
2016-09-08,31.020000457763672
2016-09-09,30.700000762939453
2016-09-12,31.09000015258789
2016-09-13,30.829999923706055
2016-09-14,30.459999084472656
2016-09-15,30.959999084472656
2016-09-16,31.0
2016-09-19,31.329999923706055
2016-09-20,31.139999389648438
2016-09-21,31.459999084472656
2016-09-22,31.510000228881836
2016-09-23,31.549999237060547
2016-09-26,31.43000030517578
2016-09-27,31.780000686645508
2016-09-28,31.700000762939453
2016-09-29,31.309999465942383
2016-09-30,31.420000076293945
2016-10-03,31.59000015258789
2016-10-04,30.790000915527344
2016-10-05,30.84000015258789
2016-10-06,30.690000534057617
2016-10-07,30.3700008392334
2016-10-10,30.420000076293945
2016-10-11,29.8700008392334
2016-10-12,29.5
2016-10-13,29.239999771118164
2016-10-14,29.280000686645508
2016-10-17,28.979999542236328
2016-10-18,29.309999465942383
2016-10-19,29.299999237060547
2016-10-20,29.219999313354492
2016-10-21,28.969999313354492
2016-10-24,29.18000030517578
2016-10-25,29.3700008392334
2016-10-26,32.33000183105469
2016-10-27,32.40999984741211
2016-10-28,32.689998626708984
2016-10-31,32.91999816894531
2016-11-01,32.83000183105469
2016-11-02,32.720001220703125
2016-11-03,32.16999816894531
2016-11-04,31.93000030517578
2016-11-07,32.189998626708984
2016-11-08,32.33000183105469
2016-11-09,33.459999084472656
2016-11-10,34.20000076293945
2016-11-11,34.689998626708984
2016-11-14,35.470001220703125
2016-11-15,35.279998779296875
2016-11-16,35.2400016784668
2016-11-17,35.369998931884766
2016-11-18,35.08000183105469
2016-11-21,35.45000076293945
2016-11-22,35.349998474121094
2016-11-23,35.52000045776367
2016-11-25,35.63999938964844
2016-11-28,35.27000045776367
2016-11-29,35.25
2016-11-30,35.90999984741211
2016-12-01,35.59000015258789
2016-12-02,35.529998779296875
2016-12-05,35.709999084472656
2016-12-06,35.91999816894531
2016-12-07,36.34000015258789
2016-12-08,36.650001525878906
2016-12-09,36.77000045776367
2016-12-12,36.75
2016-12-13,36.68000030517578
2016-12-14,36.20000076293945
2016-12-15,36.52000045776367
2016-12-16,36.220001220703125
2016-12-19,36.15999984741211
2016-12-20,36.36000061035156
2016-12-21,36.189998626708984
2016-12-22,36.06999969482422
2016-12-23,36.56999969482422
2016-12-27,36.720001220703125
2016-12-28,36.279998779296875
2016-12-29,36.36000061035156
2016-12-30,36.189998626708984
2017-01-03,36.09000015258789
2017-01-04,36.599998474121094
2017-01-05,36.40999984741211
2017-01-06,35.91999816894531
2017-01-09,35.619998931884766
2017-01-10,35.77000045776367
2017-01-11,35.790000915527344
2017-01-12,35.4900016784668
2017-01-13,35.63999938964844
2017-01-17,35.25
2017-01-18,35.400001525878906
2017-01-19,35.040000915527344
2017-01-20,34.689998626708984
2017-01-23,34.599998474121094
2017-01-24,34.70000076293945
2017-01-25,35.20000076293945
2017-01-26,35.65999984741211
2017-01-27,35.5
2017-01-30,35.38999938964844
2017-01-31,35.33000183105469
2017-02-01,35.41999816894531
2017-02-02,35.7599983215332
2017-02-03,36.34000015258789
2017-02-06,36.08000183105469
2017-02-07,35.65999984741211
2017-02-08,35.709999084472656
2017-02-09,36.09000015258789
2017-02-10,36.150001525878906
2017-02-13,36.400001525878906
2017-02-14,34.150001525878906
2017-02-15,36.93000030517578
2017-02-16,36.400001525878906
2017-02-17,36.619998931884766
2017-02-21,36.7599983215332
2017-02-22,36.68000030517578
2017-02-23,36.40999984741211
2017-02-24,36.720001220703125
2017-02-27,36.619998931884766
2017-02-28,36.709999084472656
2017-03-01,37.04999923706055
2017-03-02,36.599998474121094
2017-03-03,36.439998626708984
2017-03-06,36.5
2017-03-07,36.5
2017-03-08,36.2599983215332
2017-03-09,36.439998626708984
2017-03-10,36.20000076293945
2017-03-13,36.40999984741211
2017-03-14,36.38999938964844
2017-03-15,36.70000076293945
2017-03-16,36.59000015258789
2017-03-17,36.7400016784668
2017-03-20,36.59000015258789
2017-03-21,35.95000076293945
2017-03-22,36.029998779296875
2017-03-23,36.29999923706055
2017-03-24,36.060001373291016
2017-03-27,35.83000183105469
2017-03-28,36.29999923706055
2017-03-29,36.15999984741211
2017-03-30,36.58000183105469
2017-03-31,36.279998779296875
2017-04-03,35.599998474121094
2017-04-04,35.81999969482422
2017-04-05,35.369998931884766
2017-04-06,35.72999954223633
2017-04-07,35.75
2017-04-10,35.54999923706055
2017-04-11,35.65999984741211
2017-04-12,35.310001373291016
2017-04-13,34.970001220703125
2017-04-17,35.15999984741211
2017-04-18,35.41999816894531
2017-04-19,35.84000015258789
2017-04-20,36.43000030517578
2017-04-21,36.369998931884766
2017-04-24,37.2400016784668
2017-04-25,37.5099983215332
2017-04-26,36.75
2017-04-27,36.70000076293945
2017-04-28,36.72999954223633
2017-05-01,36.97999954223633
2017-05-02,37.220001220703125
2017-05-03,37.06999969482422
2017-05-04,36.90999984741211
2017-05-05,36.95000076293945
2017-05-08,36.86000061035156
2017-05-09,37.08000183105469
2017-05-10,37.439998626708984
2017-05-11,37.400001525878906
2017-05-12,37.4900016784668
2017-05-15,37.439998626708984
2017-05-16,37.81999969482422
2017-05-17,37.29999923706055
2017-05-18,37.349998474121094
2017-05-19,37.06999969482422
2017-05-22,36.75
2017-05-23,36.79999923706055
2017-05-24,36.83000183105469
2017-05-25,36.91999816894531
2017-05-26,37.04999923706055
2017-05-30,37.77000045776367
2017-05-31,37.88999938964844
2017-06-01,38.939998626708984
2017-06-02,38.689998626708984
2017-06-05,38.150001525878906
2017-06-06,37.529998779296875
2017-06-07,37.349998474121094
2017-06-08,37.349998474121094
2017-06-09,36.849998474121094
2017-06-12,36.13999938964844
2017-06-13,35.959999084472656
2017-06-14,35.9900016784668
2017-06-15,35.68000030517578
2017-06-16,35.439998626708984
2017-06-19,35.65999984741211
2017-06-20,35.54999923706055
2017-06-21,35.310001373291016
2017-06-22,35.2400016784668
2017-06-23,35.029998779296875
2017-06-26,35.16999816894531
2017-06-27,34.970001220703125
2017-06-28,34.970001220703125
2017-06-29,34.7400016784668
2017-06-30,34.65999984741211
2017-07-03,34.58000183105469
2017-07-05,34.279998779296875
2017-07-06,34.099998474121094
2017-07-07,34.70000076293945
2017-07-10,35.7400016784668
2017-07-11,36.54999923706055
2017-07-12,37.25
2017-07-13,37.689998626708984
2017-07-14,37.7599983215332
2017-07-17,38.150001525878906
2017-07-18,38.25
2017-07-19,38.27000045776367
2017-07-20,38.40999984741211
2017-07-21,38.119998931884766
2017-07-24,38.290000915527344
2017-07-25,38.779998779296875
2017-07-26,38.369998931884766
2017-07-27,37.2400016784668
2017-07-28,36.5
2017-07-31,37.31999969482422
2017-08-01,37.08000183105469
2017-08-02,37.29999923706055
2017-08-03,37.61000061035156
2017-08-04,37.54999923706055
2017-08-07,37.599998474121094
2017-08-08,37.709999084472656
2017-08-09,37.65999984741211
2017-08-10,37.279998779296875
2017-08-11,37.40999984741211
2017-08-14,37.709999084472656
2017-08-15,37.88999938964844
2017-08-16,38.31999969482422
2017-08-17,37.79999923706055
2017-08-18,37.83000183105469
2017-08-21,37.369998931884766
2017-08-22,37.900001525878906
2017-08-23,37.540000915527344
2017-08-24,37.5
2017-08-25,37.93000030517578
2017-08-28,37.47999954223633
2017-08-29,37.709999084472656
2017-08-30,38.470001220703125
2017-08-31,38.0
2017-09-01,38.25
2017-09-05,38.18000030517578
2017-09-06,38.13999938964844
2017-09-07,37.91999816894531
2017-09-08,38.060001373291016
2017-09-11,38.97999954223633
2017-09-12,39.34000015258789
2017-09-13,39.13999938964844
2017-09-14,39.2400016784668
2017-09-15,39.84000015258789
2017-09-18,40.65999984741211
2017-09-19,39.77000045776367
2017-09-20,39.709999084472656
2017-09-21,39.5099983215332
2017-09-22,39.209999084472656
2017-09-25,39.29999923706055
2017-09-26,38.9900016784668
2017-09-27,39.08000183105469
2017-09-28,39.0
2017-09-29,38.90999984741211
2017-10-02,41.0
2017-10-03,41.04999923706055
2017-10-04,41.0099983215332
2017-10-05,41.06999969482422
2017-10-06,41.290000915527344
2017-10-09,41.11000061035156
2017-10-10,41.5099983215332
2017-10-11,42.58000183105469
2017-10-12,42.68000030517578
2017-10-13,42.779998779296875
2017-10-16,42.599998474121094
2017-10-17,42.5
2017-10-18,43.11000061035156
2017-10-19,43.25
2017-10-20,43.31999969482422
2017-10-23,43.7599983215332
2017-10-24,43.900001525878906
2017-10-25,46.52000045776367
2017-10-26,47.720001220703125
2017-10-27,47.16999816894531
2017-10-30,46.75
2017-10-31,46.81999969482422
2017-11-01,46.54999923706055
2017-11-02,46.720001220703125
2017-11-03,46.970001220703125
2017-11-06,47.060001373291016
2017-11-07,47.27000045776367
2017-11-08,46.9900016784668
2017-11-09,46.34000015258789
2017-11-10,46.72999954223633
2017-11-13,47.11000061035156
2017-11-14,47.09000015258789
2017-11-15,47.20000076293945
2017-11-16,47.47999954223633
2017-11-17,46.529998779296875
2017-11-20,46.880001068115234
2017-11-21,47.18000030517578
2017-11-22,46.84000015258789
2017-11-24,47.06999969482422
2017-11-27,47.08000183105469
2017-11-28,47.54999923706055
2017-11-29,46.560001373291016
2017-11-30,46.58000183105469
2017-12-01,46.43000030517578
2017-12-04,46.25
2017-12-05,46.040000915527344
2017-12-06,46.15999984741211
2017-12-07,46.189998626708984
2017-12-08,46.38999938964844
2017-12-11,46.2400016784668
2017-12-12,46.900001525878906
2017-12-13,47.380001068115234
2017-12-14,47.13999938964844
2017-12-15,47.380001068115234
2017-12-18,47.810001373291016
2017-12-19,47.470001220703125
2017-12-20,47.13999938964844
2017-12-21,47.369998931884766
2017-12-22,47.36000061035156
2017-12-26,46.81999969482422
2017-12-27,47.18000030517578
2017-12-28,47.0099983215332
2017-12-29,46.619998931884766
2018-01-02,47.11000061035156
2018-01-03,47.47999954223633
2018-01-04,47.61000061035156
2018-01-05,48.25
2018-01-08,49.66999816894531
2018-01-09,49.38999938964844
2018-01-10,49.709999084472656
2018-01-11,50.2599983215332
2018-01-12,50.279998779296875
2018-01-16,50.34000015258789
2018-01-17,50.849998474121094
2018-01-18,51.349998474121094
2018-01-19,52.400001525878906
2018-01-22,51.880001068115234
2018-01-23,51.31999969482422
2018-01-24,51.84000015258789
2018-01-25,52.22999954223633
2018-01-26,52.79999923706055
2018-01-29,52.439998626708984
2018-01-30,51.47999954223633
2018-01-31,51.209999084472656
2018-02-01,51.41999816894531
2018-02-02,49.939998626708984
2018-02-05,47.97999954223633
2018-02-06,48.40999984741211
2018-02-07,48.400001525878906
2018-02-08,46.459999084472656
2018-02-09,47.040000915527344
2018-02-12,47.68000030517578
2018-02-13,48.209999084472656
2018-02-14,49.06999969482422
2018-02-15,49.47999954223633
2018-02-16,49.09000015258789
2018-02-20,48.81999969482422
2018-02-21,48.310001373291016
2018-02-22,47.86000061035156
2018-02-23,48.4900016784668
2018-02-26,49.63999938964844
2018-02-27,49.040000915527344
2018-02-28,49.099998474121094
2018-03-01,49.15999984741211
2018-03-02,48.93000030517578
2018-03-05,49.689998626708984
2018-03-06,50.5
2018-03-07,50.040000915527344
2018-03-08,50.279998779296875
2018-03-09,51.540000915527344
2018-03-12,50.81999969482422
2018-03-13,51.369998931884766
2018-03-14,50.650001525878906
2018-03-15,50.40999984741211
2018-03-16,49.93000030517578
2018-03-19,49.439998626708984
2018-03-20,50.099998474121094
2018-03-21,50.61000061035156
2018-03-22,49.560001373291016
2018-03-23,49.189998626708984
2018-03-26,50.59000015258789
2018-03-27,49.93000030517578
2018-03-28,49.16999816894531
2018-03-29,50.0099983215332
2018-04-02,49.529998779296875
2018-04-03,50.540000915527344
2018-04-04,50.72999954223633
2018-04-05,51.279998779296875
2018-04-06,50.189998626708984
2018-04-09,50.22999954223633
2018-04-10,51.20000076293945
2018-04-11,51.27000045776367
2018-04-12,51.52000045776367
2018-04-13,51.369998931884766
2018-04-16,52.15999984741211
2018-04-17,52.95000076293945
2018-04-18,53.06999969482422
2018-04-19,52.709999084472656
2018-04-20,52.58000183105469
2018-04-23,52.040000915527344
2018-04-24,51.06999969482422
2018-04-25,52.18000030517578
2018-04-26,52.90999984741211
2018-04-27,54.38999938964844
2018-04-30,53.54999923706055
2018-05-01,53.599998474121094
2018-05-02,53.86000061035156
2018-05-03,53.68000030517578
2018-05-04,54.52000045776367
2018-05-07,54.439998626708984
2018-05-08,55.119998931884766
2018-05-09,55.38999938964844
2018-05-10,55.29999923706055
2018-05-11,55.2599983215332
2018-05-14,55.25
2018-05-15,54.97999954223633
2018-05-16,54.7400016784668
2018-05-17,54.439998626708984
2018-05-18,54.380001068115234
2018-05-21,54.689998626708984
2018-05-22,54.09000015258789
2018-05-23,54.150001525878906
2018-05-24,54.650001525878906
2018-05-25,53.83000183105469
2018-05-29,53.27000045776367
2018-05-30,54.060001373291016
2018-05-31,53.900001525878906
2018-06-01,54.72999954223633
2018-06-04,55.31999969482422
2018-06-05,55.220001220703125
2018-06-06,55.33000183105469
2018-06-07,55.11000061035156
2018-06-08,55.060001373291016
2018-06-11,54.84000015258789
2018-06-12,54.2599983215332
2018-06-13,54.470001220703125
2018-06-14,54.29999923706055
2018-06-15,54.86000061035156
2018-06-18,54.720001220703125
2018-06-19,54.0
2018-06-20,54.36000061035156
2018-06-21,54.220001220703125
2018-06-22,53.439998626708984
2018-06-25,52.04999923706055
2018-06-26,52.209999084472656
2018-06-27,52.0
2018-06-28,51.95000076293945
2018-06-29,51.970001220703125
2018-07-02,52.41999816894531
2018-07-03,51.599998474121094
2018-07-05,51.849998474121094
2018-07-06,51.77000045776367
2018-07-09,52.400001525878906
2018-07-10,52.959999084472656
2018-07-11,52.4900016784668
2018-07-12,52.68000030517578
2018-07-13,52.83000183105469
2018-07-16,52.63999938964844
2018-07-17,53.279998779296875
2018-07-18,54.15999984741211
2018-07-19,54.5
2018-07-20,54.0
2018-07-23,53.029998779296875
2018-07-24,52.40999984741211
2018-07-25,58.59000015258789
2018-07-26,59.279998779296875
2018-07-27,58.959999084472656
2018-07-30,57.90999984741211
2018-07-31,58.599998474121094
2018-08-01,59.61000061035156
2018-08-02,58.77000045776367
2018-08-03,58.119998931884766
2018-08-06,58.20000076293945
2018-08-07,58.790000915527344
2018-08-08,59.5
2018-08-09,59.599998474121094
2018-08-10,59.369998931884766
2018-08-13,59.54999923706055
2018-08-14,60.41999816894531
2018-08-15,59.86000061035156
2018-08-16,59.91999816894531
2018-08-17,60.16999816894531
2018-08-20,61.31999969482422
2018-08-21,61.380001068115234
2018-08-22,61.13999938964844
2018-08-23,61.150001525878906
2018-08-24,61.33000183105469
2018-08-27,61.81999969482422
2018-08-28,61.779998779296875
2018-08-29,62.619998931884766
2018-08-30,62.369998931884766
2018-08-31,62.7400016784668
2018-09-04,63.310001373291016
2018-09-05,62.95000076293945
2018-09-06,63.04999923706055
2018-09-07,62.08000183105469
2018-09-10,62.65999984741211
2018-09-11,62.849998474121094
2018-09-12,62.63999938964844
2018-09-13,63.2400016784668
2018-09-14,62.91999816894531
2018-09-17,62.22999954223633
2018-09-18,62.540000915527344
2018-09-19,61.36000061035156
2018-09-20,61.61000061035156
2018-09-21,61.11000061035156
2018-09-24,61.060001373291016
2018-09-25,61.7599983215332
2018-09-26,60.81999969482422
2018-09-27,61.0099983215332
2018-09-28,61.470001220703125
2018-10-01,61.4900016784668
2018-10-02,61.130001068115234
2018-10-03,61.099998474121094
2018-10-04,60.290000915527344
2018-10-05,59.959999084472656
2018-10-08,58.619998931884766
2018-10-09,58.349998474121094
2018-10-10,56.290000915527344
2018-10-11,55.20000076293945
2018-10-12,56.060001373291016
2018-10-15,55.959999084472656
2018-10-16,57.22999954223633
2018-10-17,57.380001068115234
2018-10-18,56.70000076293945
2018-10-19,55.86000061035156
2018-10-22,55.959999084472656
2018-10-23,55.529998779296875
2018-10-24,54.27000045776367
2018-10-25,55.369998931884766
2018-10-26,54.630001068115234
2018-10-29,53.2400016784668
2018-10-30,46.36000061035156
2018-10-31,46.310001373291016
2018-11-01,47.75
2018-11-02,47.36000061035156
2018-11-05,46.9900016784668
2018-11-06,48.45000076293945
2018-11-07,48.91999816894531
2018-11-08,48.880001068115234
2018-11-09,48.400001525878906
2018-11-12,47.20000076293945
2018-11-13,46.27000045776367
2018-11-14,46.650001525878906
2018-11-15,47.540000915527344
