,FLIR
2002-03-22,5.586249828338623
2002-03-25,5.15625
2002-03-26,5.579999923706055
2002-03-27,5.697500228881836
2002-03-28,5.96875
2002-04-01,6.148749828338623
2002-04-02,6.067500114440918
2002-04-03,6.146249771118164
2002-04-04,5.84375
2002-04-05,5.974999904632568
2002-04-08,6.293749809265137
2002-04-09,6.324999809265137
2002-04-10,6.391250133514404
2002-04-11,6.278749942779541
2002-04-12,6.167500019073486
2002-04-15,6.125
2002-04-16,6.447500228881836
2002-04-17,6.241250038146973
2002-04-18,6.228750228881836
2002-04-19,6.216249942779541
2002-04-22,5.96875
2002-04-23,6.03249979019165
2002-04-24,5.90625
2002-04-25,5.59375
2002-04-26,5.446249961853027
2002-04-29,5.286250114440918
2002-04-30,4.983749866485596
2002-05-01,4.90749979019165
2002-05-02,4.75
2002-05-03,4.956250190734863
2002-05-06,5.038750171661377
2002-05-07,4.9375
2002-05-08,5.196249961853027
2002-05-09,5.267499923706055
2002-05-10,5.643750190734863
2002-05-13,5.793749809265137
2002-05-14,5.90625
2002-05-15,5.760000228881836
2002-05-16,5.752500057220459
2002-05-17,5.752500057220459
2002-05-20,5.65625
2002-05-21,5.682499885559082
2002-05-22,5.631249904632568
2002-05-23,5.568749904632568
2002-05-24,5.49875020980835
2002-05-28,5.5625
2002-05-29,5.556250095367432
2002-05-30,5.502500057220459
2002-05-31,5.53125
2002-06-03,5.545000076293945
2002-06-04,5.362500190734863
2002-06-05,5.25
2002-06-06,5.201250076293945
2002-06-07,5.46999979019165
2002-06-10,5.541250228881836
2002-06-11,5.349999904632568
2002-06-12,5.34250020980835
2002-06-13,5.273749828338623
2002-06-14,5.37624979019165
2002-06-17,5.534999847412109
2002-06-18,5.486249923706055
2002-06-19,5.581250190734863
2002-06-20,5.506249904632568
2002-06-21,5.351250171661377
2002-06-24,5.0625
2002-06-25,5.022500038146973
2002-06-26,4.988749980926514
2002-06-27,5.025000095367432
2002-06-28,5.246250152587891
2002-07-01,4.941249847412109
2002-07-02,4.627500057220459
2002-07-03,4.878749847412109
2002-07-05,4.987500190734863
2002-07-08,4.963749885559082
2002-07-09,4.971250057220459
2002-07-10,4.775000095367432
2002-07-11,4.837500095367432
2002-07-12,4.763750076293945
2002-07-15,4.933750152587891
2002-07-16,5.139999866485596
2002-07-17,5.269999980926514
2002-07-18,5.204999923706055
2002-07-19,5.175000190734863
2002-07-22,5.026249885559082
2002-07-23,4.947500228881836
2002-07-24,5.114999771118164
2002-07-25,5.268750190734863
2002-07-26,5.03125
2002-07-29,5.1875
2002-07-30,5.349999904632568
2002-07-31,5.112500190734863
2002-08-01,5.041250228881836
2002-08-02,4.868750095367432
2002-08-05,4.87624979019165
2002-08-06,5.034999847412109
2002-08-07,5.097499847412109
2002-08-08,4.93625020980835
2002-08-09,5.073750019073486
2002-08-12,4.997499942779541
2002-08-13,4.93874979019165
2002-08-14,4.78125
2002-08-15,4.756249904632568
2002-08-16,4.868750095367432
2002-08-19,4.852499961853027
2002-08-20,4.789999961853027
2002-08-21,4.953750133514404
2002-08-22,5.052499771118164
2002-08-23,5.052499771118164
2002-08-26,5.212500095367432
2002-08-27,5.142499923706055
2002-08-28,5.082499980926514
2002-08-29,4.892499923706055
2002-08-30,4.743750095367432
2002-09-03,4.527500152587891
2002-09-04,4.671249866485596
2002-09-05,4.512499809265137
2002-09-06,4.767499923706055
2002-09-09,4.804999828338623
2002-09-10,4.848750114440918
2002-09-11,4.81374979019165
2002-09-12,4.587500095367432
2002-09-13,4.703750133514404
2002-09-16,4.877500057220459
2002-09-17,4.762499809265137
2002-09-18,4.673749923706055
2002-09-19,4.648749828338623
2002-09-20,4.806250095367432
2002-09-23,4.767499923706055
2002-09-24,4.893750190734863
2002-09-25,5.06374979019165
2002-09-26,4.997499942779541
2002-09-27,4.706250190734863
2002-09-30,4.37375020980835
2002-10-01,4.318749904632568
2002-10-02,4.190000057220459
2002-10-03,4.175000190734863
2002-10-04,4.091249942779541
2002-10-07,3.5274999141693115
2002-10-08,3.8375000953674316
2002-10-09,3.6962499618530273
2002-10-10,3.7825000286102295
2002-10-11,4.078750133514404
2002-10-14,4.318749904632568
2002-10-15,4.56374979019165
2002-10-16,4.28125
2002-10-17,5.171249866485596
2002-10-18,5.215000152587891
2002-10-21,5.737500190734863
2002-10-22,5.712500095367432
2002-10-23,5.84250020980835
2002-10-24,5.793749809265137
2002-10-25,5.809999942779541
2002-10-28,5.847499847412109
2002-10-29,5.815000057220459
2002-10-30,5.902500152587891
2002-10-31,5.916250228881836
2002-11-01,6.121250152587891
2002-11-04,5.777500152587891
2002-11-05,5.732500076293945
2002-11-06,6.038750171661377
2002-11-07,5.929999828338623
2002-11-08,5.778749942779541
2002-11-11,5.659999847412109
2002-11-12,5.621250152587891
2002-11-13,5.673749923706055
2002-11-14,5.767499923706055
2002-11-15,5.659999847412109
2002-11-18,5.458749771118164
2002-11-19,5.28125
2002-11-20,5.3125
2002-11-21,5.428750038146973
2002-11-22,5.5
2002-11-25,5.480000019073486
2002-11-26,5.239999771118164
2002-11-27,5.518750190734863
2002-11-29,5.4375
2002-12-02,5.637499809265137
2002-12-03,5.573750019073486
2002-12-04,5.454999923706055
2002-12-05,5.46999979019165
2002-12-06,5.606249809265137
2002-12-09,5.482500076293945
2002-12-10,5.582499980926514
2002-12-11,5.628749847412109
2002-12-12,5.801249980926514
2002-12-13,5.958749771118164
2002-12-16,6.0625
2002-12-17,6.079999923706055
2002-12-18,6.114999771118164
2002-12-19,6.021249771118164
2002-12-20,5.8125
2002-12-23,5.769999980926514
2002-12-24,5.823750019073486
2002-12-26,5.893750190734863
2002-12-27,5.917500019073486
2002-12-30,5.981249809265137
2002-12-31,6.099999904632568
2003-01-02,6.263750076293945
2003-01-03,6.413750171661377
2003-01-06,6.397500038146973
2003-01-07,6.288750171661377
2003-01-08,6.158750057220459
2003-01-09,6.387499809265137
2003-01-10,6.40625
2003-01-13,6.426249980926514
2003-01-14,6.387499809265137
2003-01-15,6.25
2003-01-16,6.1875
2003-01-17,5.945000171661377
2003-01-21,5.881249904632568
2003-01-22,6.0
2003-01-23,5.962500095367432
2003-01-24,5.883749961853027
2003-01-27,5.913750171661377
2003-01-28,6.159999847412109
2003-01-29,6.086249828338623
2003-01-30,5.837500095367432
2003-01-31,5.840000152587891
2003-02-03,5.81125020980835
2003-02-04,5.942500114440918
2003-02-05,5.683750152587891
2003-02-06,5.808750152587891
2003-02-07,5.807499885559082
2003-02-10,5.856249809265137
2003-02-11,5.949999809265137
2003-02-12,5.846250057220459
2003-02-13,5.900000095367432
2003-02-14,5.744999885559082
2003-02-18,5.747499942779541
2003-02-19,5.650000095367432
2003-02-20,5.642499923706055
2003-02-21,5.625
2003-02-24,5.411250114440918
2003-02-25,5.31125020980835
2003-02-26,5.46875
2003-02-27,5.511250019073486
2003-02-28,5.526249885559082
2003-03-03,5.393750190734863
2003-03-04,5.43625020980835
2003-03-05,5.278749942779541
2003-03-06,5.417500019073486
2003-03-07,5.431250095367432
2003-03-10,5.322500228881836
2003-03-11,5.212500095367432
2003-03-12,5.237500190734863
2003-03-13,5.462500095367432
2003-03-14,5.5
2003-03-17,5.922500133514404
2003-03-18,5.84375
2003-03-19,5.900000095367432
2003-03-20,5.892499923706055
2003-03-21,5.887499809265137
2003-03-24,5.758749961853027
2003-03-25,5.914999961853027
2003-03-26,5.857500076293945
2003-03-27,5.875
2003-03-28,5.848750114440918
2003-03-31,5.926249980926514
2003-04-01,6.059999942779541
2003-04-02,6.158750057220459
2003-04-03,6.087500095367432
2003-04-04,6.107500076293945
2003-04-07,6.012499809265137
2003-04-08,5.994999885559082
2003-04-09,5.943749904632568
2003-04-10,5.901249885559082
2003-04-11,6.013750076293945
2003-04-14,6.108749866485596
2003-04-15,6.067500114440918
2003-04-16,6.052499771118164
2003-04-17,6.113749980926514
2003-04-21,6.071249961853027
2003-04-22,5.902500152587891
2003-04-23,6.202499866485596
2003-04-24,6.117499828338623
2003-04-25,6.066249847412109
2003-04-28,6.148749828338623
2003-04-29,6.297500133514404
2003-04-30,6.512499809265137
2003-05-01,6.4375
2003-05-02,6.78249979019165
2003-05-05,6.965000152587891
2003-05-06,6.643750190734863
2003-05-07,6.393750190734863
2003-05-08,6.335000038146973
2003-05-09,6.483749866485596
2003-05-12,6.482500076293945
2003-05-13,6.372499942779541
2003-05-14,6.446249961853027
2003-05-15,6.567500114440918
2003-05-16,6.572500228881836
2003-05-19,6.34375
2003-05-20,6.508749961853027
2003-05-21,6.496250152587891
2003-05-22,6.537499904632568
2003-05-23,6.566249847412109
2003-05-27,6.875
2003-05-28,6.817500114440918
2003-05-29,7.013750076293945
2003-05-30,7.130000114440918
2003-06-02,7.125
2003-06-03,7.142499923706055
2003-06-04,7.050000190734863
2003-06-05,7.300000190734863
2003-06-06,7.699999809265137
2003-06-09,7.5
2003-06-10,7.59499979019165
2003-06-11,7.737500190734863
2003-06-12,7.712500095367432
2003-06-13,7.607500076293945
2003-06-16,7.630000114440918
2003-06-17,7.715000152587891
2003-06-18,7.840000152587891
2003-06-19,7.857500076293945
2003-06-20,7.664999961853027
2003-06-23,7.512499809265137
2003-06-24,7.612500190734863
2003-06-25,7.432499885559082
2003-06-26,7.5
2003-06-27,7.612500190734863
2003-06-30,7.527500152587891
2003-07-01,7.565000057220459
2003-07-02,7.862500190734863
2003-07-03,7.737500190734863
2003-07-07,7.690000057220459
2003-07-08,7.877500057220459
2003-07-09,7.985000133514404
2003-07-10,7.84499979019165
2003-07-11,7.875
2003-07-14,7.887499809265137
2003-07-15,7.65749979019165
2003-07-16,7.659999847412109
2003-07-17,7.497499942779541
2003-07-18,7.675000190734863
2003-07-21,7.46750020980835
2003-07-22,7.737500190734863
2003-07-23,7.197500228881836
2003-07-24,7.164999961853027
2003-07-25,6.852499961853027
2003-07-28,7.025000095367432
2003-07-29,6.982500076293945
2003-07-30,6.747499942779541
2003-07-31,6.775000095367432
2003-08-01,6.675000190734863
2003-08-04,6.864999771118164
2003-08-05,6.630000114440918
2003-08-06,6.485000133514404
2003-08-07,6.527500152587891
2003-08-08,6.552499771118164
2003-08-11,6.489999771118164
2003-08-12,6.672500133514404
2003-08-13,6.599999904632568
2003-08-14,6.78249979019165
2003-08-15,6.857500076293945
2003-08-18,6.855000019073486
2003-08-19,6.75
2003-08-20,6.625
2003-08-21,6.65500020980835
2003-08-22,6.702499866485596
2003-08-25,6.6875
2003-08-26,6.324999809265137
2003-08-27,6.397500038146973
2003-08-28,6.497499942779541
2003-08-29,6.612500190734863
2003-09-02,6.802499771118164
2003-09-03,6.775000095367432
2003-09-04,6.820000171661377
2003-09-05,6.775000095367432
2003-09-08,6.852499961853027
2003-09-09,6.824999809265137
2003-09-10,6.764999866485596
2003-09-11,6.809999942779541
2003-09-12,6.877500057220459
2003-09-15,6.849999904632568
2003-09-16,6.987500190734863
2003-09-17,7.097499847412109
2003-09-18,7.122499942779541
2003-09-19,6.949999809265137
2003-09-22,7.002500057220459
2003-09-23,7.03249979019165
2003-09-24,6.882500171661377
2003-09-25,6.699999809265137
2003-09-26,6.487500190734863
2003-09-29,6.534999847412109
2003-09-30,6.355000019073486
2003-10-01,6.492499828338623
2003-10-02,6.474999904632568
2003-10-03,6.597499847412109
2003-10-06,6.807499885559082
2003-10-07,6.727499961853027
2003-10-08,6.622499942779541
2003-10-09,6.445000171661377
2003-10-10,6.46750020980835
2003-10-13,6.425000190734863
2003-10-14,6.547500133514404
2003-10-15,6.599999904632568
2003-10-16,6.710000038146973
2003-10-17,6.557499885559082
2003-10-20,6.605000019073486
2003-10-21,6.712500095367432
2003-10-22,6.960000038146973
2003-10-23,7.682499885559082
2003-10-24,7.650000095367432
2003-10-27,7.690000057220459
2003-10-28,7.994999885559082
2003-10-29,7.987500190734863
2003-10-30,7.877500057220459
2003-10-31,7.817500114440918
2003-11-03,7.807499885559082
2003-11-04,7.962500095367432
2003-11-05,7.96999979019165
2003-11-06,8.012499809265137
2003-11-07,8.107500076293945
2003-11-10,7.75
2003-11-11,7.597499847412109
2003-11-12,7.832499980926514
2003-11-13,8.0024995803833
2003-11-14,8.085000038146973
2003-11-17,8.052499771118164
2003-11-18,8.199999809265137
2003-11-19,8.255000114440918
2003-11-20,8.204999923706055
2003-11-21,8.475000381469727
2003-11-24,8.457500457763672
2003-11-25,8.675000190734863
2003-11-26,8.619999885559082
2003-11-28,8.614999771118164
2003-12-01,8.742500305175781
2003-12-02,8.832500457763672
2003-12-03,8.824999809265137
2003-12-04,8.835000038146973
2003-12-05,8.739999771118164
2003-12-08,8.805000305175781
2003-12-09,8.734999656677246
2003-12-10,8.587499618530273
2003-12-11,8.819999694824219
2003-12-12,8.832500457763672
2003-12-15,8.670000076293945
2003-12-16,8.595000267028809
2003-12-17,8.65999984741211
2003-12-18,8.734999656677246
2003-12-19,8.802499771118164
2003-12-22,8.792499542236328
2003-12-23,9.010000228881836
2003-12-24,9.012499809265137
2003-12-26,8.982500076293945
2003-12-29,9.125
2003-12-30,9.164999961853027
2003-12-31,9.125
2004-01-02,9.045000076293945
2004-01-05,9.292499542236328
2004-01-06,9.417499542236328
2004-01-07,9.574999809265137
2004-01-08,9.787500381469727
2004-01-09,9.84749984741211
2004-01-12,9.994999885559082
2004-01-13,9.8149995803833
2004-01-14,10.0024995803833
2004-01-15,9.9975004196167
2004-01-16,10.0600004196167
2004-01-20,9.737500190734863
2004-01-21,9.75
2004-01-22,9.475000381469727
2004-01-23,9.65250015258789
2004-01-26,9.614999771118164
2004-01-27,9.262499809265137
2004-01-28,9.140000343322754
2004-01-29,8.949999809265137
2004-01-30,9.050000190734863
2004-02-02,9.149999618530273
2004-02-03,8.880000114440918
2004-02-04,9.425000190734863
2004-02-05,9.572500228881836
2004-02-06,9.875
2004-02-09,10.09000015258789
2004-02-10,10.085000038146973
2004-02-11,10.137499809265137
2004-02-12,10.130000114440918
2004-02-13,9.8725004196167
2004-02-17,9.970000267028809
2004-02-18,10.012499809265137
2004-02-19,9.859999656677246
2004-02-20,9.864999771118164
2004-02-23,9.625
2004-02-24,9.604999542236328
2004-02-25,9.712499618530273
2004-02-26,9.72249984741211
2004-02-27,9.607500076293945
2004-03-01,9.892499923706055
2004-03-02,9.837499618530273
2004-03-03,9.792499542236328
2004-03-04,9.667499542236328
2004-03-05,9.869999885559082
2004-03-08,9.557499885559082
2004-03-09,9.260000228881836
2004-03-10,9.197500228881836
2004-03-11,9.199999809265137
2004-03-12,9.332500457763672
2004-03-15,9.147500038146973
2004-03-16,9.28499984741211
2004-03-17,9.612500190734863
2004-03-18,9.412500381469727
2004-03-19,9.382499694824219
2004-03-22,9.352499961853027
2004-03-23,9.279999732971191
2004-03-24,9.225000381469727
2004-03-25,9.522500038146973
2004-03-26,9.387499809265137
2004-03-29,9.52750015258789
2004-03-30,9.692500114440918
2004-03-31,9.529999732971191
2004-04-01,9.7524995803833
2004-04-02,9.864999771118164
2004-04-05,9.970000267028809
2004-04-06,9.817500114440918
2004-04-07,9.867500305175781
2004-04-08,9.9375
2004-04-12,10.550000190734863
2004-04-13,10.0
2004-04-14,9.8125
2004-04-15,9.787500381469727
2004-04-16,9.637499809265137
2004-04-19,9.789999961853027
2004-04-20,9.600000381469727
2004-04-21,11.1225004196167
2004-04-22,11.40999984741211
2004-04-23,11.392499923706055
2004-04-26,11.717499732971191
2004-04-27,12.125
2004-04-28,12.350000381469727
2004-04-29,11.845000267028809
2004-04-30,11.710000038146973
2004-05-03,11.522500038146973
2004-05-04,11.52750015258789
2004-05-05,11.600000381469727
2004-05-06,11.442500114440918
2004-05-07,11.21500015258789
2004-05-10,11.024999618530273
2004-05-11,11.257499694824219
2004-05-12,11.140000343322754
2004-05-13,11.7524995803833
2004-05-14,11.697500228881836
2004-05-17,11.567500114440918
2004-05-18,11.5625
2004-05-19,11.717499732971191
2004-05-20,11.960000038146973
2004-05-21,11.977499961853027
2004-05-24,12.220000267028809
2004-05-25,12.449999809265137
2004-05-26,12.4399995803833
2004-05-27,12.142499923706055
2004-05-28,12.300000190734863
2004-06-01,12.212499618530273
2004-06-02,12.265000343322754
2004-06-03,12.132499694824219
2004-06-04,13.0625
2004-06-07,13.077500343322754
2004-06-08,13.382499694824219
2004-06-09,12.702500343322754
2004-06-10,12.712499618530273
2004-06-14,12.3125
2004-06-15,12.65999984741211
2004-06-16,12.727499961853027
2004-06-17,12.772500038146973
2004-06-18,12.572500228881836
2004-06-21,12.382499694824219
2004-06-22,12.444999694824219
2004-06-23,13.092499732971191
2004-06-24,12.927499771118164
2004-06-25,13.1875
2004-06-28,13.487500190734863
2004-06-29,13.577500343322754
2004-06-30,13.725000381469727
2004-07-01,13.550000190734863
2004-07-02,13.2475004196167
2004-07-06,13.02750015258789
2004-07-07,13.199999809265137
2004-07-08,13.265000343322754
2004-07-09,13.427499771118164
2004-07-12,13.234999656677246
2004-07-13,13.329999923706055
2004-07-14,13.547499656677246
2004-07-15,13.84749984741211
2004-07-16,13.8774995803833
2004-07-19,14.024999618530273
2004-07-20,14.1274995803833
2004-07-21,13.835000038146973
2004-07-22,15.317500114440918
2004-07-23,15.202500343322754
2004-07-26,15.704999923706055
2004-07-27,15.475000381469727
2004-07-28,15.172499656677246
2004-07-29,15.772500038146973
2004-07-30,15.907500267028809
2004-08-02,15.957500457763672
2004-08-03,15.772500038146973
2004-08-04,15.600000381469727
2004-08-05,15.420000076293945
2004-08-06,14.807499885559082
2004-08-09,14.977499961853027
2004-08-10,15.397500038146973
2004-08-11,15.300000190734863
2004-08-12,15.175000190734863
2004-08-13,15.010000228881836
2004-08-16,15.177499771118164
2004-08-17,15.475000381469727
2004-08-18,15.707500457763672
2004-08-19,15.697500228881836
2004-08-20,15.774999618530273
2004-08-23,16.477500915527344
2004-08-24,15.890000343322754
2004-08-25,15.987500190734863
2004-08-26,15.760000228881836
2004-08-27,15.6274995803833
2004-08-30,15.079999923706055
2004-08-31,14.592499732971191
2004-09-01,14.5
2004-09-02,14.947500228881836
2004-09-03,14.975000381469727
2004-09-07,15.21500015258789
2004-09-08,15.087499618530273
2004-09-09,15.237500190734863
2004-09-10,15.362500190734863
2004-09-13,15.609999656677246
2004-09-14,15.399999618530273
2004-09-15,15.239999771118164
2004-09-16,15.515000343322754
2004-09-17,15.72249984741211
2004-09-20,15.779999732971191
2004-09-21,15.989999771118164
2004-09-22,15.832500457763672
2004-09-23,15.619999885559082
2004-09-24,15.725000381469727
2004-09-27,15.350000381469727
2004-09-28,15.585000038146973
2004-09-29,14.837499618530273
2004-09-30,14.625
2004-10-01,14.510000228881836
2004-10-04,14.875
2004-10-05,14.994999885559082
2004-10-06,14.854999542236328
2004-10-07,14.539999961853027
2004-10-08,13.630000114440918
2004-10-11,13.930000305175781
2004-10-12,13.524999618530273
2004-10-13,13.737500190734863
2004-10-14,13.8149995803833
2004-10-15,13.625
2004-10-18,13.5625
2004-10-19,13.345000267028809
2004-10-20,13.71500015258789
2004-10-21,14.079999923706055
2004-10-22,13.65250015258789
2004-10-25,13.505000114440918
2004-10-26,13.4350004196167
2004-10-27,13.487500190734863
2004-10-28,13.362500190734863
2004-10-29,13.302499771118164
2004-11-01,13.487500190734863
2004-11-02,13.845000267028809
2004-11-03,14.072500228881836
2004-11-04,14.579999923706055
2004-11-05,14.4350004196167
2004-11-08,14.317500114440918
2004-11-09,14.604999542236328
2004-11-10,14.717499732971191
2004-11-11,15.279999732971191
2004-11-12,15.175000190734863
2004-11-15,15.2475004196167
2004-11-16,14.944999694824219
2004-11-17,14.8774995803833
2004-11-18,14.949999809265137
2004-11-19,14.5625
2004-11-22,14.595000267028809
2004-11-23,14.71500015258789
2004-11-24,14.585000038146973
2004-11-26,14.520000457763672
2004-11-29,14.704999923706055
2004-11-30,14.087499618530273
2004-12-01,14.3100004196167
2004-12-02,14.337499618530273
2004-12-03,14.145000457763672
2004-12-06,13.989999771118164
2004-12-07,13.617500305175781
2004-12-08,13.867500305175781
2004-12-09,14.0649995803833
2004-12-10,13.725000381469727
2004-12-13,13.574999809265137
2004-12-14,13.925000190734863
2004-12-15,13.970000267028809
2004-12-16,15.024999618530273
2004-12-17,15.029999732971191
2004-12-20,14.967499732971191
2004-12-21,15.125
2004-12-22,15.569999694824219
2004-12-23,15.382499694824219
2004-12-27,15.225000381469727
2004-12-28,15.720000267028809
2004-12-29,15.65999984741211
2004-12-30,15.772500038146973
2004-12-31,15.947500228881836
2005-01-03,15.699999809265137
2005-01-04,15.100000381469727
2005-01-05,15.132499694824219
2005-01-06,15.012499809265137
2005-01-07,15.020000457763672
2005-01-10,15.132499694824219
2005-01-11,14.71500015258789
2005-01-12,14.682499885559082
2005-01-13,14.649999618530273
2005-01-14,14.725000381469727
2005-01-18,15.074999809265137
2005-01-19,14.795000076293945
2005-01-20,14.692500114440918
2005-01-21,14.4350004196167
2005-01-24,14.137499809265137
2005-01-25,14.467499732971191
2005-01-26,14.744999885559082
2005-01-27,14.994999885559082
2005-01-28,14.960000038146973
2005-01-31,15.237500190734863
2005-02-01,15.467499732971191
2005-02-02,15.292499542236328
2005-02-03,15.5649995803833
2005-02-04,15.699999809265137
2005-02-07,15.859999656677246
2005-02-08,15.850000381469727
2005-02-09,15.550000190734863
2005-02-10,15.664999961853027
2005-02-11,15.930000305175781
2005-02-14,15.9399995803833
2005-02-15,15.875
2005-02-16,15.899999618530273
2005-02-17,15.5
2005-02-18,15.505000114440918
2005-02-22,15.220000267028809
2005-02-23,15.649999618530273
2005-02-24,15.585000038146973
2005-02-25,15.539999961853027
2005-02-28,15.625
2005-03-01,15.885000228881836
2005-03-02,15.710000038146973
2005-03-03,15.90999984741211
2005-03-04,16.674999237060547
2005-03-07,17.065000534057617
2005-03-08,16.844999313354492
2005-03-09,16.864999771118164
2005-03-10,16.760000228881836
2005-03-11,16.670000076293945
2005-03-14,16.625
2005-03-15,16.575000762939453
2005-03-16,16.2549991607666
2005-03-17,16.260000228881836
2005-03-18,16.084999084472656
2005-03-21,15.875
2005-03-22,15.8100004196167
2005-03-23,15.625
2005-03-24,14.774999618530273
2005-03-28,14.664999961853027
2005-03-29,14.050000190734863
2005-03-30,15.425000190734863
2005-03-31,15.149999618530273
2005-04-01,15.300000190734863
2005-04-04,15.140000343322754
2005-04-05,15.09000015258789
2005-04-06,15.09000015258789
2005-04-07,15.074999809265137
2005-04-08,14.8100004196167
2005-04-11,14.71500015258789
2005-04-12,12.244999885559082
2005-04-13,12.585000038146973
2005-04-14,12.289999961853027
2005-04-15,12.229999542236328
2005-04-18,12.604999542236328
2005-04-19,12.954999923706055
2005-04-20,12.864999771118164
2005-04-21,13.024999618530273
2005-04-22,13.425000190734863
2005-04-25,13.279999732971191
2005-04-26,13.149999618530273
2005-04-27,13.1850004196167
2005-04-28,12.84000015258789
2005-04-29,13.300000190734863
2005-05-02,13.420000076293945
2005-05-03,13.239999771118164
2005-05-04,13.524999618530273
2005-05-05,13.425000190734863
2005-05-06,13.585000038146973
2005-05-09,13.329999923706055
2005-05-10,12.954999923706055
2005-05-11,13.005000114440918
2005-05-12,13.069999694824219
2005-05-13,12.914999961853027
2005-05-16,12.739999771118164
2005-05-17,12.550000190734863
2005-05-18,12.555000305175781
2005-05-19,12.819999694824219
2005-05-20,12.96500015258789
2005-05-23,13.149999618530273
2005-05-24,12.975000381469727
2005-05-25,12.885000228881836
2005-05-26,12.989999771118164
2005-05-27,13.140000343322754
2005-05-31,13.404999732971191
2005-06-01,13.895000457763672
2005-06-02,14.0600004196167
2005-06-03,14.015000343322754
2005-06-06,13.984999656677246
2005-06-07,14.140000343322754
2005-06-08,13.805000305175781
2005-06-09,13.664999961853027
2005-06-10,13.520000457763672
2005-06-13,13.75
2005-06-14,13.895000457763672
2005-06-15,14.625
2005-06-16,14.609999656677246
2005-06-17,14.824999809265137
2005-06-20,14.84000015258789
2005-06-21,14.805000305175781
2005-06-22,14.854999542236328
2005-06-23,14.595000267028809
2005-06-24,14.255000114440918
2005-06-27,14.220000267028809
2005-06-28,14.765000343322754
2005-06-29,15.1850004196167
2005-06-30,14.920000076293945
2005-07-01,15.024999618530273
2005-07-05,15.0600004196167
2005-07-06,14.979999542236328
2005-07-07,15.270000457763672
2005-07-08,15.279999732971191
2005-07-11,15.140000343322754
2005-07-12,14.979999542236328
2005-07-13,14.729999542236328
2005-07-14,14.6899995803833
2005-07-15,14.609999656677246
2005-07-18,14.479999542236328
2005-07-19,14.524999618530273
2005-07-20,14.489999771118164
2005-07-21,16.344999313354492
2005-07-22,16.489999771118164
2005-07-25,16.934999465942383
2005-07-26,16.75
2005-07-27,16.530000686645508
2005-07-28,16.549999237060547
2005-07-29,16.44499969482422
2005-08-01,18.045000076293945
2005-08-02,17.6200008392334
2005-08-03,17.065000534057617
2005-08-04,16.594999313354492
2005-08-05,16.344999313354492
2005-08-08,16.149999618530273
2005-08-09,16.225000381469727
2005-08-10,16.375
2005-08-11,16.18000030517578
2005-08-12,16.0049991607666
2005-08-15,16.139999389648438
2005-08-16,16.149999618530273
2005-08-17,16.204999923706055
2005-08-18,16.395000457763672
2005-08-19,16.350000381469727
2005-08-22,16.565000534057617
2005-08-23,16.53499984741211
2005-08-24,16.2450008392334
2005-08-25,16.260000228881836
2005-08-26,16.2549991607666
2005-08-29,16.094999313354492
2005-08-30,16.190000534057617
2005-08-31,16.145000457763672
2005-09-01,15.795000076293945
2005-09-02,15.395000457763672
2005-09-06,15.3100004196167
2005-09-07,15.510000228881836
2005-09-08,15.149999618530273
2005-09-09,15.0
2005-09-12,15.375
2005-09-13,15.1850004196167
2005-09-14,14.8149995803833
2005-09-15,14.805000305175781
2005-09-16,15.045000076293945
2005-09-19,14.904999732971191
2005-09-20,14.520000457763672
2005-09-21,14.444999694824219
2005-09-22,14.369999885559082
2005-09-23,14.5649995803833
2005-09-26,14.835000038146973
2005-09-27,14.84000015258789
2005-09-28,14.954999923706055
2005-09-29,14.9399995803833
2005-09-30,14.78499984741211
2005-10-03,14.774999618530273
2005-10-04,14.914999961853027
2005-10-05,14.34000015258789
2005-10-06,14.09000015258789
2005-10-07,13.930000305175781
2005-10-10,12.005000114440918
2005-10-11,11.989999771118164
2005-10-12,11.850000381469727
2005-10-13,12.0649995803833
2005-10-14,11.984999656677246
2005-10-17,11.625
2005-10-18,11.220000267028809
2005-10-19,10.975000381469727
2005-10-20,11.010000228881836
2005-10-21,10.9399995803833
2005-10-24,11.045000076293945
2005-10-25,11.119999885559082
2005-10-26,10.944999694824219
2005-10-27,10.654999732971191
2005-10-28,10.494999885559082
2005-10-31,10.479999542236328
2005-11-01,10.265000343322754
2005-11-02,10.65999984741211
2005-11-03,10.954999923706055
2005-11-04,11.600000381469727
2005-11-07,12.095000267028809
2005-11-08,11.875
2005-11-09,12.225000381469727
2005-11-10,12.1899995803833
2005-11-11,12.050000190734863
2005-11-14,11.84000015258789
2005-11-15,11.569999694824219
2005-11-16,11.40999984741211
2005-11-17,11.654999732971191
2005-11-18,11.53499984741211
2005-11-21,11.770000457763672
2005-11-22,11.800000190734863
2005-11-23,12.244999885559082
2005-11-25,12.225000381469727
2005-11-28,11.819999694824219
2005-11-29,11.914999961853027
2005-11-30,12.399999618530273
2005-12-01,10.96500015258789
2005-12-02,11.489999771118164
2005-12-05,11.375
2005-12-06,11.484999656677246
2005-12-07,11.25
2005-12-08,11.569999694824219
2005-12-09,11.404999732971191
2005-12-12,11.555000305175781
2005-12-13,11.604999542236328
2005-12-14,11.645000457763672
2005-12-15,11.6850004196167
2005-12-16,11.585000038146973
2005-12-19,11.505000114440918
2005-12-20,11.46500015258789
2005-12-21,11.460000038146973
2005-12-22,11.364999771118164
2005-12-23,11.399999618530273
2005-12-27,11.21500015258789
2005-12-28,11.225000381469727
