,CALM
2008-12-08,13.1899995803833
2008-12-09,12.774999618530273
2008-12-10,12.904999732971191
2008-12-11,12.670000076293945
2008-12-12,12.975000381469727
2008-12-15,12.574999809265137
2008-12-16,13.109999656677246
2008-12-17,13.380000114440918
2008-12-18,13.595000267028809
2008-12-19,14.100000381469727
2008-12-22,14.265000343322754
2008-12-23,14.550000190734863
2008-12-24,14.869999885559082
2008-12-26,14.739999771118164
2008-12-29,13.755000114440918
2008-12-30,14.595000267028809
2008-12-31,14.350000381469727
2009-01-02,14.854999542236328
2009-01-05,14.845000267028809
2009-01-06,14.994999885559082
2009-01-07,14.805000305175781
2009-01-08,14.8149995803833
2009-01-09,15.140000343322754
2009-01-12,14.694999694824219
2009-01-13,14.90999984741211
2009-01-14,14.664999961853027
2009-01-15,14.954999923706055
2009-01-16,14.6850004196167
2009-01-20,13.670000076293945
2009-01-21,13.760000228881836
2009-01-22,13.6850004196167
2009-01-23,13.369999885559082
2009-01-26,13.350000381469727
2009-01-27,13.75
2009-01-28,14.199999809265137
2009-01-29,13.75
2009-01-30,13.539999961853027
2009-02-02,13.375
2009-02-03,13.399999618530273
2009-02-04,13.114999771118164
2009-02-05,13.154999732971191
2009-02-06,13.390000343322754
2009-02-09,13.149999618530273
2009-02-10,12.625
2009-02-11,12.505000114440918
2009-02-12,12.494999885559082
2009-02-13,11.864999771118164
2009-02-17,11.345000267028809
2009-02-18,11.875
2009-02-19,11.9399995803833
2009-02-20,11.704999923706055
2009-02-23,11.34000015258789
2009-02-24,11.385000228881836
2009-02-25,11.21500015258789
2009-02-26,11.09000015258789
2009-02-27,11.140000343322754
2009-03-02,10.234999656677246
2009-03-03,10.1850004196167
2009-03-04,10.255000114440918
2009-03-05,9.350000381469727
2009-03-06,9.255000114440918
2009-03-09,8.625
2009-03-10,9.03499984741211
2009-03-11,9.024999618530273
2009-03-12,10.010000228881836
2009-03-13,10.345000267028809
2009-03-16,10.545000076293945
2009-03-17,11.085000038146973
2009-03-18,11.375
2009-03-19,11.484999656677246
2009-03-20,11.079999923706055
2009-03-23,11.8149995803833
2009-03-24,11.614999771118164
2009-03-25,11.6850004196167
2009-03-26,11.854999542236328
2009-03-27,11.5
2009-03-30,11.1899995803833
2009-03-31,11.194999694824219
2009-04-01,11.039999961853027
2009-04-02,12.204999923706055
2009-04-03,12.220000267028809
2009-04-06,11.760000228881836
2009-04-07,11.414999961853027
2009-04-08,11.670000076293945
2009-04-09,12.40999984741211
2009-04-13,12.255000114440918
2009-04-14,12.069999694824219
2009-04-15,12.28499984741211
2009-04-16,12.675000190734863
2009-04-17,12.765000343322754
2009-04-20,12.805000305175781
2009-04-21,13.244999885559082
2009-04-22,13.164999961853027
2009-04-23,13.505000114440918
2009-04-24,13.875
2009-04-27,13.545000076293945
2009-04-28,13.324999809265137
2009-04-29,13.270000457763672
2009-04-30,13.234999656677246
2009-05-01,13.154999732971191
2009-05-04,13.34000015258789
2009-05-05,13.074999809265137
2009-05-06,12.475000381469727
2009-05-07,12.255000114440918
2009-05-08,12.255000114440918
2009-05-11,12.390000343322754
2009-05-12,12.085000038146973
2009-05-13,11.104999542236328
2009-05-14,11.979999542236328
2009-05-15,11.135000228881836
2009-05-18,11.180000305175781
2009-05-19,11.015000343322754
2009-05-20,11.09000015258789
2009-05-21,10.430000305175781
2009-05-22,10.279999732971191
2009-05-26,10.890000343322754
2009-05-27,11.3100004196167
2009-05-28,11.604999542236328
2009-05-29,12.1850004196167
2009-06-01,12.6850004196167
2009-06-02,12.944999694824219
2009-06-03,12.375
2009-06-04,12.545000076293945
2009-06-05,12.635000228881836
2009-06-08,12.4350004196167
2009-06-09,12.25
2009-06-10,11.609999656677246
2009-06-11,11.5
2009-06-12,11.449999809265137
2009-06-15,12.0649995803833
2009-06-16,12.045000076293945
2009-06-17,12.130000114440918
2009-06-18,12.305000305175781
2009-06-19,12.46500015258789
2009-06-22,12.154999732971191
2009-06-23,12.119999885559082
2009-06-24,12.449999809265137
2009-06-25,12.6899995803833
2009-06-26,12.654999732971191
2009-06-29,12.59000015258789
2009-06-30,12.479999542236328
2009-07-01,12.725000381469727
2009-07-02,12.515000343322754
2009-07-06,12.604999542236328
2009-07-07,12.335000038146973
2009-07-08,12.479999542236328
2009-07-09,12.479999542236328
2009-07-10,12.430000305175781
2009-07-13,12.635000228881836
2009-07-14,12.71500015258789
2009-07-15,13.5
2009-07-16,13.880000114440918
2009-07-17,14.46500015258789
2009-07-20,14.994999885559082
2009-07-21,15.21500015258789
2009-07-22,14.944999694824219
2009-07-23,15.079999923706055
2009-07-24,15.074999809265137
2009-07-27,13.645000457763672
2009-07-28,14.149999618530273
2009-07-29,14.354999542236328
2009-07-30,14.864999771118164
2009-07-31,14.71500015258789
2009-08-03,14.9399995803833
2009-08-04,15.039999961853027
2009-08-05,15.015000343322754
2009-08-06,14.895000457763672
2009-08-07,15.085000038146973
2009-08-10,15.029999732971191
2009-08-11,14.949999809265137
2009-08-12,15.0
2009-08-13,14.904999732971191
2009-08-14,14.579999923706055
2009-08-17,14.300000190734863
2009-08-18,14.444999694824219
2009-08-19,14.399999618530273
2009-08-20,14.449999809265137
2009-08-21,14.595000267028809
2009-08-24,14.494999885559082
2009-08-25,15.069999694824219
2009-08-26,14.779999732971191
2009-08-27,14.859999656677246
2009-08-28,14.475000381469727
2009-08-31,14.274999618530273
2009-09-01,13.875
2009-09-02,13.9350004196167
2009-09-03,13.989999771118164
2009-09-04,13.994999885559082
2009-09-08,14.085000038146973
2009-09-09,14.350000381469727
2009-09-10,14.614999771118164
2009-09-11,14.524999618530273
2009-09-14,14.194999694824219
2009-09-15,13.895000457763672
2009-09-16,13.930000305175781
2009-09-17,13.84000015258789
2009-09-18,13.845000267028809
2009-09-21,14.0600004196167
2009-09-22,13.994999885559082
2009-09-23,14.010000228881836
2009-09-24,13.84000015258789
2009-09-25,13.890000343322754
2009-09-28,13.8100004196167
2009-09-29,13.71500015258789
2009-09-30,13.385000228881836
2009-10-01,12.96500015258789
2009-10-02,12.850000381469727
2009-10-05,12.704999923706055
2009-10-06,12.779999732971191
2009-10-07,12.6850004196167
2009-10-08,12.630000114440918
2009-10-09,12.649999618530273
2009-10-12,12.779999732971191
2009-10-13,12.8100004196167
2009-10-14,12.760000228881836
2009-10-15,12.835000038146973
2009-10-16,12.975000381469727
2009-10-19,13.069999694824219
2009-10-20,13.020000457763672
2009-10-21,13.024999618530273
2009-10-22,13.180000305175781
2009-10-23,13.194999694824219
2009-10-26,13.545000076293945
2009-10-27,13.895000457763672
2009-10-28,13.729999542236328
2009-10-29,13.845000267028809
2009-10-30,13.574999809265137
2009-11-02,13.96500015258789
2009-11-03,13.954999923706055
2009-11-04,13.779999732971191
2009-11-05,13.734999656677246
2009-11-06,13.664999961853027
2009-11-09,14.095000267028809
2009-11-10,13.569999694824219
2009-11-11,13.4399995803833
2009-11-12,13.055000305175781
2009-11-13,13.015000343322754
2009-11-16,13.829999923706055
2009-11-17,13.869999885559082
2009-11-18,13.859999656677246
2009-11-19,13.880000114440918
2009-11-20,13.979999542236328
2009-11-23,14.210000038146973
2009-11-24,14.28499984741211
2009-11-25,14.015000343322754
2009-11-27,13.710000038146973
2009-11-30,13.720000267028809
2009-12-01,13.9350004196167
2009-12-02,14.125
2009-12-03,13.880000114440918
2009-12-04,14.154999732971191
2009-12-07,14.069999694824219
2009-12-08,14.085000038146973
2009-12-09,14.329999923706055
2009-12-10,14.289999961853027
2009-12-11,14.515000343322754
2009-12-14,14.515000343322754
2009-12-15,14.40999984741211
2009-12-16,14.34000015258789
2009-12-17,14.244999885559082
2009-12-18,14.244999885559082
2009-12-21,14.300000190734863
2009-12-22,14.734999656677246
2009-12-23,15.585000038146973
2009-12-24,15.404999732971191
2009-12-28,16.655000686645508
2009-12-29,16.809999465942383
2009-12-30,17.229999542236328
2009-12-31,17.040000915527344
2010-01-04,17.139999389648438
2010-01-05,16.690000534057617
2010-01-06,16.825000762939453
2010-01-07,17.165000915527344
2010-01-08,17.290000915527344
2010-01-11,17.170000076293945
2010-01-12,17.059999465942383
2010-01-13,17.219999313354492
2010-01-14,17.354999542236328
2010-01-15,17.28499984741211
2010-01-19,18.045000076293945
2010-01-20,17.704999923706055
2010-01-21,17.239999771118164
2010-01-22,17.184999465942383
2010-01-25,16.950000762939453
2010-01-26,16.760000228881836
2010-01-27,16.81999969482422
2010-01-28,16.670000076293945
2010-01-29,16.325000762939453
2010-02-01,16.545000076293945
2010-02-02,16.385000228881836
2010-02-03,16.354999542236328
2010-02-04,15.920000076293945
2010-02-05,16.239999771118164
2010-02-08,16.19499969482422
2010-02-09,16.71500015258789
2010-02-10,16.385000228881836
2010-02-11,16.375
2010-02-12,16.31999969482422
2010-02-16,16.3799991607666
2010-02-17,16.225000381469727
2010-02-18,16.2549991607666
2010-02-19,16.30500030517578
2010-02-22,16.219999313354492
2010-02-23,16.165000915527344
2010-02-24,16.274999618530273
2010-02-25,16.15999984741211
2010-02-26,16.030000686645508
2010-03-01,16.15999984741211
2010-03-02,16.415000915527344
2010-03-03,16.145000457763672
2010-03-04,16.280000686645508
2010-03-05,16.600000381469727
2010-03-08,16.71500015258789
2010-03-09,16.809999465942383
2010-03-10,16.934999465942383
2010-03-11,17.149999618530273
2010-03-12,17.299999237060547
2010-03-15,17.43000030517578
2010-03-16,17.56999969482422
2010-03-17,17.735000610351562
2010-03-18,17.834999084472656
2010-03-19,17.75
2010-03-22,18.020000457763672
2010-03-23,18.469999313354492
2010-03-24,18.43000030517578
2010-03-25,18.6299991607666
2010-03-26,18.6299991607666
2010-03-29,17.950000762939453
2010-03-30,17.5049991607666
2010-03-31,16.975000381469727
2010-04-01,16.84000015258789
2010-04-05,17.270000457763672
2010-04-06,17.524999618530273
2010-04-07,17.594999313354492
2010-04-08,17.795000076293945
2010-04-09,17.864999771118164
2010-04-12,17.875
2010-04-13,18.1299991607666
2010-04-14,18.239999771118164
2010-04-15,18.635000228881836
2010-04-16,18.235000610351562
2010-04-19,18.024999618530273
2010-04-20,18.165000915527344
2010-04-21,18.415000915527344
2010-04-22,18.290000915527344
2010-04-23,18.2450008392334
2010-04-26,17.375
2010-04-27,16.799999237060547
2010-04-28,16.6299991607666
2010-04-29,17.309999465942383
2010-04-30,16.690000534057617
2010-05-03,16.760000228881836
2010-05-04,16.170000076293945
2010-05-05,16.575000762939453
2010-05-06,16.28499984741211
2010-05-07,15.904999732971191
2010-05-10,16.440000534057617
2010-05-11,16.174999237060547
2010-05-12,16.68000030517578
2010-05-13,16.729999542236328
2010-05-14,16.719999313354492
2010-05-17,16.579999923706055
2010-05-18,16.415000915527344
2010-05-19,16.315000534057617
2010-05-20,16.014999389648438
2010-05-21,16.1200008392334
2010-05-24,15.789999961853027
2010-05-25,15.699999809265137
2010-05-26,15.824999809265137
2010-05-27,16.344999313354492
2010-05-28,16.184999465942383
2010-06-01,16.635000228881836
2010-06-02,17.104999542236328
2010-06-03,17.020000457763672
2010-06-04,16.594999313354492
2010-06-07,16.329999923706055
2010-06-08,16.375
2010-06-09,16.295000076293945
2010-06-10,16.7549991607666
2010-06-11,16.850000381469727
2010-06-14,16.549999237060547
2010-06-15,16.950000762939453
2010-06-16,16.979999542236328
2010-06-17,17.045000076293945
2010-06-18,17.075000762939453
2010-06-21,16.959999084472656
2010-06-22,16.915000915527344
2010-06-23,16.725000381469727
2010-06-24,16.545000076293945
2010-06-25,16.729999542236328
2010-06-28,16.8799991607666
2010-06-29,16.274999618530273
2010-06-30,15.96500015258789
2010-07-01,15.920000076293945
2010-07-02,15.619999885559082
2010-07-06,15.654999732971191
2010-07-07,16.190000534057617
2010-07-08,16.225000381469727
2010-07-09,16.209999084472656
2010-07-12,16.020000457763672
2010-07-13,16.219999313354492
2010-07-14,16.079999923706055
2010-07-15,15.9399995803833
2010-07-16,15.274999618530273
2010-07-19,14.835000038146973
2010-07-20,14.824999809265137
2010-07-21,14.614999771118164
2010-07-22,14.989999771118164
2010-07-23,14.845000267028809
2010-07-26,16.594999313354492
2010-07-27,16.389999389648438
2010-07-28,16.139999389648438
2010-07-29,15.829999923706055
2010-07-30,15.795000076293945
2010-08-02,15.75
2010-08-03,15.675000190734863
2010-08-04,15.59000015258789
2010-08-05,15.145000457763672
2010-08-06,15.024999618530273
2010-08-09,15.145000457763672
2010-08-10,14.895000457763672
2010-08-11,14.579999923706055
2010-08-12,14.600000381469727
2010-08-13,14.505000114440918
2010-08-16,14.944999694824219
2010-08-17,14.984999656677246
2010-08-18,15.175000190734863
2010-08-19,15.024999618530273
2010-08-20,15.170000076293945
2010-08-23,16.2549991607666
2010-08-24,15.475000381469727
2010-08-25,15.75
2010-08-26,15.505000114440918
2010-08-27,15.75
2010-08-30,15.085000038146973
2010-08-31,14.84000015258789
2010-09-01,15.0600004196167
2010-09-02,14.895000457763672
2010-09-03,15.024999618530273
2010-09-07,15.010000228881836
2010-09-08,15.069999694824219
2010-09-09,15.039999961853027
2010-09-10,15.045000076293945
2010-09-13,15.404999732971191
2010-09-14,15.354999542236328
2010-09-15,15.220000267028809
2010-09-16,15.15999984741211
2010-09-17,15.1850004196167
2010-09-20,15.614999771118164
2010-09-21,15.305000305175781
2010-09-22,15.21500015258789
2010-09-23,14.880000114440918
2010-09-24,15.149999618530273
2010-09-27,14.864999771118164
2010-09-28,13.994999885559082
2010-09-29,14.255000114440918
2010-09-30,14.489999771118164
2010-10-01,14.220000267028809
2010-10-04,14.039999961853027
2010-10-05,13.944999694824219
2010-10-06,14.039999961853027
2010-10-07,14.010000228881836
2010-10-08,13.369999885559082
2010-10-11,13.569999694824219
2010-10-12,13.454999923706055
2010-10-13,13.5
2010-10-14,13.649999618530273
2010-10-15,13.739999771118164
2010-10-18,13.694999694824219
2010-10-19,13.770000457763672
2010-10-20,13.890000343322754
2010-10-21,13.899999618530273
2010-10-22,14.149999618530273
2010-10-25,14.350000381469727
2010-10-26,14.25
2010-10-27,14.170000076293945
2010-10-28,14.270000457763672
2010-10-29,14.484999656677246
2010-11-01,14.15999984741211
2010-11-02,14.225000381469727
2010-11-03,14.21500015258789
2010-11-04,14.529999732971191
2010-11-05,14.545000076293945
2010-11-08,14.800000190734863
2010-11-09,15.569999694824219
2010-11-10,15.569999694824219
2010-11-11,15.529999732971191
2010-11-12,15.239999771118164
2010-11-15,15.274999618530273
2010-11-16,15.050000190734863
2010-11-17,15.055000305175781
2010-11-18,15.300000190734863
2010-11-19,15.53499984741211
2010-11-22,15.375
2010-11-23,15.395000457763672
2010-11-24,15.414999961853027
2010-11-26,15.539999961853027
2010-11-29,15.515000343322754
2010-11-30,15.329999923706055
2010-12-01,15.670000076293945
2010-12-02,16.040000915527344
2010-12-03,16.139999389648438
2010-12-06,15.949999809265137
2010-12-07,16.114999771118164
2010-12-08,16.350000381469727
2010-12-09,16.344999313354492
2010-12-10,16.485000610351562
2010-12-13,16.4950008392334
2010-12-14,16.520000457763672
2010-12-15,16.31999969482422
2010-12-16,16.5
2010-12-17,16.44499969482422
2010-12-20,16.96500015258789
2010-12-21,16.93000030517578
2010-12-22,16.899999618530273
2010-12-23,16.90999984741211
2010-12-27,16.30500030517578
2010-12-28,16.18000030517578
2010-12-29,15.869999885559082
2010-12-30,16.03499984741211
2010-12-31,15.789999961853027
2011-01-03,15.350000381469727
2011-01-04,14.880000114440918
2011-01-05,14.75
2011-01-06,14.550000190734863
2011-01-07,14.520000457763672
2011-01-10,14.484999656677246
2011-01-11,14.529999732971191
2011-01-12,14.545000076293945
2011-01-13,14.489999771118164
2011-01-14,14.484999656677246
2011-01-18,14.364999771118164
2011-01-19,14.145000457763672
2011-01-20,14.09000015258789
2011-01-21,14.28499984741211
2011-01-24,14.295000076293945
2011-01-25,14.329999923706055
2011-01-26,14.444999694824219
2011-01-27,14.640000343322754
2011-01-28,14.204999923706055
2011-01-31,14.180000305175781
2011-02-01,14.234999656677246
2011-02-02,14.050000190734863
2011-02-03,14.114999771118164
2011-02-04,14.154999732971191
2011-02-07,14.274999618530273
2011-02-08,14.145000457763672
2011-02-09,14.149999618530273
2011-02-10,14.149999618530273
2011-02-11,14.1899995803833
2011-02-14,14.170000076293945
2011-02-15,14.079999923706055
2011-02-16,14.225000381469727
2011-02-17,14.244999885559082
2011-02-18,14.399999618530273
2011-02-22,14.375
2011-02-23,14.020000457763672
2011-02-24,14.010000228881836
2011-02-25,14.234999656677246
2011-02-28,14.4350004196167
2011-03-01,14.085000038146973
2011-03-02,13.994999885559082
2011-03-03,14.010000228881836
2011-03-04,14.0
2011-03-07,13.604999542236328
2011-03-08,13.779999732971191
2011-03-09,13.819999694824219
2011-03-10,13.835000038146973
2011-03-11,13.979999542236328
2011-03-14,13.904999732971191
2011-03-15,13.710000038146973
2011-03-16,13.720000267028809
2011-03-17,13.835000038146973
2011-03-18,13.835000038146973
2011-03-21,14.140000343322754
2011-03-22,14.130000114440918
2011-03-23,14.135000228881836
2011-03-24,13.795000076293945
2011-03-25,13.90999984741211
2011-03-28,14.984999656677246
2011-03-29,14.699999809265137
2011-03-30,14.585000038146973
2011-03-31,14.75
2011-04-01,14.670000076293945
2011-04-04,14.699999809265137
2011-04-05,14.710000038146973
2011-04-06,14.845000267028809
2011-04-07,14.725000381469727
2011-04-08,14.604999542236328
2011-04-11,14.600000381469727
2011-04-12,14.604999542236328
2011-04-13,14.385000228881836
2011-04-14,14.404999732971191
2011-04-15,14.470000267028809
2011-04-18,14.444999694824219
2011-04-19,14.444999694824219
2011-04-20,14.545000076293945
2011-04-21,14.744999885559082
2011-04-25,14.460000038146973
2011-04-26,14.555000305175781
2011-04-27,14.4350004196167
2011-04-28,14.414999961853027
2011-04-29,14.444999694824219
2011-05-02,14.270000457763672
2011-05-03,14.020000457763672
2011-05-04,13.975000381469727
2011-05-05,13.850000381469727
2011-05-06,13.880000114440918
2011-05-09,13.9350004196167
2011-05-10,14.03499984741211
2011-05-11,13.885000228881836
2011-05-12,14.130000114440918
2011-05-13,14.020000457763672
2011-05-16,14.045000076293945
2011-05-17,14.03499984741211
2011-05-18,14.109999656677246
2011-05-19,14.140000343322754
2011-05-20,14.149999618530273
2011-05-23,14.095000267028809
2011-05-24,14.09000015258789
2011-05-25,14.020000457763672
2011-05-26,14.279999732971191
2011-05-27,14.46500015258789
2011-05-31,14.904999732971191
2011-06-01,14.9350004196167
2011-06-02,14.420000076293945
2011-06-03,14.170000076293945
2011-06-06,14.055000305175781
2011-06-07,14.015000343322754
2011-06-08,14.305000305175781
2011-06-09,14.324999809265137
2011-06-10,14.069999694824219
2011-06-13,14.239999771118164
2011-06-14,14.385000228881836
2011-06-15,14.46500015258789
2011-06-16,14.675000190734863
2011-06-17,14.960000038146973
2011-06-20,15.0600004196167
2011-06-21,14.979999542236328
2011-06-22,15.010000228881836
2011-06-23,15.024999618530273
2011-06-24,15.180000305175781
2011-06-27,15.510000228881836
2011-06-28,15.630000114440918
2011-06-29,15.795000076293945
2011-06-30,15.979999542236328
2011-07-01,16.010000228881836
2011-07-05,16.239999771118164
2011-07-06,16.280000686645508
2011-07-07,16.299999237060547
2011-07-08,16.174999237060547
2011-07-11,16.040000915527344
2011-07-12,16.06999969482422
2011-07-13,16.100000381469727
2011-07-14,15.864999771118164
2011-07-15,16.155000686645508
2011-07-18,16.21500015258789
2011-07-19,16.68000030517578
2011-07-20,17.260000228881836
2011-07-21,17.780000686645508
2011-07-22,17.7549991607666
2011-07-25,17.7450008392334
2011-07-26,17.774999618530273
2011-07-27,17.375
2011-07-28,17.299999237060547
2011-07-29,16.905000686645508
2011-08-01,16.7450008392334
2011-08-02,16.399999618530273
2011-08-03,16.014999389648438
2011-08-04,15.5649995803833
2011-08-05,15.649999618530273
2011-08-08,15.6850004196167
2011-08-09,15.75
2011-08-10,15.069999694824219
2011-08-11,15.470000267028809
2011-08-12,15.489999771118164
2011-08-15,15.510000228881836
2011-08-16,15.420000076293945
2011-08-17,15.430000305175781
2011-08-18,14.9399995803833
2011-08-19,14.680000305175781
2011-08-22,14.640000343322754
2011-08-23,14.949999809265137
2011-08-24,15.154999732971191
2011-08-25,14.960000038146973
2011-08-26,15.100000381469727
2011-08-29,16.170000076293945
2011-08-30,16.290000915527344
2011-08-31,16.235000610351562
2011-09-01,16.0049991607666
2011-09-02,16.114999771118164
2011-09-06,16.024999618530273
2011-09-07,16.28499984741211
2011-09-08,16.43000030517578
2011-09-09,16.020000457763672
2011-09-12,16.15999984741211
2011-09-13,16.485000610351562
2011-09-14,16.44499969482422
2011-09-15,16.65999984741211
2011-09-16,16.649999618530273
2011-09-19,16.454999923706055
2011-09-20,16.014999389648438
2011-09-21,15.449999809265137
2011-09-22,15.154999732971191
2011-09-23,15.21500015258789
2011-09-26,15.09000015258789
2011-09-27,15.395000457763672
2011-09-28,15.404999732971191
2011-09-29,15.6850004196167
2011-09-30,15.71500015258789
2011-10-03,15.354999542236328
2011-10-04,15.920000076293945
2011-10-05,15.875
2011-10-06,16.014999389648438
2011-10-07,15.710000038146973
2011-10-10,16.020000457763672
2011-10-11,16.1200008392334
2011-10-12,16.165000915527344
2011-10-13,16.2450008392334
2011-10-14,16.325000762939453
2011-10-17,15.9399995803833
2011-10-18,16.264999389648438
2011-10-19,16.1200008392334
2011-10-20,16.3700008392334
2011-10-21,16.5
2011-10-24,16.665000915527344
2011-10-25,16.40999984741211
2011-10-26,16.46500015258789
2011-10-27,17.1299991607666
2011-10-28,16.889999389648438
2011-10-31,16.65999984741211
2011-11-01,16.28499984741211
2011-11-02,16.584999084472656
2011-11-03,16.920000076293945
2011-11-04,16.829999923706055
2011-11-07,16.8700008392334
2011-11-08,17.329999923706055
2011-11-09,16.790000915527344
2011-11-10,16.940000534057617
2011-11-11,17.145000457763672
2011-11-14,17.0049991607666
2011-11-15,17.125
2011-11-16,16.795000076293945
2011-11-17,16.69499969482422
2011-11-18,16.700000762939453
2011-11-21,16.510000228881836
2011-11-22,16.225000381469727
2011-11-23,15.774999618530273
2011-11-25,15.585000038146973
2011-11-28,16.049999237060547
2011-11-29,16.100000381469727
2011-11-30,16.93000030517578
2011-12-01,16.885000228881836
2011-12-02,17.010000228881836
2011-12-05,17.100000381469727
2011-12-06,17.114999771118164
2011-12-07,17.190000534057617
2011-12-08,16.985000610351562
2011-12-09,17.399999618530273
2011-12-12,17.190000534057617
2011-12-13,16.78499984741211
2011-12-14,16.55500030517578
2011-12-15,17.049999237060547
2011-12-16,16.90999984741211
2011-12-19,16.594999313354492
2011-12-20,17.045000076293945
2011-12-21,17.229999542236328
2011-12-22,17.19499969482422
2011-12-23,17.125
2011-12-27,17.885000228881836
2011-12-28,17.809999465942383
2011-12-29,18.290000915527344
2011-12-30,18.28499984741211
2012-01-03,18.479999542236328
2012-01-04,18.2549991607666
2012-01-05,18.350000381469727
2012-01-06,18.2450008392334
2012-01-09,18.485000610351562
2012-01-10,18.344999313354492
2012-01-11,18.030000686645508
2012-01-12,18.385000228881836
2012-01-13,18.334999084472656
2012-01-17,18.5
2012-01-18,18.475000381469727
2012-01-19,18.704999923706055
2012-01-20,18.915000915527344
2012-01-23,18.53499984741211
2012-01-24,18.5
2012-01-25,18.625
2012-01-26,18.854999542236328
2012-01-27,18.6299991607666
2012-01-30,18.584999084472656
2012-01-31,18.969999313354492
2012-02-01,19.475000381469727
2012-02-02,19.475000381469727
2012-02-03,19.6200008392334
2012-02-06,19.739999771118164
2012-02-07,19.764999389648438
2012-02-08,19.489999771118164
2012-02-09,19.200000762939453
2012-02-10,19.139999389648438
2012-02-13,19.315000534057617
2012-02-14,19.6200008392334
2012-02-15,19.55500030517578
2012-02-16,19.6299991607666
2012-02-17,19.584999084472656
2012-02-21,19.655000686645508
2012-02-22,19.514999389648438
2012-02-23,19.56999969482422
2012-02-24,19.55500030517578
2012-02-27,19.420000076293945
2012-02-28,19.239999771118164
2012-02-29,19.25
2012-03-01,19.739999771118164
2012-03-02,19.59000015258789
2012-03-05,19.645000457763672
2012-03-06,19.739999771118164
2012-03-07,19.975000381469727
2012-03-08,20.075000762939453
2012-03-09,20.46500015258789
2012-03-12,20.584999084472656
2012-03-13,21.045000076293945
2012-03-14,21.010000228881836
2012-03-15,20.899999618530273
2012-03-16,20.719999313354492
2012-03-19,20.71500015258789
2012-03-20,20.44499969482422
2012-03-21,20.424999237060547
2012-03-22,20.575000762939453
2012-03-23,20.975000381469727
2012-03-26,19.704999923706055
2012-03-27,20.399999618530273
2012-03-28,20.479999542236328
2012-03-29,19.520000457763672
2012-03-30,19.1299991607666
2012-04-02,19.475000381469727
2012-04-03,19.6299991607666
2012-04-04,19.375
2012-04-05,19.125
2012-04-09,18.684999465942383
2012-04-10,18.665000915527344
2012-04-11,18.71500015258789
2012-04-12,18.559999465942383
2012-04-13,18.299999237060547
2012-04-16,18.049999237060547
2012-04-17,17.950000762939453
2012-04-18,17.825000762939453
2012-04-19,17.549999237060547
2012-04-20,17.704999923706055
2012-04-23,17.28499984741211
2012-04-24,17.665000915527344
2012-04-25,17.924999237060547
2012-04-26,18.010000228881836
2012-04-27,18.200000762939453
2012-04-30,18.014999389648438
2012-05-01,18.104999542236328
2012-05-02,18.145000457763672
2012-05-03,18.155000686645508
2012-05-04,18.09000015258789
2012-05-07,18.165000915527344
2012-05-08,18.399999618530273
2012-05-09,18.3799991607666
2012-05-10,18.84000015258789
2012-05-11,18.989999771118164
2012-05-14,18.75
2012-05-15,18.84000015258789
2012-05-16,19.200000762939453
2012-05-17,19.045000076293945
2012-05-18,18.55500030517578
2012-05-21,18.514999389648438
2012-05-22,18.389999389648438
2012-05-23,18.229999542236328
2012-05-24,18.354999542236328
2012-05-25,18.2549991607666
2012-05-29,18.21500015258789
2012-05-30,17.81999969482422
2012-05-31,17.770000457763672
2012-06-01,17.420000076293945
2012-06-04,17.454999923706055
2012-06-05,17.520000457763672
2012-06-06,17.790000915527344
2012-06-07,18.0049991607666
2012-06-08,18.344999313354492
2012-06-11,18.44499969482422
2012-06-12,18.514999389648438
2012-06-13,18.579999923706055
2012-06-14,18.454999923706055
2012-06-15,18.385000228881836
2012-06-18,18.55500030517578
2012-06-19,19.165000915527344
2012-06-20,18.959999084472656
2012-06-21,18.575000762939453
2012-06-22,18.795000076293945
2012-06-25,18.8700008392334
2012-06-26,18.719999313354492
2012-06-27,19.045000076293945
2012-06-28,19.0049991607666
2012-06-29,19.549999237060547
2012-07-02,20.229999542236328
2012-07-03,20.315000534057617
2012-07-05,19.979999542236328
2012-07-06,19.825000762939453
2012-07-09,19.760000228881836
2012-07-10,19.350000381469727
2012-07-11,18.395000457763672
2012-07-12,18.524999618530273
2012-07-13,18.415000915527344
2012-07-16,18.139999389648438
2012-07-17,18.350000381469727
2012-07-18,18.170000076293945
2012-07-19,18.165000915527344
2012-07-20,17.815000534057617
2012-07-23,17.6200008392334
2012-07-24,17.6200008392334
2012-07-25,17.78499984741211
2012-07-26,17.975000381469727
2012-07-27,18.239999771118164
2012-07-30,18.954999923706055
2012-07-31,18.864999771118164
2012-08-01,18.780000686645508
2012-08-02,19.145000457763672
2012-08-03,19.440000534057617
2012-08-06,19.524999618530273
2012-08-07,19.405000686645508
2012-08-08,19.229999542236328
2012-08-09,19.18000030517578
2012-08-10,19.084999084472656
2012-08-13,19.15999984741211
2012-08-14,19.049999237060547
2012-08-15,19.315000534057617
2012-08-16,19.389999389648438
2012-08-17,19.479999542236328
2012-08-20,19.684999465942383
2012-08-21,19.604999542236328
2012-08-22,19.549999237060547
2012-08-23,19.469999313354492
2012-08-24,19.670000076293945
2012-08-27,20.290000915527344
2012-08-28,19.950000762939453
2012-08-29,20.165000915527344
2012-08-30,20.1299991607666
2012-08-31,20.09000015258789
2012-09-04,20.18000030517578
2012-09-05,20.020000457763672
2012-09-06,20.520000457763672
