,CALM
2001-07-02,1.1749999523162842
2001-07-03,1.1749999523162842
2001-07-05,1.162500023841858
2001-07-06,1.162500023841858
2001-07-09,1.1375000476837158
2001-07-10,1.1375000476837158
2001-07-11,1.125
2001-07-12,1.0750000476837158
2001-07-13,1.0750000476837158
2001-07-16,1.0499999523162842
2001-07-17,1.0499999523162842
2001-07-18,1.0625
2001-07-19,0.9800000190734863
2001-07-20,0.9750000238418579
2001-07-23,0.9125000238418579
2001-07-24,0.8999999761581421
2001-07-25,0.8374999761581421
2001-07-26,0.8374999761581421
2001-07-27,0.8374999761581421
2001-07-30,0.949999988079071
2001-07-31,0.925000011920929
2001-08-01,0.9375
2001-08-02,0.9375
2001-08-03,0.9375
2001-08-06,0.875
2001-08-07,0.875
2001-08-08,0.875
2001-08-09,0.9350000023841858
2001-08-10,1.0
2001-08-13,1.034999966621399
2001-08-14,1.024999976158142
2001-08-15,1.0625
2001-08-16,1.0625
2001-08-17,1.0225000381469727
2001-08-20,1.0475000143051147
2001-08-21,1.0499999523162842
2001-08-22,1.024999976158142
2001-08-23,1.024999976158142
2001-08-24,1.0125000476837158
2001-08-27,1.0199999809265137
2001-08-28,1.0
2001-08-29,0.9975000023841858
2001-08-30,0.9375
2001-08-31,0.9375
2001-09-04,0.9850000143051147
2001-09-05,0.9750000238418579
2001-09-06,0.9750000238418579
2001-09-07,0.9925000071525574
2001-09-10,0.987500011920929
2001-09-17,1.0625
2001-09-18,1.0700000524520874
2001-09-19,1.034999966621399
2001-09-20,1.0199999809265137
2001-09-21,1.0
2001-09-24,1.037500023841858
2001-09-25,1.0750000476837158
2001-09-26,1.0125000476837158
2001-09-27,1.027500033378601
2001-09-28,1.037500023841858
2001-10-01,1.0125000476837158
2001-10-02,1.024999976158142
2001-10-03,1.0125000476837158
2001-10-04,1.0
2001-10-05,1.0099999904632568
2001-10-08,1.065000057220459
2001-10-09,1.0125000476837158
2001-10-10,1.0125000476837158
2001-10-11,1.002500057220459
2001-10-12,1.002500057220459
2001-10-15,1.002500057220459
2001-10-16,1.037500023841858
2001-10-17,1.0
2001-10-18,1.024999976158142
2001-10-19,1.0
2001-10-22,1.0
2001-10-23,1.037500023841858
2001-10-24,1.0175000429153442
2001-10-25,1.0199999809265137
2001-10-26,1.0199999809265137
2001-10-29,0.987500011920929
2001-10-30,1.0
2001-10-31,1.0149999856948853
2001-11-01,0.987500011920929
2001-11-02,1.0
2001-11-05,1.0724999904632568
2001-11-06,1.0125000476837158
2001-11-07,1.0125000476837158
2001-11-08,1.0299999713897705
2001-11-09,1.024999976158142
2001-11-12,1.0125000476837158
2001-11-13,1.0175000429153442
2001-11-14,1.0
2001-11-15,1.0125000476837158
2001-11-16,0.949999988079071
2001-11-19,0.9474999904632568
2001-11-20,0.9800000190734863
2001-11-21,0.9375
2001-11-23,0.9375
2001-11-26,0.9700000286102295
2001-11-27,0.9375
2001-11-28,0.8899999856948853
2001-11-29,0.9125000238418579
2001-11-30,0.9375
2001-12-03,0.925000011920929
2001-12-04,0.862500011920929
2001-12-05,0.8999999761581421
2001-12-06,0.862500011920929
2001-12-07,0.875
2001-12-10,0.8374999761581421
2001-12-11,0.8374999761581421
2001-12-12,0.8600000143051147
2001-12-13,0.8125
2001-12-14,0.7799999713897705
2001-12-17,0.7749999761581421
2001-12-18,0.7749999761581421
2001-12-19,0.7549999952316284
2001-12-20,0.7925000190734863
2001-12-21,0.7549999952316284
2001-12-24,0.7599999904632568
2001-12-26,0.7250000238418579
2001-12-27,0.8100000023841858
2001-12-28,0.9200000166893005
2001-12-31,0.9049999713897705
2002-01-02,0.9075000286102295
2002-01-03,0.9200000166893005
2002-01-04,0.9275000095367432
2002-01-07,0.925000011920929
2002-01-08,0.9150000214576721
2002-01-09,0.9549999833106995
2002-01-10,0.9325000047683716
2002-01-11,0.9375
2002-01-14,0.8999999761581421
2002-01-15,0.8799999952316284
2002-01-16,0.9125000238418579
2002-01-17,0.8949999809265137
2002-01-18,0.9649999737739563
2002-01-22,0.9375
2002-01-23,0.9125000238418579
2002-01-24,0.8999999761581421
2002-01-25,0.8999999761581421
2002-01-28,0.8924999833106995
2002-01-29,0.7450000047683716
2002-01-30,0.8125
2002-01-31,0.800000011920929
2002-02-01,0.800000011920929
2002-02-04,0.7875000238418579
2002-02-05,0.7875000238418579
2002-02-06,0.8125
2002-02-07,0.7749999761581421
2002-02-08,0.7774999737739563
2002-02-11,0.8125
2002-02-12,0.8125
2002-02-13,0.7950000166893005
2002-02-14,0.7875000238418579
2002-02-15,0.7749999761581421
2002-02-19,0.7724999785423279
2002-02-20,0.7574999928474426
2002-02-21,0.7699999809265137
2002-02-22,0.762499988079071
2002-02-25,0.762499988079071
2002-02-26,0.7649999856948853
2002-02-27,0.800000011920929
2002-02-28,0.7875000238418579
2002-03-01,0.800000011920929
2002-03-04,0.7749999761581421
2002-03-05,0.7774999737739563
2002-03-06,0.7774999737739563
2002-03-07,0.8025000095367432
2002-03-08,0.8075000047683716
2002-03-11,0.8125
2002-03-12,0.800000011920929
2002-03-13,0.824999988079071
2002-03-14,0.824999988079071
2002-03-15,0.8450000286102295
2002-03-18,0.8450000286102295
2002-03-19,0.8999999761581421
2002-03-20,0.862500011920929
2002-03-21,0.9075000286102295
2002-03-22,0.8999999761581421
2002-03-25,0.925000011920929
2002-03-26,0.9375
2002-03-27,0.8999999761581421
2002-03-28,0.9024999737739563
2002-04-01,0.9024999737739563
2002-04-02,0.887499988079071
2002-04-03,0.8849999904632568
2002-04-04,0.8999999761581421
2002-04-05,0.949999988079071
2002-04-08,0.9024999737739563
2002-04-09,0.887499988079071
2002-04-10,0.9125000238418579
2002-04-11,0.9125000238418579
2002-04-12,0.9275000095367432
2002-04-15,0.8999999761581421
2002-04-16,0.9125000238418579
2002-04-17,0.9549999833106995
2002-04-18,0.949999988079071
2002-04-19,0.949999988079071
2002-04-22,0.949999988079071
2002-04-23,0.949999988079071
2002-04-24,0.949999988079071
2002-04-25,0.9800000190734863
2002-04-26,0.9800000190734863
2002-04-29,1.0
2002-04-30,1.0
2002-05-01,1.0
2002-05-02,0.9850000143051147
2002-05-03,0.9725000262260437
2002-05-06,0.925000011920929
2002-05-07,0.875
2002-05-08,0.8999999761581421
2002-05-09,0.8999999761581421
2002-05-10,0.8999999761581421
2002-05-13,0.8999999761581421
2002-05-14,0.8600000143051147
2002-05-15,0.862500011920929
2002-05-16,0.8149999976158142
2002-05-17,0.737500011920929
2002-05-20,0.8500000238418579
2002-05-21,0.824999988079071
2002-05-22,0.7749999761581421
2002-05-23,0.800000011920929
2002-05-24,0.8125
2002-05-28,0.7925000190734863
2002-05-29,0.7825000286102295
2002-05-30,0.8500000238418579
2002-05-31,0.8974999785423279
2002-06-03,0.875
2002-06-04,0.8600000143051147
2002-06-05,0.8374999761581421
2002-06-06,0.8399999737739563
2002-06-07,0.8174999952316284
2002-06-10,0.8174999952316284
2002-06-11,0.8174999952316284
2002-06-12,0.8550000190734863
2002-06-13,0.8174999952316284
2002-06-14,0.8899999856948853
2002-06-17,0.9150000214576721
2002-06-18,0.9399999976158142
2002-06-19,0.949999988079071
2002-06-20,1.090000033378601
2002-06-21,0.9950000047683716
2002-06-24,0.9950000047683716
2002-06-25,1.0125000476837158
2002-06-26,0.9775000214576721
2002-06-27,0.9975000023841858
2002-06-28,0.9200000166893005
2002-07-01,0.9075000286102295
2002-07-02,0.9225000143051147
2002-07-03,0.9200000166893005
2002-07-05,0.9200000166893005
2002-07-08,0.9350000023841858
2002-07-09,0.925000011920929
2002-07-10,0.9624999761581421
2002-07-11,0.9624999761581421
2002-07-12,0.9750000238418579
2002-07-15,0.9750000238418579
2002-07-16,0.9775000214576721
2002-07-17,0.9950000047683716
2002-07-18,1.0125000476837158
2002-07-19,1.0149999856948853
2002-07-22,1.0149999856948853
2002-07-23,1.0149999856948853
2002-07-24,0.987500011920929
2002-07-25,0.987500011920929
2002-07-26,1.0
2002-07-29,1.0099999904632568
2002-07-30,1.0125000476837158
2002-07-31,1.0199999809265137
2002-08-01,1.0199999809265137
2002-08-02,1.024999976158142
2002-08-05,1.0125000476837158
2002-08-06,1.0125000476837158
2002-08-07,1.0
2002-08-08,0.925000011920929
2002-08-09,0.9474999904632568
2002-08-12,0.9649999737739563
2002-08-13,0.9649999737739563
2002-08-14,0.9700000286102295
2002-08-15,0.9700000286102295
2002-08-16,0.9574999809265137
2002-08-19,0.949999988079071
2002-08-20,0.9624999761581421
2002-08-21,0.949999988079071
2002-08-22,0.9624999761581421
2002-08-23,0.9449999928474426
2002-08-26,0.9549999833106995
2002-08-27,0.9474999904632568
2002-08-28,0.9474999904632568
2002-08-29,0.9474999904632568
2002-08-30,0.9474999904632568
2002-09-03,0.9474999904632568
2002-09-04,0.9375
2002-09-05,0.8999999761581421
2002-09-06,0.8550000190734863
2002-09-09,0.8774999976158142
2002-09-10,0.8550000190734863
2002-09-11,0.8500000238418579
2002-09-12,0.8374999761581421
2002-09-13,0.8374999761581421
2002-09-16,0.8500000238418579
2002-09-17,0.8500000238418579
2002-09-18,0.8500000238418579
2002-09-19,0.8550000190734863
2002-09-20,0.8500000238418579
2002-09-23,0.8399999737739563
2002-09-24,0.8500000238418579
2002-09-25,0.8500000238418579
2002-09-26,0.8525000214576721
2002-09-27,0.8525000214576721
2002-09-30,0.9100000262260437
2002-10-01,0.9125000238418579
2002-10-02,0.8999999761581421
2002-10-03,0.9325000047683716
2002-10-04,0.9375
2002-10-07,0.9350000023841858
2002-10-08,0.949999988079071
2002-10-09,0.925000011920929
2002-10-10,0.8974999785423279
2002-10-11,0.8974999785423279
2002-10-14,0.9350000023841858
2002-10-15,0.925000011920929
2002-10-16,0.8725000023841858
2002-10-17,0.8424999713897705
2002-10-18,0.875
2002-10-21,0.8525000214576721
2002-10-22,0.8500000238418579
2002-10-23,0.8500000238418579
2002-10-24,0.862500011920929
2002-10-25,0.875
2002-10-28,0.8500000238418579
2002-10-29,0.8224999904632568
2002-10-30,0.7975000143051147
2002-10-31,0.800000011920929
2002-11-01,0.800000011920929
2002-11-04,0.8224999904632568
2002-11-05,0.800000011920929
2002-11-06,0.7875000238418579
2002-11-07,0.7875000238418579
2002-11-08,0.7875000238418579
2002-11-11,0.824999988079071
2002-11-12,0.7799999713897705
2002-11-13,0.7799999713897705
2002-11-14,0.7900000214576721
2002-11-15,0.762499988079071
2002-11-18,0.7599999904632568
2002-11-19,0.7975000143051147
2002-11-20,0.7724999785423279
2002-11-21,0.7749999761581421
2002-11-22,0.7900000214576721
2002-11-25,0.7749999761581421
2002-11-26,0.7749999761581421
2002-11-27,0.6974999904632568
2002-11-29,0.7250000238418579
2002-12-02,0.7925000190734863
2002-12-03,0.8050000071525574
2002-12-04,0.8575000166893005
2002-12-05,0.8774999976158142
2002-12-06,0.8650000095367432
2002-12-09,0.8675000071525574
2002-12-10,0.8374999761581421
2002-12-11,0.8600000143051147
2002-12-12,0.8600000143051147
2002-12-13,0.8550000190734863
2002-12-16,0.8550000190734863
2002-12-17,0.9350000023841858
2002-12-18,0.9125000238418579
2002-12-19,0.8999999761581421
2002-12-20,0.8999999761581421
2002-12-23,0.887499988079071
2002-12-24,0.875
2002-12-26,0.8500000238418579
2002-12-27,0.8725000023841858
2002-12-30,0.8899999856948853
2002-12-31,0.887499988079071
2003-01-02,0.875
2003-01-03,0.9150000214576721
2003-01-06,0.9275000095367432
2003-01-07,0.8974999785423279
2003-01-08,0.8899999856948853
2003-01-09,0.8824999928474426
2003-01-10,0.875
2003-01-13,0.9100000262260437
2003-01-14,0.925000011920929
2003-01-15,0.8999999761581421
2003-01-16,0.9049999713897705
2003-01-17,1.0449999570846558
2003-01-21,1.0325000286102295
2003-01-22,1.0225000381469727
2003-01-23,1.024999976158142
2003-01-24,1.0
2003-01-27,0.9649999737739563
2003-01-28,0.9474999904632568
2003-01-29,0.9399999976158142
2003-01-30,0.925000011920929
2003-01-31,0.925000011920929
2003-02-03,0.9300000071525574
2003-02-04,0.8974999785423279
2003-02-05,0.862500011920929
2003-02-06,0.8575000166893005
2003-02-07,0.8650000095367432
2003-02-10,0.862500011920929
2003-02-11,0.8725000023841858
2003-02-12,0.8774999976158142
2003-02-13,0.8799999952316284
2003-02-14,0.9024999737739563
2003-02-18,0.9350000023841858
2003-02-19,0.9375
2003-02-20,0.9375
2003-02-21,0.9375
2003-02-24,0.9399999976158142
2003-02-25,0.9424999952316284
2003-02-26,0.9424999952316284
2003-02-27,0.9449999928474426
2003-02-28,0.9449999928474426
2003-03-03,0.949999988079071
2003-03-04,0.9024999737739563
2003-03-05,0.9100000262260437
2003-03-06,0.9125000238418579
2003-03-07,0.887499988079071
2003-03-10,0.9100000262260437
2003-03-11,0.8774999976158142
2003-03-12,0.8774999976158142
2003-03-13,0.8774999976158142
2003-03-14,0.8774999976158142
2003-03-17,0.8174999952316284
2003-03-18,0.8399999737739563
2003-03-19,0.875
2003-03-20,0.875
2003-03-21,0.9125000238418579
2003-03-24,0.9125000238418579
2003-03-25,0.875
2003-03-26,0.8500000238418579
2003-03-27,0.8324999809265137
2003-03-28,0.9300000071525574
2003-03-31,0.9449999928474426
2003-04-01,0.9624999761581421
2003-04-02,0.9750000238418579
2003-04-03,0.9549999833106995
2003-04-04,0.9549999833106995
2003-04-07,0.9399999976158142
2003-04-08,0.9474999904632568
2003-04-09,0.925000011920929
2003-04-10,0.9275000095367432
2003-04-11,0.9275000095367432
2003-04-14,0.9275000095367432
2003-04-15,0.9275000095367432
2003-04-16,0.9375
2003-04-17,0.9624999761581421
2003-04-21,0.949999988079071
2003-04-22,0.9624999761581421
2003-04-23,1.0149999856948853
2003-04-24,1.0199999809265137
2003-04-25,1.0199999809265137
2003-04-28,1.0199999809265137
2003-04-29,1.037500023841858
2003-04-30,1.037500023841858
2003-05-01,1.0625
2003-05-02,1.125
2003-05-05,1.2074999809265137
2003-05-06,1.2549999952316284
2003-05-07,1.2699999809265137
2003-05-08,1.2799999713897705
2003-05-09,1.2899999618530273
2003-05-12,1.337499976158142
2003-05-13,1.315000057220459
2003-05-14,1.337499976158142
2003-05-15,1.3674999475479126
2003-05-16,1.3975000381469727
2003-05-19,1.3524999618530273
2003-05-20,1.3650000095367432
2003-05-21,1.3250000476837158
2003-05-22,1.3049999475479126
2003-05-23,1.2575000524520874
2003-05-27,1.315000057220459
2003-05-28,1.2925000190734863
2003-05-29,1.3125
2003-05-30,1.309999942779541
2003-06-02,1.3224999904632568
2003-06-03,1.3250000476837158
2003-06-04,1.375
2003-06-05,1.372499942779541
2003-06-06,1.3674999475479126
2003-06-09,1.3624999523162842
2003-06-10,1.3650000095367432
2003-06-11,1.375
2003-06-12,1.3624999523162842
2003-06-13,1.3624999523162842
2003-06-16,1.372499942779541
2003-06-17,1.3524999618530273
2003-06-18,1.350000023841858
2003-06-19,1.3324999809265137
2003-06-20,1.315000057220459
2003-06-23,1.3075000047683716
2003-06-24,1.3125
2003-06-25,1.3300000429153442
2003-06-26,1.3125
2003-06-27,1.337499976158142
2003-06-30,1.350000023841858
2003-07-01,1.350000023841858
2003-07-02,1.375
2003-07-03,1.375
2003-07-07,1.2999999523162842
2003-07-08,1.3600000143051147
2003-07-09,1.350000023841858
2003-07-10,1.3975000381469727
2003-07-11,1.3799999952316284
2003-07-14,1.5
2003-07-15,1.5449999570846558
2003-07-16,1.597499966621399
2003-07-17,1.5724999904632568
2003-07-18,1.5499999523162842
2003-07-21,1.5499999523162842
2003-07-22,1.5750000476837158
2003-07-23,1.565000057220459
2003-07-24,1.5625
2003-07-25,1.6349999904632568
2003-07-28,1.625
2003-07-29,1.6699999570846558
2003-07-30,1.6449999809265137
2003-07-31,1.6150000095367432
2003-08-01,1.600000023841858
2003-08-04,1.597499966621399
2003-08-05,1.6024999618530273
2003-08-06,1.6100000143051147
2003-08-07,1.625
2003-08-08,1.662500023841858
2003-08-11,1.6974999904632568
2003-08-12,1.715000033378601
2003-08-13,1.7374999523162842
2003-08-14,1.7625000476837158
2003-08-15,1.8899999856948853
2003-08-18,1.787500023841858
2003-08-19,1.8025000095367432
2003-08-20,1.8125
2003-08-21,1.7949999570846558
2003-08-22,1.809999942779541
2003-08-25,1.7899999618530273
2003-08-26,1.784999966621399
2003-08-27,1.7975000143051147
2003-08-28,1.7975000143051147
2003-08-29,1.7999999523162842
2003-09-02,1.7999999523162842
2003-09-03,1.7899999618530273
2003-09-04,1.7899999618530273
2003-09-05,1.7975000143051147
2003-09-08,1.7949999570846558
2003-09-09,1.8025000095367432
2003-09-10,1.8025000095367432
2003-09-11,1.7925000190734863
2003-09-12,1.7899999618530273
2003-09-15,1.7899999618530273
2003-09-16,1.7899999618530273
2003-09-17,1.787500023841858
2003-09-18,1.809999942779541
2003-09-19,1.8125
2003-09-22,1.8200000524520874
2003-09-23,1.7999999523162842
2003-09-24,1.7975000143051147
2003-09-25,1.8025000095367432
2003-09-26,1.7925000190734863
2003-09-29,1.9275000095367432
2003-09-30,1.877500057220459
2003-10-01,1.847499966621399
2003-10-02,1.8049999475479126
2003-10-03,1.8300000429153442
2003-10-06,1.8125
2003-10-07,1.875
2003-10-08,1.9075000286102295
2003-10-09,1.877500057220459
2003-10-10,1.9325000047683716
2003-10-13,1.962499976158142
2003-10-14,1.9524999856948853
2003-10-15,2.0374999046325684
2003-10-16,2.125
2003-10-17,2.1449999809265137
2003-10-20,2.119999885559082
2003-10-21,2.0999999046325684
2003-10-22,2.0899999141693115
2003-10-23,2.125
2003-10-24,2.182499885559082
2003-10-27,2.1549999713897705
2003-10-28,2.172499895095825
2003-10-29,2.4549999237060547
2003-10-30,2.3324999809265137
2003-10-31,2.3450000286102295
2003-11-03,2.390000104904175
2003-11-04,2.365000009536743
2003-11-05,2.4649999141693115
2003-11-06,2.75
2003-11-07,3.307499885559082
2003-11-10,4.0
2003-11-11,3.6424999237060547
2003-11-12,3.6649999618530273
2003-11-13,4.257500171661377
2003-11-14,4.422500133514404
2003-11-17,4.730000019073486
2003-11-18,4.730000019073486
2003-11-19,4.835000038146973
2003-11-20,4.449999809265137
2003-11-21,4.497499942779541
2003-11-24,4.472499847412109
2003-11-25,4.59499979019165
2003-11-26,4.772500038146973
2003-11-28,5.275000095367432
2003-12-01,5.934999942779541
2003-12-02,6.070000171661377
2003-12-03,5.857500076293945
2003-12-04,5.997499942779541
2003-12-05,6.707499980926514
2003-12-08,7.349999904632568
2003-12-09,7.190000057220459
2003-12-10,6.9375
2003-12-11,7.224999904632568
2003-12-12,7.449999809265137
2003-12-15,8.015000343322754
2003-12-16,7.987500190734863
2003-12-17,7.724999904632568
2003-12-18,7.482500076293945
2003-12-19,8.345000267028809
2003-12-22,7.489999771118164
2003-12-23,7.974999904632568
2003-12-24,8.782500267028809
2003-12-26,9.704999923706055
2003-12-29,10.897500038146973
2003-12-30,9.729999542236328
2003-12-31,9.177499771118164
2004-01-02,8.15999984741211
2004-01-05,8.104999542236328
2004-01-06,8.6225004196167
2004-01-07,8.100000381469727
2004-01-08,7.5
2004-01-09,7.5
2004-01-12,7.662499904632568
2004-01-13,7.862500190734863
2004-01-14,8.265000343322754
2004-01-15,7.875
2004-01-16,7.987500190734863
2004-01-20,8.012499809265137
2004-01-21,7.987500190734863
2004-01-22,7.902500152587891
2004-01-23,7.947500228881836
2004-01-26,9.100000381469727
2004-01-27,9.039999961853027
2004-01-28,8.75
2004-01-29,8.539999961853027
2004-01-30,8.609999656677246
2004-02-02,9.2475004196167
2004-02-03,9.130000114440918
2004-02-04,9.212499618530273
2004-02-05,9.132499694824219
2004-02-06,9.449999809265137
2004-02-09,9.220000267028809
2004-02-10,8.774999618530273
2004-02-11,8.987500190734863
2004-02-12,8.887499809265137
2004-02-13,9.3125
2004-02-17,10.845000267028809
2004-02-18,9.8774995803833
2004-02-19,9.692500114440918
2004-02-20,9.835000038146973
2004-02-23,9.322500228881836
2004-02-24,9.032500267028809
2004-02-25,9.032500267028809
2004-02-26,9.462499618530273
2004-02-27,9.369999885559082
2004-03-01,9.4975004196167
2004-03-02,9.649999618530273
2004-03-03,9.5024995803833
2004-03-04,9.420000076293945
2004-03-05,9.300000190734863
2004-03-08,9.199999809265137
2004-03-09,9.239999771118164
2004-03-10,9.295000076293945
2004-03-11,9.207500457763672
2004-03-12,9.162500381469727
2004-03-15,9.412500381469727
2004-03-16,9.637499809265137
2004-03-17,9.8100004196167
2004-03-18,9.717499732971191
2004-03-19,9.75
2004-03-22,10.125
2004-03-23,9.529999732971191
2004-03-24,9.645000457763672
2004-03-25,9.827500343322754
2004-03-26,10.012499809265137
2004-03-29,9.149999618530273
2004-03-30,9.442500114440918
2004-03-31,8.899999618530273
2004-04-01,8.239999771118164
2004-04-02,8.375
2004-04-05,8.699999809265137
2004-04-06,8.710000038146973
2004-04-07,8.447500228881836
2004-04-08,8.375
2004-04-12,8.300000190734863
2004-04-13,7.53000020980835
2004-04-14,7.695000171661377
2004-04-15,7.662499904632568
2004-04-16,7.662499904632568
2004-04-19,8.404999732971191
2004-04-20,7.752500057220459
2004-04-21,6.945000171661377
2004-04-22,7.222499847412109
2004-04-23,7.15500020980835
2004-04-26,6.960000038146973
2004-04-27,7.03000020980835
2004-04-28,6.605000019073486
2004-04-29,5.960000038146973
2004-04-30,5.519999980926514
2004-05-03,5.809999942779541
2004-05-04,5.454999923706055
2004-05-05,5.909999847412109
2004-05-06,5.925000190734863
2004-05-07,5.840000152587891
2004-05-10,5.590000152587891
2004-05-11,5.664999961853027
2004-05-12,5.835000038146973
2004-05-13,5.65500020980835
2004-05-14,5.494999885559082
2004-05-17,5.5
2004-05-18,5.525000095367432
2004-05-19,5.875
2004-05-20,5.90500020980835
2004-05-21,6.230000019073486
2004-05-24,6.5
2004-05-25,6.800000190734863
2004-05-26,6.900000095367432
2004-05-27,6.875
2004-05-28,6.900000095367432
2004-06-01,7.21999979019165
2004-06-02,7.135000228881836
2004-06-03,6.989999771118164
2004-06-04,6.550000190734863
2004-06-07,6.474999904632568
2004-06-08,6.400000095367432
2004-06-09,6.425000190734863
2004-06-10,6.46999979019165
2004-06-14,6.494999885559082
2004-06-15,6.514999866485596
2004-06-16,6.53000020980835
2004-06-17,6.5
2004-06-18,7.090000152587891
2004-06-21,7.065000057220459
2004-06-22,7.230000019073486
2004-06-23,7.485000133514404
2004-06-24,7.255000114440918
2004-06-25,7.289999961853027
2004-06-28,6.96999979019165
2004-06-29,6.960000038146973
2004-06-30,7.0
2004-07-01,6.855000019073486
2004-07-02,6.78000020980835
2004-07-06,7.545000076293945
2004-07-07,7.625
2004-07-08,7.244999885559082
2004-07-09,7.045000076293945
2004-07-12,7.809999942779541
2004-07-13,7.315000057220459
2004-07-14,7.139999866485596
2004-07-15,6.965000152587891
2004-07-16,6.704999923706055
2004-07-19,5.885000228881836
2004-07-20,6.025000095367432
2004-07-21,5.75
2004-07-22,5.574999809265137
2004-07-23,5.474999904632568
2004-07-26,5.465000152587891
2004-07-27,5.664999961853027
2004-07-28,5.599999904632568
2004-07-29,5.5
2004-07-30,5.925000190734863
2004-08-02,5.755000114440918
2004-08-03,6.079999923706055
2004-08-04,6.050000190734863
2004-08-05,5.75
2004-08-06,5.75
2004-08-09,5.545000076293945
2004-08-10,5.25
2004-08-11,5.324999809265137
2004-08-12,5.195000171661377
2004-08-13,5.099999904632568
2004-08-16,5.179999828338623
2004-08-17,5.525000095367432
2004-08-18,5.704999923706055
2004-08-19,5.704999923706055
2004-08-20,5.659999847412109
2004-08-23,5.505000114440918
2004-08-24,5.309999942779541
2004-08-25,5.360000133514404
2004-08-26,5.449999809265137
2004-08-27,5.550000190734863
2004-08-30,5.420000076293945
2004-08-31,5.409999847412109
2004-09-01,5.349999904632568
2004-09-02,5.375
2004-09-03,5.284999847412109
2004-09-07,5.349999904632568
2004-09-08,5.324999809265137
2004-09-09,5.300000190734863
2004-09-10,5.295000076293945
2004-09-13,5.614999771118164
2004-09-14,6.324999809265137
2004-09-15,6.074999809265137
2004-09-16,6.125
2004-09-17,6.244999885559082
2004-09-20,6.139999866485596
2004-09-21,6.119999885559082
2004-09-22,5.815000057220459
2004-09-23,5.855000019073486
2004-09-24,6.025000095367432
2004-09-27,5.465000152587891
2004-09-28,5.505000114440918
2004-09-29,5.559999942779541
2004-09-30,5.485000133514404
2004-10-01,5.485000133514404
2004-10-04,5.579999923706055
2004-10-05,5.489999771118164
2004-10-06,5.409999847412109
2004-10-07,5.394999980926514
2004-10-08,5.360000133514404
2004-10-11,5.230000019073486
2004-10-12,5.230000019073486
2004-10-13,5.25
2004-10-14,5.239999771118164
2004-10-15,5.195000171661377
2004-10-18,5.284999847412109
2004-10-19,5.554999828338623
2004-10-20,5.599999904632568
2004-10-21,5.510000228881836
2004-10-22,5.340000152587891
2004-10-25,5.260000228881836
2004-10-26,5.099999904632568
2004-10-27,5.125
2004-10-28,5.144999980926514
2004-10-29,5.105000019073486
2004-11-01,5.054999828338623
2004-11-02,5.244999885559082
2004-11-03,5.074999809265137
2004-11-04,5.079999923706055
2004-11-05,4.994999885559082
2004-11-08,5.815000057220459
2004-11-09,5.914999961853027
2004-11-10,5.929999828338623
2004-11-11,6.625
2004-11-12,6.400000095367432
2004-11-15,6.375
2004-11-16,6.159999847412109
2004-11-17,6.635000228881836
2004-11-18,6.704999923706055
2004-11-19,6.574999809265137
2004-11-22,6.699999809265137
2004-11-23,6.619999885559082
2004-11-24,6.554999828338623
2004-11-26,6.690000057220459
2004-11-29,6.690000057220459
2004-11-30,6.614999771118164
2004-12-01,6.485000133514404
2004-12-02,6.275000095367432
2004-12-03,6.179999828338623
2004-12-06,6.394999980926514
2004-12-07,6.25
2004-12-08,6.195000171661377
2004-12-09,6.215000152587891
2004-12-10,6.349999904632568
2004-12-13,6.199999809265137
2004-12-14,6.244999885559082
2004-12-15,6.255000114440918
2004-12-16,7.144999980926514
2004-12-17,7.014999866485596
2004-12-20,6.775000095367432
2004-12-21,6.885000228881836
2004-12-22,7.335000038146973
2004-12-23,6.96999979019165
2004-12-27,6.15500020980835
2004-12-28,6.054999828338623
2004-12-29,6.164999961853027
2004-12-30,6.239999771118164
2004-12-31,6.045000076293945
2005-01-03,5.994999885559082
2005-01-04,5.5
2005-01-05,5.335000038146973
2005-01-06,5.389999866485596
2005-01-07,5.494999885559082
2005-01-10,5.534999847412109
2005-01-11,5.34499979019165
2005-01-12,5.34499979019165
2005-01-13,5.429999828338623
2005-01-14,5.755000114440918
2005-01-18,5.599999904632568
2005-01-19,5.739999771118164
2005-01-20,5.744999885559082
2005-01-21,5.889999866485596
2005-01-24,5.829999923706055
2005-01-25,5.690000057220459
2005-01-26,5.699999809265137
2005-01-27,6.159999847412109
2005-01-28,6.0
2005-01-31,5.869999885559082
2005-02-01,6.03000020980835
2005-02-02,5.875
2005-02-03,5.699999809265137
2005-02-04,5.650000095367432
2005-02-07,5.449999809265137
2005-02-08,5.199999809265137
2005-02-09,5.144999980926514
2005-02-10,5.099999904632568
2005-02-11,5.230000019073486
2005-02-14,5.139999866485596
2005-02-15,5.125
2005-02-16,5.085000038146973
2005-02-17,5.065000057220459
2005-02-18,4.989999771118164
2005-02-22,4.699999809265137
2005-02-23,4.75
2005-02-24,4.75
2005-02-25,4.940000057220459
2005-02-28,4.860000133514404
2005-03-01,5.070000171661377
2005-03-02,5.110000133514404
2005-03-03,4.96999979019165
2005-03-04,4.894999980926514
2005-03-07,4.800000190734863
2005-03-08,4.84499979019165
2005-03-09,4.710000038146973
2005-03-10,4.650000095367432
2005-03-11,4.574999809265137
2005-03-14,4.380000114440918
2005-03-15,4.275000095367432
2005-03-16,4.369999885559082
2005-03-17,4.474999904632568
2005-03-18,4.349999904632568
2005-03-21,4.244999885559082
2005-03-22,4.130000114440918
2005-03-23,4.03000020980835
