,CSTR
2020-07-07,10.960000038146973
2020-07-08,11.149999618530273
2020-07-09,10.520000457763672
2020-07-10,11.050000190734863
2020-07-13,11.029999732971191
2020-07-14,11.039999961853027
2020-07-15,11.699999809265137
2020-07-16,11.5
2020-07-17,11.119999885559082
2020-07-20,10.90999984741211
2020-07-21,11.079999923706055
2020-07-22,10.880000114440918
2020-07-23,10.899999618530273
2020-07-24,11.100000381469727
2020-07-27,11.010000228881836
2020-07-28,10.399999618530273
2020-07-29,10.710000038146973
2020-07-30,10.239999771118164
2020-07-31,10.149999618530273
2020-08-03,10.149999618530273
2020-08-04,10.329999923706055
2020-08-05,10.539999961853027
2020-08-06,10.479999542236328
2020-08-07,11.119999885559082
2020-08-10,10.989999771118164
2020-08-11,11.289999961853027
2020-08-12,11.470000267028809
2020-08-13,11.260000228881836
2020-08-14,11.380000114440918
2020-08-17,10.8100004196167
2020-08-18,10.539999961853027
2020-08-19,10.489999771118164
2020-08-20,10.420000076293945
2020-08-21,10.390000343322754
2020-08-24,10.489999771118164
2020-08-25,10.550000190734863
2020-08-26,10.15999984741211
2020-08-27,10.329999923706055
2020-08-28,10.300000190734863
2020-08-31,10.1899995803833
2020-09-01,10.210000038146973
2020-09-02,10.260000228881836
2020-09-03,10.229999542236328
2020-09-04,10.40999984741211
2020-09-08,10.850000381469727
2020-09-09,11.0
2020-09-10,10.449999809265137
2020-09-11,10.600000381469727
2020-09-14,10.699999809265137
2020-09-15,10.420000076293945
2020-09-16,10.539999961853027
2020-09-17,10.359999656677246
2020-09-18,9.859999656677246
2020-09-21,9.350000381469727
2020-09-22,9.270000457763672
2020-09-23,9.069999694824219
2020-09-24,9.100000381469727
2020-09-25,9.029999732971191
2020-09-28,9.59000015258789
2020-09-29,9.619999885559082
2020-09-30,9.8100004196167
2020-10-01,9.720000267028809
2020-10-02,9.869999885559082
2020-10-05,10.210000038146973
2020-10-06,10.1899995803833
2020-10-07,10.710000038146973
2020-10-08,10.829999923706055
2020-10-09,10.619999885559082
2020-10-12,10.760000228881836
2020-10-13,10.670000076293945
2020-10-14,10.449999809265137
2020-10-15,10.4399995803833
2020-10-16,10.4399995803833
2020-10-19,10.609999656677246
2020-10-20,10.640000343322754
2020-10-21,10.850000381469727
2020-10-22,10.84000015258789
2020-10-23,10.880000114440918
2020-10-26,10.65999984741211
2020-10-27,10.760000228881836
2020-10-28,10.449999809265137
2020-10-29,10.194999694824219
2020-10-30,10.390000343322754
2020-11-02,10.600000381469727
2020-11-03,11.289999961853027
2020-11-04,10.920000076293945
2020-11-05,11.079999923706055
2020-11-06,10.670000076293945
2020-11-09,11.449999809265137
2020-11-10,12.510000228881836
2020-11-11,11.739999771118164
2020-11-12,11.199999809265137
2020-11-13,11.640000343322754
2020-11-16,12.640000343322754
2020-11-17,12.180000305175781
2020-11-18,12.1899995803833
2020-11-19,12.739999771118164
2020-11-20,12.510000228881836
2020-11-23,12.640000343322754
2020-11-24,13.329999923706055
2020-11-25,13.220000267028809
2020-11-27,12.84000015258789
2020-11-30,12.050000190734863
2020-12-01,12.010000228881836
2020-12-02,12.390000343322754
2020-12-03,12.390000343322754
2020-12-04,12.9399995803833
2020-12-07,12.829999923706055
2020-12-08,13.119999885559082
2020-12-09,13.010000228881836
2020-12-10,13.039999961853027
2020-12-11,12.920000076293945
2020-12-14,13.25
2020-12-15,13.880000114440918
2020-12-16,14.1899995803833
2020-12-17,14.829999923706055
2020-12-18,14.75
2020-12-21,14.449999809265137
2020-12-22,13.930000305175781
2020-12-23,14.069999694824219
2020-12-24,14.149999618530273
2020-12-28,14.329999923706055
2020-12-29,14.489999771118164
2020-12-30,14.630000114440918
2020-12-31,14.75
2021-01-04,14.229999542236328
2021-01-05,14.680000305175781
2021-01-06,15.739999771118164
2021-01-07,16.0
2021-01-08,16.0
2021-01-11,15.859999656677246
2021-01-12,16.1299991607666
2021-01-13,15.989999771118164
2021-01-14,16.1200008392334
2021-01-15,15.569999694824219
2021-01-19,15.600000381469727
2021-01-20,15.4399995803833
2021-01-21,15.0600004196167
2021-01-22,15.09000015258789
2021-01-25,14.670000076293945
2021-01-26,14.430000305175781
2021-01-27,13.890000343322754
2021-01-28,14.029999732971191
2021-01-29,14.5
2021-02-01,14.819999694824219
2021-02-02,15.119999885559082
2021-02-03,15.050000190734863
2021-02-04,15.569999694824219
2021-02-05,15.390000343322754
2021-02-08,15.9399995803833
2021-02-09,16.0
2021-02-10,15.819999694824219
2021-02-11,15.390000343322754
2021-02-12,15.149999618530273
2021-02-16,15.380000114440918
2021-02-17,15.4399995803833
2021-02-18,15.199999809265137
2021-02-19,15.90999984741211
2021-02-22,15.770000457763672
2021-02-23,15.829999923706055
2021-02-24,16.260000228881836
2021-02-25,16.260000228881836
2021-02-26,16.209999084472656
2021-03-01,16.079999923706055
2021-03-02,16.229999542236328
2021-03-03,16.399999618530273
2021-03-04,15.979999542236328
2021-03-05,16.469999313354492
2021-03-08,16.40999984741211
2021-03-09,16.610000610351562
2021-03-10,17.469999313354492
2021-03-11,17.530000686645508
2021-03-12,17.799999237060547
2021-03-15,17.239999771118164
2021-03-16,17.079999923706055
2021-03-17,17.280000686645508
2021-03-18,17.8799991607666
2021-03-19,18.899999618530273
2021-03-22,17.6299991607666
2021-03-23,17.020000457763672
2021-03-24,16.899999618530273
2021-03-25,17.360000610351562
2021-03-26,17.579999923706055
2021-03-29,17.15999984741211
2021-03-30,17.399999618530273
2021-03-31,17.25
2021-04-01,17.649999618530273
2021-04-05,17.719999313354492
2021-04-06,18.100000381469727
2021-04-07,17.90999984741211
2021-04-08,17.93000030517578
2021-04-09,18.170000076293945
2021-04-12,18.219999313354492
2021-04-13,18.209999084472656
2021-04-14,18.350000381469727
2021-04-15,18.31999969482422
2021-04-16,18.34000015258789
2021-04-19,18.100000381469727
2021-04-20,17.299999237060547
2021-04-21,17.729999542236328
2021-04-22,17.559999465942383
2021-04-23,17.979999542236328
2021-04-26,18.280000686645508
2021-04-27,18.524999618530273
2021-04-28,19.010000228881836
2021-04-29,18.770000457763672
2021-04-30,19.190000534057617
2021-05-03,19.93000030517578
2021-05-04,19.969999313354492
2021-05-05,19.739999771118164
2021-05-06,19.670000076293945
2021-05-07,19.540000915527344
2021-05-10,19.299999237060547
2021-05-11,19.18000030517578
2021-05-12,19.34000015258789
2021-05-13,20.43000030517578
2021-05-14,20.899999618530273
