,HIK
2010-10-06,
2010-10-07,21.576000213623047
2010-10-08,
2010-10-11,21.576000213623047
2010-10-12,21.576000213623047
2010-10-13,21.576000213623047
2010-10-14,21.576000213623047
2010-10-15,
2010-10-18,21.576000213623047
2010-10-19,21.576000213623047
2010-10-20,21.576000213623047
2010-10-21,21.576000213623047
2010-10-22,
2010-10-25,21.576000213623047
2010-10-26,21.576000213623047
2010-10-27,21.576000213623047
2010-10-28,21.576000213623047
2010-10-29,
2010-11-01,21.576000213623047
2010-11-02,21.576000213623047
2010-11-03,21.576000213623047
2010-11-04,21.576000213623047
2010-11-05,
2010-11-08,21.576000213623047
2010-11-09,21.576000213623047
2010-11-10,21.576000213623047
2010-11-11,14.5
2010-11-12,
2010-11-15,
2010-11-16,
2010-11-17,14.899999618530273
2010-11-18,
2010-11-19,
2010-11-22,21.576000213623047
2010-11-23,21.576000213623047
2010-11-24,21.576000213623047
2010-11-26,16.010000228881836
2010-11-29,21.576000213623047
2010-11-30,16.059999465942383
2010-12-01,21.576000213623047
2010-12-02,
2010-12-03,
2010-12-06,21.576000213623047
2010-12-07,16.0
2010-12-08,21.576000213623047
2010-12-09,16.5
2010-12-10,
2010-12-13,16.5
2010-12-14,
2010-12-15,21.576000213623047
2010-12-16,21.576000213623047
2010-12-17,
2010-12-20,16.5
2010-12-21,16.5
2010-12-22,16.700000762939453
2010-12-23,16.270000457763672
2010-12-27,
2010-12-28,21.576000213623047
2010-12-29,21.576000213623047
2010-12-30,21.576000213623047
2010-12-31,
2011-01-03,21.576000213623047
2011-01-04,
2011-01-05,21.576000213623047
2011-01-06,16.34000015258789
2011-01-07,16.34000015258789
2011-01-10,21.576000213623047
2011-01-11,21.576000213623047
2011-01-12,16.600000381469727
2011-01-13,21.576000213623047
2011-01-14,
2011-01-18,21.576000213623047
2011-01-19,14.0
2011-01-20,21.576000213623047
2011-01-21,
2011-01-24,21.576000213623047
2011-01-25,21.576000213623047
2011-01-26,21.576000213623047
2011-01-27,21.576000213623047
2011-01-28,
2011-01-31,21.576000213623047
2011-02-01,21.576000213623047
2011-02-02,21.576000213623047
2011-02-03,21.576000213623047
2011-02-04,
2011-02-07,17.360000610351562
2011-02-08,21.576000213623047
2011-02-09,21.576000213623047
2011-02-10,21.576000213623047
2011-02-11,
2011-02-14,21.576000213623047
2011-02-15,21.576000213623047
2011-02-16,21.576000213623047
2011-02-17,
2011-02-18,
2011-02-22,21.576000213623047
2011-02-23,21.576000213623047
2011-02-24,21.576000213623047
2011-02-25,17.450000762939453
2011-02-28,21.576000213623047
2011-03-01,21.576000213623047
2011-03-02,21.576000213623047
2011-03-03,21.576000213623047
2011-03-04,17.049999237060547
2011-03-07,16.25
2011-03-08,21.576000213623047
2011-03-09,21.576000213623047
2011-03-10,21.576000213623047
2011-03-11,
2011-03-14,14.0
2011-03-15,12.100000381469727
2011-03-16,12.850000381469727
2011-03-17,
2011-03-18,
2011-03-21,21.576000213623047
2011-03-22,15.0
2011-03-23,
2011-03-24,
2011-03-25,
2011-03-28,
2011-03-29,
2011-03-30,
2011-03-31,
2011-04-01,
2011-04-04,
2011-04-05,
2011-04-06,
2011-04-07,
2011-04-08,
2011-04-11,
2011-04-12,
2011-04-13,
2011-04-14,
2011-04-15,
2011-04-18,12.859999656677246
2011-04-19,
2011-04-20,
2011-04-21,
2011-04-25,
2011-04-26,
2011-04-27,
2011-04-28,
2011-04-29,
2011-05-02,
2011-05-03,
2011-05-04,21.576000213623047
2011-05-05,21.576000213623047
2011-05-06,
2011-05-09,
2011-05-10,
2011-05-11,
2011-05-12,
2011-05-13,
2011-05-16,
2011-05-17,
2011-05-18,
2011-05-19,
2011-05-20,
2011-05-23,
2011-05-24,15.600000381469727
2011-05-25,
2011-05-26,
2011-05-27,
2011-05-31,
2011-06-01,
2011-06-02,
2011-06-03,
2011-06-06,
2011-06-07,
2011-06-08,
2011-06-09,
2011-06-10,
2011-06-13,
2011-06-14,
2011-06-15,
2011-06-16,
2011-06-17,
2011-06-20,
2011-06-21,
2011-06-22,
2011-06-23,
2011-06-24,
2011-06-27,
2011-06-28,
2011-06-29,
2011-06-30,
2011-07-01,
2011-07-05,
2011-07-06,
2011-07-07,
2011-07-08,
2011-07-11,
2011-07-12,
2011-07-13,
2011-07-14,
2011-07-15,
2011-07-18,
2011-07-19,
2011-07-20,
2011-07-21,
2011-07-22,
2011-07-25,
2011-07-26,
2011-07-27,
2011-07-28,
2011-07-29,
2011-08-01,
2011-08-02,
2011-08-03,
2011-08-04,
2011-08-05,
2011-08-08,
2011-08-09,
2011-08-10,
2011-08-11,
2011-08-12,
2011-08-15,
2011-08-16,
2011-08-17,
2011-08-18,
2011-08-19,
2011-08-22,24.614999771118164
2011-08-23,
2011-08-24,
2011-08-25,
2011-08-26,
2011-08-29,
2011-08-30,
2011-08-31,
2011-09-01,
2011-09-02,
2011-09-06,19.841999053955078
2011-09-07,
2011-09-08,
2011-09-09,
2011-09-12,19.841999053955078
2011-09-13,
2011-09-14,
2011-09-15,
2011-09-16,
2011-09-19,
2011-09-20,
2011-09-21,
2011-09-22,
2011-09-23,
2011-09-26,
2011-09-27,
2011-09-28,
2011-09-29,
2011-09-30,
2011-10-03,
2011-10-04,
2011-10-05,
2011-10-06,
2011-10-07,
2011-10-10,
2011-10-11,
2011-10-12,
2011-10-13,
2011-10-14,
2011-10-17,
2011-10-18,
2011-10-19,
2011-10-20,
2011-10-21,
2011-10-24,
2011-10-25,
2011-10-26,
2011-10-27,
2011-10-28,
2011-10-31,
2011-11-01,
2011-11-02,
2011-11-03,
2011-11-04,
2011-11-07,
2011-11-08,
2011-11-09,
2011-11-10,
2011-11-11,
2011-11-14,22.124000549316406
2011-11-15,
2011-11-16,
2011-11-17,15.600000381469727
2011-11-18,15.600000381469727
2011-11-21,15.600000381469727
2011-11-22,15.600000381469727
2011-11-23,15.600000381469727
2011-11-25,15.600000381469727
2011-11-28,15.600000381469727
2011-11-29,15.600000381469727
2011-11-30,15.600000381469727
2011-12-01,15.600000381469727
2011-12-02,15.600000381469727
2011-12-05,15.600000381469727
2011-12-06,15.600000381469727
2011-12-07,15.600000381469727
2011-12-08,15.600000381469727
2011-12-09,15.600000381469727
2011-12-12,15.600000381469727
2011-12-13,15.600000381469727
2011-12-14,15.600000381469727
2011-12-15,15.600000381469727
2011-12-16,15.600000381469727
2011-12-19,15.600000381469727
2011-12-20,15.600000381469727
2011-12-21,15.600000381469727
2011-12-22,15.600000381469727
2011-12-23,15.600000381469727
2011-12-27,15.600000381469727
2011-12-28,15.600000381469727
2011-12-29,15.600000381469727
2011-12-30,15.600000381469727
2012-01-03,15.600000381469727
2012-01-04,15.600000381469727
2012-01-05,15.600000381469727
2012-01-06,15.600000381469727
2012-01-09,15.600000381469727
2012-01-10,15.600000381469727
2012-01-11,15.600000381469727
2012-01-12,15.600000381469727
2012-01-13,15.600000381469727
2012-01-17,15.600000381469727
2012-01-18,15.600000381469727
2012-01-19,15.600000381469727
2012-01-20,15.600000381469727
2012-01-23,15.600000381469727
2012-01-24,15.600000381469727
2012-01-25,15.600000381469727
2012-01-26,15.600000381469727
2012-01-27,15.600000381469727
2012-01-30,15.600000381469727
2012-01-31,15.600000381469727
2012-02-01,15.600000381469727
2012-02-02,15.600000381469727
2012-02-03,15.600000381469727
2012-02-06,15.600000381469727
2012-02-07,15.600000381469727
2012-02-08,15.600000381469727
2012-02-09,15.600000381469727
2012-02-10,15.600000381469727
2012-02-13,15.600000381469727
2012-02-14,15.600000381469727
2012-02-15,15.600000381469727
2012-02-16,15.600000381469727
2012-02-17,15.600000381469727
2012-02-21,15.600000381469727
2012-02-22,15.600000381469727
2012-02-23,15.600000381469727
2012-02-24,15.600000381469727
2012-02-27,15.600000381469727
2012-02-28,15.600000381469727
2012-02-29,15.600000381469727
2012-03-01,15.600000381469727
2012-03-02,15.600000381469727
2012-03-05,15.600000381469727
2012-03-06,15.600000381469727
2012-03-07,15.600000381469727
2012-03-08,15.600000381469727
2012-03-09,15.600000381469727
2012-03-12,15.600000381469727
2012-03-13,15.600000381469727
2012-03-14,15.600000381469727
2012-03-15,15.600000381469727
2012-03-16,15.600000381469727
2012-03-19,15.600000381469727
2012-03-20,15.600000381469727
2012-03-21,15.600000381469727
2012-03-22,15.600000381469727
2012-03-23,15.600000381469727
2012-03-26,15.600000381469727
2012-03-27,15.600000381469727
2012-03-28,15.600000381469727
2012-03-29,15.600000381469727
2012-03-30,15.600000381469727
2012-04-02,15.600000381469727
2012-04-03,15.600000381469727
2012-04-04,15.600000381469727
2012-04-05,15.600000381469727
2012-04-09,15.600000381469727
2012-04-10,15.600000381469727
2012-04-11,15.600000381469727
2012-04-12,15.600000381469727
2012-04-13,15.600000381469727
2012-04-16,15.600000381469727
2012-04-17,15.600000381469727
2012-04-18,15.600000381469727
2012-04-19,15.600000381469727
2012-04-20,15.600000381469727
2012-04-23,15.600000381469727
2012-04-24,15.600000381469727
2012-04-25,15.600000381469727
2012-04-26,15.600000381469727
2012-04-27,15.600000381469727
2012-04-30,15.600000381469727
2012-05-01,15.600000381469727
2012-05-02,15.600000381469727
2012-05-03,15.600000381469727
2012-05-04,15.600000381469727
2012-05-07,15.600000381469727
2012-05-08,15.600000381469727
2012-05-09,15.600000381469727
2012-05-10,15.600000381469727
2012-05-11,15.600000381469727
2012-05-14,15.600000381469727
2012-05-15,15.600000381469727
2012-05-16,15.600000381469727
2012-05-17,15.600000381469727
2012-05-18,15.600000381469727
2012-05-21,15.600000381469727
2012-05-22,15.600000381469727
2012-05-23,15.600000381469727
2012-05-24,15.600000381469727
2012-05-25,15.600000381469727
2012-05-29,15.600000381469727
2012-05-30,15.600000381469727
2012-05-31,15.600000381469727
2012-06-01,15.600000381469727
2012-06-04,15.600000381469727
2012-06-05,15.600000381469727
2012-06-06,15.600000381469727
2012-06-07,15.600000381469727
2012-06-08,15.600000381469727
2012-06-11,15.600000381469727
2012-06-12,15.600000381469727
2012-06-13,15.600000381469727
2012-06-14,15.600000381469727
2012-06-15,15.600000381469727
2012-06-18,10.859999656677246
2012-06-19,10.859999656677246
2012-06-20,10.859999656677246
2012-06-21,10.859999656677246
2012-06-22,15.600000381469727
2012-06-25,10.859999656677246
2012-06-26,10.859999656677246
2012-06-27,10.859999656677246
2012-06-28,10.859999656677246
2012-06-29,15.600000381469727
2012-07-02,10.859999656677246
2012-07-03,10.859999656677246
2012-07-05,10.859999656677246
2012-07-06,15.600000381469727
2012-07-09,10.859999656677246
2012-07-10,10.859999656677246
2012-07-11,10.859999656677246
2012-07-12,10.859999656677246
2012-07-13,15.600000381469727
2012-07-16,10.229999542236328
2012-07-17,10.229999542236328
2012-07-18,10.229999542236328
2012-07-19,10.229999542236328
2012-07-20,15.600000381469727
2012-07-23,10.229999542236328
2012-07-24,10.229999542236328
2012-07-25,10.229999542236328
2012-07-26,10.229999542236328
2012-07-27,10.859999656677246
2012-07-30,10.229999542236328
2012-07-31,10.229999542236328
2012-08-01,10.229999542236328
2012-08-02,10.229999542236328
2012-08-03,15.600000381469727
2012-08-06,10.229999542236328
2012-08-07,10.229999542236328
2012-08-08,10.229999542236328
2012-08-09,10.229999542236328
2012-08-10,15.600000381469727
2012-08-13,10.229999542236328
2012-08-14,10.229999542236328
2012-08-15,10.229999542236328
2012-08-16,10.229999542236328
2012-08-17,15.600000381469727
2012-08-20,10.229999542236328
2012-08-21,10.229999542236328
2012-08-22,10.229999542236328
2012-08-23,10.229999542236328
2012-08-24,10.859999656677246
2012-08-27,10.229999542236328
2012-08-28,10.229999542236328
2012-08-29,10.229999542236328
2012-08-30,10.229999542236328
2012-08-31,15.600000381469727
2012-09-04,10.229999542236328
2012-09-05,10.229999542236328
2012-09-06,10.229999542236328
2012-09-07,15.600000381469727
2012-09-10,10.229999542236328
2012-09-11,10.229999542236328
2012-09-12,10.229999542236328
2012-09-13,10.229999542236328
2012-09-14,15.600000381469727
2012-09-17,10.229999542236328
2012-09-18,10.229999542236328
2012-09-19,10.229999542236328
2012-09-20,10.229999542236328
2012-09-21,15.600000381469727
2012-09-24,10.229999542236328
2012-09-25,10.229999542236328
2012-09-26,10.229999542236328
2012-09-27,10.229999542236328
2012-09-28,
2012-10-01,10.229999542236328
2012-10-02,10.229999542236328
2012-10-03,10.229999542236328
2012-10-04,10.229999542236328
2012-10-05,
2012-10-08,10.229999542236328
2012-10-09,10.229999542236328
2012-10-10,10.229999542236328
2012-10-11,10.229999542236328
2012-10-12,
2012-10-15,10.229999542236328
2012-10-16,10.229999542236328
2012-10-17,10.229999542236328
2012-10-18,10.229999542236328
2012-10-19,
2012-10-22,10.229999542236328
2012-10-23,10.229999542236328
2012-10-24,10.229999542236328
2012-10-25,10.229999542236328
2012-10-26,
2012-10-31,10.229999542236328
2012-11-01,10.229999542236328
2012-11-02,
2012-11-05,10.229999542236328
2012-11-06,10.229999542236328
2012-11-07,10.229999542236328
2012-11-08,10.229999542236328
2012-11-09,
2012-11-12,10.229999542236328
2012-11-13,10.229999542236328
2012-11-14,10.229999542236328
2012-11-15,10.229999542236328
2012-11-16,
2012-11-19,10.229999542236328
2012-11-20,10.229999542236328
2012-11-21,10.229999542236328
2012-11-23,
2012-11-26,10.229999542236328
2012-11-27,10.229999542236328
2012-11-28,10.229999542236328
2012-11-29,10.229999542236328
2012-11-30,
2012-12-03,10.229999542236328
2012-12-04,10.229999542236328
2012-12-05,10.229999542236328
2012-12-06,10.229999542236328
2012-12-07,
2012-12-10,10.229999542236328
2012-12-11,10.229999542236328
2012-12-12,10.229999542236328
2012-12-13,10.229999542236328
2012-12-14,
2012-12-17,10.229999542236328
2012-12-18,10.229999542236328
2012-12-19,10.229999542236328
2012-12-20,10.229999542236328
2012-12-21,
2012-12-24,10.229999542236328
2012-12-26,10.229999542236328
2012-12-27,10.229999542236328
2012-12-28,
2012-12-31,10.229999542236328
2013-01-02,10.229999542236328
2013-01-03,10.229999542236328
2013-01-04,
2013-01-07,10.229999542236328
2013-01-08,10.229999542236328
2013-01-09,10.229999542236328
2013-01-10,10.229999542236328
2013-01-11,
2013-01-14,10.229999542236328
2013-01-15,10.229999542236328
2013-01-16,10.229999542236328
2013-01-17,10.229999542236328
2013-01-18,
2013-01-22,10.229999542236328
2013-01-23,10.229999542236328
2013-01-24,10.229999542236328
2013-01-25,
2013-01-28,10.229999542236328
2013-01-29,10.229999542236328
2013-01-30,10.229999542236328
2013-01-31,10.229999542236328
2013-02-01,
2013-02-04,10.229999542236328
2013-02-05,10.229999542236328
2013-02-06,10.229999542236328
2013-02-07,10.229999542236328
2013-02-08,
2013-02-11,10.229999542236328
2013-02-12,10.229999542236328
2013-02-13,10.229999542236328
2013-02-14,10.229999542236328
2013-02-15,
2013-02-19,10.229999542236328
2013-02-20,10.229999542236328
2013-02-21,10.229999542236328
2013-02-22,
2013-02-25,10.229999542236328
2013-02-26,10.229999542236328
2013-02-27,10.229999542236328
2013-02-28,10.229999542236328
2013-03-01,
2013-03-04,10.229999542236328
2013-03-05,10.229999542236328
2013-03-06,10.229999542236328
2013-03-07,10.229999542236328
2013-03-08,
2013-03-11,10.229999542236328
2013-03-12,10.229999542236328
2013-03-13,10.229999542236328
2013-03-14,10.229999542236328
2013-03-15,
2013-03-18,10.229999542236328
2013-03-19,10.229999542236328
2013-03-20,10.229999542236328
2013-03-21,10.229999542236328
2013-03-22,
2013-03-25,10.229999542236328
2013-03-26,10.229999542236328
2013-03-27,10.229999542236328
2013-03-28,10.229999542236328
2013-04-01,10.229999542236328
2013-04-02,10.229999542236328
2013-04-03,10.229999542236328
2013-04-04,10.229999542236328
2013-04-05,
2013-04-08,10.229999542236328
2013-04-09,10.229999542236328
2013-04-10,10.229999542236328
2013-04-11,10.229999542236328
2013-04-12,
2013-04-15,10.229999542236328
2013-04-16,10.229999542236328
2013-04-17,10.229999542236328
2013-04-18,10.229999542236328
2013-04-19,
2013-04-22,10.229999542236328
2013-04-23,10.229999542236328
2013-04-24,10.229999542236328
2013-04-25,10.229999542236328
2013-04-26,
2013-04-29,10.229999542236328
2013-04-30,10.229999542236328
2013-05-01,10.229999542236328
2013-05-02,10.229999542236328
2013-05-03,
2013-05-06,10.229999542236328
2013-05-07,10.229999542236328
2013-05-08,10.229999542236328
2013-05-09,10.229999542236328
2013-05-10,
2013-05-13,10.229999542236328
2013-05-14,10.229999542236328
2013-05-15,10.229999542236328
2013-05-16,10.229999542236328
2013-05-17,
2013-05-20,10.229999542236328
2013-05-21,10.229999542236328
2013-05-22,10.229999542236328
2013-05-23,10.229999542236328
2013-05-24,
2013-05-28,10.229999542236328
2013-05-29,10.229999542236328
2013-05-30,10.229999542236328
2013-05-31,
2013-06-03,10.229999542236328
2013-06-04,10.229999542236328
2013-06-05,10.229999542236328
2013-06-06,10.229999542236328
2013-06-07,
2013-06-10,10.229999542236328
2013-06-11,10.229999542236328
2013-06-12,10.229999542236328
2013-06-13,10.229999542236328
2013-06-14,
2013-06-17,10.229999542236328
2013-06-18,10.229999542236328
2013-06-19,10.229999542236328
2013-06-20,10.229999542236328
2013-06-21,
2013-06-24,10.229999542236328
2013-06-25,10.229999542236328
2013-06-26,10.229999542236328
2013-06-27,10.229999542236328
2013-06-28,
2013-07-01,10.229999542236328
2013-07-02,10.229999542236328
2013-07-03,10.229999542236328
2013-07-05,
2013-07-08,10.229999542236328
2013-07-09,10.229999542236328
2013-07-10,10.229999542236328
2013-07-11,10.229999542236328
2013-07-12,
2013-07-15,10.229999542236328
2013-07-16,10.229999542236328
2013-07-17,10.229999542236328
2013-07-18,10.229999542236328
2013-07-19,
2013-07-22,10.229999542236328
2013-07-23,10.229999542236328
2013-07-24,10.229999542236328
2013-07-25,10.229999542236328
2013-07-26,
2013-07-29,10.229999542236328
2013-07-30,10.229999542236328
2013-07-31,10.229999542236328
2013-08-01,10.229999542236328
2013-08-02,
2013-08-05,10.229999542236328
2013-08-06,10.229999542236328
2013-08-07,10.229999542236328
2013-08-08,10.229999542236328
2013-08-09,
2013-08-12,10.229999542236328
2013-08-13,10.229999542236328
2013-08-14,10.229999542236328
2013-08-15,10.229999542236328
2013-08-16,
2013-08-19,10.229999542236328
2013-08-20,10.229999542236328
2013-08-21,10.229999542236328
2013-08-22,10.229999542236328
2013-08-23,
2013-08-26,10.229999542236328
2013-08-27,10.229999542236328
2013-08-28,10.229999542236328
2013-08-29,10.229999542236328
2013-08-30,
2013-09-03,10.229999542236328
2013-09-04,10.229999542236328
2013-09-05,10.229999542236328
2013-09-06,
2013-09-09,10.229999542236328
2013-09-10,10.229999542236328
2013-09-11,10.229999542236328
2013-09-12,10.229999542236328
2013-09-13,
2013-09-16,10.229999542236328
2013-09-17,10.229999542236328
2013-09-18,10.229999542236328
2013-09-19,10.229999542236328
2013-09-20,
2013-09-23,10.229999542236328
2013-09-24,10.229999542236328
2013-09-25,10.229999542236328
2013-09-26,10.229999542236328
2013-09-27,
2013-09-30,10.229999542236328
2013-10-01,10.229999542236328
2013-10-02,10.229999542236328
2013-10-03,10.229999542236328
2013-10-04,
2013-10-07,10.229999542236328
2013-10-08,10.229999542236328
2013-10-09,10.229999542236328
2013-10-10,10.229999542236328
2013-10-11,
2013-10-14,10.229999542236328
2013-10-15,10.229999542236328
2013-10-16,10.229999542236328
2013-10-17,10.229999542236328
2013-10-18,
2013-10-21,10.229999542236328
2013-10-22,10.229999542236328
2013-10-23,10.229999542236328
2013-10-24,10.229999542236328
2013-10-25,
2013-10-28,10.229999542236328
2013-10-29,10.229999542236328
2013-10-30,10.229999542236328
2013-10-31,10.229999542236328
2013-11-01,
2013-11-04,10.229999542236328
2013-11-05,10.229999542236328
2013-11-06,10.229999542236328
2013-11-07,10.229999542236328
2013-11-08,
2013-11-11,10.229999542236328
2013-11-12,10.229999542236328
2013-11-13,10.229999542236328
2013-11-14,10.229999542236328
2013-11-15,
2013-11-18,10.229999542236328
2013-11-19,10.229999542236328
2013-11-20,10.229999542236328
2013-11-21,10.229999542236328
2013-11-22,
2013-11-25,10.229999542236328
2013-11-26,10.229999542236328
2013-11-27,10.229999542236328
2013-11-29,
2013-12-02,10.229999542236328
2013-12-03,10.229999542236328
2013-12-04,10.229999542236328
2013-12-05,10.229999542236328
2013-12-06,
2013-12-09,10.229999542236328
2013-12-10,10.229999542236328
2013-12-11,10.229999542236328
2013-12-12,10.229999542236328
2013-12-13,
2013-12-16,10.229999542236328
2013-12-17,10.229999542236328
2013-12-18,10.229999542236328
2013-12-19,10.229999542236328
2013-12-20,
2013-12-23,10.229999542236328
2013-12-24,10.229999542236328
2013-12-26,10.229999542236328
2013-12-27,
2013-12-30,10.229999542236328
2013-12-31,10.229999542236328
2014-01-02,10.229999542236328
2014-01-03,
2014-01-06,10.229999542236328
2014-01-07,10.229999542236328
2014-01-08,10.229999542236328
2014-01-09,10.229999542236328
2014-01-10,
2014-01-13,10.229999542236328
2014-01-14,10.229999542236328
2014-01-15,10.229999542236328
2014-01-16,10.229999542236328
2014-01-17,
2014-01-21,10.229999542236328
2014-01-22,10.229999542236328
2014-01-23,10.229999542236328
2014-01-24,
2014-01-27,10.229999542236328
2014-01-28,10.229999542236328
2014-01-29,10.229999542236328
2014-01-30,10.229999542236328
2014-01-31,
2014-02-03,10.229999542236328
2014-02-04,10.229999542236328
2014-02-05,10.229999542236328
2014-02-06,10.229999542236328
2014-02-07,
2014-02-10,10.229999542236328
2014-02-11,10.229999542236328
2014-02-12,10.229999542236328
2014-02-13,10.229999542236328
2014-02-14,
2014-02-18,10.229999542236328
2014-02-19,10.229999542236328
2014-02-20,10.229999542236328
2014-02-21,
2014-02-24,10.229999542236328
2014-02-25,10.229999542236328
2014-02-26,10.229999542236328
2014-02-27,10.229999542236328
2014-02-28,
2014-03-03,10.229999542236328
2014-03-04,10.229999542236328
2014-03-05,10.229999542236328
2014-03-06,10.229999542236328
2014-03-07,
2014-03-10,10.229999542236328
2014-03-11,10.229999542236328
2014-03-12,10.229999542236328
2014-03-13,10.229999542236328
2014-03-14,
2014-03-17,10.229999542236328
2014-03-18,10.229999542236328
2014-03-19,10.229999542236328
2014-03-20,10.229999542236328
2014-03-21,
2014-03-24,10.229999542236328
2014-03-25,10.229999542236328
2014-03-26,10.229999542236328
2014-03-27,10.229999542236328
2014-03-28,
2014-03-31,10.229999542236328
2014-04-01,10.229999542236328
2014-04-02,10.229999542236328
2014-04-03,10.229999542236328
2014-04-04,
2014-04-07,10.229999542236328
2014-04-08,10.229999542236328
2014-04-09,10.229999542236328
2014-04-10,10.229999542236328
2014-04-11,
2014-04-14,10.229999542236328
2014-04-15,10.229999542236328
2014-04-16,10.229999542236328
2014-04-17,10.229999542236328
2014-04-21,10.229999542236328
2014-04-22,10.229999542236328
2014-04-23,10.229999542236328
2014-04-24,10.229999542236328
2014-04-25,
2014-04-28,10.229999542236328
2014-04-29,10.229999542236328
2014-04-30,10.229999542236328
2014-05-01,10.229999542236328
2014-05-02,
2014-05-05,10.229999542236328
2014-05-06,10.229999542236328
2014-05-07,10.229999542236328
2014-05-08,10.229999542236328
2014-05-09,
2014-05-12,10.229999542236328
2014-05-13,10.229999542236328
2014-05-14,10.229999542236328
2014-05-15,10.229999542236328
2014-05-16,
2014-05-19,10.229999542236328
2014-05-20,10.229999542236328
2014-05-21,10.229999542236328
2014-05-22,10.229999542236328
2014-05-23,
2014-05-27,10.229999542236328
2014-05-28,10.229999542236328
2014-05-29,10.229999542236328
2014-05-30,
2014-06-02,10.229999542236328
2014-06-03,10.229999542236328
2014-06-04,10.229999542236328
2014-06-05,10.229999542236328
2014-06-06,
2014-06-09,10.229999542236328
2014-06-10,10.229999542236328
2014-06-11,10.229999542236328
2014-06-12,10.229999542236328
2014-06-13,
2014-06-16,10.229999542236328
2014-06-17,10.229999542236328
2014-06-18,10.229999542236328
2014-06-19,10.229999542236328
2014-06-20,
2014-06-23,10.229999542236328
2014-06-24,10.229999542236328
2014-06-25,10.229999542236328
2014-06-26,10.229999542236328
2014-06-27,
2014-06-30,10.229999542236328
2014-07-01,10.229999542236328
2014-07-02,10.229999542236328
2014-07-03,10.229999542236328
2014-07-07,10.229999542236328
2014-07-08,10.229999542236328
2014-07-09,10.229999542236328
2014-07-10,10.229999542236328
2014-07-11,
2014-07-14,10.229999542236328
2014-07-15,10.229999542236328
2014-07-16,10.229999542236328
2014-07-17,10.229999542236328
2014-07-18,53.459999084472656
2014-07-21,10.229999542236328
2014-07-22,10.229999542236328
2014-07-23,10.229999542236328
2014-07-24,10.229999542236328
2014-07-25,55.04999923706055
2014-07-28,10.229999542236328
2014-07-29,10.229999542236328
2014-07-30,10.229999542236328
2014-07-31,10.229999542236328
2014-08-01,54.25
2014-08-04,10.229999542236328
2014-08-05,10.229999542236328
2014-08-06,10.229999542236328
2014-08-07,10.229999542236328
2014-08-08,50.9900016784668
2014-08-11,10.229999542236328
2014-08-12,10.229999542236328
2014-08-13,10.229999542236328
2014-08-14,10.229999542236328
2014-08-15,50.529998779296875
2014-08-18,10.229999542236328
2014-08-19,10.229999542236328
2014-08-20,10.229999542236328
2014-08-21,10.229999542236328
2014-08-22,47.2599983215332
2014-08-25,10.229999542236328
2014-08-26,10.229999542236328
2014-08-27,10.229999542236328
2014-08-28,10.229999542236328
2014-08-29,46.88999938964844
2014-09-02,10.229999542236328
2014-09-03,10.229999542236328
2014-09-04,10.229999542236328
2014-09-05,49.224998474121094
2014-09-08,10.229999542236328
