,DWSH
2021-02-09,9.960000038146973
2021-02-10,9.989999771118164
2021-02-11,9.970000267028809
2021-02-12,9.869999885559082
2021-02-16,9.949999809265137
2021-02-17,9.960000038146973
2021-02-18,10.0
2021-02-19,9.9399995803833
2021-02-22,9.859999656677246
2021-02-23,9.789999961853027
2021-02-24,9.59000015258789
2021-02-25,9.850000381469727
2021-02-26,9.970000267028809
2021-03-01,9.789999961853027
2021-03-02,9.739999771118164
2021-03-03,9.739999771118164
2021-03-04,9.84000015258789
2021-03-05,9.609999656677246
2021-03-08,9.5
2021-03-09,9.539999961853027
2021-03-10,9.40999984741211
2021-03-11,9.390000343322754
2021-03-12,9.319999694824219
2021-03-15,9.1899995803833
2021-03-16,9.279999732971191
2021-03-17,9.3100004196167
2021-03-18,9.329999923706055
2021-03-19,9.335000038146973
2021-03-22,9.343999862670898
2021-03-23,9.40999984741211
2021-03-24,9.449999809265137
2021-03-25,9.3100004196167
2021-03-26,9.229999542236328
2021-03-29,9.210000038146973
2021-03-30,9.279999732971191
2021-03-31,9.270000457763672
2021-04-01,9.1899995803833
2021-04-05,9.109999656677246
2021-04-06,9.140000343322754
2021-04-07,9.119999885559082
2021-04-08,9.199999809265137
2021-04-09,9.220000267028809
2021-04-12,9.170000076293945
2021-04-13,9.100000381469727
2021-04-14,9.10200023651123
2021-04-15,9.0
2021-04-16,8.970000267028809
2021-04-19,8.970000267028809
2021-04-20,8.949999809265137
2021-04-21,8.90999984741211
2021-04-22,8.930000305175781
2021-04-23,8.930000305175781
2021-04-26,8.914999961853027
2021-04-27,8.920000076293945
2021-04-28,8.949999809265137
2021-04-29,8.960000038146973
2021-04-30,9.0
2021-05-03,8.899999618530273
2021-05-04,8.960000038146973
2021-05-05,8.960000038146973
2021-05-06,8.914999961853027
2021-05-07,8.869999885559082
2021-05-10,8.819999694824219
2021-05-11,8.899999618530273
2021-05-12,8.9399995803833
2021-05-13,8.899999618530273
2021-05-14,8.800000190734863
