,APPH
2020-10-02,11.350000381469727
2020-10-05,10.75
2020-10-06,10.350000381469727
2020-10-07,10.4399995803833
2020-10-08,10.399999618530273
2020-10-09,10.520000457763672
2020-10-12,10.319999694824219
2020-10-13,10.210000038146973
2020-10-14,10.430000305175781
2020-10-15,10.399999618530273
2020-10-16,10.65999984741211
2020-10-19,10.800000190734863
2020-10-20,10.949999809265137
2020-10-21,11.010000228881836
2020-10-22,11.170000076293945
2020-10-23,11.5
2020-10-26,11.399999618530273
2020-10-27,11.529999732971191
2020-10-28,11.329999923706055
2020-10-29,11.149999618530273
2020-10-30,11.104999542236328
2020-11-02,10.8100004196167
2020-11-03,11.1899995803833
2020-11-04,11.210000038146973
2020-11-05,11.210000038146973
2020-11-06,11.039999961853027
2020-11-09,11.029999732971191
2020-11-10,11.020000457763672
2020-11-11,10.899999618530273
2020-11-12,10.850000381469727
2020-11-13,10.649999618530273
2020-11-16,11.09000015258789
2020-11-17,11.0600004196167
2020-11-18,11.329999923706055
2020-11-19,11.970000267028809
2020-11-20,11.84000015258789
2020-11-23,11.890000343322754
2020-11-24,11.979999542236328
2020-11-25,11.920000076293945
2020-11-27,11.880000114440918
2020-11-30,12.800000190734863
2020-12-01,13.239999771118164
2020-12-02,12.720000267028809
2020-12-03,13.619999885559082
2020-12-04,13.510000228881836
2020-12-07,13.9399995803833
2020-12-08,14.5
2020-12-09,16.149999618530273
2020-12-10,17.3700008392334
2020-12-11,17.350000381469727
2020-12-14,16.600000381469727
2020-12-15,15.300000190734863
2020-12-16,16.0
2020-12-17,16.5
2020-12-18,16.06999969482422
2020-12-21,16.649999618530273
2020-12-22,16.739999771118164
2020-12-23,15.149999618530273
2020-12-24,15.930000305175781
2020-12-28,15.390000343322754
2020-12-29,15.010000228881836
2020-12-30,15.739999771118164
2020-12-31,15.649999618530273
2021-01-04,14.930000305175781
2021-01-05,15.279999732971191
2021-01-06,16.200000762939453
2021-01-07,19.6299991607666
2021-01-08,19.149999618530273
2021-01-11,21.25
2021-01-12,22.940000534057617
2021-01-13,24.0
2021-01-14,24.440000534057617
2021-01-15,23.670000076293945
2021-01-19,26.709999084472656
2021-01-20,24.860000610351562
2021-01-21,25.299999237060547
2021-01-22,25.030000686645508
2021-01-25,25.110000610351562
2021-01-26,24.649999618530273
2021-01-27,23.030000686645508
2021-01-28,24.68000030517578
2021-01-29,24.950000762939453
2021-02-01,35.849998474121094
2021-02-02,36.77000045776367
2021-02-03,31.3700008392334
2021-02-04,29.079999923706055
2021-02-05,33.75
2021-02-08,35.970001220703125
2021-02-09,38.209999084472656
2021-02-10,36.0
2021-02-11,36.79999923706055
2021-02-12,33.2599983215332
2021-02-16,32.880001068115234
2021-02-17,32.20000076293945
2021-02-18,32.47999954223633
2021-02-19,35.70000076293945
2021-02-22,37.63999938964844
2021-02-23,34.0
2021-02-24,33.47999954223633
2021-02-25,33.34000015258789
2021-02-26,30.450000762939453
2021-03-01,30.760000228881836
2021-03-02,30.399999618530273
2021-03-03,28.559999465942383
2021-03-04,18.75
2021-03-05,16.8700008392334
2021-03-08,17.40999984741211
2021-03-09,19.489999771118164
2021-03-10,20.639999389648438
2021-03-11,22.270000457763672
2021-03-12,23.329999923706055
2021-03-15,24.510000228881836
2021-03-16,23.1200008392334
2021-03-17,21.520000457763672
2021-03-18,21.90999984741211
2021-03-19,21.59000015258789
2021-03-22,20.889999389648438
2021-03-23,20.709999084472656
2021-03-24,19.290000915527344
2021-03-25,17.809999465942383
2021-03-26,17.959999084472656
2021-03-29,16.700000762939453
2021-03-30,17.93000030517578
2021-03-31,18.299999237060547
2021-04-01,17.84000015258789
2021-04-05,18.469999313354492
2021-04-06,18.969999313354492
2021-04-07,18.290000915527344
2021-04-08,18.020000457763672
2021-04-09,16.979999542236328
2021-04-12,16.93000030517578
2021-04-13,16.420000076293945
2021-04-14,17.56999969482422
2021-04-15,16.190000534057617
2021-04-16,16.0
2021-04-19,13.989999771118164
2021-04-20,12.609999656677246
2021-04-21,14.15999984741211
2021-04-22,13.890000343322754
2021-04-23,15.180000305175781
2021-04-26,17.030000686645508
2021-04-27,17.43000030517578
2021-04-28,17.56999969482422
2021-04-29,16.649999618530273
2021-04-30,17.110000610351562
2021-05-03,16.274999618530273
2021-05-04,15.609999656677246
2021-05-05,14.470000267028809
2021-05-06,14.109999656677246
2021-05-07,13.90999984741211
2021-05-10,12.609999656677246
2021-05-11,12.600000381469727
2021-05-12,12.170000076293945
2021-05-13,11.390000343322754
2021-05-14,11.90999984741211
