,EPIX
2019-03-22,3.450000047683716
2019-03-25,3.490000009536743
2019-03-26,3.5199999809265137
2019-03-27,3.4170000553131104
2019-03-28,3.5
2019-03-29,3.4079999923706055
2019-04-01,3.569999933242798
2019-04-02,3.569999933242798
2019-04-03,3.2699999809265137
2019-04-04,3.200000047683716
2019-04-05,3.0999999046325684
2019-04-08,3.1730000972747803
2019-04-09,2.9600000381469727
2019-04-10,2.630000114440918
2019-04-11,2.6470000743865967
2019-04-12,2.640000104904175
2019-04-15,2.125
2019-04-16,2.4149999618530273
2019-04-17,2.5209999084472656
2019-04-18,2.380000114440918
2019-04-22,2.371999979019165
2019-04-23,2.2980000972747803
2019-04-24,2.3269999027252197
2019-04-25,2.25
2019-04-26,2.3499999046325684
2019-04-29,2.2269999980926514
2019-04-30,2.299999952316284
2019-05-01,2.5399999618530273
2019-05-02,2.6570000648498535
2019-05-03,2.8299999237060547
2019-05-06,2.8499999046325684
2019-05-07,2.6059999465942383
2019-05-08,2.562999963760376
2019-05-09,2.628000020980835
2019-05-10,2.440000057220459
2019-05-13,2.4000000953674316
2019-05-14,2.4000000953674316
2019-05-15,2.4000000953674316
2019-05-16,2.430000066757202
2019-05-17,2.140000104904175
2019-05-20,2.1500000953674316
2019-05-21,2.1500000953674316
2019-05-22,2.0
2019-05-23,2.049999952316284
2019-05-24,2.5999999046325684
2019-05-28,2.4100000858306885
2019-05-29,2.4000000953674316
2019-05-30,2.3989999294281006
2019-05-31,2.450000047683716
2019-06-03,2.180999994277954
2019-06-04,2.430000066757202
2019-06-05,2.25
2019-06-06,2.2699999809265137
2019-06-07,2.190000057220459
2019-06-10,2.190000057220459
2019-06-11,2.200000047683716
2019-06-12,2.1500000953674316
2019-06-13,2.0999999046325684
2019-06-14,2.2799999713897705
2019-06-17,2.2799999713897705
2019-06-18,2.299999952316284
2019-06-19,2.305000066757202
2019-06-20,2.380000114440918
2019-06-21,2.299999952316284
2019-06-24,2.2850000858306885
2019-06-25,2.3389999866485596
2019-06-26,2.5
2019-06-27,2.5
2019-06-28,2.450000047683716
2019-07-01,2.5
2019-07-02,2.3299999237060547
2019-07-03,2.3450000286102295
2019-07-05,2.4700000286102295
2019-07-08,2.2899999618530273
2019-07-09,2.25
2019-07-10,2.5199999809265137
2019-07-11,2.299999952316284
2019-07-12,2.319999933242798
2019-07-15,2.321000099182129
2019-07-16,2.990000009536743
2019-07-17,2.878000020980835
2019-07-18,2.9000000953674316
2019-07-19,2.7899999618530273
2019-07-22,2.697000026702881
2019-07-23,2.747999906539917
2019-07-24,2.694999933242798
2019-07-25,2.694999933242798
2019-07-26,2.6500000953674316
2019-07-29,2.6410000324249268
2019-07-30,2.7899999618530273
2019-07-31,2.380000114440918
2019-08-01,2.0
2019-08-02,1.8899999856948853
2019-08-05,1.5199999809265137
2019-08-06,1.6799999475479126
2019-08-07,1.7000000476837158
2019-08-08,1.6200000047683716
2019-08-09,1.6799999475479126
2019-08-12,1.690000057220459
2019-08-13,1.659999966621399
2019-08-14,1.6799999475479126
2019-08-15,1.4620000123977661
2019-08-16,1.5099999904632568
2019-08-19,1.8200000524520874
2019-08-20,1.840000033378601
2019-08-21,1.899999976158142
2019-08-22,1.7999999523162842
2019-08-23,2.200000047683716
2019-08-26,2.234999895095825
2019-08-27,2.369999885559082
2019-08-28,2.490000009536743
2019-08-29,2.509999990463257
2019-08-30,2.5999999046325684
2019-09-03,2.8299999237060547
2019-09-04,2.9000000953674316
2019-09-05,2.8499999046325684
2019-09-06,2.859999895095825
2019-09-09,2.9000000953674316
2019-09-10,2.940000057220459
2019-09-11,2.7699999809265137
2019-09-12,3.059999942779541
2019-09-13,3.049999952316284
2019-09-16,3.0
2019-09-17,2.940000057220459
2019-09-18,2.8499999046325684
2019-09-19,3.049999952316284
2019-09-20,2.859999895095825
2019-09-23,2.9800000190734863
2019-09-24,3.130000114440918
2019-09-25,3.0999999046325684
2019-09-26,3.140000104904175
2019-09-27,3.25
2019-09-30,3.369999885559082
2019-10-01,3.049999952316284
2019-10-02,3.3299999237060547
2019-10-03,3.140000104904175
2019-10-04,3.2300000190734863
2019-10-07,3.2200000286102295
2019-10-08,3.0999999046325684
2019-10-09,3.390000104904175
2019-10-10,3.1070001125335693
2019-10-11,3.299999952316284
2019-10-14,3.299999952316284
2019-10-15,3.444999933242798
2019-10-16,3.430000066757202
2019-10-17,3.5850000381469727
2019-10-18,3.880000114440918
2019-10-21,4.03000020980835
2019-10-22,4.105000019073486
2019-10-23,4.349999904632568
2019-10-24,4.369999885559082
2019-10-25,4.349999904632568
2019-10-28,4.599999904632568
2019-10-29,4.672999858856201
2019-10-30,4.75
2019-10-31,4.699999809265137
2019-11-01,4.5
2019-11-04,4.413000106811523
2019-11-05,4.309999942779541
2019-11-06,4.300000190734863
2019-11-07,4.355000019073486
2019-11-08,4.374000072479248
2019-11-11,4.300000190734863
2019-11-12,4.311999797821045
2019-11-13,4.849999904632568
2019-11-14,5.0
2019-11-15,5.150000095367432
2019-11-18,4.920000076293945
2019-11-19,4.855000019073486
2019-11-20,4.849999904632568
2019-11-21,5.0269999504089355
2019-11-22,5.0
2019-11-25,5.349999904632568
2019-11-26,5.300000190734863
2019-11-27,5.300000190734863
2019-11-29,4.953999996185303
2019-12-02,5.539999961853027
2019-12-03,4.989999771118164
2019-12-04,5.599999904632568
2019-12-05,4.994999885559082
2019-12-06,5.150000095367432
2019-12-09,5.245999813079834
2019-12-10,5.445000171661377
2019-12-11,5.627999782562256
2019-12-12,5.860000133514404
2019-12-13,6.0
2019-12-16,5.816999912261963
2019-12-17,5.539999961853027
2019-12-18,5.710000038146973
2019-12-19,5.5
2019-12-20,5.699999809265137
2019-12-23,5.449999809265137
2019-12-24,5.5
2019-12-26,5.579999923706055
2019-12-27,5.579999923706055
2019-12-30,5.5
2019-12-31,5.5
2020-01-02,5.519999980926514
2020-01-03,5.579999923706055
2020-01-06,5.579999923706055
2020-01-07,5.579999923706055
2020-01-08,5.789999961853027
2020-01-09,5.75
2020-01-10,5.75
2020-01-13,5.849999904632568
2020-01-14,5.869999885559082
2020-01-15,5.659999847412109
2020-01-16,5.71999979019165
2020-01-17,5.730000019073486
2020-01-21,5.800000190734863
2020-01-22,5.639999866485596
2020-01-23,5.75
2020-01-24,5.75
2020-01-27,5.75
2020-01-28,5.75
2020-01-29,5.670000076293945
2020-01-30,5.599999904632568
2020-01-31,5.650000095367432
2020-02-03,5.53000020980835
2020-02-04,5.510000228881836
2020-02-05,5.559999942779541
2020-02-06,5.300000190734863
2020-02-07,5.400000095367432
2020-02-10,5.150000095367432
2020-02-11,5.269999980926514
2020-02-12,5.3470001220703125
2020-02-13,5.300000190734863
2020-02-14,5.349999904632568
2020-02-18,5.25
2020-02-19,5.5
2020-02-20,5.409999847412109
2020-02-21,5.400000095367432
2020-02-24,5.110000133514404
2020-02-25,5.25
2020-02-26,5.0
2020-02-27,4.909999847412109
2020-02-28,4.800000190734863
2020-03-02,5.070000171661377
2020-03-03,4.699999809265137
2020-03-04,4.869999885559082
2020-03-05,4.820000171661377
2020-03-06,4.78000020980835
2020-03-09,4.440000057220459
2020-03-10,4.460000038146973
2020-03-11,4.070000171661377
2020-03-12,4.300000190734863
2020-03-13,4.46999979019165
2020-03-16,4.019999980926514
2020-03-17,3.740000009536743
2020-03-18,3.2300000190734863
2020-03-19,3.5
2020-03-20,3.4000000953674316
2020-03-23,3.75
2020-03-24,3.947999954223633
2020-03-25,3.8499999046325684
2020-03-26,4.449999809265137
2020-03-27,4.0
2020-03-30,4.0
2020-03-31,4.0
2020-04-01,3.799999952316284
2020-04-02,3.799999952316284
2020-04-03,3.7100000381469727
2020-04-06,4.0
2020-04-07,3.799999952316284
2020-04-08,3.940000057220459
2020-04-09,3.9800000190734863
2020-04-13,3.9609999656677246
2020-04-14,4.050000190734863
2020-04-15,4.010000228881836
2020-04-16,4.0
2020-04-17,4.050000190734863
2020-04-20,4.085000038146973
2020-04-21,4.060999870300293
2020-04-22,4.0
2020-04-23,4.0
2020-04-24,4.090000152587891
2020-04-27,4.130000114440918
2020-04-28,4.099999904632568
2020-04-29,4.199999809265137
2020-04-30,4.355000019073486
2020-05-01,4.5
2020-05-04,4.269999980926514
2020-05-05,4.499000072479248
2020-05-06,4.539999961853027
2020-05-07,4.5
2020-05-08,4.46999979019165
2020-05-11,4.699999809265137
2020-05-12,4.75
2020-05-13,4.599999904632568
2020-05-14,4.679999828338623
2020-05-15,4.599999904632568
2020-05-18,4.559999942779541
2020-05-19,4.860000133514404
2020-05-20,4.920000076293945
2020-05-21,5.170000076293945
2020-05-22,5.039999961853027
2020-05-26,5.199999809265137
2020-05-27,5.210000038146973
2020-05-28,5.21999979019165
2020-05-29,5.21999979019165
2020-06-01,5.159999847412109
2020-06-02,5.21999979019165
2020-06-03,5.230000019073486
2020-06-04,5.159999847412109
2020-06-05,5.099999904632568
2020-06-08,5.400000095367432
2020-06-09,5.159999847412109
2020-06-10,5.210000038146973
2020-06-11,4.809999942779541
2020-06-12,5.050000190734863
2020-06-15,5.139999866485596
2020-06-16,5.199999809265137
2020-06-17,5.329999923706055
2020-06-18,5.150000095367432
2020-06-19,5.150000095367432
2020-06-22,5.400000095367432
2020-06-23,5.949999809265137
2020-06-24,6.03000020980835
2020-06-25,6.010000228881836
2020-06-26,6.0
2020-06-29,6.019999980926514
2020-06-30,6.199999809265137
2020-07-01,6.139999866485596
2020-07-02,6.099999904632568
2020-07-06,6.0
2020-07-07,6.099999904632568
2020-07-08,6.199999809265137
2020-07-09,6.079999923706055
2020-07-10,6.184000015258789
2020-07-13,6.099999904632568
2020-07-14,6.010000228881836
2020-07-15,6.5
2020-07-16,6.320000171661377
2020-07-17,6.25
2020-07-20,6.480000019073486
2020-07-21,6.5
2020-07-22,6.400000095367432
2020-07-23,6.449999809265137
2020-07-24,6.440000057220459
2020-07-27,6.25
2020-07-28,6.230000019073486
2020-07-29,6.800000190734863
2020-07-30,6.880000114440918
2020-07-31,6.989999771118164
2020-08-03,6.690000057220459
2020-08-04,6.75
2020-08-05,6.699999809265137
2020-08-06,6.78000020980835
2020-08-07,6.829999923706055
2020-08-10,6.699999809265137
2020-08-11,6.75
2020-08-12,6.769999980926514
2020-08-13,6.550000190734863
2020-08-14,6.849999904632568
2020-08-17,6.699999809265137
2020-08-18,6.949999809265137
2020-08-19,6.989999771118164
2020-08-20,7.059999942779541
2020-08-21,7.150000095367432
2020-08-24,7.21999979019165
2020-08-25,7.099999904632568
2020-08-26,7.079999923706055
2020-08-27,6.900000095367432
2020-08-28,7.019999980926514
2020-08-31,7.03000020980835
2020-09-01,7.25
2020-09-02,7.449999809265137
2020-09-03,7.119999885559082
2020-09-04,7.260000228881836
2020-09-08,7.380000114440918
2020-09-09,7.639999866485596
2020-09-10,7.46999979019165
2020-09-11,7.389999866485596
2020-09-14,7.550000190734863
2020-09-15,7.789999961853027
2020-09-16,7.25
2020-09-17,7.019999980926514
2020-09-18,7.110000133514404
2020-09-21,6.869999885559082
2020-09-22,6.929999828338623
2020-09-23,6.449999809265137
2020-09-24,6.650000095367432
2020-09-25,6.849999904632568
2020-09-28,7.03000020980835
2020-09-29,7.0
2020-09-30,6.900000095367432
2020-10-01,6.940000057220459
2020-10-02,6.550000190734863
2020-10-05,6.699999809265137
2020-10-06,6.75
2020-10-07,6.429999828338623
2020-10-08,6.340000152587891
2020-10-09,6.210000038146973
2020-10-12,6.690000057220459
2020-10-13,6.46999979019165
2020-10-14,6.679999828338623
2020-10-15,6.75
2020-10-16,6.71999979019165
2020-10-19,6.480000019073486
2020-10-20,6.519999980926514
2020-10-21,6.449999809265137
2020-10-22,6.449999809265137
2020-10-23,6.099999904632568
2020-10-26,6.0
2020-10-27,5.949999809265137
2020-10-28,5.71999979019165
2020-10-29,5.46999979019165
2020-10-30,6.099999904632568
2020-11-02,6.090000152587891
2020-11-03,6.059999942779541
2020-11-04,6.25
2020-11-05,6.210000038146973
2020-11-06,6.039999961853027
2020-11-09,5.869999885559082
2020-11-10,6.099999904632568
2020-11-11,6.349999904632568
2020-11-12,6.340000152587891
2020-11-13,6.46999979019165
2020-11-16,6.449999809265137
2020-11-17,6.440000057220459
2020-11-18,6.489999771118164
2020-11-19,6.610000133514404
2020-11-20,6.699999809265137
2020-11-23,6.53000020980835
2020-11-24,6.5
2020-11-25,6.489999771118164
2020-11-27,6.550000190734863
2020-11-30,7.0
2020-12-01,6.539999961853027
2020-12-02,6.360000133514404
2020-12-03,6.429999828338623
2020-12-04,6.730000019073486
2020-12-07,6.889999866485596
2020-12-08,6.900000095367432
2020-12-09,6.900000095367432
2020-12-10,6.889999866485596
2020-12-11,7.0
2020-12-14,7.070000171661377
2020-12-15,7.579999923706055
2020-12-16,7.679999828338623
2020-12-17,8.050000190734863
2020-12-18,8.0
2020-12-21,8.119999885559082
2020-12-22,8.180000305175781
2020-12-23,9.600000381469727
2020-12-24,10.050000190734863
2020-12-28,12.100000381469727
2020-12-29,11.729999542236328
2020-12-30,11.84000015258789
2020-12-31,11.930000305175781
2021-01-04,11.970000267028809
2021-01-05,11.630000114440918
2021-01-06,11.609999656677246
2021-01-07,12.800000190734863
2021-01-08,12.020000457763672
2021-01-11,13.960000038146973
2021-01-12,14.109999656677246
2021-01-13,15.75
2021-01-14,15.829999923706055
2021-01-15,16.010000228881836
2021-01-19,16.8799991607666
2021-01-20,17.34000015258789
2021-01-21,18.229999542236328
2021-01-22,18.200000762939453
2021-01-25,18.690000534057617
2021-01-26,18.360000610351562
2021-01-27,16.5
2021-01-28,17.049999237060547
2021-01-29,18.079999923706055
2021-02-01,18.18000030517578
2021-02-02,17.84000015258789
2021-02-03,17.510000228881836
2021-02-04,17.270000457763672
2021-02-05,17.700000762939453
2021-02-08,18.729999542236328
2021-02-09,18.989999771118164
2021-02-10,19.3700008392334
2021-02-11,28.649999618530273
2021-02-12,28.280000686645508
2021-02-16,24.90999984741211
2021-02-17,27.229999542236328
2021-02-18,27.1299991607666
2021-02-19,27.0
2021-02-22,26.809999465942383
2021-02-23,25.600000381469727
2021-02-24,26.649999618530273
2021-02-25,25.43000030517578
2021-02-26,27.09000015258789
2021-03-01,26.950000762939453
2021-03-02,27.309999465942383
2021-03-03,27.18000030517578
2021-03-04,26.809999465942383
2021-03-05,27.059999465942383
2021-03-08,29.139999389648438
2021-03-09,30.260000228881836
2021-03-10,30.43000030517578
2021-03-11,31.68000030517578
2021-03-12,32.08000183105469
2021-03-15,30.65999984741211
2021-03-16,31.549999237060547
2021-03-17,31.850000381469727
2021-03-18,30.559999465942383
2021-03-19,30.920000076293945
2021-03-22,30.739999771118164
2021-03-23,29.459999084472656
2021-03-24,28.600000381469727
2021-03-25,30.860000610351562
2021-03-26,29.790000915527344
2021-03-29,28.940000534057617
2021-03-30,30.670000076293945
2021-03-31,29.049999237060547
2021-04-01,30.06999969482422
2021-04-05,29.850000381469727
2021-04-06,28.489999771118164
2021-04-07,28.549999237060547
2021-04-08,28.299999237060547
2021-04-09,28.3700008392334
2021-04-12,27.229999542236328
2021-04-13,27.079999923706055
2021-04-14,26.639999389648438
2021-04-15,26.149999618530273
2021-04-16,24.81999969482422
2021-04-19,24.8700008392334
2021-04-20,24.170000076293945
2021-04-21,25.989999771118164
2021-04-22,25.75
2021-04-23,27.209999084472656
2021-04-26,29.6299991607666
2021-04-27,29.739999771118164
2021-04-28,31.8799991607666
2021-04-29,30.829999923706055
2021-04-30,30.239999771118164
2021-05-03,29.959999084472656
2021-05-04,30.149999618530273
2021-05-05,30.270000457763672
2021-05-06,29.979999542236328
2021-05-07,29.729999542236328
2021-05-10,29.56999969482422
2021-05-11,28.75
2021-05-12,28.149999618530273
2021-05-13,27.149999618530273
2021-05-14,29.360000610351562
