,BDTX
2020-09-18,30.09000015258789
2020-09-21,28.81999969482422
2020-09-22,27.43000030517578
2020-09-23,26.170000076293945
2020-09-24,26.920000076293945
2020-09-25,29.649999618530273
2020-09-28,28.700000762939453
2020-09-29,30.40999984741211
2020-09-30,30.229999542236328
2020-10-01,30.600000381469727
2020-10-02,30.670000076293945
2020-10-05,32.4900016784668
2020-10-06,32.970001220703125
2020-10-07,33.70000076293945
2020-10-08,33.27000045776367
2020-10-09,33.779998779296875
2020-10-12,32.790000915527344
2020-10-13,33.5
2020-10-14,32.91999816894531
2020-10-15,32.84000015258789
2020-10-16,33.70000076293945
2020-10-19,32.619998931884766
2020-10-20,29.469999313354492
2020-10-21,29.520000457763672
2020-10-22,30.639999389648438
2020-10-23,31.860000610351562
2020-10-26,32.279998779296875
2020-10-27,32.720001220703125
2020-10-28,30.770000457763672
2020-10-29,31.040000915527344
2020-10-30,31.510000228881836
2020-11-02,31.56999969482422
2020-11-03,32.66999816894531
2020-11-04,31.729999542236328
2020-11-05,33.18000030517578
2020-11-06,32.349998474121094
2020-11-09,32.060001373291016
2020-11-10,34.0099983215332
2020-11-11,35.0
2020-11-12,34.29999923706055
2020-11-13,33.06999969482422
2020-11-16,32.439998626708984
2020-11-17,32.900001525878906
2020-11-18,32.54999923706055
2020-11-19,33.02000045776367
2020-11-20,33.34000015258789
2020-11-23,33.540000915527344
2020-11-24,33.959999084472656
2020-11-25,33.43000030517578
2020-11-27,34.40999984741211
2020-11-30,33.34000015258789
2020-12-01,32.22999954223633
2020-12-02,32.630001068115234
2020-12-03,32.650001525878906
2020-12-04,34.459999084472656
2020-12-07,33.88999938964844
2020-12-08,34.099998474121094
2020-12-09,33.380001068115234
2020-12-10,34.66999816894531
2020-12-11,34.91999816894531
2020-12-14,34.290000915527344
2020-12-15,34.40999984741211
2020-12-16,34.5
2020-12-17,33.060001373291016
2020-12-18,31.459999084472656
2020-12-21,30.760000228881836
2020-12-22,33.7599983215332
2020-12-23,33.790000915527344
2020-12-24,33.720001220703125
2020-12-28,33.79999923706055
2020-12-29,32.9900016784668
2020-12-30,32.40999984741211
2020-12-31,32.04999923706055
2021-01-04,32.25
2021-01-05,31.790000915527344
2021-01-06,33.22999954223633
2021-01-07,34.0
2021-01-08,34.11000061035156
2021-01-11,34.75
2021-01-12,29.610000610351562
2021-01-13,29.7549991607666
2021-01-14,28.6200008392334
2021-01-15,26.940000534057617
2021-01-19,27.450000762939453
2021-01-20,26.950000762939453
2021-01-21,26.110000610351562
2021-01-22,26.139999389648438
2021-01-25,26.329999923706055
2021-01-26,24.56999969482422
2021-01-27,23.709999084472656
2021-01-28,24.200000762939453
2021-01-29,24.770000457763672
2021-02-01,24.200000762939453
2021-02-02,24.309999465942383
2021-02-03,27.1200008392334
2021-02-04,28.709999084472656
2021-02-05,28.93000030517578
2021-02-08,29.020000457763672
2021-02-09,28.139999389648438
2021-02-10,28.209999084472656
2021-02-11,27.899999618530273
2021-02-12,26.81999969482422
2021-02-16,26.940000534057617
2021-02-17,28.690000534057617
2021-02-18,28.75
2021-02-19,27.56999969482422
2021-02-22,28.040000915527344
2021-02-23,28.059999465942383
2021-02-24,28.530000686645508
2021-02-25,28.31999969482422
2021-02-26,28.0
2021-03-01,27.93000030517578
2021-03-02,26.59000015258789
2021-03-03,25.639999389648438
2021-03-04,23.729999542236328
2021-03-05,25.100000381469727
2021-03-08,24.84000015258789
2021-03-09,27.239999771118164
2021-03-10,26.40999984741211
2021-03-11,26.489999771118164
2021-03-12,26.489999771118164
2021-03-15,26.100000381469727
2021-03-16,25.75
2021-03-17,25.850000381469727
2021-03-18,24.010000228881836
2021-03-19,25.110000610351562
2021-03-22,25.31999969482422
2021-03-23,23.770000457763672
2021-03-24,22.420000076293945
2021-03-25,22.950000762939453
2021-03-26,22.8799991607666
2021-03-29,22.229999542236328
2021-03-30,22.56999969482422
2021-03-31,24.260000228881836
2021-04-01,25.469999313354492
2021-04-05,25.31999969482422
2021-04-06,24.360000610351562
2021-04-07,24.260000228881836
2021-04-08,24.84000015258789
2021-04-09,24.6299991607666
2021-04-12,24.75
2021-04-13,25.5
2021-04-14,24.829999923706055
2021-04-15,25.219999313354492
2021-04-16,25.860000610351562
2021-04-19,24.15999984741211
2021-04-20,24.329999923706055
2021-04-21,26.110000610351562
2021-04-22,26.290000915527344
2021-04-23,26.68000030517578
2021-04-26,27.8799991607666
2021-04-27,28.170000076293945
2021-04-28,27.81999969482422
2021-04-29,27.290000915527344
2021-04-30,26.639999389648438
2021-05-03,26.479999542236328
2021-05-04,25.31999969482422
2021-05-05,24.739999771118164
2021-05-06,25.549999237060547
2021-05-07,25.5
2021-05-10,24.540000915527344
2021-05-11,26.200000762939453
2021-05-12,27.850000381469727
2021-05-13,26.559999465942383
2021-05-14,27.5
