,ETNB
2020-11-16,28.079999923706055
2020-11-17,26.670000076293945
2020-11-18,26.149999618530273
2020-11-19,25.969999313354492
2020-11-20,27.600000381469727
2020-11-23,27.600000381469727
2020-11-24,26.950000762939453
2020-11-25,27.040000915527344
2020-11-27,27.280000686645508
2020-11-30,27.010000228881836
2020-12-01,26.520000457763672
2020-12-02,26.389999389648438
2020-12-03,26.479999542236328
2020-12-04,26.93000030517578
2020-12-07,26.719999313354492
2020-12-08,26.5
2020-12-09,27.260000228881836
2020-12-10,26.90999984741211
2020-12-11,25.610000610351562
2020-12-14,26.450000762939453
2020-12-15,27.520000457763672
2020-12-16,27.450000762939453
2020-12-17,27.899999618530273
2020-12-18,25.969999313354492
2020-12-21,26.34000015258789
2020-12-22,26.139999389648438
2020-12-23,26.739999771118164
2020-12-24,27.190000534057617
2020-12-28,26.8799991607666
2020-12-29,26.079999923706055
2020-12-30,25.579999923706055
2020-12-31,24.3700008392334
2021-01-04,24.0
2021-01-05,22.979999542236328
2021-01-06,22.059999465942383
2021-01-07,22.989999771118164
2021-01-08,21.8799991607666
2021-01-11,21.68000030517578
2021-01-12,21.989999771118164
2021-01-13,21.559999465942383
2021-01-14,21.559999465942383
2021-01-15,21.3799991607666
2021-01-19,20.889999389648438
2021-01-20,21.110000610351562
2021-01-21,20.690000534057617
2021-01-22,20.729999542236328
2021-01-25,20.959999084472656
2021-01-26,21.6200008392334
2021-01-27,20.639999389648438
2021-01-28,20.219999313354492
2021-01-29,20.299999237060547
2021-02-01,21.360000610351562
2021-02-02,21.709999084472656
2021-02-03,21.860000610351562
2021-02-04,22.40999984741211
2021-02-05,23.010000228881836
2021-02-08,24.0
2021-02-09,23.969999313354492
2021-02-10,23.950000762939453
2021-02-11,23.959999084472656
2021-02-12,23.690000534057617
2021-02-16,23.700000762939453
2021-02-17,24.6299991607666
2021-02-18,24.079999923706055
2021-02-19,24.489999771118164
2021-02-22,23.649999618530273
2021-02-23,23.09000015258789
2021-02-24,25.0
2021-02-25,24.8700008392334
2021-02-26,24.559999465942383
2021-03-01,24.700000762939453
2021-03-02,24.84000015258789
2021-03-03,24.540000915527344
2021-03-04,22.149999618530273
2021-03-05,22.329999923706055
2021-03-08,21.959999084472656
2021-03-09,23.139999389648438
2021-03-10,22.84000015258789
2021-03-11,24.450000762939453
2021-03-12,25.059999465942383
2021-03-15,24.540000915527344
2021-03-16,24.0
2021-03-17,23.780000686645508
2021-03-18,24.399999618530273
2021-03-19,25.09000015258789
2021-03-22,26.729999542236328
2021-03-23,24.6299991607666
2021-03-24,21.790000915527344
2021-03-25,23.479999542236328
2021-03-26,25.1200008392334
2021-03-29,23.700000762939453
2021-03-30,23.719999313354492
2021-03-31,23.68000030517578
2021-04-01,23.59000015258789
2021-04-05,25.43000030517578
2021-04-06,25.209999084472656
2021-04-07,25.100000381469727
2021-04-08,26.34000015258789
2021-04-09,26.280000686645508
2021-04-12,23.799999237060547
2021-04-13,23.510000228881836
2021-04-14,23.780000686645508
2021-04-15,24.15999984741211
2021-04-16,24.770000457763672
2021-04-19,25.31999969482422
2021-04-20,25.809999465942383
2021-04-21,28.0
2021-04-22,25.3799991607666
2021-04-23,25.719999313354492
2021-04-26,25.8700008392334
2021-04-27,26.920000076293945
2021-04-28,27.469999313354492
2021-04-29,26.979999542236328
2021-04-30,26.290000915527344
2021-05-03,25.459999084472656
2021-05-04,24.93000030517578
2021-05-05,23.989999771118164
2021-05-06,24.110000610351562
2021-05-07,24.170000076293945
2021-05-10,23.100000381469727
2021-05-11,25.260000228881836
2021-05-12,23.40999984741211
2021-05-13,20.3700008392334
2021-05-14,21.6299991607666
