,BOMN
2021-03-25,36.209999084472656
2021-03-26,35.41999816894531
2021-03-29,33.529998779296875
2021-03-30,32.75
2021-03-31,29.559999465942383
2021-04-01,29.90999984741211
2021-04-05,27.610000610351562
2021-04-06,27.760000228881836
2021-04-07,27.65999984741211
2021-04-08,27.68000030517578
2021-04-09,26.280000686645508
2021-04-12,25.610000610351562
2021-04-13,25.190000534057617
2021-04-14,25.969999313354492
2021-04-15,25.260000228881836
2021-04-16,26.3799991607666
2021-04-19,25.739999771118164
2021-04-20,25.15999984741211
2021-04-21,26.270000457763672
2021-04-22,26.190000534057617
2021-04-23,26.559999465942383
2021-04-26,27.59000015258789
2021-04-27,27.940000534057617
2021-04-28,27.889999389648438
2021-04-29,28.100000381469727
2021-04-30,28.020000457763672
2021-05-03,28.3799991607666
2021-05-04,27.510000228881836
2021-05-05,27.540000915527344
2021-05-06,27.469999313354492
2021-05-07,27.959999084472656
2021-05-10,26.90999984741211
2021-05-11,25.899999618530273
2021-05-12,25.290000915527344
2021-05-13,25.709999084472656
2021-05-14,26.979999542236328
