,ALIM
2020-02-12,6.510000228881836
2020-02-13,6.550000190734863
2020-02-14,6.429999828338623
2020-02-18,6.260000228881836
2020-02-19,6.150000095367432
2020-02-20,6.570000171661377
2020-02-21,6.610000133514404
2020-02-24,6.579999923706055
2020-02-25,6.400000095367432
2020-02-26,6.010000228881836
2020-02-27,6.894999980926514
2020-02-28,7.210000038146973
2020-03-02,7.099999904632568
2020-03-03,6.510000228881836
2020-03-04,6.440000057220459
2020-03-05,6.670000076293945
2020-03-06,6.369999885559082
2020-03-09,5.710000038146973
2020-03-10,5.980000019073486
2020-03-11,5.289999961853027
2020-03-12,4.070000171661377
2020-03-13,4.349999904632568
2020-03-16,3.2100000381469727
2020-03-17,3.4800000190734863
2020-03-18,3.119999885559082
2020-03-19,3.690000057220459
2020-03-20,3.75
2020-03-23,3.3499999046325684
2020-03-24,3.6600000858306885
2020-03-25,4.610000133514404
2020-03-26,4.539999961853027
2020-03-27,4.389999866485596
2020-03-30,3.609999895095825
2020-03-31,4.0
2020-04-01,3.619999885559082
2020-04-02,3.440000057220459
2020-04-03,3.799999952316284
2020-04-06,3.9200000762939453
2020-04-07,3.950000047683716
2020-04-08,4.050000190734863
2020-04-09,4.010000228881836
2020-04-13,4.736999988555908
2020-04-14,4.809999942779541
2020-04-15,4.75
2020-04-16,4.690000057220459
2020-04-17,5.300000190734863
2020-04-20,5.289999961853027
2020-04-21,5.039999961853027
2020-04-22,4.860000133514404
2020-04-23,4.710000038146973
2020-04-24,4.711999893188477
2020-04-27,5.119999885559082
2020-04-28,5.099999904632568
2020-04-29,5.090000152587891
2020-04-30,5.400000095367432
2020-05-01,5.559999942779541
2020-05-04,5.71999979019165
2020-05-05,5.6579999923706055
2020-05-06,5.599999904632568
2020-05-07,5.820000171661377
2020-05-08,5.809999942779541
2020-05-11,5.679999828338623
2020-05-12,5.309999942779541
2020-05-13,5.010000228881836
2020-05-14,5.394999980926514
2020-05-15,5.389999866485596
2020-05-18,5.650000095367432
2020-05-19,5.460000038146973
2020-05-20,5.28000020980835
2020-05-21,5.130000114440918
2020-05-22,5.360000133514404
2020-05-26,5.389999866485596
2020-05-27,5.300000190734863
2020-05-28,5.260000228881836
2020-05-29,5.0289998054504395
2020-06-01,5.03000020980835
2020-06-02,5.090000152587891
2020-06-03,5.079999923706055
2020-06-04,5.019999980926514
2020-06-05,5.03000020980835
2020-06-08,4.949999809265137
2020-06-09,5.039999961853027
2020-06-10,4.900000095367432
2020-06-11,4.849999904632568
2020-06-12,4.7820000648498535
2020-06-15,4.599999904632568
2020-06-16,5.179999828338623
2020-06-17,5.800000190734863
2020-06-18,6.699999809265137
2020-06-19,7.179999828338623
2020-06-22,6.849999904632568
2020-06-23,6.330999851226807
2020-06-24,6.110000133514404
2020-06-25,6.489999771118164
2020-06-26,6.389999866485596
2020-06-29,6.119999885559082
2020-06-30,6.300000190734863
2020-07-01,5.710000038146973
2020-07-02,5.760000228881836
2020-07-06,5.789999961853027
2020-07-07,5.71999979019165
2020-07-08,5.429999828338623
2020-07-09,6.081999778747559
2020-07-10,5.900000095367432
2020-07-13,5.880000114440918
2020-07-14,5.559999942779541
2020-07-15,5.579999923706055
2020-07-16,5.71999979019165
2020-07-17,5.829999923706055
2020-07-20,5.650000095367432
2020-07-21,5.710000038146973
2020-07-22,5.739999771118164
2020-07-23,5.96999979019165
2020-07-24,6.260000228881836
2020-07-27,6.019999980926514
2020-07-28,6.150000095367432
2020-07-29,6.054999828338623
2020-07-30,5.997000217437744
2020-07-31,5.869999885559082
2020-08-03,5.638000011444092
2020-08-04,5.460000038146973
2020-08-05,6.980000019073486
2020-08-06,6.880000114440918
2020-08-07,6.309999942779541
2020-08-10,6.650000095367432
2020-08-11,6.389999866485596
2020-08-12,6.119999885559082
2020-08-13,6.420000076293945
2020-08-14,6.09499979019165
2020-08-17,6.760000228881836
2020-08-18,6.820000171661377
2020-08-19,6.760000228881836
2020-08-20,6.789999961853027
2020-08-21,6.730000019073486
2020-08-24,6.21999979019165
2020-08-25,6.119999885559082
2020-08-26,6.139999866485596
2020-08-27,6.119999885559082
2020-08-28,6.070000171661377
2020-08-31,5.909999847412109
2020-09-01,5.789999961853027
2020-09-02,5.650000095367432
2020-09-03,5.710000038146973
2020-09-04,5.75
2020-09-08,5.480000019073486
2020-09-09,5.690000057220459
2020-09-10,5.710000038146973
2020-09-11,5.53000020980835
2020-09-14,5.579999923706055
2020-09-15,5.619999885559082
2020-09-16,5.550000190734863
2020-09-17,5.610000133514404
2020-09-18,5.699999809265137
2020-09-21,5.539999961853027
2020-09-22,5.239999771118164
2020-09-23,5.019999980926514
2020-09-24,5.050000190734863
2020-09-25,5.050000190734863
2020-09-28,5.110000133514404
2020-09-29,5.179999828338623
2020-09-30,4.860000133514404
2020-10-01,4.849999904632568
2020-10-02,4.800000190734863
2020-10-05,4.75
2020-10-06,4.75
2020-10-07,4.78000020980835
2020-10-08,4.809999942779541
2020-10-09,4.860000133514404
2020-10-12,4.75
2020-10-13,4.699999809265137
2020-10-14,4.699999809265137
2020-10-15,4.638000011444092
2020-10-16,4.670000076293945
2020-10-19,4.610000133514404
2020-10-20,4.590000152587891
2020-10-21,4.519999980926514
2020-10-22,4.610000133514404
2020-10-23,4.510000228881836
2020-10-26,4.423999786376953
2020-10-27,4.320000171661377
2020-10-28,4.199999809265137
2020-10-29,4.199999809265137
2020-10-30,4.244999885559082
2020-11-02,3.990000009536743
2020-11-03,3.9800000190734863
2020-11-04,3.950000047683716
2020-11-05,4.017000198364258
2020-11-06,3.990000009536743
2020-11-09,4.179999828338623
2020-11-10,4.179999828338623
2020-11-11,4.190000057220459
2020-11-12,4.579999923706055
2020-11-13,5.090000152587891
2020-11-16,4.989999771118164
2020-11-17,5.199999809265137
2020-11-18,4.989999771118164
2020-11-19,4.75
2020-11-20,4.75
2020-11-23,4.650000095367432
2020-11-24,4.650000095367432
2020-11-25,4.739999771118164
2020-11-27,4.710000038146973
2020-11-30,4.690000057220459
2020-12-01,4.599999904632568
2020-12-02,4.579999923706055
2020-12-03,4.400000095367432
2020-12-04,4.329999923706055
2020-12-07,4.150000095367432
2020-12-08,4.340000152587891
2020-12-09,4.179999828338623
2020-12-10,4.130000114440918
2020-12-11,4.179999828338623
2020-12-14,4.360000133514404
2020-12-15,4.230000019073486
2020-12-16,4.179999828338623
2020-12-17,4.239999771118164
2020-12-18,4.190000057220459
2020-12-21,4.269999980926514
2020-12-22,4.340000152587891
2020-12-23,4.679999828338623
2020-12-24,4.429999828338623
2020-12-28,4.449999809265137
2020-12-29,4.309999942779541
2020-12-30,4.340000152587891
2020-12-31,4.21999979019165
2021-01-04,4.269999980926514
2021-01-05,4.519999980926514
2021-01-06,4.639999866485596
2021-01-07,5.010000228881836
2021-01-08,5.800000190734863
2021-01-11,5.829999923706055
2021-01-12,5.760000228881836
2021-01-13,5.96999979019165
2021-01-14,5.869999885559082
2021-01-15,6.599999904632568
2021-01-19,7.579999923706055
2021-01-20,7.989999771118164
2021-01-21,8.680000305175781
2021-01-22,8.0
2021-01-25,7.829999923706055
2021-01-26,7.260000228881836
2021-01-27,7.179999828338623
2021-01-28,6.730000019073486
2021-01-29,6.71999979019165
2021-02-01,6.880000114440918
2021-02-02,6.809999942779541
2021-02-03,7.079999923706055
2021-02-04,7.809999942779541
2021-02-05,7.909999847412109
2021-02-08,7.929999828338623
2021-02-09,8.199999809265137
2021-02-10,9.0
2021-02-11,8.260000228881836
2021-02-12,8.5
2021-02-16,9.100000381469727
2021-02-17,9.239999771118164
2021-02-18,9.210000038146973
2021-02-19,9.199999809265137
2021-02-22,8.5600004196167
2021-02-23,8.430000305175781
2021-02-24,8.989999771118164
2021-02-25,7.949999809265137
2021-02-26,8.069999694824219
2021-03-01,8.3100004196167
2021-03-02,9.0
2021-03-03,8.199999809265137
2021-03-04,7.659999847412109
2021-03-05,7.320000171661377
2021-03-08,7.53000020980835
2021-03-09,7.519999980926514
2021-03-10,9.270000457763672
2021-03-11,11.350000381469727
2021-03-12,11.289999961853027
2021-03-15,11.140000343322754
2021-03-16,10.859999656677246
2021-03-17,10.920000076293945
2021-03-18,10.800000190734863
2021-03-19,11.100000381469727
2021-03-22,10.34000015258789
2021-03-23,9.649999618530273
2021-03-24,9.649999618530273
2021-03-25,9.710000038146973
2021-03-26,9.670000076293945
2021-03-29,9.640000343322754
2021-03-30,9.800000190734863
2021-03-31,9.619999885559082
2021-04-01,9.859999656677246
2021-04-05,10.050000190734863
2021-04-06,9.850000381469727
2021-04-07,9.699999809265137
2021-04-08,9.420000076293945
2021-04-09,9.5600004196167
2021-04-12,9.270000457763672
2021-04-13,10.319999694824219
2021-04-14,10.970000267028809
2021-04-15,10.3100004196167
2021-04-16,9.800000190734863
2021-04-19,9.664999961853027
2021-04-20,9.260000228881836
2021-04-21,9.779999732971191
2021-04-22,10.100000381469727
2021-04-23,10.699999809265137
2021-04-26,10.920000076293945
2021-04-27,11.0600004196167
2021-04-28,11.3100004196167
2021-04-29,10.239999771118164
2021-04-30,10.239999771118164
2021-05-03,10.529999732971191
2021-05-04,10.149999618530273
2021-05-05,9.710000038146973
2021-05-06,9.34000015258789
2021-05-07,9.670000076293945
2021-05-10,9.470000267028809
2021-05-11,9.1899995803833
2021-05-12,8.989999771118164
2021-05-13,8.609999656677246
2021-05-14,8.569999694824219
