,BSMP
2020-03-23,23.049999237060547
2020-03-24,23.459999084472656
2020-03-25,24.184999465942383
2020-03-26,24.850000381469727
2020-03-27,24.934999465942383
2020-03-30,24.809999465942383
2020-03-31,25.059999465942383
2020-04-01,24.514999389648438
2020-04-02,24.514999389648438
2020-04-03,24.614999771118164
2020-04-06,24.735000610351562
2020-04-07,24.834999084472656
2020-04-08,24.834999084472656
2020-04-09,25.094999313354492
2020-04-13,25.110000610351562
2020-04-14,25.135000228881836
2020-04-15,25.200000762939453
2020-04-16,25.15999984741211
2020-04-17,25.200000762939453
2020-04-20,24.979999542236328
2020-04-21,24.979999542236328
2020-04-22,24.93000030517578
2020-04-23,24.90399932861328
2020-04-24,24.90399932861328
2020-04-27,24.7450008392334
2020-04-28,24.7450008392334
2020-04-29,24.549999237060547
2020-04-30,24.614999771118164
2020-05-01,24.700000762939453
2020-05-04,24.75
2020-05-05,24.780000686645508
2020-05-06,24.790000915527344
2020-05-07,24.790000915527344
2020-05-08,24.885000228881836
2020-05-11,24.924999237060547
2020-05-12,24.93000030517578
2020-05-13,24.96500015258789
2020-05-14,25.014999389648438
2020-05-15,25.014999389648438
2020-05-18,25.075000762939453
2020-05-19,25.145000457763672
2020-05-20,25.235000610351562
2020-05-21,25.315000534057617
2020-05-22,25.360000610351562
2020-05-26,25.3799991607666
2020-05-27,25.415000915527344
2020-05-28,25.400999069213867
2020-05-29,25.559999465942383
2020-06-01,25.44499969482422
2020-06-02,25.395000457763672
2020-06-03,25.395000457763672
2020-06-04,25.405000686645508
2020-06-05,25.385000228881836
2020-06-08,25.3799991607666
2020-06-09,25.399999618530273
2020-06-10,25.424999237060547
2020-06-11,25.450000762939453
2020-06-12,25.454999923706055
2020-06-15,25.459999084472656
2020-06-16,25.479999542236328
2020-06-17,25.44499969482422
2020-06-18,25.44499969482422
2020-06-19,25.475000381469727
2020-06-22,25.475000381469727
2020-06-23,25.44499969482422
2020-06-24,25.46500015258789
2020-06-25,25.454999923706055
2020-06-26,25.489999771118164
2020-06-29,25.489999771118164
2020-06-30,25.475000381469727
2020-07-01,25.475000381469727
2020-07-02,25.514999389648438
2020-07-06,25.547000885009766
2020-07-07,25.559999465942383
2020-07-08,25.559999465942383
2020-07-09,25.604999542236328
2020-07-10,25.614999771118164
2020-07-13,25.655000686645508
2020-07-14,25.69499969482422
2020-07-15,25.69499969482422
2020-07-16,25.69499969482422
2020-07-17,25.71500015258789
2020-07-20,25.709999084472656
2020-07-21,25.729999542236328
2020-07-22,25.729999542236328
2020-07-23,25.7549991607666
2020-07-24,25.75
2020-07-27,25.75
2020-07-28,25.764999389648438
2020-07-29,25.780000686645508
2020-07-30,25.80500030517578
2020-07-31,25.81999969482422
2020-08-03,25.829999923706055
2020-08-04,25.860000610351562
2020-08-05,25.864999771118164
2020-08-06,25.889999389648438
2020-08-07,25.905000686645508
2020-08-10,25.920000076293945
2020-08-11,25.90999984741211
2020-08-12,25.959999084472656
2020-08-13,25.895000457763672
2020-08-14,25.875
2020-08-17,25.850000381469727
2020-08-18,25.844999313354492
2020-08-19,25.854999542236328
2020-08-20,25.834999084472656
2020-08-21,25.829999923706055
2020-08-24,25.815000534057617
2020-08-25,25.799999237060547
2020-08-26,25.829999923706055
2020-08-27,25.829999923706055
2020-08-28,25.774999618530273
2020-08-31,25.774999618530273
2020-09-01,25.78499984741211
2020-09-02,25.774999618530273
2020-09-03,25.799999237060547
2020-09-04,25.770000457763672
2020-09-08,25.780000686645508
2020-09-09,25.790000915527344
2020-09-10,25.795000076293945
2020-09-11,25.795000076293945
2020-09-14,25.799999237060547
2020-09-15,25.799999237060547
2020-09-16,25.799999237060547
2020-09-17,25.80500030517578
2020-09-18,25.799999237060547
2020-09-21,25.799999237060547
2020-09-22,25.799999237060547
2020-09-23,25.799999237060547
2020-09-24,25.80500030517578
2020-09-25,25.84000015258789
2020-09-28,25.795000076293945
2020-09-29,25.790000915527344
2020-09-30,25.799999237060547
2020-10-01,25.80500030517578
2020-10-02,25.809999465942383
2020-10-05,25.815000534057617
2020-10-06,25.809999465942383
2020-10-07,25.809999465942383
2020-10-08,25.799999237060547
2020-10-09,25.780000686645508
2020-10-12,25.780000686645508
2020-10-13,25.757999420166016
2020-10-14,25.75
2020-10-15,25.760000228881836
2020-10-16,25.760000228881836
2020-10-19,25.719999313354492
2020-10-20,25.719999313354492
2020-10-21,25.735000610351562
2020-10-22,25.709999084472656
2020-10-23,25.770000457763672
2020-10-26,25.780000686645508
2020-10-27,25.780000686645508
2020-10-28,25.760000228881836
2020-10-29,25.770000457763672
2020-10-30,25.760000228881836
2020-11-02,25.770000457763672
2020-11-03,25.770000457763672
2020-11-04,25.889999389648438
2020-11-05,25.889999389648438
2020-11-06,25.889999389648438
2020-11-09,25.8700008392334
2020-11-10,25.8700008392334
2020-11-11,25.8799991607666
2020-11-12,25.8799991607666
2020-11-13,25.899999618530273
2020-11-16,25.899999618530273
2020-11-17,25.975000381469727
2020-11-18,25.920000076293945
2020-11-19,25.899999618530273
2020-11-20,25.927000045776367
2020-11-23,25.940000534057617
2020-11-24,25.889999389648438
2020-11-25,25.93000030517578
2020-11-27,25.950000762939453
2020-11-30,25.899999618530273
2020-12-01,25.93000030517578
2020-12-02,25.8799991607666
2020-12-03,25.950000762939453
2020-12-04,25.905000686645508
2020-12-07,25.969999313354492
2020-12-08,25.9689998626709
2020-12-09,25.959999084472656
2020-12-10,25.972999572753906
2020-12-11,25.989999771118164
2020-12-14,25.989999771118164
2020-12-15,25.979999542236328
2020-12-16,25.961000442504883
2020-12-17,26.0
2020-12-18,25.954999923706055
2020-12-21,25.989999771118164
2020-12-22,25.979999542236328
2020-12-23,25.954999923706055
2020-12-24,25.979999542236328
2020-12-28,25.989999771118164
2020-12-29,26.0
2020-12-30,25.959999084472656
2020-12-31,25.974000930786133
2021-01-04,25.920000076293945
2021-01-05,26.010000228881836
2021-01-06,25.969999313354492
2021-01-07,25.969999313354492
2021-01-08,25.954999923706055
2021-01-11,25.950000762939453
2021-01-12,25.975000381469727
2021-01-13,25.959999084472656
2021-01-14,25.959999084472656
2021-01-15,25.959999084472656
2021-01-19,25.940000534057617
2021-01-20,25.979999542236328
2021-01-21,26.0
2021-01-22,26.0
2021-01-25,25.979999542236328
2021-01-26,25.989999771118164
2021-01-27,26.059999465942383
2021-01-28,26.020000457763672
2021-01-29,26.014999389648438
2021-02-01,26.020000457763672
2021-02-02,26.020000457763672
2021-02-03,26.020000457763672
2021-02-04,26.024999618530273
2021-02-05,26.03499984741211
2021-02-08,26.045000076293945
2021-02-09,26.045000076293945
2021-02-10,26.06999969482422
2021-02-11,26.1200008392334
2021-02-12,26.1299991607666
2021-02-16,26.110000610351562
2021-02-17,26.06999969482422
2021-02-18,25.9950008392334
2021-02-19,25.961999893188477
2021-02-22,25.864999771118164
2021-02-23,25.790000915527344
2021-02-24,25.760000228881836
2021-02-25,25.760000228881836
2021-02-26,25.736000061035156
2021-03-01,25.7450008392334
2021-03-02,25.732999801635742
2021-03-03,25.764999389648438
2021-03-04,25.7549991607666
2021-03-05,25.81999969482422
2021-03-08,25.78499984741211
2021-03-09,25.825000762939453
2021-03-10,25.844999313354492
2021-03-11,25.864999771118164
2021-03-12,25.84000015258789
2021-03-15,25.8700008392334
2021-03-16,25.875
2021-03-17,25.864999771118164
2021-03-18,25.795000076293945
2021-03-19,25.795000076293945
2021-03-22,25.790000915527344
2021-03-23,25.78499984741211
2021-03-24,25.795000076293945
2021-03-25,25.850000381469727
2021-03-26,25.80500030517578
2021-03-29,25.80500030517578
2021-03-30,25.799999237060547
2021-03-31,25.80500030517578
2021-04-01,25.84000015258789
2021-04-05,25.834999084472656
2021-04-06,25.834999084472656
2021-04-07,25.84000015258789
2021-04-08,25.875
2021-04-09,25.899999618530273
2021-04-12,25.885000228881836
2021-04-13,25.90999984741211
2021-04-14,25.969999313354492
2021-04-15,26.014999389648438
2021-04-16,26.014999389648438
2021-04-19,25.9950008392334
2021-04-20,25.989999771118164
2021-04-21,25.985000610351562
2021-04-22,26.024999618530273
2021-04-23,26.010000228881836
2021-04-26,26.0
2021-04-27,26.0
2021-04-28,26.010000228881836
2021-04-29,25.96500015258789
2021-04-30,25.959999084472656
2021-05-03,25.979999542236328
2021-05-04,25.975000381469727
2021-05-05,25.954999923706055
2021-05-06,25.96500015258789
2021-05-07,25.989999771118164
2021-05-10,25.930999755859375
2021-05-11,25.989999771118164
2021-05-12,25.94499969482422
2021-05-13,25.94499969482422
2021-05-14,25.940000534057617
