,CSGS
2008-08-12,19.719999313354492
2008-08-13,19.65999984741211
2008-08-14,19.610000610351562
2008-08-15,19.559999465942383
2008-08-18,19.459999084472656
2008-08-19,19.110000610351562
2008-08-20,19.1200008392334
2008-08-21,18.8799991607666
2008-08-22,19.389999389648438
2008-08-25,18.81999969482422
2008-08-26,18.770000457763672
2008-08-27,19.170000076293945
2008-08-28,19.25
2008-08-29,18.899999618530273
2008-09-02,19.700000762939453
2008-09-03,19.690000534057617
2008-09-04,19.3799991607666
2008-09-05,18.450000762939453
2008-09-08,18.84000015258789
2008-09-09,17.850000381469727
2008-09-10,18.450000762939453
2008-09-11,18.940000534057617
2008-09-12,18.309999465942383
2008-09-15,18.450000762939453
2008-09-16,18.25
2008-09-17,17.280000686645508
2008-09-18,16.719999313354492
2008-09-19,17.56999969482422
2008-09-22,17.1299991607666
2008-09-23,17.260000228881836
2008-09-24,17.649999618530273
2008-09-25,18.360000610351562
2008-09-26,19.040000915527344
2008-09-29,18.579999923706055
2008-09-30,17.530000686645508
2008-10-01,16.610000610351562
2008-10-02,15.619999885559082
2008-10-03,15.3100004196167
2008-10-06,15.869999885559082
2008-10-07,14.5600004196167
2008-10-08,14.34000015258789
2008-10-09,13.720000267028809
2008-10-10,14.0
2008-10-13,15.279999732971191
2008-10-14,15.020000457763672
2008-10-15,14.010000228881836
2008-10-16,14.869999885559082
2008-10-17,14.050000190734863
2008-10-20,14.720000267028809
2008-10-21,14.140000343322754
2008-10-22,15.119999885559082
2008-10-23,14.989999771118164
2008-10-24,14.899999618530273
2008-10-27,14.329999923706055
2008-10-28,15.720000267028809
2008-10-29,15.960000038146973
2008-10-30,16.65999984741211
2008-10-31,16.6299991607666
2008-11-03,16.18000030517578
2008-11-04,15.90999984741211
2008-11-05,15.130000114440918
2008-11-06,15.039999961853027
2008-11-07,15.65999984741211
2008-11-10,15.510000228881836
2008-11-11,15.630000114440918
2008-11-12,15.199999809265137
2008-11-13,15.970000267028809
2008-11-14,14.420000076293945
2008-11-17,14.34000015258789
2008-11-18,14.640000343322754
2008-11-19,13.829999923706055
2008-11-20,13.229999542236328
2008-11-21,14.1899995803833
2008-11-24,15.359999656677246
2008-11-25,14.989999771118164
2008-11-26,16.329999923706055
2008-11-28,16.84000015258789
2008-12-01,15.069999694824219
2008-12-02,15.010000228881836
2008-12-03,15.979999542236328
2008-12-04,15.720000267028809
2008-12-05,16.459999084472656
2008-12-08,16.899999618530273
2008-12-09,16.530000686645508
2008-12-10,16.56999969482422
2008-12-11,16.1200008392334
2008-12-12,16.290000915527344
2008-12-15,15.859999656677246
2008-12-16,16.649999618530273
2008-12-17,17.329999923706055
2008-12-18,17.030000686645508
2008-12-19,17.270000457763672
2008-12-22,16.959999084472656
2008-12-23,16.639999389648438
2008-12-24,16.469999313354492
2008-12-26,16.56999969482422
2008-12-29,16.549999237060547
2008-12-30,17.059999465942383
2008-12-31,17.469999313354492
2009-01-02,17.760000228881836
2009-01-05,16.770000457763672
2009-01-06,16.5
2009-01-07,16.260000228881836
2009-01-08,16.290000915527344
2009-01-09,15.819999694824219
2009-01-12,15.550000190734863
2009-01-13,14.84000015258789
2009-01-14,14.59000015258789
2009-01-15,14.890000343322754
2009-01-16,15.010000228881836
2009-01-20,14.050000190734863
2009-01-21,14.65999984741211
2009-01-22,13.899999618530273
2009-01-23,13.800000190734863
2009-01-26,14.029999732971191
2009-01-27,14.420000076293945
2009-01-28,14.729999542236328
2009-01-29,14.520000457763672
2009-01-30,14.5
2009-02-02,14.779999732971191
2009-02-03,15.3100004196167
2009-02-04,15.460000038146973
2009-02-05,15.329999923706055
2009-02-06,15.470000267028809
2009-02-09,15.210000038146973
2009-02-10,15.199999809265137
2009-02-11,15.010000228881836
2009-02-12,15.109999656677246
2009-02-13,15.029999732971191
2009-02-17,14.729999542236328
2009-02-18,14.390000343322754
2009-02-19,14.390000343322754
2009-02-20,13.869999885559082
2009-02-23,13.520000457763672
2009-02-24,14.199999809265137
2009-02-25,13.920000076293945
2009-02-26,13.15999984741211
2009-02-27,13.520000457763672
2009-03-02,13.789999961853027
2009-03-03,13.510000228881836
2009-03-04,13.65999984741211
2009-03-05,13.329999923706055
2009-03-06,13.319999694824219
2009-03-09,12.510000228881836
2009-03-10,12.930000305175781
2009-03-11,12.569999694824219
2009-03-12,12.699999809265137
2009-03-13,12.989999771118164
2009-03-16,12.609999656677246
2009-03-17,12.859999656677246
2009-03-18,13.75
2009-03-19,13.489999771118164
2009-03-20,13.40999984741211
2009-03-23,13.949999809265137
2009-03-24,13.25
2009-03-25,13.4399995803833
2009-03-26,13.899999618530273
2009-03-27,13.569999694824219
2009-03-30,13.729999542236328
2009-03-31,14.279999732971191
2009-04-01,14.359999656677246
2009-04-02,15.0
2009-04-03,15.40999984741211
2009-04-06,14.9399995803833
2009-04-07,14.470000267028809
2009-04-08,14.670000076293945
2009-04-09,15.079999923706055
2009-04-13,14.880000114440918
2009-04-14,13.699999809265137
2009-04-15,13.699999809265137
2009-04-16,14.649999618530273
2009-04-17,14.949999809265137
2009-04-20,14.430000305175781
2009-04-21,14.890000343322754
2009-04-22,14.84000015258789
2009-04-23,14.520000457763672
2009-04-24,14.449999809265137
2009-04-27,14.390000343322754
2009-04-28,14.579999923706055
2009-04-29,13.970000267028809
2009-04-30,14.5
2009-05-01,14.430000305175781
2009-05-04,14.1899995803833
2009-05-05,14.0600004196167
2009-05-06,14.0
2009-05-07,13.739999771118164
2009-05-08,13.569999694824219
2009-05-11,13.270000457763672
2009-05-12,13.520000457763672
2009-05-13,13.010000228881836
2009-05-14,13.09000015258789
2009-05-15,13.199999809265137
2009-05-18,13.390000343322754
2009-05-19,13.34000015258789
2009-05-20,13.289999961853027
2009-05-21,13.050000190734863
2009-05-22,13.0600004196167
2009-05-26,13.40999984741211
2009-05-27,13.520000457763672
2009-05-28,13.65999984741211
2009-05-29,13.770000457763672
2009-06-01,14.130000114440918
2009-06-02,14.460000038146973
2009-06-03,14.199999809265137
2009-06-04,14.34000015258789
2009-06-05,14.520000457763672
2009-06-08,14.6899995803833
2009-06-09,14.390000343322754
2009-06-10,14.25
2009-06-11,14.380000114440918
2009-06-12,14.34000015258789
2009-06-15,14.109999656677246
2009-06-16,13.779999732971191
2009-06-17,13.760000228881836
2009-06-18,13.789999961853027
2009-06-19,13.520000457763672
2009-06-22,13.229999542236328
2009-06-23,12.920000076293945
2009-06-24,13.09000015258789
2009-06-25,13.319999694824219
2009-06-26,13.529999732971191
2009-06-29,13.449999809265137
2009-06-30,13.239999771118164
2009-07-01,13.90999984741211
2009-07-02,13.960000038146973
2009-07-06,14.149999618530273
2009-07-07,13.880000114440918
2009-07-08,13.84000015258789
2009-07-09,13.6899995803833
2009-07-10,13.550000190734863
2009-07-13,14.020000457763672
2009-07-14,13.920000076293945
2009-07-15,13.680000305175781
2009-07-16,13.829999923706055
2009-07-17,13.739999771118164
2009-07-20,13.800000190734863
2009-07-21,13.800000190734863
2009-07-22,13.920000076293945
2009-07-23,14.010000228881836
2009-07-24,14.039999961853027
2009-07-27,14.34000015258789
2009-07-28,14.399999618530273
2009-07-29,16.309999465942383
2009-07-30,16.93000030517578
2009-07-31,16.68000030517578
2009-08-03,16.5
2009-08-04,16.479999542236328
2009-08-05,15.829999923706055
2009-08-06,15.880000114440918
2009-08-07,16.15999984741211
2009-08-10,16.170000076293945
2009-08-11,15.739999771118164
2009-08-12,16.229999542236328
2009-08-13,16.219999313354492
2009-08-14,15.850000381469727
2009-08-17,15.619999885559082
2009-08-18,15.8100004196167
2009-08-19,15.6899995803833
2009-08-20,15.579999923706055
2009-08-21,16.059999465942383
2009-08-24,15.75
2009-08-25,15.850000381469727
2009-08-26,15.850000381469727
2009-08-27,15.6899995803833
2009-08-28,15.520000457763672
2009-08-31,15.069999694824219
2009-09-01,14.880000114440918
2009-09-02,14.630000114440918
2009-09-03,14.739999771118164
2009-09-04,14.9399995803833
2009-09-08,14.880000114440918
2009-09-09,15.300000190734863
2009-09-10,15.399999618530273
2009-09-11,15.039999961853027
2009-09-14,14.850000381469727
2009-09-15,14.6899995803833
2009-09-16,14.739999771118164
2009-09-17,15.40999984741211
2009-09-18,15.260000228881836
2009-09-21,15.300000190734863
2009-09-22,15.729999542236328
2009-09-23,15.75
2009-09-24,15.75
2009-09-25,15.899999618530273
2009-09-28,16.030000686645508
2009-09-29,16.0
2009-09-30,16.010000228881836
2009-10-01,15.75
2009-10-02,15.899999618530273
2009-10-05,16.040000915527344
2009-10-06,16.25
2009-10-07,16.09000015258789
2009-10-08,15.979999542236328
2009-10-09,16.1299991607666
2009-10-12,16.09000015258789
2009-10-13,16.059999465942383
2009-10-14,16.229999542236328
2009-10-15,16.239999771118164
2009-10-16,16.0
2009-10-19,16.020000457763672
2009-10-20,16.0
2009-10-21,15.920000076293945
2009-10-22,16.190000534057617
2009-10-23,15.899999618530273
2009-10-26,16.399999618530273
2009-10-27,16.149999618530273
2009-10-28,16.6200008392334
2009-10-29,16.489999771118164
2009-10-30,16.34000015258789
2009-11-02,15.979999542236328
2009-11-03,16.229999542236328
2009-11-04,15.9399995803833
2009-11-05,16.520000457763672
2009-11-06,16.610000610351562
2009-11-09,17.049999237060547
2009-11-10,16.959999084472656
2009-11-11,16.989999771118164
2009-11-12,16.850000381469727
2009-11-13,16.989999771118164
2009-11-16,17.40999984741211
2009-11-17,17.299999237060547
2009-11-18,17.299999237060547
2009-11-19,16.829999923706055
2009-11-20,16.829999923706055
2009-11-23,17.350000381469727
2009-11-24,16.979999542236328
2009-11-25,16.81999969482422
2009-11-27,16.350000381469727
2009-11-30,19.360000610351562
2009-12-01,18.850000381469727
2009-12-02,18.540000915527344
2009-12-03,18.270000457763672
2009-12-04,18.6200008392334
2009-12-07,18.389999389648438
2009-12-08,18.219999313354492
2009-12-09,18.190000534057617
2009-12-10,18.079999923706055
2009-12-11,18.209999084472656
2009-12-14,18.469999313354492
2009-12-15,18.170000076293945
2009-12-16,18.670000076293945
2009-12-17,18.780000686645508
2009-12-18,18.950000762939453
2009-12-21,19.15999984741211
2009-12-22,18.8799991607666
2009-12-23,19.15999984741211
2009-12-24,19.25
2009-12-28,19.43000030517578
2009-12-29,19.190000534057617
2009-12-30,19.34000015258789
2009-12-31,19.09000015258789
2010-01-04,19.700000762939453
2010-01-05,19.079999923706055
2010-01-06,18.690000534057617
2010-01-07,18.600000381469727
2010-01-08,18.469999313354492
2010-01-11,18.469999313354492
2010-01-12,18.420000076293945
2010-01-13,18.65999984741211
2010-01-14,18.5
2010-01-15,18.479999542236328
2010-01-19,18.770000457763672
2010-01-20,18.450000762939453
2010-01-21,18.040000915527344
2010-01-22,17.780000686645508
2010-01-25,17.75
2010-01-26,17.75
2010-01-27,18.81999969482422
2010-01-28,19.56999969482422
2010-01-29,19.40999984741211
2010-02-01,19.479999542236328
2010-02-02,19.780000686645508
2010-02-03,20.510000228881836
2010-02-04,20.440000534057617
2010-02-05,20.350000381469727
2010-02-08,20.079999923706055
2010-02-09,20.170000076293945
2010-02-10,19.809999465942383
2010-02-11,20.079999923706055
2010-02-12,20.100000381469727
2010-02-16,20.309999465942383
2010-02-17,20.450000762939453
2010-02-18,20.899999618530273
2010-02-19,21.110000610351562
2010-02-22,20.979999542236328
2010-02-23,20.81999969482422
2010-02-24,19.559999465942383
2010-02-25,19.940000534057617
2010-02-26,20.149999618530273
2010-03-01,20.479999542236328
2010-03-02,20.479999542236328
2010-03-03,20.3799991607666
2010-03-04,20.399999618530273
2010-03-05,20.700000762939453
2010-03-08,20.719999313354492
2010-03-09,20.959999084472656
2010-03-10,21.020000457763672
2010-03-11,20.989999771118164
2010-03-12,21.440000534057617
2010-03-15,21.670000076293945
2010-03-16,21.790000915527344
2010-03-17,21.93000030517578
2010-03-18,22.09000015258789
2010-03-19,21.979999542236328
2010-03-22,21.790000915527344
2010-03-23,21.770000457763672
2010-03-24,21.389999389648438
2010-03-25,21.270000457763672
2010-03-26,21.25
2010-03-29,21.25
2010-03-30,21.40999984741211
2010-03-31,21.0
2010-04-01,21.0
2010-04-05,21.200000762939453
2010-04-06,21.18000030517578
2010-04-07,20.920000076293945
2010-04-08,20.899999618530273
2010-04-09,21.010000228881836
2010-04-12,21.18000030517578
2010-04-13,21.280000686645508
2010-04-14,21.59000015258789
2010-04-15,21.950000762939453
2010-04-16,21.950000762939453
2010-04-19,22.049999237060547
2010-04-20,22.09000015258789
2010-04-21,22.239999771118164
2010-04-22,22.649999618530273
2010-04-23,22.790000915527344
2010-04-26,22.709999084472656
2010-04-27,22.540000915527344
2010-04-28,23.049999237060547
2010-04-29,23.670000076293945
2010-04-30,22.719999313354492
2010-05-03,22.889999389648438
2010-05-04,22.790000915527344
2010-05-05,22.479999542236328
2010-05-06,21.860000610351562
2010-05-07,21.34000015258789
2010-05-10,21.809999465942383
2010-05-11,21.850000381469727
2010-05-12,22.459999084472656
2010-05-13,22.25
2010-05-14,22.389999389648438
2010-05-17,22.290000915527344
2010-05-18,21.989999771118164
2010-05-19,21.700000762939453
2010-05-20,20.84000015258789
2010-05-21,20.3799991607666
2010-05-24,20.43000030517578
2010-05-25,20.100000381469727
2010-05-26,20.049999237060547
2010-05-27,20.760000228881836
2010-05-28,20.520000457763672
2010-06-01,20.209999084472656
2010-06-02,20.489999771118164
2010-06-03,20.450000762939453
2010-06-04,19.59000015258789
2010-06-07,19.09000015258789
2010-06-08,18.799999237060547
2010-06-09,18.8700008392334
2010-06-10,19.149999618530273
2010-06-11,19.559999465942383
2010-06-14,19.489999771118164
2010-06-15,19.93000030517578
2010-06-16,19.850000381469727
2010-06-17,20.110000610351562
2010-06-18,20.190000534057617
2010-06-21,19.700000762939453
2010-06-22,19.549999237060547
2010-06-23,19.209999084472656
2010-06-24,18.760000228881836
2010-06-25,19.459999084472656
2010-06-28,19.520000457763672
2010-06-29,18.850000381469727
2010-06-30,18.329999923706055
2010-07-01,18.170000076293945
2010-07-02,17.979999542236328
2010-07-06,17.649999618530273
2010-07-07,18.190000534057617
2010-07-08,18.559999465942383
2010-07-09,18.670000076293945
2010-07-12,18.459999084472656
2010-07-13,19.25
2010-07-14,19.459999084472656
2010-07-15,18.950000762939453
2010-07-16,18.030000686645508
2010-07-19,18.360000610351562
2010-07-20,18.520000457763672
2010-07-21,18.219999313354492
2010-07-22,19.049999237060547
2010-07-23,19.31999969482422
2010-07-26,19.559999465942383
2010-07-27,19.260000228881836
2010-07-28,19.540000915527344
2010-07-29,19.610000610351562
2010-07-30,18.860000610351562
2010-08-02,19.020000457763672
2010-08-03,18.920000076293945
2010-08-04,19.43000030517578
2010-08-05,19.200000762939453
2010-08-06,19.040000915527344
2010-08-09,19.329999923706055
2010-08-10,19.149999618530273
2010-08-11,18.219999313354492
2010-08-12,18.100000381469727
2010-08-13,17.790000915527344
2010-08-16,17.860000610351562
2010-08-17,18.010000228881836
2010-08-18,18.010000228881836
2010-08-19,17.889999389648438
2010-08-20,17.709999084472656
2010-08-23,17.530000686645508
2010-08-24,17.540000915527344
2010-08-25,17.610000610351562
2010-08-26,17.5
2010-08-27,17.739999771118164
2010-08-30,18.280000686645508
2010-08-31,18.290000915527344
2010-09-01,18.81999969482422
2010-09-02,19.040000915527344
2010-09-03,19.59000015258789
2010-09-07,19.639999389648438
2010-09-08,19.670000076293945
2010-09-09,19.639999389648438
2010-09-10,19.649999618530273
2010-09-13,20.309999465942383
2010-09-14,20.329999923706055
2010-09-15,20.360000610351562
2010-09-16,20.3700008392334
2010-09-17,20.600000381469727
2010-09-20,20.90999984741211
2010-09-21,20.93000030517578
2010-09-22,21.010000228881836
2010-09-23,20.969999313354492
2010-09-24,20.649999618530273
2010-09-27,18.3700008392334
2010-09-28,18.540000915527344
2010-09-29,18.219999313354492
2010-09-30,18.229999542236328
2010-10-01,18.31999969482422
2010-10-04,18.020000457763672
2010-10-05,18.299999237060547
2010-10-06,18.31999969482422
2010-10-07,18.31999969482422
2010-10-08,18.639999389648438
2010-10-11,18.780000686645508
2010-10-12,18.729999542236328
2010-10-13,19.209999084472656
2010-10-14,19.190000534057617
2010-10-15,19.139999389648438
2010-10-18,19.31999969482422
2010-10-19,18.920000076293945
2010-10-20,19.31999969482422
2010-10-21,19.0
2010-10-22,18.90999984741211
2010-10-25,18.90999984741211
2010-10-26,18.170000076293945
2010-10-27,19.770000457763672
2010-10-28,19.459999084472656
2010-10-29,19.450000762939453
2010-11-01,19.06999969482422
2010-11-02,19.690000534057617
2010-11-03,19.899999618530273
2010-11-04,20.100000381469727
2010-11-05,20.200000762939453
2010-11-08,20.170000076293945
2010-11-09,20.0
2010-11-10,20.149999618530273
2010-11-11,20.059999465942383
2010-11-12,19.6299991607666
2010-11-15,19.600000381469727
2010-11-16,19.010000228881836
2010-11-17,18.8799991607666
2010-11-18,19.18000030517578
2010-11-19,19.229999542236328
2010-11-22,19.100000381469727
2010-11-23,19.059999465942383
2010-11-24,19.229999542236328
2010-11-26,19.100000381469727
2010-11-29,19.1200008392334
2010-11-30,18.81999969482422
2010-12-01,19.15999984741211
2010-12-02,19.020000457763672
2010-12-03,18.760000228881836
2010-12-06,18.6299991607666
2010-12-07,19.190000534057617
2010-12-08,19.290000915527344
2010-12-09,19.110000610351562
2010-12-10,19.5
2010-12-13,19.219999313354492
2010-12-14,19.190000534057617
2010-12-15,18.950000762939453
2010-12-16,18.979999542236328
2010-12-17,18.959999084472656
2010-12-20,18.829999923706055
2010-12-21,19.06999969482422
2010-12-22,18.989999771118164
2010-12-23,18.950000762939453
2010-12-27,19.079999923706055
2010-12-28,19.1200008392334
2010-12-29,19.059999465942383
2010-12-30,19.25
2010-12-31,18.940000534057617
2011-01-03,19.219999313354492
2011-01-04,19.0
2011-01-05,19.149999618530273
2011-01-06,19.139999389648438
2011-01-07,19.149999618530273
2011-01-10,19.229999542236328
2011-01-11,19.3700008392334
2011-01-12,19.649999618530273
2011-01-13,19.299999237060547
2011-01-14,19.450000762939453
2011-01-18,19.06999969482422
2011-01-19,18.549999237060547
2011-01-20,18.56999969482422
2011-01-21,18.489999771118164
2011-01-24,18.510000228881836
2011-01-25,18.760000228881836
2011-01-26,19.5
2011-01-27,19.540000915527344
2011-01-28,19.260000228881836
2011-01-31,19.450000762939453
2011-02-01,19.8700008392334
2011-02-02,19.860000610351562
2011-02-03,20.030000686645508
2011-02-04,20.170000076293945
2011-02-07,20.559999465942383
2011-02-08,20.75
2011-02-09,20.260000228881836
2011-02-10,20.09000015258789
2011-02-11,20.170000076293945
2011-02-14,20.1299991607666
2011-02-15,20.0
2011-02-16,19.760000228881836
2011-02-17,19.84000015258789
2011-02-18,19.790000915527344
2011-02-22,19.510000228881836
2011-02-23,18.950000762939453
2011-02-24,19.299999237060547
2011-02-25,19.809999465942383
2011-02-28,19.549999237060547
2011-03-01,19.229999542236328
2011-03-02,19.440000534057617
2011-03-03,19.709999084472656
2011-03-04,19.790000915527344
2011-03-07,19.799999237060547
2011-03-08,20.290000915527344
2011-03-09,20.229999542236328
2011-03-10,19.809999465942383
2011-03-11,19.649999618530273
2011-03-14,19.700000762939453
2011-03-15,19.190000534057617
2011-03-16,19.010000228881836
2011-03-17,19.030000686645508
2011-03-18,19.469999313354492
2011-03-21,19.479999542236328
2011-03-22,19.420000076293945
2011-03-23,19.170000076293945
2011-03-24,19.299999237060547
2011-03-25,19.229999542236328
2011-03-28,19.290000915527344
2011-03-29,19.3799991607666
2011-03-30,19.799999237060547
2011-03-31,19.940000534057617
2011-04-01,20.110000610351562
2011-04-04,20.219999313354492
2011-04-05,20.010000228881836
2011-04-06,20.3700008392334
2011-04-07,20.549999237060547
2011-04-08,20.5
2011-04-11,20.510000228881836
2011-04-12,20.1299991607666
2011-04-13,20.100000381469727
2011-04-14,20.3700008392334
2011-04-15,20.31999969482422
2011-04-18,20.110000610351562
2011-04-19,20.139999389648438
2011-04-20,20.59000015258789
2011-04-21,20.459999084472656
2011-04-25,20.479999542236328
2011-04-26,20.610000610351562
2011-04-27,20.860000610351562
2011-04-28,20.93000030517578
2011-04-29,21.229999542236328
2011-05-02,21.34000015258789
2011-05-03,21.0
2011-05-04,20.459999084472656
2011-05-05,19.670000076293945
2011-05-06,19.139999389648438
2011-05-09,19.219999313354492
2011-05-10,19.68000030517578
2011-05-11,19.34000015258789
2011-05-12,19.690000534057617
2011-05-13,19.579999923706055
2011-05-16,19.209999084472656
2011-05-17,19.020000457763672
2011-05-18,19.350000381469727
2011-05-19,19.309999465942383
2011-05-20,19.18000030517578
2011-05-23,18.639999389648438
2011-05-24,18.6299991607666
2011-05-25,18.760000228881836
2011-05-26,18.84000015258789
2011-05-27,18.860000610351562
2011-05-31,19.09000015258789
2011-06-01,18.780000686645508
2011-06-02,18.84000015258789
2011-06-03,18.690000534057617
2011-06-06,18.520000457763672
2011-06-07,18.450000762939453
2011-06-08,18.389999389648438
2011-06-09,18.549999237060547
2011-06-10,18.040000915527344
2011-06-13,17.969999313354492
2011-06-14,18.020000457763672
2011-06-15,17.899999618530273
2011-06-16,17.959999084472656
2011-06-17,17.770000457763672
2011-06-20,17.8799991607666
2011-06-21,18.360000610351562
2011-06-22,18.010000228881836
2011-06-23,18.18000030517578
2011-06-24,18.040000915527344
2011-06-27,18.270000457763672
2011-06-28,18.25
2011-06-29,18.34000015258789
2011-06-30,18.479999542236328
2011-07-01,18.68000030517578
2011-07-05,18.809999465942383
2011-07-06,19.239999771118164
2011-07-07,19.06999969482422
2011-07-08,18.90999984741211
2011-07-11,18.799999237060547
2011-07-12,18.799999237060547
2011-07-13,18.719999313354492
2011-07-14,18.489999771118164
2011-07-15,18.469999313354492
2011-07-18,18.18000030517578
2011-07-19,18.459999084472656
2011-07-20,18.579999923706055
2011-07-21,18.799999237060547
2011-07-22,18.56999969482422
2011-07-25,18.540000915527344
2011-07-26,18.25
2011-07-27,17.989999771118164
2011-07-28,17.8799991607666
2011-07-29,17.760000228881836
2011-08-01,17.68000030517578
2011-08-02,17.06999969482422
2011-08-03,15.979999542236328
2011-08-04,15.569999694824219
2011-08-05,15.270000457763672
2011-08-08,14.010000228881836
2011-08-09,14.020000457763672
2011-08-10,13.630000114440918
2011-08-11,13.979999542236328
2011-08-12,14.010000228881836
2011-08-15,13.539999961853027
2011-08-16,13.899999618530273
2011-08-17,13.920000076293945
2011-08-18,13.3100004196167
2011-08-19,12.859999656677246
2011-08-22,12.579999923706055
2011-08-23,13.199999809265137
2011-08-24,13.25
2011-08-25,12.779999732971191
2011-08-26,12.819999694824219
2011-08-29,13.029999732971191
2011-08-30,13.170000076293945
2011-08-31,13.359999656677246
2011-09-01,13.25
2011-09-02,12.739999771118164
2011-09-06,12.630000114440918
2011-09-07,13.130000114440918
2011-09-08,13.020000457763672
2011-09-09,12.800000190734863
2011-09-12,12.850000381469727
2011-09-13,13.229999542236328
2011-09-14,13.40999984741211
2011-09-15,13.720000267028809
2011-09-16,13.869999885559082
2011-09-19,13.380000114440918
2011-09-20,13.489999771118164
2011-09-21,13.010000228881836
2011-09-22,12.609999656677246
2011-09-23,12.829999923706055
2011-09-26,12.90999984741211
2011-09-27,13.170000076293945
2011-09-28,12.699999809265137
2011-09-29,12.949999809265137
2011-09-30,12.640000343322754
2011-10-03,12.34000015258789
2011-10-04,12.520000457763672
2011-10-05,12.869999885559082
2011-10-06,12.949999809265137
2011-10-07,12.670000076293945
2011-10-10,13.09000015258789
2011-10-11,13.619999885559082
2011-10-12,13.920000076293945
2011-10-13,13.760000228881836
2011-10-14,14.130000114440918
2011-10-17,13.789999961853027
2011-10-18,14.069999694824219
2011-10-19,13.760000228881836
2011-10-20,13.350000381469727
2011-10-21,13.899999618530273
2011-10-24,14.279999732971191
2011-10-25,13.960000038146973
2011-10-26,13.970000267028809
2011-10-27,14.6899995803833
2011-10-28,14.579999923706055
2011-10-31,14.239999771118164
2011-11-01,13.550000190734863
2011-11-02,14.109999656677246
2011-11-03,14.850000381469727
2011-11-04,14.970000267028809
2011-11-07,15.039999961853027
2011-11-08,15.479999542236328
2011-11-09,14.680000305175781
2011-11-10,14.8100004196167
2011-11-11,15.180000305175781
2011-11-14,14.890000343322754
2011-11-15,15.199999809265137
2011-11-16,14.829999923706055
2011-11-17,14.539999961853027
2011-11-18,14.800000190734863
2011-11-21,14.369999885559082
2011-11-22,14.140000343322754
2011-11-23,14.0
2011-11-25,13.869999885559082
2011-11-28,14.220000267028809
2011-11-29,14.260000228881836
2011-11-30,15.170000076293945
2011-12-01,14.979999542236328
2011-12-02,14.989999771118164
2011-12-05,15.25
2011-12-06,15.130000114440918
2011-12-07,15.229999542236328
2011-12-08,14.680000305175781
2011-12-09,15.09000015258789
2011-12-12,14.869999885559082
2011-12-13,14.65999984741211
2011-12-14,14.319999694824219
2011-12-15,14.489999771118164
2011-12-16,14.470000267028809
2011-12-19,14.170000076293945
2011-12-20,14.770000457763672
2011-12-21,14.649999618530273
2011-12-22,14.8100004196167
2011-12-23,14.859999656677246
2011-12-27,14.779999732971191
2011-12-28,14.289999961853027
2011-12-29,14.569999694824219
2011-12-30,14.710000038146973
2012-01-03,15.069999694824219
2012-01-04,14.899999618530273
2012-01-05,15.020000457763672
2012-01-06,14.890000343322754
2012-01-09,15.130000114440918
2012-01-10,15.510000228881836
2012-01-11,15.59000015258789
2012-01-12,15.760000228881836
2012-01-13,15.630000114440918
2012-01-17,15.710000038146973
2012-01-18,15.850000381469727
2012-01-19,15.739999771118164
2012-01-20,15.75
2012-01-23,15.729999542236328
2012-01-24,15.829999923706055
2012-01-25,15.949999809265137
2012-01-26,16.200000762939453
2012-01-27,16.309999465942383
2012-01-30,16.190000534057617
2012-01-31,16.270000457763672
2012-02-01,16.510000228881836
2012-02-02,16.6200008392334
2012-02-03,16.950000762939453
2012-02-06,17.030000686645508
2012-02-07,17.34000015258789
2012-02-08,16.280000686645508
2012-02-09,16.059999465942383
2012-02-10,15.739999771118164
2012-02-13,16.010000228881836
2012-02-14,15.90999984741211
2012-02-15,15.789999961853027
2012-02-16,16.200000762939453
2012-02-17,16.1299991607666
2012-02-21,16.280000686645508
2012-02-22,16.360000610351562
2012-02-23,16.399999618530273
2012-02-24,16.25
2012-02-27,16.219999313354492
2012-02-28,16.290000915527344
2012-02-29,16.010000228881836
2012-03-01,16.040000915527344
2012-03-02,15.850000381469727
2012-03-05,16.100000381469727
2012-03-06,15.819999694824219
2012-03-07,15.859999656677246
2012-03-08,15.800000190734863
2012-03-09,16.0
2012-03-12,15.989999771118164
2012-03-13,16.200000762939453
2012-03-14,16.09000015258789
2012-03-15,16.059999465942383
2012-03-16,15.90999984741211
2012-03-19,16.010000228881836
2012-03-20,15.739999771118164
2012-03-21,15.640000343322754
2012-03-22,15.619999885559082
2012-03-23,15.600000381469727
2012-03-26,15.75
2012-03-27,15.59000015258789
2012-03-28,15.470000267028809
2012-03-29,15.100000381469727
2012-03-30,15.140000343322754
2012-04-02,15.369999885559082
2012-04-03,15.170000076293945
2012-04-04,14.869999885559082
2012-04-05,14.890000343322754
2012-04-09,14.470000267028809
2012-04-10,14.369999885559082
2012-04-11,14.699999809265137
2012-04-12,14.75
2012-04-13,14.489999771118164
2012-04-16,14.609999656677246
2012-04-17,14.890000343322754
2012-04-18,14.600000381469727
2012-04-19,14.539999961853027
2012-04-20,14.520000457763672
2012-04-23,14.390000343322754
2012-04-24,14.260000228881836
2012-04-25,14.260000228881836
2012-04-26,14.420000076293945
2012-04-27,14.680000305175781
2012-04-30,14.399999618530273
2012-05-01,14.600000381469727
2012-05-02,15.970000267028809
2012-05-03,16.459999084472656
2012-05-04,16.049999237060547
2012-05-07,16.229999542236328
2012-05-08,16.290000915527344
2012-05-09,16.3799991607666
2012-05-10,16.530000686645508
2012-05-11,16.530000686645508
