,CORE
2005-11-04,7.5
2005-11-07,7.875
2005-11-08,7.900000095367432
2005-11-09,7.75
2005-11-10,7.75
2005-11-11,7.737500190734863
2005-11-14,7.75
2005-11-15,7.75
2005-11-16,7.75
2005-11-17,7.737500190734863
2005-11-18,7.737500190734863
2005-11-21,7.737500190734863
2005-11-22,7.737500190734863
2005-11-23,7.737500190734863
2005-11-25,7.737500190734863
2005-11-28,7.724999904632568
2005-11-29,7.724999904632568
2005-11-30,7.737500190734863
2005-12-01,7.75
2005-12-02,8.25
2005-12-05,8.255000114440918
2005-12-06,7.889999866485596
2005-12-07,7.820000171661377
2005-12-08,7.972499847412109
2005-12-09,7.737500190734863
2005-12-12,7.75
2005-12-13,7.849999904632568
2005-12-14,8.3725004196167
2005-12-15,8.25
2005-12-16,7.987500190734863
2005-12-19,8.012499809265137
2005-12-20,8.087499618530273
2005-12-21,8.087499618530273
2005-12-22,8.25
2005-12-23,8.102499961853027
2005-12-27,8.0
2005-12-28,8.024999618530273
2005-12-29,7.974999904632568
2005-12-30,7.974999904632568
2006-01-03,8.087499618530273
2006-01-04,8.375
2006-01-05,8.399999618530273
2006-01-06,8.5
2006-01-09,8.4375
2006-01-10,8.447500228881836
2006-01-11,8.6875
2006-01-12,8.75
2006-01-13,8.542499542236328
2006-01-17,8.800000190734863
2006-01-18,8.75
2006-01-19,8.5600004196167
2006-01-20,8.6850004196167
2006-01-23,8.5625
2006-01-24,8.5625
2006-01-25,8.537500381469727
2006-01-26,8.524999618530273
2006-01-27,8.537500381469727
2006-01-30,8.6850004196167
2006-01-31,8.787500381469727
2006-02-01,8.875
2006-02-02,8.755000114440918
2006-02-03,8.954999923706055
2006-02-06,9.0
2006-02-07,8.550000190734863
2006-02-08,8.667499542236328
2006-02-09,8.875
2006-02-10,8.97249984741211
2006-02-13,8.887499809265137
2006-02-14,8.979999542236328
2006-02-15,9.0
2006-02-16,9.100000381469727
2006-02-17,9.25
2006-02-21,9.167499542236328
2006-02-22,9.555000305175781
2006-02-23,9.4975004196167
2006-02-24,9.837499618530273
2006-02-27,9.859999656677246
2006-02-28,9.805000305175781
2006-03-01,9.8125
2006-03-02,9.850000381469727
2006-03-03,9.859999656677246
2006-03-06,9.875
2006-03-07,9.9975004196167
2006-03-08,9.862500190734863
2006-03-09,10.1274995803833
2006-03-10,9.942500114440918
2006-03-13,9.9350004196167
2006-03-14,9.800000190734863
2006-03-15,9.8125
2006-03-16,9.854999542236328
2006-03-17,9.800000190734863
2006-03-20,9.875
2006-03-21,9.9375
2006-03-22,9.875
2006-03-23,9.992500305175781
2006-03-24,9.9975004196167
2006-03-27,9.602499961853027
2006-03-28,9.744999885559082
2006-03-29,9.987500190734863
2006-03-30,9.904999732971191
2006-03-31,9.5649995803833
2006-04-03,9.492500305175781
2006-04-04,9.5
2006-04-05,9.5
2006-04-06,9.34749984741211
2006-04-07,9.3125
2006-04-10,9.350000381469727
2006-04-11,9.352499961853027
2006-04-12,9.579999923706055
2006-04-13,10.0649995803833
2006-04-17,9.75
2006-04-18,10.017499923706055
2006-04-19,9.970000267028809
2006-04-20,10.024999618530273
2006-04-21,9.952500343322754
2006-04-24,9.907500267028809
2006-04-25,10.024999618530273
2006-04-26,9.800000190734863
2006-04-27,10.317500114440918
2006-04-28,10.524999618530273
2006-05-01,10.412500381469727
2006-05-02,10.75
2006-05-03,10.555000305175781
2006-05-04,10.7475004196167
2006-05-05,10.737500190734863
2006-05-08,10.875
2006-05-09,10.899999618530273
2006-05-10,11.0
2006-05-11,10.994999885559082
2006-05-12,10.952500343322754
2006-05-15,10.975000381469727
2006-05-16,10.800000190734863
2006-05-17,10.604999542236328
2006-05-18,10.717499732971191
2006-05-19,10.617500305175781
2006-05-22,10.354999542236328
2006-05-23,9.994999885559082
2006-05-24,9.982500076293945
2006-05-25,9.712499618530273
2006-05-26,9.65999984741211
2006-05-30,9.614999771118164
2006-05-31,9.517499923706055
2006-06-01,9.512499809265137
2006-06-02,9.59749984741211
2006-06-05,9.862500190734863
2006-06-06,9.827500343322754
2006-06-07,9.75
2006-06-08,9.232500076293945
2006-06-09,9.367500305175781
2006-06-12,9.4375
2006-06-13,9.25
2006-06-14,9.354999542236328
2006-06-15,9.672499656677246
2006-06-16,9.547499656677246
2006-06-19,9.5
2006-06-20,9.4975004196167
2006-06-21,9.417499542236328
2006-06-22,9.449999809265137
2006-06-23,9.539999961853027
2006-06-26,9.484999656677246
2006-06-27,9.5
2006-06-28,9.28499984741211
2006-06-29,9.180000305175781
2006-06-30,8.949999809265137
2006-07-03,9.244999885559082
2006-07-05,9.072500228881836
2006-07-06,8.614999771118164
2006-07-07,8.542499542236328
2006-07-10,8.637499809265137
2006-07-11,8.7524995803833
2006-07-12,8.577500343322754
2006-07-13,8.645000457763672
2006-07-14,8.7475004196167
2006-07-17,8.697500228881836
2006-07-18,8.5
2006-07-19,8.657500267028809
2006-07-20,8.385000228881836
2006-07-21,8.332500457763672
2006-07-24,8.492500305175781
2006-07-25,8.675000190734863
2006-07-26,8.625
2006-07-27,8.489999771118164
2006-07-28,9.039999961853027
2006-07-31,8.9350004196167
2006-08-01,8.734999656677246
2006-08-02,8.569999694824219
2006-08-03,8.617500305175781
2006-08-04,8.5024995803833
2006-08-07,8.53499984741211
2006-08-08,8.375
2006-08-09,8.199999809265137
2006-08-10,8.202500343322754
2006-08-11,7.860000133514404
2006-08-14,7.892499923706055
2006-08-15,8.157500267028809
2006-08-16,8.22249984741211
2006-08-17,8.085000038146973
2006-08-18,8.175000190734863
2006-08-21,8.042499542236328
2006-08-22,8.1850004196167
2006-08-23,8.162500381469727
2006-08-24,7.75
2006-08-25,7.902500152587891
2006-08-28,7.977499961853027
2006-08-29,8.25
2006-08-30,8.15999984741211
2006-08-31,7.815000057220459
2006-09-01,7.632500171661377
2006-09-05,7.652500152587891
2006-09-06,7.572500228881836
2006-09-07,7.574999809265137
2006-09-08,7.582499980926514
2006-09-11,7.275000095367432
2006-09-12,7.315000057220459
2006-09-13,7.539999961853027
2006-09-14,7.324999809265137
2006-09-15,7.474999904632568
2006-09-18,7.462500095367432
2006-09-19,7.527500152587891
2006-09-20,7.5
2006-09-21,7.4375
2006-09-22,7.452499866485596
2006-09-25,7.40749979019165
2006-09-26,7.402500152587891
2006-09-27,7.474999904632568
2006-09-28,7.727499961853027
2006-09-29,7.835000038146973
2006-10-02,7.78000020980835
2006-10-03,7.704999923706055
2006-10-04,8.047499656677246
2006-10-05,8.130000114440918
2006-10-06,7.90500020980835
2006-10-09,8.067500114440918
2006-10-10,8.082500457763672
2006-10-11,7.827499866485596
2006-10-12,8.15999984741211
2006-10-13,8.232500076293945
2006-10-16,8.25
2006-10-17,8.112500190734863
2006-10-18,8.390000343322754
2006-10-19,8.234999656677246
2006-10-20,8.112500190734863
2006-10-23,7.997499942779541
2006-10-24,8.220000267028809
2006-10-25,8.255000114440918
2006-10-26,8.274999618530273
2006-10-27,8.114999771118164
2006-10-30,7.997499942779541
2006-10-31,8.0
2006-11-01,7.922500133514404
2006-11-02,7.809999942779541
2006-11-03,7.715000152587891
2006-11-06,7.75
2006-11-07,7.684999942779541
2006-11-08,7.875
2006-11-09,7.84250020980835
2006-11-10,7.75
2006-11-13,7.767499923706055
2006-11-14,7.822500228881836
2006-11-15,7.8125
2006-11-16,7.869999885559082
2006-11-17,7.875
2006-11-20,7.902500152587891
2006-11-21,7.872499942779541
2006-11-22,7.820000171661377
2006-11-24,7.699999809265137
2006-11-27,7.684999942779541
2006-11-28,7.789999961853027
2006-11-29,8.0
2006-11-30,8.102499961853027
2006-12-01,8.149999618530273
2006-12-04,8.420000076293945
2006-12-05,8.352499961853027
2006-12-06,8.47249984741211
2006-12-07,8.342499732971191
2006-12-08,8.399999618530273
2006-12-11,8.484999656677246
2006-12-12,8.3774995803833
2006-12-13,8.432499885559082
2006-12-14,8.412500381469727
2006-12-15,8.324999809265137
2006-12-18,8.270000457763672
2006-12-19,8.25
2006-12-20,8.162500381469727
2006-12-21,8.117500305175781
2006-12-22,8.164999961853027
2006-12-26,8.239999771118164
2006-12-27,8.595000267028809
2006-12-28,8.505000114440918
2006-12-29,8.362500190734863
2007-01-03,8.0625
2007-01-04,8.125
2007-01-05,7.947500228881836
2007-01-08,7.8125
2007-01-09,7.885000228881836
2007-01-10,7.882500171661377
2007-01-11,8.167499542236328
2007-01-12,8.130000114440918
2007-01-16,7.815000057220459
2007-01-17,7.827499866485596
2007-01-18,7.817500114440918
2007-01-19,8.0
2007-01-22,7.9375
2007-01-23,8.0649995803833
2007-01-24,8.0625
2007-01-25,7.962500095367432
2007-01-26,7.827499866485596
2007-01-29,7.864999771118164
2007-01-30,7.897500038146973
2007-01-31,7.84499979019165
2007-02-01,7.867499828338623
2007-02-02,7.880000114440918
2007-02-05,7.65500020980835
2007-02-06,7.697500228881836
2007-02-07,7.662499904632568
2007-02-08,7.59250020980835
2007-02-09,7.835000038146973
2007-02-12,7.784999847412109
2007-02-13,7.742499828338623
2007-02-14,7.697500228881836
2007-02-15,7.760000228881836
2007-02-16,7.747499942779541
2007-02-20,7.817500114440918
2007-02-21,7.909999847412109
2007-02-22,7.957499980926514
2007-02-23,7.869999885559082
2007-02-26,7.867499828338623
2007-02-27,7.425000190734863
2007-02-28,7.697500228881836
2007-03-01,7.855000019073486
2007-03-02,7.744999885559082
2007-03-05,7.697500228881836
2007-03-06,7.699999809265137
2007-03-07,7.677499771118164
2007-03-08,7.75
2007-03-09,7.784999847412109
2007-03-12,7.722499847412109
2007-03-13,7.505000114440918
2007-03-14,7.784999847412109
2007-03-15,8.047499656677246
2007-03-16,8.380000114440918
2007-03-19,8.399999618530273
2007-03-20,8.8125
2007-03-21,9.0
2007-03-22,9.007499694824219
2007-03-23,9.202500343322754
2007-03-26,8.904999732971191
2007-03-27,8.927499771118164
2007-03-28,8.982500076293945
2007-03-29,9.0
2007-03-30,8.920000076293945
2007-04-02,8.850000381469727
2007-04-03,8.897500038146973
2007-04-04,9.117500305175781
2007-04-05,8.880000114440918
2007-04-09,8.8149995803833
2007-04-10,8.887499809265137
2007-04-11,8.962499618530273
2007-04-12,9.242500305175781
2007-04-13,9.327500343322754
2007-04-16,9.3725004196167
2007-04-17,9.399999618530273
2007-04-18,9.335000038146973
2007-04-19,9.107500076293945
2007-04-20,9.229999542236328
2007-04-23,9.055000305175781
2007-04-24,9.1899995803833
2007-04-25,9.162500381469727
2007-04-26,9.140000343322754
2007-04-27,8.967499732971191
2007-04-30,8.8149995803833
2007-05-01,9.0
2007-05-02,9.15999984741211
2007-05-03,9.107500076293945
2007-05-04,9.149999618530273
2007-05-07,9.09000015258789
2007-05-08,8.967499732971191
2007-05-09,9.085000038146973
2007-05-10,8.789999961853027
2007-05-11,8.8725004196167
2007-05-14,8.774999618530273
2007-05-15,8.725000381469727
2007-05-16,8.857500076293945
2007-05-17,8.774999618530273
2007-05-18,8.755000114440918
2007-05-21,8.692500114440918
2007-05-22,8.6899995803833
2007-05-23,8.725000381469727
2007-05-24,8.582500457763672
2007-05-25,8.572500228881836
2007-05-29,8.607500076293945
2007-05-30,8.770000457763672
2007-05-31,8.640000343322754
2007-06-01,8.837499618530273
2007-06-04,8.712499618530273
2007-06-05,8.817500114440918
2007-06-06,8.842499732971191
2007-06-07,8.862500190734863
2007-06-08,8.977499961853027
2007-06-11,8.8125
2007-06-12,8.657500267028809
2007-06-13,8.885000228881836
2007-06-14,8.890000343322754
2007-06-15,8.947500228881836
2007-06-18,9.017499923706055
2007-06-19,9.149999618530273
2007-06-20,9.177499771118164
2007-06-21,9.052499771118164
2007-06-22,9.232500076293945
2007-06-25,8.979999542236328
2007-06-26,9.262499809265137
2007-06-27,9.2475004196167
2007-06-28,9.175000190734863
2007-06-29,8.994999885559082
2007-07-02,9.239999771118164
2007-07-03,9.25
2007-07-05,9.25
2007-07-06,9.1875
2007-07-09,9.244999885559082
2007-07-10,8.992500305175781
2007-07-11,8.9975004196167
2007-07-12,9.069999694824219
2007-07-13,9.095000267028809
2007-07-16,9.0600004196167
2007-07-17,9.017499923706055
2007-07-18,8.805000305175781
2007-07-19,8.7524995803833
2007-07-20,8.545000076293945
2007-07-23,8.550000190734863
2007-07-24,8.392499923706055
2007-07-25,8.157500267028809
2007-07-26,7.932499885559082
2007-07-27,7.900000095367432
2007-07-30,7.767499923706055
2007-07-31,7.84250020980835
2007-08-01,8.0
2007-08-02,8.112500190734863
2007-08-03,7.78249979019165
2007-08-06,7.809999942779541
2007-08-07,7.784999847412109
2007-08-08,7.637499809265137
2007-08-09,7.702499866485596
2007-08-10,7.982500076293945
2007-08-13,7.947500228881836
2007-08-14,8.25
2007-08-15,8.319999694824219
2007-08-16,8.375
2007-08-17,8.295000076293945
2007-08-20,8.3725004196167
2007-08-21,8.420000076293945
2007-08-22,8.515000343322754
2007-08-23,8.444999694824219
2007-08-24,8.492500305175781
2007-08-27,8.460000038146973
2007-08-28,8.467499732971191
2007-08-29,8.444999694824219
2007-08-30,8.242500305175781
2007-08-31,8.4350004196167
2007-09-04,8.345000267028809
2007-09-05,8.345000267028809
2007-09-06,8.382499694824219
2007-09-07,8.130000114440918
2007-09-10,8.324999809265137
2007-09-11,8.40999984741211
2007-09-12,8.432499885559082
2007-09-13,8.457500457763672
2007-09-14,8.494999885559082
2007-09-17,8.489999771118164
2007-09-18,8.6875
2007-09-19,8.640000343322754
2007-09-20,8.494999885559082
2007-09-21,8.694999694824219
2007-09-24,8.667499542236328
2007-09-25,8.760000228881836
2007-09-26,8.962499618530273
2007-09-27,9.0024995803833
2007-09-28,8.807499885559082
2007-10-01,8.957500457763672
2007-10-02,8.817500114440918
2007-10-03,8.772500038146973
2007-10-04,8.967499732971191
2007-10-05,8.9399995803833
2007-10-08,8.9350004196167
2007-10-09,8.9375
2007-10-10,8.960000038146973
2007-10-11,8.9375
2007-10-12,8.9375
2007-10-15,8.984999656677246
2007-10-16,8.920000076293945
2007-10-17,8.9375
2007-10-18,8.9375
2007-10-19,8.6875
2007-10-22,8.732500076293945
2007-10-23,8.904999732971191
2007-10-24,8.904999732971191
2007-10-25,8.77750015258789
2007-10-26,8.914999961853027
2007-10-29,8.912500381469727
2007-10-30,8.875
2007-10-31,8.675000190734863
2007-11-01,8.5
2007-11-02,8.65999984741211
2007-11-05,8.4975004196167
2007-11-06,8.567500114440918
2007-11-07,8.3125
2007-11-08,8.385000228881836
2007-11-09,7.934999942779541
2007-11-12,7.869999885559082
2007-11-13,7.972499847412109
2007-11-14,7.84250020980835
2007-11-15,7.637499809265137
2007-11-16,7.534999847412109
2007-11-19,7.244999885559082
2007-11-20,7.244999885559082
2007-11-21,7.224999904632568
2007-11-23,7.309999942779541
2007-11-26,7.105000019073486
2007-11-27,6.934999942779541
2007-11-28,6.852499961853027
2007-11-29,6.667500019073486
2007-11-30,6.707499980926514
2007-12-03,6.820000171661377
2007-12-04,6.625
2007-12-05,6.635000228881836
2007-12-06,6.84250020980835
2007-12-07,6.882500171661377
2007-12-10,6.997499942779541
2007-12-11,6.707499980926514
2007-12-12,6.517499923706055
2007-12-13,6.579999923706055
2007-12-14,6.447500228881836
2007-12-17,6.307499885559082
2007-12-18,6.582499980926514
2007-12-19,6.579999923706055
2007-12-20,6.894999980926514
2007-12-21,7.03249979019165
2007-12-24,7.230000019073486
2007-12-26,7.15500020980835
2007-12-27,7.117499828338623
2007-12-28,7.027500152587891
2007-12-31,7.179999828338623
2008-01-02,7.0
2008-01-03,6.697500228881836
2008-01-04,6.585000038146973
2008-01-07,6.65749979019165
2008-01-08,6.257500171661377
2008-01-09,6.352499961853027
2008-01-10,6.322500228881836
2008-01-11,6.045000076293945
2008-01-14,6.1875
2008-01-15,6.230000019073486
2008-01-16,6.039999961853027
2008-01-17,6.0
2008-01-18,6.03249979019165
2008-01-22,5.980000019073486
2008-01-23,6.177499771118164
2008-01-24,6.335000038146973
2008-01-25,6.412499904632568
2008-01-28,6.425000190734863
2008-01-29,6.3125
2008-01-30,6.202499866485596
2008-01-31,6.452499866485596
2008-02-01,6.554999828338623
2008-02-04,6.572500228881836
2008-02-05,6.610000133514404
2008-02-06,6.622499942779541
2008-02-07,6.932499885559082
2008-02-08,6.777500152587891
2008-02-11,6.815000057220459
2008-02-12,7.027500152587891
2008-02-13,7.454999923706055
2008-02-14,7.322500228881836
2008-02-15,7.190000057220459
2008-02-19,7.15500020980835
2008-02-20,7.144999980926514
2008-02-21,7.039999961853027
2008-02-22,7.227499961853027
2008-02-25,7.244999885559082
2008-02-26,7.047500133514404
2008-02-27,7.242499828338623
2008-02-28,7.039999961853027
2008-02-29,6.642499923706055
2008-03-03,6.559999942779541
2008-03-04,6.512499809265137
2008-03-05,6.497499942779541
2008-03-06,6.300000190734863
2008-03-07,6.212500095367432
2008-03-10,5.954999923706055
2008-03-11,6.190000057220459
2008-03-12,6.170000076293945
2008-03-13,6.135000228881836
2008-03-14,6.15749979019165
2008-03-17,6.152500152587891
2008-03-18,6.612500190734863
2008-03-19,6.682499885559082
2008-03-20,7.037499904632568
2008-03-24,7.332499980926514
2008-03-25,7.462500095367432
2008-03-26,7.409999847412109
2008-03-27,7.247499942779541
2008-03-28,7.237500190734863
2008-03-31,7.184999942779541
2008-04-01,7.422500133514404
2008-04-02,7.364999771118164
2008-04-03,7.177499771118164
2008-04-04,7.275000095367432
2008-04-07,7.15500020980835
2008-04-08,7.260000228881836
2008-04-09,6.980000019073486
2008-04-10,7.142499923706055
2008-04-11,6.667500019073486
2008-04-14,6.692500114440918
2008-04-15,6.925000190734863
2008-04-16,7.099999904632568
2008-04-17,7.309999942779541
2008-04-18,7.347499847412109
2008-04-21,7.260000228881836
2008-04-22,6.957499980926514
2008-04-23,7.15500020980835
2008-04-24,7.40500020980835
2008-04-25,7.429999828338623
2008-04-28,7.480000019073486
2008-04-29,7.434999942779541
2008-04-30,7.164999961853027
2008-05-01,7.212500095367432
2008-05-02,7.077499866485596
2008-05-05,6.980000019073486
2008-05-06,6.84250020980835
2008-05-07,6.84499979019165
2008-05-08,6.777500152587891
2008-05-09,6.982500076293945
2008-05-12,7.179999828338623
2008-05-13,7.132500171661377
2008-05-14,7.050000190734863
2008-05-15,6.960000038146973
2008-05-16,6.802499771118164
2008-05-19,6.837500095367432
2008-05-20,6.877500057220459
2008-05-21,6.84250020980835
2008-05-22,6.90749979019165
2008-05-23,7.054999828338623
2008-05-27,7.34499979019165
2008-05-28,7.474999904632568
2008-05-29,7.449999809265137
2008-05-30,7.260000228881836
2008-06-02,7.195000171661377
2008-06-03,7.264999866485596
2008-06-04,7.275000095367432
2008-06-05,7.432499885559082
2008-06-06,7.022500038146973
2008-06-09,7.037499904632568
2008-06-10,7.119999885559082
2008-06-11,6.914999961853027
2008-06-12,6.897500038146973
2008-06-13,7.079999923706055
2008-06-16,6.957499980926514
2008-06-17,6.9375
2008-06-18,6.682499885559082
2008-06-19,6.909999847412109
2008-06-20,6.900000095367432
2008-06-23,6.722499847412109
2008-06-24,6.619999885559082
2008-06-25,6.699999809265137
2008-06-26,6.5
2008-06-27,6.522500038146973
2008-06-30,6.550000190734863
2008-07-01,6.519999980926514
2008-07-02,6.300000190734863
2008-07-03,6.227499961853027
2008-07-07,6.232500076293945
2008-07-08,6.597499847412109
2008-07-09,6.53000020980835
2008-07-10,6.432499885559082
2008-07-11,6.480000019073486
2008-07-14,6.409999847412109
2008-07-15,6.317500114440918
2008-07-16,6.567500114440918
2008-07-17,6.574999809265137
2008-07-18,6.482500076293945
2008-07-21,6.53249979019165
2008-07-22,6.545000076293945
2008-07-23,6.579999923706055
2008-07-24,6.5
2008-07-25,6.507500171661377
2008-07-28,6.454999923706055
2008-07-29,6.547500133514404
2008-07-30,6.769999980926514
2008-07-31,6.807499885559082
2008-08-01,6.755000114440918
2008-08-04,6.695000171661377
2008-08-05,6.997499942779541
2008-08-06,6.917500019073486
2008-08-07,6.635000228881836
2008-08-08,7.272500038146973
2008-08-11,7.402500152587891
2008-08-12,7.260000228881836
2008-08-13,7.125
2008-08-14,7.497499942779541
2008-08-15,7.587500095367432
2008-08-18,7.420000076293945
2008-08-19,7.347499847412109
2008-08-20,7.362500190734863
2008-08-21,7.242499828338623
2008-08-22,7.514999866485596
2008-08-25,7.247499942779541
2008-08-26,7.25
2008-08-27,7.375
2008-08-28,7.53249979019165
2008-08-29,7.375
2008-09-02,7.1875
2008-09-03,7.059999942779541
2008-09-04,6.960000038146973
2008-09-05,6.887499809265137
2008-09-08,6.932499885559082
2008-09-09,7.007500171661377
2008-09-10,7.309999942779541
2008-09-11,7.199999809265137
2008-09-12,6.71750020980835
2008-09-15,6.512499809265137
2008-09-16,6.659999847412109
2008-09-17,6.230000019073486
2008-09-18,6.695000171661377
2008-09-19,6.980000019073486
2008-09-22,6.795000076293945
2008-09-23,6.547500133514404
2008-09-24,6.602499961853027
2008-09-25,6.622499942779541
2008-09-26,6.659999847412109
2008-09-29,6.272500038146973
2008-09-30,6.247499942779541
2008-10-01,6.125
2008-10-02,5.832499980926514
2008-10-03,5.71999979019165
2008-10-06,5.607500076293945
2008-10-07,5.357500076293945
2008-10-08,4.932499885559082
2008-10-09,4.440000057220459
2008-10-10,5.132500171661377
2008-10-13,6.017499923706055
2008-10-14,5.537499904632568
2008-10-15,5.457499980926514
2008-10-16,5.722499847412109
2008-10-17,5.46750020980835
2008-10-20,5.492499828338623
2008-10-21,5.204999923706055
2008-10-22,5.102499961853027
2008-10-23,5.017499923706055
2008-10-24,4.914999961853027
2008-10-27,4.71999979019165
2008-10-28,4.827499866485596
2008-10-29,4.78249979019165
2008-10-30,4.885000228881836
2008-10-31,4.942500114440918
2008-11-03,4.802499771118164
2008-11-04,4.702499866485596
2008-11-05,4.517499923706055
2008-11-06,4.46999979019165
2008-11-07,4.5625
2008-11-10,4.572500228881836
2008-11-11,4.537499904632568
2008-11-12,4.367499828338623
2008-11-13,4.885000228881836
2008-11-14,4.552499771118164
2008-11-17,4.385000228881836
2008-11-18,4.34499979019165
2008-11-19,4.079999923706055
2008-11-20,3.9175000190734863
2008-11-21,4.192500114440918
2008-11-24,4.5
2008-11-25,4.652500152587891
2008-11-26,4.892499923706055
2008-11-28,5.03000020980835
2008-12-01,4.190000057220459
2008-12-02,4.502500057220459
2008-12-03,5.005000114440918
2008-12-04,4.994999885559082
2008-12-05,5.547500133514404
2008-12-08,5.824999809265137
2008-12-09,5.46750020980835
2008-12-10,5.630000114440918
2008-12-11,5.4375
2008-12-12,5.545000076293945
2008-12-15,5.224999904632568
2008-12-16,5.519999980926514
2008-12-17,5.460000038146973
2008-12-18,5.494999885559082
2008-12-19,5.460000038146973
2008-12-22,5.272500038146973
2008-12-23,5.144999980926514
2008-12-24,5.25
2008-12-26,5.239999771118164
2008-12-29,5.172500133514404
2008-12-30,5.222499847412109
2008-12-31,5.380000114440918
2009-01-02,5.402500152587891
2009-01-05,5.335000038146973
2009-01-06,5.474999904632568
2009-01-07,5.175000190734863
2009-01-08,5.172500133514404
2009-01-09,5.097499847412109
2009-01-12,5.057499885559082
2009-01-13,5.262499809265137
2009-01-14,4.875
2009-01-15,5.0625
2009-01-16,5.002500057220459
2009-01-20,4.739999771118164
2009-01-21,4.797500133514404
2009-01-22,4.612500190734863
2009-01-23,4.675000190734863
2009-01-26,4.697500228881836
2009-01-27,4.71750020980835
2009-01-28,4.860000133514404
2009-01-29,4.727499961853027
2009-01-30,4.585000038146973
2009-02-02,4.744999885559082
2009-02-03,4.769999980926514
2009-02-04,4.735000133514404
2009-02-05,4.802499771118164
2009-02-06,5.010000228881836
2009-02-09,4.90500020980835
2009-02-10,4.630000114440918
2009-02-11,4.622499942779541
2009-02-12,4.659999847412109
2009-02-13,4.712500095367432
2009-02-17,4.502500057220459
2009-02-18,4.447500228881836
2009-02-19,4.277500152587891
2009-02-20,4.175000190734863
2009-02-23,3.9549999237060547
2009-02-24,4.127500057220459
2009-02-25,3.9149999618530273
2009-02-26,4.037499904632568
2009-02-27,4.277500152587891
2009-03-02,4.1875
2009-03-03,4.199999809265137
2009-03-04,4.425000190734863
2009-03-05,4.150000095367432
2009-03-06,4.224999904632568
2009-03-09,4.162499904632568
2009-03-10,4.397500038146973
2009-03-11,4.199999809265137
2009-03-12,4.302499771118164
