,CRDF
2005-02-28,1728.0
2005-03-01,1728.0
2005-03-02,1728.0
2005-03-03,1728.0
2005-03-04,1728.0
2005-03-07,1512.0
2005-03-08,1512.0
2005-03-09,1512.0
2005-03-10,1512.0
2005-03-11,1512.0
2005-03-14,1728.0
2005-03-15,1728.0
2005-03-16,1728.0
2005-03-17,1080.0
2005-03-18,1101.5999755859375
2005-03-21,1101.5999755859375
2005-03-22,1123.199951171875
2005-03-23,1127.52001953125
2005-03-24,1123.199951171875
2005-03-28,1136.1600341796875
2005-03-29,1144.800048828125
2005-03-30,1127.52001953125
2005-03-31,1127.52001953125
2005-04-01,1127.52001953125
2005-04-04,1127.52001953125
2005-04-05,1127.52001953125
2005-04-06,1127.52001953125
2005-04-07,1127.52001953125
2005-04-08,1127.52001953125
2005-04-11,1127.52001953125
2005-04-12,1123.199951171875
2005-04-13,1127.52001953125
2005-04-14,1123.199951171875
2005-04-15,1123.199951171875
2005-04-18,1127.52001953125
2005-04-19,1127.52001953125
2005-04-20,1127.52001953125
2005-04-21,1127.52001953125
2005-04-22,1127.52001953125
2005-04-25,1127.52001953125
2005-04-26,1127.52001953125
2005-04-27,1127.52001953125
2005-04-28,1127.52001953125
2005-04-29,1127.52001953125
2005-05-02,1127.52001953125
2005-05-03,1123.199951171875
2005-05-04,1127.52001953125
2005-05-05,1123.199951171875
2005-05-06,1123.199951171875
2005-05-09,1123.199951171875
2005-05-10,1166.4000244140625
2005-05-11,1183.6800537109375
2005-05-12,1110.239990234375
2005-05-13,1188.0
2005-05-16,1188.0
2005-05-17,1209.5999755859375
2005-05-18,1231.199951171875
2005-05-19,1209.5999755859375
2005-05-20,1252.800048828125
2005-05-23,1274.4000244140625
2005-05-24,1274.4000244140625
2005-05-25,1274.4000244140625
2005-05-26,1317.5999755859375
2005-05-27,1382.4000244140625
2005-05-31,1425.5999755859375
2005-06-01,1468.800048828125
2005-06-02,1490.4000244140625
2005-06-03,1477.43994140625
2005-06-06,1481.760009765625
2005-06-07,1853.280029296875
2005-06-08,1926.719970703125
2005-06-09,1900.800048828125
2005-06-10,1775.52001953125
2005-06-13,1732.3199462890625
2005-06-14,1728.0
2005-06-15,1620.0
2005-06-16,1598.4000244140625
2005-06-17,1620.0
2005-06-20,1598.4000244140625
2005-06-21,1563.8399658203125
2005-06-22,1546.56005859375
2005-06-23,1477.43994140625
2005-06-24,1425.5999755859375
2005-06-27,1317.5999755859375
2005-06-28,1231.199951171875
2005-06-29,1274.4000244140625
2005-06-30,1317.5999755859375
2005-07-01,1317.5999755859375
2005-07-05,1166.4000244140625
2005-07-06,1296.0
2005-07-07,1123.199951171875
2005-07-08,1058.4000244140625
2005-07-11,1123.199951171875
2005-07-12,1062.719970703125
2005-07-13,1036.800048828125
2005-07-14,972.0
2005-07-15,950.4000244140625
2005-07-18,898.5599975585938
2005-07-19,898.5599975585938
2005-07-20,1080.0
2005-07-21,1058.4000244140625
2005-07-22,1080.0
2005-07-25,1088.6400146484375
2005-07-26,1080.0
2005-07-27,1080.0
2005-07-28,1080.0
2005-07-29,1080.0
2005-08-01,1067.0400390625
2005-08-02,1015.2000122070312
2005-08-03,1036.800048828125
2005-08-04,1032.47998046875
2005-08-05,928.7999877929688
2005-08-08,946.0800170898438
2005-08-09,959.0399780273438
2005-08-10,959.0399780273438
2005-08-11,959.0399780273438
2005-08-12,972.0
2005-08-15,954.719970703125
2005-08-16,946.0800170898438
2005-08-17,972.0
2005-08-18,950.4000244140625
2005-08-19,946.0800170898438
2005-08-22,963.3599853515625
2005-08-23,950.4000244140625
2005-08-24,946.0800170898438
2005-08-25,902.8800048828125
2005-08-26,885.5999755859375
2005-08-29,950.4000244140625
2005-08-30,928.7999877929688
2005-08-31,933.1199951171875
2005-09-01,898.5599975585938
2005-09-02,898.5599975585938
2005-09-06,885.5999755859375
2005-09-07,933.1199951171875
2005-09-08,950.4000244140625
2005-09-09,907.2000122070312
2005-09-12,915.8400268554688
2005-09-13,950.4000244140625
2005-09-14,950.4000244140625
2005-09-15,933.1199951171875
2005-09-16,928.7999877929688
2005-09-19,920.1599731445312
2005-09-20,920.1599731445312
2005-09-21,920.1599731445312
2005-09-22,920.1599731445312
2005-09-23,928.7999877929688
2005-09-26,915.8400268554688
2005-09-27,915.8400268554688
2005-09-28,907.2000122070312
2005-09-29,907.2000122070312
2005-09-30,928.7999877929688
2005-10-03,885.5999755859375
2005-10-04,885.5999755859375
2005-10-05,885.5999755859375
2005-10-06,898.5599975585938
2005-10-07,864.0
2005-10-10,885.5999755859375
2005-10-11,864.0
2005-10-12,907.2000122070312
2005-10-13,907.2000122070312
2005-10-14,864.0
2005-10-17,842.4000244140625
2005-10-18,864.0
2005-10-19,859.6799926757812
2005-10-20,864.0
2005-10-21,872.6400146484375
2005-10-24,777.5999755859375
2005-10-25,781.9199829101562
2005-10-26,881.280029296875
2005-10-27,885.5999755859375
2005-10-28,868.3200073242188
2005-10-31,842.4000244140625
2005-11-01,820.7999877929688
2005-11-02,838.0800170898438
2005-11-03,842.4000244140625
2005-11-04,902.8800048828125
2005-11-07,907.2000122070312
2005-11-08,842.4000244140625
2005-11-09,889.9199829101562
2005-11-10,864.0
2005-11-11,864.0
2005-11-14,842.4000244140625
2005-11-15,842.4000244140625
2005-11-16,820.7999877929688
2005-11-17,820.7999877929688
2005-11-18,820.7999877929688
2005-11-21,820.7999877929688
2005-11-22,812.1599731445312
2005-11-23,812.1599731445312
2005-11-25,816.47998046875
2005-11-28,816.47998046875
2005-11-29,820.7999877929688
2005-11-30,799.2000122070312
2005-12-01,799.2000122070312
2005-12-02,799.2000122070312
2005-12-05,807.8400268554688
2005-12-06,799.2000122070312
2005-12-07,799.2000122070312
2005-12-08,825.1199951171875
2005-12-09,799.2000122070312
2005-12-12,842.4000244140625
2005-12-13,859.6799926757812
2005-12-14,851.0399780273438
2005-12-15,812.1599731445312
2005-12-16,799.2000122070312
2005-12-19,799.2000122070312
2005-12-20,820.7999877929688
2005-12-21,820.7999877929688
2005-12-22,799.2000122070312
2005-12-23,799.2000122070312
2005-12-27,799.2000122070312
2005-12-28,777.5999755859375
2005-12-29,786.239990234375
2005-12-30,794.8800048828125
2006-01-03,803.52001953125
2006-01-04,799.2000122070312
2006-01-05,777.5999755859375
2006-01-06,777.5999755859375
2006-01-09,777.5999755859375
2006-01-10,756.0
2006-01-11,734.4000244140625
2006-01-12,712.7999877929688
2006-01-13,734.4000244140625
2006-01-17,777.5999755859375
2006-01-18,799.2000122070312
2006-01-19,790.5599975585938
2006-01-20,859.6799926757812
2006-01-23,864.0
2006-01-24,864.0
2006-01-25,799.2000122070312
2006-01-26,859.6799926757812
2006-01-27,859.6799926757812
2006-01-30,842.4000244140625
2006-01-31,842.4000244140625
2006-02-01,842.4000244140625
2006-02-02,881.280029296875
2006-02-03,881.280029296875
2006-02-06,881.280029296875
2006-02-07,864.0
2006-02-08,881.280029296875
2006-02-09,898.5599975585938
2006-02-10,868.3200073242188
2006-02-13,864.0
2006-02-14,885.5999755859375
2006-02-15,868.3200073242188
2006-02-16,842.4000244140625
2006-02-17,885.5999755859375
2006-02-21,842.4000244140625
2006-02-22,864.0
2006-02-23,898.5599975585938
2006-02-24,898.5599975585938
2006-02-27,898.5599975585938
2006-02-28,898.5599975585938
2006-03-01,820.7999877929688
2006-03-02,777.5999755859375
2006-03-03,842.4000244140625
2006-03-06,872.6400146484375
2006-03-07,786.239990234375
2006-03-08,842.4000244140625
2006-03-09,803.52001953125
2006-03-10,820.7999877929688
2006-03-13,820.7999877929688
2006-03-14,812.1599731445312
2006-03-15,790.5599975585938
2006-03-16,790.5599975585938
2006-03-17,790.5599975585938
2006-03-20,799.2000122070312
2006-03-21,799.2000122070312
2006-03-22,812.1599731445312
2006-03-23,812.1599731445312
2006-03-24,799.2000122070312
2006-03-27,812.1599731445312
2006-03-28,803.52001953125
2006-03-29,777.5999755859375
2006-03-30,790.5599975585938
2006-03-31,812.1599731445312
2006-04-03,799.2000122070312
2006-04-04,842.4000244140625
2006-04-05,846.719970703125
2006-04-06,816.47998046875
2006-04-07,820.7999877929688
2006-04-10,820.7999877929688
2006-04-11,816.47998046875
2006-04-12,816.47998046875
2006-04-13,816.47998046875
2006-04-17,812.1599731445312
2006-04-18,790.5599975585938
2006-04-19,799.2000122070312
2006-04-20,794.8800048828125
2006-04-21,768.9600219726562
2006-04-24,794.8800048828125
2006-04-25,781.9199829101562
2006-04-26,812.1599731445312
2006-04-27,799.2000122070312
2006-04-28,799.2000122070312
2006-05-01,786.239990234375
2006-05-02,756.0
2006-05-03,781.9199829101562
2006-05-04,799.2000122070312
2006-05-05,786.239990234375
2006-05-08,803.52001953125
2006-05-09,812.1599731445312
2006-05-10,777.5999755859375
2006-05-11,777.5999755859375
2006-05-12,799.2000122070312
2006-05-15,820.7999877929688
2006-05-16,803.52001953125
2006-05-17,777.5999755859375
2006-05-18,704.1599731445312
2006-05-19,652.3200073242188
2006-05-22,626.4000244140625
2006-05-23,583.2000122070312
2006-05-24,552.9600219726562
2006-05-25,561.5999755859375
2006-05-26,527.0399780273438
2006-05-30,527.0399780273438
2006-05-31,527.0399780273438
2006-06-01,475.20001220703125
2006-06-02,518.4000244140625
2006-06-05,648.0
2006-06-06,648.0
2006-06-07,756.0
2006-06-08,669.5999755859375
2006-06-09,712.7999877929688
2006-06-12,691.2000122070312
2006-06-13,622.0800170898438
2006-06-14,626.4000244140625
2006-06-15,691.2000122070312
2006-06-16,691.2000122070312
2006-06-19,669.5999755859375
2006-06-20,669.5999755859375
2006-06-21,712.7999877929688
2006-06-22,777.5999755859375
2006-06-23,786.239990234375
2006-06-26,786.239990234375
2006-06-27,756.0
2006-06-28,786.239990234375
2006-06-29,777.5999755859375
2006-06-30,812.1599731445312
2006-07-03,820.7999877929688
2006-07-05,816.47998046875
2006-07-06,816.47998046875
2006-07-07,777.5999755859375
2006-07-10,777.5999755859375
2006-07-11,807.8400268554688
2006-07-12,790.5599975585938
2006-07-13,790.5599975585938
2006-07-14,768.9600219726562
2006-07-17,734.4000244140625
2006-07-18,643.6799926757812
2006-07-19,643.6799926757812
2006-07-20,626.4000244140625
2006-07-21,604.7999877929688
2006-07-24,604.7999877929688
2006-07-25,604.7999877929688
2006-07-26,604.7999877929688
2006-07-27,604.7999877929688
2006-07-28,604.7999877929688
2006-07-31,596.1599731445312
2006-08-01,587.52001953125
2006-08-02,587.52001953125
2006-08-03,587.52001953125
2006-08-04,540.0
2006-08-07,531.3599853515625
2006-08-08,531.3599853515625
2006-08-09,518.4000244140625
2006-08-10,518.4000244140625
2006-08-11,518.4000244140625
2006-08-14,509.760009765625
2006-08-15,552.9600219726562
2006-08-16,518.4000244140625
2006-08-17,514.0800170898438
2006-08-18,514.0800170898438
2006-08-21,462.239990234375
2006-08-22,475.20001220703125
2006-08-23,509.760009765625
2006-08-24,509.760009765625
2006-08-25,509.760009765625
2006-08-28,496.79998779296875
2006-08-29,475.20001220703125
2006-08-30,475.20001220703125
2006-08-31,475.20001220703125
2006-09-01,514.0800170898438
2006-09-05,527.0399780273438
2006-09-06,509.760009765625
2006-09-07,509.760009765625
2006-09-08,505.44000244140625
2006-09-11,505.44000244140625
2006-09-12,496.79998779296875
2006-09-13,475.20001220703125
2006-09-14,470.8800048828125
2006-09-15,470.8800048828125
2006-09-18,470.8800048828125
2006-09-19,470.8800048828125
2006-09-20,453.6000061035156
2006-09-21,453.6000061035156
2006-09-22,440.6400146484375
2006-09-25,440.6400146484375
2006-09-26,440.6400146484375
2006-09-27,280.79998779296875
2006-09-28,345.6000061035156
2006-09-29,380.1600036621094
2006-10-02,345.6000061035156
2006-10-03,345.6000061035156
2006-10-04,336.9599914550781
2006-10-05,341.2799987792969
2006-10-06,341.2799987792969
2006-10-09,341.2799987792969
2006-10-10,341.2799987792969
2006-10-11,345.6000061035156
2006-10-12,324.0
2006-10-13,324.0
2006-10-16,324.0
2006-10-17,324.0
2006-10-18,302.3999938964844
2006-10-19,324.0
2006-10-20,324.0
2006-10-23,324.0
2006-10-24,302.3999938964844
2006-10-25,302.3999938964844
2006-10-26,302.3999938964844
2006-10-27,315.3599853515625
2006-10-30,224.63999938964844
2006-10-31,302.3999938964844
2006-11-01,280.79998779296875
2006-11-02,272.1600036621094
2006-11-03,216.0
2006-11-06,194.39999389648438
2006-11-07,172.8000030517578
2006-11-08,263.5199890136719
2006-11-09,332.6400146484375
2006-11-10,289.44000244140625
2006-11-13,324.0
2006-11-14,272.1600036621094
2006-11-15,276.4800109863281
2006-11-16,306.7200012207031
2006-11-17,354.239990234375
2006-11-20,332.6400146484375
2006-11-21,367.20001220703125
2006-11-22,319.67999267578125
2006-11-24,319.67999267578125
2006-11-27,319.67999267578125
2006-11-28,319.67999267578125
2006-11-29,311.0400085449219
2006-11-30,328.32000732421875
2006-12-01,328.32000732421875
2006-12-04,328.32000732421875
2006-12-05,336.9599914550781
2006-12-06,306.7200012207031
2006-12-07,306.7200012207031
2006-12-08,388.79998779296875
2006-12-11,285.1199951171875
2006-12-12,423.3599853515625
2006-12-13,457.9200134277344
2006-12-14,444.9599914550781
2006-12-15,440.6400146484375
2006-12-18,345.6000061035156
2006-12-19,324.0
2006-12-20,302.3999938964844
2006-12-21,280.79998779296875
2006-12-22,280.79998779296875
2006-12-26,328.32000732421875
2006-12-27,293.760009765625
2006-12-28,367.20001220703125
2006-12-29,470.8800048828125
2007-01-03,432.0
2007-01-04,432.0
2007-01-05,432.0
2007-01-08,432.0
2007-01-09,410.3999938964844
2007-01-10,410.3999938964844
2007-01-11,388.79998779296875
2007-01-12,388.79998779296875
2007-01-16,393.1199951171875
2007-01-17,393.1199951171875
2007-01-18,432.0
2007-01-19,432.0
2007-01-22,427.67999267578125
2007-01-23,345.6000061035156
2007-01-24,345.6000061035156
2007-01-25,345.6000061035156
2007-01-26,345.6000061035156
2007-01-29,328.32000732421875
2007-01-30,328.32000732421875
2007-01-31,328.32000732421875
2007-02-01,328.32000732421875
2007-02-02,328.32000732421875
2007-02-05,328.32000732421875
2007-02-06,328.32000732421875
2007-02-07,328.32000732421875
2007-02-08,345.6000061035156
2007-02-09,367.20001220703125
2007-02-12,345.6000061035156
2007-02-13,354.239990234375
2007-02-14,367.20001220703125
2007-02-15,367.20001220703125
2007-02-16,354.239990234375
2007-02-20,354.239990234375
2007-02-21,432.0
2007-02-22,453.6000061035156
2007-02-23,440.6400146484375
2007-02-26,432.0
2007-02-27,419.0400085449219
2007-02-28,410.3999938964844
2007-03-01,427.67999267578125
2007-03-02,427.67999267578125
2007-03-05,406.0799865722656
2007-03-06,423.3599853515625
2007-03-07,423.3599853515625
2007-03-08,436.32000732421875
2007-03-09,375.8399963378906
2007-03-12,401.760009765625
2007-03-13,401.760009765625
2007-03-14,397.44000244140625
2007-03-15,388.79998779296875
2007-03-16,371.5199890136719
2007-03-19,371.5199890136719
2007-03-20,302.3999938964844
2007-03-21,397.44000244140625
2007-03-22,397.44000244140625
2007-03-23,397.44000244140625
2007-03-26,397.44000244140625
2007-03-27,367.20001220703125
2007-03-28,311.0400085449219
2007-03-29,324.0
2007-03-30,302.3999938964844
2007-04-02,302.3999938964844
2007-04-03,315.3599853515625
2007-04-04,336.9599914550781
2007-04-05,336.9599914550781
2007-04-09,341.2799987792969
2007-04-10,444.9599914550781
2007-04-11,349.9200134277344
2007-04-12,393.1199951171875
2007-04-13,393.1199951171875
2007-04-16,362.8800048828125
2007-04-17,362.8800048828125
2007-04-18,362.8800048828125
2007-04-19,362.8800048828125
2007-04-20,349.9200134277344
2007-04-23,432.0
2007-04-24,432.0
2007-04-25,432.0
2007-04-26,349.9200134277344
2007-04-27,367.20001220703125
2007-04-30,367.20001220703125
2007-05-01,324.0
2007-05-02,311.0400085449219
2007-05-03,315.3599853515625
2007-05-04,315.3599853515625
2007-05-07,315.3599853515625
2007-05-08,315.3599853515625
2007-05-09,332.6400146484375
2007-05-10,332.6400146484375
2007-05-11,367.20001220703125
2007-05-14,367.20001220703125
2007-05-15,328.32000732421875
2007-05-16,328.32000732421875
2007-05-17,328.32000732421875
2007-05-18,328.32000732421875
2007-05-21,397.44000244140625
2007-05-22,345.6000061035156
2007-05-23,324.0
2007-05-24,289.44000244140625
2007-05-25,345.6000061035156
2007-05-29,345.6000061035156
2007-05-30,289.44000244140625
2007-05-31,289.44000244140625
2007-06-01,341.2799987792969
2007-06-04,341.2799987792969
2007-06-05,341.2799987792969
2007-06-06,311.0400085449219
2007-06-07,311.0400085449219
2007-06-08,311.0400085449219
2007-06-11,311.0400085449219
2007-06-12,289.44000244140625
2007-06-13,289.44000244140625
2007-06-14,332.6400146484375
2007-06-15,332.6400146484375
2007-06-18,332.6400146484375
2007-06-19,332.6400146484375
2007-06-20,332.6400146484375
2007-06-21,332.6400146484375
2007-06-22,332.6400146484375
2007-06-25,332.6400146484375
2007-06-26,332.6400146484375
2007-06-27,319.67999267578125
2007-06-28,216.0
2007-06-29,324.0
2007-07-02,324.0
2007-07-03,324.0
2007-07-05,324.0
2007-07-06,259.20001220703125
2007-07-09,259.20001220703125
2007-07-10,254.8800048828125
2007-07-11,315.3599853515625
2007-07-12,306.7200012207031
2007-07-13,293.760009765625
2007-07-16,285.1199951171875
2007-07-17,259.20001220703125
2007-07-18,259.20001220703125
2007-07-19,228.9600067138672
2007-07-20,237.60000610351562
2007-07-23,228.9600067138672
2007-07-24,228.9600067138672
2007-07-25,228.9600067138672
2007-07-26,233.27999877929688
2007-07-27,237.60000610351562
2007-07-30,233.27999877929688
2007-07-31,233.27999877929688
2007-08-01,233.27999877929688
2007-08-02,259.20001220703125
2007-08-03,259.20001220703125
2007-08-06,237.60000610351562
2007-08-07,237.60000610351562
2007-08-08,259.20001220703125
2007-08-09,259.20001220703125
2007-08-10,254.8800048828125
2007-08-13,280.79998779296875
2007-08-14,254.8800048828125
2007-08-15,254.8800048828125
2007-08-16,254.8800048828125
2007-08-17,254.8800048828125
2007-08-20,259.20001220703125
2007-08-21,259.20001220703125
2007-08-22,280.79998779296875
2007-08-23,280.79998779296875
2007-08-24,254.8800048828125
2007-08-27,254.8800048828125
2007-08-28,254.8800048828125
2007-08-29,254.8800048828125
2007-08-30,254.8800048828125
2007-08-31,254.8800048828125
2007-09-04,254.8800048828125
2007-09-05,259.20001220703125
2007-09-06,246.24000549316406
2007-09-07,246.24000549316406
2007-09-10,246.24000549316406
2007-09-11,246.24000549316406
2007-09-12,246.24000549316406
2007-09-13,246.24000549316406
2007-09-14,246.24000549316406
2007-09-17,250.55999755859375
2007-09-18,250.55999755859375
2007-09-19,250.55999755859375
2007-09-20,250.55999755859375
2007-09-21,250.55999755859375
2007-09-24,276.4800109863281
2007-09-25,276.4800109863281
2007-09-26,254.8800048828125
2007-09-27,254.8800048828125
2007-09-28,254.8800048828125
2007-10-01,250.55999755859375
2007-10-02,250.55999755859375
2007-10-03,246.24000549316406
2007-10-04,246.24000549316406
2007-10-05,246.24000549316406
2007-10-08,250.55999755859375
2007-10-09,250.55999755859375
2007-10-10,250.55999755859375
2007-10-11,250.55999755859375
2007-10-12,250.55999755859375
2007-10-15,280.79998779296875
2007-10-16,302.3999938964844
2007-10-17,302.3999938964844
2007-10-18,432.0
2007-10-19,432.0
2007-10-22,432.0
2007-10-23,432.0
2007-10-24,280.79998779296875
2007-10-25,324.0
2007-10-26,289.44000244140625
2007-10-29,289.44000244140625
2007-10-30,289.44000244140625
2007-10-31,289.44000244140625
2007-11-01,289.44000244140625
2007-11-02,289.44000244140625
2007-11-05,293.760009765625
2007-11-06,293.760009765625
2007-11-07,293.760009765625
2007-11-08,293.760009765625
2007-11-09,293.760009765625
2007-11-12,293.760009765625
2007-11-13,298.0799865722656
2007-11-14,324.0
2007-11-15,324.0
2007-11-16,324.0
2007-11-19,324.0
2007-11-20,324.0
2007-11-21,328.32000732421875
2007-11-23,328.32000732421875
2007-11-26,328.32000732421875
2007-11-27,380.1600036621094
2007-11-28,332.6400146484375
2007-11-29,332.6400146484375
2007-11-30,293.760009765625
2007-12-03,293.760009765625
2007-12-04,293.760009765625
2007-12-05,311.0400085449219
2007-12-06,311.0400085449219
2007-12-07,311.0400085449219
2007-12-10,311.0400085449219
2007-12-11,302.3999938964844
2007-12-12,302.3999938964844
2007-12-13,298.0799865722656
2007-12-14,298.0799865722656
2007-12-17,298.0799865722656
2007-12-18,298.0799865722656
2007-12-19,293.760009765625
2007-12-20,289.44000244140625
2007-12-21,289.44000244140625
2007-12-24,289.44000244140625
2007-12-26,293.760009765625
2007-12-27,293.760009765625
2007-12-28,289.44000244140625
2007-12-31,289.44000244140625
2008-01-02,289.44000244140625
2008-01-03,289.44000244140625
2008-01-04,272.1600036621094
2008-01-07,285.1199951171875
2008-01-08,280.79998779296875
2008-01-09,276.4800109863281
2008-01-10,276.4800109863281
2008-01-11,276.4800109863281
2008-01-14,276.4800109863281
2008-01-15,276.4800109863281
2008-01-16,276.4800109863281
2008-01-17,267.8399963378906
2008-01-18,280.79998779296875
2008-01-22,280.79998779296875
2008-01-23,280.79998779296875
2008-01-24,280.79998779296875
2008-01-25,280.79998779296875
2008-01-28,280.79998779296875
2008-01-29,280.79998779296875
2008-01-30,259.20001220703125
2008-01-31,259.20001220703125
2008-02-01,254.8800048828125
2008-02-04,254.8800048828125
2008-02-05,254.8800048828125
2008-02-06,254.8800048828125
2008-02-07,241.9199981689453
2008-02-08,246.24000549316406
2008-02-11,237.60000610351562
2008-02-12,203.0399932861328
2008-02-13,203.0399932861328
2008-02-14,224.63999938964844
2008-02-15,224.63999938964844
2008-02-19,224.63999938964844
2008-02-20,224.63999938964844
2008-02-21,207.36000061035156
2008-02-22,216.0
2008-02-25,211.67999267578125
2008-02-26,207.36000061035156
2008-02-27,207.36000061035156
2008-02-28,198.72000122070312
2008-02-29,198.72000122070312
2008-03-03,194.39999389648438
2008-03-04,194.39999389648438
2008-03-05,194.39999389648438
2008-03-06,194.39999389648438
2008-03-07,194.39999389648438
2008-03-10,185.75999450683594
2008-03-11,185.75999450683594
2008-03-12,185.75999450683594
2008-03-13,190.0800018310547
2008-03-14,190.0800018310547
2008-03-17,190.0800018310547
2008-03-18,185.75999450683594
2008-03-19,190.0800018310547
2008-03-20,190.0800018310547
2008-03-24,190.0800018310547
2008-03-25,190.0800018310547
2008-03-26,190.0800018310547
2008-03-27,190.0800018310547
2008-03-28,190.0800018310547
2008-03-31,190.0800018310547
2008-04-01,190.0800018310547
2008-04-02,190.0800018310547
2008-04-03,190.0800018310547
2008-04-04,190.0800018310547
2008-04-07,190.0800018310547
2008-04-08,194.39999389648438
2008-04-09,198.72000122070312
2008-04-10,198.72000122070312
2008-04-11,198.72000122070312
2008-04-14,198.72000122070312
2008-04-15,198.72000122070312
2008-04-16,198.72000122070312
2008-04-17,198.72000122070312
2008-04-18,198.72000122070312
2008-04-21,198.72000122070312
2008-04-22,194.39999389648438
2008-04-23,194.39999389648438
2008-04-24,194.39999389648438
2008-04-25,194.39999389648438
2008-04-28,216.0
2008-04-29,216.0
2008-04-30,224.63999938964844
2008-05-01,224.63999938964844
2008-05-02,224.63999938964844
2008-05-05,211.67999267578125
2008-05-06,211.67999267578125
2008-05-07,211.67999267578125
2008-05-08,211.67999267578125
2008-05-09,211.67999267578125
2008-05-12,211.67999267578125
2008-05-13,211.67999267578125
2008-05-14,211.67999267578125
2008-05-15,211.67999267578125
2008-05-16,211.67999267578125
2008-05-19,211.67999267578125
2008-05-20,211.67999267578125
2008-05-21,211.67999267578125
2008-05-22,211.67999267578125
2008-05-23,207.36000061035156
2008-05-27,207.36000061035156
2008-05-28,207.36000061035156
2008-05-29,207.36000061035156
