,BYND
2019-11-04,79.79000091552734
2019-11-05,81.44999694824219
2019-11-06,80.7300033569336
2019-11-07,78.98999786376953
2019-11-08,79.94999694824219
2019-11-11,76.79000091552734
2019-11-12,78.2699966430664
2019-11-13,79.01499938964844
2019-11-14,80.43000030517578
2019-11-15,80.80999755859375
2019-11-18,79.72000122070312
2019-11-19,77.3499984741211
2019-11-20,78.12000274658203
2019-11-21,78.62000274658203
2019-11-22,77.33999633789062
2019-11-25,77.27999877929688
2019-11-26,79.43000030517578
2019-11-27,81.66000366210938
2019-11-29,82.95999908447266
2019-12-02,79.2699966430664
2019-12-03,76.16000366210938
2019-12-04,73.88999938964844
2019-12-05,73.66000366210938
2019-12-06,76.22000122070312
2019-12-09,74.05000305175781
2019-12-10,74.6500015258789
2019-12-11,75.9000015258789
2019-12-12,75.2300033569336
2019-12-13,75.0199966430664
2019-12-16,73.5999984741211
2019-12-17,76.33000183105469
2019-12-18,77.30000305175781
2019-12-19,77.36000061035156
2019-12-20,76.83999633789062
2019-12-23,77.73999786376953
2019-12-24,77.7300033569336
2019-12-26,76.4000015258789
2019-12-27,75.63999938964844
2019-12-30,74.1500015258789
2019-12-31,75.5999984741211
2020-01-02,75.63999938964844
2020-01-03,75.41000366210938
2020-01-06,74.58999633789062
2020-01-07,83.88999938964844
2020-01-08,81.4800033569336
2020-01-09,90.25
2020-01-10,96.06999969482422
2020-01-13,114.33999633789062
2020-01-14,117.05000305175781
2020-01-15,107.08000183105469
2020-01-16,110.4000015258789
2020-01-17,109.12000274658203
2020-01-21,129.17999267578125
2020-01-22,122.4000015258789
2020-01-23,118.63999938964844
2020-01-24,119.48999786376953
2020-01-27,124.75
2020-01-28,120.12000274658203
2020-01-29,114.87999725341797
2020-01-30,117.29000091552734
2020-01-31,110.41999816894531
2020-02-03,106.0
2020-02-04,110.43000030517578
2020-02-05,110.16999816894531
2020-02-06,111.88999938964844
2020-02-07,116.44000244140625
2020-02-10,119.7300033569336
2020-02-11,117.13999938964844
2020-02-12,114.7300033569336
2020-02-13,112.01000213623047
2020-02-14,116.22000122070312
2020-02-18,122.02999877929688
2020-02-19,126.0999984741211
2020-02-20,120.58000183105469
2020-02-21,117.44999694824219
2020-02-24,113.95999908447266
2020-02-25,109.91999816894531
2020-02-26,112.51000213623047
2020-02-27,106.13999938964844
2020-02-28,89.6500015258789
2020-03-02,96.0999984741211
2020-03-03,95.43000030517578
2020-03-04,101.88999938964844
2020-03-05,95.87000274658203
2020-03-06,96.08999633789062
2020-03-09,87.95999908447266
2020-03-10,90.9800033569336
2020-03-11,82.63999938964844
2020-03-12,74.0
2020-03-13,73.05999755859375
2020-03-16,61.54999923706055
2020-03-17,60.31999969482422
2020-03-18,54.02000045776367
2020-03-19,57.33000183105469
2020-03-20,57.9900016784668
2020-03-23,57.54999923706055
2020-03-24,67.43000030517578
2020-03-25,73.0
2020-03-26,71.0999984741211
2020-03-27,66.12000274658203
2020-03-30,66.08999633789062
2020-03-31,66.5999984741211
2020-04-01,64.18000030517578
2020-04-02,57.95000076293945
2020-04-03,59.90999984741211
2020-04-06,65.91999816894531
2020-04-07,67.43000030517578
2020-04-08,69.47000122070312
2020-04-09,72.30000305175781
2020-04-13,76.66999816894531
2020-04-14,78.05000305175781
2020-04-15,74.69999694824219
2020-04-16,74.81999969482422
2020-04-17,76.91000366210938
2020-04-20,79.12000274658203
2020-04-21,84.95999908447266
2020-04-22,88.45999908447266
2020-04-23,99.77999877929688
2020-04-24,108.77999877929688
2020-04-27,99.62999725341797
2020-04-28,99.5199966430664
2020-04-29,100.0999984741211
2020-04-30,98.98999786376953
2020-05-01,91.52999877929688
2020-05-04,95.16000366210938
2020-05-05,100.16000366210938
2020-05-06,126.20999908447266
2020-05-07,122.66000366210938
2020-05-08,133.50999450683594
2020-05-11,130.82000732421875
2020-05-12,136.92999267578125
2020-05-13,134.50999450683594
2020-05-14,135.41000366210938
2020-05-15,134.16000366210938
2020-05-18,130.02999877929688
2020-05-19,136.1999969482422
2020-05-20,140.5
2020-05-21,138.11000061035156
2020-05-22,136.8000030517578
2020-05-26,132.8699951171875
2020-05-27,123.1500015258789
2020-05-28,120.81999969482422
2020-05-29,128.2899932861328
2020-06-01,138.69000244140625
2020-06-02,135.19000244140625
2020-06-03,134.22999572753906
2020-06-04,136.44000244140625
2020-06-05,133.52999877929688
2020-06-08,162.4600067138672
2020-06-09,153.9499969482422
2020-06-10,156.16000366210938
2020-06-11,143.50999450683594
2020-06-12,144.74000549316406
2020-06-15,154.0
2020-06-16,151.94000244140625
2020-06-17,156.33999633789062
2020-06-18,158.1999969482422
2020-06-19,158.27999877929688
2020-06-22,159.6300048828125
2020-06-23,152.7899932861328
2020-06-24,151.3800048828125
2020-06-25,145.35000610351562
2020-06-26,141.67999267578125
2020-06-29,131.5500030517578
2020-06-30,133.97999572753906
2020-07-01,141.63999938964844
2020-07-02,140.72000122070312
2020-07-06,143.0
2020-07-07,143.11000061035156
2020-07-08,144.97999572753906
2020-07-09,141.22000122070312
2020-07-10,135.02999877929688
2020-07-13,125.9800033569336
2020-07-14,127.77999877929688
2020-07-15,131.75
2020-07-16,128.4499969482422
2020-07-17,128.27000427246094
2020-07-20,128.5
2020-07-21,129.9199981689453
2020-07-22,130.57000732421875
2020-07-23,127.1500015258789
2020-07-24,125.08999633789062
2020-07-27,126.72000122070312
2020-07-28,125.43000030517578
2020-07-29,126.68000030517578
2020-07-30,123.31999969482422
2020-07-31,125.9000015258789
2020-08-03,134.32000732421875
2020-08-04,142.25
2020-08-05,132.69000244140625
2020-08-06,132.5800018310547
2020-08-07,131.50999450683594
2020-08-10,127.43000030517578
2020-08-11,125.5
2020-08-12,123.83000183105469
2020-08-13,126.98999786376953
2020-08-14,125.04000091552734
2020-08-17,125.5
2020-08-18,124.30999755859375
2020-08-19,125.3499984741211
2020-08-20,127.91999816894531
2020-08-21,126.0
2020-08-24,124.51000213623047
2020-08-25,124.51000213623047
2020-08-26,125.5199966430664
2020-08-27,132.14999389648438
2020-08-28,131.02000427246094
2020-08-31,135.85000610351562
2020-09-01,135.24000549316406
2020-09-02,129.6999969482422
2020-09-03,129.8000030517578
2020-09-04,125.81999969482422
2020-09-08,134.47000122070312
2020-09-09,138.1699981689453
2020-09-10,143.0399932861328
2020-09-11,134.8800048828125
2020-09-14,143.17999267578125
2020-09-15,146.47999572753906
2020-09-16,156.57000732421875
2020-09-17,157.22000122070312
2020-09-18,149.0399932861328
2020-09-21,148.8000030517578
2020-09-22,153.82000732421875
2020-09-23,150.57000732421875
2020-09-24,147.89999389648438
2020-09-25,155.02000427246094
2020-09-28,151.3000030517578
2020-09-29,165.66000366210938
2020-09-30,166.05999755859375
2020-10-01,170.60000610351562
2020-10-02,166.24000549316406
2020-10-05,175.49000549316406
2020-10-06,181.86000061035156
2020-10-07,189.13999938964844
2020-10-08,193.3800048828125
2020-10-09,194.94500732421875
2020-10-12,192.3000030517578
2020-10-13,187.6199951171875
2020-10-14,188.72999572753906
2020-10-15,184.85000610351562
2020-10-16,183.5800018310547
2020-10-19,184.13999938964844
2020-10-20,176.2899932861328
2020-10-21,177.91000366210938
2020-10-22,172.1699981689453
2020-10-23,171.72999572753906
2020-10-26,164.5399932861328
2020-10-27,161.9499969482422
2020-10-28,156.0500030517578
2020-10-29,151.85000610351562
2020-10-30,142.42999267578125
2020-11-02,143.55999755859375
2020-11-03,146.35000610351562
2020-11-04,149.2899932861328
2020-11-05,157.0399932861328
2020-11-06,156.86000061035156
2020-11-09,150.5
2020-11-10,125.01000213623047
2020-11-11,127.88999938964844
2020-11-12,128.89999389648438
2020-11-13,124.73999786376953
2020-11-16,127.1500015258789
2020-11-17,129.89999389648438
2020-11-18,134.00999450683594
2020-11-19,137.4199981689453
2020-11-20,136.55999755859375
2020-11-23,140.9600067138672
2020-11-24,141.8300018310547
2020-11-25,139.5800018310547
2020-11-27,142.1999969482422
2020-11-30,139.89999389648438
2020-12-01,137.25
2020-12-02,138.52999877929688
2020-12-03,139.35000610351562
2020-12-04,139.6199951171875
2020-12-07,136.94000244140625
2020-12-08,140.72000122070312
2020-12-09,136.92999267578125
2020-12-10,137.4600067138672
2020-12-11,138.6999969482422
2020-12-14,137.72999572753906
2020-12-15,137.61000061035156
2020-12-16,139.3699951171875
2020-12-17,143.22999572753906
2020-12-18,144.72999572753906
2020-12-21,138.57000732421875
2020-12-22,138.67999267578125
2020-12-23,139.9199981689453
2020-12-24,136.58999633789062
2020-12-28,126.44000244140625
2020-12-29,125.9000015258789
2020-12-30,126.48999786376953
2020-12-31,125.0
2021-01-04,125.56999969482422
2021-01-05,126.06999969482422
2021-01-06,117.62999725341797
2021-01-07,120.69999694824219
2021-01-08,118.0999984741211
2021-01-11,116.63999938964844
2021-01-12,120.51000213623047
2021-01-13,125.3499984741211
2021-01-14,142.47000122070312
2021-01-15,140.10000610351562
2021-01-19,141.63999938964844
2021-01-20,135.2100067138672
2021-01-21,134.61000061035156
2021-01-22,140.6999969482422
2021-01-25,158.72999572753906
2021-01-26,186.8300018310547
2021-01-27,192.0800018310547
2021-01-28,179.7899932861328
2021-01-29,178.0800018310547
2021-02-01,177.97000122070312
2021-02-02,167.16000366210938
2021-02-03,168.2899932861328
2021-02-04,169.25
2021-02-05,168.9199981689453
2021-02-08,169.08999633789062
2021-02-09,166.66000366210938
2021-02-10,171.52999877929688
2021-02-11,175.66000366210938
2021-02-12,175.4499969482422
2021-02-16,173.0399932861328
2021-02-17,167.8699951171875
2021-02-18,167.08999633789062
2021-02-19,160.22000122070312
2021-02-22,150.86000061035156
2021-02-23,149.4199981689453
2021-02-24,152.0500030517578
2021-02-25,143.75
2021-02-26,145.47999572753906
2021-03-01,147.10499572753906
2021-03-02,139.66000366210938
2021-03-03,139.48500061035156
2021-03-04,136.4199981689453
2021-03-05,138.3000030517578
2021-03-08,135.3000030517578
2021-03-09,139.5800018310547
2021-03-10,138.61000061035156
2021-03-11,142.80999755859375
2021-03-12,142.4499969482422
2021-03-15,148.11000061035156
2021-03-16,139.1699981689453
2021-03-17,139.19000244140625
2021-03-18,133.72000122070312
2021-03-19,139.38999938964844
2021-03-22,139.60000610351562
2021-03-23,137.10000610351562
2021-03-24,130.2100067138672
2021-03-25,129.72999572753906
2021-03-26,129.7100067138672
2021-03-29,126.66000366210938
2021-03-30,126.12000274658203
2021-03-31,130.1199951171875
2021-04-01,131.3800048828125
2021-04-05,131.58999633789062
2021-04-06,133.9499969482422
2021-04-07,130.2899932861328
2021-04-08,134.8699951171875
2021-04-09,130.3699951171875
2021-04-12,132.25999450683594
2021-04-13,135.8300018310547
2021-04-14,135.17999267578125
2021-04-15,137.14999389648438
2021-04-16,137.30999755859375
2021-04-19,135.25
2021-04-20,131.47999572753906
2021-04-21,133.9499969482422
2021-04-22,132.8300018310547
2021-04-23,131.4199981689453
2021-04-26,132.05999755859375
2021-04-27,133.5
2021-04-28,134.22000122070312
2021-04-29,133.39999389648438
2021-04-30,131.67999267578125
2021-05-03,126.4000015258789
2021-05-04,124.80000305175781
2021-05-05,121.56999969482422
2021-05-06,119.04000091552734
2021-05-07,110.7249984741211
2021-05-10,107.20999908447266
2021-05-11,109.63999938964844
2021-05-12,104.98999786376953
2021-05-13,101.5199966430664
2021-05-14,104.97000122070312
