,BSCT
2020-11-02,21.360000610351562
2020-11-03,21.329999923706055
2020-11-04,21.56999969482422
2020-11-05,21.600000381469727
2020-11-06,21.56999969482422
2020-11-09,21.450000762939453
2020-11-10,21.420000076293945
2020-11-11,21.420000076293945
2020-11-12,21.5
2020-11-13,21.520000457763672
2020-11-16,21.5049991607666
2020-11-17,21.56599998474121
2020-11-18,21.549999237060547
2020-11-19,21.670000076293945
2020-11-20,21.649999618530273
2020-11-23,21.6200008392334
2020-11-24,21.610000610351562
2020-11-25,21.649999618530273
2020-11-27,21.66900062561035
2020-11-30,21.725000381469727
2020-12-01,21.670000076293945
2020-12-02,21.65999984741211
2020-12-03,21.700000762939453
2020-12-04,21.643999099731445
2020-12-07,21.65999984741211
2020-12-08,21.639999389648438
2020-12-09,21.56999969482422
2020-12-10,21.65999984741211
2020-12-11,21.655000686645508
2020-12-14,21.670000076293945
2020-12-15,21.687000274658203
2020-12-16,21.690000534057617
2020-12-17,21.69499969482422
2020-12-18,21.684999465942383
2020-12-21,21.639999389648438
2020-12-22,21.684999465942383
2020-12-23,21.690000534057617
2020-12-24,21.739999771118164
2020-12-28,21.75
2020-12-29,21.760000228881836
2020-12-30,21.780000686645508
2020-12-31,21.799999237060547
2021-01-04,21.75
2021-01-05,21.700000762939453
2021-01-06,21.600000381469727
2021-01-07,21.59000015258789
2021-01-08,21.530000686645508
2021-01-11,21.475000381469727
2021-01-12,21.520000457763672
2021-01-13,21.610000610351562
2021-01-14,21.559999465942383
2021-01-15,21.584999084472656
2021-01-19,21.545000076293945
2021-01-20,21.540000915527344
2021-01-21,21.549999237060547
2021-01-22,21.530000686645508
2021-01-25,21.579999923706055
2021-01-26,21.59000015258789
2021-01-27,21.56999969482422
2021-01-28,21.533000946044922
2021-01-29,21.510000228881836
2021-02-01,21.540000915527344
2021-02-02,21.520000457763672
2021-02-03,21.510000228881836
2021-02-04,21.514999389648438
2021-02-05,21.5
2021-02-08,21.520000457763672
2021-02-09,21.5
2021-02-10,21.565000534057617
2021-02-11,21.540000915527344
2021-02-12,21.5
2021-02-16,21.350000381469727
2021-02-17,21.3799991607666
2021-02-18,21.385000228881836
2021-02-19,21.274999618530273
2021-02-22,21.173999786376953
2021-02-23,21.209999084472656
2021-02-24,21.226999282836914
2021-02-25,20.895000457763672
2021-02-26,21.070999145507812
2021-03-01,21.149999618530273
2021-03-02,21.1299991607666
2021-03-03,21.010000228881836
2021-03-04,20.8700008392334
2021-03-05,20.81999969482422
2021-03-08,20.649999618530273
2021-03-09,20.75
2021-03-10,20.84000015258789
2021-03-11,20.86199951171875
2021-03-12,20.69499969482422
2021-03-15,20.719999313354492
2021-03-16,20.729999542236328
2021-03-17,20.719999313354492
2021-03-18,20.61400032043457
2021-03-19,20.59000015258789
2021-03-22,20.6299991607666
2021-03-23,20.68000030517578
2021-03-24,20.719999313354492
2021-03-25,20.719999313354492
2021-03-26,20.690000534057617
2021-03-29,20.639999389648438
2021-03-30,20.665000915527344
2021-03-31,20.690000534057617
2021-04-01,20.770000457763672
2021-04-05,20.709999084472656
2021-04-06,20.829999923706055
2021-04-07,20.790000915527344
2021-04-08,20.8700008392334
2021-04-09,20.84000015258789
2021-04-12,20.81999969482422
2021-04-13,20.895000457763672
2021-04-14,20.889999389648438
2021-04-15,21.0
2021-04-16,20.91900062561035
2021-04-19,20.854000091552734
2021-04-20,20.889999389648438
2021-04-21,20.915000915527344
2021-04-22,20.934999465942383
2021-04-23,20.959999084472656
2021-04-26,20.94499969482422
2021-04-27,20.8799991607666
2021-04-28,20.8700008392334
2021-04-29,20.857999801635742
2021-04-30,20.893999099731445
2021-05-03,20.920000076293945
2021-05-04,20.93000030517578
2021-05-05,20.950000762939453
2021-05-06,20.988000869750977
2021-05-07,21.010000228881836
2021-05-10,20.94300079345703
2021-05-11,20.920000076293945
2021-05-12,20.81999969482422
2021-05-13,20.885000228881836
2021-05-14,20.940000534057617
