,CTRM
2019-10-14,3.7200000286102295
2019-10-15,3.440000057220459
2019-10-16,3.359999895095825
2019-10-17,3.8399999141693115
2019-10-18,3.6500000953674316
2019-10-21,3.549999952316284
2019-10-22,3.3299999237060547
2019-10-23,3.630000114440918
2019-10-24,3.4600000381469727
2019-10-25,3.6500000953674316
2019-10-28,3.869999885559082
2019-10-29,3.9200000762939453
2019-10-30,3.7699999809265137
2019-10-31,3.940000057220459
2019-11-01,3.880000114440918
2019-11-04,3.8299999237060547
2019-11-05,3.4000000953674316
2019-11-06,3.2699999809265137
2019-11-07,2.6500000953674316
2019-11-08,2.6700000762939453
2019-11-11,2.4700000286102295
2019-11-12,2.440000057220459
2019-11-13,2.430000066757202
2019-11-14,2.490000009536743
2019-11-15,2.619999885559082
2019-11-18,2.5
2019-11-19,2.5769999027252197
2019-11-20,2.559999942779541
2019-11-21,2.2799999713897705
2019-11-22,2.240000009536743
2019-11-25,2.259999990463257
2019-11-26,2.259999990463257
2019-11-27,2.2899999618530273
2019-11-29,2.380000114440918
2019-12-02,2.2899999618530273
2019-12-03,2.25
2019-12-04,2.2300000190734863
2019-12-05,2.259999990463257
2019-12-06,2.359999895095825
2019-12-09,2.2699999809265137
2019-12-10,2.240000009536743
2019-12-11,2.190000057220459
2019-12-12,2.2699999809265137
2019-12-13,2.2160000801086426
2019-12-16,2.065000057220459
2019-12-17,1.899999976158142
2019-12-18,1.9700000286102295
2019-12-19,1.940000057220459
2019-12-20,1.9500000476837158
2019-12-23,1.899999976158142
2019-12-24,1.8700000047683716
2019-12-26,1.8799999952316284
2019-12-27,1.8609999418258667
2019-12-30,1.8350000381469727
2019-12-31,1.850000023841858
2020-01-02,1.9040000438690186
2020-01-03,1.9199999570846558
2020-01-06,1.940000057220459
2020-01-07,1.9199999570846558
2020-01-08,1.8799999952316284
2020-01-09,1.840000033378601
2020-01-10,1.7999999523162842
2020-01-13,1.8200000524520874
2020-01-14,1.8700000047683716
2020-01-15,1.8600000143051147
2020-01-16,1.850000023841858
2020-01-17,1.8600000143051147
2020-01-21,1.7699999809265137
2020-01-22,1.7000000476837158
2020-01-23,1.6929999589920044
2020-01-24,1.5299999713897705
2020-01-27,1.590000033378601
2020-01-28,1.4700000286102295
2020-01-29,1.4700000286102295
2020-01-30,1.3300000429153442
2020-01-31,1.3799999952316284
2020-02-03,1.4199999570846558
2020-02-04,1.3600000143051147
2020-02-05,1.406999945640564
2020-02-06,1.2999999523162842
2020-02-07,1.3350000381469727
2020-02-10,1.2899999618530273
2020-02-11,1.2699999809265137
2020-02-12,1.277999997138977
2020-02-13,1.25
2020-02-14,1.2100000381469727
2020-02-18,1.2000000476837158
2020-02-19,1.184999942779541
2020-02-20,1.0210000276565552
2020-02-21,1.1299999952316284
2020-02-24,1.0499999523162842
2020-02-25,1.0570000410079956
2020-02-26,1.027999997138977
2020-02-27,0.9399999976158142
2020-02-28,0.8799999952316284
2020-03-02,0.9750000238418579
2020-03-03,0.9549999833106995
2020-03-04,0.9200000166893005
2020-03-05,0.9100000262260437
2020-03-06,0.8299999833106995
2020-03-09,0.7089999914169312
2020-03-10,0.734000027179718
2020-03-11,0.7099999785423279
2020-03-12,0.7239999771118164
2020-03-13,0.6660000085830688
2020-03-16,0.6029999852180481
2020-03-17,0.6000000238418579
2020-03-18,0.5680000185966492
2020-03-19,0.5419999957084656
2020-03-20,0.5559999942779541
2020-03-23,0.5799999833106995
2020-03-24,0.5960000157356262
2020-03-25,0.6399999856948853
2020-03-26,0.6880000233650208
2020-03-27,0.7770000100135803
2020-03-30,0.6620000004768372
2020-03-31,0.6840000152587891
2020-04-01,0.6060000061988831
2020-04-02,0.6000000238418579
2020-04-03,0.5649999976158142
2020-04-06,0.6200000047683716
2020-04-07,0.5960000157356262
2020-04-08,0.6050000190734863
2020-04-09,0.6100000143051147
2020-04-13,0.6100000143051147
2020-04-14,0.6200000047683716
2020-04-15,0.6100000143051147
2020-04-16,0.6100000143051147
2020-04-17,0.6290000081062317
2020-04-20,0.699999988079071
2020-04-21,0.6589999794960022
2020-04-22,0.6299999952316284
2020-04-23,0.6499999761581421
2020-04-24,0.6600000262260437
2020-04-27,0.6629999876022339
2020-04-28,0.7099999785423279
2020-04-29,0.7099999785423279
2020-04-30,0.6819999814033508
2020-05-01,0.6800000071525574
2020-05-04,0.6930000185966492
2020-05-05,0.6579999923706055
2020-05-06,0.6600000262260437
2020-05-07,0.6620000004768372
2020-05-08,0.6899999976158142
2020-05-11,0.699999988079071
2020-05-12,0.6890000104904175
2020-05-13,0.6600000262260437
2020-05-14,0.6470000147819519
2020-05-15,0.6549999713897705
2020-05-18,0.6949999928474426
2020-05-19,0.6589999794960022
2020-05-20,0.6700000166893005
2020-05-21,0.656000018119812
2020-05-22,0.6679999828338623
2020-05-26,0.7039999961853027
2020-05-27,0.6990000009536743
2020-05-28,0.6700000166893005
2020-05-29,0.6610000133514404
2020-06-01,0.6800000071525574
2020-06-02,0.6769999861717224
2020-06-03,0.6800000071525574
2020-06-04,0.7329999804496765
2020-06-05,0.7680000066757202
2020-06-08,0.828000009059906
2020-06-09,0.7329999804496765
2020-06-10,0.7300000190734863
2020-06-11,0.6499999761581421
2020-06-12,0.7089999914169312
2020-06-15,0.7200000286102295
2020-06-16,0.7200000286102295
2020-06-17,0.6859999895095825
2020-06-18,0.7400000095367432
2020-06-19,0.7099999785423279
2020-06-22,0.6399999856948853
2020-06-23,0.6299999952316284
2020-06-24,0.4269999861717224
2020-06-25,0.46700000762939453
2020-06-26,0.41200000047683716
2020-06-29,0.39500001072883606
2020-06-30,0.4000000059604645
2020-07-01,0.36800000071525574
2020-07-02,0.32899999618530273
2020-07-06,0.33899998664855957
2020-07-07,0.32899999618530273
2020-07-08,0.3199999928474426
2020-07-09,0.3569999933242798
2020-07-10,0.34599998593330383
2020-07-13,0.257999986410141
2020-07-14,0.2619999945163727
2020-07-15,0.2549999952316284
2020-07-16,0.2549999952316284
2020-07-17,0.24899999797344208
2020-07-20,0.2280000001192093
2020-07-21,0.23399999737739563
2020-07-22,0.2280000001192093
2020-07-23,0.2199999988079071
2020-07-24,0.20999999344348907
2020-07-27,0.19900000095367432
2020-07-28,0.20399999618530273
2020-07-29,0.21199999749660492
2020-07-30,0.20000000298023224
2020-07-31,0.20399999618530273
2020-08-03,0.1979999989271164
2020-08-04,0.19099999964237213
2020-08-05,0.1979999989271164
2020-08-06,0.20000000298023224
2020-08-07,0.19599999487400055
2020-08-10,0.19099999964237213
2020-08-11,0.1899999976158142
2020-08-12,0.18299999833106995
2020-08-13,0.17299999296665192
2020-08-14,0.1720000058412552
2020-08-17,0.1679999977350235
2020-08-18,0.1509999930858612
2020-08-19,0.1459999978542328
2020-08-20,0.16500000655651093
2020-08-21,0.15399999916553497
2020-08-24,0.14800000190734863
2020-08-25,0.14800000190734863
2020-08-26,0.1899999976158142
2020-08-27,0.164000004529953
2020-08-28,0.1850000023841858
2020-08-31,0.17599999904632568
2020-09-01,0.1679999977350235
2020-09-02,0.17000000178813934
2020-09-03,0.1599999964237213
2020-09-04,0.16500000655651093
2020-09-08,0.16099999845027924
2020-09-09,0.1509999930858612
2020-09-10,0.14800000190734863
2020-09-11,0.1589999943971634
2020-09-14,0.1550000011920929
2020-09-15,0.1599999964237213
2020-09-16,0.164000004529953
2020-09-17,0.1589999943971634
2020-09-18,0.15800000727176666
2020-09-21,0.14900000393390656
2020-09-22,0.1550000011920929
2020-09-23,0.15000000596046448
2020-09-24,0.15000000596046448
2020-09-25,0.14800000190734863
2020-09-28,0.1599999964237213
2020-09-29,0.1599999964237213
2020-09-30,0.15399999916553497
2020-10-01,0.1589999943971634
2020-10-02,0.15600000321865082
2020-10-05,0.1550000011920929
2020-10-06,0.1589999943971634
2020-10-07,0.164000004529953
2020-10-08,0.15800000727176666
2020-10-09,0.16300000250339508
2020-10-12,0.1720000058412552
2020-10-13,0.16300000250339508
2020-10-14,0.16599999368190765
2020-10-15,0.1599999964237213
2020-10-16,0.1550000011920929
2020-10-19,0.15600000321865082
2020-10-20,0.15000000596046448
2020-10-21,0.15000000596046448
2020-10-22,0.15299999713897705
2020-10-23,0.15199999511241913
2020-10-26,0.14300000667572021
2020-10-27,0.14100000262260437
2020-10-28,0.12800000607967377
2020-10-29,0.13199999928474426
2020-10-30,0.12099999934434891
2020-11-02,0.11800000071525574
2020-11-03,0.12200000137090683
2020-11-04,0.11999999731779099
2020-11-05,0.11999999731779099
2020-11-06,0.11900000274181366
2020-11-09,0.12399999797344208
2020-11-10,0.12800000607967377
2020-11-11,0.13500000536441803
2020-11-12,0.14399999380111694
2020-11-13,0.13300000131130219
2020-11-16,0.1379999965429306
2020-11-17,0.13500000536441803
2020-11-18,0.1469999998807907
2020-11-19,0.1550000011920929
2020-11-20,0.17299999296665192
2020-11-23,0.16300000250339508
2020-11-24,0.15299999713897705
2020-11-25,0.15800000727176666
2020-11-27,0.1599999964237213
2020-11-30,0.17399999499320984
2020-12-01,0.16899999976158142
2020-12-02,0.16300000250339508
2020-12-03,0.1589999943971634
2020-12-04,0.20000000298023224
2020-12-07,0.17599999904632568
2020-12-08,0.17100000381469727
2020-12-09,0.17000000178813934
2020-12-10,0.1679999977350235
2020-12-11,0.16599999368190765
2020-12-14,0.16500000655651093
2020-12-15,0.16099999845027924
2020-12-16,0.1599999964237213
2020-12-17,0.16200000047683716
2020-12-18,0.16200000047683716
2020-12-21,0.1589999943971634
2020-12-22,0.1550000011920929
2020-12-23,0.164000004529953
2020-12-24,0.19099999964237213
2020-12-28,0.1860000044107437
2020-12-29,0.17000000178813934
2020-12-30,0.2329999953508377
2020-12-31,0.1850000023841858
2021-01-04,0.1860000044107437
2021-01-05,0.2619999945163727
2021-01-06,0.2199999988079071
2021-01-07,0.23899999260902405
2021-01-08,0.19499999284744263
2021-01-11,0.257999986410141
2021-01-12,0.2930000126361847
2021-01-13,0.3720000088214874
2021-01-14,0.36000001430511475
2021-01-15,0.335999995470047
2021-01-19,0.3409999907016754
2021-01-20,0.32499998807907104
2021-01-21,0.42500001192092896
2021-01-22,0.4050000011920929
2021-01-25,0.38100001215934753
2021-01-26,0.39100000262260437
2021-01-27,0.5320000052452087
2021-01-28,0.6100000143051147
2021-01-29,0.6200000047683716
2021-02-01,0.7099999785423279
2021-02-02,0.6449999809265137
2021-02-03,0.6899999976158142
2021-02-04,0.6740000247955322
2021-02-05,0.7549999952316284
2021-02-08,0.9890000224113464
2021-02-09,1.059999942779541
2021-02-10,1.190000057220459
2021-02-11,1.7300000190734863
2021-02-12,1.4700000286102295
2021-02-16,1.399999976158142
2021-02-17,1.159999966621399
2021-02-18,1.2100000381469727
2021-02-19,1.2100000381469727
2021-02-22,1.2300000190734863
2021-02-23,1.1100000143051147
2021-02-24,1.1100000143051147
2021-02-25,1.0099999904632568
2021-02-26,0.9990000128746033
2021-03-01,1.0199999809265137
2021-03-02,0.9300000071525574
2021-03-03,0.9480000138282776
2021-03-04,0.7860000133514404
2021-03-05,0.8069999814033508
2021-03-08,0.8510000109672546
2021-03-09,0.9890000224113464
2021-03-10,0.949999988079071
2021-03-11,0.9890000224113464
2021-03-12,1.0199999809265137
2021-03-15,1.0299999713897705
2021-03-16,0.9580000042915344
2021-03-17,0.9869999885559082
2021-03-18,0.9419999718666077
2021-03-19,0.9470000267028809
2021-03-22,0.9110000133514404
2021-03-23,0.8820000290870667
2021-03-24,0.7760000228881836
2021-03-25,0.828000009059906
2021-03-26,0.800000011920929
2021-03-29,0.7820000052452087
2021-03-30,0.7760000228881836
2021-03-31,0.7609999775886536
2021-04-01,0.7379999756813049
2021-04-05,0.5830000042915344
2021-04-06,0.5690000057220459
2021-04-07,0.5049999952316284
2021-04-08,0.5170000195503235
2021-04-09,0.5080000162124634
2021-04-12,0.46000000834465027
2021-04-13,0.4480000138282776
2021-04-14,0.42800000309944153
2021-04-15,0.45500001311302185
2021-04-16,0.45100000500679016
2021-04-19,0.4880000054836273
2021-04-20,0.44999998807907104
2021-04-21,0.4779999852180481
2021-04-22,0.48500001430511475
2021-04-23,0.4819999933242798
2021-04-26,0.5350000262260437
2021-04-27,0.5210000276565552
2021-04-28,0.5270000100135803
2021-04-29,0.5059999823570251
2021-04-30,0.4970000088214874
2021-05-03,0.5
2021-05-04,0.47099998593330383
2021-05-05,0.44999998807907104
2021-05-06,0.41499999165534973
2021-05-07,0.4410000145435333
2021-05-10,0.4169999957084656
2021-05-11,0.4180000126361847
2021-05-12,0.3919999897480011
2021-05-13,0.38600000739097595
2021-05-14,0.39500001072883606
