,CENX
2008-10-24,9.920000076293945
2008-10-27,9.279999732971191
2008-10-28,10.34000015258789
2008-10-29,12.050000190734863
2008-10-30,12.3100004196167
2008-10-31,12.569999694824219
2008-11-03,14.34000015258789
2008-11-04,14.729999542236328
2008-11-05,13.529999732971191
2008-11-06,12.0
2008-11-07,13.59000015258789
2008-11-10,13.010000228881836
2008-11-11,12.0
2008-11-12,10.869999885559082
2008-11-13,12.359999656677246
2008-11-14,12.119999885559082
2008-11-17,9.649999618530273
2008-11-18,8.739999771118164
2008-11-19,6.119999885559082
2008-11-20,4.420000076293945
2008-11-21,5.179999828338623
2008-11-24,6.099999904632568
2008-11-25,6.570000171661377
2008-11-26,7.880000114440918
2008-11-28,8.149999618530273
2008-12-01,6.300000190734863
2008-12-02,6.550000190734863
2008-12-03,6.949999809265137
2008-12-04,5.920000076293945
2008-12-05,5.960000038146973
2008-12-08,7.110000133514404
2008-12-09,7.400000095367432
2008-12-10,9.210000038146973
2008-12-11,8.899999618530273
2008-12-12,9.420000076293945
2008-12-15,9.279999732971191
2008-12-16,9.539999961853027
2008-12-17,9.720000267028809
2008-12-18,8.670000076293945
2008-12-19,8.680000305175781
2008-12-22,8.350000381469727
2008-12-23,8.489999771118164
2008-12-24,8.550000190734863
2008-12-26,9.0
2008-12-29,8.869999885559082
2008-12-30,9.449999809265137
2008-12-31,10.0
2009-01-02,11.720000267028809
2009-01-05,11.90999984741211
2009-01-06,12.550000190734863
2009-01-07,11.569999694824219
2009-01-08,12.050000190734863
2009-01-09,11.619999885559082
2009-01-12,9.40999984741211
2009-01-13,9.15999984741211
2009-01-14,8.170000076293945
2009-01-15,8.489999771118164
2009-01-16,8.489999771118164
2009-01-20,7.409999847412109
2009-01-21,8.0
2009-01-22,7.369999885559082
2009-01-23,7.650000095367432
2009-01-26,7.409999847412109
2009-01-27,7.349999904632568
2009-01-28,4.599999904632568
2009-01-29,4.28000020980835
2009-01-30,3.549999952316284
2009-02-02,3.700000047683716
2009-02-03,4.019999980926514
2009-02-04,4.0
2009-02-05,4.119999885559082
2009-02-06,4.349999904632568
2009-02-09,4.269999980926514
2009-02-10,3.990000009536743
2009-02-11,3.940000057220459
2009-02-12,3.9700000286102295
2009-02-13,3.8399999141693115
2009-02-17,3.259999990463257
2009-02-18,3.1700000762939453
2009-02-19,2.869999885559082
2009-02-20,2.2200000286102295
2009-02-23,2.319999933242798
2009-02-24,2.4700000286102295
2009-02-25,2.259999990463257
2009-02-26,2.4200000762939453
2009-02-27,2.2200000286102295
2009-03-02,1.6799999475479126
2009-03-03,1.409999966621399
2009-03-04,1.5
2009-03-05,1.2000000476837158
2009-03-06,1.100000023841858
2009-03-09,1.059999942779541
2009-03-10,1.3600000143051147
2009-03-11,1.5099999904632568
2009-03-12,1.600000023841858
2009-03-13,1.5199999809265137
2009-03-16,1.5399999618530273
2009-03-17,1.590000033378601
2009-03-18,1.649999976158142
2009-03-19,2.1700000762939453
2009-03-20,1.7400000095367432
2009-03-23,2.0299999713897705
2009-03-24,1.909999966621399
2009-03-25,2.049999952316284
2009-03-26,2.3399999141693115
2009-03-27,2.4700000286102295
2009-03-30,1.9299999475479126
2009-03-31,2.109999895095825
2009-04-01,2.299999952316284
2009-04-02,2.990000009536743
2009-04-03,3.7200000286102295
2009-04-06,3.4200000762939453
2009-04-07,3.0299999713897705
2009-04-08,3.009999990463257
2009-04-09,3.5999999046325684
2009-04-13,3.9100000858306885
2009-04-14,3.680000066757202
2009-04-15,3.8399999141693115
2009-04-16,3.8499999046325684
2009-04-17,3.819999933242798
2009-04-20,2.940000057220459
2009-04-21,3.359999895095825
2009-04-22,3.569999933242798
2009-04-23,3.5899999141693115
2009-04-24,3.7899999618530273
2009-04-27,3.559999942779541
2009-04-28,3.5199999809265137
2009-04-29,3.759999990463257
2009-04-30,4.039999961853027
2009-05-01,5.289999961853027
2009-05-04,6.929999828338623
2009-05-05,7.679999828338623
2009-05-06,7.929999828338623
2009-05-07,7.019999980926514
2009-05-08,7.329999923706055
2009-05-11,7.019999980926514
2009-05-12,6.510000228881836
2009-05-13,5.179999828338623
2009-05-14,5.690000057220459
2009-05-15,5.5
2009-05-18,6.170000076293945
2009-05-19,6.5
2009-05-20,6.599999904632568
2009-05-21,6.28000020980835
2009-05-22,6.139999866485596
2009-05-26,6.539999961853027
2009-05-27,6.239999771118164
2009-05-28,6.309999942779541
2009-05-29,6.010000228881836
2009-06-01,6.329999923706055
2009-06-02,6.420000076293945
2009-06-03,5.869999885559082
2009-06-04,6.179999828338623
2009-06-05,6.349999904632568
2009-06-08,6.210000038146973
2009-06-09,6.239999771118164
2009-06-10,6.96999979019165
2009-06-11,7.900000095367432
2009-06-12,7.809999942779541
2009-06-15,7.449999809265137
2009-06-16,7.079999923706055
2009-06-17,6.570000171661377
2009-06-18,6.480000019073486
2009-06-19,6.46999979019165
2009-06-22,5.46999979019165
2009-06-23,5.449999809265137
2009-06-24,5.989999771118164
2009-06-25,6.190000057220459
2009-06-26,6.670000076293945
2009-06-29,6.269999980926514
2009-06-30,6.25
2009-07-01,6.090000152587891
2009-07-02,5.789999961853027
2009-07-06,5.21999979019165
2009-07-07,5.340000152587891
2009-07-08,5.119999885559082
2009-07-09,5.199999809265137
2009-07-10,5.230000019073486
2009-07-13,5.429999828338623
2009-07-14,5.46999979019165
2009-07-15,6.019999980926514
2009-07-16,6.510000228881836
2009-07-17,6.119999885559082
2009-07-20,6.53000020980835
2009-07-21,6.269999980926514
2009-07-22,6.210000038146973
2009-07-23,6.710000038146973
2009-07-24,7.300000190734863
2009-07-27,7.78000020980835
2009-07-28,7.579999923706055
2009-07-29,7.25
2009-07-30,7.690000057220459
2009-07-31,8.380000114440918
2009-08-03,9.65999984741211
2009-08-04,10.369999885559082
2009-08-05,10.819999694824219
2009-08-06,10.850000381469727
2009-08-07,10.970000267028809
2009-08-10,10.550000190734863
2009-08-11,10.020000457763672
2009-08-12,10.4399995803833
2009-08-13,11.579999923706055
2009-08-14,11.550000190734863
2009-08-17,10.739999771118164
2009-08-18,11.539999961853027
2009-08-19,11.109999656677246
2009-08-20,11.350000381469727
2009-08-21,11.390000343322754
2009-08-24,11.380000114440918
2009-08-25,11.289999961853027
2009-08-26,11.0600004196167
2009-08-27,11.199999809265137
2009-08-28,11.09000015258789
2009-08-31,10.229999542236328
2009-09-01,9.329999923706055
2009-09-02,9.050000190734863
2009-09-03,9.680000305175781
2009-09-04,9.600000381469727
2009-09-08,10.029999732971191
2009-09-09,10.270000457763672
2009-09-10,10.600000381469727
2009-09-11,10.739999771118164
2009-09-14,10.579999923706055
2009-09-15,11.180000305175781
2009-09-16,11.699999809265137
2009-09-17,11.0600004196167
2009-09-18,11.289999961853027
2009-09-21,10.6899995803833
2009-09-22,10.850000381469727
2009-09-23,10.329999923706055
2009-09-24,9.760000228881836
2009-09-25,9.460000038146973
2009-09-28,9.779999732971191
2009-09-29,9.569999694824219
2009-09-30,9.350000381469727
2009-10-01,8.579999923706055
2009-10-02,8.279999732971191
2009-10-05,8.9399995803833
2009-10-06,9.279999732971191
2009-10-07,9.649999618530273
2009-10-08,10.760000228881836
2009-10-09,10.6899995803833
2009-10-12,10.520000457763672
2009-10-13,10.649999618530273
2009-10-14,10.920000076293945
2009-10-15,10.930000305175781
2009-10-16,10.649999618530273
2009-10-19,10.899999618530273
2009-10-20,10.720000267028809
2009-10-21,10.8100004196167
2009-10-22,10.770000457763672
2009-10-23,10.319999694824219
2009-10-26,9.729999542236328
2009-10-27,9.050000190734863
2009-10-28,8.289999961853027
2009-10-29,9.279999732971191
2009-10-30,8.670000076293945
2009-11-02,8.449999809265137
2009-11-03,8.699999809265137
2009-11-04,8.520000457763672
2009-11-05,8.9399995803833
2009-11-06,8.989999771118164
2009-11-09,9.479999542236328
2009-11-10,9.3100004196167
2009-11-11,9.390000343322754
2009-11-12,9.020000457763672
2009-11-13,9.09000015258789
2009-11-16,9.489999771118164
2009-11-17,9.899999618530273
2009-11-18,10.260000228881836
2009-11-19,9.75
2009-11-20,9.890000343322754
2009-11-23,9.779999732971191
2009-11-24,9.770000457763672
2009-11-25,10.100000381469727
2009-11-27,9.739999771118164
2009-11-30,9.75
2009-12-01,10.170000076293945
2009-12-02,10.859999656677246
2009-12-03,10.399999618530273
2009-12-04,10.319999694824219
2009-12-07,10.65999984741211
2009-12-08,10.4399995803833
2009-12-09,10.949999809265137
2009-12-10,11.479999542236328
2009-12-11,12.609999656677246
2009-12-14,13.430000305175781
2009-12-15,13.09000015258789
2009-12-16,14.40999984741211
2009-12-17,14.390000343322754
2009-12-18,15.420000076293945
2009-12-21,15.539999961853027
2009-12-22,15.739999771118164
2009-12-23,16.329999923706055
2009-12-24,16.469999313354492
2009-12-28,16.34000015258789
2009-12-29,16.420000076293945
2009-12-30,16.3799991607666
2009-12-31,16.190000534057617
2010-01-04,17.219999313354492
2010-01-05,16.90999984741211
2010-01-06,17.3799991607666
2010-01-07,17.010000228881836
2010-01-08,17.829999923706055
2010-01-11,18.049999237060547
2010-01-12,16.3799991607666
2010-01-13,16.6299991607666
2010-01-14,16.530000686645508
2010-01-15,15.609999656677246
2010-01-19,16.170000076293945
2010-01-20,15.619999885559082
2010-01-21,13.989999771118164
2010-01-22,13.119999885559082
2010-01-25,13.140000343322754
2010-01-26,13.15999984741211
2010-01-27,12.75
2010-01-28,11.779999732971191
2010-01-29,11.319999694824219
2010-02-01,12.270000457763672
2010-02-02,12.649999618530273
2010-02-03,12.1899995803833
2010-02-04,11.0
2010-02-05,11.119999885559082
2010-02-08,10.829999923706055
2010-02-09,11.65999984741211
2010-02-10,11.619999885559082
2010-02-11,12.539999961853027
2010-02-12,12.630000114440918
2010-02-16,13.359999656677246
2010-02-17,13.300000190734863
2010-02-18,13.40999984741211
2010-02-19,13.529999732971191
2010-02-22,13.510000228881836
2010-02-23,12.739999771118164
2010-02-24,11.420000076293945
2010-02-25,11.8100004196167
2010-02-26,12.180000305175781
2010-03-01,13.180000305175781
2010-03-02,13.4399995803833
2010-03-03,13.859999656677246
2010-03-04,14.09000015258789
2010-03-05,14.829999923706055
2010-03-08,15.029999732971191
2010-03-09,14.75
2010-03-10,14.989999771118164
2010-03-11,14.720000267028809
2010-03-12,14.770000457763672
2010-03-15,14.489999771118164
2010-03-16,14.84000015258789
2010-03-17,15.390000343322754
2010-03-18,15.010000228881836
2010-03-19,14.319999694824219
2010-03-22,14.680000305175781
2010-03-23,15.369999885559082
2010-03-24,15.270000457763672
2010-03-25,14.619999885559082
2010-03-26,14.399999618530273
2010-03-29,14.59000015258789
2010-03-30,14.260000228881836
2010-03-31,13.760000228881836
2010-04-01,15.300000190734863
2010-04-05,15.529999732971191
2010-04-06,16.350000381469727
2010-04-07,16.030000686645508
2010-04-08,16.0
2010-04-09,15.829999923706055
2010-04-12,15.979999542236328
2010-04-13,16.239999771118164
2010-04-14,16.450000762939453
2010-04-15,16.15999984741211
2010-04-16,15.140000343322754
2010-04-19,14.8100004196167
2010-04-20,14.880000114440918
2010-04-21,14.489999771118164
2010-04-22,14.670000076293945
2010-04-23,15.109999656677246
2010-04-26,15.229999542236328
2010-04-27,13.789999961853027
2010-04-28,14.149999618530273
2010-04-29,14.319999694824219
2010-04-30,13.479999542236328
2010-05-03,13.130000114440918
2010-05-04,12.279999732971191
2010-05-05,12.420000076293945
2010-05-06,11.84000015258789
2010-05-07,11.329999923706055
2010-05-10,12.529999732971191
2010-05-11,12.09000015258789
2010-05-12,12.069999694824219
2010-05-13,12.6899995803833
2010-05-14,11.930000305175781
2010-05-17,11.550000190734863
2010-05-18,11.0600004196167
2010-05-19,10.8100004196167
2010-05-20,9.600000381469727
2010-05-21,10.09000015258789
2010-05-24,9.800000190734863
2010-05-25,10.0600004196167
2010-05-26,9.819999694824219
2010-05-27,10.739999771118164
2010-05-28,10.510000228881836
2010-06-01,9.710000038146973
2010-06-02,10.3100004196167
2010-06-03,10.09000015258789
2010-06-04,9.350000381469727
2010-06-07,8.699999809265137
2010-06-08,8.920000076293945
2010-06-09,8.859999656677246
2010-06-10,9.520000457763672
2010-06-11,9.729999542236328
2010-06-14,9.850000381469727
2010-06-15,10.399999618530273
2010-06-16,10.220000267028809
2010-06-17,10.069999694824219
2010-06-18,10.039999961853027
2010-06-21,10.84000015258789
2010-06-22,10.430000305175781
2010-06-23,10.399999618530273
2010-06-24,9.989999771118164
2010-06-25,10.5
2010-06-28,10.029999732971191
2010-06-29,9.069999694824219
2010-06-30,8.829999923706055
2010-07-01,8.680000305175781
2010-07-02,8.600000381469727
2010-07-06,8.609999656677246
2010-07-07,9.1899995803833
2010-07-08,9.470000267028809
2010-07-09,9.770000457763672
2010-07-12,9.59000015258789
2010-07-13,9.930000305175781
2010-07-14,9.710000038146973
2010-07-15,9.520000457763672
2010-07-16,9.029999732971191
2010-07-19,9.09000015258789
2010-07-20,9.520000457763672
2010-07-21,9.569999694824219
2010-07-22,10.180000305175781
2010-07-23,10.75
2010-07-26,10.779999732971191
2010-07-27,10.550000190734863
2010-07-28,9.569999694824219
2010-07-29,9.8100004196167
2010-07-30,10.430000305175781
2010-08-02,10.90999984741211
2010-08-03,10.800000190734863
2010-08-04,11.260000228881836
2010-08-05,11.100000381469727
2010-08-06,11.210000038146973
2010-08-09,11.270000457763672
2010-08-10,10.890000343322754
2010-08-11,10.010000228881836
2010-08-12,10.149999618530273
2010-08-13,10.239999771118164
2010-08-16,10.09000015258789
2010-08-17,10.699999809265137
2010-08-18,10.699999809265137
2010-08-19,10.119999885559082
2010-08-20,10.130000114440918
2010-08-23,9.880000114440918
2010-08-24,9.720000267028809
2010-08-25,9.5600004196167
2010-08-26,9.4399995803833
2010-08-27,9.760000228881836
2010-08-30,9.8100004196167
2010-08-31,10.0
2010-09-01,10.539999961853027
2010-09-02,10.930000305175781
2010-09-03,10.930000305175781
2010-09-07,10.829999923706055
2010-09-08,10.970000267028809
2010-09-09,10.869999885559082
2010-09-10,11.270000457763672
2010-09-13,11.520000457763672
2010-09-14,11.34000015258789
2010-09-15,11.289999961853027
2010-09-16,11.25
2010-09-17,11.0
2010-09-20,11.699999809265137
2010-09-21,11.720000267028809
2010-09-22,11.9399995803833
2010-09-23,11.869999885559082
2010-09-24,12.649999618530273
2010-09-27,12.6899995803833
2010-09-28,12.880000114440918
2010-09-29,12.90999984741211
2010-09-30,13.170000076293945
2010-10-01,13.520000457763672
2010-10-04,12.789999961853027
2010-10-05,13.260000228881836
2010-10-06,13.470000267028809
2010-10-07,13.359999656677246
2010-10-08,13.989999771118164
2010-10-11,14.149999618530273
2010-10-12,14.40999984741211
2010-10-13,14.170000076293945
2010-10-14,14.399999618530273
2010-10-15,13.880000114440918
2010-10-18,13.960000038146973
2010-10-19,12.930000305175781
2010-10-20,13.390000343322754
2010-10-21,12.949999809265137
2010-10-22,13.050000190734863
2010-10-25,13.579999923706055
2010-10-26,13.630000114440918
2010-10-27,13.15999984741211
2010-10-28,13.069999694824219
2010-10-29,13.520000457763672
2010-11-01,13.40999984741211
2010-11-02,13.649999618530273
2010-11-03,14.140000343322754
2010-11-04,14.800000190734863
2010-11-05,14.8100004196167
2010-11-08,14.649999618530273
2010-11-09,14.520000457763672
2010-11-10,14.479999542236328
2010-11-11,14.949999809265137
2010-11-12,14.4399995803833
2010-11-15,14.1899995803833
2010-11-16,13.350000381469727
2010-11-17,13.399999618530273
2010-11-18,14.0
2010-11-19,14.430000305175781
2010-11-22,14.4399995803833
2010-11-23,14.039999961853027
2010-11-24,14.4399995803833
2010-11-26,14.229999542236328
2010-11-29,14.229999542236328
2010-11-30,13.859999656677246
2010-12-01,14.1899995803833
2010-12-02,14.960000038146973
2010-12-03,15.0600004196167
2010-12-06,15.149999618530273
2010-12-07,14.989999771118164
2010-12-08,14.869999885559082
2010-12-09,15.319999694824219
2010-12-10,16.0
2010-12-13,15.920000076293945
2010-12-14,15.6899995803833
2010-12-15,15.420000076293945
2010-12-16,16.1299991607666
2010-12-17,16.110000610351562
2010-12-20,16.299999237060547
2010-12-21,16.010000228881836
2010-12-22,15.930000305175781
2010-12-23,15.800000190734863
2010-12-27,15.979999542236328
2010-12-28,15.680000305175781
2010-12-29,15.510000228881836
2010-12-30,15.710000038146973
2010-12-31,15.529999732971191
2011-01-03,16.3700008392334
2011-01-04,16.799999237060547
2011-01-05,16.93000030517578
2011-01-06,16.780000686645508
2011-01-07,16.690000534057617
2011-01-10,16.540000915527344
2011-01-11,16.729999542236328
2011-01-12,16.729999542236328
2011-01-13,16.469999313354492
2011-01-14,15.720000267028809
2011-01-18,15.960000038146973
2011-01-19,15.010000228881836
2011-01-20,14.539999961853027
2011-01-21,14.020000457763672
2011-01-24,14.5600004196167
2011-01-25,14.239999771118164
2011-01-26,15.0
2011-01-27,14.649999618530273
2011-01-28,14.289999961853027
2011-01-31,14.869999885559082
2011-02-01,15.630000114440918
2011-02-02,15.239999771118164
2011-02-03,15.050000190734863
2011-02-04,14.930000305175781
2011-02-07,15.260000228881836
2011-02-08,15.680000305175781
2011-02-09,15.170000076293945
2011-02-10,15.40999984741211
2011-02-11,15.829999923706055
2011-02-14,15.829999923706055
2011-02-15,15.449999809265137
2011-02-16,17.3799991607666
2011-02-17,17.450000762939453
2011-02-18,16.979999542236328
2011-02-22,16.1200008392334
2011-02-23,15.899999618530273
2011-02-24,16.079999923706055
2011-02-25,16.15999984741211
2011-02-28,16.950000762939453
2011-03-01,15.880000114440918
2011-03-02,15.720000267028809
2011-03-03,16.389999389648438
2011-03-04,16.700000762939453
2011-03-07,16.579999923706055
2011-03-08,16.809999465942383
2011-03-09,16.799999237060547
2011-03-10,16.600000381469727
2011-03-11,17.1299991607666
2011-03-14,17.190000534057617
2011-03-15,17.010000228881836
2011-03-16,16.510000228881836
2011-03-17,16.809999465942383
2011-03-18,16.940000534057617
2011-03-21,17.239999771118164
2011-03-22,17.229999542236328
2011-03-23,17.969999313354492
2011-03-24,17.940000534057617
2011-03-25,18.1299991607666
2011-03-28,18.049999237060547
2011-03-29,18.59000015258789
2011-03-30,18.649999618530273
2011-03-31,18.68000030517578
2011-04-01,18.93000030517578
2011-04-04,19.170000076293945
2011-04-05,20.059999465942383
2011-04-06,20.170000076293945
2011-04-07,20.219999313354492
2011-04-08,19.979999542236328
2011-04-11,19.649999618530273
2011-04-12,18.34000015258789
2011-04-13,18.229999542236328
2011-04-14,18.040000915527344
2011-04-15,18.34000015258789
2011-04-18,17.790000915527344
2011-04-19,18.1299991607666
2011-04-20,18.84000015258789
2011-04-21,19.040000915527344
2011-04-25,20.049999237060547
2011-04-26,20.049999237060547
2011-04-27,20.1299991607666
2011-04-28,19.940000534057617
2011-04-29,19.979999542236328
2011-05-02,19.860000610351562
2011-05-03,19.739999771118164
2011-05-04,16.520000457763672
2011-05-05,16.270000457763672
2011-05-06,16.719999313354492
2011-05-09,17.049999237060547
2011-05-10,17.010000228881836
2011-05-11,16.18000030517578
2011-05-12,16.389999389648438
2011-05-13,15.699999809265137
2011-05-16,16.049999237060547
2011-05-17,15.739999771118164
2011-05-18,15.850000381469727
2011-05-19,15.5600004196167
2011-05-20,15.420000076293945
2011-05-23,15.180000305175781
2011-05-24,15.359999656677246
2011-05-25,15.600000381469727
2011-05-26,15.649999618530273
2011-05-27,15.880000114440918
2011-05-31,16.139999389648438
2011-06-01,14.979999542236328
2011-06-02,15.460000038146973
2011-06-03,14.949999809265137
2011-06-06,14.680000305175781
2011-06-07,14.699999809265137
2011-06-08,14.300000190734863
2011-06-09,14.539999961853027
2011-06-10,14.640000343322754
2011-06-13,14.40999984741211
2011-06-14,14.869999885559082
2011-06-15,14.279999732971191
2011-06-16,13.970000267028809
2011-06-17,14.010000228881836
2011-06-20,13.949999809265137
2011-06-21,14.5
2011-06-22,14.59000015258789
2011-06-23,14.399999618530273
2011-06-24,14.220000267028809
2011-06-27,14.510000228881836
2011-06-28,15.0
2011-06-29,15.510000228881836
2011-06-30,15.649999618530273
2011-07-01,16.079999923706055
2011-07-05,15.979999542236328
2011-07-06,15.869999885559082
2011-07-07,16.34000015258789
2011-07-08,15.8100004196167
2011-07-11,15.140000343322754
2011-07-12,14.920000076293945
2011-07-13,14.739999771118164
2011-07-14,13.699999809265137
2011-07-15,14.09000015258789
2011-07-18,13.850000381469727
2011-07-19,14.09000015258789
2011-07-20,14.239999771118164
2011-07-21,14.449999809265137
2011-07-22,14.5
2011-07-25,14.270000457763672
2011-07-26,14.010000228881836
2011-07-27,13.220000267028809
2011-07-28,12.989999771118164
2011-07-29,13.020000457763672
2011-08-01,12.619999885559082
2011-08-02,11.970000267028809
2011-08-03,11.970000267028809
2011-08-04,10.789999961853027
2011-08-05,10.720000267028809
2011-08-08,8.789999961853027
2011-08-09,10.170000076293945
2011-08-10,9.40999984741211
2011-08-11,10.569999694824219
2011-08-12,11.020000457763672
2011-08-15,11.539999961853027
2011-08-16,11.0
2011-08-17,11.020000457763672
2011-08-18,10.210000038146973
2011-08-19,10.079999923706055
2011-08-22,10.050000190734863
2011-08-23,10.770000457763672
2011-08-24,11.020000457763672
2011-08-25,10.699999809265137
2011-08-26,11.109999656677246
2011-08-29,11.880000114440918
2011-08-30,11.789999961853027
2011-08-31,12.170000076293945
2011-09-01,11.489999771118164
2011-09-02,11.09000015258789
2011-09-06,10.930000305175781
2011-09-07,11.649999618530273
2011-09-08,11.180000305175781
2011-09-09,10.890000343322754
2011-09-12,10.869999885559082
2011-09-13,11.079999923706055
2011-09-14,11.180000305175781
2011-09-15,11.5
2011-09-16,11.520000457763672
2011-09-19,11.1899995803833
2011-09-20,10.569999694824219
2011-09-21,9.859999656677246
2011-09-22,9.199999809265137
2011-09-23,9.170000076293945
2011-09-26,9.369999885559082
2011-09-27,9.930000305175781
2011-09-28,9.039999961853027
2011-09-29,9.390000343322754
2011-09-30,8.9399995803833
2011-10-03,7.900000095367432
2011-10-04,8.350000381469727
2011-10-05,8.979999542236328
2011-10-06,9.279999732971191
2011-10-07,9.029999732971191
2011-10-10,9.5600004196167
2011-10-11,9.899999618530273
2011-10-12,10.100000381469727
2011-10-13,9.890000343322754
2011-10-14,9.899999618530273
2011-10-17,9.229999542236328
2011-10-18,9.859999656677246
2011-10-19,9.279999732971191
2011-10-20,9.390000343322754
2011-10-21,9.619999885559082
2011-10-24,10.550000190734863
2011-10-25,10.15999984741211
2011-10-26,9.850000381469727
2011-10-27,11.710000038146973
2011-10-28,12.130000114440918
2011-10-31,11.15999984741211
2011-11-01,10.579999923706055
2011-11-02,11.130000114440918
2011-11-03,11.630000114440918
2011-11-04,11.720000267028809
2011-11-07,11.460000038146973
2011-11-08,11.289999961853027
2011-11-09,10.390000343322754
2011-11-10,10.569999694824219
2011-11-11,11.010000228881836
2011-11-14,10.8100004196167
2011-11-15,11.079999923706055
2011-11-16,10.369999885559082
2011-11-17,9.65999984741211
2011-11-18,9.520000457763672
2011-11-21,8.899999618530273
2011-11-22,8.8100004196167
2011-11-23,8.170000076293945
2011-11-25,7.889999866485596
2011-11-28,8.529999732971191
2011-11-29,8.529999732971191
2011-11-30,9.630000114440918
2011-12-01,9.510000228881836
2011-12-02,9.550000190734863
2011-12-05,10.039999961853027
2011-12-06,10.119999885559082
2011-12-07,10.329999923706055
2011-12-08,9.729999542236328
2011-12-09,10.170000076293945
2011-12-12,9.680000305175781
2011-12-13,9.149999618530273
2011-12-14,8.720000267028809
2011-12-15,8.569999694824219
2011-12-16,8.640000343322754
2011-12-19,8.15999984741211
2011-12-20,8.619999885559082
2011-12-21,8.670000076293945
2011-12-22,8.880000114440918
2011-12-23,8.84000015258789
2011-12-27,8.729999542236328
2011-12-28,8.270000457763672
2011-12-29,8.369999885559082
2011-12-30,8.510000228881836
2012-01-03,9.119999885559082
2012-01-04,9.149999618530273
2012-01-05,8.989999771118164
2012-01-06,9.029999732971191
2012-01-09,9.09000015258789
2012-01-10,9.399999618530273
2012-01-11,9.680000305175781
2012-01-12,9.890000343322754
2012-01-13,9.59000015258789
2012-01-17,9.479999542236328
2012-01-18,9.869999885559082
2012-01-19,10.130000114440918
2012-01-20,10.119999885559082
2012-01-23,10.34000015258789
2012-01-24,10.380000114440918
2012-01-25,10.920000076293945
2012-01-26,10.729999542236328
2012-01-27,10.90999984741211
2012-01-30,10.619999885559082
2012-01-31,10.029999732971191
2012-02-01,10.34000015258789
2012-02-02,10.619999885559082
2012-02-03,10.979999542236328
2012-02-06,10.970000267028809
2012-02-07,10.770000457763672
2012-02-08,11.0600004196167
2012-02-09,11.149999618530273
2012-02-10,10.579999923706055
2012-02-13,10.65999984741211
2012-02-14,10.34000015258789
2012-02-15,10.130000114440918
2012-02-16,10.640000343322754
2012-02-17,10.4399995803833
2012-02-21,10.670000076293945
2012-02-22,10.529999732971191
2012-02-23,10.729999542236328
2012-02-24,10.460000038146973
2012-02-27,10.0
2012-02-28,10.109999656677246
2012-02-29,9.819999694824219
2012-03-01,10.130000114440918
2012-03-02,9.880000114440918
2012-03-05,9.279999732971191
2012-03-06,8.770000457763672
2012-03-07,8.789999961853027
2012-03-08,8.829999923706055
2012-03-09,9.119999885559082
2012-03-12,8.829999923706055
2012-03-13,9.15999984741211
2012-03-14,8.829999923706055
2012-03-15,9.029999732971191
2012-03-16,9.550000190734863
2012-03-19,9.670000076293945
2012-03-20,9.34000015258789
2012-03-21,9.399999618530273
2012-03-22,9.109999656677246
2012-03-23,9.210000038146973
2012-03-26,9.289999961853027
2012-03-27,9.039999961853027
2012-03-28,8.739999771118164
2012-03-29,8.90999984741211
2012-03-30,8.880000114440918
2012-04-02,9.039999961853027
2012-04-03,8.789999961853027
2012-04-04,8.430000305175781
2012-04-05,8.270000457763672
2012-04-09,8.220000267028809
2012-04-10,7.96999979019165
2012-04-11,8.270000457763672
2012-04-12,8.710000038146973
2012-04-13,8.149999618530273
2012-04-16,8.220000267028809
2012-04-17,8.399999618530273
2012-04-18,8.15999984741211
2012-04-19,8.140000343322754
2012-04-20,8.109999656677246
2012-04-23,8.029999732971191
2012-04-24,8.109999656677246
2012-04-25,9.069999694824219
2012-04-26,9.079999923706055
2012-04-27,9.100000381469727
2012-04-30,9.199999809265137
2012-05-01,9.220000267028809
2012-05-02,8.930000305175781
2012-05-03,8.680000305175781
2012-05-04,8.270000457763672
2012-05-07,8.199999809265137
2012-05-08,8.239999771118164
2012-05-09,8.029999732971191
2012-05-10,7.920000076293945
2012-05-11,7.800000190734863
2012-05-14,7.539999961853027
2012-05-15,7.329999923706055
2012-05-16,7.019999980926514
2012-05-17,6.829999923706055
2012-05-18,6.800000190734863
2012-05-21,7.099999904632568
2012-05-22,7.03000020980835
2012-05-23,7.159999847412109
2012-05-24,7.059999942779541
2012-05-25,7.099999904632568
2012-05-29,7.5
2012-05-30,7.150000095367432
2012-05-31,7.079999923706055
2012-06-01,7.099999904632568
2012-06-04,7.150000095367432
2012-06-05,7.179999828338623
2012-06-06,7.460000038146973
2012-06-07,7.46999979019165
2012-06-08,7.340000152587891
2012-06-11,7.03000020980835
2012-06-12,7.28000020980835
2012-06-13,7.079999923706055
2012-06-14,7.070000171661377
2012-06-15,7.079999923706055
2012-06-18,7.099999904632568
2012-06-19,7.460000038146973
2012-06-20,7.590000152587891
2012-06-21,7.170000076293945
2012-06-22,7.199999809265137
2012-06-25,6.829999923706055
2012-06-26,6.800000190734863
2012-06-27,6.900000095367432
2012-06-28,6.909999847412109
2012-06-29,7.329999923706055
2012-07-02,7.400000095367432
2012-07-03,7.71999979019165
2012-07-05,7.630000114440918
2012-07-06,7.389999866485596
2012-07-09,7.130000114440918
2012-07-10,6.900000095367432
2012-07-11,6.559999942779541
2012-07-12,6.559999942779541
2012-07-13,6.510000228881836
2012-07-16,6.400000095367432
2012-07-17,6.429999828338623
