,CREE
2015-02-25,39.400001525878906
2015-02-26,39.47999954223633
2015-02-27,39.2599983215332
2015-03-02,39.5
2015-03-03,39.4900016784668
2015-03-04,38.9900016784668
2015-03-05,38.86000061035156
2015-03-06,39.11000061035156
2015-03-09,38.810001373291016
2015-03-10,38.75
2015-03-11,37.52000045776367
2015-03-12,37.04999923706055
2015-03-13,36.619998931884766
2015-03-16,37.099998474121094
2015-03-17,37.540000915527344
2015-03-18,37.400001525878906
2015-03-19,37.310001373291016
2015-03-20,38.290000915527344
2015-03-23,38.66999816894531
2015-03-24,38.43000030517578
2015-03-25,36.41999816894531
2015-03-26,35.0099983215332
2015-03-27,35.029998779296875
2015-03-30,35.40999984741211
2015-03-31,35.4900016784668
2015-04-01,35.16999816894531
2015-04-02,34.130001068115234
2015-04-06,34.58000183105469
2015-04-07,35.04999923706055
2015-04-08,35.09000015258789
2015-04-09,35.66999816894531
2015-04-10,35.279998779296875
2015-04-13,35.0
2015-04-14,34.66999816894531
2015-04-15,35.900001525878906
2015-04-16,35.560001373291016
2015-04-17,35.15999984741211
2015-04-20,35.099998474121094
2015-04-21,35.400001525878906
2015-04-22,32.36000061035156
2015-04-23,32.22999954223633
2015-04-24,31.8700008392334
2015-04-27,32.31999969482422
2015-04-28,32.599998474121094
2015-04-29,32.349998474121094
2015-04-30,31.68000030517578
2015-05-01,31.1200008392334
2015-05-04,30.979999542236328
2015-05-05,30.459999084472656
2015-05-06,29.299999237060547
2015-05-07,29.729999542236328
2015-05-08,30.360000610351562
2015-05-11,31.420000076293945
2015-05-12,31.219999313354492
2015-05-13,30.030000686645508
2015-05-14,30.059999465942383
2015-05-15,29.75
2015-05-18,31.479999542236328
2015-05-19,30.799999237060547
2015-05-20,29.90999984741211
2015-05-21,30.559999465942383
2015-05-22,30.469999313354492
2015-05-26,29.239999771118164
2015-05-27,30.040000915527344
2015-05-28,30.920000076293945
2015-05-29,30.280000686645508
2015-06-01,30.559999465942383
2015-06-02,30.510000228881836
2015-06-03,30.639999389648438
2015-06-04,30.350000381469727
2015-06-05,30.0
2015-06-08,29.350000381469727
2015-06-09,29.59000015258789
2015-06-10,30.020000457763672
2015-06-11,30.200000762939453
2015-06-12,30.1200008392334
2015-06-15,29.959999084472656
2015-06-16,30.81999969482422
2015-06-17,30.450000762939453
2015-06-18,30.729999542236328
2015-06-19,30.690000534057617
2015-06-22,30.959999084472656
2015-06-23,31.040000915527344
2015-06-24,30.559999465942383
2015-06-25,27.510000228881836
2015-06-26,27.0
2015-06-29,25.959999084472656
2015-06-30,26.030000686645508
2015-07-01,25.6200008392334
2015-07-02,25.520000457763672
2015-07-06,24.520000457763672
2015-07-07,25.540000915527344
2015-07-08,24.8700008392334
2015-07-09,24.799999237060547
2015-07-10,25.229999542236328
2015-07-13,25.100000381469727
2015-07-14,25.43000030517578
2015-07-15,25.479999542236328
2015-07-16,25.920000076293945
2015-07-17,25.25
2015-07-20,24.68000030517578
2015-07-21,24.719999313354492
2015-07-22,24.700000762939453
2015-07-23,24.469999313354492
2015-07-24,24.31999969482422
2015-07-27,24.600000381469727
2015-07-28,24.93000030517578
2015-07-29,25.270000457763672
2015-07-30,25.34000015258789
2015-07-31,24.649999618530273
2015-08-03,24.65999984741211
2015-08-04,24.780000686645508
2015-08-05,24.90999984741211
2015-08-06,25.299999237060547
2015-08-07,25.520000457763672
2015-08-10,25.84000015258789
2015-08-11,25.200000762939453
2015-08-12,26.59000015258789
2015-08-13,26.940000534057617
2015-08-14,27.0
2015-08-17,27.559999465942383
2015-08-18,27.049999237060547
2015-08-19,27.100000381469727
2015-08-20,25.360000610351562
2015-08-21,25.450000762939453
2015-08-24,26.309999465942383
2015-08-25,25.440000534057617
2015-08-26,25.65999984741211
2015-08-27,26.93000030517578
2015-08-28,26.989999771118164
2015-08-31,27.219999313354492
2015-09-01,26.06999969482422
2015-09-02,26.43000030517578
2015-09-03,26.469999313354492
2015-09-04,25.850000381469727
2015-09-08,27.0
2015-09-09,26.549999237060547
2015-09-10,26.459999084472656
2015-09-11,26.579999923706055
2015-09-14,26.059999465942383
2015-09-15,26.709999084472656
2015-09-16,26.780000686645508
2015-09-17,26.1200008392334
2015-09-18,25.40999984741211
2015-09-21,25.290000915527344
2015-09-22,24.68000030517578
2015-09-23,24.209999084472656
2015-09-24,24.18000030517578
2015-09-25,23.950000762939453
2015-09-28,23.75
2015-09-29,23.8700008392334
2015-09-30,24.229999542236328
2015-10-01,23.860000610351562
2015-10-02,24.399999618530273
2015-10-05,24.93000030517578
2015-10-06,25.18000030517578
2015-10-07,25.81999969482422
2015-10-08,25.8799991607666
2015-10-09,25.81999969482422
2015-10-12,25.579999923706055
2015-10-13,25.25
2015-10-14,26.18000030517578
2015-10-15,25.0
2015-10-16,24.690000534057617
2015-10-19,25.479999542236328
2015-10-20,24.90999984741211
2015-10-21,23.959999084472656
2015-10-22,24.959999084472656
2015-10-23,26.0
2015-10-26,25.829999923706055
2015-10-27,25.719999313354492
2015-10-28,25.950000762939453
2015-10-29,25.110000610351562
2015-10-30,25.190000534057617
2015-11-02,25.540000915527344
2015-11-03,26.56999969482422
2015-11-04,26.959999084472656
2015-11-05,27.020000457763672
2015-11-06,24.760000228881836
2015-11-09,25.360000610351562
2015-11-10,25.360000610351562
2015-11-11,24.25
2015-11-12,23.260000228881836
2015-11-13,22.1200008392334
2015-11-16,23.329999923706055
2015-11-17,23.579999923706055
2015-11-18,24.56999969482422
2015-11-19,24.920000076293945
2015-11-20,25.65999984741211
2015-11-23,26.260000228881836
2015-11-24,27.030000686645508
2015-11-25,27.100000381469727
2015-11-27,27.09000015258789
2015-11-30,27.639999389648438
2015-12-01,27.829999923706055
2015-12-02,28.15999984741211
2015-12-03,27.1200008392334
2015-12-04,26.709999084472656
2015-12-07,26.559999465942383
2015-12-08,26.270000457763672
2015-12-09,26.139999389648438
2015-12-10,26.100000381469727
2015-12-11,25.90999984741211
2015-12-14,25.360000610351562
2015-12-15,25.450000762939453
2015-12-16,26.389999389648438
2015-12-17,26.100000381469727
2015-12-18,26.549999237060547
2015-12-21,26.770000457763672
2015-12-22,27.260000228881836
2015-12-23,27.670000076293945
2015-12-24,27.959999084472656
2015-12-28,28.09000015258789
2015-12-29,27.610000610351562
2015-12-30,27.510000228881836
2015-12-31,26.670000076293945
2016-01-04,26.81999969482422
2016-01-05,26.350000381469727
2016-01-06,25.809999465942383
2016-01-07,25.139999389648438
2016-01-08,24.65999984741211
2016-01-11,24.06999969482422
2016-01-12,24.440000534057617
2016-01-13,24.229999542236328
2016-01-14,24.549999237060547
2016-01-15,24.139999389648438
2016-01-19,24.290000915527344
2016-01-20,26.309999465942383
2016-01-21,27.709999084472656
2016-01-22,28.030000686645508
2016-01-25,27.540000915527344
2016-01-26,27.719999313354492
2016-01-27,26.90999984741211
2016-01-28,27.049999237060547
2016-01-29,28.030000686645508
2016-02-01,28.110000610351562
2016-02-02,27.860000610351562
2016-02-03,28.040000915527344
2016-02-04,29.549999237060547
2016-02-05,28.8799991607666
2016-02-08,28.93000030517578
2016-02-09,29.360000610351562
2016-02-10,29.299999237060547
2016-02-11,28.440000534057617
2016-02-12,29.229999542236328
2016-02-16,30.6200008392334
2016-02-17,30.889999389648438
2016-02-18,30.56999969482422
2016-02-19,30.299999237060547
2016-02-22,31.489999771118164
2016-02-23,31.329999923706055
2016-02-24,30.600000381469727
2016-02-25,31.190000534057617
2016-02-26,31.530000686645508
2016-02-29,31.739999771118164
2016-03-01,32.439998626708984
2016-03-02,32.439998626708984
2016-03-03,31.760000228881836
2016-03-04,31.389999389648438
2016-03-07,28.56999969482422
2016-03-08,28.350000381469727
2016-03-09,28.989999771118164
2016-03-10,29.540000915527344
2016-03-11,29.899999618530273
2016-03-14,29.309999465942383
2016-03-15,28.959999084472656
2016-03-16,29.389999389648438
2016-03-17,29.670000076293945
2016-03-18,29.770000457763672
2016-03-21,29.690000534057617
2016-03-22,29.639999389648438
2016-03-23,28.969999313354492
2016-03-24,29.15999984741211
2016-03-28,29.149999618530273
2016-03-29,29.459999084472656
2016-03-30,30.139999389648438
2016-03-31,29.100000381469727
2016-04-01,29.549999237060547
2016-04-04,29.219999313354492
2016-04-05,29.049999237060547
2016-04-06,24.809999465942383
2016-04-07,25.079999923706055
2016-04-08,24.149999618530273
2016-04-11,24.34000015258789
2016-04-12,24.18000030517578
2016-04-13,24.5
2016-04-14,24.469999313354492
2016-04-15,24.510000228881836
2016-04-18,24.020000457763672
2016-04-19,24.190000534057617
2016-04-20,24.3700008392334
2016-04-21,24.309999465942383
2016-04-22,24.5
2016-04-25,24.190000534057617
2016-04-26,24.59000015258789
2016-04-27,26.0
2016-04-28,25.260000228881836
2016-04-29,24.510000228881836
2016-05-02,24.31999969482422
2016-05-03,23.56999969482422
2016-05-04,23.209999084472656
2016-05-05,23.010000228881836
2016-05-06,23.239999771118164
2016-05-09,23.149999618530273
2016-05-10,23.209999084472656
2016-05-11,22.899999618530273
2016-05-12,22.469999313354492
2016-05-13,22.43000030517578
2016-05-16,22.549999237060547
2016-05-17,22.75
2016-05-18,22.65999984741211
2016-05-19,22.520000457763672
2016-05-20,23.25
2016-05-23,23.280000686645508
2016-05-24,23.84000015258789
2016-05-25,24.18000030517578
2016-05-26,24.030000686645508
2016-05-27,24.059999465942383
2016-05-31,24.079999923706055
2016-06-01,23.950000762939453
2016-06-02,24.18000030517578
2016-06-03,23.969999313354492
2016-06-06,24.3700008392334
2016-06-07,24.649999618530273
2016-06-08,24.649999618530273
2016-06-09,24.3700008392334
2016-06-10,24.239999771118164
2016-06-13,24.15999984741211
2016-06-14,24.6200008392334
2016-06-15,24.670000076293945
2016-06-16,24.75
2016-06-17,24.690000534057617
2016-06-20,25.350000381469727
2016-06-21,25.420000076293945
2016-06-22,25.139999389648438
2016-06-23,25.200000762939453
2016-06-24,23.899999618530273
2016-06-27,23.190000534057617
2016-06-28,23.479999542236328
2016-06-29,23.81999969482422
2016-06-30,24.440000534057617
2016-07-01,24.510000228881836
2016-07-05,23.959999084472656
2016-07-06,24.450000762939453
2016-07-07,24.8700008392334
2016-07-08,25.610000610351562
2016-07-11,25.040000915527344
2016-07-12,25.229999542236328
2016-07-13,25.079999923706055
2016-07-14,27.739999771118164
2016-07-15,27.6200008392334
2016-07-18,27.829999923706055
2016-07-19,28.40999984741211
2016-07-20,28.469999313354492
2016-07-21,28.440000534057617
2016-07-22,28.479999542236328
2016-07-25,28.739999771118164
2016-07-26,28.90999984741211
2016-07-27,28.979999542236328
2016-07-28,28.65999984741211
2016-07-29,28.600000381469727
2016-08-01,28.6299991607666
2016-08-02,27.850000381469727
2016-08-03,27.459999084472656
2016-08-04,27.329999923706055
2016-08-05,27.93000030517578
2016-08-08,27.780000686645508
2016-08-09,27.860000610351562
2016-08-10,27.899999618530273
2016-08-11,27.829999923706055
2016-08-12,27.760000228881836
2016-08-15,28.040000915527344
2016-08-16,27.479999542236328
2016-08-17,23.3799991607666
2016-08-18,23.6299991607666
2016-08-19,24.0
2016-08-22,23.969999313354492
2016-08-23,23.81999969482422
2016-08-24,23.530000686645508
2016-08-25,23.8799991607666
2016-08-26,24.0
2016-08-29,24.229999542236328
2016-08-30,24.170000076293945
2016-08-31,24.010000228881836
2016-09-01,24.3799991607666
2016-09-02,24.649999618530273
2016-09-06,24.6299991607666
2016-09-07,25.149999618530273
2016-09-08,24.860000610351562
2016-09-09,24.15999984741211
2016-09-12,24.010000228881836
2016-09-13,23.940000534057617
2016-09-14,23.799999237060547
2016-09-15,23.969999313354492
2016-09-16,23.959999084472656
2016-09-19,24.34000015258789
2016-09-20,24.280000686645508
2016-09-21,24.579999923706055
2016-09-22,25.040000915527344
2016-09-23,24.969999313354492
2016-09-26,24.889999389648438
2016-09-27,25.360000610351562
2016-09-28,25.520000457763672
2016-09-29,25.329999923706055
2016-09-30,25.719999313354492
2016-10-03,25.530000686645508
2016-10-04,25.209999084472656
2016-10-05,25.299999237060547
2016-10-06,25.459999084472656
2016-10-07,25.290000915527344
2016-10-10,25.469999313354492
2016-10-11,24.979999542236328
2016-10-12,25.0
2016-10-13,24.639999389648438
2016-10-14,24.920000076293945
2016-10-17,24.799999237060547
2016-10-18,25.200000762939453
2016-10-19,22.40999984741211
2016-10-20,22.309999465942383
2016-10-21,22.1200008392334
2016-10-24,22.850000381469727
2016-10-25,22.829999923706055
2016-10-26,22.729999542236328
2016-10-27,22.670000076293945
2016-10-28,22.190000534057617
2016-10-31,22.299999237060547
2016-11-01,21.68000030517578
2016-11-02,21.25
2016-11-03,21.1200008392334
2016-11-04,21.1200008392334
2016-11-07,21.700000762939453
2016-11-08,21.81999969482422
2016-11-09,22.719999313354492
2016-11-10,23.209999084472656
2016-11-11,24.18000030517578
2016-11-14,24.489999771118164
2016-11-15,24.690000534057617
2016-11-16,24.959999084472656
2016-11-17,25.149999618530273
2016-11-18,24.950000762939453
2016-11-21,25.139999389648438
2016-11-22,25.40999984741211
2016-11-23,25.239999771118164
2016-11-25,25.719999313354492
2016-11-28,25.610000610351562
2016-11-29,25.6299991607666
2016-11-30,25.31999969482422
2016-12-01,25.18000030517578
2016-12-02,25.079999923706055
2016-12-05,25.639999389648438
2016-12-06,26.06999969482422
2016-12-07,26.68000030517578
2016-12-08,26.850000381469727
2016-12-09,26.860000610351562
2016-12-12,26.979999542236328
2016-12-13,27.25
2016-12-14,26.81999969482422
2016-12-15,27.06999969482422
2016-12-16,27.06999969482422
2016-12-19,27.469999313354492
2016-12-20,27.579999923706055
2016-12-21,27.399999618530273
2016-12-22,27.239999771118164
2016-12-23,27.459999084472656
2016-12-27,27.719999313354492
2016-12-28,26.969999313354492
2016-12-29,26.950000762939453
2016-12-30,26.389999389648438
2017-01-03,26.600000381469727
2017-01-04,27.350000381469727
2017-01-05,27.139999389648438
2017-01-06,27.280000686645508
2017-01-09,27.1299991607666
2017-01-10,27.479999542236328
2017-01-11,27.56999969482422
2017-01-12,27.5
2017-01-13,27.59000015258789
2017-01-17,27.450000762939453
2017-01-18,27.780000686645508
2017-01-19,27.6200008392334
2017-01-20,28.049999237060547
2017-01-23,27.489999771118164
2017-01-24,27.40999984741211
2017-01-25,28.829999923706055
2017-01-26,28.520000457763672
2017-01-27,28.31999969482422
2017-01-30,27.729999542236328
2017-01-31,27.579999923706055
2017-02-01,27.81999969482422
2017-02-02,27.829999923706055
2017-02-03,28.190000534057617
2017-02-06,28.079999923706055
2017-02-07,27.940000534057617
2017-02-08,27.950000762939453
2017-02-09,25.709999084472656
2017-02-10,25.790000915527344
2017-02-13,25.709999084472656
2017-02-14,25.559999465942383
2017-02-15,25.93000030517578
2017-02-16,26.209999084472656
2017-02-17,26.489999771118164
2017-02-21,27.139999389648438
2017-02-22,27.559999465942383
2017-02-23,27.670000076293945
2017-02-24,27.40999984741211
2017-02-27,27.530000686645508
2017-02-28,27.139999389648438
2017-03-01,27.639999389648438
2017-03-02,27.75
2017-03-03,27.1200008392334
2017-03-06,26.8799991607666
2017-03-07,26.799999237060547
2017-03-08,26.90999984741211
2017-03-09,26.739999771118164
2017-03-10,26.93000030517578
2017-03-13,26.899999618530273
2017-03-14,26.559999465942383
2017-03-15,26.889999389648438
2017-03-16,26.979999542236328
2017-03-17,26.829999923706055
2017-03-20,26.790000915527344
2017-03-21,26.149999618530273
2017-03-22,26.219999313354492
2017-03-23,26.65999984741211
2017-03-24,27.1299991607666
2017-03-27,27.09000015258789
2017-03-28,27.139999389648438
2017-03-29,27.18000030517578
2017-03-30,27.239999771118164
2017-03-31,26.729999542236328
2017-04-03,26.399999618530273
2017-04-04,24.450000762939453
2017-04-05,24.219999313354492
2017-04-06,24.65999984741211
2017-04-07,24.690000534057617
2017-04-10,24.989999771118164
2017-04-11,24.940000534057617
2017-04-12,24.489999771118164
2017-04-13,24.100000381469727
2017-04-17,24.239999771118164
2017-04-18,24.290000915527344
2017-04-19,24.600000381469727
2017-04-20,24.809999465942383
2017-04-21,24.65999984741211
2017-04-24,24.75
2017-04-25,24.81999969482422
2017-04-26,22.06999969482422
2017-04-27,22.149999618530273
2017-04-28,21.8799991607666
2017-05-01,21.850000381469727
2017-05-02,21.989999771118164
2017-05-03,21.989999771118164
2017-05-04,22.0
2017-05-05,22.1200008392334
2017-05-08,22.18000030517578
2017-05-09,22.959999084472656
2017-05-10,22.790000915527344
2017-05-11,22.899999618530273
2017-05-12,22.489999771118164
2017-05-15,22.75
2017-05-16,22.559999465942383
2017-05-17,21.729999542236328
2017-05-18,21.700000762939453
2017-05-19,23.09000015258789
2017-05-22,24.459999084472656
2017-05-23,24.229999542236328
2017-05-24,24.31999969482422
2017-05-25,24.299999237060547
2017-05-26,23.93000030517578
2017-05-30,24.31999969482422
2017-05-31,23.850000381469727
2017-06-01,24.040000915527344
2017-06-02,24.139999389648438
2017-06-05,24.239999771118164
2017-06-06,24.540000915527344
2017-06-07,24.270000457763672
2017-06-08,24.899999618530273
2017-06-09,24.420000076293945
2017-06-12,24.639999389648438
2017-06-13,24.969999313354492
2017-06-14,24.920000076293945
2017-06-15,24.389999389648438
2017-06-16,24.170000076293945
2017-06-19,24.360000610351562
2017-06-20,24.059999465942383
2017-06-21,24.440000534057617
2017-06-22,24.829999923706055
2017-06-23,25.350000381469727
2017-06-26,25.290000915527344
2017-06-27,24.700000762939453
2017-06-28,25.25
2017-06-29,24.790000915527344
2017-06-30,24.649999618530273
2017-07-03,24.530000686645508
2017-07-05,24.829999923706055
2017-07-06,25.0
2017-07-07,25.65999984741211
2017-07-10,25.959999084472656
2017-07-11,26.09000015258789
2017-07-12,26.309999465942383
2017-07-13,26.139999389648438
2017-07-14,26.1299991607666
2017-07-17,26.170000076293945
2017-07-18,26.15999984741211
2017-07-19,26.25
2017-07-20,26.459999084472656
2017-07-21,26.270000457763672
2017-07-24,26.149999618530273
2017-07-25,26.440000534057617
2017-07-26,26.510000228881836
2017-07-27,26.290000915527344
2017-07-28,26.40999984741211
2017-07-31,25.90999984741211
2017-08-01,26.149999618530273
2017-08-02,24.489999771118164
2017-08-03,23.989999771118164
2017-08-04,24.190000534057617
2017-08-07,24.309999465942383
2017-08-08,23.719999313354492
2017-08-09,23.5
2017-08-10,22.799999237060547
2017-08-11,22.979999542236328
2017-08-14,23.579999923706055
2017-08-15,23.780000686645508
2017-08-16,23.729999542236328
2017-08-17,23.049999237060547
2017-08-18,22.850000381469727
2017-08-21,22.56999969482422
2017-08-22,23.030000686645508
2017-08-23,22.209999084472656
2017-08-24,23.360000610351562
2017-08-25,23.459999084472656
2017-08-28,23.5
2017-08-29,23.290000915527344
2017-08-30,24.079999923706055
2017-08-31,24.329999923706055
2017-09-01,24.40999984741211
2017-09-05,24.59000015258789
2017-09-06,24.68000030517578
2017-09-07,24.479999542236328
2017-09-08,23.850000381469727
2017-09-11,24.200000762939453
2017-09-12,24.68000030517578
2017-09-13,24.450000762939453
2017-09-14,24.25
2017-09-15,24.59000015258789
2017-09-18,24.8799991607666
2017-09-19,24.969999313354492
2017-09-20,24.639999389648438
2017-09-21,24.6299991607666
2017-09-22,24.979999542236328
2017-09-25,26.200000762939453
2017-09-26,26.290000915527344
2017-09-27,27.729999542236328
2017-09-28,28.15999984741211
2017-09-29,28.190000534057617
2017-10-02,28.59000015258789
2017-10-03,29.25
2017-10-04,29.809999465942383
2017-10-05,29.56999969482422
2017-10-06,29.459999084472656
2017-10-09,29.489999771118164
2017-10-10,29.459999084472656
2017-10-11,29.389999389648438
2017-10-12,29.209999084472656
2017-10-13,29.360000610351562
2017-10-16,29.280000686645508
2017-10-17,29.34000015258789
2017-10-18,34.15999984741211
2017-10-19,34.18000030517578
2017-10-20,33.849998474121094
2017-10-23,33.900001525878906
2017-10-24,33.66999816894531
2017-10-25,32.52000045776367
2017-10-26,32.81999969482422
2017-10-27,32.63999938964844
2017-10-30,34.31999969482422
2017-10-31,35.70000076293945
2017-11-01,34.54999923706055
2017-11-02,34.13999938964844
2017-11-03,34.08000183105469
2017-11-06,36.25
2017-11-07,35.41999816894531
2017-11-08,34.560001373291016
2017-11-09,34.470001220703125
2017-11-10,34.45000076293945
2017-11-13,35.06999969482422
2017-11-14,35.5
2017-11-15,35.2400016784668
2017-11-16,36.41999816894531
2017-11-17,36.93000030517578
2017-11-20,37.029998779296875
2017-11-21,37.290000915527344
2017-11-22,36.61000061035156
2017-11-24,36.77000045776367
2017-11-27,36.22999954223633
2017-11-28,36.4900016784668
2017-11-29,34.59000015258789
2017-11-30,35.540000915527344
2017-12-01,35.65999984741211
2017-12-04,35.02000045776367
2017-12-05,34.779998779296875
2017-12-06,34.349998474121094
2017-12-07,34.849998474121094
2017-12-08,34.77000045776367
2017-12-11,34.529998779296875
2017-12-12,36.119998931884766
2017-12-13,36.810001373291016
2017-12-14,38.040000915527344
2017-12-15,39.130001068115234
2017-12-18,39.630001068115234
2017-12-19,37.630001068115234
2017-12-20,37.72999954223633
2017-12-21,37.75
2017-12-22,37.33000183105469
2017-12-26,37.599998474121094
2017-12-27,37.5099983215332
2017-12-28,37.2599983215332
2017-12-29,37.13999938964844
2018-01-02,38.13999938964844
2018-01-03,37.88999938964844
2018-01-04,38.619998931884766
2018-01-05,38.349998474121094
2018-01-08,38.56999969482422
2018-01-09,36.02000045776367
2018-01-10,35.79999923706055
2018-01-11,36.459999084472656
2018-01-12,36.84000015258789
2018-01-16,35.599998474121094
2018-01-17,36.599998474121094
2018-01-18,36.18000030517578
2018-01-19,36.290000915527344
2018-01-22,36.689998626708984
2018-01-23,35.02000045776367
2018-01-24,35.97999954223633
2018-01-25,34.720001220703125
2018-01-26,35.20000076293945
2018-01-29,34.75
2018-01-30,34.2599983215332
2018-01-31,34.5099983215332
2018-02-01,34.5099983215332
2018-02-02,33.2599983215332
2018-02-05,32.0
2018-02-06,32.31999969482422
2018-02-07,32.619998931884766
2018-02-08,32.529998779296875
2018-02-09,32.7599983215332
2018-02-12,33.540000915527344
2018-02-13,34.66999816894531
2018-02-14,35.9900016784668
2018-02-15,36.5
2018-02-16,36.709999084472656
2018-02-20,37.09000015258789
2018-02-21,37.83000183105469
2018-02-22,37.34000015258789
2018-02-23,37.34000015258789
2018-02-26,37.2599983215332
2018-02-27,38.310001373291016
2018-02-28,37.83000183105469
2018-03-01,37.11000061035156
2018-03-02,37.209999084472656
2018-03-05,38.060001373291016
2018-03-06,41.7599983215332
2018-03-07,42.88999938964844
2018-03-08,42.86000061035156
2018-03-09,41.95000076293945
2018-03-12,42.130001068115234
2018-03-13,42.16999816894531
2018-03-14,42.4900016784668
2018-03-15,42.290000915527344
2018-03-16,42.68000030517578
2018-03-19,42.619998931884766
2018-03-20,43.209999084472656
2018-03-21,42.9900016784668
2018-03-22,41.33000183105469
2018-03-23,40.380001068115234
2018-03-26,41.439998626708984
2018-03-27,40.08000183105469
2018-03-28,39.56999969482422
2018-03-29,40.310001373291016
2018-04-02,38.86000061035156
2018-04-03,39.5
2018-04-04,39.7599983215332
2018-04-05,40.63999938964844
2018-04-06,40.41999816894531
2018-04-09,41.0099983215332
2018-04-10,42.36000061035156
2018-04-11,41.52000045776367
2018-04-12,41.68000030517578
2018-04-13,41.15999984741211
2018-04-16,40.400001525878906
2018-04-17,40.900001525878906
2018-04-18,41.20000076293945
2018-04-19,41.18000030517578
2018-04-20,40.33000183105469
2018-04-23,40.380001068115234
2018-04-24,39.36000061035156
2018-04-25,39.25
2018-04-26,40.2599983215332
2018-04-27,38.2400016784668
2018-04-30,37.31999969482422
2018-05-01,38.959999084472656
2018-05-02,39.369998931884766
2018-05-03,40.220001220703125
2018-05-04,40.91999816894531
2018-05-07,40.959999084472656
2018-05-08,41.060001373291016
2018-05-09,41.58000183105469
2018-05-10,42.150001525878906
2018-05-11,42.08000183105469
2018-05-14,42.33000183105469
2018-05-15,43.689998626708984
2018-05-16,43.900001525878906
2018-05-17,44.54999923706055
2018-05-18,44.349998474121094
2018-05-21,45.540000915527344
2018-05-22,45.31999969482422
2018-05-23,45.16999816894531
2018-05-24,45.310001373291016
2018-05-25,45.849998474121094
2018-05-29,47.31999969482422
2018-05-30,47.209999084472656
2018-05-31,46.619998931884766
2018-06-01,47.31999969482422
2018-06-04,48.029998779296875
2018-06-05,49.09000015258789
2018-06-06,49.279998779296875
2018-06-07,49.7400016784668
2018-06-08,48.970001220703125
2018-06-11,48.97999954223633
2018-06-12,49.720001220703125
2018-06-13,49.95000076293945
2018-06-14,49.45000076293945
2018-06-15,49.18000030517578
2018-06-18,49.7400016784668
2018-06-19,48.58000183105469
2018-06-20,48.349998474121094
2018-06-21,48.0099983215332
2018-06-22,47.65999984741211
2018-06-25,45.959999084472656
2018-06-26,45.68000030517578
2018-06-27,44.029998779296875
2018-06-28,42.43000030517578
2018-06-29,41.56999969482422
2018-07-02,41.56999969482422
2018-07-03,43.630001068115234
2018-07-05,45.2400016784668
2018-07-06,45.86000061035156
2018-07-09,46.380001068115234
2018-07-10,46.40999984741211
2018-07-11,45.54999923706055
2018-07-12,45.9900016784668
2018-07-13,45.59000015258789
2018-07-16,45.36000061035156
2018-07-17,46.31999969482422
2018-07-18,46.90999984741211
2018-07-19,47.279998779296875
2018-07-20,47.0
2018-07-23,47.2400016784668
2018-07-24,47.349998474121094
2018-07-25,48.02000045776367
2018-07-26,48.13999938964844
2018-07-27,47.369998931884766
2018-07-30,46.33000183105469
2018-07-31,47.150001525878906
2018-08-01,47.08000183105469
2018-08-02,47.689998626708984
2018-08-03,49.04999923706055
2018-08-06,49.310001373291016
2018-08-07,49.72999954223633
2018-08-08,51.220001220703125
2018-08-09,51.25
2018-08-10,50.47999954223633
2018-08-13,50.279998779296875
2018-08-14,50.15999984741211
2018-08-15,46.2599983215332
2018-08-16,45.11000061035156
2018-08-17,45.45000076293945
2018-08-20,46.43000030517578
2018-08-21,45.779998779296875
2018-08-22,45.880001068115234
2018-08-23,46.02000045776367
2018-08-24,46.689998626708984
2018-08-27,47.279998779296875
2018-08-28,45.36000061035156
2018-08-29,46.779998779296875
2018-08-30,47.2400016784668
2018-08-31,48.11000061035156
2018-09-04,47.45000076293945
2018-09-05,45.45000076293945
2018-09-06,44.970001220703125
2018-09-07,45.08000183105469
2018-09-10,43.599998474121094
2018-09-11,43.45000076293945
2018-09-12,43.25
2018-09-13,42.279998779296875
2018-09-14,42.189998626708984
2018-09-17,39.9900016784668
2018-09-18,40.349998474121094
2018-09-19,40.599998474121094
2018-09-20,41.2400016784668
2018-09-21,40.290000915527344
2018-09-24,40.470001220703125
2018-09-25,39.650001525878906
2018-09-26,38.04999923706055
2018-09-27,37.459999084472656
2018-09-28,37.869998931884766
2018-10-01,37.5099983215332
2018-10-02,37.150001525878906
2018-10-03,36.86000061035156
2018-10-04,36.75
2018-10-05,35.790000915527344
2018-10-08,35.689998626708984
2018-10-09,35.540000915527344
2018-10-10,34.63999938964844
2018-10-11,33.720001220703125
2018-10-12,34.560001373291016
2018-10-15,35.02000045776367
2018-10-16,37.540000915527344
2018-10-17,39.459999084472656
2018-10-18,37.65999984741211
2018-10-19,35.68000030517578
2018-10-22,37.4900016784668
2018-10-23,37.7400016784668
2018-10-24,34.54999923706055
2018-10-25,36.060001373291016
2018-10-26,36.310001373291016
2018-10-29,36.470001220703125
2018-10-30,38.130001068115234
2018-10-31,38.81999969482422
2018-11-01,40.56999969482422
2018-11-02,40.209999084472656
2018-11-05,39.58000183105469
2018-11-06,40.40999984741211
2018-11-07,40.2599983215332
2018-11-08,40.33000183105469
2018-11-09,43.470001220703125
2018-11-12,41.52000045776367
2018-11-13,43.68000030517578
2018-11-14,42.91999816894531
2018-11-15,43.939998626708984
2018-11-16,42.84000015258789
2018-11-19,42.310001373291016
2018-11-20,41.810001373291016
2018-11-21,42.54999923706055
2018-11-23,42.58000183105469
