,EXPO
2014-05-13,17.457500457763672
2014-05-14,16.81999969482422
2014-05-15,16.68000030517578
2014-05-16,16.997499465942383
2014-05-19,17.024999618530273
2014-05-20,16.97249984741211
2014-05-21,17.147499084472656
2014-05-22,17.190000534057617
2014-05-23,17.309999465942383
2014-05-27,17.6299991607666
2014-05-28,17.545000076293945
2014-05-29,17.59749984741211
2014-05-30,17.6825008392334
2014-06-02,17.75
2014-06-03,17.792499542236328
2014-06-04,17.684999465942383
2014-06-05,18.262500762939453
2014-06-06,18.239999771118164
2014-06-09,18.405000686645508
2014-06-10,18.287500381469727
2014-06-11,18.252500534057617
2014-06-12,18.25
2014-06-13,18.237499237060547
2014-06-16,18.25
2014-06-17,18.274999618530273
2014-06-18,18.3799991607666
2014-06-19,18.274999618530273
2014-06-20,18.270000457763672
2014-06-23,18.3799991607666
2014-06-24,18.274999618530273
2014-06-25,18.27750015258789
2014-06-26,18.287500381469727
2014-06-27,18.350000381469727
2014-06-30,18.52750015258789
2014-07-01,18.862499237060547
2014-07-02,18.604999542236328
2014-07-03,18.700000762939453
2014-07-07,18.565000534057617
2014-07-08,18.56999969482422
2014-07-09,18.510000228881836
2014-07-10,18.5
2014-07-11,18.5
2014-07-14,18.502500534057617
2014-07-15,18.5049991607666
2014-07-16,18.5
2014-07-17,18.079999923706055
2014-07-18,18.337499618530273
2014-07-21,18.0625
2014-07-22,18.302499771118164
2014-07-23,19.209999084472656
2014-07-24,18.887500762939453
2014-07-25,18.704999923706055
2014-07-28,18.5625
2014-07-29,18.407499313354492
2014-07-30,18.387500762939453
2014-07-31,17.770000457763672
2014-08-01,17.657499313354492
2014-08-04,17.885000228881836
2014-08-05,17.9424991607666
2014-08-06,17.96500015258789
2014-08-07,17.982500076293945
2014-08-08,18.174999237060547
2014-08-11,18.162500381469727
2014-08-12,18.010000228881836
2014-08-13,18.232500076293945
2014-08-14,18.217500686645508
2014-08-15,18.147499084472656
2014-08-18,18.510000228881836
2014-08-19,18.482500076293945
2014-08-20,18.315000534057617
2014-08-21,18.372499465942383
2014-08-22,18.5
2014-08-25,18.344999313354492
2014-08-26,18.270000457763672
2014-08-27,18.267499923706055
2014-08-28,18.125
2014-08-29,18.264999389648438
2014-09-02,18.417499542236328
2014-09-03,18.90250015258789
2014-09-04,18.672500610351562
2014-09-05,18.732500076293945
2014-09-08,18.8075008392334
2014-09-09,18.530000686645508
2014-09-10,18.727500915527344
2014-09-11,18.922500610351562
2014-09-12,18.747499465942383
2014-09-15,18.69499969482422
2014-09-16,18.707500457763672
2014-09-17,18.729999542236328
2014-09-18,18.84000015258789
2014-09-19,18.1924991607666
2014-09-22,18.122499465942383
2014-09-23,17.832500457763672
2014-09-24,17.979999542236328
2014-09-25,17.8075008392334
2014-09-26,17.9950008392334
2014-09-29,18.0674991607666
2014-09-30,17.719999313354492
2014-10-01,17.55500030517578
2014-10-02,17.857500076293945
2014-10-03,17.985000610351562
2014-10-06,17.822500228881836
2014-10-07,17.732500076293945
2014-10-08,18.28499984741211
2014-10-09,18.0049991607666
2014-10-10,17.875
2014-10-13,18.197500228881836
2014-10-14,18.395000457763672
2014-10-15,18.75749969482422
2014-10-16,18.5575008392334
2014-10-17,18.040000915527344
2014-10-20,18.387500762939453
2014-10-21,18.637500762939453
2014-10-22,18.547500610351562
2014-10-23,18.729999542236328
2014-10-24,18.877500534057617
2014-10-27,18.96500015258789
2014-10-28,19.7450008392334
2014-10-29,19.43000030517578
2014-10-30,19.842500686645508
2014-10-31,19.954999923706055
2014-11-03,19.727500915527344
2014-11-04,19.707500457763672
2014-11-05,19.795000076293945
2014-11-06,19.985000610351562
2014-11-07,19.892499923706055
2014-11-10,20.040000915527344
2014-11-11,19.967500686645508
2014-11-12,20.197500228881836
2014-11-13,19.962499618530273
2014-11-14,19.857500076293945
2014-11-17,19.75
2014-11-18,19.767499923706055
2014-11-19,19.47249984741211
2014-11-20,19.40999984741211
2014-11-21,19.375
2014-11-24,19.497499465942383
2014-11-25,19.479999542236328
2014-11-26,19.487499237060547
2014-11-28,19.014999389648438
2014-12-01,19.25
2014-12-02,19.3700008392334
2014-12-03,19.637500762939453
2014-12-04,19.434999465942383
2014-12-05,19.6299991607666
2014-12-08,19.387500762939453
2014-12-09,19.9325008392334
2014-12-10,19.59000015258789
2014-12-11,19.825000762939453
2014-12-12,19.459999084472656
2014-12-15,19.424999237060547
2014-12-16,19.702499389648438
2014-12-17,20.412500381469727
2014-12-18,20.7450008392334
2014-12-19,20.47249984741211
2014-12-22,20.532499313354492
2014-12-23,20.662500381469727
2014-12-24,20.467500686645508
2014-12-26,20.735000610351562
2014-12-29,20.797500610351562
2014-12-30,20.639999389648438
2014-12-31,20.625
2015-01-02,20.272499084472656
2015-01-05,20.147499084472656
2015-01-06,19.8700008392334
2015-01-07,20.190000534057617
2015-01-08,20.4950008392334
2015-01-09,20.22249984741211
2015-01-12,20.165000915527344
2015-01-13,20.68000030517578
2015-01-14,20.4950008392334
2015-01-15,20.485000610351562
2015-01-16,20.602500915527344
2015-01-20,20.11750030517578
2015-01-21,20.237499237060547
2015-01-22,20.6875
2015-01-23,20.635000228881836
2015-01-26,20.649999618530273
2015-01-27,20.6200008392334
2015-01-28,20.28499984741211
2015-01-29,20.6875
2015-01-30,20.03499984741211
2015-02-02,20.239999771118164
2015-02-03,20.762500762939453
2015-02-04,20.760000228881836
2015-02-05,22.524999618530273
2015-02-06,22.642499923706055
2015-02-09,22.202499389648438
2015-02-10,21.975000381469727
2015-02-11,21.90250015258789
2015-02-12,22.112499237060547
2015-02-13,22.09749984741211
2015-02-17,22.162500381469727
2015-02-18,22.584999084472656
2015-02-19,22.34749984741211
2015-02-20,22.014999389648438
2015-02-23,21.84749984741211
2015-02-24,21.80500030517578
2015-02-25,21.737499237060547
2015-02-26,21.7450008392334
2015-02-27,21.63249969482422
2015-03-02,21.94499969482422
2015-03-03,21.8075008392334
2015-03-04,21.594999313354492
2015-03-05,21.639999389648438
2015-03-06,21.22249984741211
2015-03-09,21.7549991607666
2015-03-10,21.427499771118164
2015-03-11,21.602500915527344
2015-03-12,22.2549991607666
2015-03-13,21.892499923706055
2015-03-16,22.052499771118164
2015-03-17,22.270000457763672
2015-03-18,22.1299991607666
2015-03-19,21.940000534057617
2015-03-20,22.127500534057617
2015-03-23,22.09749984741211
2015-03-24,22.377500534057617
2015-03-25,21.922500610351562
2015-03-26,21.860000610351562
2015-03-27,22.237499237060547
2015-03-30,22.2549991607666
2015-03-31,22.225000381469727
2015-04-01,22.037500381469727
2015-04-02,22.270000457763672
2015-04-06,22.385000228881836
2015-04-07,22.25749969482422
2015-04-08,22.392499923706055
2015-04-09,22.292499542236328
2015-04-10,22.4375
2015-04-13,22.399999618530273
2015-04-14,22.407499313354492
2015-04-15,22.4950008392334
2015-04-16,22.3174991607666
2015-04-17,21.864999771118164
2015-04-20,22.385000228881836
2015-04-21,22.27750015258789
2015-04-22,22.280000686645508
2015-04-23,23.822500228881836
2015-04-24,23.84000015258789
2015-04-27,23.427499771118164
2015-04-28,23.549999237060547
2015-04-29,23.022499084472656
2015-04-30,22.15250015258789
2015-05-01,22.082500457763672
2015-05-04,22.145000457763672
2015-05-05,21.764999389648438
2015-05-06,21.854999542236328
2015-05-07,21.899999618530273
2015-05-08,21.6200008392334
2015-05-11,21.709999084472656
2015-05-12,21.5575008392334
2015-05-13,21.614999771118164
2015-05-14,21.452499389648438
2015-05-15,21.337499618530273
2015-05-18,21.3125
2015-05-19,21.670000076293945
2015-05-20,21.707500457763672
2015-05-21,21.537500381469727
2015-05-22,21.559999465942383
2015-05-26,21.477500915527344
2015-05-27,21.274999618530273
2015-05-28,21.25
2015-05-29,21.280000686645508
2015-06-01,21.232500076293945
2015-06-02,21.24250030517578
2015-06-03,21.36750030517578
2015-06-04,21.174999237060547
2015-06-05,21.709999084472656
2015-06-08,21.575000762939453
2015-06-09,21.479999542236328
2015-06-10,21.56999969482422
2015-06-11,21.479999542236328
2015-06-12,21.299999237060547
2015-06-15,20.885000228881836
2015-06-16,21.3799991607666
2015-06-17,21.350000381469727
2015-06-18,21.69499969482422
2015-06-19,21.8799991607666
2015-06-22,22.104999542236328
2015-06-23,22.315000534057617
2015-06-24,22.25
2015-06-25,22.30500030517578
2015-06-26,22.5
2015-06-29,22.145000457763672
2015-06-30,22.389999389648438
2015-07-01,22.454999923706055
2015-07-02,22.479999542236328
2015-07-06,22.6200008392334
2015-07-07,22.6299991607666
2015-07-08,22.575000762939453
2015-07-09,22.71500015258789
2015-07-10,23.270000457763672
2015-07-13,23.239999771118164
2015-07-14,23.18000030517578
2015-07-15,22.969999313354492
2015-07-16,23.184999465942383
2015-07-17,23.010000228881836
2015-07-20,22.799999237060547
2015-07-21,22.610000610351562
2015-07-22,22.65999984741211
2015-07-23,22.174999237060547
2015-07-24,21.940000534057617
2015-07-27,22.114999771118164
2015-07-28,22.125
2015-07-29,22.19499969482422
2015-07-30,22.165000915527344
2015-07-31,22.2450008392334
2015-08-03,22.09000015258789
2015-08-04,22.059999465942383
2015-08-05,22.149999618530273
2015-08-06,21.905000686645508
2015-08-07,21.795000076293945
2015-08-10,21.764999389648438
2015-08-11,21.530000686645508
2015-08-12,21.889999389648438
2015-08-13,21.709999084472656
2015-08-14,21.889999389648438
2015-08-17,22.084999084472656
2015-08-18,21.924999237060547
2015-08-19,21.69499969482422
2015-08-20,21.434999465942383
2015-08-21,21.415000915527344
2015-08-24,20.645000457763672
2015-08-25,20.540000915527344
2015-08-26,21.045000076293945
2015-08-27,21.219999313354492
2015-08-28,21.354999542236328
2015-08-31,21.375
2015-09-01,21.014999389648438
2015-09-02,21.170000076293945
2015-09-03,21.260000228881836
2015-09-04,21.145000457763672
2015-09-08,21.674999237060547
2015-09-09,21.475000381469727
2015-09-10,21.764999389648438
2015-09-11,21.834999084472656
2015-09-14,21.725000381469727
2015-09-15,21.96500015258789
2015-09-16,21.985000610351562
2015-09-17,21.889999389648438
2015-09-18,21.594999313354492
2015-09-21,21.834999084472656
2015-09-22,21.600000381469727
2015-09-23,21.725000381469727
2015-09-24,22.155000686645508
2015-09-25,22.19499969482422
2015-09-28,22.459999084472656
2015-09-29,22.270000457763672
2015-09-30,22.280000686645508
2015-10-01,22.584999084472656
2015-10-02,22.950000762939453
2015-10-05,23.69499969482422
2015-10-06,23.780000686645508
2015-10-07,24.565000534057617
2015-10-08,24.790000915527344
2015-10-09,24.81999969482422
2015-10-12,24.94499969482422
2015-10-13,24.530000686645508
2015-10-14,24.34000015258789
2015-10-15,24.209999084472656
2015-10-16,24.200000762939453
2015-10-19,24.399999618530273
2015-10-20,24.7450008392334
2015-10-21,24.34000015258789
2015-10-22,26.43000030517578
2015-10-23,26.5049991607666
2015-10-26,26.1200008392334
2015-10-27,25.924999237060547
2015-10-28,26.0
2015-10-29,25.795000076293945
2015-10-30,25.704999923706055
2015-11-02,25.674999237060547
2015-11-03,25.549999237060547
2015-11-04,25.510000228881836
2015-11-05,25.524999618530273
2015-11-06,25.815000534057617
2015-11-09,25.6299991607666
2015-11-10,25.770000457763672
2015-11-11,25.78499984741211
2015-11-12,25.469999313354492
2015-11-13,25.225000381469727
2015-11-16,25.559999465942383
2015-11-17,25.2450008392334
2015-11-18,25.40999984741211
2015-11-19,25.295000076293945
2015-11-20,25.760000228881836
2015-11-23,25.670000076293945
2015-11-24,25.71500015258789
2015-11-25,25.84000015258789
2015-11-27,26.03499984741211
2015-11-30,25.815000534057617
2015-12-01,25.954999923706055
2015-12-02,26.2450008392334
2015-12-03,26.28499984741211
2015-12-04,27.09000015258789
2015-12-07,27.03499984741211
2015-12-08,26.59000015258789
2015-12-09,26.024999618530273
2015-12-10,25.78499984741211
2015-12-11,25.524999618530273
2015-12-14,25.719999313354492
2015-12-15,25.684999465942383
2015-12-16,25.7450008392334
2015-12-17,25.434999465942383
2015-12-18,24.989999771118164
2015-12-21,25.0
2015-12-22,25.139999389648438
2015-12-23,25.25
2015-12-24,25.315000534057617
2015-12-28,25.364999771118164
2015-12-29,25.665000915527344
2015-12-30,25.44499969482422
2015-12-31,24.975000381469727
2016-01-04,24.325000762939453
2016-01-05,24.405000686645508
2016-01-06,24.145000457763672
2016-01-07,23.889999389648438
2016-01-08,23.700000762939453
2016-01-11,23.844999313354492
2016-01-12,23.864999771118164
2016-01-13,22.68000030517578
2016-01-14,23.06999969482422
2016-01-15,23.05500030517578
2016-01-19,23.600000381469727
2016-01-20,24.020000457763672
2016-01-21,24.020000457763672
2016-01-22,24.405000686645508
2016-01-25,23.920000076293945
2016-01-26,24.559999465942383
2016-01-27,24.100000381469727
2016-01-28,24.53499984741211
2016-01-29,25.655000686645508
2016-02-01,25.114999771118164
2016-02-02,24.46500015258789
2016-02-03,24.309999465942383
2016-02-04,25.05500030517578
2016-02-05,24.440000534057617
2016-02-08,24.075000762939453
2016-02-09,23.719999313354492
2016-02-10,23.34000015258789
2016-02-11,23.40999984741211
2016-02-12,23.6299991607666
2016-02-16,23.790000915527344
2016-02-17,23.739999771118164
2016-02-18,23.420000076293945
2016-02-19,23.65999984741211
2016-02-22,23.809999465942383
2016-02-23,23.53499984741211
2016-02-24,23.510000228881836
2016-02-25,23.485000610351562
2016-02-26,23.55500030517578
2016-02-29,23.344999313354492
2016-03-01,23.920000076293945
2016-03-02,23.709999084472656
2016-03-03,23.844999313354492
2016-03-04,24.094999313354492
2016-03-07,24.075000762939453
2016-03-08,23.7450008392334
2016-03-09,23.940000534057617
2016-03-10,23.584999084472656
2016-03-11,23.875
2016-03-14,23.854999542236328
2016-03-15,24.489999771118164
2016-03-16,24.7450008392334
2016-03-17,25.125
2016-03-18,25.399999618530273
2016-03-21,25.145000457763672
2016-03-22,25.204999923706055
2016-03-23,24.96500015258789
2016-03-24,24.850000381469727
2016-03-28,24.674999237060547
2016-03-29,25.329999923706055
2016-03-30,25.559999465942383
2016-03-31,25.5049991607666
2016-04-01,25.295000076293945
2016-04-04,25.09000015258789
2016-04-05,24.834999084472656
2016-04-06,24.7450008392334
2016-04-07,24.385000228881836
2016-04-08,24.514999389648438
2016-04-11,24.450000762939453
2016-04-12,24.450000762939453
2016-04-13,24.985000610351562
2016-04-14,24.795000076293945
2016-04-15,25.049999237060547
2016-04-18,25.100000381469727
2016-04-19,25.139999389648438
2016-04-20,25.309999465942383
2016-04-21,25.075000762939453
2016-04-22,25.309999465942383
2016-04-25,24.795000076293945
2016-04-26,24.864999771118164
2016-04-27,24.739999771118164
2016-04-28,24.5049991607666
2016-04-29,24.920000076293945
2016-05-02,24.809999465942383
2016-05-03,24.5049991607666
2016-05-04,24.735000610351562
2016-05-05,24.4950008392334
2016-05-06,24.825000762939453
2016-05-09,24.979999542236328
2016-05-10,25.15999984741211
2016-05-11,24.8700008392334
2016-05-12,25.03499984741211
2016-05-13,25.084999084472656
2016-05-16,25.399999618530273
2016-05-17,24.80500030517578
2016-05-18,25.125
2016-05-19,24.834999084472656
2016-05-20,25.190000534057617
2016-05-23,25.05500030517578
2016-05-24,25.774999618530273
2016-05-25,26.204999923706055
2016-05-26,26.21500015258789
2016-05-27,26.454999923706055
2016-05-31,26.954999923706055
2016-06-01,27.06999969482422
2016-06-02,27.219999313354492
2016-06-03,27.364999771118164
2016-06-06,27.549999237060547
2016-06-07,27.645000457763672
2016-06-08,27.799999237060547
2016-06-09,27.815000534057617
2016-06-10,27.809999465942383
2016-06-13,27.645000457763672
2016-06-14,27.71500015258789
2016-06-15,27.55500030517578
2016-06-16,27.90999984741211
2016-06-17,27.665000915527344
2016-06-20,28.315000534057617
2016-06-21,28.104999542236328
2016-06-22,27.899999618530273
2016-06-23,28.30500030517578
2016-06-24,27.850000381469727
2016-06-27,27.610000610351562
2016-06-28,27.440000534057617
2016-06-29,27.954999923706055
2016-06-30,29.204999923706055
2016-07-01,28.985000610351562
2016-07-05,28.954999923706055
2016-07-06,29.125
2016-07-07,28.844999313354492
2016-07-08,29.110000610351562
2016-07-11,29.479999542236328
2016-07-12,29.6299991607666
2016-07-13,29.6200008392334
2016-07-14,29.5
2016-07-15,29.450000762939453
2016-07-18,29.21500015258789
2016-07-19,29.200000762939453
2016-07-20,25.94499969482422
2016-07-21,25.889999389648438
2016-07-22,25.940000534057617
2016-07-25,25.739999771118164
2016-07-26,25.934999465942383
2016-07-27,25.889999389648438
2016-07-28,25.854999542236328
2016-07-29,25.405000686645508
2016-08-01,25.46500015258789
2016-08-02,25.239999771118164
2016-08-03,25.344999313354492
2016-08-04,25.299999237060547
2016-08-05,25.850000381469727
2016-08-08,25.704999923706055
2016-08-09,25.860000610351562
2016-08-10,25.81999969482422
2016-08-11,25.850000381469727
2016-08-12,25.924999237060547
2016-08-15,26.010000228881836
2016-08-16,25.9950008392334
2016-08-17,25.235000610351562
2016-08-18,25.200000762939453
2016-08-19,24.559999465942383
2016-08-22,24.604999542236328
2016-08-23,25.05500030517578
2016-08-24,25.264999389648438
2016-08-25,25.450000762939453
2016-08-26,25.389999389648438
2016-08-29,25.225000381469727
2016-08-30,25.44499969482422
2016-08-31,25.21500015258789
2016-09-01,25.290000915527344
2016-09-02,25.350000381469727
2016-09-06,24.9950008392334
2016-09-07,25.1299991607666
2016-09-08,25.139999389648438
2016-09-09,24.639999389648438
2016-09-12,24.84000015258789
2016-09-13,24.520000457763672
2016-09-14,24.420000076293945
2016-09-15,24.610000610351562
2016-09-16,24.704999923706055
2016-09-19,24.825000762939453
2016-09-20,24.899999618530273
2016-09-21,25.2549991607666
2016-09-22,25.540000915527344
2016-09-23,25.204999923706055
2016-09-26,25.03499984741211
2016-09-27,25.21500015258789
2016-09-28,25.395000457763672
2016-09-29,25.219999313354492
2016-09-30,25.530000686645508
2016-10-03,25.46500015258789
2016-10-04,25.1200008392334
2016-10-05,25.325000762939453
2016-10-06,25.399999618530273
2016-10-07,24.915000915527344
2016-10-10,25.045000076293945
2016-10-11,24.709999084472656
2016-10-12,24.645000457763672
2016-10-13,24.389999389648438
2016-10-14,24.350000381469727
2016-10-17,24.625
2016-10-18,24.719999313354492
2016-10-19,25.059999465942383
2016-10-20,27.270000457763672
2016-10-21,28.204999923706055
2016-10-24,28.559999465942383
2016-10-25,28.5
2016-10-26,28.2549991607666
2016-10-27,28.165000915527344
2016-10-28,28.385000228881836
2016-10-31,28.625
2016-11-01,28.524999618530273
2016-11-02,28.625
2016-11-03,28.549999237060547
2016-11-04,28.049999237060547
2016-11-07,28.774999618530273
2016-11-08,28.825000762939453
2016-11-09,29.825000762939453
2016-11-10,30.575000762939453
2016-11-11,31.075000762939453
2016-11-14,31.0
2016-11-15,30.764999389648438
2016-11-16,30.350000381469727
2016-11-17,30.399999618530273
2016-11-18,30.475000381469727
2016-11-21,30.649999618530273
2016-11-22,31.25
2016-11-23,31.225000381469727
2016-11-25,31.450000762939453
2016-11-28,31.475000381469727
2016-11-29,30.899999618530273
2016-11-30,30.325000762939453
2016-12-01,30.100000381469727
2016-12-02,29.899999618530273
2016-12-05,30.25
2016-12-06,30.350000381469727
2016-12-07,30.475000381469727
2016-12-08,31.575000762939453
2016-12-09,32.25
2016-12-12,31.725000381469727
2016-12-13,31.375
2016-12-14,30.850000381469727
2016-12-15,31.049999237060547
2016-12-16,30.799999237060547
2016-12-19,30.450000762939453
2016-12-20,30.5
2016-12-21,30.325000762939453
2016-12-22,30.399999618530273
2016-12-23,30.5
2016-12-27,30.450000762939453
2016-12-28,30.174999237060547
2016-12-29,30.25
2016-12-30,30.149999618530273
2017-01-03,29.899999618530273
2017-01-04,30.0
2017-01-05,29.575000762939453
2017-01-06,29.375
2017-01-09,29.25
2017-01-10,29.424999237060547
2017-01-11,29.375
2017-01-12,29.299999237060547
2017-01-13,29.399999618530273
2017-01-17,28.899999618530273
2017-01-18,28.924999237060547
2017-01-19,28.25
2017-01-20,28.5
2017-01-23,28.549999237060547
2017-01-24,29.0
2017-01-25,29.200000762939453
2017-01-26,29.024999618530273
2017-01-27,28.850000381469727
2017-01-30,28.549999237060547
2017-01-31,29.024999618530273
2017-02-01,28.299999237060547
2017-02-02,28.125
2017-02-03,29.225000381469727
2017-02-06,29.024999618530273
2017-02-07,28.875
2017-02-08,28.5
2017-02-09,28.825000762939453
2017-02-10,28.975000381469727
2017-02-13,28.875
2017-02-14,28.875
2017-02-15,28.975000381469727
2017-02-16,29.049999237060547
2017-02-17,29.149999618530273
2017-02-21,29.100000381469727
2017-02-22,29.25
2017-02-23,29.174999237060547
2017-02-24,29.049999237060547
2017-02-27,29.0
2017-02-28,28.725000381469727
2017-03-01,29.549999237060547
2017-03-02,29.274999618530273
2017-03-03,29.25
2017-03-06,28.899999618530273
2017-03-07,28.850000381469727
2017-03-08,28.899999618530273
2017-03-09,28.850000381469727
2017-03-10,29.350000381469727
2017-03-13,29.225000381469727
2017-03-14,29.174999237060547
2017-03-15,29.825000762939453
2017-03-16,29.575000762939453
2017-03-17,30.100000381469727
2017-03-20,29.75
2017-03-21,29.299999237060547
2017-03-22,29.100000381469727
2017-03-23,29.125
2017-03-24,29.049999237060547
2017-03-27,29.225000381469727
2017-03-28,29.424999237060547
2017-03-29,29.524999618530273
2017-03-30,29.774999618530273
2017-03-31,29.774999618530273
2017-04-03,29.149999618530273
2017-04-04,29.125
2017-04-05,28.725000381469727
2017-04-06,29.125
2017-04-07,29.125
2017-04-10,29.200000762939453
2017-04-11,29.75
2017-04-12,29.049999237060547
2017-04-13,29.0
2017-04-17,29.549999237060547
2017-04-18,30.0
2017-04-19,30.174999237060547
2017-04-20,30.5
2017-04-21,30.549999237060547
2017-04-24,30.475000381469727
2017-04-25,30.575000762939453
2017-04-26,31.149999618530273
2017-04-27,30.899999618530273
2017-04-28,30.575000762939453
2017-05-01,31.075000762939453
2017-05-02,31.0
2017-05-03,30.524999618530273
2017-05-04,30.549999237060547
2017-05-05,30.575000762939453
2017-05-08,30.625
2017-05-09,30.375
2017-05-10,30.440000534057617
2017-05-11,30.200000762939453
2017-05-12,30.125
2017-05-15,30.225000381469727
2017-05-16,30.174999237060547
2017-05-17,29.575000762939453
2017-05-18,29.75
2017-05-19,30.075000762939453
2017-05-22,30.475000381469727
2017-05-23,30.5
2017-05-24,30.024999618530273
2017-05-25,29.924999237060547
2017-05-26,29.75
2017-05-30,29.725000381469727
2017-05-31,29.649999618530273
2017-06-01,29.700000762939453
2017-06-02,30.200000762939453
2017-06-05,30.325000762939453
2017-06-06,30.274999618530273
2017-06-07,29.924999237060547
2017-06-08,30.0
2017-06-09,30.0
2017-06-12,30.25
2017-06-13,30.25
2017-06-14,30.0
2017-06-15,29.875
2017-06-16,29.600000381469727
2017-06-19,29.75
2017-06-20,29.25
2017-06-21,29.0
2017-06-22,28.850000381469727
2017-06-23,28.850000381469727
2017-06-26,28.799999237060547
2017-06-27,28.774999618530273
2017-06-28,28.875
2017-06-29,28.725000381469727
2017-06-30,29.149999618530273
2017-07-03,29.325000762939453
2017-07-05,29.225000381469727
2017-07-06,28.600000381469727
2017-07-07,29.100000381469727
2017-07-10,28.799999237060547
2017-07-11,28.725000381469727
2017-07-12,29.174999237060547
2017-07-13,29.100000381469727
2017-07-14,29.200000762939453
2017-07-17,29.25
2017-07-18,29.375
2017-07-19,33.25
2017-07-20,33.0
2017-07-21,32.625
2017-07-24,32.724998474121094
2017-07-25,32.900001525878906
2017-07-26,32.82500076293945
2017-07-27,32.599998474121094
2017-07-28,32.275001525878906
2017-07-31,32.599998474121094
2017-08-01,33.0
2017-08-02,32.57500076293945
2017-08-03,32.82500076293945
2017-08-04,33.32500076293945
2017-08-07,33.45000076293945
2017-08-08,33.57500076293945
2017-08-09,32.75
2017-08-10,32.625
2017-08-11,32.5
2017-08-14,32.474998474121094
2017-08-15,32.54999923706055
2017-08-16,32.474998474121094
2017-08-17,32.25
2017-08-18,31.924999237060547
2017-08-21,32.20000076293945
2017-08-22,32.400001525878906
2017-08-23,32.275001525878906
2017-08-24,32.57500076293945
2017-08-25,32.900001525878906
2017-08-28,33.025001525878906
2017-08-29,33.04999923706055
2017-08-30,33.150001525878906
2017-08-31,34.04999923706055
2017-09-01,34.04999923706055
2017-09-05,33.92499923706055
2017-09-06,34.45000076293945
2017-09-07,34.875
2017-09-08,34.57500076293945
2017-09-11,34.82500076293945
2017-09-12,35.025001525878906
2017-09-13,34.775001525878906
2017-09-14,34.95000076293945
2017-09-15,35.349998474121094
2017-09-18,35.95000076293945
2017-09-19,36.150001525878906
2017-09-20,36.275001525878906
2017-09-21,36.099998474121094
2017-09-22,36.54999923706055
2017-09-25,36.400001525878906
2017-09-26,36.82500076293945
2017-09-27,37.150001525878906
2017-09-28,37.0
2017-09-29,36.95000076293945
2017-10-02,37.974998474121094
2017-10-03,37.625
2017-10-04,37.724998474121094
2017-10-05,37.650001525878906
2017-10-06,37.400001525878906
2017-10-09,37.79999923706055
2017-10-10,37.650001525878906
2017-10-11,37.650001525878906
2017-10-12,37.20000076293945
2017-10-13,37.57500076293945
2017-10-16,37.54999923706055
2017-10-17,37.29999923706055
2017-10-18,37.125
2017-10-19,36.025001525878906
2017-10-20,36.17499923706055
2017-10-23,36.400001525878906
2017-10-24,36.57500076293945
2017-10-25,36.625
2017-10-26,36.70000076293945
2017-10-27,37.349998474121094
2017-10-30,36.474998474121094
2017-10-31,36.92499923706055
2017-11-01,36.29999923706055
2017-11-02,37.0
2017-11-03,36.775001525878906
2017-11-06,36.375
2017-11-07,35.79999923706055
2017-11-08,35.57500076293945
2017-11-09,35.45000076293945
2017-11-10,35.525001525878906
2017-11-13,35.775001525878906
2017-11-14,36.32500076293945
2017-11-15,36.20000076293945
2017-11-16,36.79999923706055
2017-11-17,36.75
2017-11-20,37.125
2017-11-21,38.025001525878906
2017-11-22,36.95000076293945
2017-11-24,37.400001525878906
2017-11-27,37.20000076293945
2017-11-28,37.849998474121094
2017-11-29,38.20000076293945
2017-11-30,37.75
2017-12-01,37.42499923706055
2017-12-04,37.5
2017-12-05,37.125
2017-12-06,37.0
2017-12-07,36.82500076293945
2017-12-08,36.54999923706055
2017-12-11,36.04999923706055
2017-12-12,35.95000076293945
2017-12-13,35.95000076293945
2017-12-14,35.349998474121094
2017-12-15,35.92499923706055
2017-12-18,36.20000076293945
2017-12-19,35.875
2017-12-20,35.875
2017-12-21,36.224998474121094
2017-12-22,35.974998474121094
2017-12-26,35.525001525878906
2017-12-27,35.5
2017-12-28,35.724998474121094
2017-12-29,35.54999923706055
2018-01-02,35.57500076293945
2018-01-03,35.20000076293945
2018-01-04,35.45000076293945
2018-01-05,35.95000076293945
2018-01-08,36.099998474121094
2018-01-09,35.57500076293945
2018-01-10,35.75
2018-01-11,36.099998474121094
2018-01-12,35.900001525878906
2018-01-16,36.0
2018-01-17,36.57500076293945
2018-01-18,36.224998474121094
2018-01-19,36.775001525878906
2018-01-22,36.775001525878906
2018-01-23,36.875
2018-01-24,36.375
2018-01-25,36.79999923706055
2018-01-26,38.70000076293945
2018-01-29,37.82500076293945
2018-01-30,38.0
2018-01-31,37.07500076293945
2018-02-01,37.599998474121094
2018-02-02,38.275001525878906
2018-02-05,37.67499923706055
2018-02-06,37.57500076293945
2018-02-07,37.125
2018-02-08,35.82500076293945
2018-02-09,36.04999923706055
2018-02-12,36.04999923706055
2018-02-13,36.29999923706055
2018-02-14,37.07500076293945
2018-02-15,37.45000076293945
2018-02-16,37.75
2018-02-20,37.75
2018-02-21,38.125
2018-02-22,38.70000076293945
2018-02-23,38.900001525878906
2018-02-26,39.400001525878906
2018-02-27,39.224998474121094
2018-02-28,38.875
2018-03-01,37.82500076293945
2018-03-02,38.275001525878906
2018-03-05,38.32500076293945
2018-03-06,38.625
2018-03-07,39.349998474121094
2018-03-08,39.400001525878906
2018-03-09,40.125
2018-03-12,39.650001525878906
