,BUG
2020-02-20,18.170000076293945
2020-02-21,17.624000549316406
2020-02-24,17.110000610351562
2020-02-25,16.510000228881836
2020-02-26,16.413000106811523
2020-02-27,16.00200080871582
2020-02-28,15.800000190734863
2020-03-02,16.334999084472656
2020-03-03,15.869999885559082
2020-03-04,16.274999618530273
2020-03-05,15.954999923706055
2020-03-06,15.444000244140625
2020-03-09,14.225000381469727
2020-03-10,14.62600040435791
2020-03-11,14.015000343322754
2020-03-12,12.802000045776367
2020-03-13,13.241999626159668
2020-03-16,12.53499984741211
2020-03-17,12.776000022888184
2020-03-18,11.986000061035156
2020-03-19,12.805000305175781
2020-03-20,12.96399974822998
2020-03-23,13.204999923706055
2020-03-24,14.293000221252441
2020-03-25,14.484000205993652
2020-03-26,15.027999877929688
2020-03-27,14.90999984741211
2020-03-30,14.968000411987305
2020-03-31,14.835000038146973
2020-04-01,14.444999694824219
2020-04-02,14.354000091552734
2020-04-03,14.168000221252441
2020-04-06,14.956000328063965
2020-04-07,14.812000274658203
2020-04-08,15.27400016784668
2020-04-09,15.369999885559082
2020-04-13,15.390000343322754
2020-04-14,15.739999771118164
2020-04-15,15.779000282287598
2020-04-16,16.156999588012695
2020-04-17,16.270000457763672
2020-04-20,16.5310001373291
2020-04-21,15.9350004196167
2020-04-22,16.214000701904297
2020-04-23,16.20800018310547
2020-04-24,16.486000061035156
2020-04-27,16.856000900268555
2020-04-28,16.600000381469727
2020-04-29,16.882999420166016
2020-04-30,16.922000885009766
2020-05-01,16.5
2020-05-04,16.479999542236328
2020-05-05,16.996999740600586
2020-05-06,17.219999313354492
2020-05-07,18.079999923706055
2020-05-08,18.075000762939453
2020-05-11,18.392000198364258
2020-05-12,18.040000915527344
2020-05-13,17.469999313354492
2020-05-14,17.695999145507812
2020-05-15,17.799999237060547
2020-05-18,18.06999969482422
2020-05-19,18.048999786376953
2020-05-20,18.479999542236328
2020-05-21,18.290000915527344
2020-05-22,18.51799964904785
2020-05-26,18.604999542236328
2020-05-27,18.36400032043457
2020-05-28,18.594999313354492
2020-05-29,19.450000762939453
2020-06-01,20.170000076293945
2020-06-02,19.950000762939453
2020-06-03,20.0049991607666
2020-06-04,19.559999465942383
2020-06-05,19.469999313354492
2020-06-08,19.749000549316406
2020-06-09,19.615999221801758
2020-06-10,19.770000457763672
2020-06-11,18.81999969482422
2020-06-12,18.906999588012695
2020-06-15,19.275999069213867
2020-06-16,19.472000122070312
2020-06-17,19.635000228881836
2020-06-18,19.799999237060547
2020-06-19,19.739999771118164
2020-06-22,20.100000381469727
2020-06-23,19.8700008392334
2020-06-24,19.549999237060547
2020-06-25,19.889999389648438
2020-06-26,19.479999542236328
2020-06-29,19.302000045776367
2020-06-30,19.677000045776367
2020-07-01,20.149999618530273
2020-07-02,20.159000396728516
2020-07-06,20.40999984741211
2020-07-07,20.3700008392334
2020-07-08,20.917999267578125
2020-07-09,21.459999084472656
2020-07-10,21.35700035095215
2020-07-13,20.40999984741211
2020-07-14,20.6299991607666
2020-07-15,20.6200008392334
2020-07-16,20.440000534057617
2020-07-17,20.75
2020-07-20,21.639999389648438
2020-07-21,21.405000686645508
2020-07-22,21.45800018310547
2020-07-23,21.280000686645508
2020-07-24,20.920000076293945
2020-07-27,21.299999237060547
2020-07-28,21.215999603271484
2020-07-29,22.12700080871582
2020-07-30,22.100000381469727
2020-07-31,22.190000534057617
2020-08-03,22.43000030517578
2020-08-04,22.40999984741211
2020-08-05,22.59000015258789
2020-08-06,22.44499969482422
2020-08-07,22.106000900268555
2020-08-10,21.719999313354492
2020-08-11,21.360000610351562
2020-08-12,21.309999465942383
2020-08-13,21.604999542236328
2020-08-14,21.415000915527344
2020-08-17,21.56800079345703
2020-08-18,21.81999969482422
2020-08-19,21.934999465942383
2020-08-20,22.389999389648438
2020-08-21,22.190000534057617
2020-08-24,22.285999298095703
2020-08-25,22.415000915527344
2020-08-26,22.950000762939453
2020-08-27,22.635000228881836
2020-08-28,22.645999908447266
2020-08-31,22.760000228881836
2020-09-01,23.608999252319336
2020-09-02,23.799999237060547
2020-09-03,22.239999771118164
2020-09-04,21.65999984741211
2020-09-08,21.235000610351562
2020-09-09,21.6299991607666
2020-09-10,21.350000381469727
2020-09-11,20.96500015258789
2020-09-14,21.309999465942383
2020-09-15,21.454999923706055
2020-09-16,21.375
2020-09-17,21.110000610351562
2020-09-18,21.225000381469727
2020-09-21,21.357999801635742
2020-09-22,21.756999969482422
2020-09-23,21.298999786376953
2020-09-24,21.077999114990234
2020-09-25,21.639999389648438
2020-09-28,21.899999618530273
2020-09-29,21.760000228881836
2020-09-30,21.760000228881836
2020-10-01,22.219999313354492
2020-10-02,21.927000045776367
2020-10-05,22.423999786376953
2020-10-06,22.44300079345703
2020-10-07,22.815000534057617
2020-10-08,22.805999755859375
2020-10-09,23.110000610351562
2020-10-12,23.3799991607666
2020-10-13,23.634000778198242
2020-10-14,23.459999084472656
2020-10-15,23.33099937438965
2020-10-16,23.200000762939453
2020-10-19,22.93000030517578
2020-10-20,22.700000762939453
2020-10-21,22.299999237060547
2020-10-22,22.25
2020-10-23,22.329999923706055
2020-10-26,22.079999923706055
2020-10-27,22.110000610351562
2020-10-28,21.639999389648438
2020-10-29,21.468000411987305
2020-10-30,20.760000228881836
2020-11-02,20.700000762939453
2020-11-03,21.198999404907227
2020-11-04,22.209999084472656
2020-11-05,22.540000915527344
2020-11-06,22.375
2020-11-09,21.56999969482422
2020-11-10,20.920000076293945
2020-11-11,21.530000686645508
2020-11-12,21.559999465942383
2020-11-13,21.520000457763672
2020-11-16,21.489999771118164
2020-11-17,21.70400047302246
2020-11-18,21.45400047302246
2020-11-19,21.850000381469727
2020-11-20,22.100000381469727
2020-11-23,21.989999771118164
2020-11-24,22.139999389648438
2020-11-25,22.40999984741211
2020-11-27,22.635000228881836
2020-11-30,22.829999923706055
2020-12-01,22.624000549316406
2020-12-02,22.459999084472656
2020-12-03,23.40999984741211
2020-12-04,23.549999237060547
2020-12-07,23.649999618530273
2020-12-08,24.135000228881836
2020-12-09,23.18000030517578
2020-12-10,23.68000030517578
2020-12-11,23.93000030517578
2020-12-14,24.274999618530273
2020-12-15,24.520000457763672
2020-12-16,24.81999969482422
2020-12-17,25.3700008392334
2020-12-18,27.559999465942383
2020-12-21,27.770000457763672
2020-12-22,29.25
2020-12-23,29.030000686645508
2020-12-24,28.729999542236328
2020-12-28,28.59000015258789
2020-12-29,28.0
2020-12-30,28.280000686645508
2020-12-31,28.239999771118164
2021-01-04,27.56999969482422
2021-01-05,27.489999771118164
2021-01-06,27.06999969482422
2021-01-07,27.979999542236328
2021-01-08,28.549999237060547
2021-01-11,28.610000610351562
2021-01-12,28.850000381469727
2021-01-13,28.31999969482422
2021-01-14,28.3799991607666
2021-01-15,28.25
2021-01-19,28.639999389648438
2021-01-20,28.8700008392334
2021-01-21,28.719999313354492
2021-01-22,28.959999084472656
2021-01-25,28.690000534057617
2021-01-26,28.15999984741211
2021-01-27,27.81999969482422
2021-01-28,28.209999084472656
2021-01-29,27.8700008392334
2021-02-01,28.43000030517578
2021-02-02,29.299999237060547
2021-02-03,28.149999618530273
2021-02-04,28.649999618530273
2021-02-05,28.68000030517578
2021-02-08,28.700000762939453
2021-02-09,29.239999771118164
2021-02-10,29.049999237060547
2021-02-11,29.200000762939453
2021-02-12,29.399999618530273
2021-02-16,29.06999969482422
2021-02-17,28.829999923706055
2021-02-18,28.899999618530273
2021-02-19,29.18000030517578
2021-02-22,28.209999084472656
2021-02-23,27.65999984741211
2021-02-24,27.56999969482422
2021-02-25,26.450000762939453
2021-02-26,26.530000686645508
2021-03-01,27.31999969482422
2021-03-02,26.860000610351562
2021-03-03,25.829999923706055
2021-03-04,25.010000228881836
2021-03-05,24.969999313354492
2021-03-08,24.639999389648438
2021-03-09,26.079999923706055
2021-03-10,25.860000610351562
2021-03-11,26.700000762939453
2021-03-12,26.399999618530273
2021-03-15,26.520000457763672
2021-03-16,26.360000610351562
2021-03-17,26.350000381469727
2021-03-18,25.280000686645508
2021-03-19,25.549999237060547
2021-03-22,26.010000228881836
2021-03-23,25.799999237060547
2021-03-24,24.979999542236328
2021-03-25,24.799999237060547
2021-03-26,25.030000686645508
2021-03-29,24.780000686645508
2021-03-30,24.579999923706055
2021-03-31,25.049999237060547
2021-04-01,25.530000686645508
2021-04-05,25.700000762939453
2021-04-06,26.020000457763672
2021-04-07,25.639999389648438
2021-04-08,26.100000381469727
2021-04-09,26.149999618530273
2021-04-12,26.399999618530273
2021-04-13,26.989999771118164
2021-04-14,26.760000228881836
2021-04-15,27.360000610351562
2021-04-16,27.209999084472656
2021-04-19,27.040000915527344
2021-04-20,26.520000457763672
2021-04-21,26.700000762939453
2021-04-22,26.920000076293945
2021-04-23,27.110000610351562
2021-04-26,28.25
2021-04-27,27.920000076293945
2021-04-28,27.510000228881836
2021-04-29,27.049999237060547
2021-04-30,26.889999389648438
2021-05-03,26.6299991607666
2021-05-04,26.059999465942383
2021-05-05,25.81999969482422
2021-05-06,25.420000076293945
2021-05-07,25.790000915527344
2021-05-10,25.540000915527344
2021-05-11,25.90999984741211
2021-05-12,25.469999313354492
2021-05-13,25.31999969482422
2021-05-14,26.1299991607666
