,BPRN
2021-04-13,26.700000762939453
2021-04-14,27.09000015258789
2021-04-15,26.770000457763672
2021-04-16,26.579999923706055
2021-04-19,26.40999984741211
2021-04-20,25.579999923706055
2021-04-21,26.139999389648438
2021-04-22,26.209999084472656
2021-04-23,27.020000457763672
2021-04-26,27.709999084472656
2021-04-27,27.530000686645508
2021-04-28,27.979999542236328
2021-04-29,28.15999984741211
2021-04-30,29.850000381469727
2021-05-03,31.170000076293945
2021-05-04,30.6200008392334
2021-05-05,30.15999984741211
2021-05-06,30.290000915527344
2021-05-07,30.049999237060547
2021-05-10,29.559999465942383
2021-05-11,29.899999618530273
2021-05-12,28.770000457763672
2021-05-13,29.489999771118164
2021-05-14,30.1299991607666
