,AMHCU
2020-06-23,10.199999809265137
2020-06-24,10.199999809265137
2020-06-25,10.199999809265137
2020-06-26,10.199999809265137
2020-06-29,10.199999809265137
2020-06-30,10.199999809265137
2020-07-01,10.199999809265137
2020-07-02,10.199999809265137
2020-07-06,10.199999809265137
2020-07-07,10.199999809265137
2020-07-08,10.199999809265137
2020-07-09,10.199999809265137
2020-07-10,10.199999809265137
2020-07-13,10.354999542236328
2020-07-14,10.354999542236328
2020-07-15,10.354999542236328
2020-07-16,10.354999542236328
2020-07-17,10.354999542236328
2020-07-20,10.354999542236328
2020-07-21,10.354999542236328
2020-07-22,10.149999618530273
2020-07-23,10.149999618530273
2020-07-24,10.149999618530273
2020-07-27,10.5
2020-07-28,10.5
2020-07-29,10.597999572753906
2020-07-30,10.579999923706055
2020-07-31,10.430000305175781
2020-08-03,10.369999885559082
2020-08-04,10.369999885559082
2020-08-05,10.260000228881836
2020-08-06,10.260000228881836
2020-08-07,10.260000228881836
2020-08-10,10.260000228881836
2020-08-11,10.260000228881836
2020-08-12,10.199999809265137
2020-08-13,10.199999809265137
2020-08-14,10.199999809265137
2020-08-17,10.199999809265137
2020-08-18,10.199999809265137
2020-08-19,10.199999809265137
2020-08-20,10.199999809265137
2020-08-21,10.199999809265137
2020-08-24,10.199999809265137
2020-08-25,10.253999710083008
2020-08-26,10.253999710083008
2020-08-27,10.253999710083008
2020-08-28,10.253999710083008
2020-08-31,10.253999710083008
2020-09-01,10.253999710083008
2020-09-02,10.253999710083008
2020-09-03,10.253999710083008
2020-09-04,10.253999710083008
2020-09-08,10.253999710083008
2020-09-09,10.253999710083008
2020-09-10,10.253999710083008
2020-09-11,10.253999710083008
2020-09-14,10.199999809265137
2020-09-15,10.199999809265137
2020-09-16,10.300000190734863
2020-09-17,10.300000190734863
2020-09-18,10.300000190734863
2020-09-21,10.300000190734863
2020-09-22,10.300000190734863
2020-09-23,10.300000190734863
2020-09-24,10.300000190734863
2020-09-25,10.300000190734863
2020-09-28,10.300000190734863
2020-09-29,10.300000190734863
2020-09-30,10.300000190734863
2020-10-01,10.300000190734863
2020-10-02,10.300000190734863
2020-10-05,10.300000190734863
2020-10-06,10.300000190734863
2020-10-07,10.300000190734863
2020-10-08,10.300000190734863
2020-10-09,10.350000381469727
2020-10-12,10.350000381469727
2020-10-13,10.350000381469727
2020-10-14,10.350000381469727
2020-10-15,10.350000381469727
2020-10-16,10.350000381469727
2020-10-19,10.350000381469727
2020-10-20,10.350000381469727
2020-10-21,10.350000381469727
2020-10-22,10.350000381469727
2020-10-23,10.350000381469727
2020-10-26,10.350000381469727
2020-10-27,10.350000381469727
2020-10-28,10.350000381469727
2020-10-29,10.350000381469727
2020-10-30,10.350000381469727
2020-11-02,10.350000381469727
2020-11-03,10.199999809265137
2020-11-04,10.199999809265137
2020-11-05,10.199999809265137
2020-11-06,10.199999809265137
2020-11-09,10.199999809265137
2020-11-10,10.199999809265137
2020-11-11,10.199999809265137
2020-11-12,10.199999809265137
2020-11-13,10.343000411987305
2020-11-16,10.390000343322754
2020-11-17,10.390000343322754
2020-11-18,10.390000343322754
2020-11-19,10.390000343322754
2020-11-20,10.449999809265137
2020-11-23,10.449999809265137
2020-11-24,10.449999809265137
2020-11-25,10.449999809265137
2020-11-27,10.449999809265137
2020-11-30,10.449999809265137
2020-12-01,10.039999961853027
2020-12-02,10.039999961853027
2020-12-03,10.039999961853027
2020-12-04,10.449999809265137
2020-12-07,10.449999809265137
2020-12-08,10.48799991607666
2020-12-09,10.600000381469727
2020-12-10,10.600000381469727
2020-12-11,10.670000076293945
2020-12-14,13.649999618530273
2020-12-15,11.956999778747559
2020-12-16,11.956999778747559
2020-12-17,11.956999778747559
2020-12-18,11.956999778747559
2020-12-21,11.25
2020-12-22,11.25
2020-12-23,11.050000190734863
2020-12-24,11.050000190734863
2020-12-28,11.050000190734863
2020-12-29,11.050000190734863
2020-12-30,11.050000190734863
2020-12-31,10.630000114440918
2021-01-04,10.630000114440918
2021-01-05,10.630000114440918
2021-01-06,10.630000114440918
2021-01-07,10.630000114440918
2021-01-08,10.630000114440918
2021-01-11,10.649999618530273
2021-01-12,10.649999618530273
2021-01-13,11.227999687194824
2021-01-14,11.227999687194824
2021-01-15,11.227999687194824
2021-01-19,11.0
2021-01-20,11.0
2021-01-21,11.0
2021-01-22,11.0
2021-01-25,11.0
2021-01-26,10.800000190734863
2021-01-27,10.800000190734863
2021-01-28,10.800000190734863
2021-01-29,10.553000450134277
2021-02-01,10.553000450134277
2021-02-02,10.899999618530273
2021-02-03,10.899999618530273
2021-02-04,10.8100004196167
2021-02-05,10.699999809265137
2021-02-08,11.210000038146973
2021-02-09,11.0
2021-02-10,11.0
2021-02-11,11.0
2021-02-12,10.770000457763672
2021-02-16,11.369999885559082
2021-02-17,11.109999656677246
2021-02-18,11.454999923706055
2021-02-19,11.25
2021-02-22,11.25
2021-02-23,11.25
2021-02-24,11.0
2021-02-25,11.34000015258789
2021-02-26,10.989999771118164
2021-03-01,10.949999809265137
2021-03-02,10.949999809265137
2021-03-03,10.5
2021-03-04,10.350000381469727
2021-03-05,10.5
2021-03-08,10.180000305175781
2021-03-09,10.180000305175781
2021-03-10,10.180000305175781
2021-03-11,10.199999809265137
2021-03-12,10.199999809265137
2021-03-15,10.300000190734863
2021-03-16,10.354000091552734
2021-03-17,10.300000190734863
2021-03-18,10.348999977111816
2021-03-19,10.399999618530273
2021-03-22,10.399999618530273
2021-03-23,10.399999618530273
2021-03-24,10.149999618530273
2021-03-25,10.149999618530273
2021-03-26,10.149999618530273
2021-03-29,10.050000190734863
2021-03-30,10.050000190734863
2021-03-31,10.050000190734863
2021-04-01,10.149999618530273
2021-04-05,10.149999618530273
2021-04-06,10.149999618530273
2021-04-07,10.149999618530273
2021-04-08,10.149999618530273
2021-04-09,11.3100004196167
2021-04-12,10.1899995803833
2021-04-13,10.1899995803833
2021-04-14,10.1899995803833
2021-04-15,10.1899995803833
2021-04-16,10.1899995803833
2021-04-19,10.1899995803833
2021-04-20,10.1899995803833
2021-04-21,10.1899995803833
2021-04-22,10.1899995803833
2021-04-23,10.1899995803833
2021-04-26,10.1899995803833
2021-04-27,10.1899995803833
2021-04-28,10.1899995803833
2021-04-29,10.1899995803833
2021-04-30,10.050000190734863
2021-05-03,10.050000190734863
2021-05-04,10.050000190734863
2021-05-05,10.050000190734863
2021-05-06,10.420000076293945
2021-05-07,10.25
2021-05-10,10.34000015258789
2021-05-11,10.869999885559082
2021-05-12,10.869999885559082
2021-05-13,10.300000190734863
2021-05-14,10.300000190734863
