,ERM
2021-01-06,21.363000869750977
2021-01-07,21.584999084472656
2021-01-08,21.604999542236328
2021-01-11,21.625
2021-01-12,21.825000762939453
2021-01-13,21.834999084472656
2021-01-14,21.959999084472656
2021-01-15,21.649999618530273
2021-01-19,21.790000915527344
2021-01-20,22.0049991607666
2021-01-21,21.90399932861328
2021-01-22,21.81399917602539
2021-01-25,21.735000610351562
2021-01-26,21.764999389648438
2021-01-27,21.356000900268555
2021-01-28,21.499000549316406
2021-01-29,21.13599967956543
2021-02-01,21.270000457763672
2021-02-02,21.5310001373291
2021-02-03,21.635000228881836
2021-02-04,21.849000930786133
2021-02-05,22.014999389648438
2021-02-08,22.31999969482422
2021-02-09,22.395000457763672
2021-02-10,22.399999618530273
2021-02-11,22.441999435424805
2021-02-12,22.579999923706055
2021-02-16,22.649999618530273
2021-02-17,22.6299991607666
2021-02-18,22.447999954223633
2021-02-19,22.58099937438965
2021-02-22,22.597000122070312
2021-02-23,22.68000030517578
2021-02-24,23.034000396728516
2021-02-25,22.59000015258789
2021-02-26,22.400999069213867
2021-03-01,22.875999450683594
2021-03-02,22.83300018310547
2021-03-03,22.809999465942383
2021-03-04,22.517000198364258
2021-03-05,22.889999389648438
2021-03-08,23.070999145507812
2021-03-09,23.020000457763672
2021-03-10,23.274999618530273
2021-03-11,23.32900047302246
2021-03-12,23.461000442504883
2021-03-15,23.540000915527344
2021-03-16,23.492000579833984
2021-03-17,23.547000885009766
2021-03-18,23.363000869750977
2021-03-19,23.343000411987305
2021-03-22,23.38599967956543
2021-03-23,22.996999740600586
2021-03-24,22.95800018310547
2021-03-25,23.177000045776367
2021-03-26,23.6200008392334
2021-03-29,23.503000259399414
2021-03-30,23.46500015258789
2021-03-31,23.524999618530273
2021-04-01,23.635000228881836
2021-04-05,23.920000076293945
2021-04-06,23.89900016784668
2021-04-07,23.865999221801758
2021-04-08,23.889999389648438
2021-04-09,24.03499984741211
2021-04-12,24.065000534057617
2021-04-13,24.016000747680664
2021-04-14,24.041000366210938
2021-04-15,24.229999542236328
2021-04-16,24.349000930786133
2021-04-19,24.20199966430664
2021-04-20,24.025999069213867
2021-04-21,24.32200050354004
2021-04-22,24.131000518798828
2021-04-23,24.357999801635742
2021-04-26,24.386999130249023
2021-04-27,24.445999145507812
2021-04-28,24.469999313354492
2021-04-29,24.645000457763672
2021-04-30,24.440000534057617
2021-05-03,24.639999389648438
2021-05-04,24.583999633789062
2021-05-05,24.709999084472656
2021-05-06,24.940000534057617
2021-05-07,25.19499969482422
2021-05-10,25.118000030517578
2021-05-11,24.795000076293945
2021-05-12,24.30500030517578
2021-05-13,24.667999267578125
2021-05-14,25.024999618530273
