,BSJR
2020-11-25,25.190000534057617
2020-11-27,25.216999053955078
2020-11-30,25.163000106811523
2020-12-01,25.290000915527344
2020-12-02,25.34000015258789
2020-12-03,25.360000610351562
2020-12-04,25.434999465942383
2020-12-07,25.454999923706055
2020-12-08,25.469999313354492
2020-12-09,25.3799991607666
2020-12-10,25.46500015258789
2020-12-11,25.415000915527344
2020-12-14,25.420000076293945
2020-12-15,25.5049991607666
2020-12-16,25.479999542236328
2020-12-17,25.510000228881836
2020-12-18,25.540000915527344
2020-12-21,25.329999923706055
2020-12-22,25.360000610351562
2020-12-23,25.450000762939453
2020-12-24,25.4950008392334
2020-12-28,25.524999618530273
2020-12-29,25.530000686645508
2020-12-30,25.600000381469727
2020-12-31,25.6200008392334
2021-01-04,25.559999465942383
2021-01-05,25.559999465942383
2021-01-06,25.5
2021-01-07,25.600000381469727
2021-01-08,25.600000381469727
2021-01-11,25.469999313354492
2021-01-12,25.5
2021-01-13,25.55500030517578
2021-01-14,25.56999969482422
2021-01-15,25.540000915527344
2021-01-19,25.489999771118164
2021-01-20,25.530000686645508
2021-01-21,25.520000457763672
2021-01-22,25.46500015258789
2021-01-25,25.44499969482422
2021-01-26,25.424999237060547
2021-01-27,25.334999084472656
2021-01-28,25.440000534057617
2021-01-29,25.34000015258789
2021-02-01,25.43400001525879
2021-02-02,25.4950008392334
2021-02-03,25.520000457763672
2021-02-04,25.538000106811523
2021-02-05,25.610000610351562
2021-02-08,25.674999237060547
2021-02-09,25.65999984741211
2021-02-10,25.65999984741211
2021-02-11,25.655000686645508
2021-02-12,25.700000762939453
2021-02-16,25.649999618530273
2021-02-17,25.639999389648438
2021-02-18,25.639999389648438
2021-02-19,25.6299991607666
2021-02-22,25.479999542236328
2021-02-23,25.559999465942383
2021-02-24,25.559999465942383
2021-02-25,25.360000610351562
2021-02-26,25.360000610351562
2021-03-01,25.510000228881836
2021-03-02,25.485000610351562
2021-03-03,25.440000534057617
2021-03-04,25.329999923706055
2021-03-05,25.3700008392334
2021-03-08,25.200000762939453
2021-03-09,25.229999542236328
2021-03-10,25.290000915527344
2021-03-11,25.3700008392334
2021-03-12,25.290000915527344
2021-03-15,25.280000686645508
2021-03-16,25.229999542236328
2021-03-17,25.270000457763672
2021-03-18,25.06999969482422
2021-03-19,25.1200008392334
2021-03-22,25.110000610351562
2021-03-23,25.1200008392334
2021-03-24,25.190000534057617
2021-03-25,25.209999084472656
2021-03-26,25.290000915527344
2021-03-29,25.299999237060547
2021-03-30,25.290000915527344
2021-03-31,25.3799991607666
2021-04-01,25.389999389648438
2021-04-05,25.40999984741211
2021-04-06,25.459999084472656
2021-04-07,25.459999084472656
2021-04-08,25.489999771118164
2021-04-09,25.475000381469727
2021-04-12,25.459999084472656
2021-04-13,25.459999084472656
2021-04-14,25.479999542236328
2021-04-15,25.530000686645508
2021-04-16,25.509000778198242
2021-04-19,25.395000457763672
2021-04-20,25.34000015258789
2021-04-21,25.3700008392334
2021-04-22,25.3700008392334
2021-04-23,25.440000534057617
2021-04-26,25.440000534057617
2021-04-27,25.440000534057617
2021-04-28,25.469999313354492
2021-04-29,25.459999084472656
2021-04-30,25.44499969482422
2021-05-03,25.489999771118164
2021-05-04,25.46500015258789
2021-05-05,25.530000686645508
2021-05-06,25.489999771118164
2021-05-07,25.559999465942383
2021-05-10,25.514999389648438
2021-05-11,25.469999313354492
2021-05-12,25.360000610351562
2021-05-13,25.389999389648438
2021-05-14,25.434999465942383
