,ARCE
2020-02-13,53.16999816894531
2020-02-14,57.310001373291016
2020-02-18,56.7400016784668
2020-02-19,56.54999923706055
2020-02-20,57.36000061035156
2020-02-21,59.150001525878906
2020-02-24,55.84000015258789
2020-02-25,55.2599983215332
2020-02-26,55.18000030517578
2020-02-27,53.5
2020-02-28,51.11000061035156
2020-03-02,53.15999984741211
2020-03-03,55.97999954223633
2020-03-04,56.16999816894531
2020-03-05,53.0
2020-03-06,51.7599983215332
2020-03-09,47.81999969482422
2020-03-10,47.869998931884766
2020-03-11,46.4900016784668
2020-03-12,40.06999969482422
2020-03-13,44.84000015258789
2020-03-16,42.90999984741211
2020-03-17,42.58000183105469
2020-03-18,39.5
2020-03-19,43.38999938964844
2020-03-20,40.709999084472656
2020-03-23,40.36000061035156
2020-03-24,42.2400016784668
2020-03-25,42.849998474121094
2020-03-26,45.939998626708984
2020-03-27,44.7599983215332
2020-03-30,42.380001068115234
2020-03-31,42.2599983215332
2020-04-01,38.5099983215332
2020-04-02,39.869998931884766
2020-04-03,37.459999084472656
2020-04-06,38.20000076293945
2020-04-07,40.650001525878906
2020-04-08,43.45000076293945
2020-04-09,43.029998779296875
2020-04-13,43.619998931884766
2020-04-14,46.11000061035156
2020-04-15,47.38999938964844
2020-04-16,47.0099983215332
2020-04-17,45.88999938964844
2020-04-20,45.939998626708984
2020-04-21,46.630001068115234
2020-04-22,48.70000076293945
2020-04-23,46.040000915527344
2020-04-24,44.189998626708984
2020-04-27,44.349998474121094
2020-04-28,48.0
2020-04-29,51.61000061035156
2020-04-30,50.220001220703125
2020-05-01,50.7599983215332
2020-05-04,52.27000045776367
2020-05-05,53.29999923706055
2020-05-06,56.22999954223633
2020-05-07,56.68000030517578
2020-05-08,56.599998474121094
2020-05-11,55.83000183105469
2020-05-12,54.0
2020-05-13,50.72999954223633
2020-05-14,50.59000015258789
2020-05-15,51.15999984741211
2020-05-18,51.560001373291016
2020-05-19,51.619998931884766
2020-05-20,50.220001220703125
2020-05-21,50.349998474121094
2020-05-22,50.630001068115234
2020-05-26,50.33000183105469
2020-05-27,50.58000183105469
2020-05-28,48.95000076293945
2020-05-29,48.47999954223633
2020-06-01,50.189998626708984
2020-06-02,50.459999084472656
2020-06-03,47.68000030517578
2020-06-04,46.7400016784668
2020-06-05,47.130001068115234
2020-06-08,48.40999984741211
2020-06-09,46.349998474121094
2020-06-10,46.29999923706055
2020-06-11,43.63999938964844
2020-06-12,43.68000030517578
2020-06-15,44.279998779296875
2020-06-16,46.119998931884766
2020-06-17,46.72999954223633
2020-06-18,46.16999816894531
2020-06-19,45.720001220703125
2020-06-22,45.75
2020-06-23,45.25
2020-06-24,43.599998474121094
2020-06-25,43.9900016784668
2020-06-26,42.630001068115234
2020-06-29,43.060001373291016
2020-06-30,43.47999954223633
2020-07-01,42.72999954223633
2020-07-02,43.0
2020-07-06,44.33000183105469
2020-07-07,42.310001373291016
2020-07-08,46.0099983215332
2020-07-09,45.88999938964844
2020-07-10,46.72999954223633
2020-07-13,42.81999969482422
2020-07-14,44.2400016784668
2020-07-15,44.2599983215332
2020-07-16,43.66999816894531
2020-07-17,45.4900016784668
2020-07-20,47.790000915527344
2020-07-21,48.810001373291016
2020-07-22,48.279998779296875
2020-07-23,47.79999923706055
2020-07-24,45.5099983215332
2020-07-27,45.29999923706055
2020-07-28,45.060001373291016
2020-07-29,44.349998474121094
2020-07-30,44.810001373291016
2020-07-31,43.54999923706055
2020-08-03,42.290000915527344
2020-08-04,41.7400016784668
2020-08-05,44.9900016784668
2020-08-06,45.59000015258789
2020-08-07,48.779998779296875
2020-08-10,48.52000045776367
2020-08-11,47.34000015258789
2020-08-12,47.380001068115234
2020-08-13,46.86000061035156
2020-08-14,46.369998931884766
2020-08-17,43.90999984741211
2020-08-18,42.81999969482422
2020-08-19,41.529998779296875
2020-08-20,41.15999984741211
2020-08-21,41.08000183105469
2020-08-24,40.189998626708984
2020-08-25,41.58000183105469
2020-08-26,40.849998474121094
2020-08-27,41.65999984741211
2020-08-28,42.310001373291016
2020-08-31,45.2400016784668
2020-09-01,45.630001068115234
2020-09-02,48.34000015258789
2020-09-03,47.369998931884766
2020-09-04,48.13999938964844
2020-09-08,47.63999938964844
2020-09-09,44.79999923706055
2020-09-10,44.81999969482422
2020-09-11,44.220001220703125
2020-09-14,44.31999969482422
2020-09-15,43.470001220703125
2020-09-16,41.290000915527344
2020-09-17,39.41999816894531
2020-09-18,39.029998779296875
2020-09-21,40.029998779296875
2020-09-22,40.13999938964844
2020-09-23,39.45000076293945
2020-09-24,39.880001068115234
2020-09-25,40.119998931884766
2020-09-28,39.900001525878906
2020-09-29,40.72999954223633
2020-09-30,40.84000015258789
2020-10-01,41.5
2020-10-02,41.2599983215332
2020-10-05,40.5099983215332
2020-10-06,39.900001525878906
2020-10-07,39.88999938964844
2020-10-08,38.68000030517578
2020-10-09,38.310001373291016
2020-10-12,37.93000030517578
2020-10-13,39.08000183105469
2020-10-14,38.38999938964844
2020-10-15,37.22999954223633
2020-10-16,36.459999084472656
2020-10-19,35.2599983215332
2020-10-20,35.52000045776367
2020-10-21,34.88999938964844
2020-10-22,34.529998779296875
2020-10-23,35.400001525878906
2020-10-26,35.619998931884766
2020-10-27,35.650001525878906
2020-10-28,34.81999969482422
2020-10-29,34.5
2020-10-30,34.08000183105469
2020-11-02,32.97999954223633
2020-11-03,34.11000061035156
2020-11-04,36.15999984741211
2020-11-05,38.040000915527344
2020-11-06,37.810001373291016
2020-11-09,39.810001373291016
2020-11-10,40.470001220703125
2020-11-11,41.22999954223633
2020-11-12,39.939998626708984
2020-11-13,40.97999954223633
2020-11-16,39.97999954223633
2020-11-17,39.29999923706055
2020-11-18,40.150001525878906
2020-11-19,40.619998931884766
2020-11-20,41.18000030517578
2020-11-23,41.689998626708984
2020-11-24,41.2599983215332
2020-11-25,41.79999923706055
2020-11-27,42.400001525878906
2020-11-30,43.75
2020-12-01,37.7400016784668
2020-12-02,37.11000061035156
2020-12-03,37.459999084472656
2020-12-04,37.650001525878906
2020-12-07,36.70000076293945
2020-12-08,37.95000076293945
2020-12-09,36.75
2020-12-10,38.72999954223633
2020-12-11,38.709999084472656
2020-12-14,37.31999969482422
2020-12-15,37.90999984741211
2020-12-16,37.40999984741211
2020-12-17,36.959999084472656
2020-12-18,36.0099983215332
2020-12-21,36.029998779296875
2020-12-22,35.9900016784668
2020-12-23,36.279998779296875
2020-12-24,36.65999984741211
2020-12-28,36.189998626708984
2020-12-29,35.529998779296875
2020-12-30,35.540000915527344
2020-12-31,35.4900016784668
2021-01-04,34.47999954223633
2021-01-05,34.959999084472656
2021-01-06,34.130001068115234
2021-01-07,36.099998474121094
2021-01-08,36.79999923706055
2021-01-11,37.36000061035156
2021-01-12,36.060001373291016
2021-01-13,36.31999969482422
2021-01-14,37.40999984741211
2021-01-15,37.7400016784668
2021-01-19,38.380001068115234
2021-01-20,38.810001373291016
2021-01-21,37.619998931884766
2021-01-22,35.95000076293945
2021-01-25,35.130001068115234
2021-01-26,35.31999969482422
2021-01-27,34.34000015258789
2021-01-28,33.83000183105469
2021-01-29,31.739999771118164
2021-02-01,33.869998931884766
2021-02-02,34.81999969482422
2021-02-03,35.540000915527344
2021-02-04,38.84000015258789
2021-02-05,40.20000076293945
2021-02-08,37.63999938964844
2021-02-09,38.86000061035156
2021-02-10,37.970001220703125
2021-02-11,37.959999084472656
2021-02-12,37.2400016784668
2021-02-16,36.209999084472656
2021-02-17,35.93000030517578
2021-02-18,35.66999816894531
2021-02-19,35.5
2021-02-22,35.900001525878906
2021-02-23,36.5
2021-02-24,36.7400016784668
2021-02-25,36.880001068115234
2021-02-26,35.54999923706055
2021-03-01,34.599998474121094
2021-03-02,33.58000183105469
2021-03-03,33.79999923706055
2021-03-04,34.650001525878906
2021-03-05,33.70000076293945
2021-03-08,32.61000061035156
2021-03-09,29.90999984741211
2021-03-10,30.1200008392334
2021-03-11,31.8700008392334
2021-03-12,31.700000762939453
2021-03-15,31.030000686645508
2021-03-16,31.34000015258789
2021-03-17,31.40999984741211
2021-03-18,30.8700008392334
2021-03-19,30.469999313354492
2021-03-22,29.5
2021-03-23,28.729999542236328
2021-03-24,27.610000610351562
2021-03-25,26.809999465942383
2021-03-26,25.530000686645508
2021-03-29,24.860000610351562
2021-03-30,24.950000762939453
2021-03-31,25.34000015258789
2021-04-01,27.100000381469727
2021-04-05,26.90999984741211
2021-04-06,27.979999542236328
2021-04-07,27.90999984741211
2021-04-08,29.0
2021-04-09,30.010000228881836
2021-04-12,29.5
2021-04-13,30.530000686645508
2021-04-14,28.09000015258789
2021-04-15,28.149999618530273
2021-04-16,28.799999237060547
2021-04-19,28.56999969482422
2021-04-20,29.280000686645508
2021-04-21,29.25
2021-04-22,28.190000534057617
2021-04-23,27.709999084472656
2021-04-26,28.06999969482422
2021-04-27,27.3700008392334
2021-04-28,27.170000076293945
2021-04-29,26.40999984741211
2021-04-30,25.65999984741211
2021-05-03,25.15999984741211
2021-05-04,24.579999923706055
2021-05-05,25.020000457763672
2021-05-06,26.790000915527344
2021-05-07,27.219999313354492
2021-05-10,26.559999465942383
2021-05-11,26.479999542236328
2021-05-12,25.709999084472656
2021-05-13,25.06999969482422
2021-05-14,24.360000610351562
